id_lab,id,subset,no,requisitioner,tax_name,functional_group,n_replicates_nutrition,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_gas,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
F24-3612,CIAT-398,2,7.0,Genetic_bank,Desmodium incanum,Herbaceous_legumes,2,91.78,17.46,82.54,17.92,37.86,50.73,9.0,13.99,15.66,49.86,37.94
F25-0961,CIAT-4028,2,267.0,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,2,94.52,11.85,88.15,12.55,46.68,65.42,9.0,11.34,13.36,40.58,30.52
F24-3613,CIAT-438,2,9.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,2,93.68,14.48,85.52,21.03,38.17,60.2,9.0,14.41,15.63,44.76,38.37
F24-3614,CIAT-442,2,11.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,2,93.94,17.65,82.35,17.82,30.34,55.32,9.0,14.57,15.9,52.27,43.3
F24-3615,CIAT-466,2,13.0,Genetic_bank,Vigna umbellata,Herbaceous_legumes,2,92.76,18.26,81.74,16.36,18.73,45.1,9.0,14.22,15.95,46.59,62.6
F25-0936,CIAT-5172,2,211.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,2,93.66,10.84,89.16,26.38,37.64,61.88,9.0,13.16,14.26,50.12,35.41
F25-0962,CIAT-5277,2,269.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,2,91.43,7.55,92.45,19.78,31.58,61.88,9.0,13.27,14.97,46.87,57.08
F25-0937,CIAT-5452,2,213.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,94.72,16.57,83.43,15.2,33.25,50.51,7.0,12.71,14.26,58.64,32.09
F24-3620,CIAT-5512,2,23.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,2,92.27,9.81,90.19,22.16,28.68,46.39,9.0,14.28,16.09,45.89,59.21
F24-3621,CIAT-5568,2,25.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,2,91.58,11.85,88.15,17.29,39.06,58.44,9.0,14.09,15.92,52.67,44.5
F24-3622,CIAT-5657,2,27.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,2,91.84,10.66,89.34,21.64,30.82,54.0,9.0,12.8,14.93,47.4,50.66
F25-1658,CIAT-5713,2,443.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,4,94.64,9.34,90.66,15.88,24.61,45.9,9.0,13.27,14.55,54.88,51.55
F25-0938,CIAT-5733,2,215.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,95.24,12.32,87.68,15.96,30.02,47.8,9.0,13.21,14.72,48.62,43.99
F25-0939,CIAT-5735,2,217.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,94.0,8.92,91.08,26.53,30.74,50.72,9.0,13.9,15.3,47.18,51.89
F24-3623,CIAT-5744,2,29.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,93.6,14.86,85.14,17.67,33.74,56.91,8.0,14.21,16.11,52.4,39.53
F25-0940,CIAT-5749,2,219.0,Genetic_bank,Centrosema plumieri,Herbaceous_legumes,2,93.08,8.7,91.3,21.84,26.07,61.28,7.0,12.87,15.15,49.14,52.88
F25-0941,CIAT-5911,2,221.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,2,95.34,11.54,88.46,15.5,30.38,53.06,8.0,13.08,14.91,57.79,43.41
F24-3624,CIAT-7131,2,31.0,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,2,92.21,7.09,92.91,16.02,49.78,61.86,8.0,13.3,14.58,55.01,23.05
F24-3616,CIAT-715,2,15.0,Genetic_bank,Canavalia ensiformis,Herbaceous_legumes,2,90.62,18.66,81.34,20.82,18.46,41.73,9.0,13.9,15.42,44.06,55.83
F25-0963,CIAT-7227,2,271.0,Genetic_bank,Galactia texana,Herbaceous_legumes,2,93.04,16.05,83.96,12.52,26.88,41.77,9.0,10.43,11.52,31.16,51.21
F24-3625,CIAT-7318,2,33.0,Genetic_bank,Canavalia sp.,Herbaceous_legumes,2,92.41,17.32,82.68,17.71,20.9,41.26,8.0,12.61,14.96,48.52,55.31
F25-1659,CIAT-7381,2,445.0,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,4,94.47,12.77,87.23,13.58,46.86,68.34,6.0,12.85,14.54,57.97,34.08
F24-3626,CIAT-7395,2,35.0,Genetic_bank,Galactia striata,Herbaceous_legumes,2,91.72,16.66,83.34,13.71,20.78,47.98,8.0,12.74,15.1,47.01,51.78
F24-3627,CIAT-7648,2,37.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,2,91.98,18.02,81.98,22.05,17.99,40.89,7.0,12.66,15.17,43.86,57.02
F24-3628,CIAT-7746,2,39.0,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,2,92.06,22.45,77.55,14.81,21.01,43.06,9.0,12.88,14.83,41.13,57.79
F25-1660,CIAT-7799,2,447.0,Genetic_bank,Dioclea guianensis,Herbaceous_legumes,4,93.46,7.77,92.23,20.38,52.92,65.25,5.0,12.26,13.61,43.95,32.17
F25-1661,CIAT-7803,2,449.0,Genetic_bank,Dioclea holtiana,Herbaceous_legumes,4,94.24,11.45,88.55,20.31,41.02,58.24,6.0,11.52,12.55,60.55,28.81
F24-3629,CIAT-7813,2,41.0,Genetic_bank,Indigofera cryptantha,Herbaceous_legumes,2,90.14,12.32,87.68,26.44,20.9,30.7,7.0,14.09,17.11,57.58,61.75
F24-3631,CIAT-7894,2,45.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,2,93.35,21.76,78.24,21.16,19.12,40.92,8.0,12.3,15.04,45.89,52.77
F25-1651,CIAT-798,2,429.0,Genetic_bank,Galactia striata,Herbaceous_legumes,4,92.61,11.1,88.9,17.15,24.95,56.89,9.0,13.6,15.1,49.82,56.06
F25-0964,CIAT-8013,2,273.0,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,2,93.74,10.6,89.4,22.95,17.85,61.05,8.0,13.18,14.46,40.57,68.31
F25-0965,CIAT-8156,2,275.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,2,94.11,9.97,90.03,24.22,33.74,58.74,8.0,14.38,16.11,42.34,50.26
F25-1662,CIAT-8182,2,451.0,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,4,93.32,7.32,92.68,13.83,46.99,63.36,6.0,12.63,13.78,55.64,26.65
F24-3633,CIAT-8202,2,49.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,2,92.66,17.52,82.48,24.37,22.99,45.97,9.0,13.61,15.52,48.87,51.8
F25-1652,CIAT-822,2,431.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,4,94.05,6.64,93.36,17.01,26.72,46.8,9.0,13.27,14.61,48.15,54.91
F25-1663,CIAT-8434,2,453.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,4,93.52,8.37,91.63,18.05,46.47,62.41,7.0,13.53,14.84,63.72,35.13
F25-0988,CIAT-8512,2,321.0,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,2,92.94,10.36,89.64,22.41,30.93,50.42,6.0,14.64,15.93,51.26,42.35
F25-1653,CIAT-852,2,433.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,4,93.77,9.56,90.44,14.73,45.62,63.41,9.0,12.4,13.61,46.66,34.84
F25-1664,CIAT-8702,2,455.0,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,4,93.01,8.68,91.32,23.92,31.39,50.99,9.0,14.01,15.34,59.88,40.81
F24-3617,CIAT-887,2,17.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,2,92.18,12.7,87.3,21.0,25.91,44.12,9.0,14.44,16.22,41.52,52.78
F25-1654,CIAT-907,2,435.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,4,92.97,9.28,90.72,16.71,33.35,61.77,9.0,12.77,14.19,47.09,40.82
F24-3618,CIAT-923,2,19.0,Genetic_bank,Galactia latisiliqua,Herbaceous_legumes,2,92.82,15.71,84.3,18.23,16.14,46.7,9.0,14.04,16.3,49.82,63.67
F25-0966,CIAT-9323,2,277.0,Genetic_bank,Crotalaria vitellina,Herbaceous_legumes,2,92.4,6.06,93.94,25.36,17.48,45.44,9.0,14.66,15.74,51.69,64.57
F24-3635,CIAT-9434,2,53.0,Genetic_bank,Clitoria ternatea,Herbaceous_legumes,2,90.76,16.82,83.18,25.12,17.44,47.68,6.0,14.98,16.4,56.61,54.0
F25-0967,CIAT-9537,2,279.0,Genetic_bank,Crotalaria sagittalis,Herbaceous_legumes,2,91.78,13.02,86.98,22.86,19.84,50.48,9.0,13.62,14.68,43.17,63.64
F25-0968,CIAT-9690,2,281.0,Genetic_bank,Aeschynomene histrix,Herbaceous_legumes,2,93.78,11.43,88.56,20.22,17.6,49.99,8.0,14.29,15.56,45.88,60.47
F25-0969,CIAT-9900,2,283.0,Genetic_bank,Pueraria phaseoloides,Herbaceous_legumes,2,92.79,10.57,89.43,18.92,32.74,55.46,8.0,14.05,14.64,43.37,45.12
F24-3549,CIAT-10440,3,155.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,90.24,11.91,88.09,17.78,31.37,51.77,9.0,12.27,13.77,57.24,51.58
F24-3550,CIAT-10613,3,157.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,92.84,7.89,92.11,19.44,46.21,59.51,9.0,12.26,13.8,50.74,45.3
F24-3551,CIAT-10627,3,159.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.39,13.71,86.29,15.96,39.59,57.5,9.0,12.31,13.63,56.51,42.54
F24-3552,CIAT-10634,3,161.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.02,10.56,89.44,11.83,33.59,56.99,9.0,12.52,13.58,49.55,50.7
F24-3553,CIAT-10639,3,163.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.2,11.08,88.92,15.74,35.04,53.94,9.0,12.81,14.09,52.82,51.6
F24-3554,CIAT-10725,3,165.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,92.39,11.55,88.45,15.72,41.09,58.81,9.0,12.89,14.22,52.85,47.39
F24-3555,CIAT-11199,3,167.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.82,8.77,91.23,15.0,36.3,58.28,6.0,12.9,14.58,57.28,48.04
F24-3556,CIAT-11215,3,169.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.9,10.52,89.48,14.8,27.87,52.53,9.0,13.06,14.32,54.75,51.59
F24-3557,CIAT-11220,3,171.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.88,8.42,91.58,18.31,26.31,56.95,9.0,12.89,14.22,50.46,55.83
F24-3558,CIAT-11232,3,173.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.23,7.32,92.68,17.37,34.64,54.2,9.0,12.58,14.31,61.27,48.31
F24-3559,CIAT-11313,3,175.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,92.19,11.54,88.46,15.09,38.82,55.96,9.0,12.37,13.81,53.3,47.02
F24-3560,CIAT-11417,3,177.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.5,12.06,87.94,14.94,41.48,57.23,9.0,12.21,12.62,50.02,41.34
F24-3561,CIAT-11624,3,179.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.04,12.04,87.96,12.26,33.73,54.88,9.0,12.07,12.87,47.32,48.45
F24-3562,CIAT-11690,3,181.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,90.68,12.89,87.11,15.62,33.51,54.33,9.0,12.26,13.46,54.81,46.09
F24-3563,CIAT-11762,3,183.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,90.71,8.06,91.94,16.73,39.8,58.73,9.0,12.92,14.23,68.27,40.89
F24-3564,CIAT-11778,3,185.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.06,8.58,91.42,15.95,26.27,54.21,9.0,12.86,14.31,55.78,51.18
F24-3565,CIAT-11784,3,187.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.3,8.64,91.36,16.99,35.91,59.39,9.0,12.97,14.35,61.02,45.06
F24-3566,CIAT-11820,3,189.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,91.81,11.13,88.87,16.9,31.38,52.89,9.0,12.76,14.12,61.0,43.83
F24-3567,CIAT-12042,3,191.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,91.35,15.08,84.92,18.06,31.39,53.81,9.0,12.37,13.56,62.04,42.08
F24-3568,CIAT-12115,3,239.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.48,8.91,91.09,15.32,34.71,55.55,6.0,12.65,14.01,52.95,53.09
F24-3569,CIAT-12140,3,241.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,91.57,11.22,88.78,19.39,28.23,54.15,7.0,12.26,13.77,43.51,62.5
F24-3570,CIAT-12184,3,243.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.54,10.37,89.63,15.38,25.67,48.49,9.0,12.76,14.03,48.43,58.27
F24-3571,CIAT-12202,3,245.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,92.63,10.68,89.32,18.22,24.08,48.06,9.0,12.68,14.03,51.07,55.27
F24-3572,CIAT-12311,3,247.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.76,15.04,84.96,16.63,34.79,53.68,9.0,12.64,13.98,49.75,56.55
F24-3574,CIAT-12374,3,251.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,91.94,8.79,91.21,17.42,30.52,56.26,9.0,13.13,14.65,56.36,55.16
F24-3573,CIAT-12381,3,249.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.25,13.21,86.79,17.11,33.25,56.81,9.0,12.94,14.4,57.46,51.87
F24-3575,CIAT-12457,3,253.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,93.7,11.91,88.09,16.96,27.69,55.43,9.0,13.02,14.61,54.9,55.37
F24-3576,CIAT-12462,3,255.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,92.55,9.45,90.55,19.36,26.71,57.45,9.0,12.93,14.58,49.69,59.37
F24-3577,CIAT-12485,3,257.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,93.95,13.35,86.65,14.59,30.78,55.79,9.0,12.92,14.07,45.31,52.58
F24-3578,CIAT-12615,3,259.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,89.76,10.4,89.6,14.07,35.32,53.46,9.0,12.81,13.7,44.78,52.96
F24-3579,CIAT-12686,3,261.0,Genetic_bank,Stylosanthes hamata,Herbaceous_legumes,2,90.96,10.25,89.75,16.0,34.52,48.94,9.0,12.22,13.68,49.39,52.94
F24-3580,CIAT-12710,3,263.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,2,91.72,11.21,88.79,11.5,38.43,58.38,7.0,12.44,13.74,50.99,48.15
F24-3581,CIAT-12758,3,265.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,2,91.38,9.52,90.48,14.95,34.11,56.97,9.0,12.23,12.36,46.35,45.1
F25-1670,CIAT-13158,3,69.0,Genetic_bank,Desmodium strigillosum,Herbaceous_legumes,2,93.52,7.32,92.68,16.53,38.17,50.29,9.0,12.41,13.34,35.94,43.29
F25-1675,CIAT-15086,3,79.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,2,95.1,6.67,93.33,25.43,27.19,56.25,9.0,13.22,14.67,43.22,56.65
F25-1677,CIAT-17519,3,83.0,Genetic_bank,Mimosa somnians,Herbaceous_legumes,2,94.5,8.75,91.25,17.65,25.56,46.21,9.0,10.61,10.63,30.94,39.33
F25-2631,CIAT-17768,3,217.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,92.81,7.68,92.32,24.62,32.85,55.01,9.0,14.87,15.89,63.42,48.13
F25-2632,CIAT-17768,3,219.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,93.47,7.77,92.23,26.04,28.53,47.71,8.0,14.6,15.62,53.15,57.75
F25-1678,CIAT-17896,3,85.0,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,2,94.71,6.33,93.67,15.64,40.33,51.74,9.0,9.61,10.98,26.25,41.83
F25-1679,CIAT-18123,3,87.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,2,94.61,8.31,91.69,15.0,40.99,62.79,9.0,10.54,12.68,36.32,38.16
F25-1680,CIAT-18126,3,89.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,2,92.8,10.3,89.7,18.02,40.49,56.41,9.0,11.91,13.68,43.08,41.54
F25-1681,CIAT-18127,3,91.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,2,94.19,9.2,90.8,17.34,37.77,54.54,9.0,11.93,13.6,42.73,42.69
F25-1683,CIAT-19228,3,95.0,Genetic_bank,Eriosema psoraleoides,Herbaceous_legumes,2,93.69,9.42,90.58,17.93,47.97,62.31,9.0,12.7,14.43,45.99,39.92
F25-1684,CIAT-19537,3,97.0,Genetic_bank,Crotalaria verrucosa,Herbaceous_legumes,2,93.5,9.04,90.96,28.32,24.02,44.46,9.0,12.79,13.98,43.71,54.8
F25-1686,CIAT-20345,3,101.0,Genetic_bank,Pachyrhizus erosus,Herbaceous_legumes,2,93.72,10.63,89.37,17.94,22.48,38.5,9.0,13.31,14.14,41.24,64.53
F25-2629,CIAT-20692,3,213.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.52,8.7,91.3,27.05,30.2,52.99,9.0,14.19,15.32,51.76,55.34
F25-2630,CIAT-20692,3,215.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,93.89,7.34,92.66,23.76,29.03,49.64,9.0,14.76,15.96,58.65,55.21
F25-1687,CIAT-20927,3,103.0,Genetic_bank,Mimosa albida,Herbaceous_legumes,2,93.68,8.62,91.38,13.93,41.22,59.01,7.0,12.43,13.29,37.14,47.14
F25-1688,CIAT-21849,3,105.0,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,2,94.9,5.92,94.08,17.51,43.79,58.23,9.0,11.08,12.48,41.64,33.72
F25-1691,CIAT-22692,3,111.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,2,92.27,7.39,92.61,25.3,24.26,42.74,9.0,14.27,15.89,54.85,55.02
F24-3548,CIAT-2783,3,153.0,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,89.75,10.11,89.89,4.07,31.3,49.65,6.0,12.3,13.71,61.98,50.74
F25-1695,CIAT-32265,3,119.0,Genetic_bank,Chamaecrista diphylla,Herbaceous_legumes,2,95.81,8.04,91.96,17.04,37.98,53.26,9.0,11.34,14.44,51.22,47.61
F25-1699,CIAT-33195,3,127.0,Genetic_bank,Dalea carthagenensis,Herbaceous_legumes,2,95.71,6.44,93.56,16.47,23.48,43.58,8.0,12.52,14.94,54.14,45.74
F25-1700,CIAT-43055,3,129.0,Genetic_bank,Desmodium discolor,Herbaceous_legumes,2,94.82,9.02,90.98,28.02,22.45,43.07,9.0,14.27,15.72,49.32,56.46
F25-2633,CIAT-712,3,221.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.11,8.42,91.58,26.15,32.33,52.46,7.0,14.39,15.48,53.06,54.8
F25-2634,CIAT-712,3,223.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,91.26,7.15,92.85,20.06,33.7,50.39,9.0,14.48,15.64,56.29,53.03
F25-2635,CIAT-9432,3,225.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,96.33,8.44,91.56,24.28,35.28,58.05,9.0,14.82,15.81,60.83,47.39
F25-2636,CIAT-9432,3,227.0,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,94.47,7.01,92.99,19.5,34.98,50.18,9.0,15.33,16.3,59.93,49.44
F25-1667,CIAT-9578,3,45.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,8,95.08,7.25,92.75,14.7,50.08,63.43,6.0,11.8,12.81,36.32,30.44
F25-1668,CIAT-9740,3,47.0,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,2,95.38,8.27,91.73,17.12,37.57,53.43,7.0,10.47,13.39,48.33,44.55
F25-2596,CIAT-10026,4,169.0,Genetic_bank,Stylosanthes seabrana,Herbaceous_legumes,2,92.75,9.97,90.03,16.29,34.49,57.25,7.0,11.29,13.31,51.61,42.25
F25-2597,CIAT-12411,4,171.0,Genetic_bank,Stylosanthes sympodialis,Herbaceous_legumes,2,91.72,11.78,88.22,17.94,34.3,61.11,7.0,11.17,13.42,44.51,55.06
F25-2600,CIAT-13593,4,177.0,Genetic_bank,Desmodium scorpiurus,Herbaceous_legumes,2,90.71,10.48,89.52,16.65,42.65,58.29,6.0,14.68,15.99,76.03,34.39
F25-2601,CIAT-13608,4,179.0,Genetic_bank,Desmodium incanum,Herbaceous_legumes,2,92.61,9.98,90.02,17.58,44.72,59.52,6.0,13.08,14.88,64.77,31.24
F26-0017,CIAT-1405,4,,Genetic_bank,Stylosanthes capitata,Herbaceous_legumes,2,94.63,14.28,85.72,16.07,43.38,60.85,5.0,13.26,15.08,58.91,38.77
F26-0023,CIAT-14080,4,,Genetic_bank,Zornia brasiliensis,Herbaceous_legumes,2,94.73,18.46,81.54,17.23,27.72,46.65,7.0,12.21,14.63,54.79,44.37
F26-0018,CIAT-1812,4,,Genetic_bank,Stylosanthes viscosa,Herbaceous_legumes,2,95.46,10.54,89.46,11.39,44.1,56.28,6.0,12.6,13.22,51.65,19.42
F25-2602,CIAT-18277,4,181.0,Genetic_bank,Indigofera jamaicensis,Herbaceous_legumes,2,89.83,10.33,89.67,21.94,32.43,49.96,6.0,12.42,14.44,51.22,39.46
F26-0024,CIAT-18950,4,,Genetic_bank,Indigofera spicata,Herbaceous_legumes,2,93.52,15.89,84.11,21.86,32.78,41.87,7.0,13.91,15.55,59.59,47.3
F25-2603,CIAT-18952,4,183.0,Genetic_bank,Indigofera atriceps,Herbaceous_legumes,2,90.34,18.09,81.91,16.66,40.99,48.15,6.0,12.62,13.8,51.46,32.47
F25-2604,CIAT-18953,4,187.0,Genetic_bank,Indigofera atriceps,Herbaceous_legumes,2,89.54,11.97,88.03,13.47,44.71,52.72,6.0,13.88,13.92,51.33,39.31
F25-2605,CIAT-18954,4,189.0,Genetic_bank,Indigofera atriceps,Herbaceous_legumes,2,92.94,20.28,79.72,17.61,44.83,51.54,7.0,12.03,13.02,49.98,33.48
F26-0025,CIAT-19193,4,,Genetic_bank,Tephrosia villosa,Herbaceous_legumes,2,94.33,7.16,92.84,21.66,35.28,58.06,7.0,14.99,16.7,68.15,39.26
F25-2606,CIAT-19198,4,191.0,Genetic_bank,Tephrosia villosa,Herbaceous_legumes,2,90.54,11.32,88.68,27.0,33.59,51.73,8.0,13.71,15.7,53.55,45.87
F26-0026,CIAT-19641,4,,Genetic_bank,Tephrosia purpurea,Herbaceous_legumes,2,96.05,8.34,91.66,20.32,40.91,61.49,7.0,14.43,16.25,71.68,36.64
F25-2608,CIAT-20044,4,195.0,Genetic_bank,Tephrosia purpurea,Herbaceous_legumes,2,92.18,11.53,88.47,27.96,24.72,47.1,8.0,14.34,16.28,49.36,57.06
F25-2580,CIAT-2085,4,137.0,Genetic_bank,Stylosanthes seabrana,Herbaceous_legumes,2,91.97,9.33,90.67,18.71,37.92,57.18,6.0,10.87,13.13,60.41,35.99
F25-2609,CIAT-22423,4,197.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,90.61,12.05,87.95,27.74,27.28,48.09,7.0,13.5,14.82,42.49,64.95
F26-0027,CIAT-23503,4,,Genetic_bank,Desmodium macrodesmum,Herbaceous_legumes,2,93.33,13.22,86.78,20.34,40.31,55.64,7.0,12.94,14.37,64.16,32.87
F25-2613,CIAT-23806,4,205.0,Genetic_bank,Desmodium angustifolium,Herbaceous_legumes,2,92.77,9.93,90.07,13.5,36.09,58.82,8.0,13.49,15.07,60.64,44.04
F25-2614,CIAT-24104,4,207.0,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,92.3,13.07,86.93,26.64,25.99,45.24,8.0,12.88,14.35,40.93,56.78
F26-0028,CIAT-24333,4,,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,2,94.41,9.69,90.31,15.85,35.23,55.05,7.0,14.54,15.59,84.68,35.63
F25-2615,CIAT-24565,4,209.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,90.07,11.42,88.58,23.16,31.0,49.61,6.0,12.92,14.38,46.92,50.41
F25-2581,CIAT-2690,4,139.0,Genetic_bank,Stylosanthes angustifolia,Herbaceous_legumes,2,91.01,9.45,90.55,17.54,38.39,60.09,8.0,11.0,13.35,85.57,29.9
F25-2574,CIAT-326,4,123.0,Genetic_bank,Desmodium scorpiurus,Herbaceous_legumes,2,91.68,13.17,86.83,28.62,38.94,55.66,6.0,13.77,15.23,55.45,39.09
F26-0029,CIAT-33235,4,,Genetic_bank,Desmodium scorpiurus,Herbaceous_legumes,2,93.33,15.45,84.55,20.05,43.51,56.61,7.0,14.79,15.42,58.31,33.78
F25-2616,CIAT-33561,4,211.0,Genetic_bank,Desmodium wigginsii,Herbaceous_legumes,2,91.88,9.91,90.09,16.29,36.11,54.68,8.0,13.89,15.32,62.43,43.12
F26-0030,CIAT-33605,4,,Genetic_bank,Desmodium sandwicense x intortum,Herbaceous_legumes,2,95.55,10.57,89.43,19.32,46.46,59.61,7.0,13.69,14.84,60.55,31.27
F25-2617,CIAT-34038,4,213.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,91.79,12.24,87.76,20.57,24.32,46.96,8.0,12.9,14.44,47.68,55.34
F25-2618,CIAT-34040,4,215.0,Genetic_bank,Vigna aconitifolia,Herbaceous_legumes,2,90.66,12.81,87.19,25.56,22.65,41.97,8.0,13.5,15.4,56.11,54.28
F25-2619,CIAT-34042,4,217.0,Genetic_bank,Vigna aconitifolia,Herbaceous_legumes,2,91.07,12.37,87.63,24.71,23.37,48.96,8.0,13.48,15.2,56.27,49.93
F25-2620,CIAT-34044,4,219.0,Genetic_bank,Vigna aconitifolia,Herbaceous_legumes,2,91.57,10.44,89.56,22.36,20.67,54.27,8.0,13.74,15.67,64.72,49.46
F26-0031,CIAT-34144,4,,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,90.9,11.68,88.32,24.93,21.59,48.93,6.0,14.05,15.67,59.13,54.61
F25-2621,CIAT-34148,4,221.0,Genetic_bank,Vigna radiata,Herbaceous_legumes,2,89.54,10.26,89.74,23.29,27.82,44.75,8.0,13.89,15.41,58.17,46.55
F25-2622,CIAT-34159,4,223.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,90.48,11.99,88.01,22.86,22.34,48.64,8.0,14.09,15.22,56.72,54.02
F25-2623,CIAT-34347,4,225.0,Genetic_bank,Vigna unguiculata,Herbaceous_legumes,2,89.49,12.0,88.0,32.46,25.27,42.68,6.0,12.32,13.84,45.74,53.14
F26-0019,CIAT-3694,4,,Genetic_bank,Desmodium sandwicense,Herbaceous_legumes,2,94.45,12.93,87.07,17.42,46.56,61.01,7.0,14.04,15.41,96.04,21.4
F25-2582,CIAT-4069,4,141.0,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2,92.3,14.76,85.24,20.83,33.57,51.71,8.0,11.35,12.68,57.03,33.68
