id_lab,id,subset,no,requisitioner,tax_name,functional_group,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h,n_replicates_gas
F26-0067,CIAT-16537,5,53,Genetic_bank,Sporobolus sp.,Grass,2.76,4.67,9.63,6.87,0.47,0.55,0.31,1.69,8.92,0.27,12
F26-0068,CIAT-16561,5,1789,Genetic_bank,Panicum maximum,Grass,2.19,2.18,4.58,5.3,0.3,0.13,0.09,0.75,7.77,1.47,6
F26-0069,CIAT-16569,5,57,Genetic_bank,Panicum infestum,Grass,4.77,5.92,12.56,2.63,0.21,0.26,0.4,1.57,5.45,0.36,6
F26-0070,CIAT-16629,5,59,Genetic_bank,Echinochloa haploclada,Grass,4.61,4.9,10.46,4.77,0.43,0.17,0.45,1.61,9.28,2.32,6
F26-0071,CIAT-16635,5,61,Genetic_bank,Cenchrus ciliaris,Grass,1.78,2.62,5.67,6.71,0.34,0.39,0.08,1.02,10.04,1.69,6
F26-0072,CIAT-16644,5,63,Genetic_bank,Cenchrus ciliaris,Grass,1.64,3.52,7.85,4.47,0.31,0.22,0.17,1.01,6.48,1.37,6
F26-0073,CIAT-16665,5,65,Genetic_bank,Chloris gayana,Grass,2.23,2.33,4.89,2.92,0.16,0.16,0.28,0.92,3.83,0.16,6
F26-0074,CIAT-16666,5,67,Genetic_bank,Chloris gayana,Grass,1.92,3.34,7.12,3.11,0.17,0.38,0.39,0.48,3.22,0.16,6
F26-0075,CIAT-16683,5,69,Genetic_bank,Cynodon sp.,Grass,1.18,0.82,1.77,2.64,0.16,0.22,0.27,0.32,2.76,0.5,6
F26-0076,CIAT-16690,5,71,Genetic_bank,Cynodon sp.,Grass,1.34,2.01,4.29,4.92,0.28,0.27,0.2,0.75,5.94,461.49,11
F26-0077,CIAT-16727,5,73,Genetic_bank,Bothriochloa sp.,Grass,2.47,3.85,8.18,4.77,0.3,0.26,0.39,1.45,5.16,0.67,6
F26-0078,CIAT-16896,5,75,Genetic_bank,Brachiaria bovonei,Grass,3.08,2.33,5.0,4.86,0.29,0.32,0.33,1.0,10.78,1.93,6
F26-0079,CIAT-16903,5,77,Genetic_bank,Brachiaria nigropedata,Grass,2.46,4.02,8.52,4.85,0.28,0.34,0.18,1.29,5.91,6.09,6
F26-0080,CIAT-16927,5,291,Genetic_bank,Brachiaria nigropedata,Grass,1.46,2.2,4.69,3.43,0.27,1.35,0.74,1.15,4.12,5.83,6
F26-0081,CIAT-16980,5,293,Genetic_bank,Andropogon gayanus,Grass,0.65,2.49,5.27,2.63,0.19,0.42,0.28,1.03,3.26,0.17,6
F26-0082,CIAT-16985,5,295,Genetic_bank,Andropogon gayanus,Grass,0.77,1.31,2.77,2.66,0.18,0.49,0.22,0.59,3.8,0.7,6
F26-0083,CIAT-16997,5,297,Genetic_bank,Chloris gayana,Grass,2.33,4.16,9.04,3.83,0.32,0.2,0.16,1.4,6.44,0.47,6
F26-0084,CIAT-26013,5,299,Genetic_bank,Eragrostis curvula,Grass,1.36,1.94,4.12,3.99,0.35,0.28,0.22,0.77,13.42,7.66,6
F26-0085,CIAT-26028,5,301,Genetic_bank,Hyparrhenia filipendula,Grass,0.59,1.75,3.66,4.66,0.25,0.3,0.17,0.58,6.1,0.59,6
F26-0086,CIAT-26033,5,303,Genetic_bank,Brachiaria nigropedata,Grass,1.74,2.61,5.71,2.84,0.27,0.38,0.32,1.01,10.6,32.74,6
F26-0088,CIAT-26075,5,307,Genetic_bank,Setaria incrassata,Grass,1.56,1.93,4.09,6.5,0.48,0.27,0.18,0.76,17.82,9.99,6
F26-0089,CIAT-26079,5,309,Genetic_bank,Setaria incrassata,Grass,1.17,1.8,3.84,4.31,0.35,0.33,0.24,0.82,11.86,4.06,6
F26-0090,CIAT-26235,5,311,Genetic_bank,Hyparrhenia sp.,Grass,1.87,1.95,4.06,2.12,0.11,0.29,0.22,0.83,2.16,17.39,6
F26-0091,CIAT-26661,5,313,Genetic_bank,Paspalum virgatum,Grass,1.88,2.48,5.4,3.14,0.25,0.38,0.26,1.13,9.79,1.95,6
F26-0092,CIAT-26838,5,315,Genetic_bank,Echinochloa pyramidalis,Grass,1.72,3.86,8.1,3.8,0.37,0.88,0.49,1.51,11.56,4.59,6
F26-0093,CIAT-26850,5,317,Genetic_bank,Pennisetum purpureum,Grass,0.85,2.2,4.81,6.86,0.45,1.26,0.54,0.52,16.85,3.5,6
F26-0094,CIAT-26858,5,319,Genetic_bank,Hyparrhenia rufa,Grass,0.77,1.52,3.21,5.61,0.34,0.61,0.31,0.86,8.28,21.86,6
F26-0095,CIAT-26867,5,321,Genetic_bank,Chloris gayana,Grass,1.19,1.51,3.24,5.21,0.33,0.58,0.26,0.73,9.03,0.79,6
F26-0096,CIAT-26877,5,323,Genetic_bank,Echinochloa pyramidalis,Grass,0.95,2.21,4.7,4.57,0.26,0.18,0.13,0.66,7.6,0.57,5
F26-0097,CIAT-26895,5,325,Genetic_bank,Vetiveria zizanioides,Grass,1.4,1.31,2.71,3.25,0.28,0.41,0.26,0.34,7.68,1.99,6
F26-0098,CIAT-26898,5,327,Genetic_bank,Vetiveria zizanioides,Grass,0.75,1.62,3.39,3.44,0.34,0.39,0.28,0.76,15.45,2.97,6
F26-0099,CIAT-26980,5,329,Genetic_bank,Pennisetum purpureum,Grass,0.36,1.41,3.01,4.87,0.4,0.26,0.15,0.66,8.82,1.59,6
F26-0100,CIAT-26985,5,331,Genetic_bank,Paspalum guenoarum,Grass,2.66,3.95,8.38,4.66,0.42,0.61,0.37,1.39,9.68,6.23,6
F26-0101,CIAT-26993,5,333,Genetic_bank,Paspalum sp.,Grass,1.55,2.27,4.81,4.61,0.33,0.48,0.24,0.82,8.39,2.7,6
F26-0102,CIAT-36011,5,335,Genetic_bank,Paspalum plicatulum,Grass,1.21,2.69,5.72,4.65,0.31,0.22,0.05,0.85,7.13,0.95,6
F26-0103,CIAT-36018,5,337,Genetic_bank,Paspalum yaguaronense,Grass,1.48,2.2,4.6,5.01,0.35,0.24,0.24,0.59,5.29,3.3,6
F26-0104,CIAT-36061,5,339,Genetic_bank,Brachiaria xruziziensisxdecumbe,Grass,3.35,4.46,9.53,5.94,0.45,0.34,0.13,1.51,7.62,15.35,6
F26-0105,CIAT-36062,5,341,Genetic_bank,Brachiaria xruziziensisxdecumbe,Grass,0.57,2.02,4.36,2.73,0.2,0.46,0.2,0.8,3.21,0.15,6
F26-0106,CIAT-36088,5,343,Genetic_bank,Paspalum dilatatum,Grass,1.19,1.87,4.06,4.34,0.31,0.14,0.15,0.52,4.73,0.59,10
F26-0107,CIAT-36089,5,345,Genetic_bank,Paspalum dilatatum,Grass,1.35,6.13,12.91,3.64,0.52,0.21,0.14,2.17,7.2,0.16,6
F26-0108,CIAT-36090,5,347,Genetic_bank,Cenchrus ciliaris,Grass,6.22,7.36,17.02,7.74,0.67,1.86,0.83,3.14,14.13,2.61,12
F26-0426,CIAT-17524,5,863,Genetic_bank,Aeschynomene americana,Shrub_Trees,2.23,1.67,3.54,4.75,0.24,0.54,0.58,1.24,5.76,0.18,6
F26-0427,CIAT-7026,5,383,Genetic_bank,Aeschynomene americana,Shrub_Trees,1.58,2.54,5.53,3.36,0.2,0.29,0.24,0.97,3.03,0.13,6
F26-0428,CIAT-508,5,385,Genetic_bank,Teramnus uncinatus,Herbaceous_legumes,0.94,1.89,4.13,5.14,0.38,0.26,0.16,0.57,6.35,11.93,6
F26-0429,CIAT-795,5,387,Genetic_bank,Rhynchosia reticulata,Herbaceous_legumes,2.95,5.17,10.9,6.74,0.72,0.74,0.78,1.86,35.59,2.86,12
F26-0430,CIAT-936,5,389,Genetic_bank,Teramnus uncinatus,Herbaceous_legumes,1.36,5.71,12.19,5.41,0.59,0.4,0.31,2.24,11.71,2.9,6
F26-0431,CIAT-958,5,391,Genetic_bank,Canavalia rosea,Herbaceous_legumes,0.79,1.84,3.94,5.09,0.28,0.68,0.26,0.86,5.8,1.54,6
F26-0432,CIAT-966,5,393,Genetic_bank,Teramnus labialis,Herbaceous_legumes,3.44,4.25,9.15,8.35,0.49,0.63,0.59,1.95,9.76,1.3,12
F26-0433,CIAT-4042,5,395,Genetic_bank,Centrosema grazielae,Herbaceous_legumes,4.03,4.42,9.28,6.31,0.4,7.0,3.09,4.03,13.2,2.13,18
F26-0434,CIAT-4862,5,397,Genetic_bank,Macrotyloma daltonii,Herbaceous_legumes,1.75,3.35,7.28,5.84,0.31,0.55,0.33,1.55,5.7,7.42,6
F26-0435,CIAT-4986,5,399,Genetic_bank,Teramnus labialis,Herbaceous_legumes,4.57,4.52,9.77,6.19,0.37,0.61,0.18,1.55,7.5,3.46,6
F26-0436,CIAT-5098,5,867,Genetic_bank,Centrosema schottii,Herbaceous_legumes,2.5,3.3,7.02,5.8,0.35,0.73,0.56,1.74,7.68,23.76,12
F26-0437,CIAT-5121,5,403,Genetic_bank,Centrosema grazielae,Herbaceous_legumes,1.39,2.1,4.45,5.35,0.42,0.45,0.32,1.06,7.99,4.14,6
F26-0438,CIAT-5166,5,405,Genetic_bank,Centrosema schottii,Herbaceous_legumes,2.91,3.93,8.32,6.45,0.31,0.7,0.66,2.26,8.51,1.47,12
F26-0439,CIAT-5196,5,407,Genetic_bank,Centrosema pascuorum,Herbaceous_legumes,1.71,3.1,6.59,4.14,0.33,0.2,0.19,0.84,5.41,12.98,6
F26-0440,CIAT-5217,5,869,Genetic_bank,Centrosema pascuorum,Herbaceous_legumes,1.89,2.37,5.04,6.3,0.48,0.57,0.39,1.21,8.33,17.59,6
F26-0441,CIAT-5236,5,411,Genetic_bank,Centrosema arenarium,Herbaceous_legumes,3.74,4.64,9.78,5.2,0.32,0.7,0.6,2.1,5.47,79.51,18
F26-0442,CIAT-5325,5,413,Genetic_bank,Centrosema virginianum,Herbaceous_legumes,4.64,7.68,16.36,8.13,0.29,0.74,0.8,3.46,5.03,8.98,12
F26-0443,CIAT-5383,5,415,Genetic_bank,Periandra coccinea,Herbaceous_legumes,3.49,4.39,9.16,6.52,0.4,0.81,0.63,2.18,10.78,2.75,17
F26-0444,CIAT-5484,5,417,Genetic_bank,Centrosema vexillatum,Herbaceous_legumes,3.82,5.64,11.77,5.48,0.37,0.69,0.67,2.42,8.07,4.95,18
F26-0445,CIAT-5504,5,419,Genetic_bank,Centrosema pascuorum,Herbaceous_legumes,3.58,4.26,8.91,4.09,0.35,0.49,0.35,1.7,9.79,8.39,6
F26-0446,CIAT-5599,5,421,Genetic_bank,Centrosema arenarium,Herbaceous_legumes,3.7,4.98,10.59,4.73,0.56,0.65,0.46,2.08,9.64,4.21,6
F26-0447,CIAT-5850,5,423,Genetic_bank,Centrosema brachypodum,Herbaceous_legumes,4.37,5.55,11.62,8.68,0.53,0.75,0.63,2.57,10.1,7.61,18
F26-0448,CIAT-5984,5,425,Genetic_bank,Centrosema pubescens,Herbaceous_legumes,4.56,6.21,13.04,5.09,0.4,0.41,0.33,2.15,7.84,2.6,6
F26-0449,CIAT-5989,5,427,Genetic_bank,Centrosema grandiflorum,Herbaceous_legumes,3.18,5.13,10.82,4.33,0.4,0.47,0.35,1.95,6.23,26.7,6
F26-0450,CIAT-7146,5,429,Genetic_bank,Rhynchosia reticulata,Herbaceous_legumes,3.11,4.47,9.46,4.52,0.53,1.01,0.75,1.86,14.32,0.19,18
F26-0451,CIAT-7177,5,431,Genetic_bank,Canavalia rosea,Herbaceous_legumes,3.46,4.81,10.14,6.58,0.53,0.92,0.64,2.29,9.75,3.08,12
F26-0452,CIAT-7320,5,883,Genetic_bank,Canavalia dictyota,Herbaceous_legumes,2.79,3.92,8.34,4.77,0.26,0.4,0.31,1.81,4.74,7.98,6
F26-0453,CIAT-7821,5,435,Genetic_bank,Teramnus labialis,Herbaceous_legumes,2.38,1.97,4.21,5.33,0.4,0.62,0.34,0.73,7.11,1.5,6
F26-0454,CIAT-8384,5,885,Genetic_bank,Canavalia dictyota,Herbaceous_legumes,2.41,3.03,6.52,5.87,0.34,0.86,0.77,2.14,6.48,3.05,12
F26-0455,CIAT-8772,5,887,Genetic_bank,Canavalia bicarinata,Herbaceous_legumes,2.28,3.11,6.64,3.74,0.28,0.4,0.25,1.02,4.49,2.61,6
F26-0456,CIAT-8808,5,759,Genetic_bank,Galactia jussiaeana,Herbaceous_legumes,1.34,3.51,7.53,7.15,0.62,0.93,0.97,1.65,17.34,2.52,11
F26-0457,CIAT-9177,5,761,Genetic_bank,Vigna gentryi,Herbaceous_legumes,1.72,1.51,3.28,2.52,0.12,0.37,0.27,0.45,1.89,0.12,6
F26-0458,CIAT-9389,5,763,Genetic_bank,Rhynchosia reticulata,Herbaceous_legumes,1.62,2.09,4.42,4.73,0.39,0.52,0.26,0.48,9.34,0.22,6
F26-0459,CIAT-9992,5,765,Genetic_bank,Canavalia dictyota,Herbaceous_legumes,1.39,1.32,2.83,1.62,0.05,0.42,0.51,1.09,1.98,2.74,6
F26-0460,CIAT-15023,5,767,Genetic_bank,Centrosema virginianum,Herbaceous_legumes,2.62,2.4,5.09,4.66,0.28,0.43,0.4,1.15,7.5,5.16,6
F26-0461,CIAT-15027,5,769,Genetic_bank,Centrosema brachypodum,Herbaceous_legumes,1.7,4.75,10.07,2.87,0.33,0.4,0.34,1.81,7.47,29.67,6
F26-0462,CIAT-15055,5,771,Genetic_bank,Centrosema vexillatum,Herbaceous_legumes,2.13,1.87,3.94,1.25,0.08,0.45,0.35,0.55,2.01,8.07,6
F26-0463,CIAT-15079,5,773,Genetic_bank,Centrosema vexillatum,Herbaceous_legumes,2.02,3.46,7.42,6.92,0.63,0.6,0.57,0.81,10.52,2.7,6
F26-0464,CIAT-15234,5,775,Genetic_bank,Centrosema platycarpum,Herbaceous_legumes,1.79,2.77,5.84,3.67,0.21,0.7,0.96,1.6,2.49,7.98,11
F26-0465,CIAT-15252,5,777,Genetic_bank,Centrosema bifidum,Herbaceous_legumes,2.7,5.67,11.85,4.78,0.39,0.5,0.46,1.59,9.71,13.71,6
F26-0466,CIAT-15254,5,779,Genetic_bank,Centrosema bifidum,Herbaceous_legumes,0.68,2.12,4.49,3.33,0.28,0.43,0.46,1.09,6.82,1.01,6
F26-0467,CIAT-15349,5,781,Genetic_bank,Centrosema schottii,Herbaceous_legumes,2.23,2.73,5.89,1.45,0.08,0.38,0.26,0.57,1.66,41.95,6
F26-0468,CIAT-15444,5,783,Genetic_bank,Centrosema tetragonolobum,Herbaceous_legumes,2.63,4.07,8.66,4.83,0.22,0.78,0.65,1.67,3.11,3.01,10
F26-0469,CIAT-15837,5,785,Genetic_bank,Centrosema tetragonolobum,Herbaceous_legumes,1.08,0.72,1.52,4.11,0.26,0.39,0.34,0.4,5.75,2.22,6
F26-0470,CIAT-17152,5,787,Genetic_bank,Macrotyloma uniflorum,Herbaceous_legumes,2.31,1.41,3.04,5.08,0.24,0.48,0.45,0.8,5.26,22.02,6
F26-0471,CIAT-17155,5,789,Genetic_bank,Macrotyloma uniflorum,Herbaceous_legumes,3.57,2.03,4.37,5.42,0.28,0.43,0.36,1.0,7.6,3.68,6
F26-0472,CIAT-17173,5,791,Genetic_bank,Macrotyloma daltonii,Herbaceous_legumes,2.62,4.0,8.47,3.86,0.23,0.33,0.28,1.24,5.92,0.98,6
F26-0473,CIAT-17210,5,793,Genetic_bank,Neonotonia wightii,Herbaceous_legumes,1.74,0.76,1.63,8.37,0.52,0.37,0.27,0.52,9.94,3.46,6
F26-0474,CIAT-17555,5,795,Genetic_bank,Vigna adenantha,Herbaceous_legumes,3.02,1.57,3.36,4.9,0.26,0.48,0.36,0.45,6.06,5.86,6
F26-0475,CIAT-17565,5,797,Genetic_bank,Canavalia bicarinata,Herbaceous_legumes,1.82,2.35,5.03,4.88,0.26,0.62,0.41,0.46,6.25,2.29,6
F26-0476,CIAT-17570,5,799,Genetic_bank,Calopogonium velutinum,Herbaceous_legumes,2.35,2.78,5.88,4.1,0.21,0.52,0.45,0.96,4.48,3.04,6
F26-0477,CIAT-18061,5,801,Genetic_bank,Galactia elliptifoliola,Herbaceous_legumes,2.83,1.75,3.71,4.75,0.29,0.5,0.25,0.46,7.33,3.51,6
F26-0478,CIAT-18068,5,803,Genetic_bank,Galactia elliptifoliola,Herbaceous_legumes,2.97,1.82,3.86,5.76,0.31,0.65,0.41,0.82,5.81,0.23,6
F26-0479,CIAT-18658,5,805,Genetic_bank,Periandra densiflora,Herbaceous_legumes,0.88,3.04,6.43,2.81,0.13,0.52,0.35,1.2,1.79,0.77,6
F26-0480,CIAT-18857,5,807,Genetic_bank,Neonotonia wightii,Herbaceous_legumes,2.98,2.5,5.34,6.21,0.31,0.49,0.36,0.78,7.02,1.08,6
F26-0481,CIAT-19215,5,809,Genetic_bank,Macrotyloma axillare,Herbaceous_legumes,2.13,1.46,3.2,1.57,0.11,0.43,0.37,0.73,3.22,0.15,6
F26-0482,CIAT-19445,5,811,Genetic_bank,Galactia dubia,Herbaceous_legumes,1.94,3.13,6.7,3.68,0.27,1.04,0.76,1.64,4.92,0.29,11
F26-0483,CIAT-19826,5,813,Genetic_bank,Dunbaria nivea,Herbaceous_legumes,1.04,0.8,1.72,5.13,0.41,0.48,0.38,0.63,9.39,6.66,6
F26-0484,CIAT-20820,5,815,Genetic_bank,Canavalia gladiata,Herbaceous_legumes,5.48,6.38,13.81,4.89,0.28,0.72,0.64,2.54,5.41,0.3,11
F26-0485,CIAT-21015,5,817,Genetic_bank,Galactia elliptifoliola,Herbaceous_legumes,2.4,2.0,4.33,4.77,0.27,0.46,0.29,0.73,6.6,0.44,6
F26-0486,CIAT-21037,5,819,Genetic_bank,Dolichos trilobus,Herbaceous_legumes,2.08,0.96,2.07,4.34,0.17,0.36,0.43,1.09,4.54,0.15,6
F26-0487,CIAT-21038,5,821,Genetic_bank,Dolichos trilobus,Herbaceous_legumes,1.9,1.23,2.68,4.72,0.22,0.6,0.54,1.36,5.31,0.37,6
F26-0488,CIAT-21236,5,823,Genetic_bank,Canavalia mattogrossensis,Herbaceous_legumes,1.46,0.99,2.23,2.36,0.09,0.4,0.26,0.68,2.07,0.72,6
F26-0489,CIAT-21829,5,825,Genetic_bank,Rhynchosia minima,Herbaceous_legumes,1.5,2.3,4.93,3.98,0.32,0.79,0.64,1.18,7.96,2.32,11
F26-0490,CIAT-22034,5,827,Genetic_bank,Rhynchosia minima,Herbaceous_legumes,0.8,1.18,2.51,2.14,0.23,0.57,0.45,0.54,4.19,0.12,6
F26-0491,CIAT-22080,5,829,Genetic_bank,Cajanus crassus,Herbaceous_legumes,1.69,2.34,4.94,4.02,0.24,0.46,0.32,0.66,4.94,5.59,6
F26-0492,CIAT-22188,5,831,Genetic_bank,Rhynchosia minima,Herbaceous_legumes,2.57,2.05,4.39,5.57,0.43,0.41,0.58,1.12,12.34,1.33,12
F26-0493,CIAT-22283,5,835,Genetic_bank,Cajanus scarabaeoides,Herbaceous_legumes,4.23,4.17,9.06,3.63,0.4,0.53,0.48,0.56,11.47,0.09,6
F26-0494,CIAT-22525,5,837,Genetic_bank,Dolichos trilobus,Herbaceous_legumes,3.0,1.61,3.47,4.96,0.28,0.46,0.37,0.76,3.78,1.92,6
F26-0495,CIAT-24002,5,839,Genetic_bank,Neonotonia wightii,Herbaceous_legumes,2.46,1.99,4.27,3.5,0.2,0.47,0.28,0.72,5.3,96.96,6
F26-0496,CIAT-24024,5,841,Genetic_bank,Vigna adenantha,Herbaceous_legumes,3.17,1.83,3.92,1.06,0.11,0.47,0.26,0.87,2.0,0.57,6
F26-0497,CIAT-24082,5,843,Genetic_bank,Vigna gentryi,Herbaceous_legumes,2.71,6.28,13.29,5.17,0.34,0.51,0.33,1.96,5.81,12.2,6
F26-0498,CIAT-25102,5,845,Genetic_bank,Centrosema arenarium,Herbaceous_legumes,2.08,1.95,4.19,6.61,0.55,0.67,0.42,0.56,8.25,1.38,6
F26-0499,CIAT-25124,5,847,Genetic_bank,Centrosema capitatum,Herbaceous_legumes,2.21,1.64,3.51,3.92,0.23,0.46,0.29,0.54,4.0,8.85,6
F26-0500,CIAT-25156,5,849,Genetic_bank,Centrosema platycarpum,Herbaceous_legumes,2.81,3.39,7.19,5.34,0.48,0.94,0.76,1.03,4.03,1.88,11
F26-0501,CIAT-25254,5,1197,Genetic_bank,Centrosema pubescens,Herbaceous_legumes,1.6,2.11,4.52,4.35,0.32,0.48,0.54,0.84,5.13,4.72,6
F26-0502,CIAT-25516,5,1199,Genetic_bank,Centrosema tetragonolobum,Herbaceous_legumes,2.11,1.83,3.95,6.2,0.41,0.25,0.16,0.49,5.26,3.82,6
F26-0503,CIAT-286,5,1201,Genetic_bank,Zornia glabra,Herbaceous_legumes,2.98,3.67,7.92,7.12,0.32,0.24,0.11,1.22,9.1,1.56,6
F26-0504,CIAT-330,5,1203,Genetic_bank,Desmodium incanum,Herbaceous_legumes,1.18,0.88,1.91,4.72,0.46,0.42,0.35,0.44,13.76,4.44,6
F26-0505,CIAT-506,5,1205,Genetic_bank,Macroptilium atropurpureum,Herbaceous_legumes,2.15,2.21,4.7,7.44,0.46,0.38,0.3,0.94,5.98,25.42,6
F26-0506,CIAT-921,5,1207,Genetic_bank,Tephrosia cinerea,Herbaceous_legumes,1.57,1.99,4.31,4.58,0.23,0.22,0.22,0.72,7.2,0.93,6
F26-0507,CIAT-1011,5,1209,Genetic_bank,Stylosanthes viscosa,Herbaceous_legumes,1.14,2.3,4.9,5.24,0.77,0.37,0.63,0.8,11.74,0.07,6
F26-0508,CIAT-1013,5,1211,Genetic_bank,Stylosanthes fruticosa,Herbaceous_legumes,1.11,0.63,1.26,2.97,0.14,0.08,0.11,0.23,4.73,0.27,6
F26-0509,CIAT-1985,5,1213,Genetic_bank,Stylosanthes fruticosa,Herbaceous_legumes,1.91,2.5,5.37,4.83,0.22,0.41,0.23,0.64,6.84,0.6,6
F26-0510,CIAT-2001,5,1215,Genetic_bank,Stylosanthes viscosa,Herbaceous_legumes,1.48,2.08,4.4,3.05,0.18,0.24,0.15,0.88,4.51,0.19,6
F26-0511,CIAT-4263,5,1217,Genetic_bank,Macroptilium bracteatum,Herbaceous_legumes,1.28,3.01,6.45,6.02,0.3,0.43,0.4,1.57,7.49,4.73,6
F26-0512,CIAT-4495,5,1219,Genetic_bank,Vigna radiata,Herbaceous_legumes,1.97,1.49,3.24,7.54,0.41,0.38,0.44,1.22,9.77,0.8,6
F26-0513,CIAT-7739,5,1221,Genetic_bank,Chamaecrista mimosoides,Herbaceous_legumes,1.48,1.58,3.39,2.12,0.18,0.3,0.25,0.68,2.82,2.17,6
F26-0514,CIAT-8279,5,1223,Genetic_bank,Zornia glabra,Herbaceous_legumes,1.71,1.11,2.46,1.7,0.06,0.51,0.62,1.32,3.43,1.8,6
F26-0515,CIAT-11898,5,1225,Genetic_bank,Stylosanthes erecta,Herbaceous_legumes,2.14,4.29,9.27,2.26,0.05,0.23,0.25,1.15,1.42,0.43,6
F26-0516,CIAT-12001,5,1227,Genetic_bank,Stylosanthes mexicana,Herbaceous_legumes,1.76,1.81,3.95,2.85,0.17,0.22,0.18,0.76,4.22,7.08,6
F26-0517,CIAT-19199,5,1229,Genetic_bank,Tephrosia villosa,Herbaceous_legumes,1.57,4.54,9.62,3.94,0.37,0.5,0.41,1.84,8.9,4.04,6
F26-0518,CIAT-19819,5,1231,Genetic_bank,Pseudarthria viscida,Herbaceous_legumes,1.54,1.18,2.53,3.35,0.31,0.18,0.19,0.49,4.12,5.8,6
F26-0519,CIAT-20646,5,1233,Genetic_bank,Pseudarthria viscida,Herbaceous_legumes,2.05,3.08,6.6,3.02,0.4,0.6,0.42,1.0,4.89,2.49,6
F26-0520,CIAT-20778,5,1235,Genetic_bank,Chamaecrista serpens,Herbaceous_legumes,0.92,1.16,2.45,6.02,0.33,0.43,0.37,0.75,7.94,7.44,6
F26-0521,CIAT-23035,5,1237,Genetic_bank,Desmodium laxiflorum,Herbaceous_legumes,4.53,5.19,11.29,4.43,0.29,0.65,0.37,1.75,5.58,15.04,12
F26-0522,CIAT-24004,5,1239,Genetic_bank,Vigna radiata,Herbaceous_legumes,1.23,1.64,3.45,3.53,0.35,0.19,0.44,0.72,5.5,2.7,6
F26-0523,CIAT-33606,5,1241,Genetic_bank,Desmodium sandwicense x intortum,Herbaceous_legumes,1.18,0.89,1.93,5.37,0.36,0.26,0.08,0.26,7.73,1.81,6
F26-0524,CIAT-33623,5,1243,Genetic_bank,Desmodium brachypodum,Herbaceous_legumes,1.84,3.04,6.55,4.84,0.36,0.4,0.27,1.31,8.42,2.05,6
F26-0525,CIAT-33636,5,1245,Genetic_bank,Desmodium muelleri,Herbaceous_legumes,5.01,4.68,10.0,3.19,0.37,0.31,0.29,1.7,8.0,1.13,6
F26-0526,CIAT-33726,5,1247,Genetic_bank,Desmodium sandwicense,Herbaceous_legumes,1.66,2.13,4.56,5.12,0.42,0.72,0.39,0.55,9.38,1.61,12
F26-0527,CIAT-33727,5,1249,Genetic_bank,Desmodium sandwicense,Herbaceous_legumes,1.81,3.35,7.22,7.23,0.6,0.39,0.25,1.11,15.19,0.5,6
F26-0528,CIAT-43324,5,1251,Genetic_bank,Desmodium muelleri,Herbaceous_legumes,2.0,2.57,5.54,4.86,0.29,0.67,0.54,1.65,7.13,8.06,6
F26-0529,CIAT-9776,5,1253,Genetic_bank,Mimosa debilis,Shrub_Trees,2.33,2.31,5.03,4.44,0.9,0.56,0.56,0.54,8.15,0.05,6
F26-0530,CIAT-13761,5,1255,Genetic_bank,Desmodium distortum,Shrub_Trees,2.39,2.43,5.2,7.14,0.43,0.55,0.54,1.46,14.94,0.34,6
F26-0531,CIAT-13929,5,1257,Genetic_bank,Desmodium distortum,Shrub_Trees,6.8,4.75,10.45,6.85,0.25,0.45,0.39,2.5,6.37,3.3,6
F26-0532,CIAT-13930,5,1259,Genetic_bank,Desmodium glabrum,Shrub_Trees,3.31,2.85,6.21,6.23,0.32,0.61,0.35,1.08,6.47,1.6,12
F26-0533,CIAT-21082,5,1261,Genetic_bank,Flemingia stricta,Shrub_Trees,1.71,3.03,6.41,7.25,0.8,0.75,0.43,1.1,18.89,2.42,12
F26-0534,CIAT-21089,5,1263,Genetic_bank,Flemingia stricta,Shrub_Trees,2.0,2.56,5.55,3.44,0.5,0.58,0.39,0.83,10.99,0.06,6
F26-0535,CIAT-21091,5,1265,Genetic_bank,Flemingia stricta,Shrub_Trees,5.02,7.72,16.75,3.2,0.95,0.54,0.4,2.2,15.55,0.18,12
F26-0536,CIAT-21115,5,1267,Genetic_bank,Flemingia lineata,Shrub_Trees,2.73,4.39,9.5,6.31,0.71,0.82,0.59,1.74,18.81,1.11,12
F26-0537,CIAT-21118,5,1269,Genetic_bank,Flemingia lineata,Shrub_Trees,1.66,2.33,5.02,5.26,0.5,0.3,0.25,0.73,18.76,0.16,6
F26-0538,CIAT-22063,5,1273,Genetic_bank,Flemingia lineata,Shrub_Trees,1.68,2.66,5.72,9.57,0.96,0.23,0.34,0.94,16.62,1.06,6
F26-0539,CIAT-43154,5,1275,Genetic_bank,Desmodium distortum,Shrub_Trees,2.47,3.41,7.2,4.11,0.21,0.33,0.3,1.72,6.08,1.52,6
F26-0540-,CIAT-BR-09-2656,5,1707,Breeding,Urochloa interespecific,Grass,1.03,1.31,2.81,2.89,0.18,0.6,0.29,0.53,3.02,0.1,6
F26-0541,CIAT-BR-09-4151,5,1709,Breeding,Urochloa interespecific,Grass,1.79,1.55,3.27,1.51,0.13,0.34,0.22,0.71,2.47,0.07,6
