gene_bank_breeding_id,tax_name,functional_group,ch4_percentage_8h,ch4_percentage_24h,ch4_intensity_ml_g_tddm,tddm_mg_g,ch4_intensity_decrease_percentage,benchmark_vs_control,ch4_intensity_category,tddm_category,score_ch4_intensity,score_tddm,composite_score,x,overall_rank,selected,ch4_percentage_8h_reduction_percentage,ch4_percentage_24h_reduction,top_10_percentage_of_methane_emitters
Gene bank / Breeding ID,Tax Name,"Functional 
Group",CH4% (8h),CH4% (24h),"CH4 Intensity 
[ml/g TDDM]",TDDM [mg/g],CH4 Intensity  Decrease%,Benchmark vs. Control,"CH4 Intensity 
Category","TDDM 
Category","Score
CH4 Intensity","Score
TDDM","Composite 
Score",,"Overall 
Rank",Selected,"CH4% (8h)
Reduction%","CH4% (24h)
Reduction%",Top 10% of methane emitters
CIAT-7759,Clitoria ternatea,Climber,16.15,17.19433648,48.56936395,65.16662247,0.3,,Medium,High,0,0,0,-99,0,0,-0.155,-0.098,
CIAT-7790,Crotalaria pallida,Herbaceous legume,16.33611111,19.25154343,48.16399752,61.79840914,0.3,,Medium,High,0,0,0,-99,0,0,-0.168,-0.229,
CIAT-7792,Chamaecrista rotundifolia,Herbaceous legume,14.93541667,17.12217481,41.78349178,65.7357304,0.4,,Low,High,0.596,1.576,2.768,2.768,42,1,-0.068,-0.093,
CIAT-7813,Indigofera cryptantha,Herbaceous legume,14,14.94943966,42.98477189,43.24858849,0.38,,Low,Not High,0,0,0,-99,0,0,-0.001,0.045,
CIAT-7816,Indigofera spicata,Herbaceous legume,13.71388889,16.26331175,34.28266977,65.63914949,0.5,,Low,High,1.342,1.566,4.25,4.25,6,1,0.019,-0.039,
CIAT-7831,Tephrosia rhodesica,Shrub,13.7875,14.63753388,51.90493454,42.98536787,0.25,,Medium,Not High,0,0,0,-99,0,0,0.014,0.065,
CIAT-7858,Crotalaria incana,Herbaceous legume,15.05833333,16.70322401,40.08598539,74.82455731,0.42,,Low,High,0.765,2.528,4.058,4.058,9,1,-0.077,-0.067,
CIAT-7894,Canavalia brasiliensis,Climber,14.23333333,15.26985051,61.2112481,43.94334352,0.12,,High,Not High,0,0,0,-99,0,0,-0.018,0.025,
CIAT-7972,Canavalia brasiliensis,Climber,14.17222222,16.55086921,36.6719194,68.10280279,0.47,,Low,High,1.105,1.824,4.034,4.034,11,1,-0.014,-0.057,
CIAT-798,Galactia striata,Climber,12.8375,14.4541117,47.31917107,48.94948612,0.32,,Medium,Not High,0,0,0,-99,0,0,0.082,0.077,
CIAT-7991,Indigofera suffruticosa,Herbaceous legume,13.6,14.62470611,43.15559767,52.59057484,0.38,,Low,Not High,0,0,0,-99,0,0,0.027,0.066,
CIAT-8013,Crotalaria paulina,Herbaceous legume,12.54444444,13.82502214,73.98239152,26.99257014,-0.07,,High,Not High,0,0,0,-99,0,0,0.103,0.117,
CIAT-8156,Chamaecrista rotundifolia,Herbaceous legume,13.675,14.88618091,70.97066678,32.8920286,-0.03,,High,Not High,0,0,0,-99,0,0,0.022,0.049,
CIAT-819,Indigofera suffruticosa,Shrub,14.225,16.94499362,39.39675804,60.93349666,0.43,,Low,High,0.833,1.074,2.74,2.74,44,1,-0.017,-0.082,
CIAT-8202,Chamaecrista rotundifolia,Herbaceous legume,13.9625,15.70541132,51.27329731,47.58715571,0.26,,Medium,Not High,0,0,0,-99,0,0,0.001,-0.003,
CIAT-8205,Indigofera suffruticosa,Shrub,17.22777778,18.43571086,38.08396914,63.18264692,0.45,,Low,High,0.964,1.309,3.237,3.237,30,1,-0.232,-0.177,
CIAT-822,Calopogonium mucunoides,Climber,12.93333333,14.51184509,44.52442567,54.16855161,0.36,,Low,Not High,0,0,0,-99,0,0,0.075,0.073,
CIAT-8402,Indigofera suffruticosa,Shrub,16.81888889,18.51920477,36.83540917,64.32332887,0.47,,Low,High,1.088,1.429,3.605,3.605,20,1,-0.203,-0.183,
CIAT-8408,Chamaecrista nictitans,Herbaceous legume,15.39722222,18.63948881,51.45658896,48.14235023,0.26,,Medium,Not High,0,0,0,-99,0,0,-0.101,-0.19,
CIAT-8409,Chamaecrista nictitans,Herbaceous legume,15.54555556,18.95958119,45.40827622,51.14513493,0.34,,Medium,Not High,0,0,0,-99,0,0,-0.112,-0.211,
CIAT-8512,Calopogonium caeruleum,Climber,13.05,14.14472117,68.03125399,37.2941724,0.02,,High,Not High,0,0,0,-99,0,0,0.067,0.097,
