id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
52445,Pisum sativum,Herbaceous_legumes,12.52,14.51,41.49,79.27
52524,Pisum sativum subsp. Elatius,Herbaceous_legumes,13.9,14.75,13.9,71.55
52536,Pisum sativum,Herbaceous_legumes,12.63,14.67,46.23,78.35
52591,Pisum sativum var. arvense,Herbaceous_legumes,,,,
52646,Medicago doliata var. doliata,Herbaceous_legumes,13.17,13.9,13.17,70.87
52671,Medicago bonarotiana,Herbaceous_legumes,12.77,13.89,12.77,73.08
52688,Medicago constricta,Herbaceous_legumes,13.64,15.01,13.64,64.21
52790,Medicago orbicularis,Herbaceous_legumes,13.98,14.83,13.98,80.21
52830,Medicago polymorpha var. polymorpha,Herbaceous_legumes,13.21,12.46,13.21,66.77
52945,Medicago rigidula,Herbaceous_legumes,14.16,12.56,14.16,75.17
52987,Medicago rotata var. eliezeri,Herbaceous_legumes,14.36,15.23,14.36,64.64
53028,Medicago tornata var. rugulosa,Herbaceous_legumes,14.29,14.41,14.29,68.67
53313,Medicago rotata,Herbaceous_legumes,12.88,13.54,12.88,67.66
53352,Medicago scutellata,Herbaceous_legumes,13.26,13.86,13.26,73.12
53384,Medicago orbicularis f. marginata,Herbaceous_legumes,14.4,16.29,14.4,72.84
53533,Medicago orbicularis f. biancae,Herbaceous_legumes,13.99,16.24,13.99,80.62
54107,Medicago doliata,Herbaceous_legumes,14.81,16.52,14.81,74.88
54137,Medicago doliata var. muricata,Herbaceous_legumes,14.08,15.44,14.08,66.78
54224,Medicago intertexta var. ciliaris,Herbaceous_legumes,13.41,15.15,13.41,79.5
54235,Medicago intertexta ,Herbaceous_legumes,14.32,16.23,14.32,83.04
54930,Medicago rigidula var. rigidula,Herbaceous_legumes,14.97,16.79,14.97,68.45
54947,Medicago rotata var. rotata,Herbaceous_legumes,14.66,16.99,14.66,73.77
55185,Medicago rigidula var. cinerascens,Herbaceous_legumes,14.76,16.14,14.76,70.61
55376,Medicago rigidula var. submitis,Herbaceous_legumes,14.98,16.49,14.98,64.17
55483,Medicago rigidula var. agrestis,Herbaceous_legumes,14.66,16.14,14.66,75.09
55531,Medicago murex,Herbaceous_legumes,14.34,16.02,14.34,72.69
55910,Medicago turbinata var. spinulosa,Herbaceous_legumes,14.27,15.85,14.27,77.84
56023,Medicago turbinata var. aculeata,Herbaceous_legumes,13.7,16.03,13.7,71.53
57716,Medicago radiata,Herbaceous_legumes,15.46,16.45,15.46,66.41
57932,Medicago praecox,Herbaceous_legumes,13.12,14.83,13.12,78.86
58468,Medicago polymorpha var. iraqi,Herbaceous_legumes,14.33,15.9,14.33,77.82
59980,Vicia sativa subsp. cordata,Herbaceous_legumes,12.3,14.09,36.3,78.11
60016,Vicia narbonensis var. narbonensis,Herbaceous_legumes,15.92,17.8,15.92,73.62
60018,Vicia villosa subsp. dasycarpa,Herbaceous_legumes,12.08,13.6,34.92,77.08
60021,Vicia villosa subsp. dasycarpa,Herbaceous_legumes,12.38,13.96,32.79,80.49
60028,Vicia villosa subsp. villosa,Herbaceous_legumes,12.3,13.44,33.79,77.1
60029,Vicia villosa subsp. villosa,Herbaceous_legumes,12.1,13.67,32.36,76.95
60034,Vicia villosa subsp. villosa,Herbaceous_legumes,12.15,13.68,32.36,76.62
60035,Vicia villosa subsp. villosa,Herbaceous_legumes,11.97,13.0,27.99,75.45
60036,Vicia villosa subsp. villosa,Herbaceous_legumes,11.88,13.65,28.72,77.55
60039,Vicia villosa subsp. villosa,Herbaceous_legumes,11.87,13.68,31.93,74.97
60071,vicia narbonensis var. aegyptiaca,Herbaceous_legumes,14.04,16.46,14.04,77.17
60082,Vicia pannonica subsp. pannonica,Herbaceous_legumes,12.0,13.57,29.83,78.32
60083,Vicia pannonica subsp. pannonica,Herbaceous_legumes,12.03,13.58,34.88,75.92
60102,Vicia sativa subsp. nigra,Herbaceous_legumes,12.1,13.93,35.82,77.01
60108,Vicia sativa subsp. nigra,Herbaceous_legumes,12.1,13.62,36.03,79.1
60115,Vicia sativa subsp. nigra,Herbaceous_legumes,12.95,14.42,41.55,81.83
60117,Vicia sativa subsp. nigra,Herbaceous_legumes,11.9,13.67,36.11,81.16
60120,Vicia sativa subsp. nigra,Herbaceous_legumes,12.72,13.92,37.34,80.7
60123,Vicia sativa subsp. nigra,Herbaceous_legumes,12.92,14.02,35.88,80.5
60146,Vicia sativa subsp. nigra,Herbaceous_legumes,12.43,13.61,28.45,77.69
60186,vicia ervillia,Herbaceous_legumes,14.06,16.24,14.06,81.67
60186,vicia ervillia,Herbaceous_legumes,13.61,16.1,13.61,76.88
60224,vicia sativa subsp. Sativa,Herbaceous_legumes,15.48,17.18,15.48,73.58
60576,Vicia villosa subsp. villosa,Herbaceous_legumes,12.5,13.95,33.23,75.14
60592,Vicia villosa subsp. villosa,Herbaceous_legumes,12.5,13.8,33.66,74.67
60635,Vicia sativa subsp. cordata,Herbaceous_legumes,12.42,13.86,37.21,75.8
60657,Vicia sativa subsp. cordata,Herbaceous_legumes,13.35,15.63,39.1,76.67
60697,Vicia johannis var. johannis,Herbaceous_legumes,14.21,15.69,40.5,77.84
60702,Vicia sericocarpa,Herbaceous_legumes,13.03,14.41,35.31,69.37
60711,Vicia peregrina,Herbaceous_legumes,13.61,15.6,39.31,80.04
60740,Vicia villosa subsp. dasycarpa,Herbaceous_legumes,13.64,15.17,33.79,75.45
60767,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,13.61,14.93,35.27,78.95
60775,Vicia sativa subsp. cordata,Herbaceous_legumes,14.44,16.01,40.28,72.02
60832,Vicia monantha subsp. monantha,Herbaceous_legumes,12.46,14.39,43.17,77.08
60834,Vicia monantha subsp. monantha,Herbaceous_legumes,13.0,14.79,44.06,75.84
60836,Vicia sativa subsp. cordata,Herbaceous_legumes,12.68,14.09,33.7,76.23
60880,Vicia bithynica,Herbaceous_legumes,11.73,12.99,28.95,76.1
60890,Vicia bithynica,Herbaceous_legumes,11.75,12.97,30.3,73.54
60904,Vicia villosa subsp. dasycarpa,Herbaceous_legumes,12.74,13.89,31.89,77.2
60906,Vicia villosa subsp. dasycarpa,Herbaceous_legumes,12.61,14.21,37.34,76.51
60951,Vicia melanops,Herbaceous_legumes,12.99,14.25,33.55,74.59
60959,Vicia anatolica,Herbaceous_legumes,11.98,13.26,40.64,61.76
61039,Vicia sativa subsp. cordata,Herbaceous_legumes,12.49,14.18,37.11,74.66
61043,Vicia lutea subsp. lutea,Herbaceous_legumes,12.08,14.27,38.75,80.55
61065,Vicia lutea subsp. lutea,Herbaceous_legumes,12.04,13.52,34.22,80.73
61079,Vicia peregrina,Herbaceous_legumes,12.54,13.88,35.13,78.21
61080,Vicia monantha subsp. triflora,Herbaceous_legumes,12.44,13.84,60.28,67.75
61084,Vicia melanops,Herbaceous_legumes,11.81,12.93,40.46,69.28
61086,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,12.71,13.86,37.13,75.89
61087,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,12.89,14.3,35.37,74.36
61109,Vicia pannonica subsp. striata,Herbaceous_legumes,12.51,14.29,39.18,71.33
61169,Vicia pannonica subsp. pannonica,Herbaceous_legumes,12.7,14.1,35.45,73.18
61201,Vicia peregrina,Herbaceous_legumes,12.65,13.89,36.03,78.23
61203,Vicia peregrina,Herbaceous_legumes,12.63,13.82,36.75,79.94
61243,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,13.81,15.05,32.43,71.05
61391,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,15.77,16.97,36.87,71.56
61441,Vicia villosa,Herbaceous_legumes,15.53,16.58,37.18,75.67
61716,Vicia sativa subsp. cordata,Herbaceous_legumes,14.7,15.88,35.31,63.76
61720,Vicia sativa subsp. cordata,Herbaceous_legumes,13.9,15.57,36.02,68.56
61812,Vicia sativa subsp. sativa var. immaculata,Herbaceous_legumes,14.18,15.45,37.94,79.32
61871,vicia sativa subsp. Sativa var. melanosperma,Herbaceous_legumes,14.79,16.79,14.79,73.24
61973,Vicia sativa subsp. sativa var. platysperma,Herbaceous_legumes,14.39,15.81,32.62,77.65
62078,Vicia serratifolia,Herbaceous_legumes,12.4,14.04,35.1,76.55
62090,Vicia sativa subsp. cordata,Herbaceous_legumes,13.34,15.06,33.4,78.01
62422,Vicia sativa subsp. sativa var. leucosperma f. alba,Herbaceous_legumes,13.85,15.67,42.81,78.73
62477,Vicia narbonensis var. salmonea,Herbaceous_legumes,13.23,15.31,44.57,74.48
62517,Vicia sericocarpa,Herbaceous_legumes,12.67,14.48,39.92,77.7
62523,Vicia melanops,Herbaceous_legumes,12.2,14.26,41.1,69.88
62577,Vicia narbonensis var. affinis,Herbaceous_legumes,12.95,14.94,40.24,78.06
62599,Vicia sativa subsp. amphicarpa,Herbaceous_legumes,12.78,14.61,38.78,69.43
62630,Vicia monantha subsp. monantha,Herbaceous_legumes,12.6,14.05,40.68,77.77
62645,Vicia narbonensis var. jordanica,Herbaceous_legumes,12.63,14.26,34.93,76.75
62650,Vicia dionysiensis,Herbaceous_legumes,14.12,16.26,51.14,76.87
62894,Vicia hyaeniscyamus,Herbaceous_legumes,13.13,14.44,38.24,73.09
62904,vicia hybrida,Herbaceous_legumes,15.4,16.89,15.4,73.37
62904,vicia hybrida,Herbaceous_legumes,15.82,17.81,15.82,75.99
63011,Vicia johannis var. johannis,Herbaceous_legumes,12.97,14.35,40.62,76.94
63185,Vicia monantha subsp. triflora,Herbaceous_legumes,12.37,14.22,41.81,77.6
63186,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,12.5,14.21,35.08,78.47
63373,Vicia melanops,Herbaceous_legumes,12.63,14.32,42.62,67.22
63504,Vicia sativa subsp. cordata,Herbaceous_legumes,13.0,14.52,36.24,74.72
63548,Vicia johannis var. procumbens,Herbaceous_legumes,12.98,14.6,42.01,79.68
63554,Vicia hyaeniscyamus,Herbaceous_legumes,12.35,13.62,37.1,78.93
63714,Vicia narbonensis,Herbaceous_legumes,12.48,13.96,39.65,77.1
63751,Vicia narbonensis var. jordanica,Herbaceous_legumes,12.95,14.92,44.09,76.96
63766,Vicia aintabensis,Herbaceous_legumes,12.78,14.65,45.08,74.7
63771,Vicia narbonensis var. salmonea,Herbaceous_legumes,13.12,14.72,39.25,75.33
63876,Vicia sativa subsp. sativa var. immaculata,Herbaceous_legumes,13.38,14.72,41.58,80.21
64067,Vicia melanops,Herbaceous_legumes,12.38,13.62,36.56,70.19
64098,Vicia assyriaca,Herbaceous_legumes,13.81,15.2,36.9,69.74
64105,vicia noeana,Herbaceous_legumes,14.66,16.41,14.66,76.84
64155,Vicia peregrina,Herbaceous_legumes,12.98,14.64,41.33,76.47
64176,Vicia sativa subsp. cordata,Herbaceous_legumes,13.19,14.92,33.03,78.63
64211,Vicia monantha subsp. monantha,Herbaceous_legumes,13.78,15.93,41.94,75.89
64215,Vicia sativa subsp. cordata,Herbaceous_legumes,13.47,15.47,34.09,78.38
64289,Vicia galilaea,Herbaceous_legumes,13.53,15.97,39.27,79.69
64345,Vicia sativa subsp. cordata,Herbaceous_legumes,13.32,15.71,38.03,80.97
64351,Vicia sativa subsp. nigra,Herbaceous_legumes,13.3,15.55,37.64,78.43
64368,Vicia monantha subsp. triflora,Herbaceous_legumes,13.0,15.22,39.38,77.47
64525,vicia lutea subsp. Vestita,Herbaceous_legumes,15.21,17.89,15.21,81.04
64525,vicia lutea subsp. Vestita,Herbaceous_legumes,14.8,16.62,14.8,75.82
64572,Vicia sativa subsp. nigra,Herbaceous_legumes,12.98,14.91,37.14,81.12
64576,Vicia sativa subsp. cordata,Herbaceous_legumes,12.95,15.32,43.97,68.5
64612,Vicia johannis var. johannis,Herbaceous_legumes,13.05,15.07,43.21,72.17
64635,Vicia sativa subsp. cordata,Herbaceous_legumes,12.75,14.81,35.62,75.29
64642,Vicia peregrina,Herbaceous_legumes,12.82,15.02,36.79,77.21
64654,Vicia monantha subsp. monantha,Herbaceous_legumes,12.57,14.52,38.53,79.27
64670,Vicia peregrina,Herbaceous_legumes,12.72,14.73,36.44,75.74
64672,Vicia sativa subsp. cordata,Herbaceous_legumes,12.63,14.69,33.49,68.05
64723,Lathyrus sativus,Herbaceous_legumes,15.02,17.51,15.02,77.21
64830,Lathyrus cicera,Herbaceous_legumes,15.48,17.46,15.48,80.51
65080,Lathyrus ciliolatus,Herbaceous_legumes,14.88,16.49,14.88,72.13
65343,Lathyrus aphaca var. biflorus,Herbaceous_legumes,14.43,16.68,14.43,70.33
65349,Lathyrus aphaca,Herbaceous_legumes,15.74,17.05,15.74,67.1
65378,Lathyrus gorgoni,Herbaceous_legumes,15.02,17.01,15.02,75.16
65416,Lathyrus blepharicarpus,Herbaceous_legumes,15.64,17.55,15.64,77.38
65421,Lathyrus aphaca var. modestus,Herbaceous_legumes,14.4,16.14,14.4,73.7
65481,Lathyrus annuus,Herbaceous_legumes,15.88,17.33,15.88,70.52
65503,lathyrus aphaca var. aphaca,Herbaceous_legumes,13.68,15.49,13.68,70.58
65586,Lathyrus chrysanthus,Herbaceous_legumes,14.2,16.01,14.2,75.64
65642,Lathyrus aphaca var. affinis,Herbaceous_legumes,12.92,15.74,12.92,74.63
65722,Lathyrus aphaca var. floribundus,Herbaceous_legumes,13.68,16.04,13.68,67.79
65739,Lathyrus inconspicuus,Herbaceous_legumes,14.19,16.13,14.19,73.41
65841,Lathyrus aphaca var. pseudoaphaca,Herbaceous_legumes,14.58,16.6,14.58,70.35
65894,Lathyrus pseudocicera,Herbaceous_legumes,15.04,17.31,15.04,69.64
65915,Lathyrus vinealis ,Herbaceous_legumes,14.98,17.14,14.98,73.42
65922,Lathyrus cassius,Herbaceous_legumes,15.77,17.04,15.77,72.11
66399,Trifolium boissieri,Herbaceous_legumes,14.43,15.88,14.43,57.26
66401,Trifolium clypeatum,Herbaceous_legumes,15.22,16.59,15.22,65.12
66409,Trifolium tomentosum ,Herbaceous_legumes,14.41,16.28,14.41,74.68
66411,trifollium stellatum,Herbaceous_legumes,14.58,16.36,14.58,54.25
66420,Trifolium purpureum,Herbaceous_legumes,13.5,15.74,13.5,67.54
66425,trifoliium argutum,Herbaceous_legumes,14.91,16.73,14.91,74.98
66472,trifolium anatolicum,Herbaceous_legumes,14.54,16.59,14.54,70.66
66532,Trifolium echinatum,Herbaceous_legumes,14.06,16.16,14.06,67.58
66590,Trifolium angustifolium,Herbaceous_legumes,14.84,16.28,14.84,59.7
66656,Trifolium globosum,Herbaceous_legumes,13.21,15.4,13.21,69.0
66708,Trifolium resupinatum var. resupinatum,Herbaceous_legumes,14.09,15.86,14.09,79.02
66728,Trifolium hybridum,Herbaceous_legumes,13.63,15.76,13.63,65.12
66736,Trifolium leucanthum,Herbaceous_legumes,14.11,15.35,14.11,71.83
66740,Trifolium sp.,Herbaceous_legumes,14.49,16.84,14.49,69.6
66745,Trifolium plebeium,Herbaceous_legumes,13.1,15.92,13.1,64.71
66778,Trifolium clusii,Herbaceous_legumes,15.0,16.72,15.0,69.84
66813,Trifolium hirtum,Herbaceous_legumes,15.78,17.62,15.78,70.34
66844,Trifolium pilulare,Herbaceous_legumes,14.77,16.82,14.77,67.23
66860,Trifolium spumosum,Herbaceous_legumes,14.24,16.59,14.24,77.11
66898,Trifolium aureum,Herbaceous_legumes,15.16,17.07,15.16,67.82
66908,Trifolium pratense,Herbaceous_legumes,13.57,15.81,13.57,72.59
66978,Trifolium antiabense,Herbaceous_legumes,14.02,16.63,14.02,74.72
67010,Trifolium dasyurum,Herbaceous_legumes,15.49,17.28,15.49,49.83
67059,Trifolium bullatum,Herbaceous_legumes,14.44,16.48,14.44,64.75
67060,Trifolium scutatum,Herbaceous_legumes,14.36,16.45,14.36,68.27
67148,Trifolium brachycarpum,Herbaceous_legumes,14.43,16.58,14.43,53.11
67269,Trifolium eriosphaerum,Herbaceous_legumes,13.9,16.1,13.9,74.24
67363,Trifolium constantinopolitanum,Herbaceous_legumes,14.78,16.34,14.78,51.52
67588,Trifolium glomeratum,Herbaceous_legumes,13.16,15.29,13.16,59.69
67902,Trifolium erubescens ,Herbaceous_legumes,13.76,16.34,13.76,61.71
67912,Trifolium glanduliferum,Herbaceous_legumes,14.04,16.05,14.04,65.34
68053,Trifolium lappaceum,Herbaceous_legumes,13.1,15.38,13.1,67.49
68160,Trifolium batmanicum,Herbaceous_legumes,13.99,16.14,13.99,77.47
68755,Trifolium tomentosum var. glabrescens,Herbaceous_legumes,14.33,16.19,14.33,62.55
69036,Trifolium isthmocarpum,Herbaceous_legumes,14.34,16.51,14.34,57.88
69049,Trifolium meironense,Herbaceous_legumes,14.19,16.39,14.19,59.59
72535,Vicia montbretii,Herbaceous_legumes,12.77,15.13,38.66,75.49
101045,Medicago sativa subsp. Sativa,Herbaceous_legumes,12.13,14.24,12.13,65.73
101063,Medicago sativa,Herbaceous_legumes,12.97,15.01,12.97,53.87
101065,Medicago sativa,Herbaceous_legumes,12.85,14.69,12.85,59.32
101076,Medicago sativa,Herbaceous_legumes,12.95,14.47,12.95,55.2
101077,Medicago sativa,Herbaceous_legumes,12.55,14.48,12.55,49.75
101094,Medicago sativa,Herbaceous_legumes,10.98,12.86,10.98,56.77
101095,Medicago sativa,Herbaceous_legumes,12.23,14.27,12.23,55.38
101097,Medicago sativa,Herbaceous_legumes,11.13,13.06,11.13,63.14
107493,Vicia monantha subsp. triflora,Herbaceous_legumes,12.55,14.95,41.54,79.36
107504,Vicia sativa subsp. nigra,Herbaceous_legumes,12.58,15.07,39.64,78.65
107577,Vicia monantha subsp. monantha,Herbaceous_legumes,12.83,15.23,43.84,79.54
107765,Vicia lutea subsp. lutea,Herbaceous_legumes,12.4,14.91,36.94,80.1
107828,Vicia monantha,Herbaceous_legumes,12.97,15.42,43.33,81.44
108004,Hedysarum carnosum,Herbaceous_legumes,13.84,15.55,13.84,62.49
108006,Hedysarum spinosissimum,Herbaceous_legumes,13.54,15.94,13.54,69.59
108010,Hedysarum spinosissimum,Herbaceous_legumes,13.78,15.62,13.78,65.1
108012,Hedysarum spinosissimum,Herbaceous_legumes,13.62,15.56,13.62,55.98
108211,Melilotis sulcatus,Herbaceous_legumes,13.9,16.16,13.9,67.18
108274,Vicia monantha subsp. triflora,Herbaceous_legumes,12.95,15.24,44.01,77.55
108275,Vicia monantha subsp. monantha,Herbaceous_legumes,12.72,15.1,44.58,78.34
108283,Vicia sativa subsp. nigra,Herbaceous_legumes,13.75,16.08,44.03,81.65
108326,Lathyrus gloeospermus,Herbaceous_legumes,14.78,16.48,14.78,64.82
108431,Vicia narbonensis,Herbaceous_legumes,13.75,15.69,47.32,77.03
110973,Medicago tornata var. Lanticularis f. aculeata,Herbaceous_legumes,14.6,16.62,14.6,59.12
111099,Medicago tornata var. lenticularis,Herbaceous_legumes,15.13,17.11,15.13,68.35
111183,Pisum sativum,Herbaceous_legumes,12.22,14.15,37.24,82.15
111313,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,13.63,15.48,41.75,79.07
111330,Vicia sativa subsp. cordata,Herbaceous_legumes,13.28,15.4,38.82,72.94
111529,Trifolium squarrosum,Herbaceous_legumes,14.03,15.78,14.03,70.9
114483,Vicia sativa subsp. cordata,Herbaceous_legumes,13.53,15.49,39.08,75.76
114489,Pisum sativum,Herbaceous_legumes,12.27,13.82,35.29,77.44
115592,Vicia lutea,Herbaceous_legumes,13.88,15.71,38.43,74.86
117765,Vicia monantha subsp. monantha,Herbaceous_legumes,13.35,15.58,39.51,79.1
118162,Vicia articulata,Herbaceous_legumes,13.51,15.27,13.51,75.96
120938,Trifolium alexandrinum,Herbaceous_legumes,13.23,15.43,13.23,57.57
121055,Trifolium arvense,Herbaceous_legumes,12.81,15.21,12.81,60.67
121070,Trifolium arvense var. gracile,Herbaceous_legumes,14.0,16.53,14.0,78.45
121117,Trifolium campestre,Herbaceous_legumes,14.46,16.41,14.46,70.27
121155,Trifolium carolinianum,Herbaceous_legumes,13.5,15.34,13.5,71.14
121160,Trifolium cherleri,Herbaceous_legumes,13.37,16.09,13.37,54.54
121205,Trifolium chilense,Herbaceous_legumes,11.43,16.55,11.43,55.6
121226,Trifolium dubium,Herbaceous_legumes,14.61,16.67,14.61,74.25
121241,Trifolium scabrum,Herbaceous_legumes,13.13,15.47,13.13,67.53
121242,Trifolium echinatum var. carmeli,Herbaceous_legumes,12.93,15.55,12.93,70.08
121249,Trifolium gemellum,Herbaceous_legumes,13.51,15.49,13.51,63.19
121370,Trifolium micranthum,Herbaceous_legumes,14.16,16.29,14.16,79.34
121392,Trifolium obscurum,Herbaceous_legumes,12.54,14.92,12.54,62.3
121395,Trifolium palaestinum,Herbaceous_legumes,13.17,15.2,13.17,50.67
121481,Trifolium resupinatum,Herbaceous_legumes,12.73,15.01,12.73,76.43
121644,Trifolium squamosum,Herbaceous_legumes,13.09,15.06,13.09,68.31
121862,Trifolium vesiculosum,Herbaceous_legumes,13.33,15.82,13.33,79.84
122992,Pisum sativum,Herbaceous_legumes,11.8,13.54,33.35,82.0
123028,Pisum sativum subsp. asiaticum,Herbaceous_legumes,13.73,15.52,13.73,71.66
123044,Pisum sativum subsp. sativum,Herbaceous_legumes,12.03,13.98,38.3,78.53
123131,Pisum sativum subsp. sativum,Herbaceous_legumes,12.57,14.45,39.68,77.34
123956,Vicia michauxii,Herbaceous_legumes,13.64,16.44,13.64,66.92
124603,Pisum sativum,Herbaceous_legumes,12.07,14.23,39.96,80.74
124612,Pisum sativum,Herbaceous_legumes,12.27,13.99,34.19,83.56
124634,Pisum sativum,Herbaceous_legumes,12.35,13.95,37.1,77.24
124843,Pisum sativum,Herbaceous_legumes,12.25,14.06,36.11,80.47
124865,Pisum sativum,Herbaceous_legumes,11.75,13.52,40.76,77.15
124939,Pisum sativum,Herbaceous_legumes,12.37,14.02,37.82,71.58
125328,Pisum sativum subsp. sativum,Herbaceous_legumes,12.47,14.8,44.24,78.84
125367,Pisum sativum subsp. sativum,Herbaceous_legumes,12.63,14.58,37.59,82.42
125497,Pisum sativum subsp. sativum,Herbaceous_legumes,,,,
126987,Vicia lutea subsp. lutea,Herbaceous_legumes,13.73,16.07,47.02,79.01
126998,Trifolium striatum,Herbaceous_legumes,14.08,16.36,14.08,76.83
127050,Vicia sativa subsp. macrocarpa,Herbaceous_legumes,13.97,16.16,46.67,76.35
128790,Pisum sativum subsp. sativum,Herbaceous_legumes,,,,
129019,Pisum sativum subsp. sativum,Herbaceous_legumes,,,,
129051,Pisum sativum subsp. sativum,Herbaceous_legumes,,,,
131319,Vicia hyrcanica,Herbaceous_legumes,13.3,15.47,41.72,82.3
131480,Vicia sativa subsp. nigra,Herbaceous_legumes,13.5,15.7,35.17,81.35
132548,Lathyrus hirsutus,Herbaceous_legumes,13.67,16.02,13.67,67.11
132661,Pisum sativum,Herbaceous_legumes,12.55,14.01,34.56,76.37
135628,Trifolium tomentosum var. cthonocephalum,Herbaceous_legumes,13.57,15.33,13.57,66.32
136966,Vicia peregrina,Herbaceous_legumes,13.13,15.46,36.99,79.45
137008,Vicia sativa subsp. cordata,Herbaceous_legumes,13.25,15.46,35.12,74.56
137045,Trifolium pauciflorum,Herbaceous_legumes,13.26,15.87,13.26,62.09
137071,Trifolium haussknechtii,Herbaceous_legumes,12.89,15.63,12.89,52.35
137162,Trifolium speciosum,Herbaceous_legumes,13.4,15.81,13.4,50.08
137266,Trifolium caudatum,Herbaceous_legumes,13.76,16.32,13.76,73.23
137271,Trifolium affine,Herbaceous_legumes,14.92,16.9,14.92,57.05
137315,Vicia villosa subsp. villosa,Herbaceous_legumes,13.5,15.01,33.37,77.46
137329,Trifolium diffusum,Herbaceous_legumes,15.02,16.76,15.02,81.32
137630,Vicia villosa subsp. villosa,Herbaceous_legumes,13.63,15.15,34.09,77.1
137792,Vicia sativa subsp. sativa var. platysperma,Herbaceous_legumes,13.52,15.56,38.56,80.07
137800,Pisum sativum,Herbaceous_legumes,11.7,13.29,27.94,86.21
140439,Lathyrus chloranthus,Herbaceous_legumes,14.39,16.71,14.39,74.03
140519,Vicia narbonensis var. affinis,Herbaceous_legumes,13.52,15.2,43.29,77.61
140584,Vicia pannonica,Herbaceous_legumes,12.82,14.88,37.02,75.25
140962,Vicia hyrcanica,Herbaceous_legumes,13.03,14.52,39.19,82.88
141415,Vicia monantha,Herbaceous_legumes,12.88,14.71,39.3,79.46
141437,Vicia lunata,Herbaceous_legumes,13.28,15.32,35.85,82.54
141438,Vicia pannonica subsp. pannonica,Herbaceous_legumes,13.05,14.55,35.83,79.86
141465,Vicia villosa,Herbaceous_legumes,13.38,15.06,32.83,78.33
145703,Vicia villosa,Herbaceous_legumes,13.2,14.63,34.04,76.48
146889,Pisum sativum,Herbaceous_legumes,12.23,14.38,32.25,82.86
147125,Vicia sativa,Herbaceous_legumes,13.62,15.5,37.32,82.3
147888,Vicia narbonensis,Herbaceous_legumes,13.72,15.43,41.62,81.16
156276,trifolium pratense,Herbaceous_legumes,13.47,15.16,13.47,57.52
156283,trifolium pratense,Herbaceous_legumes,13.09,14.76,13.09,62.1
156292,trifolium pratense,Herbaceous_legumes,11.32,13.38,11.32,65.27
156297,trifolium pratense,Herbaceous_legumes,14.19,15.47,14.19,67.35
156302,trifolium pratense,Herbaceous_legumes,12.86,13.62,12.86,72.35
160259,Vicia sativa subsp. nigra,Herbaceous_legumes,14.13,15.9,45.27,79.23
160275,Vicia monantha,Herbaceous_legumes,13.73,15.21,40.04,79.71
160357,Vicia narbonensis,Herbaceous_legumes,14.37,16.41,45.38,73.93
160388,Vicia bithynica,Herbaceous_legumes,13.92,15.4,40.58,79.84
164288,Vicia sativa,Herbaceous_legumes,13.5,15.2,40.24,78.79
165072,Vicia tenuifolia,Herbaceous_legumes,13.31,15.42,13.31,49.19
165511,trifolium pratense,Herbaceous_legumes,12.31,13.67,12.31,61.07
165563,trifolium pratense,Herbaceous_legumes,13.76,14.75,13.76,68.8
165573,Trifolium montanum,Herbaceous_legumes,13.96,15.31,13.96,68.34
165769,Trifolium spadiceum ,Herbaceous_legumes,13.84,15.78,13.84,73.7
166934,Vicia cracca,Herbaceous_legumes,13.95,15.45,39.52,72.63
167122,Medicago polymorpha var. vulgaris ,Herbaceous_legumes,14.1,15.87,14.1,62.68
168125,Lathyrus sylvestris,Herbaceous_legumes,15.94,16.22,15.94,55.91
168278,Lathyrus odoratus,Herbaceous_legumes,14.7,17.07,14.7,75.07
168279,Lathyrus clymenum,Herbaceous_legumes,13.94,15.37,13.94,77.53
168286,Lathyrus heterophyllus,Herbaceous_legumes,14.21,16.13,14.21,74.88
168368,Vicia villosa subsp. varia,Herbaceous_legumes,13.6,15.09,37.42,75.26
168382,Vicia sativa,Herbaceous_legumes,13.33,15.86,39.07,77.74
168465,Vicia grandiflora,Herbaceous_legumes,12.3,15.09,35.81,80.44
168505,Lathyrus tuberosus,Herbaceous_legumes,14.36,16.37,14.36,73.75
168525,Vicia lutea,Herbaceous_legumes,12.7,15.4,43.28,72.8
168541,Vicia sericocarpa,Herbaceous_legumes,12.4,14.83,44.26,73.46
168560,vicia palaestina,Herbaceous_legumes,15.05,16.26,15.05,68.18
170849,Pisum sativum,Herbaceous_legumes,12.13,14.28,37.45,78.89
171002,Vicia sp.,Herbaceous_legumes,12.48,15.0,44.37,78.61
171115,Vicia sativa,Herbaceous_legumes,12.25,14.92,40.97,80.48
171123,lathyrus latifolius,Herbaceous_legumes,15.44,16.09,15.44,66.38
171131,Lathyrus latifolius,Herbaceous_legumes,14.39,16.07,14.39,69.93
171152,lathyrus pratense,Herbaceous_legumes,14.83,15.02,14.83,61.35
171158,Vicia bithynica,Herbaceous_legumes,10.32,12.91,27.83,77.79
