id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
0,VLB 118/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Grass,14.37,14.62,14.37,50.54
0,Legia/Laurel'S'//Aleli/3/Arta/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,Grass,16.02,15.91,16.02,39.13
0,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Grass,15.04,15.7,15.04,50.23
0,Emir - PI 204579,Grass,15.1,15.64,15.1,41.17
0,ICNB93-369/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,Grass,14.94,15.5,14.94,46.92
0,Emir - 2920/4,Grass,14.6,15.12,14.6,43.12
0,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,Grass,15.12,14.74,15.12,38.98
0,Emir - HB2032,Grass,14.74,14.66,14.74,44.68
0,Commander /IG 38660,Grass,14.83,14.56,14.83,44.05
0,Emir - A17/1,Grass,17.38,17.08,17.38,51.92
0,Emir - PI 206443/3,Grass,18.91,17.6,18.91,46.89
0,GoldenPromise,Grass,14.54,15.69,14.54,45.12
0,SLB21-81/SLB22-74//Soffet no.9,Grass,15.72,16.22,15.72,36.01
0,STIRLING/3/CANELA//LIMON/BICHY2000,Grass,14.56,15.7,14.56,34.43
0,Ksaiba,Grass,12.9,12.96,12.9,23.85
0,COCKTAIL/DWRB150,Grass,11.33,10.73,11.33,42.95
0,SLB21-81/SLB22-74//Soffet no.9,Grass,12.0,11.37,12.0,35.21
0,STIRLING/3/CANELA//LIMON/BICHY2000,Grass,11.33,10.34,11.33,27.13
0,Compass/IG 38821,Grass,14.49,15.72,14.49,41.53
0,Emir - A17,Grass,14.78,15.93,14.78,37.04
0,Morex - 2920/4,Grass,14.62,15.63,14.62,31.91
0,Morex - HB2032,Grass,15.06,15.98,15.06,35.75
0,Commander /IG 38931,Grass,14.63,15.68,14.63,20.13
0,COCKTAIL/DWRB150,Grass,14.69,15.92,14.69,46.03
0,Rihane-03,Grass,14.82,15.8,14.82,31.78
0,Morex - HB2032,Grass,12.07,11.71,12.07,41.54
0,Commander /IG 38931,Grass,12.4,11.53,12.4,50.4
0,GoldenPromise,Grass,12.43,12.19,12.43,39.15
0,Rihane-03,Grass,12.5,12.24,12.5,43.07
0,Emir - HB2032,Grass,12.67,12.47,12.67,49.69
0,DWRB101/3/6B89.2027/CHAMICO//TRADITION,Grass,10.67,5.67,10.67,20.75
0,Compass/IG 38821,Grass,11.0,10.49,11.0,62.37
0,Emir - A17,Grass,12.03,11.76,12.03,37.35
0,Morex - 2920/4,Grass,12.33,11.91,12.33,41.03
0,Taffa,Grass,12.0,11.69,12.0,41.69
0,Ksaiba,Grass,15.12,16.1,15.12,41.76
0,Emir - (2920/4 x Tinos16/1),Grass,17.51,17.48,17.51,47.15
