id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
14503,Gliricidia sepium,Shrub_Trees,7.1,16.75,39.06,75.18
14504,Gliricidia sepium    ,Shrub_Trees,6.88,14.73,28.37,75.35
14539,Centrosema schottii,Herbaceous_legumes,9.98,18.05,41.52,63.14
14880,Mucuna pruriens,Herbaceous_legumes,8.87,16.2,35.82,65.34
14950,Vicia hirsuta,Herbaceous_legumes,10.77,18.68,48.95,63.38
14978,Leucaena leucocephala,Shrub_Trees,5.35,14.92,29.56,66.77
15005,Lupinus angustifolius,Herbaceous_legumes,7.22,16.05,49.93,64.4
15036,Sesbania sesban,Shrub_Trees,8.93,13.42,32.0,62.95
15116,Medicago rugosa,Herbaceous_legumes,8.77,14.67,21.52,58.48
15166,Calliandra calothyrsus,Shrub_Trees,5.25,5.83,6.64,56.46
15169,Mucuna pruriens,Herbaceous_legumes,9.33,16.1,41.24,60.08
15193,Melilotus albus,Herbaceous_legumes,8.47,15.13,39.5,65.27
15204,Vicia bithynica,Herbaceous_legumes,10.68,18.98,47.5,62.74
15211,Vicia lutea,Herbaceous_legumes,11.68,19.33,63.92,59.0
15217,Vicia sativa,Herbaceous_legumes,8.43,17.0,37.42,74.02
15237,Vicia villosa,Herbaceous_legumes,10.12,17.6,51.32,64.28
15334,Melilotus suaveolens,Herbaceous_legumes,9.43,15.35,29.92,63.36
15341,Melilotus siculus,Herbaceous_legumes,9.06,18.17,55.07,70.8
15343,Melilotus officinalis,Herbaceous_legumes,9.32,15.0,49.06,53.35
15350,Lotus conjugatus subsp. requienii,Herbaceous_legumes,8.23,14.83,44.74,72.68
15390,Vicia sativa subsp. nigra,Herbaceous_legumes,11.68,18.08,54.17,62.25
15398,Vicia sp.,Herbaceous_legumes,9.22,19.1,46.21,80.49
15477,Gliricidia sepium    ,Shrub_Trees,7.27,17.13,38.59,76.7
15480,Gliricidia sepium    ,Shrub_Trees,6.92,16.93,39.47,74.98
15484,Gliricidia sepium    ,Shrub_Trees,6.68,16.27,39.76,71.1
15490,Desmodium cinereum,Shrub_Trees,7.57,12.52,31.22,54.54
15537,Albizia chinensis    ,Herbaceous_legumes,9.75,17.77,43.98,40.11
15592,Canavalia brasiliensis,Herbaceous_legumes,8.58,18.25,47.73,62.91
15846,Stylosanthes hamata,Herbaceous_legumes,8.33,17.13,42.67,59.12
15853,Stylosanthes hamata    ,Herbaceous_legumes,8.1,15.52,44.34,60.95
15913,Stylosanthes hamata,Herbaceous_legumes,8.15,17.35,49.08,66.12
15931,Stylosanthes hamata,Herbaceous_legumes,8.22,16.12,51.79,60.91
15934,Stylosanthes hamata,Herbaceous_legumes,8.7,15.63,42.74,61.27
16075,Sesbania grandiflora,Shrub_Trees,5.77,12.68,26.71,72.0
16108,Medicago polymorpha var. polymorpha,Herbaceous_legumes,10.35,13.78,27.56,70.97
16118,Medicago noeana,Herbaceous_legumes,9.52,14.58,35.8,68.63
16128,Medicago rotata,Herbaceous_legumes,9.43,18.45,55.72,67.1
16129,Medicago minima,Herbaceous_legumes,11.52,18.12,20.8,57.27
16132,Medicago rigidula (L.) All.,Herbaceous_legumes,10.43,19.35,32.52,63.94
16152,Medicago rigidula (L.) All.,Herbaceous_legumes,10.77,16.87,45.39,57.86
16156,Medicago polymorpha,Herbaceous_legumes,9.55,15.38,37.92,61.34
16159,Medicago polymorpha var. denticulata,Herbaceous_legumes,10.72,16.0,28.8,61.57
16243,Aeschynomene villosa,Shrub_Trees,9.78,16.8,41.61,59.49
16246,Bouffordia dichotoma,Herbaceous_legumes,9.38,14.7,36.5,53.08
16260,Trifolium semipilosum,Herbaceous_legumes,10.13,16.5,49.3,75.94
16266,Medicago orbicularis,Herbaceous_legumes,9.6,17.17,38.15,73.17
16277,Cajanus cajan,Shrub_Trees,6.63,16.72,36.29,57.75
16278,Cajanus cajan,Shrub_Trees,6.82,17.8,40.96,58.7
16344,Aeschynomene histrix,Shrub_Trees,10.07,14.93,45.03,53.24
16358,Trifolium quartinianum,Herbaceous_legumes,9.08,14.67,40.2,48.18
16451,Vicia sp.,Herbaceous_legumes,10.75,13.87,31.04,72.58
16452,Lotus edulis,Herbaceous_legumes,6.63,15.4,42.87,72.07
16455,Anthyllis sp.,Herbaceous_legumes,11.07,18.4,38.81,62.5
16467,Melilotus sp.,Herbaceous_legumes,8.37,15.87,41.18,70.54
16478,Medicago arabica,Herbaceous_legumes,9.75,16.0,33.02,61.68
