subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,43,Genetic bank,F24-3452,CIAT-8409,Fabales,Fabaceae,Chamaecrista,nictitans,Chamaecrista nictitans,Herbaceous_legumes,3,91.9,7.616974973,92.38302503,27.7836572,39.30658161,62.395736
1,44,Genetic bank,F24-3452,CIAT-8409,Fabales,Fabaceae,Chamaecrista,nictitans,Chamaecrista nictitans,Herbaceous_legumes,3,92,7.717391304,92.2826087,27.7836572,36.73786796,61.2985406
1,45,Genetic bank,F24-3453,CIAT-8719,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp. ,Herbaceous_legumes,3,93.40659341,17.11229947,82.88770053,20.28346797,16.15254503,41.55922425
1,45,Genetic bank,F24-3453,CIAT-8719,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,3,93.40659341,17.11229947,82.88770053,20.28346797,16.15254503,41.55922425
1,46,Genetic bank,F24-3453,CIAT-8719,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp. ,Herbaceous_legumes,3,93.6,17.09401709,82.90598291,20.28346797,15.46287409,38.83121826
1,46,Genetic bank,F24-3453,CIAT-8719,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,3,93.6,17.09401709,82.90598291,20.28346797,15.46287409,38.83121826
1,47,Genetic bank,F24-3454,CIAT-8797,Fabales,Fabaceae,Desmanthus,virgatus,Desmanthus virgatus,Shrub_Trees,3,93.00699301,7.08915145,92.91084855,25.88000034,30.1458951,59.29133305
1,48,Genetic bank,F24-3454,CIAT-8797,Fabales,Fabaceae,Desmanthus,virgatus,Desmanthus virgatus,Shrub_Trees,3,92.70729271,7.004310345,92.99568966,25.88000034,30.34908851,60.72665992
1,49,Genetic bank,F24-3455,CIAT-8819,Fabales,Fabaceae,Coursetia,caribaea,Coursetia caribaea,Herbaceous_legumes,3,91.60839161,13.74045802,86.25954198,21.83464401,22.76303077,34.80352448
1,50,Genetic bank,F24-3455,CIAT-8819,Fabales,Fabaceae,Coursetia,caribaea,Coursetia caribaea,Herbaceous_legumes,3,91.9,14.14581066,85.85418934,21.83464401,19.09917003,37.22426177
