id_lab,id,subset,no,requisitioner,tax_name,functional_group,net_gas_8h_ml,net_gas_24h_ml,gas_ml_g_dm_incubated_24h,tddm,part_fact,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,ch4_ml_g_dm_incubated_24h,methane_intensity,ch4_ml_g_ndf_digested_24h,n_replicates_gas
F24-3482,CIAT-18044,1,844,Genetic_bank,Christia sp.,Herbaceous_legumes,36.57,70.56,150.62,58.33,3.87,15.28,18.25,27.52,47.47,250.94,8
F24-3483,CIAT-18288,1,847,Genetic_bank,Sesbania exasperata,Shrub_Trees,39.39,73.99,159.19,55.66,3.49,14.9,16.94,27.04,48.91,-1024.53,8
F24-3484,CIAT-18447,1,850,Genetic_bank,Clitoria ternatea,Herbaceous_legumes,45.21,80.39,172.89,55.28,3.2,14.51,16.92,29.34,53.02,361.74,9
F24-3485,CIAT-18455,1,853,Genetic_bank,Christia obcordata,Herbaceous_legumes,40.14,81.32,174.41,59.86,3.47,15.41,18.54,32.52,54.18,301.16,9
F24-3486,CIAT-18707,1,856,Genetic_bank,Crotalaria pallida,Herbaceous_legumes,36.7,69.77,150.03,53.89,3.6,16.06,21.49,32.3,60.94,4102.07,9
F24-3487,CIAT-18749,1,859,Genetic_bank,Arachis pintoi,Herbaceous_legumes,24.41,64.46,139.0,61.12,4.41,11.69,15.84,22.11,36.23,193.52,9
F24-3488,CIAT-18813,1,862,Genetic_bank,Crotalaria nitens,Herbaceous_legumes,27.31,54.58,118.83,51.23,4.36,13.41,16.45,19.62,38.58,-51.21,9
F24-3489,CIAT-18848,1,865,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,32.97,53.64,113.58,57.17,5.05,14.5,16.9,19.17,34.19,-169.44,9
F24-3490,CIAT-18862,1,868,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,32.72,59.3,127.37,49.62,3.91,15.2,17.3,22.1,44.91,203.33,9
F24-3491,CIAT-18931,1,871,Genetic_bank,Tephrosia linearis,Shrub_Trees,30.95,58.9,125.87,49.75,3.95,14.06,16.35,20.54,42.05,293.07,9
F24-3492,CIAT-19038,1,874,Genetic_bank,Canavalia sp.,Shrub_Trees,33.95,69.37,153.76,63.37,4.15,14.78,17.6,27.11,43.52,-75.3,9
F24-3493,CIAT-19118,1,877,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,35.18,69.18,148.82,59.74,4.02,15.71,17.7,26.31,44.5,451.56,9
F24-3494,CIAT-19127,1,880,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,32.38,61.46,133.18,48.76,3.66,15.48,17.96,23.89,49.24,435.96,9
F24-3495,CIAT-19128,1,883,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,31.15,60.03,129.47,46.81,3.62,15.19,17.68,22.87,49.01,275.49,9
F24-3496,CIAT-19129,1,886,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,34.59,62.25,133.12,49.9,3.75,15.91,18.28,24.34,49.18,252.14,9
F24-3497,CIAT-19133,1,889,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,36.85,65.88,141.43,48.23,3.42,15.61,18.06,25.59,55.12,-223.92,9
F24-3498,CIAT-19137,1,892,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,37.39,67.9,144.72,53.2,3.68,15.31,17.59,25.49,48.49,578.79,9
F24-3499,CIAT-19138,1,895,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,34.15,62.59,134.98,54.86,4.07,15.26,17.55,23.69,43.21,290.69,9
F24-3500,CIAT-19139,1,898,Genetic_bank,Alysicarpus ovalifolius,Herbaceous_legumes,30.61,56.94,120.28,52.41,4.37,14.24,17.2,20.77,39.74,239.14,9
F24-3501,CIAT-19213,1,1156,Genetic_bank,Clitoria ternatea,Herbaceous_legumes,50.45,71.89,153.19,63.66,4.15,14.99,16.09,24.65,39.14,194.95,9
F24-3502,CIAT-19421,1,1159,Genetic_bank,Uraria lagopodioides,Herbaceous_legumes,41.01,56.9,120.89,54.27,4.49,14.13,15.13,18.29,33.82,-270.24,9
F24-3503,CIAT-19566,1,1162,Genetic_bank,Tephrosia noctiflora,Shrub_Trees,45.23,68.65,146.32,64.11,4.39,15.42,16.28,23.83,37.31,595.67,9
F24-3504,CIAT-19667,1,1165,Genetic_bank,Indigofera hirsuta,Herbaceous_legumes,30.63,46.87,101.39,44.81,4.44,13.07,14.31,14.51,32.52,-324.21,9
F24-3505,CIAT-19673,1,1168,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,42.48,65.45,141.49,51.27,3.64,14.38,15.9,22.51,43.95,-505.48,9
F24-3506,CIAT-19895,1,1351,Genetic_bank,Aeschynomene americana,Herbaceous_legumes,37.07,75.15,160.96,67.43,4.23,14.14,15.62,25.13,38.27,100.81,9
F24-3507,CIAT-20093,1,1354,Genetic_bank,Canavalia sp.,Herbaceous_legumes,39.24,73.92,156.59,65.75,4.25,14.71,15.94,24.97,37.98,162.04,9
F24-3508,CIAT-20113,1,1357,Genetic_bank,Canavalia sp.,Herbaceous_legumes,38.5,78.2,165.17,65.3,3.97,13.02,15.11,24.95,38.26,203.42,9
F24-3509,CIAT-20125,1,1360,Genetic_bank,Coursetia caribaea,Herbaceous_legumes,32.16,63.55,135.87,57.96,4.35,15.43,17.01,23.1,40.0,-114.46,9
F24-3510,CIAT-20298,1,1363,Genetic_bank,Canavalia sp.,Herbaceous_legumes,34.42,67.24,143.52,56.36,3.98,13.89,15.34,22.05,39.36,-380.08,9
F24-3511,CIAT-20305,1,1366,Genetic_bank,Canavalia sp.,Herbaceous_legumes,40.66,68.91,147.24,62.07,4.56,12.71,14.72,21.85,35.46,523.12,9
F24-3512,CIAT-20803,1,1369,Genetic_bank,Canavalia sp.,Herbaceous_legumes,35.35,68.27,146.13,55.7,3.86,13.8,15.98,23.37,42.61,344.33,9
F24-3513,CIAT-21031,1,1372,Genetic_bank,Christia obcordata,Herbaceous_legumes,34.52,60.94,129.5,55.29,4.34,13.8,15.58,20.23,37.14,282.43,9
F24-3514,CIAT-21128,1,1375,Genetic_bank,Crotalaria pallida,Herbaceous_legumes,33.38,65.81,140.73,53.1,3.83,15.13,17.95,25.14,47.36,521.97,9
