31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_percentage_in_gas_8h,31_ch4_percentage_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
714,45811,Breding ,CIAT-CIAT_26124,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1727,16,40,1,2,86,0.5001,480.24603,179.94603,0.388888889,40,0.716666667,76,12.4,40,0.393055556,100,14.3,,36,60,29.53710048,50.22413341,79.76123389,3.66260046,7.182051077,10.84465154,166.0841088,37.46955076,2.256058755,12.4,13.5963939,22.58144963,60.26613389,3.61395108,12.53309523,33.44874698
715,45811,Breding ,CIAT-CIAT_26124,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1727,16,40,1,3,87,0.5004,480.53412,238.83412,0.388888889,40.5,0.717361111,76,12.9,40,0.39375,99.5,14.3,,35.5,59.5,29.09459711,49.78163003,78.87622714,3.753203027,7.118773094,10.87197612,164.1428233,49.70180265,3.027960752,12.9,13.78359046,22.62477453,45.5210341,22.46905997,12.5571413,25.26496149
716,45811,LMF,ILRI-15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,"	Fabales",Tree,F25-2076,16,40,1,1,89,0.5004,482.06034,0,0.390972222,41,0.718055556,73.5,9.9,40,0.394444444,88.5,12.9,Muestra Liofilizada,32.5,48.5,26.43957684,40.04655571,66.48613255,2.617518107,5.166005687,7.783523794,,,,,,,,,,
717,45811,LMF,ILRI-15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,"	Fabales",Tree,F25-2076,16,40,1,2,90,0.5005,482.156675,270.556675,0.390277778,42.5,0.718055556,76,9.2,39,0.394444444,87,13,Muestra Liofilizada,33.5,48,27.32458359,39.60405234,66.92863593,2.513861691,5.148526804,7.662388494,138.8109704,56.11385034,4.042465101,9.2,11.44859504,15.89190587,28.32082592,27.53876057,8.820282705,15.71854837
718,45811,LMF,ILRI-15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,"	Fabales",Tree,F25-2076,16,40,1,3,91,0.5004,482.06034,197.16034,0.390972222,42,0.71875,77,9.1,39.5,0.395138889,87.5,12.7,Muestra Liofilizada,35,48,28.65209373,39.60405234,68.25614606,2.607340529,5.029714647,7.637055176,141.592536,40.89951478,2.888536071,9.1,11.18881686,15.84252954,38.73525059,2.418087639,8.792877986,21.49873424
719,45811,LMF-invivo,ILRI-15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,"	Fabales",Tree,F25-2122,16,40,1,1,92,0.5002,455.83226,199.83226,0.391666667,42,0.71875,71.5,9.2,40,0.395833333,75,13,Muestra Henificada,29.5,35,23.78455657,28.09896451,51.88352108,2.188179204,3.652865386,5.84104459,113.8215208,43.83899025,3.851555482,9.2,11.25799574,12.81402196,29.22973793,-8.293501261,7.112003884,16.22301026
720,45811,LMF-invivo,ILRI-15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,"	Fabales",Tree,F25-2122,16,40,1,2,93,0.5,455.65,215.15,0.391666667,41,0.719444444,73.5,9.1,39.5,0.395833333,74,13.2,Muestra Henificada,32.5,34.5,26.43957684,27.65646113,54.09603797,2.406001492,3.650652869,6.056654361,118.7227872,47.21825963,3.97718591,9.1,11.19611452,13.29233921,28.15084528,-1.777362844,7.377478233,15.62420617
721,45811,LMF-invivo,ILRI-15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,"	Fabales",Tree,F25-2122,16,40,1,3,94,0.5,455.65,145.85,0.392361111,41.5,0.720138889,71,9.2,40,0.396527778,75,13,Muestra Henificada,29.5,35,23.78455657,28.09896451,51.88352108,2.188179204,3.652865386,5.84104459,113.8670494,32.0092176,2.811104508,9.2,11.25799574,12.81914757,40.04830024,-31.10447821,7.114848686,22.22749951
722,45811,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,16,40,1,1,96,0.2501,228.4239124,111.5239124,0.393055556,40,0.720833333,65.5,13.2,39,0.397222222,71,15.1,,25.5,32,20.24452955,25.44394424,45.68847378,2.6722779,3.84203558,6.51431348,200.0161599,48.82322136,2.44096384,13.2,14.25811138,28.51852686,58.41180909,#DIV/0!,15.8282758,32.41956463
723,45811,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,16,40,1,2,97,0.2501,228.4239124,7.923912393,0.393055556,40,0.720833333,63.5,14.1,39.5,0.397222222,70.5,15.2,,23.5,31,18.47451603,24.55893748,43.03345352,2.604906761,3.732958497,6.337865258,188.3929448,3.468950475,0.184133778,14.1,14.7277635,27.74606735,799.8404,#DIV/0!,15.39954742,443.9252601
724,45811,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,16,40,1,3,98,0.2501,228.4239124,88.32391239,0.393055556,40.5,0.721527778,65.5,13.5,40,0.397916667,72.5,15.2,,25,32.5,19.80202617,25.88644762,45.68847378,2.673273533,3.934740038,6.60801357,200.0161599,38.66666649,1.933177125,13.5,14.46319613,28.92872949,74.81568005,#DIV/0!,16.05594536,41.52399682
725,45811,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,16,40,1,1,100,0.2503,224.5018192,114.1018192,0.39375,39,0.721527778,72,13.4,39,0.397916667,72.5,16.4,,33,33.5,26.88208022,26.77145437,53.65353459,3.602198749,4.390518517,7.992717266,238.9893088,50.82445194,2.126641238,13.4,14.89690722,35.60201558,70.04899064,#DIV/0!,19.7597346,38.87840173
726,45811,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,16,40,1,2,101,0.25,224.2327399,81.93273992,0.39375,40,0.722222222,74,13.9,40,0.398611111,72,16.4,,34,32,27.76708697,25.44394424,53.21103121,3.859625089,4.172806855,8.032431944,237.3026848,36.53915122,1.539769819,13.9,15.0954262,35.82185165,98.03690139,#DIV/0!,19.88174742,54.41217641
727,45811,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,16,40,1,3,102,0.2502,224.4121261,108.0121261,0.394444444,39,0.722916667,72.5,14.6,39,0.399305556,71.5,16.6,,33.5,32.5,27.32458359,25.88644762,53.21103121,3.989389205,4.297150304,8.286539509,237.1129944,48.13114513,2.029882219,14.6,15.57297297,36.92554254,76.7186038,#DIV/0!,20.49431496,42.58015242
728,45811,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,16,40,1,1,103,0.5002,468.8421411,97.64214109,0.394444444,40.5,0.723611111,66,13.2,39.5,0.399305556,87,15,,25.5,47.5,20.24452955,39.16154896,59.4060785,2.6722779,5.874232344,8.546510244,126.7080608,20.82622967,1.643638893,13.2,14.38659218,18.22897196,87.52891065,#DIV/0!,10.11739482,48.58005975
729,45811,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,16,40,1,2,104,0.5004,469.029603,168.929603,0.395138889,40.5,0.723611111,64.5,12.6,40,0.4,86.5,15,,24,46.5,18.91701941,38.2765422,57.19356161,2.383544446,5.74148133,8.125025776,121.9401958,36.01683175,2.953647197,12.6,14.20618956,17.32305536,48.09711047,#DIV/0!,9.61459543,26.69472844
730,45811,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,16,40,1,3,105,0.5002,468.8421411,103.9421411,0.395138889,40.5,0.724305556,63.5,13.2,39.5,0.4,87.5,15,,23,48,18.03201266,39.60405234,57.63606499,2.380225671,5.94060785,8.320833521,122.932774,22.16996554,1.803421887,13.2,14.43685221,17.7476229,80.05255071,#DIV/0!,9.850237763,44.43055064
731,45811,,0,0,,0,,,,0,16,40,1,1,0,-,,0,0.395833333,38.5,0.725,41,-,38.5,0.401388889,42,,,,,,,,,,,,,,,,,,,,
732,45811,,0,0,,0,,,,0,16,40,1,2,0,-,,0,0.395833333,39.5,0.725,41,-,39.5,0.401388889,42.5,,,,,,,,,,,,,,,,,,,,
733,45811,,0,0,,0,,,,0,16,40,1,3,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,45811,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,16,40,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,45811,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,16,40,1,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,45817,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,16,41,2,1,1,,,0,0.345138889,40,0.675,43,,40,0.366666667,43.5,,,3,3.5,,,,,,,,,,,,,,,,
737,45817,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,BLANK 24 H,16,41,2,2,3,,,0,0.345833333,38.5,0.675,41,,38.5,0.366666667,42.5,,,2.5,4,,,,,,,,,,,,,,,,
738,45817,Breding ,CIAT-BR12_1362,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1701,16,41,2,1,4,0.5003,462.57738,404.17738,0.345833333,40.5,0.675,65.5,10.7,40,0.370833333,103,14.1,,25,63,20.28140483,53.10040537,73.38181019,2.170110317,7.487157157,9.657267473,158.6368322,87.37508522,5.507868761,10.7,13.16030151,20.87708541,23.89363668,78.09125418,11.5871436,13.26138174
739,45817,Breding ,CIAT-BR12_1362,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1701,16,41,2,2,5,0.5001,462.39246,281.39246,0.346527778,41,0.676388889,69,11.5,40.5,0.371527778,105,14,,28,64.5,22.9364251,54.4279155,77.3643406,2.637688886,7.61990817,10.25759706,167.3131534,60.85576309,3.637237231,11.5,13.25881792,22.18374637,36.45299187,32.07073855,12.31236304,20.23204116
740,45817,Breding ,CIAT-BR12_1362,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1701,16,41,2,3,6,0.5004,462.66984,300.36984,0.347222222,40,0.679166667,70,10.6,40,0.371527778,106,14.2,,30,66,24.70643861,55.75542563,80.46186424,2.618882492,7.91727044,10.53615293,173.9077357,64.92098988,3.733070851,10.6,13.09459212,22.77250865,35.07726652,39.12536205,12.63913629,19.46848979
741,45817,Breding ,CIAT-BR12_2462,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1702,16,41,2,1,7,0.5,478.575,271.975,0.347222222,40.5,0.680555556,64.5,12.3,40.5,0.372222222,98,12.7,,24,57.5,19.39639807,48.23286821,67.62926628,2.385756963,6.125574262,8.511331225,141.3138302,56.83017291,4.021557751,12.3,12.58527808,17.78473849,31.29453525,26.4756415,9.870837559,17.36900849
742,45817,Breding ,CIAT-BR12_2462,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1702,16,41,2,2,8,0.5,478.575,276.075,0.347916667,40.5,0.680555556,70,14.3,40.5,0.372916667,89,13.7,,29.5,48.5,24.26393523,40.2678074,64.53174263,3.469742738,5.516689614,8.986432352,134.841441,57.68688293,4.278127147,14.3,13.9256,18.77747971,32.55069221,27.93474058,10.42182611,18.06619734
743,45817,Breding ,CIAT-BR12_2462,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1702,16,41,2,3,9,0.5001,478.670715,263.270715,0.347916667,40.5,0.68125,65.5,12.4,40,0.372916667,99,12.6,,25,59,20.28140483,49.56037834,69.84178317,2.514894199,6.244607671,8.75950187,145.9077837,55.00038059,3.769530259,12.4,12.54192186,18.29964022,33.2718429,23.3592448,10.15661693,18.46644845
744,45817,Breding ,CIAT-BR12_3868,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1703,16,41,2,1,10,0.5001,470.84415,277.94415,0.348611111,40,0.681944444,56,9.5,35,0.373611111,88,14.2,Se regó la muestra,16,53,12.31634402,44.2503378,56.56668183,1.170052682,6.283547968,7.45360065,120.1388651,59.03102969,4.91356645,9.5,13.17666232,15.83029257,26.81690063,24.59236093,8.786086258,14.88384381
745,45817,Breding ,CIAT-BR12_3868,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1703,16,41,2,2,11,0.5002,470.9383,274.9383,0.348611111,41,0.682638889,62.5,9.8,40,0.374305556,96,14.2,,21.5,56,17.18388118,46.90535807,64.08923925,1.684020356,6.660560846,8.344581202,136.088399,58.38095988,4.289929217,9.8,13.02025316,17.71905407,30.35074125,23.39584002,9.834381568,16.84518649
746,45817,Breding ,CIAT-BR12_3868,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1703,16,41,2,3,12,0.5003,471.03245,288.63245,0.349305556,40.5,0.683333333,60.5,10.5,40.5,0.374305556,97,14,,20,56.5,15.85637105,47.34786145,63.2042325,1.66491896,6.628700603,8.293619563,134.1823318,61.27655324,4.566663317,10.5,13.12193699,17.60732103,28.73418967,28.72547992,9.772367797,15.9479724
747,45817,Breding ,CIAT-BR15_2558,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1704,16,41,2,1,13,0.5002,466.38648,278.78648,0.349305556,40,0.683333333,70.5,11,39.5,0.375,99,14.3,,30.5,59.5,25.14894199,50.00288172,75.1518237,2.766383618,7.150412086,9.916795704,161.1363685,59.77584942,3.709643576,11,13.19568204,21.26304284,35.5712935,29.99016521,11.80135665,19.74268331
748,45817,Breding ,CIAT-BR15_2558,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1704,16,41,2,2,14,0.5,466.2,286.7,0.35,40.5,0.684027778,70,11.6,40,0.375694444,100,14.1,,29.5,60,24.26393523,50.4453851,74.70932033,2.814616487,7.112799299,9.927415785,160.2516524,61.4972115,3.837539931,11.6,13.28805528,21.29432815,34.62649384,32.98618309,11.81872054,19.21830316
749,45817,Breding ,CIAT-BR15_2558,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1704,16,41,2,3,15,0.5004,466.57296,252.87296,0.35,40,0.684722222,70.5,11.4,39.5,0.375694444,95,14.3,,30.5,55.5,25.14894199,46.46285469,71.61179668,2.866979386,6.644188221,9.511167608,153.4846698,54.1979458,3.531163464,11.4,13.2815654,20.38516679,37.61243435,20.28186547,11.31412025,20.8755518
750,45817,Breding ,CIAT-BR15_2811,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1705,16,41,2,1,16,0.5,468.1,295.2,0.350694444,40.5,0.685416667,66,11.6,40,0.376388889,99.5,13.3,,25.5,59.5,20.72390821,50.00288172,70.72678992,2.403973352,6.650383269,9.05435662,151.0933346,63.06344798,4.173807412,11.6,12.80187696,19.34278278,30.67193977,33.78172818,10.73557909,17.02345723
751,45817,Breding ,CIAT-BR15_2811,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1705,16,41,2,2,17,0.5004,468.47448,301.07448,0.350694444,40,0.686111111,69,10.8,40,0.376388889,100,13.5,,29,60,23.82143185,50.4453851,74.26681695,2.57271464,6.810126988,9.382841628,158.5290557,64.266997,4.053956967,10.8,12.63396226,20.02850108,31.16451992,35.93939942,11.11616461,17.29684773
752,45817,Breding ,CIAT-BR15_2811,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1705,16,41,2,3,18,0.5,468.1,294.2,0.351388889,41,0.186111111,69,11,40.5,0.377083333,100.5,13.5,,28,60,22.9364251,50.4453851,73.38181019,2.52300676,6.810126988,9.333133749,156.7652429,62.84981841,4.009167929,11,12.71859296,19.93833315,31.72377209,33.39874223,11.06611985,17.60724236
753,45817,Breding ,CIAT-BR15_2891,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1706,16,41,2,1,19,0.5004,469.15002,243.35002,0.351388889,40,0.686805556,67.5,12.3,39.5,0.377777778,95,14.5,,27.5,55.5,22.49392172,46.46285469,68.95677641,2.766752371,6.737113931,9.503866302,146.9823585,51.87040597,3.529022565,12.3,13.78235294,20.2576274,39.05430664,18.28591846,11.24333369,21.67581587
754,45817,Breding ,CIAT-BR15_2891,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1706,16,41,2,2,20,0.5003,469.056265,299.356265,0.352083333,41,0.688194444,69,12.8,40,0.377777778,100.5,14.2,,28,60.5,22.9364251,50.88788848,73.82431357,2.935862412,7.226080163,10.16194258,157.3890364,63.82097146,4.054982031,12.8,13.76503497,21.66465589,33.94598264,38.57550332,12.02425884,18.84060767
755,45817,Breding ,CIAT-BR15_2891,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1706,16,41,2,3,21,0.5002,468.96251,266.26251,0.352083333,40,0.688888889,68,11.9,39,0.378472222,100,14.2,,28,61,22.9364251,51.33039185,74.26681695,2.729434586,7.288915643,10.01835023,158.3640811,56.77692871,3.585215052,11.9,13.48967229,21.36279557,37.62583861,26.61617778,11.85672114,20.8829914
756,45817,Breding ,CIAT-BR19_1343,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1707,16,41,2,1,22,0.5004,470.8764,267.2764,0.352777778,41,0.689583333,66,11.6,40,0.379166667,94,14,,25,54,20.28140483,45.13534456,65.41674939,2.35264296,6.318948239,8.671591198,138.9255214,56.76147711,4.085748719,11.6,13.25591883,18.41585435,32.44428314,26.60863466,10.22111778,18.00713846
757,45817,Breding ,CIAT-BR19_1343,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1707,16,41,2,2,23,0.5002,470.6882,264.1882,0.352777778,40.5,0.690972222,67.5,10.6,39.5,0.379861111,96.5,13.9,,27,57,22.05141834,47.79036483,69.84178317,2.337450344,6.642860711,8.980311055,148.3822691,56.12806949,3.78266688,10.6,12.85807814,19.07910811,33.99209751,25.53351353,10.58923509,18.86620222
758,45817,Breding ,CIAT-BR19_1343,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1707,16,41,2,3,24,0.5004,470.8764,275.3764,0.353472222,40,0.690972222,64.5,11.1,40,0.379861111,97,13.7,,24.5,57,19.83890145,47.79036483,67.62926628,2.202118061,6.547279982,8.749398042,143.6242425,58.48167375,4.071852545,11.1,12.93729553,18.58109271,31.77250499,29.52842866,10.31282793,17.63428997
759,45817,Breding ,CIAT-CIAT_26110,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1708,16,41,2,1,25,0.5,469.45,258.25,0.353472222,40,0.691666667,67.5,12.3,39.5,0.380555556,95,14.6,,27.5,55.5,22.49392172,46.46285469,68.95677641,2.766752371,6.783576785,9.550329157,146.8884363,55.0111833,3.745099662,12.3,13.84973262,20.34365568,36.98094543,31.49258916,11.29108087,20.52506452
760,45817,Breding ,CIAT-CIAT_26110,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1708,16,41,2,2,26,0.5002,469.63778,218.33778,0.354166667,41.5,0.692361111,68.5,13.1,41,0.38125,101,14.7,,27,60,22.05141834,50.4453851,72.49680344,2.888735802,7.415471609,10.30420741,154.367486,46.49067628,3.011688373,13.1,14.21332655,21.94075488,47.19388194,18.51785638,12.17749855,26.19342098
761,45817,Breding ,CIAT-CIAT_26110,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1708,16,41,2,3,27,0.5003,469.73167,253.13167,0.354166667,40,0.693055556,68.5,12.6,39,0.381944444,100.5,14.8,,28.5,61.5,23.37892847,51.77289523,75.1518237,2.945744988,7.662388494,10.60813348,159.9888373,53.88856791,3.368270489,12.6,14.11560353,22.58338996,41.90757119,29.78310936,12.53417215,23.25942706
762,45817,Breding ,CIAT-CIAT_26646,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1709,16,41,2,1,28,0.5004,468.17424,246.27424,0.354861111,41,0.69375,65.5,11.4,41,0.382638889,98,14.6,,24.5,57,19.83890145,47.79036483,67.62926628,2.261634765,6.977393265,9.23902803,144.4531982,52.60311631,3.641533519,11.4,13.6612868,19.7341657,37.51520269,21.84535627,10.95280339,20.82158654
763,45817,Breding ,CIAT-CIAT_26646,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1709,16,41,2,2,29,0.5003,468.08068,252.28068,0.354861111,40,0.69375,66.5,10.4,39,0.382638889,98,14.4,,26.5,59,21.60891496,49.56037834,71.1692933,2.247327156,7.136694481,9.384021637,152.044928,53.89683676,3.544796756,10.4,13.18549223,20.04787217,37.196751,23.97862439,11.1269159,20.64484035
764,45817,Breding ,CIAT-CIAT_26646,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1709,16,41,2,3,30,0.5006,468.36136,243.76136,0.354861111,40.5,0.694444444,65.5,10.9,40,0.383333333,98,14.4,,25,58,20.28140483,48.67537159,68.95677641,2.210673126,7.009253508,9.219926634,147.2298578,52.04557438,3.534987751,10.9,13.37058824,19.68549804,37.82357727,20.92600278,10.92579199,20.99273977
765,45817,Breding ,CIAT-CIAT_6297,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1710,16,41,2,1,31,0.5,475.5,256.6,0.355555556,39.5,0.695138889,67.5,12.2,39,0.383333333,97,14.5,,28,58,22.9364251,48.67537159,71.61179668,2.798243862,7.05792888,9.856172741,150.6031476,53.96424816,3.58320852,12.2,13.76333677,20.72801838,38.41064981,25.64084665,11.50440882,21.31857519
766,45817,Breding ,CIAT-CIAT_6297,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1710,16,41,2,2,32,0.5003,475.7853,247.6853,0.35625,40,0.695833333,67,13,40,0.384027778,97,14.6,,27,57,22.05141834,47.79036483,69.84178317,2.866684384,6.977393265,9.844077649,146.7926461,52.05820777,3.546377094,13,14.09482577,20.69016771,39.74429508,22.56211883,11.48340104,22.05877138
767,45817,Breding ,CIAT-CIAT_6297,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1710,16,41,2,3,33,0.5004,475.8804,245.7804,0.35625,39,0.695833333,67,12,38.5,0.384722222,93.5,14.8,,28,55,22.9364251,46.02035132,68.95677641,2.752371011,6.811011995,9.563383006,144.9035859,51.6475148,3.564267542,12,13.8686631,20.09619015,38.91027521,21.89874785,11.15373322,21.59587593
768,45817,Breding ,CIAT-BR12_4400,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1711,16,41,2,1,34,0.5002,469.83786,277.53786,0.35625,40.5,0.696527778,74.5,11.5,39.5,0.385416667,98,14.7,,34,58.5,28.24646563,49.11787496,77.3643406,3.248343548,7.22032762,10.46867117,164.6617848,59.07098674,3.587413243,11.5,13.53164919,22.28145507,37.71979494,28.80053361,12.36659306,20.93513878
769,45817,Breding ,CIAT-BR12_4400,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1711,16,41,2,2,35,0.5001,469.74393,259.24393,0.356944444,40,0.697222222,73,12.1,40,0.385416667,98.5,14.7,,33,58.5,27.36145888,49.11787496,76.47933384,3.310736524,7.22032762,10.53106414,162.810691,55.18835124,3.389725263,12.1,13.76981678,22.41873385,40.62222072,22.04636207,12.44278515,22.5460353
770,45817,Breding ,CIAT-BR12_4400,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1711,16,41,2,3,36,0.5005,470.11965,192.51965,0.357638889,41,0.697916667,73.5,12.3,40,0.386111111,99,14.8,,32.5,59,26.9189555,49.56037834,76.47933384,3.311031526,7.334935994,10.64596752,162.6805726,40.95120253,2.517276764,12.3,13.92005786,22.64522983,55.29808267,-2.720357434,12.56849434,30.69139259
771,45817,Breding ,CIAT-BR15_3434,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1712,16,41,2,1,37,0.5004,473.45346,288.65346,0.357638889,40,0.697916667,73,12.6,39.5,0.386111111,98.5,14.4,,33,59,27.36145888,49.56037834,76.92183722,3.447543818,7.136694481,10.5842383,162.4696907,60.96765245,3.752555457,12.6,13.75973154,22.35539328,36.6676301,30.44222124,12.40763004,20.3511691
772,45817,Breding ,CIAT-BR15_3434,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-1712,16,41,2,2,38,0.5001,473.169615,221.969615,0.357638889,40.5,0.698611111,70.5,12.9,38,0.386805556,98,14.6,,30,60,24.70643861,50.4453851,75.1518237,3.18713058,7.365026224,10.5521568,158.826394,46.91121491,2.953615815,12.9,14.04111874,22.30100258,47.53874446,5.392880538,12.37744226,26.38482564
