32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibillity_in_24h,32_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
2130,45873,Breding ,CIAT-BR12_1889,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2110,20,54,3,1,12,0.5359,0.761,,0.2251,264.4225003,54.01641398,282.7158043,57.61580427,20.37940695,
2131,45873,Breding ,CIAT-BR12_1889,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2110,20,54,3,2,13,0.5284,0.7373,,0.2089,273.7715603,56.72005207,278.7591546,69.85915465,25.0607571,
2132,45873,Breding ,CIAT-BR12_1889,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2110,20,54,3,3,14,0.5746,0.805,,0.2304,294.4733508,56.10369632,303.1321163,72.73211632,23.99353694,
2133,45873,Breding ,CIAT-BR12_4039,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2111,20,54,3,1,15,0.5697,0.7975,,0.2278,296.928932,56.58710886,324.4803311,96.68033115,29.79543654,
2134,45873,Breding ,CIAT-BR12_4039,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2111,20,54,3,2,16,0.5605,0.7995,,0.239,277.255163,53.70506348,319.2403469,80.24034686,25.13477624,
2135,45873,Breding ,CIAT-BR12_4039,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2111,20,54,3,3,17,0.578,0.8066,,0.2286,303.7737453,57.0602416,329.2077083,100.6077083,30.56055668,
2136,45873,Breding ,CIAT-BR12_4856,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2112,20,54,3,1,18,0.5488,0.8176,,0.2688,239.2871712,47.09569238,323.2768734,54.47687339,16.85146012,
2137,45873,Breding ,CIAT-BR12_4856,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2112,20,54,3,2,19,0.5161,0.7759,,0.2598,218.0130267,45.62726726,304.014567,44.21456698,14.54356856,
2138,45873,Breding ,CIAT-BR12_4856,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2112,20,54,3,3,20,0.5308,0.7934,,0.2626,228.8225045,46.56329378,312.6737689,50.07376894,16.01470092,
2139,45873,Breding ,CIAT-BR12_5049,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2113,20,54,3,1,21,0.5559,0.8064,,0.2505,262.3306926,51.15346963,310.76076,60.26076001,19.39136718,
2140,45873,Breding ,CIAT-BR12_5049,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2113,20,54,3,2,22,0.5511,0.84,,0.2889,219.5025808,43.17495408,308.0774507,19.17745069,6.224879702,
2141,45873,Breding ,CIAT-BR12_5049,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2113,20,54,3,3,23,0.5588,0.8183,,0.2595,256.0060101,49.66111065,312.3819261,52.88192605,16.92861259,
2142,45873,Breding ,CIAT-BR15_1851,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2114,20,54,3,1,24,0.5301,0.7931,,0.263,225.5811678,46.17066369,290.4170895,27.41708949,9.440590958,
2143,45873,Breding ,CIAT-BR15_1851,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2114,20,54,3,2,25,0.5791,0.8464,,0.2673,266.4433584,49.91975155,317.2619063,49.96190629,15.74784281,
2144,45873,Breding ,CIAT-BR15_1851,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2114,20,54,3,3,26,0.577,0.8711,,0.2941,237.707836,44.69806947,316.1114141,22.01141414,6.963182333,
2145,45873,Breding ,CIAT-BR15_3025,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2115,20,54,3,1,27,0.5511,0.8146,,0.2635,243.6419423,48.04215979,303.9909227,40.49092265,13.31978018,
2146,45873,Breding ,CIAT-BR15_3025,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2115,20,54,3,2,28,0.5897,0.8374,,0.2477,294.9630437,54.35473212,325.2829742,77.58297421,23.85091762,
2147,45873,Breding ,CIAT-BR15_3025,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2115,20,54,3,3,29,0.563,0.8189,,0.2559,262.1927482,50.60729939,310.5550525,54.65505254,17.59915097,
2148,45873,Breding ,CIAT-BR15_3248,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2116,20,54,3,1,30,0.5632,0.8227,,0.2595,259.5561954,50.00541323,305.142959,45.64295896,14.95789354,
2149,45873,Breding ,CIAT-BR15_3248,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2116,20,54,3,2,31,0.5737,0.8218,,0.2481,280.6332019,53.07652345,310.8318813,62.73188131,20.18193277,
2150,45873,Breding ,CIAT-BR15_3248,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2116,20,54,3,3,32,0.5639,0.8241,,0.2602,259.5013292,49.93278151,305.5222204,45.32222045,14.83434507,
2151,45873,Breding ,CIAT-BR15_7659,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2117,20,54,3,1,33,0.5284,0.7882,,0.2598,233.3610216,47.31943754,296.4817471,36.68174714,12.37234585,
2152,45873,Breding ,CIAT-BR15_7659,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2117,20,54,3,2,34,0.5362,0.8086,,0.2724,228.0408399,45.5679916,300.8582756,28.45827558,9.459030343,
2153,45873,Breding ,CIAT-BR15_7659,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2117,20,54,3,3,35,0.5694,0.8114,,0.242,289.426733,54.46220806,319.4865761,77.48657612,24.2534685,
2154,45873,Breding ,CIAT-BR15_8919,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2118,20,54,3,1,36,0.5242,0.7859,,0.2617,228.514112,46.61516394,309.852612,48.15261202,15.5404893,
2155,45873,Breding ,CIAT-BR15_8919,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2118,20,54,3,2,37,0.526,0.7666,,0.2406,251.2974111,51.087362,310.9165851,70.31658512,22.61590037,
2156,45873,Breding ,CIAT-BR15_8919,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2118,20,54,3,3,38,0.5311,0.8058,,0.2747,221.9667586,44.69128541,313.9311756,39.23117559,12.49674408,
2157,45873,Breding ,CIAT-BR19_5515,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2119,20,54,3,1,39,0.5398,0.8031,,0.2633,235.6203973,47.2260502,303.7686775,40.46867753,13.32220223,
2158,45873,Breding ,CIAT-BR19_5515,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2119,20,54,3,2,40,0.5256,0.7816,,0.256,229.7957777,47.30295904,295.7777268,39.77772677,13.44852001,
2159,45873,Breding ,CIAT-BR19_5515,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2119,20,54,3,3,41,0.5535,0.8208,,0.2673,244.2828824,47.7504019,311.4782568,44.17825679,14.18341596,
2160,45873,Breding ,CIAT-BR19_5877,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2120,20,54,3,1,42,0.5284,0.7806,,0.2522,241.7867621,48.94600031,300.7648239,48.5648239,16.14710898,
2161,45873,Breding ,CIAT-BR19_5877,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2120,20,54,3,2,43,0.5413,0.7588,,0.2175,288.5466206,57.01977028,308.1074928,90.60749277,29.40775375,
2162,45873,Breding ,CIAT-BR19_5877,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2120,20,54,3,3,44,0.5069,0.7272,,0.2203,253.5869979,53.512124,288.5270425,68.22704246,23.64667169,
2163,45873,Breding ,CIAT-BR19_6136,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2121,20,54,3,1,45,0.5409,0.8238,,0.2829,219.7176868,43.71467471,304.5201573,21.62015732,7.099745878,
2164,45873,Breding ,CIAT-BR19_6136,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2121,20,54,3,2,46,0.5313,0.8633,,0.332,161.6971289,32.75229274,299.1154734,-32.88452656,-10.99392358,
2165,45873,Breding ,CIAT-BR19_6136,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2121,20,54,3,3,47,0.5569,0.8937,,0.3368,180.6852834,34.91602355,313.5279638,-23.27203622,-7.42263495,
2166,45873,Genetic bank,CIAT-798,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,F25-1651,20,54,3,1,48,0.54,0.7477,,0.2077,292.4079327,58.46896512,297.6933795,89.99337947,30.23022535,
2167,45873,Genetic bank,CIAT-798,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,F25-1651,20,54,3,2,49,0.549,0.9228,,0.3738,134.643065,26.48144389,302.6549358,-71.1450642,-23.50698957,
2168,45873,Genetic bank,CIAT-798,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,F25-1651,20,54,3,3,50,0.521,0.7277,,0.2067,275.8115425,57.16164655,287.2189828,80.51898279,28.03400458,
2169,45873,0,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,0,0,0,BLANK 8H,20,54,3,1,54,,,,,,,,,,
2170,45873,0,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,0,0,0,BLANK 8H,20,54,3,2,55,,,,,,,,,,
2171,45873,Genetic bank,CIAT-822,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-1652,20,54,3,1,51,0.5383,0.9127,,0.3744,131.8823615,26.04917167,288.0375223,-86.36247774,-29.98306508,
2172,45873,Genetic bank,CIAT-822,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-1652,20,54,3,2,52,0.5672,0.8271,,0.2599,273.5634134,51.28063266,303.5015468,43.60154676,14.36616954,
2173,45873,Genetic bank,CIAT-822,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-1652,20,54,3,3,53,0.5594,0.8208,,0.2614,264.7273509,50.31621155,299.3278654,37.92786541,12.67101055,
2174,45873,Genetic bank,CIAT-852,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1653,20,54,3,1,56,0.5389,0.9741,,0.4352,70.11804287,13.87602201,236.4979463,-198.7020537,-84.01851129,
2175,45873,Genetic bank,CIAT-852,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1653,20,54,3,2,57,0.5454,0.8727,,0.3273,184.1129905,36.00084353,239.3504916,-87.94950843,-36.74507115,
2176,45873,Genetic bank,CIAT-852,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1653,20,54,3,3,58,0.5598,1.0277,,0.4679,57.01564372,10.86186788,245.6699765,-222.2300235,-90.45876369,
2177,45873,Genetic bank,CIAT-907,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,F25-1654,20,54,3,1,59,0.5464,0.8241,,0.2777,230.2741966,45.33186886,322.1111501,44.41115013,13.78752338,
2178,45873,Genetic bank,CIAT-907,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,F25-1654,20,54,3,2,60,0.5556,0.9811,,0.4255,91.02720288,17.62292525,327.5346907,-97.96530927,-29.9099033,
2179,45873,Genetic bank,CIAT-907,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,F25-1654,20,54,3,3,61,0.5561,0.8541,,0.298,218.9920402,42.35888044,327.8294484,29.82944837,9.099075302,
2180,45873,Genetic bank,CIAT-1992,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,20,54,3,1,62,0.5557,0.9712,,0.4155,98.33526304,19.1375077,317.4213885,-98.07861149,-30.89855159,
2181,45873,Genetic bank,CIAT-1992,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,20,54,3,2,63,0.5648,0.8588,,0.294,228.2496969,43.7050894,322.6193994,28.61939937,8.870948068,
2182,45873,Genetic bank,CIAT-1992,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,20,54,3,3,64,0.5602,0.9222,,0.362,155.9962468,30.11532376,319.9918334,-42.00816655,-13.12788708,
2183,45873,Genetic bank,CIAT-3001,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,F25-1656,20,54,3,1,65,0.5278,0.9488,,0.421,77.74898473,15.5888006,300.3520567,-120.6479433,-40.16884208,
2184,45873,Genetic bank,CIAT-3001,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,F25-1656,20,54,3,2,66,0.5369,0.855,,0.3181,189.2481052,37.30143135,305.5305404,-12.56945959,-4.113978123,
2185,45873,Genetic bank,CIAT-3001,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,F25-1656,20,54,3,3,67,0.5203,0.8709,,0.3506,141.0617976,28.69081923,296.0840756,-54.51592443,-18.41231222,
2186,45873,Genetic bank,CIAT-3304,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,20,54,3,1,68,0.5381,0.8889,,0.3508,159.9148285,31.31196111,295.3972678,-55.40273217,-18.75532993,
2187,45873,Genetic bank,CIAT-3304,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,20,54,3,2,69,0.5209,0.7415,,0.2206,273.7901768,55.37937234,285.9550954,65.35509536,22.85502039,
2188,45873,Genetic bank,CIAT-3304,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,20,54,3,3,70,0.5276,0.8749,,0.3473,153.4491981,30.64392288,289.6331509,-57.66684909,-19.91030685,
2189,45873,Genetic bank,CIAT-5713,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-1658,20,54,3,1,71,0.535,0.8306,,0.2956,210.736909,41.61989878,236.0023838,-59.59761616,-25.25297211,
2190,45873,Genetic bank,CIAT-5713,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-1658,20,54,3,2,72,0.5517,0.9524,,0.4007,121.442192,23.25845217,243.3691872,-157.3308128,-64.64697301,
2191,45873,Genetic bank,CIAT-5713,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-1658,20,54,3,3,73,0.5723,0.8321,,0.2598,281.838529,52.03443144,252.4563818,-7.343618187,-2.908866131,
2192,45873,Genetic bank,CIAT-7381,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,20,54,3,1,74,0.535,0.9978,,0.4628,42.61920124,8.432446004,231.980974,-230.819026,-99.49911925,
2193,45873,Genetic bank,CIAT-7381,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,20,54,3,2,75,0.5506,0.8985,,0.3479,172.2566583,33.11630363,238.7452791,-109.1547209,-45.72015889,
2194,45873,Genetic bank,CIAT-7381,Galactia,glaucescens,Galactia glaucescens,Fabaceae,Fabales,Herbaceous,F25-1659,20,54,3,3,76,0.5519,1.0176,,0.4657,55.68477975,10.68016979,239.3089711,-226.3910289,-94.6019816,
2195,45873,Genetic bank,CIAT-7799,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,F25-1660,20,54,3,1,77,0.5366,0.9497,,0.4131,88.42208795,17.6307465,342.7373014,-70.36269864,-20.52962965,
2196,45873,Genetic bank,CIAT-7799,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,F25-1660,20,54,3,2,78,0.5856,1.1112,,0.5256,21.71892416,3.968239212,374.034595,-151.565405,-40.52176109,
2197,45873,Genetic bank,CIAT-7799,Dioclea,guianensis,Dioclea guianensis,Fabaceae,Fabales,Climber,F25-1660,20,54,3,3,79,0.5215,0.9246,,0.4031,84.30918537,17.29741414,333.0926252,-70.00737484,-21.01738962,
2198,45873,Genetic bank,CIAT-7803,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,F25-1661,20,54,3,1,80,0.5351,0.9663,,0.4312,73.0921115,14.49400255,329.0359498,-102.1640502,-31.04951003,
2199,45873,Genetic bank,CIAT-7803,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,F25-1661,20,54,3,2,81,0.5204,0.8859,,0.3655,124.9384504,25.47484813,319.9968385,-45.50316153,-14.21987847,
2200,45873,Genetic bank,CIAT-7803,Dioclea,holtiana,Dioclea holtiana,Fabaceae,Fabales,Climber,F25-1661,20,54,3,3,82,0.5358,0.9557,,0.4199,85.05180964,16.84354982,329.4663836,-90.43361635,-27.44851094,
2201,45873,Genetic bank,CIAT-8182,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,20,54,3,1,84,0.5883,0.9099,,0.3216,227.419469,41.42284233,319.7408606,-1.859139436,-0.58145194,
2202,45873,Genetic bank,CIAT-8182,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,20,54,3,2,85,0.5657,1.154,,0.5883,-60.37153899,-11.43555301,307.4577678,-280.8422322,-91.34335233,
2203,45873,Genetic bank,CIAT-8182,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,F25-1662,20,54,3,3,86,0.5347,0.9542,,0.4195,79.49831731,15.93158024,290.6092778,-128.8907222,-44.35189514,
2204,45873,Genetic bank,CIAT-8434,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1663,20,54,3,1,83,0.5457,1.0071,,0.4614,48.91668216,9.5855542,323.3369343,-138.0630657,-42.69944169,
2205,45873,Genetic bank,CIAT-8434,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1663,20,54,3,2,87,0.5481,1.0187,,0.4706,41.96106559,8.186549547,324.7589769,-145.8410231,-44.90746476,
2206,45873,Genetic bank,CIAT-8434,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1663,20,54,3,3,88,0.5143,0.8885,,0.3742,106.7526656,22.19608566,304.7318771,-69.46812295,-22.79647394,
2207,45873,Genetic bank,CIAT-8702,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-1664,20,54,3,1,89,0.5205,0.8205,,0.3,184.1111122,38.03075525,302.1335318,2.133531808,0.706155254,
2208,45873,Genetic bank,CIAT-8702,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-1664,20,54,3,2,90,0.5353,0.907,,0.3717,126.1764234,25.34291994,310.7244564,-60.97554356,-19.62367052,
2209,45873,Genetic bank,CIAT-8702,Calopogonium,caeruleum,Calopogonium caeruleum,Fabaceae,Fabales,Climber,F25-1664,20,54,3,3,91,0.5468,0.9765,,0.4297,78.87244217,15.50859536,317.3998371,-112.3001629,-35.38129193,
2210,45873,Genetic bank,CIAT-8816,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F25-1665,20,54,3,1,92,0.5514,0.7536,,0.2022,313.0611383,60.75776243,262.7541424,60.55414239,23.04593254,
2211,45873,Genetic bank,CIAT-8816,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F25-1665,20,54,3,2,93,0.5505,0.8372,,0.2867,227.7201245,44.26734369,262.3252727,-24.37472727,-9.291795263,
2212,45873,Genetic bank,CIAT-8816,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,F25-1665,20,54,3,3,94,0.5281,0.7456,,0.2175,275.9882248,55.92600004,251.6511835,34.15118353,13.57084161,
2213,45873,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,20,54,3,1,95,0.5369,0.8069,,0.27,220.3670474,44.93920393,204.5639685,-65.4360315,-31.98805341,
2214,45873,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,20,54,3,2,96,0.5346,0.6781,,0.1435,344.7663877,70.61030544,203.6876468,60.18764678,29.54899216,
2215,45873,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,20,54,3,3,97,0.4971,0.7628,,0.2657,188.3165008,41.47789793,189.3997928,-76.30020723,-40.28526437,
2216,45873,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,20,54,3,1,98,0.5381,0.6251,,0.087,395.6385494,81.97408804,#DIV/0!,#DIV/0!,#DIV/0!,
2217,45873,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,20,54,3,2,99,0.5196,0.7349,,0.2153,250.7453266,53.80277675,#DIV/0!,#DIV/0!,#DIV/0!,
2218,45873,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,20,54,3,3,100,0.5505,0.7081,,0.1576,336.1604933,68.08169099,#DIV/0!,#DIV/0!,#DIV/0!,
2219,45873,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,20,54,3,1,101,0.5475,0.9775,,0.43,83.17687375,16.20822722,#DIV/0!,#DIV/0!,#DIV/0!,
2220,45873,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,20,54,3,2,102,0.5351,0.8357,,0.3006,200.9542377,40.06630243,#DIV/0!,#DIV/0!,#DIV/0!,
2221,45873,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,20,54,3,3,103,0.54,0.8756,,0.3356,170.5470536,33.69515882,#DIV/0!,#DIV/0!,#DIV/0!,
2222,45873,0,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,0,0,0,Blank 24 H,20,54,3,1,104,,,,,,,,,,
2223,45873,0,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,0,0,0,Blank 24 H,20,54,3,2,105,,,,,,,,,,
2224,45880,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,21,55,1,1,1,,,,,,,,,,
2225,45880,0,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,0,0,0,BLANK 24 H,21,55,1,2,2,,,,,,,,,,
2226,45880,0,CIAT-BH16_1763,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2144,21,55,1,1,3,0.5214,0.7663,,0.2449,265.1890133,51.98877184,346.1830746,101.2830746,29.25708449,
2227,45880,0,CIAT-BH16_1763,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2144,21,55,1,2,4,0.5074,0.7516,,0.2442,252.1927222,50.80508052,336.8877869,92.68778687,27.51295549,
2228,45880,0,CIAT-BH16_1763,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2144,21,55,1,3,5,0.5054,0.7649,,0.2595,234.9361092,47.51596916,335.5598886,76.05988861,22.66656153,
2229,45880,0,CIAT-BH16B_2165,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2145,21,55,1,1,6,0.5241,0.7652,,0.2411,271.6321638,52.97739892,365.3971762,124.2971762,34.01700514,
2230,45880,0,CIAT-BH16B_2165,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2145,21,55,1,2,7,0.5242,0.7571,,0.2329,279.9299948,54.58533971,365.4668952,132.5668952,36.27329779,
2231,45880,0,CIAT-BH16B_2165,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2145,21,55,1,3,8,0.5129,0.7597,,0.2468,254.9750941,50.81461737,357.5886504,110.7886504,30.98214954,
2232,45880,0,CIAT-BH16B_2167,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2146,21,55,1,1,9,0.5429,0.8286,,0.2857,246.8618549,46.35364937,385.8204082,100.1204082,25.95000319,
2233,45880,0,CIAT-BH16B_2167,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2146,21,55,1,2,10,0.5425,0.8357,,0.2932,238.9694719,44.90476897,385.536142,92.33614196,23.9500612,
2234,45880,0,CIAT-BH16B_2167,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2146,21,55,1,3,11,0.5134,0.8337,,0.3203,183.3236071,36.40091618,364.8557701,44.55577011,12.21188583,
2235,45880,0,CIAT-CIAT_16886,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2147,21,55,1,1,12,0.5392,0.7783,,0.2391,289.5882306,54.77485857,374.3754599,135.2754599,36.13363439,
2236,45880,0,CIAT-CIAT_16886,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2147,21,55,1,2,13,0.5185,0.772,,0.2535,254.8917796,50.13688062,360.0031083,106.5031083,29.58394131,
2237,45880,0,CIAT-CIAT_16886,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2147,21,55,1,3,14,0.5087,0.7694,,0.2607,238.0828318,47.73276397,353.1988065,92.49880652,26.18887856,
2238,45880,0,CIAT-CIAT_16891,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2148,21,55,1,1,15,0.5164,0.7849,,0.2685,239.6406193,47.16029583,345.0652197,76.56521969,22.18862271,
2239,45880,0,CIAT-CIAT_16891,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2148,21,55,1,2,16,0.4996,0.7656,,0.266,225.6093211,45.89199419,333.8392404,67.83924042,20.32093062,
2240,45880,0,CIAT-CIAT_16891,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2148,21,55,1,3,17,0.5241,0.8231,,0.299,216.7174643,42.02251801,350.2104602,51.21046018,14.62276717,
2241,45880,0,CIAT-CIAT_26146,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F25-2149,21,55,1,1,18,0.5017,0.7681,,0.2664,229.1572739,46.24233887,359.4741686,93.07416857,25.89175432,
