"id_lab","net_gas_8h_ml","net_gas_8h_ml_SE","net_gas_24h_ml","net_gas_24h_ml_SE","ch4_8h_ml","ch4_8h_ml_SE","ch4_24h_ml","ch4_24h_ml_SE","ch4_percentage_in_gas_8h","ch4_percentage_in_gas_8h_SE","ch4_percentage_in_gas_24h","ch4_percentage_in_gas_24h_SE","gas_ml_g_dm_incubated_24h","gas_ml_g_dm_incubated_24h_SE","ch4_ml_g_ndf_digested_24h","ch4_ml_g_ndf_digested_24h_SE","methane_intensity","methane_intensity_SE","tddm","tddm_SE"
"F25-2121",31.2449393579458,1.04933318232563,75.999854705016,2.12642513802204,3.90294705368822,0.149119663687971,10.5292710679398,0.360538762436997,12.5956176667507,0.196266199626231,14.8807489434458,0.180870106832594,149.911465645913,4.8150398921608,9.98923818511194,10.7383968664465,66.9863227341668,34.7531969137203,46.679461028297,5.53415945436231
"F25-2144",35.1596613543291,1.04933318232562,84.5510023216828,2.12642513802207,4.40120807162906,0.149119663687968,11.7332486588325,0.360538762437008,12.6837758357022,0.19626619962623,14.8151346187668,0.180870106832593,160.118821382164,4.89986991013335,31.5175942744393,10.7383968664467,69.346400427583,35.3748687064395,52.8938047938595,5.6333228431403
"F25-2145",34.5696568498846,1.04933318232562,88.7302008916829,2.12642513802207,4.43206039051795,0.149119663687968,12.6937514088325,0.360538762437008,12.9837758357022,0.19626619962623,15.2151346187668,0.180870106832593,166.007321348831,4.89986991013335,36.5253358288838,10.7383968664467,71.1558046386941,35.3748687064395,54.1358424449706,5.6333228431403
"F25-2146",31.8163024987735,1.04933318232562,83.7151626072384,2.12642513802207,4.11071279840684,0.149119663687967,11.6508283066103,0.360538762437008,13.0726647245911,0.19626619962623,14.5151346187668,0.180870106832593,154.19680653772,4.89986991013335,30.7203819144393,10.7383968664467,71.3909317931385,35.3748687064395,49.1804922438595,5.6333228431403
"F25-2147",33.4879819265513,1.04933318232562,84.7968375283495,2.12642513802207,4.49028236285128,0.149119663687967,12.0150085866103,0.360538762437008,13.5726647245911,0.19626619962623,14.637356840989,0.180870106832593,156.316401082164,4.89986991013335,35.8085057022171,10.7383968664467,68.5103402464719,35.3748687064395,53.9155164949706,5.6333228431403
"F25-2148",31.0296298254402,1.04933318232562,79.6834651639051,2.12642513802207,4.00329920074017,0.149119663687967,11.2208543299436,0.360538762437008,13.0393313912578,0.19626619962623,14.8262457298779,0.180870106832593,146.035241571053,4.89986991013335,26.3538251344393,10.7383968664467,69.3157604164719,35.3748687064395,49.3596661360817,5.6333228431403
"F25-2149",31.4229661609957,1.04933318232562,87.6485259661273,2.12642513802207,4.04499285240684,0.149119663687967,12.3902678421659,0.360538762437008,13.0171091690355,0.19626619962623,14.8151346187668,0.180870106832593,159.342090182164,4.89986991013335,33.7897295566616,10.7383968664467,71.690023347583,35.3748687064395,51.3423695627484,5.6333228431403
"F25-2150",34.7663250187735,1.04933318232562,88.2385304716828,2.12642513802207,4.41015647329573,0.149119663687967,12.4193009799436,0.360538762437008,12.8504425023689,0.19626619962623,14.9484679521001,0.180870106832593,162.380570159942,4.89986991013335,30.2849194166616,10.7383968664467,71.3679688553608,35.3748687064395,52.2983480083039,5.6333228431403
"F25-2151",32.1113047521069,1.04933318232562,84.9443386572384,2.12642513802207,4.20134404585128,0.149119663687967,12.2346787366103,0.360538762437008,13.2282202801466,0.19626619962623,15.1706901743224,0.180870106832593,157.061574704387,4.89986991013335,30.6125269022171,10.7383968664467,71.7561440664719,35.3748687064395,51.8926745827484,5.6333228431403
"F25-2152",30.6854605309957,1.04933318232562,79.1426277005717,2.12642513802207,3.79456871829573,0.149119663687967,10.8526505466103,0.360538762437008,12.4948869468133,0.19626619962623,14.5484679521001,0.180870106832593,147.54375223772,4.89986991013335,25.2996488444393,10.7383968664467,69.9619213942496,35.3748687064395,47.7996208583039,5.6333228431403
