subset,requisitioner,no,id_lab,id,n_replicates,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
2,Genetic bank,39,F24-3628,CIAT-7746,2,Fabales,Fabaceae,Crotalaria,paulina,Crotalaria paulina,Herbaceous_legumes,14,92.06,22.45,77.55,14.81,21.01,43.06
2,Genetic bank,447,F25-1660,CIAT-7799,2,Fabales,Fabaceae,Dioclea,guianensis,Dioclea guianensis,Herbaceous_legumes,20,93.46,7.77,92.23,20.38,52.92,65.25
2,Genetic bank,449,F25-1661,CIAT-7803,2,Fabales,Fabaceae,Dioclea,holtiana,Dioclea holtiana,Herbaceous_legumes,20,94.24,11.45,88.55,20.31,41.02,58.24
2,Genetic bank,41,F24-3629,CIAT-7813,2,Fabales,Fabaceae,Indigofera,cryptantha,Indigofera cryptantha,Herbaceous_legumes,14,90.14,12.32,87.68,26.44,20.9,30.7
2,Genetic bank,43,F24-3630,CIAT-7831,2,Fabales,Fabaceae,Tephrosia,rhodesica,Tephrosia rhodesica,Shrub_Trees,14,93.6,17.2,82.8,21.67,19.27,51.96
2,Genetic bank,45,F24-3631,CIAT-7894,2,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,14,93.35,21.76,78.24,21.16,19.12,40.92
2,Genetic bank,429,F25-1651,CIAT-798,2,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,20,92.61,11.1,88.9,17.15,24.95,56.89
2,Genetic bank,47,F24-3632,CIAT-7991,2,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,14,92.96,23.02,76.97,24.54,23.24,39.11
2,Genetic bank,273,F25-0964,CIAT-8013,2,Fabales,Fabaceae,Crotalaria,paulina,Crotalaria paulina,Herbaceous_legumes,18,93.74,10.6,89.4,22.95,17.85,61.05
2,Genetic bank,275,F25-0965,CIAT-8156,2,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,18,94.11,9.97,90.03,24.22,33.74,58.74
2,Genetic bank,451,F25-1662,CIAT-8182,2,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,20,93.32,7.32,92.68,13.83,46.99,63.36
2,Genetic bank,49,F24-3633,CIAT-8202,2,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,14,92.66,17.52,82.48,24.37,22.99,45.97
2,Genetic bank,431,F25-1652,CIAT-822,2,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,20,94.05,6.64,93.36,17.01,26.72,46.8
2,Genetic bank,453,F25-1663,CIAT-8434,2,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,20,93.52,8.37,91.63,18.05,46.47,62.41
2,Genetic bank,321,F25-0988,CIAT-8512,2,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,18,92.94,10.36,89.64,22.41,30.93,50.42
2,Genetic bank,433,F25-1653,CIAT-852,2,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,20,93.77,9.56,90.44,14.73,45.62,63.41
2,Genetic bank,455,F25-1664,CIAT-8702,2,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,20,93.01,8.68,91.32,23.92,31.39,50.99
2,Genetic bank,457,F25-1665,CIAT-8816,2,Fabales,Fabaceae,Crotalaria,micans,Crotalaria micans,Herbaceous_legumes,20,93.45,9.29,90.71,25.38,21.11,41.72
2,Genetic bank,17,F24-3617,CIAT-887,2,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,14,92.18,12.7,87.3,21.0,25.91,44.12
2,Genetic bank,435,F25-1654,CIAT-907,2,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,20,92.97,9.28,90.72,16.71,33.35,61.77
2,Genetic bank,51,F24-3634,CIAT-9189,2,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,14,92.22,24.08,75.91,29.1,20.19,39.4
2,Genetic bank,19,F24-3618,CIAT-923,2,Fabales,Fabaceae,Galactia,latisiliqua,Galactia latisiliqua,Herbaceous_legumes,14,92.82,15.71,84.3,18.23,16.14,46.7
2,Genetic bank,277,F25-0966,CIAT-9323,2,Fabales,Fabaceae,Crotalaria,vitellina,Crotalaria vitellina,Herbaceous_legumes,18,92.4,6.06,93.94,25.36,17.48,45.44
2,Genetic bank,53,F24-3635,CIAT-9434,2,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,14,90.76,16.82,83.18,25.12,17.44,47.68
2,Genetic bank,279,F25-0967,CIAT-9537,2,Fabales,Fabaceae,Crotalaria,sagittalis,Crotalaria sagittalis,Herbaceous_legumes,18,91.78,13.02,86.98,22.86,19.84,50.48
2,Genetic bank,281,F25-0968,CIAT-9690,2,Fabales,Fabaceae,Aeschynomene,histrix,Aeschynomene histrix,Herbaceous_legumes,18,93.78,11.43,88.56,20.22,17.6,49.99
2,Genetic bank,283,F25-0969,CIAT-9900,2,Fabales,Fabaceae,Pueraria,phaseoloides,Pueraria phaseoloides,Herbaceous_legumes,18,92.79,10.57,89.43,18.92,32.74,55.46
2,Breding ,465,F25-2144,CIAT-BH-16-1763,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.83,11.86,88.14,7.2,30.68,67.87
2,Breding ,467,F25-2145,CIAT-BH-16-B-2165,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.83,10.78,89.22,6.57,31.35,71.26
2,Breding ,469,F25-2146,CIAT-BH-16-B-2167,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.1,11.51,88.49,6.34,34.92,72.45
2,Breding ,539,F25-2178,CIAT-BH-22-0071,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.09,13.53,86.47,7.41,36.88,70.97
2,Breding ,521,F25-2172,CIAT-BH-22-0132,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,96.53,10.96,89.04,6.6,35.42,71.89
2,Breding ,533,F25-2175,CIAT-BH-22-0456,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,96.71,10.99,89.01,6.02,29.8,67.9
2,Breding ,509,F25-2166,CIAT-BH-22-0528,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.21,13.78,86.22,8.77,36.8,73.56
2,Breding ,517,F25-2170,CIAT-BH-22-0765,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.49,10.75,89.25,9.79,36.16,72.26
2,Breding ,503,F25-2163,CIAT-BH-22-1258,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.73,12.53,87.47,7.02,34.18,71.11
2,Breding ,543,F25-2180,CIAT-BH-22-1267,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.72,10.32,89.68,5.99,32.77,70.79
2,Breding ,545,F25-2181,CIAT-BH-22-1303,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,96.86,11.54,88.46,7.59,35.25,72.12
2,Breding ,505,F25-2164,CIAT-BH-22-1370,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.72,15.36,84.64,8.67,29.64,66.17
2,Breding ,491,F25-2157,CIAT-BH-22-1375,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.27,13.89,86.11,7.61,32.47,67.66
2,Breding ,499,F25-2161,CIAT-BH-22-1706,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.71,11.63,88.37,5.66,34.58,72.37
2,Breding ,535,F25-2176,CIAT-BH-22-1832,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.35,10.82,89.18,6.64,32.6,72.56
2,Breding ,537,F25-2177,CIAT-BH-22-1872,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.63,11.57,88.43,6.9,33.73,71.31
2,Breding ,549,F25-2183,CIAT-BH-22-2046,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.08,10.35,89.65,6.71,32.18,70.29
2,Breding ,531,F25-2174,CIAT-BH-22-2074,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,96.84,13.34,86.66,7.65,31.56,67.8
2,Breding ,515,F25-2169,CIAT-BH-22-2189,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,96.9,15.59,84.41,8.01,33.24,68.2
2,Breding ,507,F25-2165,CIAT-BH-22-2225,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.06,10.2,89.8,6.62,36.25,73.12
2,Breding ,547,F25-2182,CIAT-BH-22-2508,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.89,13.19,86.81,8.68,33.88,70.43
2,Breding ,519,F25-2171,CIAT-BH-22-2531,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,96.45,12.34,87.66,6.22,33.04,71.22
2,Breding ,489,F25-2156,CIAT-BH-22-3115,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.62,11.25,88.75,5.65,33.37,70.99
2,Breding ,511,F25-2167,CIAT-BH-22-3507,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.94,12.18,87.82,6.61,35.29,71.87
2,Breding ,523,F25-2173,CIAT-BH-22-3521,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.41,11.34,88.66,8.41,27.69,67.79
2,Breding ,483,F25-2153,CIAT-BH-22-4092,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.22,14.52,85.48,7.39,30.64,67.4
2,Breding ,501,F25-2162,CIAT-BH-22-4169,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.63,12.27,87.73,7.41,35.74,72.26
2,Breding ,513,F25-2168,CIAT-BH-22-4253,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.97,13.12,86.88,8.47,32.1,68.01
2,Breding ,541,F25-2179,CIAT-BH-22-4454,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.61,11.16,88.84,6.53,31.12,68.58
2,Breding ,497,F25-2160,CIAT-BH-22-4865,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.48,15.16,84.84,8.77,32.48,67.33
2,Breding ,173,F25-1721,CIAT-BR-02-0465,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.88,13.78,86.22,13.86,32.8,65.62
2,Breding ,175,F25-1722,CIAT-BR-04-3025,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.84,11.31,88.69,12.25,32.72,67.42
2,Breding ,177,F25-1723,CIAT-BR-05-1435,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.06,14.7,85.29,16.1,30.82,63.96
2,Breding ,387,F25-2104,CIAT-BR-06-1348,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,19,93.09,14.48,85.52,12.23,25.64,59.76
2,Breding ,179,F25-1724,CIAT-BR-09-3660,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.24,13.64,86.36,12.77,29.05,61.25
2,Breding ,389,F25-2105,CIAT-BR-09-4467,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,19,92.31,14.63,85.37,13.66,24.32,58.96
2,Breding ,391,F25-2106,CIAT-BR-09-4777,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,19,93.68,13.68,86.32,12.76,24.43,58.97
2,Breding ,399,F25-2107,CIAT-BR-12-0255,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,91.85,14.23,85.77,14.96,24.63,57.34
2,Breding ,401,F25-2108,CIAT-BR-12-0461,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.82,14.72,85.28,13.24,25.6,60.79
2,Breding ,133,F25-1701,CIAT-BR-12-1362,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,92.46,14.02,85.98,16.89,28.12,57.62
2,Breding ,403,F25-2109,CIAT-BR-12-1620,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.55,13.79,86.21,13.22,25.38,60.36
2,Breding ,405,F25-2110,CIAT-BR-12-1889,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,91.35,15.09,84.91,14.82,23.39,57.75
2,Breding ,135,F25-1702,CIAT-BR-12-2462,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.72,15.58,84.42,12.21,34.75,58.72
2,Breding ,137,F25-1703,CIAT-BR-12-3868,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.15,19.08,80.92,16.3,28.24,54.33
2,Breding ,407,F25-2111,CIAT-BR-12-4039,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.11,13.6,86.4,15.17,27.47,61.84
2,Breding ,153,F25-1711,CIAT-BR-12-4400,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.93,15.3,84.7,14.38,28.07,57.48
2,Breding ,409,F25-2112,CIAT-BR-12-4856,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.58,12.91,87.09,13.01,27.75,63.63
2,Breding ,411,F25-2113,CIAT-BR-12-5049,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.25,14.47,85.53,14.56,26.52,60.6
2,Breding ,413,F25-2114,CIAT-BR-15-1851,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.17,14.82,85.18,11.25,26.14,59.44
2,Breding ,139,F25-1704,CIAT-BR-15-2558,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.24,14.12,85.88,15.0,26.56,57.46
2,Breding ,141,F25-1705,CIAT-BR-15-2811,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.62,16.26,83.74,15.86,29.12,55.78
2,Breding ,143,F25-1706,CIAT-BR-15-2891,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.76,14.84,85.16,15.5,29.38,58.9
2,Breding ,415,F25-2115,CIAT-BR-15-3025,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.02,14.14,85.86,12.32,26.72,59.94
2,Breding ,417,F25-2116,CIAT-BR-15-3248,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.16,15.9,84.1,13.91,24.29,58.79
2,Breding ,155,F25-1712,CIAT-BR-15-3434,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.62,14.2,85.8,15.08,28.26,56.12
2,Breding ,157,F25-1713,CIAT-BR-15-3811,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.3,14.72,85.28,15.49,26.74,58.32
2,Breding ,159,F25-1714,CIAT-BR-15-6547,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.74,15.54,84.46,15.81,27.02,58.24
2,Breding ,161,F25-1715,CIAT-BR-15-7121,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.82,15.2,84.8,17.04,26.45,56.48
2,Breding ,419,F25-2117,CIAT-BR-15-7659,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.33,13.73,86.27,12.33,26.95,60.12
2,Breding ,163,F25-1716,CIAT-BR-15-8887,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.77,12.99,87.01,14.76,27.6,59.44
2,Breding ,421,F25-2118,CIAT-BR-15-8919,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.52,13.49,86.51,11.76,26.98,63.21
2,Breding ,181,F25-1725,CIAT-BR-19-1264,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.3,15.61,84.39,18.56,25.08,56.3
2,Breding ,145,F25-1707,CIAT-BR-19-1343,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.1,14.51,85.49,16.19,29.84,58.92
2,Breding ,165,F25-1717,CIAT-BR-19-4678,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,92.76,15.1,84.9,15.2,27.94,53.89
2,Breding ,167,F25-1718,CIAT-BR-19-5029,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.62,15.34,84.66,15.06,27.74,59.08
2,Breding ,183,F25-1726,CIAT-BR-19-5217,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.2,14.22,85.78,13.46,28.8,60.7
2,Breding ,169,F25-1719,CIAT-BR-19-5357,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.56,15.44,84.56,15.75,28.56,58.4
2,Breding ,171,F25-1720,CIAT-BR-19-5381,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.58,14.1,85.9,14.96,30.84,62.0
2,Breding ,423,F25-2119,CIAT-BR-19-5515,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.43,14.53,85.47,11.19,26.96,60.89
2,Breding ,425,F25-2120,CIAT-BR-19-5877,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.49,13.01,86.99,12.43,26.07,60.59
2,Breding ,427,F25-2121,CIAT-BR-19-6136,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.92,14.79,85.21,13.33,25.87,59.53
2,Breding ,353,F25-2087,CIAT-CIAT-16021,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.48,11.82,88.18,12.61,32.73,70.7
2,Breding ,363,F25-2092,CIAT-CIAT-16025,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.4,14.73,85.27,14.43,32.3,68.73
2,Breding ,339,F25-2080,CIAT-CIAT-16031,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.77,13.21,86.79,13.82,32.37,65.74
2,Breding ,381,F25-2101,CIAT-CIAT-16071,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.03,13.63,86.37,16.96,28.87,66.51
2,Breding ,471,F25-2147,CIAT-CIAT-16886,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.05,11.56,88.44,7.95,34.95,70.81
2,Breding ,473,F25-2148,CIAT-CIAT-16891,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.4,12.85,87.15,6.7,31.56,67.91
2,Breding ,147,F25-1708,CIAT-CIAT-26110,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.89,11.93,88.07,12.76,33.24,65.67
2,Breding ,185,F25-1727,CIAT-CIAT-26124,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.03,12.82,87.18,14.6,31.6,64.88
2,Breding ,475,F25-2149,CIAT-CIAT-26146,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.78,12.18,87.82,6.52,34.83,72.54
2,Breding ,477,F25-2150,CIAT-CIAT-26149,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.44,14.71,85.29,6.87,29.44,67.52
2,Breding ,479,F25-2151,CIAT-CIAT-26160,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.1,14.13,85.87,6.85,32.95,68.42
2,Breding ,481,F25-2152,CIAT-CIAT-26415,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.76,13.34,86.66,6.65,31.58,69.04
2,Breding ,485,F25-2154,CIAT-CIAT-26438,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.01,12.58,87.42,7.38,34.69,72.55
2,Breding ,487,F25-2155,CIAT-CIAT-26570,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.83,13.76,86.24,7.8,29.98,66.42
2,Breding ,149,F25-1709,CIAT-CIAT-26646,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.56,13.18,86.82,14.14,29.08,60.64
2,Breding ,341,F25-2081,CIAT-CIAT-26936,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,95.09,10.32,89.68,13.55,36.62,66.89
2,Breding ,493,F25-2158,CIAT-CIAT-6133,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.39,11.51,88.49,6.57,33.67,72.89
2,Breding ,151,F25-1710,CIAT-CIAT-6297,2,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.1,13.01,86.99,14.86,29.88,61.91
2,Breding ,495,F25-2159,CIAT-CIAT-679,2,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.32,12.01,87.99,6.19,31.72,70.77
2,Breding ,375,F25-2098,CIAT-CIAT-6986,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.58,11.85,88.15,12.26,33.48,71.82
2,Breding ,357,F25-2089,CIAT-PM-21-0065,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.04,13.69,86.31,14.18,30.72,64.87
2,Breding ,365,F25-2093,CIAT-PM-21-0070,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.4,13.52,86.48,14.89,29.67,66.68
2,Breding ,345,F25-2083,CIAT-PM-21-0072,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.4,14.4,85.6,14.7,29.08,66.23
2,Breding ,343,F25-2082,CIAT-PM-21-0074,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.59,13.6,86.4,13.1,30.94,64.42
2,Breding ,379,F25-2100,CIAT-PM-21-0078,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.6,13.65,86.35,13.84,31.98,66.45
2,Breding ,373,F25-2097,CIAT-PM-21-0079,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.91,12.49,87.51,13.48,31.24,68.55
2,Breding ,351,F25-2086,CIAT-PM-21-0819,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.5,14.13,85.87,15.22,28.57,64.82
2,Breding ,383,F25-2102,CIAT-PM-21-0876,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.49,13.21,86.79,13.1,31.07,66.68
2,Breding ,337,F25-2079,CIAT-PM-21-2580,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.76,12.79,87.21,16.17,31.2,65.05
2,Breding ,333,F25-2077,CIAT-PM-21-3535,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,95.24,13.79,86.21,11.95,34.88,68.35
2,Breding ,385,F25-2103,CIAT-PM-21-3641,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.72,12.53,87.47,12.37,32.19,69.06
2,Breding ,369,F25-2095,CIAT-PM-21-3662,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.28,14.51,85.49,11.58,32.05,68.09
2,Breding ,371,F25-2096,CIAT-PM-21-4448,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,95.49,11.27,88.73,12.03,31.22,72.07
2,Breding ,377,F25-2099,CIAT-PM-21-4852,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.72,11.02,88.98,10.66,34.89,72.86
2,Breding ,367,F25-2094,CIAT-PM-21-4926,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.67,11.76,88.24,14.67,30.03,71.37
2,Breding ,335,F25-2078,CIAT-PM-21-6106,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.92,12.99,87.01,15.69,30.99,66.48
2,Breding ,347,F25-2084,CIAT-PM-21-6598,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.64,14.45,85.55,12.94,28.83,65.49
2,Breding ,359,F25-2090,CIAT-PM-21-6629,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.86,11.33,88.67,11.28,37.88,73.0
2,Breding ,355,F25-2088,CIAT-PM-21-6640,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.05,15.15,84.85,15.78,26.65,65.68
2,Breding ,361,F25-2091,CIAT-PM-21-6641,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.15,15.35,84.65,15.59,28.73,63.07
2,Breding ,349,F25-2085,CIAT-PM-21-6647,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.16,13.01,86.99,12.43,29.49,66.17
2,LMF,61,F25-0017,Hohenheimer-Heustandard,128,Forage,Forage,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,14,91.33,10.06,89.94,0.0,0.0,0.0
2,LMF,63,F25-0018,Homenheim-Concentrate,162,Concentrate,Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,14,89.69,6.04,93.96,0.0,0.0,0.0
2,LMF,187,F25-2076,ILRI-15551,4,	Fabales,Fabaceae,Leucaena,diversifolia,Leucaena diversifolia,Shrub_Trees,16,93.73,7.76,92.24,28.22,28.55,56.21
2,LMF-invivo,325,F25-2131,Muestra-#-02,2,Poales,Poaceae,Cynodon,nlenfuensis,Cynodon nlemfuensis,Grass,18,92.18,9.3,90.7,5.74,40.04,77.78
2,LMF,331,F25-0008,Sample-8,90,Poales,Poaceae,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Grass,14,93.73,11.41,88.59,0.0,0.0,0.0
3,Benchmark,209,F25-2627,BR-02-1752-Cayman-Exc,2,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.64,17.21,82.79,10.93,29.65,59.76
3,Benchmark,211,F25-2628,BR-06-423-Cayman-Exc,2,Poales,Poaceae,Urochloa, interespecifico,Urochloa interespecifico,Grass,26,96.67,10.43,89.57,13.87,29.45,61.6
3,Genetic bank,155,F24-3549,CIAT-10440,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,90.24,11.91,88.09,19.44,31.37,51.77
