subset,requisitioner,no,id_lab,id,n_replicates,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,Breeding,269,F25-0994,CIAT-CIAT-16048,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.56,15.28,84.72,17.34,32.0,67.1
1,Breeding,275,F25-0997,CIAT-CIAT-16051,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.15,13.98,86.02,14.91,31.61,68.22
1,Breeding,109,F24-3611,CIAT-CIAT-16888,2,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.78,11.69,88.31,6.11,30.81,70.0
1,Breeding,291,F25-1005,CIAT-CIAT-6799,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.01,12.66,87.34,13.54,33.7,71.55
1,Breeding,283,F25-1001,CIAT-CIAT-6890,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.17,12.32,87.68,15.87,34.27,71.39
1,Breeding,69,F24-3591,CIAT-CIAT-6962,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.73,14.25,85.75,8.59,32.14,67.62
1,Breeding,71,F24-3592,CIAT-Mulato-II,2,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.66,14.97,85.03,11.85,24.36,59.42
1,Breeding,297,F25-1008,CIAT-PM-21-0047,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.13,14.93,85.07,14.15,32.29,65.85
1,Breeding,287,F25-1003,CIAT-PM-21-0052,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.44,14.13,85.87,15.41,31.81,65.13
1,Breeding,261,F25-0990,CIAT-PM-21-0053,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.8,11.41,88.59,14.92,32.66,67.93
1,Breeding,293,F25-1006,CIAT-PM-21-0055,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.3,13.33,86.67,16.48,31.62,65.68
1,Breeding,303,F25-1011,CIAT-PM-21-0059,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.53,14.03,85.97,16.71,31.7,65.46
1,Breeding,307,F25-1013,CIAT-PM-21-0062,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,98.12,15.74,84.26,13.47,24.42,67.94
1,Breeding,281,F25-1000,CIAT-PM-21-0076,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,94.91,15.42,84.58,16.15,32.19,67.6
1,Breeding,267,F25-0993,CIAT-PM-21-0086,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.47,15.36,84.64,14.81,31.02,67.38
1,Breeding,271,F25-0995,CIAT-PM-21-0185,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.49,13.88,86.12,16.73,27.9,66.83
1,Breeding,73,F24-3593,CIAT-PM-21-0215,4,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.8,14.38,85.62,12.44,30.08,66.24
1,Breeding,75,F24-3594,CIAT-PM-21-0631,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.8,13.99,86.01,9.06,28.78,62.86
1,Breeding,309,F25-1014,CIAT-PM-21-0906,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.41,15.32,84.68,14.67,19.5,67.2
1,Breeding,77,F24-3595,CIAT-PM-21-2195,4,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.88,14.07,85.93,12.1,30.82,67.63
1,Breeding,301,F25-1010,CIAT-PM-21-2627,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.37,14.9,85.1,17.29,33.54,65.79
1,Breeding,79,F24-3596,CIAT-PM-21-3522,4,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.8,15.13,84.87,10.92,27.36,65.59
1,Breeding,81,F24-3597,CIAT-PM-21-3534,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,96.5,15.56,84.44,9.0,30.92,67.23
1,Breeding,83,F24-3598,CIAT-PM-21-3537,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.29,14.48,85.52,10.87,26.81,61.94
1,Breeding,85,F24-3599,CIAT-PM-21-3545,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.12,14.78,85.22,8.41,30.0,65.74
1,Breeding,263,F25-0991,CIAT-PM-21-3550,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.68,14.27,85.73,14.64,30.14,69.18
1,Breeding,265,F25-0992,CIAT-PM-21-3595,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.88,16.61,83.39,14.26,30.86,68.73
1,Breeding,87,F24-3600,CIAT-PM-21-3670,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.13,14.6,85.4,8.83,29.26,64.38
1,Breeding,279,F25-0999,CIAT-PM-21-3684,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.38,13.46,86.54,14.78,30.39,70.03
1,Breeding,289,F25-1004,CIAT-PM-21-4449,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.14,12.8,87.2,14.54,32.67,70.18
1,Breeding,277,F25-0998,CIAT-PM-21-6080,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.35,15.44,84.56,18.29,31.99,67.47
1,Breeding,295,F25-1007,CIAT-PM-21-6529,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.56,14.92,85.08,12.68,30.15,68.18
1,Breeding,89,F24-3601,CIAT-PM-21-6628,2,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,95.22,14.1,85.9,9.98,29.83,64.96
1,Breeding,285,F25-1002,CIAT-PM-21-6638,2,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.67,16.65,83.35,14.24,34.54,67.34
2,Genetic bank,55,F24-3636,CIAT-11162,2,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,14,91.46,22.3,77.69,17.11,23.0,51.4
2,Genetic bank,323,F25-0989,CIAT-11833,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,18,94.97,9.91,90.08,13.53,41.13,65.0
2,Genetic bank,285,F25-0970,CIAT-11998,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,18,94.6,12.78,87.22,14.22,33.38,63.5
2,Genetic bank,287,F25-0971,CIAT-13149,2,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,18,93.78,8.18,91.82,13.45,35.33,49.68
2,Genetic bank,201,F25-0931,CIAT-13268,2,Fabales,Fabaceae,Tadehagi,triquetrum,Tadehagi triquetrum,Herbaceous_legumes,17,94.21,7.54,92.46,14.85,42.8,50.67
2,Genetic bank,57,F24-3637,CIAT-13301,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,14,92.57,20.83,79.17,19.83,51.0,58.71
2,Genetic bank,289,F25-0972,CIAT-13389,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,18,93.82,8.25,91.76,14.94,48.34,57.13
2,Genetic bank,291,F25-0973,CIAT-13651,2,Fabales,Fabaceae,Desmodium,heterocarpon,Desmodium heterocarpon,Herbaceous_legumes,18,95.04,9.16,90.84,16.15,38.99,55.6
2,Genetic bank,223,F25-0942,CIAT-13692,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,94.92,10.58,89.42,18.55,32.17,55.22
2,Genetic bank,293,F25-0974,CIAT-13946,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,18,93.82,6.8,93.2,14.37,53.08,60.83
2,Genetic bank,111,F24-3540,CIAT-1467,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,92.62,8.54,91.46,13.64,34.78,96.96
2,Genetic bank,113,F24-3541,CIAT-1475,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,90.79,8.75,91.24,17.29,37.43,87.8
2,Genetic bank,225,F25-0943,CIAT-15121,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,93.92,11.18,88.82,19.77,30.28,50.42
2,Genetic bank,227,F25-0944,CIAT-15150,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,93.1,8.72,91.28,20.03,28.83,62.44
2,Genetic bank,229,F25-0945,CIAT-15154,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,94.36,7.93,92.07,26.23,33.34,65.84
2,Genetic bank,295,F25-0975,CIAT-15160,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,18,94.54,10.0,90.0,21.46,35.17,61.86
2,Genetic bank,59,F24-3638,CIAT-15401,2,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,93.22,17.65,82.35,17.11,28.58,49.64
2,Genetic bank,199,F25-0930,CIAT-15470,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,94.26,9.21,90.79,24.65,32.1,58.39
2,Genetic bank,197,F25-0929,CIAT-15474,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,92.3,9.16,90.84,30.58,34.16,56.03
2,Genetic bank,231,F25-0946,CIAT-15561,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,92.51,9.54,90.46,25.06,39.02,70.84
2,Genetic bank,233,F25-0947,CIAT-15799,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,92.82,19.53,80.47,17.46,31.86,59.55
2,Genetic bank,235,F25-0948,CIAT-15816,2,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,17,95.74,10.18,89.82,20.6,27.52,51.4
2,Genetic bank,115,F24-3542,CIAT-1650,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,91.92,12.67,87.33,15.65,34.65,103.48
2,Genetic bank,297,F25-0976,CIAT-17000,2,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,18,94.58,7.84,92.16,17.38,24.2,48.8
2,Genetic bank,299,F25-0977,CIAT-17009,2,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,18,94.78,11.77,88.23,22.97,15.64,39.88
2,Genetic bank,117,F24-3543,CIAT-1706,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,92.7,14.73,85.27,19.4,31.88,99.59
2,Genetic bank,109,F24-3539,CIAT-172,2,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,91.18,10.02,89.98,14.34,35.0,86.21
2,Genetic bank,119,F24-3544,CIAT-1727,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,92.12,13.82,86.18,18.76,34.12,101.34
2,Genetic bank,67,F24-3639,CIAT-17360,2,Fabales,Fabaceae,Alysicarpus,vaginalis,Alysicarpus vaginalis,Herbaceous_legumes,15,92.85,21.71,78.29,24.55,20.16,37.06
2,Genetic bank,69,F24-3640,CIAT-17768,2,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,15,93.48,6.89,93.11,15.45,12.14,48.08
2,Genetic bank,71,F24-3641,CIAT-18004,2,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,15,92.94,6.78,93.22,15.74,14.9,45.46
2,Genetic bank,121,F24-3545,CIAT-1803,2,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,91.86,8.67,91.33,17.76,34.2,77.62
2,Genetic bank,73,F24-3642,CIAT-18430,2,Fabales,Fabaceae,Alysicarpus,vaginalis,Alysicarpus vaginalis,Herbaceous_legumes,15,92.65,12.1,87.9,24.28,21.54,40.06
2,Genetic bank,311,F25-0983,CIAT-18437,2,Fabales,Fabaceae,Flemingia,macrophylla,Flemingia macrophylla,Shrub_Trees,18,95.67,4.88,95.12,17.19,47.66,65.07
2,Genetic bank,301,F25-0978,CIAT-18700,2,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,18,93.9,7.36,92.64,22.88,42.28,54.12
2,Genetic bank,207,F25-0934,CIAT-18701,2,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,17,94.79,7.06,92.94,23.9,48.14,60.12
2,Genetic bank,75,F24-3644,CIAT-18708,2,Fabales,Fabaceae,Crotalaria,pallida,Crotalaria pallida,Herbaceous_legumes,15,92.86,10.77,89.22,23.89,18.17,42.86
2,Genetic bank,77,F24-3645,CIAT-18850,2,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,93.94,14.28,85.72,23.09,20.43,40.56
2,Genetic bank,79,F24-3646,CIAT-18865,2,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,93.43,13.54,86.46,18.24,23.38,41.27
2,Genetic bank,303,F25-0979,CIAT-18873,2,Fabales,Fabaceae,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Herbaceous_legumes,18,95.02,9.34,90.66,15.36,34.52,51.78
2,Genetic bank,81,F24-3647,CIAT-19032,2,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,15,92.42,14.73,85.28,23.96,17.66,39.85
2,Genetic bank,83,F24-3648,CIAT-19119,2,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,92.5,23.76,76.24,20.28,22.2,41.36
2,Genetic bank,123,F24-3546,CIAT-1964,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,90.29,9.43,90.57,16.9,34.86,79.75
2,Genetic bank,305,F25-0980,CIAT-19867,2,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,18,95.9,15.46,84.54,19.32,25.83,44.28
2,Genetic bank,437,F25-1655,CIAT-1992,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,20,92.47,8.32,91.68,19.95,38.55,60.22
2,Genetic bank,307,F25-0981,CIAT-20207,2,Fabales,Fabaceae,Aeschynomene,sensitiva,Aeschynomene sensitiva,Herbaceous_legumes,18,90.74,5.98,94.02,21.92,25.34,52.9
2,Genetic bank,85,F24-3650,CIAT-20303,2,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,15,88.98,16.2,83.8,21.53,12.76,33.06
2,Genetic bank,237,F25-0949,CIAT-20304,2,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,17,94.54,12.08,87.92,22.84,20.76,47.58
2,Genetic bank,87,F24-3651,CIAT-20589,2,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,15,92.04,21.08,78.93,20.68,21.06,38.55
2,Genetic bank,309,F25-0982,CIAT-20709,2,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,18,93.94,9.01,90.99,16.64,33.13,48.82
2,Genetic bank,209,F25-0935,CIAT-20891,2,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,17,95.25,8.19,91.81,20.08,43.44,53.83
2,Genetic bank,239,F25-0950,CIAT-21603,2,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,94.28,8.46,91.54,18.15,20.07,52.44
2,Genetic bank,89,F24-3652,CIAT-21687,2,Fabales,Fabaceae,Desmanthus,virgatus,Desmanthus virgatus,Shrub_Trees,15,91.86,8.54,91.46,28.43,32.71,47.95
2,Genetic bank,91,F24-3653,CIAT-22048,2,Fabales,Fabaceae,Aeschynomene,americana,Aeschynomene americana,Herbaceous_legumes,15,89.4,10.14,89.85,21.74,16.05,41.36
2,Genetic bank,93,F24-3654,CIAT-22156,2,Fabales,Fabaceae,Arachis,pintoi,Arachis pintoi,Herbaceous_legumes,15,89.7,10.45,89.55,20.83,24.72,41.79
2,Genetic bank,95,F24-3655,CIAT-22507,2,Fabales,Fabaceae,Desmanthus,subulatus,Desmanthus subulatus,Shrub_Trees,15,89.94,9.48,90.52,29.9,32.22,43.71
2,Genetic bank,97,F24-3656,CIAT-22510,2,Fabales,Fabaceae,Desmanthus,bicornutus,Desmanthus bicornutus,Shrub_Trees,15,87.95,10.54,89.46,25.93,36.07,42.87
2,Genetic bank,99,F24-3657,CIAT-22598,2,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,15,88.94,12.58,87.42,31.13,28.04,45.42
2,Genetic bank,203,F25-0932,CIAT-22768,2,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,94.18,8.72,91.28,23.69,23.94,49.53
2,Genetic bank,205,F25-0933,CIAT-22770,2,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,93.29,7.62,92.38,21.39,21.71,40.34
2,Genetic bank,101,F24-3658,CIAT-22784,2,Fabales,Fabaceae,Desmanthus,bicornutus,Desmanthus bicornutus,Shrub_Trees,15,92.62,10.43,89.57,30.03,30.63,41.66
2,Genetic bank,241,F25-0951,CIAT-23248,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,94.94,10.48,89.52,18.85,22.8,42.05
2,Genetic bank,243,F25-0952,CIAT-23271,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,95.06,13.78,86.22,17.34,21.92,45.84
2,Genetic bank,245,F25-0953,CIAT-23279,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,93.49,10.63,89.37,19.89,22.24,45.64
2,Genetic bank,247,F25-0954,CIAT-23326,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,95.84,15.05,84.95,18.11,23.0,40.0
2,Genetic bank,103,F24-3659,CIAT-25113,2,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,15,91.8,11.89,88.11,22.96,29.7,53.7
2,Genetic bank,313,F25-0984,CIAT-25522,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,18,95.3,9.9,90.1,20.98,28.86,50.65
2,Genetic bank,315,F25-0985,CIAT-25704,2,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,18,95.74,7.2,92.8,24.11,32.58,58.64
2,Genetic bank,125,F24-3547,CIAT-2613,2,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,91.94,13.26,86.74,12.31,37.2,76.95
2,Genetic bank,439,F25-1656,CIAT-3001,2,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,20,94.5,6.97,93.03,15.82,40.09,57.84
2,Genetic bank,265,F25-0960,CIAT-3187,2,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,18,94.04,11.9,88.1,20.67,22.2,35.94
2,Genetic bank,1,F24-3536,CIAT-32379,2,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,14,92.94,8.25,91.76,27.65,18.95,74.62
2,Genetic bank,3,F24-3537,CIAT-32380,2,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,14,93.3,8.76,91.24,29.33,30.9,78.27
2,Genetic bank,441,F25-1657,CIAT-3304,2,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,20,94.91,8.2,91.8,20.82,24.97,46.61
2,Genetic bank,105,F24-3660,CIAT-33114,2,Fabales,Fabaceae,Dendrolobium,sp.,Dendrolobium sp.,Shrub_Trees,15,91.53,13.54,86.46,18.81,40.5,55.0
2,Genetic bank,5,F24-3538,CIAT-33249,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,14,93.13,9.68,90.32,16.48,42.75,79.24
2,Genetic bank,249,F25-0955,CIAT-33255,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,94.96,13.77,86.23,18.56,25.18,45.4
2,Genetic bank,251,F25-0956,CIAT-33428,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,96.18,9.49,90.5,17.04,34.06,50.62
2,Genetic bank,253,F25-0957,CIAT-33451,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,96.0,7.8,92.2,14.71,34.35,45.9
2,Genetic bank,255,F25-0958,CIAT-33463,2,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,96.22,15.16,84.84,16.13,23.84,39.72
2,Genetic bank,317,F25-0986,CIAT-33729,2,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Shrub_Trees,18,94.15,15.73,84.27,19.2,22.88,40.07
2,Genetic bank,319,F25-0987,CIAT-33827,2,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,18,93.88,15.54,84.46,16.09,40.08,49.1
2,Genetic bank,263,F25-0959,CIAT-350,2,Fabales,Fabaceae,Desmodium,heterocarpon,Desmodium heterocarpon,Herbaceous_legumes,18,94.34,8.73,91.27,14.87,40.83,51.36
2,Genetic bank,21,F24-3619,CIAT-3813,2,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,14,93.1,13.82,86.18,17.62,46.86,54.96
2,Genetic bank,7,F24-3612,CIAT-398,2,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,14,91.78,17.46,82.54,17.92,37.86,50.73
2,Genetic bank,267,F25-0961,CIAT-4028,2,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,18,94.52,11.85,88.15,12.55,46.68,65.42
2,Genetic bank,107,F24-3662,CIAT-43477,2,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Shrub_Trees,15,91.15,13.83,86.17,24.66,17.46,38.35
2,Genetic bank,9,F24-3613,CIAT-438,2,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,14,93.68,14.48,85.52,21.03,38.17,60.2
2,Genetic bank,11,F24-3614,CIAT-442,2,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,14,93.94,17.65,82.35,17.82,30.34,55.32
2,Genetic bank,13,F24-3615,CIAT-466,2,Fabales,Fabaceae,Vigna,umbellata,Vigna umbellata,Herbaceous_legumes,14,92.76,18.26,81.74,16.36,18.73,45.1
2,Genetic bank,211,F25-0936,CIAT-5172,2,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,93.66,10.84,89.16,26.38,37.64,61.88
2,Genetic bank,269,F25-0962,CIAT-5277,2,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,18,91.43,7.55,92.45,19.78,31.58,61.88
2,Genetic bank,213,F25-0937,CIAT-5452,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,94.72,16.57,83.43,15.2,33.25,50.51
2,Genetic bank,23,F24-3620,CIAT-5512,2,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,92.27,9.81,90.19,22.16,28.68,46.39
2,Genetic bank,25,F24-3621,CIAT-5568,2,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,14,91.58,11.85,88.15,17.29,39.06,58.44
2,Genetic bank,27,F24-3622,CIAT-5657,2,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,91.84,10.66,89.34,21.64,30.82,54.0
2,Genetic bank,443,F25-1658,CIAT-5713,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,20,94.64,9.34,90.66,15.88,24.61,45.9
2,Genetic bank,215,F25-0938,CIAT-5733,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,95.24,12.32,87.68,15.96,30.02,47.8
2,Genetic bank,217,F25-0939,CIAT-5735,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,94.0,8.92,91.08,26.53,30.74,50.72
2,Genetic bank,29,F24-3623,CIAT-5744,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,14,93.6,14.86,85.14,17.67,33.74,56.91
2,Genetic bank,219,F25-0940,CIAT-5749,2,Fabales,Fabaceae,Centrosema,plumieri,Centrosema plumieri,Herbaceous_legumes,17,93.08,8.7,91.3,21.84,26.07,61.28
2,Genetic bank,221,F25-0941,CIAT-5911,2,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,95.34,11.54,88.46,15.5,30.38,53.06
2,Genetic bank,31,F24-3624,CIAT-7131,2,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,14,92.21,7.09,92.91,16.02,49.78,61.86
2,Genetic bank,15,F24-3616,CIAT-715,2,Fabales,Fabaceae,Canavalia,ensiformis,Canavalia ensiformis,Herbaceous_legumes,14,90.62,18.66,81.34,20.82,18.46,41.73
2,Genetic bank,271,F25-0963,CIAT-7227,2,Fabales,Fabaceae,Galactia,texana,Galactia texana,Herbaceous_legumes,18,93.04,16.05,83.96,12.52,26.88,41.77
2,Genetic bank,33,F24-3625,CIAT-7318,2,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,14,92.41,17.32,82.68,17.71,20.9,41.26
2,Genetic bank,445,F25-1659,CIAT-7381,2,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,20,94.47,12.77,87.23,13.58,46.86,68.34
2,Genetic bank,35,F24-3626,CIAT-7395,2,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,14,91.72,16.66,83.34,13.71,20.78,47.98
2,Genetic bank,37,F24-3627,CIAT-7648,2,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,14,91.98,18.02,81.98,22.05,17.99,40.89
