ch4_ml_g_ndf_digested_24h,CH4_Decrease_Pct,Benchmark_vs_Control,CH4_Category,TDDM_Category,Z_Score_CH4,Z_Score_TDDM,Composite_Score,Overall_Rank,CH4_8h_Reduction_Pct,CH4_24h_Reduction_Pct,Accession_ID,CH4_Intensity,TDDM,CH4_8h,category,functional_group
488.6373039,34.01634106,-5.505029341,Medium,Not High,-0.148214402,-0.298167883,-0.148214402,117,4.942817294,#N/A,CIAT-BH-22-1303,53.84134776,45.49843423,13,Category_2,Grasses
212.2122535,33.98291282,-5.558479659,Medium,Not High,-0.150171448,-0.267234739,-0.150171448,118,-9.193891929,#N/A,CIAT-CIAT-16051,53.86862454,45.79254473,14.93333333,Category_2,Grasses
261.2488385,33.96452271,-5.587884651,Medium,Not High,-0.151248092,-0.893465616,-0.151248092,119,7.014576404,#N/A,CIAT-6962-Mombaza-Ex,53.8836305,39.83837882,12.71666667,Category_2,Grasses
661.5443743,33.44478411,-6.418924298,Medium,Not High,-0.181676032,0.047262261,-0.181676032,120,1.611753627,#N/A,CIAT-BR-04-3025,54.30772682,48.78276349,13.45555556,Category_2,Grasses
263.1040124,33.06843654,-7.02068785,Medium,Not High,-0.203709186,0.029552735,-0.203709186,121,4.374099107,#N/A,CIAT-6294-Marandu-Opt,54.61481891,48.61438237,13.07777778,Category_2,Grasses
119.5665888,33.02871658,-7.084198367,Medium,Not High,-0.20603458,1.002637876,-0.20603458,122,-21.46195568,#N/A,CIAT-BH-16-B-0733,54.64722961,57.86641796,16.61111111,Category_2,Grasses
137.6455617,32.8413528,-7.383784979,Medium,Not High,-0.217003735,-0.62439734,-0.217003735,123,8.285487455,#N/A,CIAT-CIAT-26438,54.80011471,42.39666398,12.54285714,Category_2,Grasses
119.0906849,32.516948,-7.902494275,Medium,Not High,-0.235995916,1.046668089,-0.235995916,124,-22.19316478,#N/A,CIAT-BH-08-1149,55.06482255,58.28505461,16.71111111,Category_2,Grasses
115.9902983,32.09365358,-8.579323839,Medium,Not High,-0.260777561,1.12882906,-0.260777561,125,-18.21213747,#N/A,CIAT-BH-16-3249,55.41022235,59.06623623,16.16666667,Category_2,Grasses
271.8846799,31.66781006,-9.260229275,Medium,Not High,-0.285708441,-0.409921681,-0.285708441,126,4.699080928,#N/A,CIAT-6962-Mombaza-Opt,55.75770214,44.43588577,13.03333333,Category_2,Grasses
6151.636458,31.56475933,-9.425002968,Medium,Not High,-0.291741515,-1.192697231,-0.291741515,127,4.333476379,#N/A,CIAT-BH-22-3521,55.84178949,36.99330244,13.08333333,Category_2,Grasses
759.0711781,31.54610627,-9.4548284,Medium,Not High,-0.292833552,-0.567469238,-0.292833552,128,-7.325246457,#N/A,CIAT-CIAT-16021,55.85701001,42.93793298,14.67777778,Category_2,Grasses
81.02614344,31.36765879,-9.740158244,Medium,Not High,-0.303280707,-0.075814647,-0.303280707,129,-8.868910107,#N/A,CIAT-PM-21-0076,56.00261959,47.61255557,14.88888889,Category_2,Grasses
127.7173709,31.26244104,-9.908396884,Medium,Not High,-0.309440648,1.004848521,-0.309440648,130,-16.50598291,#N/A,CIAT-BH-16-B-1194,56.08847517,57.88743664,15.93333333,Category_2,Grasses
763.8931324,31.0551698,-10.23981467,Medium,Not High,-0.32157528,-0.896617477,-0.32157528,131,3.846003648,#N/A,CIAT-BH-22-2225,56.25760436,39.80841111,13.15,Category_2,Grasses
624.2496888,30.79618354,-10.65392255,Medium,Not High,-0.336737552,-0.604701527,-0.336737552,132,7.25831277,#N/A,CIAT-BH-22-1267,56.46893198,42.58393059,12.68333333,Category_2,Grasses
126.4282428,30.33761127,-11.38715987,Medium,Not High,-0.363584528,-1.249932751,-0.363584528,133,5.917762758,#N/A,CIAT-BH-22-4253,56.84311779,36.44911052,12.86666667,Category_2,Grasses
808.5738796,30.30403863,-11.44084108,Medium,Not High,-0.365550028,-0.834087863,-0.365550028,134,7.745785502,#N/A,CIAT-BR-09-4777,56.8705124,40.40293897,12.61666667,Category_2,Grasses
-105.1416281,29.31931974,-13.01536417,Medium,Not High,-0.423200098,-0.784262964,-0.423200098,135,9.330071881,#N/A,CIAT-CIAT-6133,57.67402334,40.87667114,12.4,Category_2,Grasses
125.9829581,29.06639504,-13.41977988,Medium,Not High,-0.438007498,0.850526683,-0.438007498,136,-15.89664199,#N/A,CIAT-BH-16-0562,57.88040484,56.4201538,15.85,Category_2,Grasses
128.4300153,28.84096222,-13.78023726,Medium,Not High,-0.451205395,0.865350785,-0.451205395,137,-19.02459202,#N/A,CIAT-BH-16-0550,58.06435353,56.56110047,16.27777778,Category_2,Grasses
180.62079,28.6870015,-14.02641381,Medium,Not High,-0.460218978,-0.988777925,-0.460218978,138,1.743777492,#N/A,CIAT-PM-21-3641,58.18998239,38.93215506,13.4375,Category_2,Grasses
130.1663992,28.5193999,-14.29440155,Medium,Not High,-0.470031163,0.910918295,-0.470031163,139,-15.77477381,#N/A,CIAT-BH-16-B-1707,58.32674195,56.99435365,15.83333333,Category_2,Grasses
277.4150213,28.0039766,-15.11854122,Medium,Not High,-0.500206465,-2.28430978,-0.500206465,140,9.121154996,#N/A,Paja-Sabana-Madura,58.74731707,26.6143153,12.42857143,Category_2,Grasses
610.2734047,27.96090482,-15.18741113,Medium,Not High,-0.502728089,-0.669214087,-0.502728089,141,9.121154996,#N/A,CIAT-BH-22-1375,58.78246278,41.97054901,12.42857143,Category_2,Grasses
281.7138242,27.35393072,-16.15793659,Medium,Not High,-0.538263205,-0.091460589,-0.538263205,142,2.992926367,#N/A,CIAT-PM-21-4448,59.27774153,47.46379489,13.26666667,Category_2,Grasses
558.4520306,27.25326276,-16.31890032,Medium,Not High,-0.54415678,-0.253206798,-0.54415678,143,2.505453635,#N/A,CIAT-BH-22-2074,59.35988457,45.92592155,13.33333333,Category_2,Grasses
107.315605,26.46042563,-17.58661275,Medium,Not High,-0.590573191,-0.232711546,-0.590573191,144,4.420525082,#N/A,CIAT-BH-22-1832,60.00682383,46.12078919,13.07142857,Category_2,Grasses
-2546.391986,25.48195434,-19.15114621,Medium,Not High,-0.647857497,-1.284847178,-0.647857497,145,9.330071881,#N/A,CIAT-BH-22-1706,60.80523686,36.11714623,12.4,Category_2,Grasses
705.1132655,24.81100515,-20.22396507,Medium,Not High,-0.687138015,-1.245105615,-0.687138015,146,6.222433215,#N/A,CIAT-BH-22-4865,61.352718,36.49500665,12.825,Category_2,Grasses
0.620938013,24.27958057,-21.0736901,Medium,Not High,-0.718250107,-0.540788735,-0.718250107,147,0.033270495,#N/A,CIAT-BH-22-0528,61.78634985,43.19160962,13.67142857,Category_2,Grasses
-1161.729271,23.44635608,-22.40598017,Medium,Not High,-0.767030983,-0.758287834,-0.767030983,148,9.330071881,#N/A,CIAT-CIAT-679,62.46624438,41.12364113,12.4,Category_2,Grasses
266.8814388,23.32449085,-22.60083744,Medium,Not High,-0.774165547,-1.132063258,-0.774165547,149,11.19871735,#N/A,CIAT-BH-22-3115,62.56568398,37.56980665,12.14444444,Category_2,Grasses
145.1332779,23.1970086,-22.80467606,Medium,Not High,-0.781628956,0.518154801,-0.781628956,150,-19.75580112,#N/A,CIAT-CIAT-16888,62.66970695,53.25998172,16.37777778,Category_2,Grasses
0,20.33928392,-27.37405477,Medium,Not High,-0.948933585,-1.466081109,-0.948933585,151,-5.294110074,#N/A,Sample-6,65.00155321,34.3939848,14.4,Category_2,Grasses
311.0891453,17.6702778,-31.64168062,High,Not High,-1.105189743,-0.632808047,-1.73799779,1,7.055199132,#N/A,CIAT-BR-09-4467,67.17940889,42.31669548,12.71111111,Category_4,Grasses
-245.2543387,17.05295341,-32.62875574,High,Not High,-1.141330813,-0.784419957,-1.92575077,2,2.749190001,#N/A,CIAT-BH-22-2508,67.68313326,40.87517846,13.3,Category_4,Grasses
0.842980164,18.08456731,-30.97924953,High,Not High,-1.080935289,-0.894705376,-1.975640665,3,-2.369273683,#N/A,CIAT-BH-22-2365,66.84135692,39.82659126,14,Category_4,Grasses
568.8143429,16.48209029,-33.54154129,High,Not High,-1.174751822,-0.967856579,-2.142608402,4,8.598862783,#N/A,CIAT-BH-22-2046,68.14894617,39.13107397,12.5,Category_4,Grasses
329.5439298,13.88159688,-37.69961828,High,Not High,-1.326996925,-0.901322765,-2.22831969,5,2.911680912,#N/A,CIAT-CIAT-16071,70.27089685,39.76367352,13.27777778,Category_4,Grasses
346.7115255,12.19916204,-40.38975914,High,Not High,-1.425494565,-0.825540353,-2.251034918,6,4.629441967,#N/A,CIAT-BH-22-2531,71.64373008,40.48420818,13.04285714,Category_4,Grasses
0.76123829,7.960317601,-47.16748886,High,Not High,-1.673656433,-0.792653955,-2.466310388,7,-1.638064585,#N/A,CIAT-BH-22-3830,75.10254247,40.7968901,13.9,Category_4,Grasses
335.5632995,14.34313132,-36.96164457,High,Not High,-1.29997653,-1.225789132,-2.525765662,8,-2.076790044,#N/A,CIAT-BH-22-0765,69.89429396,36.67866661,13.96,Category_4,Grasses
-1126.968605,15.22183724,-35.55663165,High,Not High,-1.248532957,-1.572818514,-2.821351471,9,6.648971856,#N/A,CIAT-BH-22-0132,69.17728749,33.37913191,12.76666667,Category_4,Grasses
-9.634574402,9.530918561,-44.65616556,High,Not High,-1.581706074,-1.285475561,-2.867181634,10,-1.951439913,#N/A,CIAT-BH-22-1710,73.82096346,36.11117161,13.94285714,Category_4,Grasses
124.6275114,-0.321056437,-60.40904935,High,Not High,-2.158486977,-0.791626842,-2.950113819,11,5.034218431,#N/A,CIAT-BH-22-1872,81.85997828,40.80665582,12.9875,Category_4,Grasses
1.649834993,5.419973032,-51.22939044,High,Not High,-1.822380139,-1.172545355,-2.994925494,12,-4.441032793,#N/A,CIAT-BH-22-1594,77.1754129,37.18490528,14.28333333,Category_4,Grasses
0.132084468,7.475213484,-47.94314946,High,Not High,-1.702056707,-1.441740072,-3.143796779,13,-4.928505525,#N/A,CIAT-BH-22-0468,75.49837774,34.62541793,14.35,Category_4,Grasses
2884.434465,8.711723737,-45.96602281,High,Not High,-1.629665587,-1.913524035,-3.543189623,14,5.674026392,#N/A,CIAT-BH-22-4169,74.48941007,30.13972409,12.9,Category_4,Grasses
709.3857101,10.06965364,-43.79475136,High,Not High,-1.550165991,-2.004417436,-3.554583427,15,-6.645043474,#N/A,Sample-8,73.38136639,29.27551505,14.58475336,Category_4,Grasses
-1401.209782,6.649652261,-49.26318631,High,Not High,-1.75038894,-2.181572692,-3.931961632,16,5.430290026,#N/A,CIAT-BH-22-2189,76.17201921,27.59113342,12.93333333,Category_4,Grasses
-284.6442385,-0.80004403,-61.17492988,High,Not High,-2.186529161,-2.172013447,-4.358542608,17,5.917762758,#N/A,CIAT-BH-22-1258,82.25082258,27.68202215,12.86666667,Category_4,Grasses
326.5721061,13.30756795,-38.61746581,High,Not High,-1.360603275,-3.08356381,-4.444167085,18,4.028805922,#N/A,Humidicola-679,70.73929299,19.01505556,13.125,Category_4,Grasses
603.4142102,-8.947376856,-74.20216424,High,Not High,-2.663512303,-2.451143248,-5.11465555,19,6.40523549,#N/A,CIAT-BH-22-3507,88.89888344,25.02807262,12.8,Category_4,Grasses
-1.068920924,-58.46015639,-153.3709667,High,Not High,-5.562223039,-2.755872426,-8.318095465,20,-2.807999142,#N/A,CIAT-BH-22-0303,129.3003226,22.13072574,14.06,Category_4,Grasses
-1.056966339,-89.77715774,-203.4455033,High,Not High,-7.395667433,-2.900449524,-10.29611696,21,0.701804527,#N/A,CIAT-BH-22-3572,154.8543702,20.75609529,13.58,Category_4,Grasses
