CH4_Decrease_Pct,Benchmark_vs_Control,CH4_Category,TDDM_Category,Z_Score_CH4,Z_Score_TDDM,Composite_Score,Overall_Rank,CH4_8h_Reduction_Pct,CH4_24h_Reduction_Pct,Accession_ID,CH4_Intensity,TDDM,CH4_8h,CH4_24h,category,functional_group
52.67401061,14.78127412,Low,Not High,0.92707836,-0.64419572,0.92707836,18,10.24517464,12.65658136,CIAT-13946,35.6622941,32.25359878,12.25714286,13.15569134,Category_2,Shrub_Trees
52.43621746,14.35308593,Low,Not High,0.914420225,0.999016391,0.914420225,19,3.890156409,6.039370092,CIAT-17459,35.8414821,55.89733121,13.125,14.15237764,Category_2,Shrub_Trees
52.27229227,14.05790994,Low,Not High,0.905694208,0.477022881,0.905694208,20,14.5080058,12.72459256,CIAT-17502,35.96500722,48.38650849,11.675,13.14544747,Category_2,Shrub_Trees
52.2523537,14.02200705,Low,Not High,0.904632844,-0.656290649,0.904632844,21,17.07093496,16.98956935,CIAT-21242,35.98003184,32.07956813,11.325,12.50305542,Category_2,Shrub_Trees
50.82221227,11.44678715,Low,Not High,0.82850398,-0.411553805,0.82850398,22,5.537753728,2.210882221,CIAT-32365,37.05770871,35.60102007,12.9,14.72902561,Category_2,Shrub_Trees
50.3546287,10.60482111,Low,Not High,0.80361371,0.692964801,0.80361371,23,-12.49428359,-11.72971755,CIAT-23259,37.41005428,51.49363807,15.3625,16.82876283,Category_2,Shrub_Trees
49.92494487,9.831100162,Low,Not High,0.780740907,1.131679587,0.780740907,24,7.083647508,10.89847377,CIAT-13329,37.73384068,57.80618589,12.68888889,13.42049802,Category_2,Shrub_Trees
49.35427443,8.803508174,Low,Not High,0.750363147,0.497037808,0.750363147,25,8.375282443,2.513779163,CIAT-32379,38.16386691,48.67449782,12.5125,14.68340318,Category_2,Shrub_Trees
47.07362223,4.696794786,Low,Not High,0.628960145,0.343524,0.628960145,26,18.40470422,15.7939738,CIAT-21888,39.88244248,46.46562937,11.14285714,12.68313637,Category_2,Shrub_Trees
46.92246386,4.424607678,Low,Not High,0.620913727,1.142152596,0.620913727,27,-13.01297164,-12.93746664,CIAT-20125,39.99634722,57.95687916,15.43333333,17.01067436,Category_2,Shrub_Trees
46.12335903,2.985679595,Low,Not High,0.578376016,0.840880822,0.578376016,28,3.70709004,1.338836665,CIAT-13953,40.5985092,53.6219615,13.15,14.86037336,Category_2,Shrub_Trees
45.97939788,2.726452353,Low,Not High,0.570712719,-0.128391991,0.570712719,29,7.734550153,11.01799277,CIAT-17403,40.7069905,39.67535844,12.6,13.40249603,Category_2,Shrub_Trees
45.65484792,2.142043353,Low,Not High,0.553436372,0.087546275,0.553436372,30,10.76822141,7.18539528,CIAT-22507,40.95155371,42.78243546,12.18571429,13.97976299,Category_2,Shrub_Trees
44.46526993,0,Low,Not High,0.490113108,-1.509827037,0.490113108,31,5.629286912,12.71501179,CIAT-13258,41.84795505,19.79826505,12.8875,13.14689053,Category_2,Shrub_Trees
44.43755218,-0.049910648,Low,Not High,0.488637645,-1.31464712,0.488637645,32,10.07779967,13.349617,CIAT-18437,41.86884164,22.60665582,12.28,13.05130611,Category_2,Shrub_Trees
44.35419316,-0.200013154,Low,Not High,0.484200303,0.727684941,0.484200303,33,-0.111151365,8.642746009,CIAT-18947,41.93165647,51.99321674,13.67142857,13.7602564,Category_2,Shrub_Trees
