subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,289.0,Breeding,F25-1004,CIAT-PM-21-4449,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.06,12.78,87.22,14.59,32.89,69.88
1,290.0,Breeding,F25-1004,CIAT-PM-21-4449,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.22,12.82,87.18,14.48,32.45,70.47
1,291.0,Breeding,F25-1005,CIAT-CIAT-6799,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.48,12.71,87.29,13.54,33.72,71.72
1,292.0,Breeding,F25-1005,CIAT-CIAT-6799,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.54,12.6,87.4,13.55,33.68,71.38
1,293.0,Breeding,F25-1006,CIAT-PM-21-0055,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.09,13.65,86.35,16.61,31.83,65.81
1,294.0,Breeding,F25-1006,CIAT-PM-21-0055,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.51,13.02,86.98,16.35,31.42,65.54
1,295.0,Breeding,F25-1007,CIAT-PM-21-6529,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.59,14.85,85.15,12.65,30.39,68.26
1,296.0,Breeding,F25-1007,CIAT-PM-21-6529,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.52,15.0,85.0,12.71,29.9,68.1
1,297.0,Breeding,F25-1008,CIAT-PM-21-0047,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.09,15.07,84.93,14.16,32.6,65.77
1,298.0,Breeding,F25-1008,CIAT-PM-21-0047,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.17,14.79,85.21,14.14,31.99,65.94
1,299.0,Breeding,F25-1009,CIAT-PM-21-2195,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.01,14.13,85.87,15.48,30.68,67.57
1,300.0,Breeding,F25-1009,CIAT-PM-21-2195,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.98,13.87,86.13,15.5,30.75,66.86
1,301.0,Breeding,F25-1010,CIAT-PM-21-2627,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.25,14.81,85.19,17.32,33.6,66.28
1,302.0,Breeding,F25-1010,CIAT-PM-21-2627,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.49,15.0,85.0,17.27,33.49,65.29
1,303.0,Breeding,F25-1011,CIAT-PM-21-0059,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.47,14.0,86.0,16.68,31.69,65.75
1,304.0,Breeding,F25-1011,CIAT-PM-21-0059,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.59,14.06,85.94,16.74,31.7,65.17
1,305.0,Breeding,F25-1012,CIAT-PM-21-3522,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.04,14.4,85.6,13.19,24.69,66.26
1,306.0,Breeding,F25-1012,CIAT-PM-21-3522,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.31,14.79,85.21,13.05,25.11,66.67
