id,tax_name_x,functional_group_x,ch4_percentage_8h,ch4_percentage_24h,ch4_intensity_ml_g_tddm,tddm_mg_g,subset,id_lab,tax_name_y,functional_group_y,ch4_8h_percentage,ch4_24h_percentage,methane_intensity,tddm
CIAT-3240,Desmodium cinereum,Shrub_Trees,17.95555556,18.54638183,39.05811133,56.50628915,1,F24-3428,Desmodium cinereum,Herbaceous_legumes,17.96,19.37,39.06,56.51
CIAT-33114,Dendrolobium sp.,Shrub_Trees,14.7,16.19018518,58.95816773,44.64009488,2,F24-3660,Dendrolobium sp.,Shrub_Trees,13.73,17.41,58.31,26.15
CIAT-33249,Desmodium velutinum,Shrub_Trees,12.35,14.11067596,49.66827371,50.08528754,2,F24-3538,Desmodium velutinum,Shrub_Trees,14.49,16.82,50.33,41.65
CIAT-33255,Desmodium velutinum,Shrub_Trees,13.88333333,16.03669947,51.71124405,53.33650089,2,F25-0955,Desmodium velutinum,Shrub_Trees,15.04,19.57,51.85,44.57
CIAT-33428,Desmodium velutinum,Shrub_Trees,13.26,15.01421642,48.74075811,56.64836807,2,F25-0956,Desmodium velutinum,Shrub_Trees,14.48,17.8,35.5,52.17
CIAT-33451,Desmodium velutinum,Shrub_Trees,13.05,14.88451762,40.47050846,59.90870687,2,F25-0957,Desmodium velutinum,Shrub_Trees,13.04,15.0,31.73,47.19
CIAT-33463,Desmodium velutinum,Shrub_Trees,12.73333333,14.66752992,44.84617987,58.6962924,2,F25-0958,Desmodium velutinum,Shrub_Trees,14.49,19.04,31.74,61.64
CIAT-33729,Desmodium cinereum,Shrub_Trees,12.9125,14.1258719,64.36417931,37.5261855,2,F25-0986,Desmodium cinereum,Shrub_Trees,14.3,15.77,42.98,43.74
CIAT-33827,Desmodium incanum,Herbaceous_legumes,12.75714286,13.82650756,59.58701292,38.26713272,2,F25-0987,Desmodium incanum,Herbaceous_legumes,12.8,18.09,68.58,22.28
CIAT-350,Desmodium heterocarpon,Herbaceous_legumes,12.8,13.93582296,66.09894146,29.42434718,2,F25-0959,Desmodium heterocarpon,Herbaceous_legumes,12.41,14.48,32.84,41.39
CIAT-3522,Desmodium incanum,Herbaceous_legumes,15.64444444,17.47637831,39.25418385,37.71400743,1,F24-3429,Desmodium incanum,Herbaceous_legumes,15.64,20.24,39.25,37.71
CIAT-3813,Desmodium sequax,Herbaceous_legumes,13.23333333,14.39595531,45.50347492,44.09332318,2,F24-3619,Desmodium sequax,Herbaceous_legumes,13.71,16.77,47.74,23.81
CIAT-398,Desmodium incanum,Herbaceous_legumes,8.857142857,11.34833759,48.72615997,37.03439407,2,F24-3612,Desmodium incanum,Herbaceous_legumes,13.99,17.1,49.86,37.94
CIAT-4028,Galactia glaucescens,Herbaceous_legumes,13.15,14.69744312,63.98935164,37.24693719,2,F25-0961,Galactia glaucescens,Herbaceous_legumes,11.34,15.22,40.58,30.52
CIAT-4134,Macroptilium lathyroides,Herbaceous_legumes,16.36666667,17.99157245,42.32891522,66.52322941,1,F24-3430,Macroptilium lathyroides,Herbaceous_legumes,16.37,19.79,42.33,66.52
CIAT-4279,Vigna umbellata,Herbaceous_legumes,16.65555556,17.91147133,41.87144359,70.20082467,1,F24-3431,Vigna umbellata,Herbaceous_legumes,16.66,19.13,41.87,70.2
CIAT-43477,Desmodium cinereum,Shrub_Trees,14.5875,16.02469194,53.15346698,49.97562941,2,F24-3662,Desmodium cinereum,Shrub_Trees,15.27,17.08,57.22,36.81
CIAT-438,Centrosema molle x acutifolium,Herbaceous_legumes,11.2125,13.43947391,46.47013326,42.78535513,2,F24-3613,Centrosema molle x acutifolium,Herbaceous_legumes,14.41,17.06,44.76,38.37
CIAT-442,Centrosema molle x acutifolium,Herbaceous_legumes,9.3,11.93876779,46.74163746,41.78598095,2,F24-3614,Centrosema molle x acutifolium,Herbaceous_legumes,14.57,17.37,52.27,43.3
CIAT-466,Vigna umbellata,Herbaceous_legumes,12.4,13.7637462,50.55283115,43.6718981,2,F24-3615,Vigna umbellata,Herbaceous_legumes,14.22,17.87,46.59,62.6
CIAT-5124,Centrosema molle x acutifolium,Herbaceous_legumes,16.09652778,17.51359334,37.06004223,57.95558839,1,F24-3432,Centrosema molle x acutifolium,Herbaceous_legumes,16.04,19.28,36.76,58.03
CIAT-5172,Centrosema molle,Herbaceous_legumes,12.25,13.63063859,38.76376048,45.90504819,2,F25-0936,Centrosema molle,Herbaceous_legumes,13.16,15.63,50.12,35.41
CIAT-5234,Centrosema brasilianum,Herbaceous_legumes,14.23402778,16.24126828,37.79271259,61.58744563,1,F24-3433,Centrosema brasilianum,Herbaceous_legumes,14.16,18.38,37.63,61.53
CIAT-5277,Centrosema acutifolium,Herbaceous_legumes,12.725,13.5229917,34.37680163,33.56897857,2,F25-0962,Centrosema acutifolium,Herbaceous_legumes,13.27,16.82,46.87,57.08
CIAT-5452,Centrosema macrocarpum,Herbaceous_legumes,11.9625,13.36800426,39.22940326,48.99828972,2,F25-0937,Centrosema macrocarpum,Herbaceous_legumes,12.74,17.17,58.64,32.09
CIAT-5512,Centrosema brasilianum,Herbaceous_legumes,13.08333333,14.2142089,58.90652469,34.33654857,2,F24-3620,Centrosema brasilianum,Herbaceous_legumes,14.28,18.59,45.89,59.21
CIAT-5568,Centrosema acutifolium,Herbaceous_legumes,12.08333333,13.46810142,41.4906511,37.40152006,2,F24-3621,Centrosema acutifolium,Herbaceous_legumes,14.09,17.94,52.67,44.5
CIAT-5657,Centrosema brasilianum,Herbaceous_legumes,12.575,13.8185352,54.17335628,34.22825813,2,F24-3622,Centrosema brasilianum,Herbaceous_legumes,12.8,17.68,47.4,50.66
CIAT-5713,Centrosema macrocarpum,Herbaceous_legumes,13.02222222,14.75775979,42.48540368,55.84340535,2,F25-1658,Centrosema macrocarpum,Herbaceous_legumes,13.92,17.19,57.47,40.63
CIAT-5713,Centrosema macrocarpum,Herbaceous_legumes,13.02222222,14.75775979,42.48540368,55.84340535,3,F25-1658,Centrosema macrocarpum,Herbaceous_legumes,13.33,16.14,61.23,45.58
CIAT-5733,Centrosema macrocarpum,Herbaceous_legumes,13.36666667,15.06243678,44.18018541,55.16807007,2,F25-0938,Centrosema macrocarpum,Herbaceous_legumes,13.21,17.06,48.62,43.99
CIAT-5735,Centrosema macrocarpum,Herbaceous_legumes,13.66,15.56880762,48.61358187,50.3977818,2,F25-0939,Centrosema macrocarpum,Herbaceous_legumes,13.9,17.53,47.18,51.89
CIAT-5744,Centrosema macrocarpum,Herbaceous_legumes,12.47777778,13.75653351,48.93500532,39.14423489,2,F24-3623,Centrosema macrocarpum,Herbaceous_legumes,14.14,18.53,52.4,39.53
CIAT-5749,Centrosema plumieri,Herbaceous_legumes,13.385,15.37952719,53.35416899,46.51583688,2,F25-0940,Centrosema plumieri,Herbaceous_legumes,12.76,17.73,49.14,52.88
CIAT-5911,Centrosema macrocarpum,Herbaceous_legumes,14.02222222,16.1632339,54.95595488,46.84420945,2,F25-0941,Centrosema macrocarpum,Herbaceous_legumes,13.1,17.79,57.79,43.41
CIAT-705,Indigofera suffruticosa,Shrub_Trees,14.25555556,17.35352037,31.83660477,74.33876299,1,F24-3416,Indigofera suffruticosa,Herbaceous_legumes,14.26,20.11,31.84,74.34
CIAT-707,Alysicarpus ovalifolius,Herbaceous_legumes,13.54444444,16.24554319,36.43692643,65.96553027,1,F24-3417,Alysicarpus ovalifolius,Herbaceous_legumes,13.54,18.54,36.44,65.97
CIAT-712,Clitoria ternatea,Herbaceous_legumes,12.56666667,14.78993967,40.72874406,62.66438244,1,F24-3418,Clitoria ternatea,Herbaceous_legumes,12.57,17.07,40.73,62.66
CIAT-712,Clitoria ternatea,Herbaceous_legumes,12.56666667,14.78993967,40.72874406,62.66438244,3,F25-2633,Clitoria ternatea ,Herbaceous_legumes,14.48,17.18,55.88,53.09
CIAT-7131,Eriosema diffusum,Herbaceous_legumes,13.93333333,15.93830547,62.36414859,37.48994816,2,F24-3624,Eriosema diffusum,Herbaceous_legumes,13.3,15.9,55.01,23.05
CIAT-715,Canavalia ensiformis,Herbaceous_legumes,13.4,14.8099846,53.77620166,44.65704915,2,F24-3616,Canavalia ensiformis,Herbaceous_legumes,13.9,17.08,44.06,55.83
CIAT-7227,Galactia texana,Herbaceous_legumes,12.75,14.01171253,58.43990972,32.60253643,2,F25-0963,Galactia texana,Herbaceous_legumes,10.43,12.73,31.16,51.21
CIAT-7292,Chamaecrista desvauxii,Herbaceous_legumes,14.51111111,16.04761661,36.64236954,48.53293812,1,F24-3434,Chamaecrista desvauxii,Herbaceous_legumes,14.51,17.99,36.64,48.53
CIAT-7317,Canavalia sp.,Herbaceous_legumes,14.86111111,16.36328667,32.96522944,69.48236382,1,F24-3435,Canavalia sp.,Herbaceous_legumes,14.86,18.14,32.97,69.48
CIAT-7318,Canavalia sp.,Herbaceous_legumes,13.84444444,15.45123194,46.70256686,41.4873079,2,F24-3625,Canavalia sp.,Herbaceous_legumes,12.68,17.34,48.52,55.31
CIAT-7322,Canavalia sp.,Herbaceous_legumes,15.95,17.8010923,39.24547104,74.78106968,1,F24-3436,Canavalia sp.,Herbaceous_legumes,15.95,19.56,39.25,74.78
CIAT-7339,Indigofera lespedezioides,Herbaceous_legumes,15.14444444,16.9529376,32.89300673,54.06573342,1,F24-3437,Indigofera lespedezioides,Herbaceous_legumes,15.14,19.53,32.89,54.07
CIAT-7395,Galactia striata,Herbaceous_legumes,11.31478175,13.99458706,56.30280705,36.00041087,2,F24-3626,Galactia striata,Herbaceous_legumes,12.69,17.14,47.01,51.78
CIAT-7469,Clitoria ternatea,Herbaceous_legumes,15.82222222,17.0030616,42.9692466,66.22663304,1,F24-3438,Clitoria ternatea,Herbaceous_legumes,15.82,18.21,42.97,66.23
CIAT-749,Crotalaria juncea,Herbaceous_legumes,14.03333333,15.5916863,35.43436857,65.15035962,1,F24-3419,Crotalaria juncea,Herbaceous_legumes,14.03,17.31,35.43,65.15
CIAT-7643,Desmanthus pernambucanus,Shrub_Trees,15.30833333,17.15264096,42.69599571,47.11528233,1,F24-3439,Desmanthus pernambucanus,Shrub_Trees,15.45,19.54,42.3,47.11
CIAT-7648,Canavalia brasiliensis,Herbaceous_legumes,13.93333333,14.87918186,41.43801504,43.94885891,2,F24-3627,Canavalia brasiliensis,Herbaceous_legumes,12.69,18.0,43.86,57.02
CIAT-768,Clitoria ternatea,Herbaceous_legumes,13.48888889,15.73317916,39.07768747,64.82392255,1,F24-3420,Clitoria ternatea,Herbaceous_legumes,13.49,17.56,39.08,64.82
CIAT-7703,Aeschynomene indica,Herbaceous_legumes,15.17777778,16.17003353,40.1140517,57.42012064,1,F24-3440,Aeschynomene indica,Herbaceous_legumes,15.29,17.21,40.57,57.76
CIAT-7714,Alysicarpus glumaceus,Herbaceous_legumes,15.475,16.94113593,38.02776209,64.85070778,1,F24-3441,Alysicarpus glumaceus,Herbaceous_legumes,15.09,18.43,36.76,64.72
CIAT-772,Clitoria ternatea,Herbaceous_legumes,13.45555556,14.98567864,37.9232549,65.1012294,1,F24-3421,Clitoria ternatea,Herbaceous_legumes,13.46,16.11,37.92,65.1
CIAT-7746,Crotalaria paulina,Herbaceous_legumes,14.5875,15.53119326,44.36277828,45.11217688,2,F24-3628,Crotalaria paulina,Herbaceous_legumes,12.88,16.99,41.13,57.79
CIAT-7757,Clitoria ternatea,Herbaceous_legumes,16.05208333,17.54005584,47.06289764,64.42898123,1,F24-3442,Clitoria ternatea,Herbaceous_legumes,15.67,18.82,46.06,64.37
CIAT-7759,Clitoria ternatea,Herbaceous_legumes,16.15,17.19433648,48.56936395,65.16662247,1,F24-3443,Clitoria ternatea,Herbaceous_legumes,15.8,17.76,47.01,64.84
CIAT-7790,Crotalaria pallida,Herbaceous_legumes,16.33611111,19.25154343,48.16399752,61.79840914,1,F24-3444,Crotalaria pallida,Herbaceous_legumes,16.07,21.45,46.83,61.25
CIAT-7792,Chamaecrista rotundifolia,Herbaceous_legumes,14.93541667,17.12217481,41.78349178,65.7357304,1,F24-3445,Chamaecrista rotundifolia,Herbaceous_legumes,14.69,19.54,40.68,65.8
CIAT-7813,Indigofera cryptantha,Herbaceous_legumes,14,14.94943966,42.98477189,43.24858849,2,F24-3629,Indigofera cryptantha,Herbaceous_legumes,14.13,20.08,57.58,61.75
CIAT-7816,Indigofera spicata,Herbaceous_legumes,13.71388889,16.26331175,34.28266977,65.63914949,1,F24-3446,Indigofera spicata,Herbaceous_legumes,13.37,18.34,32.93,65.79
CIAT-7831,Tephrosia rhodesica,Shrub_Trees,13.7875,14.63753388,51.90493454,42.98536787,2,F24-3630,Tephrosia rhodesica,Shrub_Trees,14.91,20.47,54.47,51.58
CIAT-7858,Crotalaria incana,Herbaceous_legumes,15.05833333,16.70322401,40.08598539,74.82455731,1,F24-3447,Crotalaria incana,Herbaceous_legumes,14.73,18.39,38.79,75.03
CIAT-7894,Canavalia brasiliensis,Herbaceous_legumes,14.23333333,15.26985051,61.2112481,43.94334352,2,F24-3631,Canavalia brasiliensis,Herbaceous_legumes,12.54,18.14,45.89,52.77
CIAT-7972,Canavalia brasiliensis,Herbaceous_legumes,14.17222222,16.55086921,36.6719194,68.10280279,1,F24-3448,Canavalia brasiliensis,Herbaceous_legumes,13.76,18.9,35.17,68.52
CIAT-798,Galactia striata,Herbaceous_legumes,12.8375,14.4541117,47.31917107,48.94948612,2,F25-1651,Galactia striata,Herbaceous_legumes,12.74,16.7,43.93,56.06
CIAT-798,Galactia striata,Herbaceous_legumes,12.8375,14.4541117,47.31917107,48.94948612,3,F25-1651,Galactia striata,Herbaceous_legumes,12.62,15.81,50.8,57.23
CIAT-7991,Indigofera suffruticosa,Herbaceous_legumes,13.6,14.62470611,43.15559767,52.59057484,2,F24-3632,Indigofera suffruticosa,Herbaceous_legumes,14.83,18.49,63.57,39.55
CIAT-8013,Crotalaria paulina,Herbaceous_legumes,12.54444444,13.82502214,73.98239152,26.99257014,2,F25-0964,Crotalaria paulina,Herbaceous_legumes,13.2,15.89,40.57,68.31
CIAT-8156,Chamaecrista rotundifolia,Herbaceous_legumes,13.675,14.88618091,70.97066678,32.8920286,2,F25-0965,Chamaecrista rotundifolia,Herbaceous_legumes,14.43,20.12,42.34,50.26
CIAT-819,Indigofera suffruticosa,Shrub_Trees,14.225,16.94499362,39.39675804,60.93349666,1,F24-3422,Indigofera suffruticosa,Herbaceous_legumes,14.22,19.73,39.4,60.93
CIAT-8202,Chamaecrista rotundifolia,Herbaceous_legumes,13.9625,15.70541132,51.27329731,47.58715571,2,F24-3633,Chamaecrista rotundifolia,Herbaceous_legumes,13.61,18.64,48.87,51.8
CIAT-8205,Indigofera suffruticosa,Shrub_Trees,17.22777778,18.43571086,38.08396914,63.18264692,1,F24-3449,Indigofera suffruticosa,Herbaceous_legumes,16.87,19.09,36.31,63.4
CIAT-822,Calopogonium mucunoides,Herbaceous_legumes,12.93333333,14.51184509,44.52442567,54.16855161,2,F25-1652,Calopogonium mucunoides,Herbaceous_legumes,14.01,16.64,43.7,49.82
CIAT-822,Calopogonium mucunoides,Herbaceous_legumes,12.93333333,14.51184509,44.52442567,54.16855161,3,F25-1652,Calopogonium mucunoides,Herbaceous_legumes,13.54,16.08,48.95,51.7
CIAT-8402,Indigofera suffruticosa,Shrub_Trees,16.81888889,18.51920477,36.83540917,64.32332887,1,F24-3450,Indigofera suffruticosa,Herbaceous_legumes,16.26,20.07,35.27,64.85
CIAT-8408,Chamaecrista nictitans,Herbaceous_legumes,15.39722222,18.63948881,51.45658896,48.14235023,1,F24-3451,Chamaecrista nictitans,Herbaceous_legumes,15.03,21.86,50.04,48.31
CIAT-8409,Chamaecrista nictitans,Herbaceous_legumes,15.54555556,18.95958119,45.40827622,51.14513493,1,F24-3452,Chamaecrista nictitans,Herbaceous_legumes,15.29,23.37,42.31,52.95
CIAT-8512,Calopogonium caeruleum,Herbaceous_legumes,13.05,14.14472117,68.03125399,37.2941724,2,F25-0988,Calopogonium caeruleum,Herbaceous_legumes,14.62,17.19,51.26,42.35
CIAT-852,Dioclea sericea,Herbaceous_legumes,12.625,14.06177283,47.75477299,46.55186377,2,F25-1653,Dioclea sericea,Herbaceous_legumes,11.8,14.53,43.16,23.64
CIAT-852,Dioclea sericea,Herbaceous_legumes,12.625,14.06177283,47.75477299,46.55186377,3,F25-1653,Dioclea sericea,Herbaceous_legumes,11.81,14.14,41.49,28.48
CIAT-8702,Calopogonium caeruleum,Herbaceous_legumes,13.38571429,15.00368541,55.22922007,45.28150402,2,F25-1664,Calopogonium caeruleum,Herbaceous_legumes,14.46,18.0,48.86,39.57
CIAT-8702,Calopogonium caeruleum,Herbaceous_legumes,13.38571429,15.00368541,55.22922007,45.28150402,3,F25-1664,Calopogonium caeruleum,Herbaceous_legumes,14.17,16.98,50.56,46.88
CIAT-8719,Canavalia sp.,Herbaceous_legumes,14.66388889,16.92290927,35.82828163,69.01484696,1,F24-3453,Canavalia sp. ,Herbaceous_legumes,14.29,18.98,34.19,69.74
CIAT-8797,Desmanthus virgatus,Shrub_Trees,13.60555556,15.90633759,39.30177088,49.25748774,1,F24-3454,Desmanthus virgatus,Shrub_Trees,13.23,18.2,37.41,49.41
CIAT-8816,Crotalaria micans,Herbaceous_legumes,13.32222222,14.68445207,47.10012958,46.7021594,2,F25-1665,Crotalaria micans,Herbaceous_legumes,13.81,17.17,41.51,64.71
CIAT-8816,Crotalaria micans,Herbaceous_legumes,13.32222222,14.68445207,47.10012958,46.7021594,3,F25-1665,Crotalaria micans,Herbaceous_legumes,13.71,16.1,46.81,68.2
CIAT-8819,Coursetia caribaea,Herbaceous_legumes,16.56777778,18.43514176,40.70647497,65.13841256,1,F24-3455,Coursetia caribaea,Herbaceous_legumes,16.19,19.6,38.36,65.65
CIAT-887,Calopogonium mucunoides,Herbaceous_legumes,12.825,14.01458092,47.23500694,46.8764695,2,F24-3617,Calopogonium mucunoides,Herbaceous_legumes,14.44,18.2,41.52,52.78
CIAT-905,Canavalia brasiliensis,Herbaceous_legumes,12.07777778,15.39794365,40.88064539,63.41720623,1,F24-3423,Canavalia brasiliensis,Herbaceous_legumes,12.08,18.73,40.88,63.42
CIAT-907,Dioclea virgata,Herbaceous_legumes,13.17777778,14.78603126,45.97682481,52.30124557,2,F25-1654,Dioclea virgata,Herbaceous_legumes,13.54,17.01,48.63,41.29
CIAT-907,Dioclea virgata,Herbaceous_legumes,13.17777778,14.78603126,45.97682481,52.30124557,3,F25-1654,Dioclea virgata,Herbaceous_legumes,13.26,16.12,52.97,45.26
CIAT-913,Cajanus cajan,Shrub_Trees,13.53333333,16.14330515,32.8325974,60.86471966,1,F24-3424,Cajanus cajan,Shrub_Trees,13.53,18.06,32.83,60.86
CIAT-9170,Indigofera lespedezioides,Herbaceous_legumes,15.11666667,16.69472255,38.19553322,42.54084717,1,F24-3456,Indigofera lespedezioides,Herbaceous_legumes,15.12,19.38,38.2,42.54
CIAT-9189,Indigofera suffruticosa,Herbaceous_legumes,14.5,16.19205144,56.32020868,47.16428563,2,F24-3634,Indigofera suffruticosa,Herbaceous_legumes,15.27,20.18,45.56,57.89
CIAT-923,Galactia latisiliqua,Herbaceous_legumes,13.075,14.00956259,60.23094275,28.41151467,2,F24-3618,Galactia latisiliqua,Herbaceous_legumes,14.04,18.3,49.82,63.67
CIAT-9254,Crotalaria pallida,Herbaceous_legumes,18.25,20.75754558,52.28725409,59.57930489,1,F24-3457,Crotalaria pallida,Herbaceous_legumes,18.25,22.87,52.29,59.58
CIAT-9283,Crotalaria pallida,Herbaceous_legumes,18.13333333,20.82296494,50.82738418,60.12428941,1,F24-3458,Crotalaria pallida,Herbaceous_legumes,18.13,23.25,50.83,60.12
CIAT-9288,Indigofera suffruticosa,Shrub_Trees,19.38333333,22.65560954,49.11286706,68.01798625,1,F24-3459,Indigofera suffruticosa,Herbaceous_legumes,19.38,26.92,49.11,68.02
CIAT-9323,Crotalaria vitellina,Herbaceous_legumes,13.17142857,14.46913523,48.63543506,48.33484828,2,F25-0966,Crotalaria vitellina,Herbaceous_legumes,14.66,17.21,51.69,64.57
CIAT-9336,Clitoria ternatea,Herbaceous_legumes,18.63333333,20.19289758,50.58015917,69.14500974,1,F24-3460,Clitoria ternatea,Herbaceous_legumes,18.63,22.63,50.58,69.15
CIAT-9349,Mucuna pruriens,Herbaceous_legumes,17.35,18.52022148,43.23141221,56.47175531,1,F24-3461,Mucuna pruriens,Herbaceous_legumes,17.35,19.72,43.23,56.47
CIAT-9356,Tephrosia noctiflora,Herbaceous_legumes,18.7,20.48123332,49.48299954,53.76858584,1,F24-3462,Tephrosia noctiflora,Shrub_Trees,18.7,22.53,49.48,53.77
CIAT-9432,Clitoria ternatea,Herbaceous_legumes,17.36,18.90480266,57.23559994,50.86955404,1,F24-3463,Clitoria ternatea,Herbaceous_legumes,17.47,20.6,54.34,55.33
CIAT-9432,Clitoria ternatea,Herbaceous_legumes,17.36,18.90480266,57.23559994,50.86955404,3,F25-2635,Clitoria ternatea ,Herbaceous_legumes,15.25,17.61,60.36,48.13
CIAT-9433,Clitoria ternatea,Herbaceous_legumes,17.95,19.36220051,46.43060189,61.81659761,1,F24-3464,Clitoria ternatea,Herbaceous_legumes,17.95,21.33,46.43,61.82
CIAT-9434,Clitoria ternatea,Herbaceous_legumes,14.36666667,15.85424307,46.5095975,51.78237038,2,F24-3635,Clitoria ternatea,Herbaceous_legumes,14.89,17.69,56.61,54.0
CIAT-9435,Desmanthus pubescens,Shrub_Trees,16.03333333,18.91088125,44.68897753,43.25556652,1,F24-3465,Desmanthus pubescens,Shrub_Trees,16.03,22.85,44.69,43.26
CIAT-9530,Crotalaria maypurensis,Herbaceous_legumes,17.01666667,19.20635037,51.12426414,68.20211518,1,F24-3466,Crotalaria maypurensis,Herbaceous_legumes,17.02,22.0,51.12,68.2
CIAT-9537,Crotalaria sagittalis,Herbaceous_legumes,13.65,15.84376108,61.08167194,31.68683759,2,F25-0967,Crotalaria sagittalis,Herbaceous_legumes,13.62,15.54,43.17,63.64
CIAT-955,Clitoria ternatea,Herbaceous_legumes,12.82222222,14.54174742,45.4542608,59.6485888,1,F24-3425,Clitoria ternatea,Herbaceous_legumes,12.82,15.9,45.45,59.65
CIAT-9562,Eriosema diffusum,Herbaceous_legumes,16.84,18.08730867,45.1294384,28.53385037,1,F24-3467,Eriosema diffusum,Herbaceous_legumes,16.7,19.77,40.6,35.83
CIAT-9690,Aeschynomene histrix,Herbaceous_legumes,13.28333333,14.5860864,48.22524491,52.97040787,2,F25-0968,Aeschynomene histrix,Herbaceous_legumes,14.26,17.11,45.88,60.47
CIAT-989,Indigofera hirsuta,Herbaceous_legumes,14.91666667,15.99487279,29.71202034,50.4755836,1,F24-3426,Indigofera hirsuta,Herbaceous_legumes,14.92,17.49,29.71,50.48
CIAT-9900,Pueraria phaseoloides,Herbaceous_legumes,13.71666667,14.95767063,49.78747516,55.77349618,2,F25-0969,Pueraria phaseoloides,Herbaceous_legumes,14.1,15.19,43.37,45.12
CIAT-9982,Crotalaria incana,Herbaceous_legumes,17.05,18.99978192,47.26025984,72.63736918,1,F24-3468,Crotalaria incana,Herbaceous_legumes,17.05,21.22,47.26,72.64
CIAT-BH-08-1149,Brachiaria humidicola,Grass,16.53333333,18.5981859,55.71627267,58.06992167,1,F24-3602,Brachiaria humidicola,Grass,16.71,20.32,55.06,58.29
CIAT-BH-16-B-0733,Brachiaria humidicola,Grass,16.64444444,18.63397841,54.41194986,58.61707648,1,F24-3606,Brachiaria humidicola,Grass,16.61,20.21,54.65,57.87
CIAT-BH-16-B-0741,Brachiaria humidicola,Grass,16.26666667,18.49899629,54.44116853,58.18267308,1,F24-3607,Brachiaria humidicola,Grass,16.41,20.6,53.66,58.82
CIAT-BH-16-B-1194,Brachiaria humidicola,Grass,16.06666667,18.07229238,54.38707133,57.93000077,1,F24-3608,Brachiaria humidicola,Grass,15.93,19.69,56.09,57.89
CIAT-BH-16-B-1618,Brachiaria humidicola,Grass,16.28888889,17.48367649,52.17842383,56.34690149,1,F24-3609,Brachiaria humidicola,Grass,16.37,18.46,49.87,55.96
CIAT-BH-16-B-1707,Brachiaria humidicola,Grass,15.9,18.00404635,59.51626446,55.72820542,1,F24-3610,Brachiaria humidicola,Grass,15.83,19.66,58.33,56.99
CIAT-BH-16-B-2165,Urochloa humidicola,Grass,13.98888889,15.54903804,39.15382911,55.17289595,2,F25-2145,Urochloa humidicola,Grass,12.58,15.3,43.54,54.76
CIAT-BH-16-B-2167,Urochloa humidicola,Grass,13.7125,15.25226146,40.89717958,48.15224217,2,F25-2146,Urochloa humidicola,Grass,12.67,14.6,43.77,49.81
CIAT-BH-16-0550,Brachiaria humidicola,Grass,15.87777778,18.07345417,57.31433634,56.78334988,1,F24-3603,Brachiaria humidicola,Grass,16.28,19.91,58.06,56.56
CIAT-BH-16-0562,Brachiaria humidicola,Grass,16.225,18.18753445,58.25749703,56.47482607,1,F24-3604,Brachiaria humidicola,Grass,15.79,19.96,57.88,56.42
CIAT-BH-16-1763,Urochloa humidicola,Grass,14.1,15.43944213,38.74068246,55.57656457,2,F25-2144,Urochloa humidicola,Grass,12.28,14.9,41.73,53.52
CIAT-BH-16-3249,Brachiaria humidicola,Grass,16.27777778,18.22606781,54.88118786,58.21011912,1,F24-3605,Brachiaria humidicola,Grass,16.17,19.84,55.41,59.07
CIAT-BH-22-0071,Urochloa humidicola,Grass,13.2,14.54637746,49.04048929,37.45650923,2,F25-2178,Urochloa humidicola,Grass,12.96,14.99,47.41,46.77
CIAT-BH-22-0132,Urochloa humidicola,Grass,14.7625,16.1575486,53.94522769,51.02685895,2,F25-2172,Urochloa humidicola,Grass,12.72,14.6,69.18,33.38
CIAT-BH-22-0456,Urochloa humidicola,Grass,12.72222222,14.1369111,61.82357752,33.26528863,2,F25-2175,Urochloa humidicola,Grass,13.12,14.63,49.34,51.84
CIAT-BH-22-1258,Urochloa humidicola,Grass,14.33333333,15.80024542,61.34236585,54.66239262,2,F25-2163,Urochloa humidicola,Grass,12.87,14.79,82.25,27.68
CIAT-BH-22-1267,Urochloa humidicola,Grass,13.64,15.38351526,71.4600433,29.2290841,2,F25-2180,Urochloa humidicola,Grass,12.66,15.02,56.47,42.58
CIAT-BH-22-1303,Urochloa humidicola,Grass,14,15.59058186,44.01892,40.12741923,2,F25-2181,Urochloa humidicola,Grass,12.99,14.99,53.84,45.5
CIAT-BH-22-1370,Urochloa humidicola,Grass,14.65,15.82534603,74.2062803,47.27657957,2,F25-2164,Urochloa humidicola,Grass,12.89,14.68,48.47,41.92
CIAT-BH-22-1375,Urochloa humidicola,Grass,14.53333333,15.89079502,57.3046479,53.51674299,2,F25-2157,Urochloa humidicola,Grass,12.44,15.14,58.78,41.97
CIAT-BH-22-1706,Urochloa humidicola,Grass,13.95714286,15.23935233,59.33842343,50.95037132,2,F25-2161,Urochloa humidicola,Grass,12.42,14.71,60.81,36.12
CIAT-BH-22-1832,Urochloa humidicola,Grass,13.04,14.11534686,88.5725063,26.19711151,2,F25-2176,Urochloa humidicola,Grass,13.07,14.72,60.01,46.12
CIAT-BH-22-1872,Urochloa humidicola,Grass,12.96666667,14.10541699,64.56952557,30.32790218,2,F25-2177,Urochloa humidicola,Grass,12.94,15.22,81.86,40.81
CIAT-BH-22-2046,Urochloa humidicola,Grass,15.55714286,16.45715898,101.5880027,19.16584467,2,F25-2183,Urochloa humidicola,Grass,12.57,14.88,68.15,39.13
CIAT-BH-22-2074,Urochloa humidicola,Grass,12.8,14.11223096,51.05014551,38.06719253,2,F25-2174,Urochloa humidicola,Grass,13.33,15.33,59.36,45.93
