id,tax_name_x,functional_group_x,ch4_percentage_8h,ch4_percentage_24h,ch4_intensity_ml_g_tddm,tddm_mg_g,subset,id_lab,tax_name_y,functional_group_y,ch4_8h_percentage,ch4_24h_percentage,methane_intensity,tddm
CIAT-BH-22-2189,Urochloa humidicola,Grass,14.3,15.80185862,50.69621306,51.38446612,2,F25-2169,Urochloa humidicola,Grass,12.93,14.81,76.17,27.59
CIAT-BH-22-2225,Urochloa humidicola,Grass,13.33333333,14.50806962,104.3503252,36.14818599,2,F25-2165,Urochloa humidicola,Grass,13.31,15.09,56.26,39.81
CIAT-BH-22-2508,Urochloa humidicola,Grass,14.02,15.14316138,55.23738445,31.70866044,2,F25-2182,Urochloa humidicola,Grass,13.32,15.34,67.68,40.88
CIAT-BH-22-3115,Urochloa humidicola,Grass,14.35714286,15.62420112,49.10487787,51.74452341,2,F25-2156,Urochloa humidicola,Grass,12.14,14.84,62.57,37.57
CIAT-BH-22-3507,Urochloa humidicola,Grass,14.34,15.31389597,90.93040913,45.27754218,2,F25-2167,Urochloa humidicola,Grass,12.79,14.69,88.9,25.03
CIAT-BH-22-3521,Urochloa humidicola,Grass,14.94285714,16.28368729,53.41831992,51.50300207,2,F25-2173,Urochloa humidicola,Grass,13.17,14.63,55.84,36.99
CIAT-BH-22-4092,Urochloa humidicola,Grass,14.475,16.09518341,75.95546641,51.83506128,2,F25-2153,Urochloa humidicola,Grass,12.6,15.27,47.18,47.84
CIAT-BH-22-4169,Urochloa humidicola,Grass,14.22857143,15.62284588,89.52916338,44.07261059,2,F25-2162,Urochloa humidicola,Grass,12.93,14.87,74.49,30.14
CIAT-BH-22-4253,Urochloa humidicola,Grass,13.95714286,15.36644145,45.10520438,54.97226169,2,F25-2168,Urochloa humidicola,Grass,12.99,14.71,56.84,36.45
CIAT-BH-22-4454,Urochloa humidicola,Grass,12.88888889,14.1905748,45.6518782,40.17402135,2,F25-2179,Urochloa humidicola,Grass,13.42,15.57,52.87,45.38
CIAT-BH-22-4865,Urochloa humidicola,Grass,14.57777778,15.75710442,70.34303406,45.60908469,2,F25-2160,Urochloa humidicola,Grass,12.84,14.88,61.35,36.5
CIAT-BR-02-0465,Brachiaria interespecifico,Grass,14.35555556,15.26239548,48.94739166,44.27514191,2,F25-1721,Brachiaria interespecifico,Grass,12.13,15.33,51.44,43.68
CIAT-BR-02-1752,Brachiaria interespecifico,Grass,13.97777778,14.6106914,33.82558661,67.38520137,1,F24-3582,Brachiaria interespecifico,Grass,13.98,15.23,33.83,67.39
CIAT-BR-02-1794,Brachiaria interespecifico,Grass,13.78888889,14.50946411,35.76781532,63.96971335,1,F24-3583,Brachiaria interespecifico,Grass,13.79,15.24,35.77,63.97
CIAT-BR-04-3025,Brachiaria interespecifico,Grass,14.4,15.78136732,52.15527062,44.77099369,2,F25-1722,Brachiaria interespecifico,Grass,13.46,15.33,54.31,48.78
CIAT-BR-05-1435,Brachiaria interespecifico,Grass,14.61111111,16.20150791,48.32562992,45.93251512,2,F25-1723,Brachiaria interespecifico,Grass,12.36,15.16,45.58,43.49
CIAT-BR-06-0423,Brachiaria interespecifico,Grass,14.6125,15.14085715,35.98065725,64.27344606,1,F24-3584,Brachiaria interespecifico,Grass,13.06,15.49,34.29,64.5
CIAT-BR-09-1232,Brachiaria interespecifico,Grass,13.7625,14.37004035,36.04397144,66.64386119,1,F24-3585,Brachiaria interespecifico,Grass,13.71,14.95,36.04,66.64
CIAT-BR-09-3660,Brachiaria interespecifico,Grass,14.92222222,16.42253229,53.58402717,38.27779526,2,F25-1724,Brachiaria interespecifico,Grass,12.86,15.26,47.59,47.25
CIAT-BR-09-4777,Brachiaria interespecifico,Grass,13.44444444,14.82656368,43.33060992,55.50804333,2,F25-2106,Brachiaria interespecifico,Grass,12.72,15.09,56.87,40.4
CIAT-BR-12-0255,Brachiaria interespecifico,Grass,11.23333333,13.08918257,45.13055888,50.33091247,2,F25-2107,Brachiaria interespecifico,Grass,12.31,15.09,37.48,60.12
CIAT-BR-12-0461,Brachiaria interespecifico,Grass,11.71666667,13.5193047,46.40251686,47.67603482,2,F25-2108,Brachiaria interespecifico,Grass,12.52,15.34,37.7,61.59
CIAT-BR-12-1362,Brachiaria interespecifico,Grass,13.675,14.81286717,45.89577736,44.29831152,2,F25-1701,Brachiaria interespecifico,Grass,11.96,14.68,36.67,64.41
CIAT-BR-12-1620,Brachiaria interespecifico,Grass,13.56666667,14.850138,53.6815281,47.35279919,2,F25-2109,Brachiaria interespecifico,Grass,12.4,14.99,36.04,60.13
CIAT-BR-12-1889,Brachiaria interespecifico,Grass,13.42222222,14.67646926,46.01431242,51.55761317,2,F25-2110,Brachiaria interespecifico,Grass,11.64,15.62,36.64,57.99
CIAT-BR-12-2462,Brachiaria interespecifico,Grass,13.8875,14.62420432,53.10612308,34.30809934,2,F25-1702,Brachiaria interespecifico,Grass,12.94,13.12,35.78,56.21
CIAT-BR-12-3868,Brachiaria interespecifico,Grass,13.44285714,14.6603915,45.78641982,50.21320663,2,F25-1703,Brachiaria interespecifico,Grass,11.08,14.5,33.46,55.88
CIAT-BR-12-4039,Brachiaria interespecifico,Grass,13.42222222,14.70795477,43.64486433,53.48733839,2,F25-2111,Brachiaria interespecifico,Grass,12.23,15.64,38.13,56.17
CIAT-BR-12-4400,Brachiaria interespecifico,Grass,13.67777778,15.54328161,44.01815237,45.14938604,2,F25-1711,Brachiaria interespecifico,Grass,12.41,15.0,46.5,53.36
CIAT-BR-12-4856,Brachiaria interespecifico,Grass,13.86666667,14.89970764,40.99638861,54.54404312,2,F25-2112,Brachiaria interespecifico,Grass,12.56,15.13,40.7,49.54
CIAT-BR-12-4951,Brachiaria interespecifico,Grass,14.34444444,15.02145326,35.75599615,65.93328643,1,F24-3586,Brachiaria interespecifico,Grass,14.34,15.64,35.76,65.93
CIAT-BR-12-5049,Brachiaria interespecifico,Grass,12.38888889,14.09256253,50.73006222,45.49695556,2,F25-2113,Brachiaria interespecifico,Grass,12.74,15.83,44.66,50.57
CIAT-BR-15-0722,Brachiaria interespecifico,Grass,14.27777778,14.73888445,36.15030967,60.89206522,1,F24-3587,Brachiaria interespecifico,Grass,14.28,15.11,36.15,60.89
CIAT-BR-15-1851,Brachiaria interespecifico,Grass,12.3,13.89658861,36.649838,54.2089875,2,F25-2114,Brachiaria interespecifico,Grass,12.8,15.46,45.29,51.12
CIAT-BR-15-2558,Brachiaria interespecifico,Grass,13.62857143,14.66062028,44.56775422,48.0125703,2,F25-1704,Brachiaria interespecifico,Grass,12.19,14.63,38.25,57.33
CIAT-BR-15-2811,Brachiaria interespecifico,Grass,12.31111111,13.80183196,50.69496518,41.03555343,2,F25-1705,Brachiaria interespecifico,Grass,11.99,13.79,36.8,56.83
CIAT-BR-15-2891,Brachiaria interespecifico,Grass,11.675,12.86289766,52.42655444,31.55431911,2,F25-1706,Brachiaria interespecifico,Grass,13.08,14.58,40.25,54.93
CIAT-BR-15-3025,Brachiaria interespecifico,Grass,12.97777778,14.12305297,55.11452169,41.23121689,2,F25-2115,Brachiaria interespecifico,Grass,12.84,15.32,42.43,52.27
CIAT-BR-15-3248,Brachiaria interespecifico,Grass,12.22222222,13.72286074,44.53543389,51.99822469,2,F25-2116,Brachiaria interespecifico,Grass,12.69,15.71,40.34,54.32
CIAT-BR-15-3434,Brachiaria interespecifico,Grass,13.51111111,15.15253923,48.0409988,37.06566377,2,F25-1712,Brachiaria interespecifico,Grass,13.16,14.82,49.11,50.69
CIAT-BR-15-3811,Brachiaria interespecifico,Grass,13.4,15.26981147,48.14318207,35.08236202,2,F25-1713,Brachiaria interespecifico,Grass,12.68,14.57,48.25,49.7
CIAT-BR-15-6487,Brachiaria interespecifico,Grass,14.0125,14.4116088,36.05625758,61.15198613,1,F24-3588,Brachiaria interespecifico,Grass,14.01,14.91,36.06,61.15
CIAT-BR-15-6547,Brachiaria interespecifico,Grass,13.65555556,15.66584952,47.59104903,42.10614627,2,F25-1714,Brachiaria interespecifico,Grass,12.37,14.74,41.87,50.44
CIAT-BR-15-7121,Brachiaria interespecifico,Grass,13.15555556,15.13610296,47.7021114,41.75127444,2,F25-1715,Brachiaria interespecifico,Grass,11.98,15.52,50.81,47.76
CIAT-BR-15-7659,Brachiaria interespecifico,Grass,12.54444444,13.94059493,46.087061,47.66210037,2,F25-2117,Brachiaria interespecifico,Grass,12.39,15.24,41.22,52.92
CIAT-BR-15-8887,Brachiaria interespecifico,Grass,13.5,15.12559871,49.43558586,40.11767208,2,F25-1716,Brachiaria interespecifico,Grass,12.41,15.54,46.78,51.77
CIAT-BR-15-8919,Brachiaria interespecifico,Grass,14.23333333,15.34689769,57.37601854,45.51798227,2,F25-2118,Brachiaria interespecifico,Grass,12.42,15.0,43.24,50.93
CIAT-BR-19-0029,Brachiaria interespecifico,Grass,13.9375,14.86628465,38.2326484,61.99580318,1,F24-3589,Brachiaria interespecifico,Grass,13.78,15.72,38.23,62.0
CIAT-BR-19-0423,Brachiaria interespecifico,Grass,13.93333333,14.41387097,37.15749971,63.48291436,1,F24-3590,Brachiaria interespecifico,Grass,13.93,14.88,37.16,63.48
CIAT-BR-19-1264,Brachiaria interespecifico,Grass,14.03333333,15.42981765,44.91457481,41.22843626,2,F25-1725,Brachiaria interespecifico,Grass,12.26,15.53,49.0,45.46
CIAT-BR-19-1343,Brachiaria interespecifico,Grass,12.65555556,14.46613105,52.49810638,43.49449813,2,F25-1707,Brachiaria interespecifico,Grass,11.84,14.01,39.18,50.61
CIAT-BR-19-4678,Brachiaria interespecifico,Grass,12.45555556,14.33443459,46.52924899,37.39138354,2,F25-1717,Brachiaria interespecifico,Grass,12.79,14.87,51.68,47.83
CIAT-BR-19-5029,Brachiaria interespecifico,Grass,12.42222222,14.26422386,54.60283333,30.07930449,2,F25-1718,Brachiaria interespecifico,Grass,13.11,15.44,45.62,51.34
CIAT-BR-19-5217,Brachiaria interespecifico,Grass,14.41428571,16.13271587,46.37586353,46.83501856,2,F25-1726,Brachiaria interespecifico,Grass,12.66,15.21,50.98,45.08
CIAT-BR-19-5357,Brachiaria interespecifico,Grass,13.22222222,14.90782377,43.98013472,41.60524669,2,F25-1719,Brachiaria interespecifico,Grass,12.81,15.22,49.66,48.47
CIAT-BR-19-5381,Brachiaria interespecifico,Grass,14.25714286,15.28193721,50.67530314,40.37937583,2,F25-1720,Brachiaria interespecifico,Grass,12.34,15.16,46.28,47.56
CIAT-BR-19-5515,Brachiaria interespecifico,Grass,12.2375,13.71976225,51.21169886,45.70123659,2,F25-2119,Brachiaria interespecifico,Grass,12.34,15.18,45.3,52.02
CIAT-BR-19-5877,Brachiaria interespecifico,Grass,12.6,13.88363599,51.16656435,43.00312993,2,F25-2120,Brachiaria interespecifico,Grass,12.69,15.3,46.91,50.02
CIAT-BR-19-6136,Brachiaria interespecifico,Grass,13.44444444,14.66021982,55.77262201,44.69199557,2,F25-2121,Brachiaria interespecifico,Grass,12.63,15.18,48.9,46.05
CIAT-CIAT-16021,Megathyrsus maximus,Grass,12.58333333,14.08761311,37.06127543,58.34501634,2,F25-2087,Megathyrsus maximus,Grass,14.68,17.44,55.86,42.94
CIAT-CIAT-16025,Megathyrsus maximus,Grass,11.88333333,13.72812805,46.56439246,47.32020845,2,F25-2092,Megathyrsus maximus,Grass,13.42,16.32,49.69,45.83
CIAT-CIAT-16031,Megathyrsus maximus,Grass,12.37777778,13.5939225,42.34283091,52.03897114,2,F25-2080,Megathyrsus maximus,Grass,13.86,17.0,42.96,55.93
CIAT-CIAT-16048,Megathyrsus maximus,Grass,15.2375,16.66818632,48.72049657,48.5017786,1,F25-0994,Megathyrsus maximus,Grass,15.06,18.12,48.72,48.5
CIAT-CIAT-16051,Megathyrsus maximus,Grass,14.93333333,16.88705555,53.86862454,45.79254473,1,F25-0997,Megathyrsus maximus,Grass,14.93,18.82,53.87,45.79
CIAT-CIAT-16886,Urochloa humidicola,Grass,13.9,15.36987996,39.15912414,50.29005708,2,F25-2147,Urochloa humidicola,Grass,13.17,14.72,40.89,54.54
CIAT-CIAT-16888,Brachiaria humidicola,Grass,16.98888889,18.66317973,62.3038338,54.69249659,1,F24-3611,Brachiaria humidicola,Grass,16.38,19.99,62.67,53.26
CIAT-CIAT-16891,Urochloa humidicola,Grass,13.73333333,15.29895619,41.66329172,50.47891049,2,F25-2148,Urochloa humidicola,Grass,12.63,14.91,41.7,49.99
CIAT-CIAT-26110,Brachiaria interespecifico,Grass,12.625,13.95758025,40.08419974,48.47064781,2,F25-1708,Brachiaria interespecifico,Grass,13.28,15.13,48.14,49.43
CIAT-CIAT-26124,Brachiaria interespecifico,Grass,14.21428571,15.51128611,42.82854173,49.14657945,2,F25-1727,Brachiaria interespecifico,Grass,13.51,14.93,53.17,43.78
CIAT-CIAT-26146,Urochloa humidicola,Grass,13.81111111,15.1603643,40.68990743,51.30869366,2,F25-2149,Urochloa humidicola,Grass,12.61,14.9,44.07,51.97
CIAT-CIAT-26149,Urochloa humidicola,Grass,13.85714286,15.34868648,55.7868815,43.04065509,2,F25-2150,Urochloa humidicola,Grass,12.44,15.03,43.75,52.93
CIAT-CIAT-26160,Urochloa humidicola,Grass,13.45714286,15.22066902,74.57794834,40.66888451,2,F25-2151,Urochloa humidicola,Grass,12.82,15.26,44.14,52.52
CIAT-CIAT-26415,Urochloa humidicola,Grass,13.8625,15.28141394,49.08065254,45.34251969,2,F25-2152,Urochloa humidicola,Grass,12.09,14.63,42.34,48.43
CIAT-CIAT-26438,Urochloa humidicola,Grass,14.57777778,16.23925649,59.59987178,53.5682057,2,F25-2154,Urochloa humidicola,Grass,12.53,14.84,54.8,42.4
CIAT-CIAT-26570,Urochloa humidicola,Grass,14.375,15.94847264,52.60817434,53.78397129,2,F25-2155,Urochloa humidicola,Grass,13.28,15.51,45.45,48.12
CIAT-CIAT-26646,Brachiaria interespecifico,Grass,13.55,15.26633519,39.78898786,58.62415517,2,F25-1709,Brachiaria interespecifico,Grass,11.56,14.83,45.13,49.08
CIAT-CIAT-26936,Megathyrsus maximus,Grass,13.1,14.0678956,43.50903541,52.76176921,2,F25-2081,Megathyrsus maximus,Grass,14.43,16.83,44.14,53.71
CIAT-CIAT-6133,Urochloa humidicola,Grass,14.44285714,15.75419404,55.41503198,47.44338332,2,F25-2158,Urochloa humidicola,Grass,12.34,14.73,57.67,40.88
CIAT-CIAT-6297,Brachiaria interespecifico,Grass,13.35714286,15.13788113,39.05837689,53.16433385,2,F25-1710,Brachiaria interespecifico,Grass,12.91,15.01,50.2,47.27
CIAT-CIAT-679,Urochloa humidicola,Grass,14.35714286,15.83389196,71.99739583,43.8485474,2,F25-2159,Urochloa humidicola,Grass,12.42,14.87,62.47,41.12
CIAT-CIAT-6799,Megathyrsus maximus,Grass,14.92222222,16.22480105,51.97056865,42.10281223,1,F25-1005,Megathyrsus maximus,Grass,14.92,17.13,51.97,42.1
CIAT-CIAT-6890,Megathyrsus maximus,Grass,14.33333333,16.2074155,47.37954496,52.75161102,1,F25-1001,Megathyrsus maximus,Grass,14.33,17.82,47.38,52.75
CIAT-CIAT-6962,Megathyrsus maximus,Grass,14.82222222,15.86792064,40.72542185,56.51059131,1,F24-3591,Megathyrsus maximus,Grass,14.82,16.73,40.73,56.51
CIAT-CIAT-6986,Megathyrsus maximus,Grass,12.38888889,14.1205967,43.15251079,53.88902468,2,F25-2098,Megathyrsus maximus,Grass,13.76,16.14,51.0,45.09
CIAT-Mulato-II,Brachiaria interespecifico,Grass,14.21111111,14.64108542,34.27125952,65.31952458,1,F24-3592,Brachiaria interespecifico,Grass,14.21,15.01,34.27,65.32
CIAT-PM-21-0047,Megathyrsus maximus,Grass,14.43333333,16.13833505,50.93165128,48.46079701,1,F25-1008,Megathyrsus maximus,Grass,14.43,17.69,50.93,48.46
CIAT-PM-21-0052,Megathyrsus maximus,Grass,14.21111111,16.19808552,47.42745889,50.40702183,1,F25-1003,Megathyrsus maximus,Grass,14.21,17.99,47.43,50.41
CIAT-PM-21-0053,Megathyrsus maximus,Grass,14.63333333,16.41263989,49.0358581,51.4298638,1,F25-0990,Megathyrsus maximus,Grass,14.63,17.98,49.04,51.43
CIAT-PM-21-0055,Megathyrsus maximus,Grass,14.15555556,16.29612344,49.42973751,46.40256674,1,F25-1006,Megathyrsus maximus,Grass,14.16,18.23,49.43,46.4
CIAT-PM-21-0059,Megathyrsus maximus,Grass,14.2,16.38522791,48.85121029,48.99762907,1,F25-1011,Megathyrsus maximus,Grass,14.2,18.34,48.85,49.0
CIAT-PM-21-0062,Megathyrsus maximus,Grass,13.95555556,15.80183195,51.57322118,45.37566867,1,F25-1013,Megathyrsus maximus,Grass,13.96,17.47,51.57,45.38
CIAT-PM-21-0065,Megathyrsus maximus,Grass,11.62222222,13.28535861,46.10317575,49.6058127,2,F25-2089,Megathyrsus maximus,Grass,14.13,16.93,49.51,49.57
CIAT-PM-21-0070,Megathyrsus maximus,Grass,12.31666667,14.1583185,42.97324185,50.42052845,2,F25-2093,Megathyrsus maximus,Grass,13.77,16.82,45.53,54.14
CIAT-PM-21-0072,Megathyrsus maximus,Grass,11.42222222,13.14428486,40.94850083,49.29500036,2,F25-2083,Megathyrsus maximus,Grass,13.57,16.86,42.67,53.17
CIAT-PM-21-0074,Megathyrsus maximus,Grass,13.61111111,14.53183288,44.57944223,54.50763307,2,F25-2082,Megathyrsus maximus,Grass,13.9,16.89,41.79,54.87
CIAT-PM-21-0076,Megathyrsus maximus,Grass,14.88888889,16.80720896,56.00261959,47.61255557,1,F25-1000,Megathyrsus maximus,Grass,14.89,18.59,56.0,47.61
CIAT-PM-21-0078,Megathyrsus maximus,Grass,12.58888889,14.17688636,45.19566798,51.63038723,2,F25-2100,Megathyrsus maximus,Grass,13.78,16.54,50.97,42.9
CIAT-PM-21-0079,Megathyrsus maximus,Grass,12.2,13.89572778,44.43421886,47.83447666,2,F25-2097,Megathyrsus maximus,Grass,13.48,16.18,48.6,48.02
CIAT-PM-21-0086,Megathyrsus maximus,Grass,14.82222222,16.58857554,51.772727,45.62389359,1,F25-0993,Megathyrsus maximus,Grass,14.82,18.31,51.77,45.62
CIAT-PM-21-0185,Megathyrsus maximus,Grass,14.36666667,16.49528964,50.84087196,46.89438535,1,F25-0995,Megathyrsus maximus,Grass,14.37,18.59,50.84,46.89
CIAT-PM-21-0215,Megathyrsus maximus,Grass,14.72777778,16.37009801,47.14830808,51.01706578,1,F24-3593,Megathyrsus maximus,Grass,14.73,17.81,47.15,51.02
CIAT-PM-21-0631,Megathyrsus maximus,Grass,14.13333333,15.82456031,43.2526601,57.11927115,1,F24-3594,Megathyrsus maximus,Grass,14.13,17.6,43.25,57.12
CIAT-PM-21-0819,Megathyrsus maximus,Grass,12.23333333,13.82976298,43.70226169,51.3232128,2,F25-2086,Megathyrsus maximus,Grass,13.78,16.67,46.72,51.88
CIAT-PM-21-0876,Megathyrsus maximus,Grass,12.17777778,13.99295354,38.40762566,58.15276314,2,F25-2102,Megathyrsus maximus,Grass,13.43,16.14,53.15,41.2
CIAT-PM-21-0906,Megathyrsus maximus,Grass,13.73333333,15.55351241,43.94886308,48.60284433,1,F25-1014,Megathyrsus maximus,Grass,13.73,17.28,43.95,48.6
CIAT-PM-21-2195,Megathyrsus maximus,Grass,14.32222222,15.84597353,46.87769488,50.39207122,1,F24-3595,Megathyrsus maximus,Grass,14.32,17.24,46.88,50.39
CIAT-PM-21-2580,Megathyrsus maximus,Grass,12.26666667,14.23156435,43.43676225,50.99532045,2,F25-2079,Megathyrsus maximus,Grass,13.72,16.9,42.58,60.3
CIAT-PM-21-2627,Megathyrsus maximus,Grass,14.24444444,15.966318,43.89692047,47.89813121,1,F25-1010,Megathyrsus maximus,Grass,14.24,17.41,43.9,47.9
CIAT-PM-21-3522,Megathyrsus maximus,Grass,14.06666667,15.75749611,45.98522505,51.1966911,1,F24-3596,Megathyrsus maximus,Grass,14.07,17.38,45.99,51.2
CIAT-PM-21-3534,Megathyrsus maximus,Grass,17.14444444,18.90656063,50.37995842,59.54801018,1,F24-3597,Megathyrsus maximus,Grass,17.12,20.47,50.14,58.31
CIAT-PM-21-3535,Megathyrsus maximus,Grass,12.12222222,13.9758313,42.16274106,52.21628439,2,F25-2077,Megathyrsus maximus,Grass,14.12,16.73,41.28,53.93
CIAT-PM-21-3537,Megathyrsus maximus,Grass,16.9125,19.14139322,53.10261821,61.18731635,1,F24-3598,Megathyrsus maximus,Grass,17.09,21.64,50.43,65.81
CIAT-PM-21-3545,Megathyrsus maximus,Grass,16.95714286,19.04731766,50.51493373,57.5980105,1,F24-3599,Megathyrsus maximus,Grass,16.87,21.1,51.18,58.21
CIAT-PM-21-3550,Megathyrsus maximus,Grass,14.62222222,16.61355639,50.75888998,45.10749452,1,F25-0991,Megathyrsus maximus,Grass,14.62,18.52,50.76,45.11
CIAT-PM-21-3595,Megathyrsus maximus,Grass,14.84444444,16.26000418,50.5653913,45.28896068,1,F25-0992,Megathyrsus maximus,Grass,14.84,17.5,50.57,45.29
CIAT-PM-21-3641,Megathyrsus maximus,Grass,12.66666667,14.18137451,42.02533667,54.90000926,2,F25-2103,Megathyrsus maximus,Grass,13.41,16.31,58.19,38.93
CIAT-PM-21-3662,Megathyrsus maximus,Grass,12.7125,14.28355574,42.84234261,50.29446726,2,F25-2095,Megathyrsus maximus,Grass,13.86,16.44,40.94,57.71
CIAT-PM-21-3670,Megathyrsus maximus,Grass,16.5,18.78181712,48.18749471,60.01700645,1,F24-3600,Megathyrsus maximus,Grass,16.6,20.96,48.38,58.76
CIAT-PM-21-3684,Megathyrsus maximus,Grass,14.58888889,16.21580531,47.30890563,53.76496459,1,F25-0999,Megathyrsus maximus,Grass,14.59,17.79,47.31,53.76
CIAT-PM-21-4449,Megathyrsus maximus,Grass,14.55555556,16.39186548,52.89148753,42.71958994,1,F25-1004,Megathyrsus maximus,Grass,14.56,17.86,52.89,42.72
CIAT-PM-21-4852,Megathyrsus maximus,Grass,12.68571429,14.33421919,39.6039917,59.12847546,2,F25-2099,Megathyrsus maximus,Grass,13.82,16.23,53.27,40.75
CIAT-PM-21-4926,Megathyrsus maximus,Grass,12.6,14.41838359,47.7264535,48.21264122,2,F25-2094,Megathyrsus maximus,Grass,14.36,16.64,53.71,39.9
CIAT-PM-21-6080,Megathyrsus maximus,Grass,15.07777778,16.83956325,50.45910292,45.88549124,1,F25-0998,Megathyrsus maximus,Grass,15.08,18.54,50.46,45.89
CIAT-PM-21-6106,Megathyrsus maximus,Grass,12.23333333,14.22425572,44.91379576,50.72267735,2,F25-2078,Megathyrsus maximus,Grass,14.51,17.39,40.45,58.82
CIAT-PM-21-6529,Megathyrsus maximus,Grass,14.16666667,15.98969473,46.71627074,46.8123648,1,F25-1007,Megathyrsus maximus,Grass,14.17,17.53,46.72,46.81
CIAT-PM-21-6598,Megathyrsus maximus,Grass,11.46666667,13.64697954,38.05897734,52.16713785,2,F25-2084,Megathyrsus maximus,Grass,13.47,16.84,46.34,50.76
CIAT-PM-21-6628,Megathyrsus maximus,Grass,17.23333333,19.24063022,51.35951404,59.73568851,1,F24-3601,Megathyrsus maximus,Grass,17.23,21.42,49.84,60.12
CIAT-PM-21-6629,Megathyrsus maximus,Grass,11.95,13.65679506,44.45513585,49.91917667,2,F25-2090,Megathyrsus maximus,Grass,13.68,16.34,47.95,44.82
CIAT-PM-21-6638,Megathyrsus maximus,Grass,14.12888889,15.906073,45.83451293,49.70872953,1,F25-1002,Megathyrsus maximus,Grass,14.13,17.59,45.83,49.71
CIAT-PM-21-6640,Megathyrsus maximus,Grass,12.55,14.09232445,48.80562066,49.13452386,2,F25-2088,Megathyrsus maximus,Grass,13.7,17.04,44.24,49.86
CIAT-PM-21-6641,Megathyrsus maximus,Grass,14.03333333,15.08090653,45.04700009,51.82505218,2,F25-2091,Megathyrsus maximus,Grass,14.36,17.41,48.44,51.47
CIAT-PM-21-6647,Megathyrsus maximus,Grass,13.7,15.16616136,49.14440493,48.59448933,2,F25-2085,Megathyrsus maximus,Grass,14.16,16.74,48.25,50.51
ILRI-15551,Leucaena diversifolia,Shrub_Trees,13.58888889,15.28645153,40.32785168,57.34313471,2,F25-2076,Leucaena diversifolia,Shrub_Trees,10.02,13.09,32.04,44.44
Sample-8,Cynodon nlemfuensis,Grass,14.69777778,16.09655123,49.67026597,44.83126355,1,F25-0019,Cynodon nlemfuensis ,Grass,16.47,18.67,53.79,40.17
Sample-8,Cynodon nlemfuensis,Grass,14.69777778,16.09655123,49.67026597,44.83126355,2,F25-0008,Cynodon nlemfuensis ,Grass,14.53,16.31,70.47,29.83
Sample-8,Cynodon nlemfuensis,Grass,14.69777778,16.09655123,49.67026597,44.83126355,3,F25-0008,Cynodon nlemfuensis ,,13.98,15.62,62.91,36.41
Sample-8,Cynodon nlemfuensis,Grass,14.69777778,16.09655123,49.67026597,44.83126355,4,F25-0008,Cynodon nlemfuensis ,Grass,14.96,16.26,86.08,27.04
CIAT-17488,Leucaena leucocephala,Shrub_Trees,11.2,12.9,42.03347529,46.39717584,1,F25-0907,Leucaena leucocephala,Shrub_Trees,11.2,14.87,46.4,42.03
