32_no,32_date,32_gene_bank_id,32_tax_name,32_family,32_order,32_genus2,32_species3,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks2
No,Date,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
398,,CIAT-32265,Chamaecrista diphylla,Chamaecrista,diphylla,Fabaceae,Fabales,Herbaceous,F25-1695,24,49,1,1,83,0.5666,0.7967,,0.23,249.22076,52.00541813,255.230727,25.23072697,9.885458254,
399,,CIAT-32265,Chamaecrista diphylla,Chamaecrista,diphylla,Fabaceae,Fabales,Herbaceous,F25-1695,24,49,1,2,84,0.5627,0.8601,,0.297,182.3165658,38.03677545,255.2817527,-41.7182473,-16.34204045,
400,,CIAT-32265,Chamaecrista diphylla,Chamaecrista,diphylla,Fabaceae,Fabales,Herbaceous,F25-1695,24,49,1,3,85,0.5915,0.8106,,0.219,260.3165658,54.30994553,255.2817527,36.2817527,14.21243482,
401,,CIAT-33070,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1696,24,49,1,1,86,0.5425,0.8616,,0.319,161.4579921,33.60501745,260.3067422,-58.69325777,-22.5477286,
402,,CIAT-33070,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1696,24,49,1,2,87,0.5774,0.8333,,0.256,224.4579921,46.71750617,260.3067422,4.306742235,1.654487393,
403,,CIAT-33070,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1696,24,49,1,3,88,0.5703,0.8795,,0.309,171.0740097,35.63492425,260.0987049,-48.90129512,-18.80105291,
404,,CIAT-33079,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1697,24,49,1,1,89,0.5664,0.7763,,0.21,268.4717753,56.1102638,219.9190848,9.919084801,4.510333794,
405,,CIAT-33079,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1697,24,49,1,2,90,0.5752,0.7775,,0.202,276.7587436,57.80755909,220.0509835,18.05098349,8.203091486,
406,,CIAT-33079,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1697,24,49,1,3,91,0.5776,0.7948,,0.217,261.2804631,54.6291315,219.8311523,2.83115234,1.287875858,
407,,CIAT-33131,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1698,24,49,1,1,92,0.5581,0.9204,,0.362,112.5620665,23.71914539,265.9839356,-96.01606444,-36.09844491,
408,,CIAT-33131,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1698,24,49,1,2,93,0.5905,0.8822,,0.292,182.2775569,38.43267603,265.8244728,-26.17552723,-9.846921528,
409,,CIAT-33131,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1698,24,49,1,3,94,0.5789,0.8771,,0.298,176.3723935,37.18015548,265.877627,-32.12237297,-12.08163821,
410,,CIAT-33195,Dalea carthagenensis,Dalea,carthagenensis,Fabaceae,Fabales,Herbaceous,F25-1699,24,49,1,1,95,0.5966,0.8679,,0.271,207.748889,43.39412452,208.6298784,-62.37012155,-29.89510516,
411,,CIAT-33195,Dalea carthagenensis,Dalea,carthagenensis,Fabaceae,Fabales,Herbaceous,F25-1699,24,49,1,2,96,0.5755,0.8188,,0.243,235.940312,49.26298875,208.713297,-34.28670297,-16.42765624,
412,,CIAT-33195,Dalea carthagenensis,Dalea,carthagenensis,Fabaceae,Fabales,Herbaceous,F25-1699,24,49,1,3,97,0.6051,0.8406,,0.236,242.6531776,50.69498939,208.5881692,-27.41183084,-13.14160384,
413,,CIAT-43055,Desmodium discolor,Desmodium,discolor,Fabaceae,Fabales,Herbaceous,F25-1700,24,49,1,1,98,0.5866,0.8263,,0.24,234.1141841,49.37928288,204.2183934,-35.78160663,-17.52124578,
414,,CIAT-43055,Desmodium discolor,Desmodium,discolor,Fabaceae,Fabales,Herbaceous,F25-1700,24,49,1,2,99,0.5866,0.7367,,0.15,324.5882983,68.39365814,204.4226118,54.42261176,26.62259879,
415,,CIAT-43055,Desmodium discolor,Desmodium,discolor,Fabaceae,Fabales,Herbaceous,F25-1700,24,49,1,3,100,0.5768,0.7655,,0.189,285.3038298,60.15212442,204.3000807,15.30008073,7.489023339,
416,,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,0,0,0,F25-0017,24,49,1,1,101,0.5864,0.6928,,0.106,122.6065785,53.63213049,#DIV/0!,#DIV/0!,#DIV/0!,
417,,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,0,0,0,F25-0017,24,49,1,2,102,0.6138,0.718,,0.104,124.6065785,54.50699595,#DIV/0!,#DIV/0!,#DIV/0!,
418,,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,0,0,0,F25-0017,24,49,1,3,103,0.5917,0.7119,,0.12,108.7892445,47.54998197,#DIV/0!,#DIV/0!,#DIV/0!,
419,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,24,49,1,1,104,0.5785,0.8821,,0.304,164.8421411,35.15941223,#DIV/0!,#DIV/0!,#DIV/0!,
420,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,24,49,1,2,105,0.5765,0.881,,0.305,163.7484102,34.93311265,#DIV/0!,#DIV/0!,#DIV/0!,
421,,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,0,0,0,F25-0008,24,49,1,3,106,0.5776,0.8636,,0.286,183.1233339,39.0352218,#DIV/0!,#DIV/0!,#DIV/0!,
422,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,49,1,1,107,,,,,,,,,,
423,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,49,1,2,108,,,,,,,,,,
424,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,50,2,1,109,,,,,,,,,,
425,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,50,2,2,110,,,,,,,,,,
426,,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,24,50,2,1,111,0.6105,0.9347,,0.324,151.7602152,31.89846699,301.7624369,-22.23756306,-7.369228352,
427,,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,24,50,2,2,112,0.5941,0.9235,,0.329,146.3799113,30.79219542,301.52122,-27.47878003,-9.113381817,
428,,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,24,50,2,3,113,0.5903,0.9148,,0.325,150.8552912,31.70192577,301.8227412,-23.17725881,-7.679096255,
429,,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-1670,24,50,2,1,114,0.6086,0.8446,,0.236,232.1474321,49.58853048,235.426098,-0.573901993,-0.243771612,
430,,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-1670,24,50,2,2,115,0.5883,0.8295,,0.241,227.1474321,48.52049088,235.426098,-5.573901993,-2.367580332,
431,,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-1670,24,50,2,3,116,0.6089,0.8537,,0.245,222.6798457,47.61373571,235.1909541,-9.809045918,-4.170673127,
432,,CIAT-13329,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1671,24,50,2,1,117,0.6002,0.778,,0.178,293.1427819,62.21952095,246.4771099,68.47710986,27.78234048,
433,,CIAT-13329,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1671,24,50,2,2,118,0.5884,0.7809,,0.193,278.0486098,59.02758315,246.427844,53.42784399,21.68092823,
434,,CIAT-13329,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1671,24,50,2,3,119,0.6018,0.7967,,0.195,276.331126,58.6278119,246.5756416,51.57564158,20.9167626,
435,,CIAT-13387,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1672,24,50,2,1,120,0.6078,0.9597,,0.352,111.4452554,24.04712403,296.255769,-55.744231,-18.81625164,
436,,CIAT-13387,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1672,24,50,2,2,121,0.5759,0.9697,,0.394,69.35267741,14.96757886,296.1965889,-97.80341114,-33.01976282,
437,,CIAT-13387,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1672,24,50,2,3,122,0.6221,1.0678,,0.446,,,,,,Eliminado Dig 3.76%
438,,CIAT-13547,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1673,24,50,2,1,123,0.6359,0.9428,,0.307,167.2275635,35.26314714,276.3182228,-30.68177722,-11.1037835,
439,,CIAT-13547,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1673,24,50,2,2,124,0.5866,0.9035,,0.317,157.1327559,33.14108842,276.2629812,-40.73701876,-14.74573922,
440,,CIAT-13547,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1673,24,50,2,3,125,0.5787,0.8751,,0.296,178.1327559,37.57022768,276.2629812,-19.73701876,-7.14428646,
441,,CIAT-13953,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-1674,24,50,2,1,126,0.5771,0.7651,,0.188,277.0484912,59.57410817,206.8173125,18.81731253,9.098519026,
442,,CIAT-13953,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-1674,24,50,2,2,127,0.6136,0.8017,,0.188,277.0484912,59.57410817,206.8173125,18.81731253,9.098519026,
443,,CIAT-13953,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-1674,24,50,2,3,128,0.6005,0.7905,,0.19,274.9555559,59.1358792,206.7759821,16.77598213,8.113119308,
444,,CIAT-15086,Centrosema acutifolium,Centrosema,acutifolium,Fabaceae,Fabales,Climber,F25-1675,24,50,2,1,129,0.6102,0.8198,,0.21,265.8602552,55.86939701,267.6713923,57.67139235,21.54559434,
445,,CIAT-15086,Centrosema acutifolium,Centrosema,acutifolium,Fabaceae,Fabales,Climber,F25-1675,24,50,2,2,130,0.5872,0.7999,,0.213,262.6700632,55.22106257,267.5644094,54.56440938,20.39299977,
446,,CIAT-15086,Centrosema acutifolium,Centrosema,acutifolium,Fabaceae,Fabales,Climber,F25-1675,24,50,2,3,131,0.5939,0.826,,0.232,243.4798713,51.20718794,267.4574264,35.4574264,13.25722261,
447,,CIAT-17403,Flemingia macrophylla,Flemingia,macrophylla,Fabaceae,Fabales,Shrub,F25-1676,24,50,2,1,132,0.63,0.9974,,0.367,103.0098712,21.91653357,301.6998656,-65.30013443,-21.64407144,
448,,CIAT-17403,Flemingia macrophylla,Flemingia,macrophylla,Fabaceae,Fabales,Shrub,F25-1676,24,50,2,2,133,0.5824,1.0334,,0.451,,,,,,Eliminado Dig 4.06%
449,,CIAT-17403,Flemingia macrophylla,Flemingia,macrophylla,Fabaceae,Fabales,Shrub,F25-1676,24,50,2,3,134,0.6001,0.9853,,0.385,84.82198,18.05406805,301.579258,-83.42074201,-27.66129958,
450,,CIAT-17519,Mimosa somnians,Mimosa,somnians,Fabaceae,Fabales,Herbaceous,F25-1677,24,50,2,1,135,0.5868,0.8321,,0.245,227.758485,48.17649862,218.4471309,-26.55286905,-12.15528395,
451,,CIAT-17519,Mimosa somnians,Mimosa,somnians,Fabaceae,Fabales,Herbaceous,F25-1677,24,50,2,2,136,0.6037,0.8512,,0.248,224.947475,47.5628874,218.5344574,-29.4655426,-13.48324788,
452,,CIAT-17519,Mimosa somnians,Mimosa,somnians,Fabaceae,Fabales,Herbaceous,F25-1677,24,50,2,3,137,0.5856,0.8593,,0.274,198.758485,42.04228825,218.4471309,-55.55286905,-25.43080736,
453,,CIAT-17896,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1678,24,50,2,1,138,0.6081,0.8977,,0.29,184.0091453,38.81974581,245.2604165,-44.73958354,-18.241665,
454,,CIAT-17896,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1678,24,50,2,2,139,0.5854,0.903,,0.318,155.6303168,32.85902766,245.0644041,-72.93559586,-29.76180736,
455,,CIAT-17896,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1678,24,50,2,3,140,0.5866,0.865,,0.278,196.1038524,41.3630582,245.3094195,-32.69058046,-13.32626383,
456,,CIAT-18123,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1679,24,50,2,1,141,0.5862,0.8468,,0.261,212.0355959,44.82444825,297.0234862,36.02348623,12.12816087,
457,,CIAT-18123,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1679,24,50,2,2,142,0.5878,0.8644,,0.277,196.0355959,41.44203895,297.0234862,20.02348623,6.74138146,
458,,CIAT-18123,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1679,24,50,2,3,143,0.591,0.8994,,0.308,165.0355959,34.88862093,297.0234862,-10.97651377,-3.695503647,
459,,CIAT-18126,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1680,24,50,2,1,144,0.6043,0.8571,,0.253,211.2641893,45.50516585,261.9020883,8.902088271,3.399013857,
460,,CIAT-18126,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1680,24,50,2,2,145,0.5978,0.9062,,0.308,156.2641893,33.65846277,261.9020883,-46.09791173,-17.60120052,
461,,CIAT-18126,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1680,24,50,2,3,146,0.6108,0.8891,,0.278,186.3569865,40.13226718,261.9544373,-16.04556272,-6.125325796,
462,,CIAT-18127,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1681,24,50,2,1,147,0.6031,0.8899,,0.287,184.2208201,39.09437195,257.0151449,-29.98485511,-11.66657129,
463,,CIAT-18127,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1681,24,50,2,2,148,0.5988,0.8483,,0.25,221.0324448,46.9250998,256.9124005,6.912400479,2.690567083,
464,,CIAT-18127,Dioclea virgata,Dioclea,virgata,Fabaceae,Fabales,Climber,F25-1681,24,50,2,3,149,0.5697,0.8273,,0.258,213.0324448,45.22670299,256.9124005,-1.087599521,-0.42333477,
465,,CIAT-18668,Cratylia argentea,Cratylia,argentea,Fabaceae,Fabales,Shrub,F25-1682,24,50,2,1,150,0.5924,0.8304,,0.238,233.0043909,49.46968551,235.9984132,-2.001586825,-0.848135713,
466,,CIAT-18668,Cratylia argentea,Cratylia,argentea,Fabaceae,Fabales,Shrub,F25-1682,24,50,2,2,151,0.5856,0.784,,0.198,272.6279638,57.9285518,235.8098031,37.80980305,16.03402512,
467,,CIAT-18668,Cratylia argentea,Cratylia,argentea,Fabaceae,Fabales,Shrub,F25-1682,24,50,2,3,152,0.5771,0.8632,,0.286,185.0984977,39.29082741,236.0455657,-49.95443429,-21.16304712,
468,,CIAT-19228,Eriosema psoraleoides,Eriosema,psoraleoides,Fabaceae,Fabales,Herbaceous,F25-1683,24,50,2,1,153,0.5986,0.8636,,0.265,203.9029163,43.48510304,292.1763566,27.17635658,9.301353776,
469,,CIAT-19228,Eriosema psoraleoides,Eriosema,psoraleoides,Fabaceae,Fabales,Herbaceous,F25-1683,24,50,2,2,154,0.5941,0.935,,0.341,127.7155425,27.24798539,292.0596028,-48.94039721,-16.75698958,
470,,CIAT-19228,Eriosema psoraleoides,Eriosema,psoraleoides,Fabaceae,Fabales,Herbaceous,F25-1683,24,50,2,3,155,0.5846,0.878,,0.293,175.9966032,37.52619998,292.2347335,-0.765266529,-0.261867068,
471,,CIAT-19537,Crotalaria verrucosa,Crotalaria ,verrucosa,Fabaceae,Fabales,Herbaceous,F25-1684,24,50,2,1,156,0.5709,0.7083,,0.137,330.6902907,70.70711051,207.9118383,70.91183833,34.10668623,
472,,CIAT-19537,Crotalaria verrucosa,Crotalaria,verrucosa,Fabaceae,Fabales,Herbaceous,F25-1684,24,50,2,2,157,0.5665,0.7423,,0.176,291.9707926,62.39081525,208.0365355,32.03653555,15.39947561,
473,,CIAT-19537,Crotalaria verrucosa,Crotalaria,verrucosa,Fabaceae,Fabales,Herbaceous,F25-1684,24,50,2,3,158,0.6047,0.8337,,0.229,238.9707926,51.06532211,208.0365355,-20.96346445,-10.07681867,
474,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,24,50,2,1,159,,,,,,,,,,
475,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,24,50,2,2,160,,,,,,,,,,
476,,CIAT-20208,Aeschynomene sensitiva,Aeschynomene,sensitiva,Fabaceae,Fabales,Herbaceous,F25-1685,24,50,2,1,161,0.5949,0.7714,,0.177,300.3761671,62.9223216,284.7217815,107.7217815,37.83405011,
477,,CIAT-20208,Aeschynomene sensitiva,Aeschynomene,sensitiva,Fabaceae,Fabales,Herbaceous,F25-1685,24,50,2,2,162,0.5778,0.8173,,0.24,237.6625356,49.75532261,284.8925804,44.89258037,15.75772185,
478,,CIAT-20208,Aeschynomene sensitiva,Aeschynomene,sensitiva,Fabaceae,Fabales,Herbaceous,F25-1685,24,50,2,3,163,0.5937,0.7805,,0.187,290.4716233,60.83536887,284.7787144,97.77871443,34.33497993,
479,,CIAT-20345,Pachyrhizus erosus,Pachyrhizus,erosus,Fabaceae,Fabales,Climber,F25-1686,24,50,2,1,164,0.6021,0.7509,,0.149,319.775,68.21502853,180.4992566,31.49925664,17.45118358,
480,,CIAT-20345,Pachyrhizus erosus,Pachyrhizus,erosus,Fabaceae,Fabales,Climber,F25-1686,24,50,2,2,165,0.5939,0.8053,,0.211,257.587565,54.97106288,180.4270858,-30.57291419,-16.94474755,
481,,CIAT-20345,Pachyrhizus erosus,Pachyrhizus,erosus,Fabaceae,Fabales,Climber,F25-1686,24,50,2,3,166,0.6096,0.7666,,0.157,311.587565,66.49505626,180.4270858,23.42708581,12.98423998,
482,,CIAT-20927,Mimosa albida,Mimosa,albida,Fabaceae,Fabales,Herbaceous,F25-1687,24,50,2,1,167,0.5716,0.9485,,0.377,91.75131863,19.57355958,276.6018293,-100.3981707,-36.29700171,
483,,CIAT-20927,Mimosa albida,Mimosa,albida,Fabaceae,Fabales,Herbaceous,F25-1687,24,50,2,2,168,0.5635,0.876,,0.313,155.563968,33.20015593,276.491277,-36.50872299,-13.20429468,
484,,CIAT-20927,Mimosa albida,Mimosa,albida,Fabaceae,Fabales,Herbaceous,F25-1687,24,50,2,3,169,0.5782,0.9049,,0.327,141.7513186,30.24019624,276.6018293,-50.3981707,-18.22047628,
485,,CIAT-21849,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1688,24,50,2,1,170,0.6073,0.9372,,0.33,144.505058,30.45384987,276.2833081,-53.71669193,-19.44261212,
486,,CIAT-21849,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1688,24,50,2,2,171,0.582,0.8741,,0.292,182.505058,38.46219443,276.2833081,-15.71669193,-5.688614357,
487,,CIAT-21849,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1688,24,50,2,3,172,0.5694,0.8539,,0.285,189.884662,39.98542745,276.5043347,-8.495665283,-3.072525171,
488,,CIAT-22072,Bauhinia sp.,Bauhinia,sp.,Fabaceae,Fabales,Shrub,F25-1689,24,50,2,1,173,0.5943,0.7786,,0.184,284.3404376,60.71233973,211.2134322,27.21343215,12.88432837,
489,,CIAT-22072,Bauhinia sp.,Bauhinia,sp.,Fabaceae,Fabales,Shrub,F25-1689,24,50,2,2,174,0.5981,0.771,,0.173,295.1532137,63.04628593,211.1289974,38.12899744,18.05957396,
490,,CIAT-22072,Bauhinia sp.,Bauhinia,sp.,Fabaceae,Fabales,Shrub,F25-1689,24,50,2,3,175,0.5948,0.8044,,0.21,258.4340495,55.16978319,211.2556495,1.255649509,0.594374405,
491,,CIAT-22409,Cratylia argentea,Cratylia,argentea,Fabaceae,Fabales,Shrub,F25-1690,24,50,2,1,176,0.5791,0.829,,0.25,214.6427108,46.19521749,259.7197689,9.719768879,3.742406256,
492,,CIAT-22409,Cratylia argentea,Cratylia,argentea,Fabaceae,Fabales,Shrub,F25-1690,24,50,2,2,177,0.5791,0.8587,,0.28,184.8285679,39.76273849,259.8236568,-20.17634321,-7.765398834,
493,,CIAT-22409,Cratylia argentea,Cratylia,argentea,Fabaceae,Fabales,Shrub,F25-1690,24,50,2,3,178,0.5597,0.8182,,0.259,206.0144249,44.30280307,259.9275447,0.927544694,0.356847403,
494,,CIAT-22692,Lablab purpureus,Lablab,purpureus,Fabaceae,Fabales,Climber,F25-1691,24,50,2,1,179,0.579,0.7768,,0.198,263.5191764,57.09820737,197.2697882,-0.730211833,-0.370158979,
495,,CIAT-22692,Lablab purpureus,Lablab,purpureus,Fabaceae,Fabales,Climber,F25-1691,24,50,2,2,180,0.6141,0.8075,,0.193,268.7037102,58.19829996,197.3486645,4.348664532,2.203543937,
496,,CIAT-22692,Lablab purpureus,Lablab,purpureus,Fabaceae,Fabales,Climber,F25-1691,24,50,2,3,181,0.6133,0.7928,,0.18,281.7037102,61.01395852,197.3486645,17.34866453,8.790869993,
497,,CIAT-23715,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1692,24,50,2,1,182,0.6,1.0163,,0.416,53.33761372,11.36444473,307.0319104,-108.9680896,-35.4908027,
498,,CIAT-23715,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1692,24,50,2,2,183,0.5703,1.0201,,0.45,,,,,,Eliminado Dig 4.04%
499,,CIAT-23715,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1692,24,50,2,3,184,0.5822,1.0346,,0.452,,,,,,Eliminado Dig 3.62%
500,,CIAT-23746,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1693,24,50,2,1,185,0.5935,0.9893,,,,,,,,Eliminado Dig 15.67%
501,,CIAT-23746,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1693,24,50,2,2,186,0.5944,0.9606,,0.366,103.2765245,22.00760514,265.6117533,-100.3882467,-37.79510713,
502,,CIAT-23746,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1693,24,50,2,3,187,0.6047,1.0127,,,,,,,,Eliminado Dig 13.06%
503,,CIAT-23985,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-1694,24,50,2,1,188,0.5723,0.8328,,0.261,214.9225827,45.15914784,188.9576884,-72.04231158,-38.12616051,
504,,CIAT-23985,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-1694,24,50,2,2,189,0.5876,0.8635,,0.276,200.2080792,42.04214249,189.0710404,-86.92895963,-45.97687698,
505,,CIAT-23985,Desmodium velutinum,Desmodium,velutinum,Fabaceae,Fabales,Shrub,F25-1694,24,50,2,3,190,0.5694,0.7463,,0.177,299.0177482,62.81651248,188.9954724,11.9954724,6.346962841,
506,,CIAT-32265,Chamaecrista diphylla,Chamaecrista,diphylla,Fabaceae,Fabales,Herbaceous,F25-1695,24,50,2,1,191,0.6064,0.9341,,0.328,151.0291483,31.52817503,255.1286755,-72.8713245,-28.56257705,
507,,CIAT-32265,Chamaecrista diphylla,Chamaecrista,diphylla,Fabaceae,Fabales,Herbaceous,F25-1695,24,50,2,2,192,0.5715,0.7948,,0.223,256.1249542,53.45681788,255.1797012,32.17970123,12.61060385,
508,,CIAT-32265,Chamaecrista diphylla,Chamaecrista,diphylla,Fabaceae,Fabales,Herbaceous,F25-1695,24,50,2,3,193,0.6245,0.8669,,0.242,237.3165658,49.51144666,255.2817527,13.2817527,5.202781852,
509,,CIAT-33070,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1696,24,50,2,1,194,0.5792,0.9178,,0.339,141.0740097,29.38588777,260.0987049,-78.90129512,-30.33513572,
510,,CIAT-33070,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1696,24,50,2,2,195,0.6061,0.8878,,0.282,198.2660009,41.28253937,260.2027236,-21.79727644,-8.377036238,
511,,CIAT-33070,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1696,24,50,2,3,196,0.5775,0.8274,,0.25,229.9780141,47.91428093,260.0466955,10.04669554,3.863419805,
512,,CIAT-33079,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1697,24,50,2,1,197,0.5822,0.8182,,0.236,242.2804631,50.65656697,219.8311523,-16.16884766,-7.355121186,
513,,CIAT-33079,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1697,24,50,2,2,198,0.604,0.8921,,0.288,190.2804631,39.78428512,219.8311523,-68.16884766,-31.00963941,
514,,CIAT-33079,Desmodium oblongum,Desmodium,oblongum,Fabaceae,Fabales,Shrub,F25-1697,24,50,2,3,199,0.5851,0.778,,0.193,285.3761192,59.6551767,219.8751186,26.87511857,12.22290123,
515,,CIAT-33131,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1698,24,50,2,1,200,0.6012,1.0232,,0.422,,,,,,Eliminado Dig 11.09%
516,,CIAT-33131,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1698,24,50,2,2,201,0.614,0.9248,,0.311,163.6569031,34.47898935,266.0370898,-44.96291018,-16.90099309,
517,,CIAT-33131,Codariocalyx gyroides,Codariocalyx,gyroides,Fabaceae,Fabales,Shrub,F25-1698,24,50,2,3,202,0.5963,0.9029,,0.307,167.2775569,35.26997103,265.8244728,-41.17552723,-15.48974284,
518,,CIAT-33195,Dalea carthagenensis,Dalea,carthagenensis,Fabaceae,Fabales,Herbaceous,F25-1699,24,50,2,1,203,0.6142,0.9359,,0.322,157.0360235,32.78167315,208.7550063,-113.2449937,-54.24779777,
519,,CIAT-33195,Dalea carthagenensis,Dalea,carthagenensis,Fabaceae,Fabales,Herbaceous,F25-1699,24,50,2,2,204,0.6192,0.8223,,0.203,276.0360235,57.62322873,208.7550063,5.755006326,2.756823143,
