trial,field,plot,rep,X,Y,lab_delivery_date,sampling_date,material,requisitioner,id,genotype,state,comercial_name,type,biomass_g,dry_biomass_g,dry_matter_pct,height_cm,leaf_number,cover_m2,yield_g_m2,yield_kgDM_ha_cut,yield_ton_ha_cut,yield_ton_ha_year
FM2411,I1N,328,2,24,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1418,BR12_1418,,,hybrid,862.3,199.2800482,0.23110292,,,0.6972718,285.7996669,2857.996669,2.857996669,17.14798002
FM2411,I1N,675,3,49,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1418,BR12_1418,,,hybrid,679.8,168.4657205,0.247816594,,,0.55444762,303.8442487,3038.442487,3.038442487,18.23065492
FM2411,I1N,17,1,2,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1509,BR12_1509,,,hybrid,445.6,93.30085132,0.209382521,,,0.64448759,144.7674909,1447.674909,1.447674909,8.686049454
FM2411,I1N,472,2,34,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1509,BR12_1509,,,hybrid,470.3,105.0575623,0.223384143,,,0.52066873,201.7742881,2017.742881,2.017742881,12.10645729
FM2411,I1N,616,3,44,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1509,BR12_1509,,,hybrid,648.8,152.095799,0.234426324,,,0.57057981,266.5635838,2665.635838,2.665635838,15.99381503
FM2411,I1N,32,1,3,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1535,BR12_1535,,,hybrid,157.8,46.46,0.294423321,,,0.25813382,179.9841648,1799.841648,1.799841648,10.79904989
FM2411,I1N,516,2,37,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1535,BR12_1535,,,hybrid,476,118.448904,0.248842235,,,0.50422752,234.9116208,2349.116208,2.349116208,14.09469725
FM2411,I1N,700,3,50,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1535,BR12_1535,,,hybrid,881.7,206.2205007,0.233889646,,,0.70107096,294.1506815,2941.506815,2.941506815,17.64904089
FM2411,I1N,222,1,12,16,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-1620,BR12_1620,,,hybrid,1587.2,321.9,0.20280998,35.5,5.5,1.7670812,182.1648038,1821.648038,1.821648038,10.92988823
FM2411,I1N,379,2,1,28,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-1620,BR12_1620,,,hybrid,1721.3,360.7,0.209550921,45,4,1.102560351,327.1476247,3271.476247,3.271476247,19.62885748
FM2411,I1N,606,3,4,44,5/20/2025 0:00,4/8/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-1620,BR12_1620,,,hybrid,1304.4,273.5,0.209674946,42,4,2.120409656,128.9845098,1289.845098,1.289845098,7.739070586
FM2411,I1N,100,1,8,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1685,BR12_1685,,,hybrid,501.6,111.9886949,0.223262948,,,0.63078989,177.5372381,1775.372381,1.775372381,10.65223429
FM2411,I1N,485,2,35,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1685,BR12_1685,,,hybrid,838.1,175.618957,0.209544156,,,0.78833028,222.7733242,2227.733242,2.227733242,13.36639945
FM2411,I1N,621,3,45,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1685,BR12_1685,,,hybrid,723.4,163.5079403,0.226027012,,,0.62224712,262.7701039,2627.701039,2.627701039,15.76620623
FM2411,I1N,264,1,19,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1844,BR12_1844,,,hybrid,796.9,175.9928672,0.220846866,,,0.78653514,223.7571575,2237.571575,2.237571575,13.42542945
FM2411,I1N,369,2,27,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1844,BR12_1844,,,hybrid,642.2,150.9736592,0.235088227,,,0.65994396,228.767393,2287.67393,2.28767393,13.72604358
FM2411,I1N,617,3,45,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1844,BR12_1844,,,hybrid,826.8,206.7,0.25,,,0.62569489,330.3527059,3303.527059,3.303527059,19.82116236
FM2411,I1N,107,1,8,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1888,BR12_1888,,,hybrid,903.2,185.6202541,0.20551401,,,0.84386086,219.965474,2199.65474,2.19965474,13.19792844
FM2411,I1N,569,2,41,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1888,BR12_1888,,,hybrid,2430.4,439.9317722,0.181012085,,,1.42,310,3100,3.1,18.6
FM2411,I1N,855,3,62,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1888,BR12_1888,,,hybrid,977.4,218.8590151,0.223919598,,,0.70492163,310.4728324,3104.728324,3.104728324,18.62836994
FM2411,I1N,188,1,6,14,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-1889,BR12_1889,,,hybrid,3381.1,483.7,0.143059951,25,5,1.594147769,303.4223109,3034.223109,3.034223109,18.20533866
FM2411,I1N,475,2,13,34,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-1889,BR12_1889,,,hybrid,1456.8,313.2,0.214991763,22,4.5,1.279005121,244.8778312,2448.778312,2.448778312,14.69266987
FM2411,I1N,819,3,8,59,5/20/2025 0:00,4/8/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-1889,BR12_1889,,,hybrid,1228.8,257.1,0.209228516,38,4.5,1.186393563,216.7071772,2167.071772,2.167071772,13.00243063
FM2411,I1N,108,1,8,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1939,BR12_1939,,,hybrid,805.9,187.3869168,0.23251882,,,0.86220686,217.3340592,2173.340592,2.173340592,13.04004355
FM2411,I1N,445,2,32,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1939,BR12_1939,,,hybrid,933.1,210.7743079,0.225886087,,,0.88205369,238.9585921,2389.585921,2.389585921,14.33751552
FM2411,I1N,783,3,56,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-1939,BR12_1939,,,hybrid,1838.3,398.2476076,0.216639073,,,0.94883572,419.7224021,4197.224021,4.197224021,25.18334413
FM2411,I1N,192,1,14,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2243,BR12_2243,,,hybrid,524,146.8938818,0.280331835,,,0.74673541,196.7147665,1967.147665,1.967147665,11.80288599
FM2411,I1N,531,2,38,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2243,BR12_2243,,,hybrid,598,130.3184835,0.217923885,,,0.69330927,188.0362333,1879.762333,1.892736233,11.3564174
FM2411,I1N,684,3,49,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2243,BR12_2243,,,hybrid,1290.3,283.3058012,0.219565838,,,0.91792556,308.637011,3086.37011,3.08637011,18.51822066
FM2411,I1N,286,1,21,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2254,BR12_2254,,,hybrid,1242.9,264.874009,0.21310967,,,0.9598757,275.9461553,2759.461553,2.759461553,16.55676932
FM2411,I1N,520,2,38,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2254,BR12_2254,,,hybrid,764.3,171.8694671,0.224871735,,,0.69344645,247.8482183,2478.482183,2.478482183,14.8708931
FM2411,I1N,706,3,51,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2254,BR12_2254,,,hybrid,865.3,194.2021633,0.224433333,,,0.67718199,286.7798704,2867.798704,2.867798704,17.20679222
FM2411,I1N,532,2,38,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2255,BR12_2255,,,hybrid,1023.5,225.4877544,0.220310459,,,0.83411892,270.3304636,2703.304636,2.703304636,16.21982782
FM2411,I1N,652,3,47,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2255,BR12_2255,,,hybrid,790.6,176.7817694,0.223604565,,,0.62311902,283.7046596,2837.046596,2.837046596,17.02227957
FM2411,I1N,204,1,15,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2305,BR12_2305,,,hybrid,865.5,206.5596648,0.238659347,,,1.0104233,204.4288417,2044.288417,2.044288417,12.2657305
FM2411,I1N,344,2,25,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2305,BR12_2305,,,hybrid,713.7,164.0925826,0.229918148,,,0.61229474,267.9960676,2679.960676,2.679960676,16.07976406
FM2411,I1N,859,3,62,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2305,BR12_2305,,,hybrid,443.4,111.9405211,0.252459452,,,0.51051976,219.267754,2192.67754,2.19267754,13.15606524
FM2411,I1N,75,1,6,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2316,BR12_2316,,,hybrid,649.4,139.0121875,0.2140625,,,0.67124751,207.0952747,2070.952747,2.070952747,12.42571648
FM2411,I1N,455,2,33,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2316,BR12_2316,,,hybrid,320,77.05772418,0.240805388,,,0.39583358,194.672024,1946.72024,1.94672024,11.68032144
FM2411,I1N,633,3,46,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2316,BR12_2316,,,hybrid,826.7,186.910112,0.226091825,,,0.6130798,304.8707721,3048.707721,3.048707721,18.29224633
FM2411,I1N,268,1,20,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2367,BR12_2367,,,hybrid,377.3,88.69602406,0.235080901,,,0.49639473,178.6804305,1786.804305,1.786804305,10.72082583
FM2411,I1N,512,2,37,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2367,BR12_2367,,,hybrid,530.6,115.8020168,0.218247299,,,0.53127547,217.9698167,2179.698167,2.179698167,13.078189
FM2411,I1N,642,3,46,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2367,BR12_2367,,,hybrid,622.9,145.5152182,0.233609276,,,0.41089545,354.1417122,3541.417122,3.541417122,21.24850273
FM2411,I1N,171,1,13,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2461,BR12_2461,,,hybrid,990.1,211.3730518,0.213486569,,,0.9146511,231.0969197,2310.969197,2.310969197,13.86581518
FM2411,I1N,476,2,34,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2461,BR12_2461,,,hybrid,803.22,157.5163767,0.196106144,,,0.73946556,213.0138105,2130.138105,2.130138105,12.78082863
FM2411,I1N,682,3,49,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2461,BR12_2461,,,hybrid,694.1,160.290928,0.230933479,,,0.60431739,265.2429512,2652.429512,2.652429512,15.91457707
FM2411,I1N,195,1,13,14,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-2462,BR12_2462,,,hybrid,4159.04,691.54,0.166273948,41,,3.336303191,207.2773247,2072.773247,2.072773247,12.43663948
FM2411,I1N,646,3,13,47,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-2462,BR12_2462,,,hybrid,1573.9,271.2,0.17231082,19,,2.44268617,111.0253144,1110.253144,1.110253144,6.661518863
FM2411,I1N,31,1,12,3,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-0255,BR12_255,,,hybrid,1291.9,250.7,0.194055267,36,,1.271104609,197.2300299,1972.300299,1.972300299,11.8338018
FM2411,I1N,546,2,1,39,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-0255,BR12_255,,,hybrid,1237.2,252.5,0.20408988,36,4.5,1.446232626,174.5915529,1745.915529,1.745915529,10.47549317
FM2411,I1N,680,3,7,49,5/20/2025 0:00,4/8/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-0255,BR12_255,,,hybrid,1504.5,311,0.206713194,40,4,1.934308705,160.7809545,1607.809545,1.607809545,9.646857273
FM2411,I1N,263,1,19,11,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2679,BR12_2679,,,hybrid,1111.9,222.54,0.200143898,44,2.5,0.83147099,267.6461388,2676.461388,2.676461388,16.05876833
FM2411,I1N,349,2,25,13,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2679,BR12_2679,,,hybrid,1072.2,228.15,0.212786794,47,2.5,0.85551095,266.682735,2666.82735,2.66682735,16.0009641
FM2411,I1N,780,3,56,10,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-2679,BR12_2679,,,hybrid,1188.2,226.31,0.190464568,50,3,0.71478889,316.6109647,3166.109647,3.166109647,18.99665788
FM2411,I1N,155,1,12,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3018,BR12_3018,,,hybrid,181.4,50.9026203,0.280609814,,,0.45590981,111.6506361,1116.506361,1.116506361,6.699038167
FM2411,I1N,397,2,29,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3018,BR12_3018,,,hybrid,454.2,107.6129131,0.236928474,,,0.56634589,190.0127025,1900.127025,1.900127025,11.40076215
FM2411,I1N,834,3,60,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3018,BR12_3018,,,hybrid,452.7,112.5498677,0.248619102,,,0.42325206,265.916881,2659.16881,2.65916881,15.95501286
FM2411,I1N,138,1,10,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3067,BR12_3067,,,hybrid,769.1,152.614794,0.198432966,,,0.70530829,216.380264,2163.80264,2.16380264,12.98281584
FM2411,I1N,588,2,42,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3067,BR12_3067,,,hybrid,149.5,37.45,0.250501672,,,0.13974511,267.9879103,2679.879103,2.679879103,16.07927462
FM2411,I1N,761,3,55,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3067,BR12_3067,,,hybrid,606.2,130.7371333,0.215666667,,,0.44417412,294.3375749,2943.375749,2.943375749,17.6602545
FM2411,I1N,22,1,2,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3069,BR12_3069,,,hybrid,473.9,101.1954069,0.21353747,,,0.5849424,173.0006355,1730.006355,1.730006355,10.38003813
FM2411,I1N,558,2,40,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3069,BR12_3069,,,hybrid,1082.4,225.3543354,0.208198758,,,0.72500845,310.8299433,3108.299433,3.108299433,18.6497966
FM2411,I1N,608,3,44,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3069,BR12_3069,,,hybrid,870.6,181.9969729,0.209047752,,,0.707224,257.3399275,2573.399275,2.573399275,15.44039565
FM2411,I1N,279,1,20,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3358,BR12_3358,,,hybrid,269.9,70.15,0.259911078,,,0.41263191,170.0062412,1700.062412,1.700062412,10.20037447
FM2411,I1N,656,3,47,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3358,BR12_3358,,,hybrid,1299.1,277.5882515,0.213677355,,,0.840743,330.1701608,3301.701608,3.301701608,19.81020965
FM2411,I1N,223,1,16,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3377,BR12_3377,,,hybrid,396.4,116.0640526,0.292795289,,,0.42812997,271.0953701,2710.953701,2.710953701,16.2657222
FM2411,I1N,576,2,42,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3377,BR12_3377,,,hybrid,981.9,199.7537264,0.203435916,,,0.61933536,322.5291809,3225.291809,3.225291809,19.35175085
FM2411,I1N,648,3,47,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3377,BR12_3377,,,hybrid,782.1,160.0053846,0.204584305,,,0.56562128,282.8843084,2828.843084,2.828843084,16.9730585
FM2411,I1N,154,1,11,14,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3436,BR12_3436,,,hybrid,701.9,135.62,0.193218407,46,2.5,0.58169425,233.146537,2331.46537,2.33146537,13.98879222
FM2411,I1N,381,2,28,3,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3436,BR12_3436,,,hybrid,489.5,118.27,0.241613892,34,3.5,0.80615681,146.7084301,1467.084301,1.467084301,8.802505805
FM2411,I1N,768,3,55,12,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-3436,BR12_3436,,,hybrid,461,106.07,0.230086768,42,2.5,0.5183723,204.6212732,2046.212732,2.046212732,12.27727639
FM2411,I1N,260,1,7,19,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-3868,BR12_3868,,,hybrid,1789.2,295,0.164878158,27,,1.851462766,159.333477,1593.33477,1.59333477,9.560008619
FM2411,I1N,676,3,11,49,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-3868,BR12_3868,,,hybrid,988.9,178.5,0.18050359,20,,1.145345745,155.8481365,1558.481365,1.558481365,9.350888192
FM2411,I1N,273,1,7,20,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-4039,BR12_4039,,,hybrid,2873,507.6,0.176679429,50,3.5,1.480907096,342.7628927,3427.628927,3.427628927,20.56577356
FM2411,I1N,340,2,11,25,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-4039,BR12_4039,,,hybrid,2649.2,506,0.191001057,52,3.5,1.737673738,291.1939042,2911.939042,2.911939042,17.47163425
FM2411,I1N,47,1,5,4,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-4400,BR12_4400,,,hybrid,1687.87,322.77,0.191229182,32,,2.294680851,140.6600834,1406.600834,1.406600834,8.439605007
FM2411,I1N,593,3,10,43,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-4400,BR12_4400,,,hybrid,1103.9,200.3,0.181447595,32,,1.069946809,187.205568,1872.05568,1.87205568,11.23233408
FM2411,I1N,90,1,9,7,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-0461,BR12_461,,,hybrid,1420.3,309.8,0.218122932,30.5,4.5,1.3417703,230.8889979,2308.889979,2.308889979,13.85333988
FM2411,I1N,468,2,6,34,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-0461,BR12_461,,,hybrid,1603.5,370.5,0.231057063,23,4,1.168397952,317.100864,3171.00864,3.17100864,19.02605184
FM2411,I1N,626,3,5,45,5/20/2025 0:00,4/8/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-0461,BR12_461,,,hybrid,1819.7,394.3,0.216684069,32,4,1.384345282,284.8277848,2848.277848,2.848277848,17.08966709
FM2411,I1N,176,1,7,13,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-4856,BR12_4856,,,hybrid,2451.9,470.2,0.191769648,52,4.5,1.428237015,329.2170662,3292.170662,3.292170662,19.75302397
FM2411,I1N,528,2,10,38,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-4856,BR12_4856,,,hybrid,1378.8,279.3,0.20256745,56,3,1.176298464,237.4397388,2374.397388,2.374397388,14.24638433
FM2411,I1N,56,1,4,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0049,BR12_49,,,hybrid,711.2,145.7055664,0.204872844,,,0.84787577,171.8477772,1718.477772,1.718477772,10.31086663
FM2411,I1N,444,2,32,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0049,BR12_49,,,hybrid,1012.1,210.5885763,0.208070918,,,0.84151816,250.2484038,2502.484038,2.502484038,15.01490423
FM2411,I1N,863,3,62,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0049,BR12_49,,,hybrid,2282.4,460.1918354,0.201626286,,,0.94866561,485.0938313,4850.938313,4.850938313,29.10562988
SOC-BEF_METANO,M2N,147,1,6,10,11/28/2024 0:00,11/20/2024 0:00,Interspecific U.,Breeding,CIAT-BR-12-4951,BR12_4951,,,hybrid,505.5,113.238863,0.224013577,34,,0.42,269.6163404,2696.163404,2.696163404,16.17698042
SOC-BEF_METANO,M2N,361,2,14,4,11/28/2024 0:00,11/20/2024 0:00,Interspecific U.,Breeding,CIAT-BR-12-4951,BR12_4951,,,hybrid,464.5,105.970814,0.228139535,30,,0.43,246.4437534,2464.437534,2.464437534,14.7866252
SOC-BEF_METANO,M2N,394,3,16,23,11/28/2024 0:00,11/20/2024 0:00,Interspecific U.,Breeding,CIAT-BR-12-4951,BR12_4951,,,hybrid,517,106.8466667,0.206666667,33,,0.53,201.5974843,2015.974843,2.015974843,12.09584906
FM2411,I1N,277,1,11,20,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-5049,BR12_5049,,,hybrid,1509.5,390,0.258363697,45,4.5,1.616093636,241.3226507,2413.226507,2.413226507,14.47935904
FM2411,I1N,406,2,1,29,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-12-5049,BR12_5049,,,hybrid,2008.4,417.6,0.207926708,43,4.5,0.839209949,497.6108787,4976.108787,4.976108787,29.85665272
FM2411,I1N,230,1,17,6,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-5082,BR12_5082,,,hybrid,987.6,202.12,0.204657756,46,3,0.74698246,270.5819893,2705.819893,2.705819893,16.23491936
FM2411,I1N,560,2,40,14,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-5082,BR12_5082,,,hybrid,191.3,38.95,0.2036069,33,2.5,0.59498984,65.4633027,654.633027,0.654633027,3.927798162
FM2411,I1N,638,3,46,8,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-5082,BR12_5082,,,hybrid,296,57.04,0.192702703,36,2.5,0.53472298,106.6720566,1066.720566,1.066720566,6.400323397
FM2411,I1N,237,1,17,13,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-5323,BR12_5323,,,hybrid,933.4,171.71,0.18396186,51,2.5,0.81677299,210.2297727,2102.297727,2.102297727,12.61378636
FM2411,I1N,551,2,40,5,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-5323,BR12_5323,,,hybrid,591.6,132.54,0.224036511,46,3,0.64949376,204.0666257,2040.666257,2.040666257,12.24399754
FM2411,I1N,711,3,51,11,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-5323,BR12_5323,,,hybrid,1134,232.1,0.204673721,56,3,0.7512393,308.9561475,3089.561475,3.089561475,18.53736885
FM2411,I1N,266,1,19,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0061,BR12_61,,,hybrid,389.5,101.2713916,0.260003573,,,0.48815413,207.4578199,2074.578199,2.074578199,12.44746919
FM2411,I1N,487,2,35,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0061,BR12_61,,,hybrid,460.6,126.0861857,0.273743347,,,0.66577526,189.3825038,1893.825038,1.893825038,11.36295023
FM2411,I1N,880,3,63,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0061,BR12_61,,,hybrid,1338.8,283.8568995,0.212023379,,,0.83887846,338.3766696,3383.766696,3.383766696,20.30260018
FM2411,I1N,247,1,18,9,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0804,BR12_804,,,hybrid,814.5,170.06,0.208790669,45,2.5,0.98209297,173.1607956,1731.607956,1.731607956,10.38964773
FM2411,I1N,385,2,28,7,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0804,BR12_804,,,hybrid,442.3,104.48,0.23621976,45,2.5,0.52113142,200.4868561,2004.868561,2.004868561,12.02921136
FM2411,I1N,654,3,47,10,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0804,BR12_804,,,hybrid,832.5,176.39,0.21187988,46,3,0.82703132,213.280919,2132.80919,2.13280919,12.79685514
FM2411,I1N,249,1,18,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0091,BR12_91,,,hybrid,696.8,183.7181171,0.263659755,,,0.65915444,278.7178634,2787.178634,2.787178634,16.7230718
FM2411,I1N,507,2,37,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0091,BR12_91,,,hybrid,705.3,150.5380365,0.213438305,,,0.7203575,208.9768434,2089.768434,2.089768434,12.53861061
FM2411,I1N,661,3,48,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-12-0091,BR12_91,,,hybrid,814.6,172.8987771,0.21224991,,,0.70008584,246.9679676,2469.679676,2.469679676,14.81807806
FM2411,I1N,254,1,19,2,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-1168,BR15_1168,,,hybrid,735.2,164.34,0.223531012,45,2.5,0.70441462,233.3000982,2333.000982,2.333000982,13.99800589
FM2411,I1N,322,2,23,14,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-1168,BR15_1168,,,hybrid,791.9,174.17,0.219939386,39,2.5,0.6294966,276.6813991,2766.813991,2.766813991,16.60088394
FM2411,I1N,796,3,57,12,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-1168,BR15_1168,,,hybrid,782.2,169.84,0.217131168,38,3.5,0.72110699,235.5267698,2355.267698,2.355267698,14.13160619
FM2411,I1N,102,1,8,4,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-1462,BR15_1462,,,hybrid,389.5,84.42,0.216739409,40,2.5,0.63574167,132.7897855,1327.897855,1.327897855,7.967387131
