trial,field,plot,rep,X,Y,lab_delivery_date,sampling_date,material,requisitioner,id,genotype,state,comercial_name,type,biomass_g,dry_biomass_g,dry_matter_pct,height_cm,leaf_number,cover_m2,yield_g_m2,yield_kgDM_ha_cut,yield_ton_ha_cut,yield_ton_ha_year
FM2411,I1N,502,2,36,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6543,BR15_6543,,,hybrid,1175.5,240.5729077,0.204655813,,,0.82272346,292.4104142,2924.104142,2.924104142,17.54462485
FM2411,I1N,650,3,47,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6543,BR15_6543,,,hybrid,674.4,168.9086158,0.250457615,,,0.64903138,260.2472253,2602.472253,2.602472253,15.61483352
FM2411,I1N,19,1,5,2,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-6547,BR15_6547,,,hybrid,991.1,170.3,0.171829281,29,,1.373138298,124.0224676,1240.224676,1.240224676,7.441348053
FM2411,I1N,447,2,13,32,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-6547,BR15_6547,,,hybrid,1361.7,240.2,0.176397151,29,,1.143351064,210.0842056,2100.842056,2.100842056,12.60505234
FM2411,I1N,670,3,12,48,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-6547,BR15_6547,,,hybrid,1698.67,272.37,0.160343092,34,,1.276196809,213.4231947,2134.231947,2.134231947,12.80539168
FM2411,I1N,146,1,11,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6571,BR15_6571,,,hybrid,610,128.1079597,0.210013049,,,0.73830363,173.5875239,1734.875239,1.737875239,10.42725143
FM2411,I1N,394,2,29,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6571,BR15_6571,,,hybrid,511.1,122.4124014,0.239507731,,,0.66955632,182.8261458,1828.261458,1.828261458,10.96956875
FM2411,I1N,800,3,58,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6571,BR15_6571,,,hybrid,952,214.7894541,0.225619174,,,0.7695532,279.1092988,2791.092988,2.791092988,16.74655793
FM2411,I1N,194,1,14,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6590,BR15_6590,,,hybrid,843.3,182.8581263,0.216836388,,,0.98173663,186.259859,1862.59859,1.86259859,11.17559154
FM2411,I1N,388,2,28,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6590,BR15_6590,,,hybrid,363,88.7922028,0.244606619,,,0.48349868,183.6451814,1836.451814,1.836451814,11.01871089
FM2411,I1N,595,3,43,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6590,BR15_6590,,,hybrid,875.1,169.0702353,0.193201046,,,0.64485754,262.1823036,2621.823036,2.621823036,15.73093822
FM2411,I1N,67,1,5,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6758,BR15_6758,,,hybrid,251.2,67.29558576,0.26789644,,,0.44815413,150.1616994,1501.616994,1.501616994,9.009701965
FM2411,I1N,515,2,37,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-6758,BR15_6758,,,hybrid,1166.4,245.8054615,0.210738564,,,0.76454528,321.5054332,3215.054332,3.215054332,19.29032599
FM2411,I1N,206,1,15,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7006,BR15_7006,,,hybrid,832.7,203.3003139,0.244145928,,,0.84430272,240.790784,2407.90784,2.40790784,14.44744704
FM2411,I1N,327,2,24,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7006,BR15_7006,,,hybrid,862.9,176.3101013,0.20432275,,,0.9041112,195.0093101,1950.093101,1.950093101,11.7005586
FM2411,I1N,696,3,50,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7006,BR15_7006,,,hybrid,731.8,166.7361772,0.227843915,,,0.6204464,268.7358283,2687.358283,2.687358283,16.1241497
FM2411,I1N,168,1,14,12,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-7121,BR15_7121,,,hybrid,2553.37,419.17,0.164163439,40,,2.238031915,187.2940226,1872.940226,1.872940226,11.23764135
FM2411,I1N,573,2,2,41,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-7121,BR15_7121,,,hybrid,1666.67,297.07,0.178241644,30,,1.930053191,153.9180378,1539.180378,1.539180378,9.235082265
FM2411,I1N,725,3,11,52,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-7121,BR15_7121,,,hybrid,1665.2,273.9,0.164484747,25,,1.688297872,162.2344045,1622.344045,1.622344045,9.734064272
SOC-BEF_METANO,M2N,104,1,4,1,11/28/2024 0:00,11/20/2024 0:00,Interspecific U.,Breeding,CIAT-BR-15-0722,BR15_722,,,hybrid,334.4,82.97822853,0.248140636,40,,0.23,360.7749067,3607.749067,3.607749067,21.6464944
SOC-BEF_METANO,M2N,332,2,13,20,11/28/2024 0:00,11/20/2024 0:00,Interspecific U.,Breeding,CIAT-BR-15-0722,BR15_722,,,hybrid,589.5,135.3194595,0.22954955,33,,0.65,208.1837838,2081.837838,2.081837838,12.49102703
SOC-BEF_METANO,M2N,494,3,19,26,11/28/2024 0:00,11/20/2024 0:00,Interspecific U.,Breeding,CIAT-BR-15-0722,BR15_722,,,hybrid,553.1,124.4475,0.225,35,,0.67,185.7425373,1857.425373,1.857425373,11.14455224
FM2411,I1N,267,1,20,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7316,BR15_7316,,,hybrid,533.6,123.2548517,0.230987353,,,0.65214138,189.0002007,1890.002007,1.890002007,11.34001204
FM2411,I1N,374,2,27,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7316,BR15_7316,,,hybrid,473,110.7433447,0.234129693,,,0.54384377,203.6308051,2036.308051,2.036308051,12.2178483
FM2411,I1N,742,3,53,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7316,BR15_7316,,,hybrid,472.6,133.8370384,0.283193056,,,0.43450832,308.0195067,3080.195067,3.080195067,18.4811704
FM2411,I1N,201,1,15,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7318,BR15_7318,,,hybrid,1083.1,253.65462,0.234193168,,,1.11319667,227.8614614,2278.614614,2.278614614,13.67168768
FM2411,I1N,521,2,38,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7318,BR15_7318,,,hybrid,986.7,208.1649074,0.210970819,,,0.78602964,264.8308624,2648.308624,2.648308624,15.88985174
FM2411,I1N,736,3,53,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-7318,BR15_7318,,,hybrid,1204.2,292.9889289,0.24330587,,,0.76840403,381.2954091,3812.954091,3.812954091,22.87772454
FM2411,I1N,27,1,2,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0757,BR15_757,,,hybrid,665.2,135.2104879,0.20326291,,,0.82364448,164.1612264,1641.612264,1.641612264,9.849673582
FM2411,I1N,386,2,28,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0757,BR15_757,,,hybrid,563.6,133.8130536,0.237425574,,,0.6386736,209.5171205,2095.171205,2.095171205,12.57102723
FM2411,I1N,814,3,59,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0757,BR15_757,,,hybrid,568.2,144.7699197,0.254786905,,,0.58429815,247.7672053,2477.672053,2.477672053,14.86603232
FM2411,I1N,73,1,3,6,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-7659,BR15_7659,,,hybrid,1868.7,376.6,0.201530476,50,5.5,1.410241405,267.0464779,2670.464779,2.670464779,16.02278867
FM2411,I1N,522,2,4,38,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-7659,BR15_7659,,,hybrid,1932.3,402.1,0.208093981,57,6,1.182443307,340.058587,3400.58587,3.40058587,20.40351522
FM2411,I1N,734,3,9,53,5/20/2025 0:00,4/8/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-7659,BR15_7659,,,hybrid,1582.4,316.3,0.199886249,54,4,1.814923189,174.2773478,1742.773478,1.742773478,10.45664087
FM2411,I1N,163,1,12,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0780,BR15_780,,,hybrid,641,147.4389152,0.230013908,,,0.67889605,217.1745073,2171.745073,2.171745073,13.03047044
FM2411,I1N,351,2,26,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0780,BR15_780,,,hybrid,574.2,143.8512262,0.250524601,,,0.5187637,277.2962452,2772.962452,2.772962452,16.63777471
FM2411,I1N,816,3,59,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0780,BR15_780,,,hybrid,1159.7,246.4702446,0.212529313,,,0.75760322,325.3289295,3253.289295,3.253289295,19.51973577
FM2411,I1N,37,1,3,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0800,BR15_800,,,hybrid,627.3,128.6290157,0.205051834,,,0.69786317,184.3183897,1843.183897,1.843183897,11.05910338
FM2411,I1N,564,2,41,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0800,BR15_800,,,hybrid,752.6,158.0735833,0.210036651,,,0.65633387,240.8432515,2408.432515,2.408432515,14.45059509
FM2411,I1N,827,3,60,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0800,BR15_800,,,hybrid,1169.3,242.0466049,0.207001287,,,0.78844032,306.9941995,3069.941995,3.069941995,18.41965197
FM2411,I1N,113,1,9,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0823,BR15_823,,,hybrid,434.8,107.1923717,0.246532594,,,0.63070761,169.9557291,1699.557291,1.699557291,10.19734375
FM2411,I1N,563,2,41,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0823,BR15_823,,,hybrid,736.3,163.7818333,0.222438997,,,0.60910408,268.8897328,2688.897328,2.688897328,16.13338397
FM2411,I1N,630,3,45,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0823,BR15_823,,,hybrid,608.5,133.5368156,0.21945245,,,0.49640258,269.0091086,2690.091086,2.690091086,16.14054652
FM2411,I1N,252,1,18,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8529,BR15_8529,,,hybrid,630,161.1963366,0.255867201,,,0.64051749,251.6657845,2516.657845,2.516657845,15.09994707
FM2411,I1N,494,2,36,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8529,BR15_8529,,,hybrid,496.3,110.2043497,0.222051883,,,0.58244978,189.2083291,1892.083291,1.892083291,11.35249975
FM2411,I1N,216,1,16,6,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8543,BR15_8543,,,hybrid,1265.5,223.13,0.176317661,45,2.5,0.92126148,242.2005097,2422.005097,2.422005097,14.53203058
FM2411,I1N,320,2,23,12,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8543,BR15_8543,,,hybrid,935,191.94,0.205283422,41,3,0.86417903,222.1067549,2221.067549,2.221067549,13.32640529
FM2411,I1N,678,3,49,6,2/19/2026 0:00,2/11/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8543,BR15_8543,,,hybrid,1548.8,285.84,0.184555785,50,4,0.94874838,301.2811469,3012.811469,3.012811469,18.07686881
FM2411,I1N,231,1,17,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8650,BR15_8650,,,hybrid,458.3,129.8430698,0.283314575,,,0.65571023,198.0189783,1980.189783,1.980189783,11.8811387
FM2411,I1N,511,2,37,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8650,BR15_8650,,,hybrid,509.7,144.9498157,0.284382609,,,0.61512138,235.644249,2356.44249,2.35644249,14.13865494
FM2411,I1N,660,3,48,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8650,BR15_8650,,,hybrid,801.6,171.6715815,0.214161155,,,0.62117593,276.3654758,2763.654758,2.763654758,16.58192855
FM2411,I1N,287,1,21,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8756,BR15_8756,,,hybrid,754.9,188.6606619,0.249914773,,,0.66848955,282.2193136,2822.193136,2.822193136,16.93315881
FM2411,I1N,555,2,40,9,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8756,BR15_8756,,,hybrid,680.5,147.4316002,0.216651874,,,0.55806377,264.1841455,2641.841455,2.641841455,15.85104873
FM2411,I1N,600,3,43,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8756,BR15_8756,,,hybrid,378.2,85.58,0.22628239,,,0.4594318,186.2735666,1862.735666,1.862735666,11.176414
FM2411,I1N,133,1,10,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8881,BR15_8881,,,hybrid,930.6,195.3879052,0.209959064,,,1.04941529,186.1874008,1861.874008,1.861874008,11.17124405
FM2411,I1N,446,2,32,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8881,BR15_8881,,,hybrid,669.4,162.3379274,0.242512589,,,0.75002926,216.4421257,2164.421257,2.164421257,12.98652754
FM2411,I1N,632,3,46,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8881,BR15_8881,,,hybrid,596.4,144.688555,0.242603211,,,0.62083023,233.0565556,2330.565556,2.330565556,13.98339334
FM2411,I1N,239,1,1,18,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-8887,BR15_8887,,,hybrid,1215.2,242.6,0.19963792,50,,1.165132979,208.2165765,2082.165765,2.082165765,12.49299459
FM2411,I1N,529,2,11,38,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-8887,BR15_8887,,,hybrid,605.4,134.3,0.221836802,34,,0.771143617,174.1569236,1741.569236,1.741569236,10.44941542
FM2411,I1N,759,3,12,55,3/25/2025 0:00,2/20/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-8887,BR15_8887,,,hybrid,1243.7,248.7,0.199967838,54,,1.030053191,241.443842,2414.43842,2.41443842,14.48663052
FM2411,I1N,25,1,2,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8905,BR15_8905,,,hybrid,912.1,178.6758268,0.195894997,,,0.99406043,179.7434254,1797.434254,1.797434254,10.78460553
FM2411,I1N,333,2,24,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8905,BR15_8905,,,hybrid,973.1,206.2260309,0.211926864,,,0.81157593,254.1056521,2541.056521,2.541056521,15.24633913
FM2411,I1N,6,1,9,1,5/20/2025 0:00,4/7/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-8919,BR15_8919,,,hybrid,915.4,190.4,0.207996504,47.5,4.5,0.856327725,222.3447805,2223.447805,2.223447805,13.34068683
FM2411,I1N,525,2,7,38,5/20/2025 0:00,4/9/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-8919,BR15_8919,,,hybrid,1306.9,283.3,0.216772515,48,3.5,1.244330651,227.6726044,2276.726044,2.276726044,13.66035626
FM2411,I1N,861,3,7,62,5/20/2025 0:00,4/8/2025 0:00,Interspecific U.,Breeding,CIAT-BR-15-8919,BR15_8919,,,hybrid,1142.2,272.9,0.238924882,42.5,3,0.860277981,317.2230442,3172.230442,3.172230442,19.03338265
FM2411,I1N,220,1,16,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8976,BR15_8976,,,hybrid,885.7,208.7080236,0.235641892,,,0.92844753,224.7924809,2247.924809,2.247924809,13.48754885
FM2411,I1N,371,2,27,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8976,BR15_8976,,,hybrid,899.9,201.5745478,0.223996608,,,0.84047586,239.8338339,2398.338339,2.398338339,14.39003003
FM2411,I1N,882,3,63,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-8976,BR15_8976,,,hybrid,458.5,93.50741353,0.203942014,,,0.54853169,170.4685713,1704.685713,1.704685713,10.22811428
FM2411,I1N,91,1,7,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9125,BR15_9125,,,hybrid,225,55.21880544,0.245416913,,,0.40720493,135.604462,1356.04462,1.35604462,8.136267718
FM2411,I1N,462,2,33,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9125,BR15_9125,,,hybrid,367.7,87.74295856,0.238626485,,,0.45180209,194.2066239,1942.066239,1.942066239,11.65239743
FM2411,I1N,845,3,61,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9125,BR15_9125,,,hybrid,337.6,81.81,0.242328199,,,0.32936924,248.3838503,2483.838503,2.483838503,14.90303102
FM2411,I1N,4,1,1,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9141,BR15_9141,,,hybrid,440.6,93.3657859,0.211906005,,,0.5573989,167.5026375,1675.026375,1.675026375,10.05015825
FM2411,I1N,448,2,32,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9141,BR15_9141,,,hybrid,859,185.8214822,0.216323029,,,0.74023841,251.0292355,2510.292355,2.510292355,15.06175413
FM2411,I1N,812,3,58,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9141,BR15_9141,,,hybrid,1195.5,241.0911726,0.201665556,,,0.78031357,308.9670382,3089.670382,3.089670382,18.53802229
FM2411,I1N,281,1,21,1,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9142,BR15_9142,,,hybrid,677.6,148.0906876,0.218551782,,,0.75276111,196.7299926,1967.299926,1.967299926,11.80379956
FM2411,I1N,585,2,42,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9142,BR15_9142,,,hybrid,480.6,100.6595483,0.209445585,,,0.53950098,186.5789906,1865.789906,1.865789906,11.19473943
FM2411,I1N,694,3,50,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-9142,BR15_9142,,,hybrid,551.1,118.28443,0.214633333,,,0.4814958,245.6603567,2456.603567,2.456603567,14.7396214
FM2411,I1N,50,1,4,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0972,BR15_972,,,hybrid,830.5,168.6680214,0.203092139,,,0.73103218,230.7258504,2307.258504,2.307258504,13.84355102
FM2411,I1N,562,2,41,2,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0972,BR15_972,,,hybrid,597.4,129.702414,0.217111507,,,0.51738731,250.6872733,2506.872733,2.506872733,15.0412364
FM2411,I1N,722,3,52,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-15-0972,BR15_972,,,hybrid,948.4,228.5498663,0.240984676,,,0.67817,337.0096972,3370.096972,3.370096972,20.22058183
FM2411,I1N,13,1,1,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1033,BR19_1033,,,hybrid,462.3,97.18585515,0.210222486,,,0.58745737,165.4347364,1654.347364,1.654347364,9.926084184
FM2411,I1N,574,2,41,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1033,BR19_1033,,,hybrid,890.5,186.0978989,0.208981358,,,0.73702023,252.5003945,2525.003945,2.525003945,15.15002367
FM2411,I1N,719,3,52,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1033,BR19_1033,,,hybrid,793.7,197.1221438,0.248358503,,,0.66398379,296.8779461,2968.779461,2.968779461,17.81267676
FM2411,I1N,203,1,15,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-0113,BR19_113,,,hybrid,1086.5,275.2191072,0.253307968,,,1.04635377,263.0268224,2630.268224,2.630268224,15.78160934
FM2411,I1N,439,2,32,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-0113,BR19_113,,,hybrid,575.9,141.2310247,0.245235327,,,0.69783892,202.3834164,2023.834164,2.023834164,12.14300498
FM2411,I1N,685,3,49,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-0113,BR19_113,,,hybrid,1007.8,249.1768591,0.247248322,,,0.69064329,360.7895171,3607.895171,3.607895171,21.64737102
FM2411,I1N,76,1,6,6,3/25/2025 0:00,2/24/2025 0:00,Interspecific U.,Breeding,CIAT-BR-19-1264,BR19_1264,,,hybrid,633.6,139,0.219381313,42,,0.953856383,145.7242437,1457.242437,1.457242437,8.743454621
FM2411,I1N,124,1,3,9,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-19-1343,BR19_1343,,,hybrid,2408.97,411.47,0.170807441,56,,2.527659574,162.7869529,1627.869529,1.627869529,9.767217172
FM2411,I1N,359,2,9,26,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-19-1343,BR19_1343,,,hybrid,968.3,167.7,0.173190127,47,,1.038829787,161.4316436,1614.316436,1.614316436,9.685898618
FM2411,I1N,752,3,10,54,3/25/2025 0:00,2/19/2025 0:00,Interspecific U.,Breeding,CIAT-BR-19-1343,BR19_1343,,,hybrid,832,161,0.193509615,43,,1.087898936,147.9916881,1479.916881,1.479916881,8.879501283
FM2411,I1N,181,1,13,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1444,BR19_1444,,,hybrid,235.6,84.23877886,0.357549995,,,0.35651413,236.2845446,2362.845446,2.362845446,14.17707268
FM2411,I1N,398,2,29,6,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1444,BR19_1444,,,hybrid,475.4,120.4119474,0.253285544,,,0.51958831,231.7449125,2317.449125,2.317449125,13.90469475
FM2411,I1N,640,3,46,10,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1444,BR19_1444,,,hybrid,469,106.8326754,0.227788221,,,0.43788448,243.9745648,2439.745648,2.439745648,14.63847389
FM2411,I1N,280,1,20,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1583,BR19_1583,,,hybrid,488.8,106.9488939,0.218798883,,,0.57764294,185.1470631,1851.470631,1.851470631,11.10882379
FM2411,I1N,490,2,35,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1583,BR19_1583,,,hybrid,1017.1,171.4135252,0.168531634,,,0.75675586,226.5109981,2265.109981,2.265109981,13.59065989
FM2411,I1N,663,3,48,5,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1583,BR19_1583,,,hybrid,592.1,121.0668046,0.204470199,,,0.47480038,254.9846414,2549.846414,2.549846414,15.29907848
FM2411,I1N,69,1,5,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-0166,BR19_166,,,hybrid,453.1,106.3661996,0.234752151,,,0.63799972,166.7182544,1667.182544,1.667182544,10.00309527
FM2411,I1N,308,2,22,14,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-0166,BR19_166,,,hybrid,666.9,192.4482857,0.288571429,,,0.70155037,274.3185578,2743.185578,2.743185578,16.45911347
FM2411,I1N,881,3,63,13,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-0166,BR19_166,,,hybrid,620.3,140.4152433,0.226366667,,,0.52477644,267.571546,2675.71546,2.67571546,16.05429276
FM2411,I1N,190,1,14,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1727,BR19_1727,,,hybrid,784.6,195.4190062,0.249068323,,,0.8972634,217.7944695,2177.944695,2.177944695,13.06766817
FM2411,I1N,101,1,8,3,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1783,BR19_1783,,,hybrid,365.5,82.51279406,0.225753199,,,0.51291937,160.8689375,1608.689375,1.608689375,9.652136248
FM2411,I1N,343,2,25,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1783,BR19_1783,,,hybrid,219.8,57.97,0.263739763,,,0.27703407,209.2522411,2092.522411,2.092522411,12.55513446
FM2411,I1N,749,3,54,7,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1783,BR19_1783,,,hybrid,605.8,156.3747727,0.258129371,,,0.47062077,332.2734199,3322.734199,3.322734199,19.93640519
FM2411,I1N,228,1,17,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1793,BR19_1793,,,hybrid,290.2,90.97,0.313473467,,,0.3551952,256.1126952,2561.126952,2.561126952,15.36676171
FM2411,I1N,400,2,29,8,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1793,BR19_1793,,,hybrid,206.2,59.63798712,0.289223992,,,0.2785259,214.1200769,2141.200769,2.141200769,12.84720461
FM2411,I1N,739,3,53,11,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1793,BR19_1793,,,hybrid,540.9,140.0409867,0.258903654,,,0.44102843,317.5327874,3175.327874,3.175327874,19.05196725
FM2411,I1N,466,2,34,4,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1806,BR19_1806,,,hybrid,448.3,122.540589,0.273345057,,,0.44423621,275.8455664,2758.455664,2.758455664,16.55073398
FM2411,I1N,698,3,50,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-1806,BR19_1806,,,hybrid,601.2,153.1816917,0.254793233,,,0.53019302,288.9168396,2889.168396,2.889168396,17.33501038
FM2411,I1N,40,1,3,12,5/8/2026 0:00,3/18/2026 0:00,Interspecific U.,Breeding,CIAT-BR-19-2001,BR19_2001,,,hybrid,258.9,54.14645884,0.209140436,,,0.46826827,115.6312787,1156.312787,1.156312787,6.937876722
