id_lab,id,subset,no,requisitioner,tax_name,functional_group,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_nutrition
F24-3596,CIAT-PM-21-3522,1,79.0,Breeding,Megathyrsus maximus,Grass,0.06,0.29,0.29,0.0,0.36,0.33,2
F24-3597,CIAT-PM-21-3534,1,81.0,Breeding,Megathyrsus maximus,Grass,0.65,0.04,0.04,0.0,0.06,0.03,2
F24-3598,CIAT-PM-21-3537,1,83.0,Breeding,Megathyrsus maximus,Grass,0.19,0.02,0.02,0.0,0.26,0.32,2
F24-3599,CIAT-PM-21-3545,1,85.0,Breeding,Megathyrsus maximus,Grass,0.2,0.02,0.02,0.0,0.24,0.06,2
F24-3600,CIAT-PM-21-3670,1,87.0,Breeding,Megathyrsus maximus,Grass,0.24,0.06,0.06,0.0,0.07,0.04,2
F24-3601,CIAT-PM-21-6628,1,89.0,Breeding,Megathyrsus maximus,Grass,0.14,0.16,0.16,0.0,0.17,0.15,2
F24-3602,CIAT-BH-08-1149,1,91.0,Breeding,Urochloa humidicola,Grass,0.08,0.02,0.02,0.0,0.09,1.75,2
F24-3603,CIAT-BH-16-0550,1,93.0,Breeding,Urochloa humidicola,Grass,0.16,0.1,0.1,0.0,0.45,0.57,2
F24-3604,CIAT-BH-16-0562,1,95.0,Breeding,Urochloa humidicola,Grass,0.23,0.1,0.1,0.0,0.28,0.45,2
F24-3605,CIAT-BH-16-3249,1,97.0,Breeding,Urochloa humidicola,Grass,0.18,0.13,0.13,0.0,0.51,0.45,2
F24-3606,CIAT-BH-16-B-0733,1,99.0,Breeding,Urochloa humidicola,Grass,0.13,0.27,0.27,0.0,0.17,0.13,2
F24-3607,CIAT-BH-16-B-0741,1,101.0,Breeding,Urochloa humidicola,Grass,0.28,0.13,0.13,0.0,0.0,0.05,2
F24-3608,CIAT-BH-16-B-1194,1,103.0,Breeding,Urochloa humidicola,Grass,0.13,0.02,0.02,0.0,0.12,0.02,2
F24-3609,CIAT-BH-16-B-1618,1,105.0,Breeding,Urochloa humidicola,Grass,0.21,0.02,0.02,0.0,0.67,0.73,2
F24-3610,CIAT-BH-16-B-1707,1,107.0,Breeding,Urochloa humidicola,Grass,0.17,0.09,0.09,0.0,0.07,0.4,2
F24-3611,CIAT-CIAT-16888,1,109.0,Breeding,Urochloa humidicola,Grass,0.06,0.08,0.08,0.0,0.65,0.96,2
F24-3612,CIAT-398,2,7.0,Genetic_bank,Desmodium incanum,Herbaceous_legumes,0.06,0.28,0.28,0.11,1.15,1.44,2
F24-3613,CIAT-438,2,9.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,0.02,1.34,1.34,0.0,1.56,1.62,2
F24-3614,CIAT-442,2,11.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,0.04,1.8,1.8,0.0,0.26,0.24,2
F24-3615,CIAT-466,2,13.0,Genetic_bank,Vigna umbellata,Herbaceous_legumes,0.06,0.94,0.94,0.0,0.69,1.0,2
F24-3616,CIAT-715,2,15.0,Genetic_bank,Canavalia ensiformis,Herbaceous_legumes,0.01,0.12,0.12,0.0,0.24,0.4,2
F24-3617,CIAT-887,2,17.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,0.01,0.79,0.79,0.0,0.33,2.18,2
F24-3618,CIAT-923,2,19.0,Genetic_bank,Galactia latisiliqua,Herbaceous_legumes,0.08,0.0,0.0,0.0,0.4,1.8,2
F24-3619,CIAT-3813,2,21.0,Genetic_bank,Desmodium sequax,Shrub_Trees,0.03,0.18,0.18,0.0,0.64,0.52,2
F24-3620,CIAT-5512,2,23.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,0.06,0.14,0.14,0.0,0.11,2.13,2
F24-3621,CIAT-5568,2,25.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,0.06,0.74,0.74,0.0,1.64,1.2,2
F24-3622,CIAT-5657,2,27.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,0.06,0.04,0.04,0.0,0.69,1.87,2
F24-3623,CIAT-5744,2,29.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.01,0.01,0.01,0.0,0.86,0.24,2
F24-3624,CIAT-7131,2,31.0,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,0.11,0.24,0.24,0.0,0.69,0.94,2
F24-3625,CIAT-7318,2,33.0,Genetic_bank,Canavalia sp.,Herbaceous_legumes,0.04,0.18,0.18,0.0,0.91,0.66,2
F24-3626,CIAT-7395,2,35.0,Genetic_bank,Galactia striata,Herbaceous_legumes,0.06,0.01,0.01,0.0,0.63,0.93,2
F24-3627,CIAT-7648,2,37.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,0.05,0.01,0.01,0.0,0.74,2.23,2
F24-3628,CIAT-7746,2,39.0,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,0.16,0.68,0.68,0.0,0.61,2.15,2
F24-3629,CIAT-7813,2,41.0,Genetic_bank,Indigofera cryptantha,Herbaceous_legumes,0.01,2.52,2.52,0.0,0.89,0.09,2
F24-3630,CIAT-7831,2,43.0,Genetic_bank,Tephrosia rhodesica,Shrub_Trees,0.08,2.98,2.98,0.0,0.62,2.27,2
F24-3631,CIAT-7894,2,45.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,0.04,2.3,2.3,0.04,0.86,1.09,2
F24-3632,CIAT-7991,2,47.0,Genetic_bank,Indigofera suffruticosa,Shrub_Trees,0.1,4.41,4.41,0.0,0.64,0.83,2
F24-3633,CIAT-8202,2,49.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,0.09,7.11,7.11,0.0,0.07,3.11,2
F24-3634,CIAT-9189,2,51.0,Genetic_bank,Indigofera suffruticosa,Shrub_Trees,0.06,1.72,1.72,0.0,1.58,2.34,2
F24-3635,CIAT-9434,2,53.0,Genetic_bank,Clitoria ternatea,Herbaceous_legumes,0.05,6.47,6.47,0.0,0.15,0.12,2
F24-3636,CIAT-11162,2,55.0,Genetic_bank,Stylosanthes scabra,Herbaceous_legumes,0.02,2.68,2.68,0.0,0.02,1.9,2
F24-3637,CIAT-13301,2,57.0,Genetic_bank,Desmodium sequax,Shrub_Trees,0.01,5.76,5.76,0.0,1.12,1.15,2
F24-3638,CIAT-15401,2,59.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,0.04,4.2,4.2,0.0,1.31,1.23,2
F24-3639,CIAT-17360,2,67.0,Genetic_bank,Alysicarpus vaginalis,Herbaceous_legumes,0.01,2.8,2.8,0.0,0.21,1.31,2
F24-3641,CIAT-18004,2,71.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,0.18,0.83,0.83,0.0,0.18,1.66,2
F24-3642,CIAT-18430,2,73.0,Genetic_bank,Alysicarpus vaginalis,Herbaceous_legumes,0.06,0.03,0.03,0.0,0.22,0.19,2
F24-3644,CIAT-18708,2,75.0,Genetic_bank,Crotalaria pallida,Herbaceous_legumes,0.01,0.01,0.01,0.0,2.26,1.81,2
F24-3645,CIAT-18850,2,77.0,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,0.08,0.04,0.04,0.0,0.18,1.32,2
F24-3646,CIAT-18865,2,79.0,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,0.13,0.09,0.09,0.0,0.8,1.92,2
F24-3647,CIAT-19032,2,81.0,Genetic_bank,Canavalia sp.,Herbaceous_legumes,0.04,0.13,0.13,0.0,0.87,1.63,2
F24-3648,CIAT-19119,2,83.0,Genetic_bank,Alysicarpus rugosus,Herbaceous_legumes,0.01,0.16,0.16,0.0,0.94,0.74,2
F24-3650,CIAT-20303,2,85.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,0.01,0.05,0.05,0.0,1.44,2.59,2
F24-3651,CIAT-20589,2,87.0,Genetic_bank,Uraria lagopodioides,Herbaceous_legumes,0.05,0.7,0.7,0.01,0.23,0.58,2
F24-3652,CIAT-21687,2,89.0,Genetic_bank,Desmanthus virgatus,Shrub_Trees,0.06,0.01,0.01,0.0,1.7,3.35,2
F24-3653,CIAT-22048,2,91.0,Genetic_bank,Aeschynomene americana,Shrub_Trees,0.05,0.04,0.04,0.0,0.77,2.03,2
F24-3654,CIAT-22156,2,93.0,Genetic_bank,Arachis pintoi,Herbaceous_legumes,0.13,0.01,0.01,0.0,0.19,1.97,2
F24-3655,CIAT-22507,2,95.0,Genetic_bank,Desmanthus subulatus,Shrub_Trees,0.03,0.08,0.08,0.0,0.45,2.11,2
F24-3656,CIAT-22510,2,97.0,Genetic_bank,Desmanthus bicornutus,Shrub_Trees,0.06,0.01,0.01,0.0,0.2,0.0,2
F24-3657,CIAT-22598,2,99.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,0.08,0.07,0.07,0.0,3.1,2.65,2
F24-3658,CIAT-22784,2,101.0,Genetic_bank,Desmanthus bicornutus,Shrub_Trees,0.08,0.06,0.06,0.0,0.14,0.75,2
F24-3659,CIAT-25113,2,103.0,Genetic_bank,Centrosema brasilianum,Herbaceous_legumes,0.03,0.06,0.06,0.0,0.72,0.09,2
F24-3660,CIAT-33114,2,105.0,Genetic_bank,Dendrolobium sp.,Shrub_Trees,0.06,0.05,0.05,0.0,0.15,0.98,2
F24-3662,CIAT-43477,2,107.0,Genetic_bank,Desmodium cinereum,Shrub_Trees,0.01,0.06,0.06,0.0,0.33,0.01,2
F25-0008,Sample-8,2,331.0,LMF,Cynodon nlemfuensis ,Grass,0.16,0.09,0.09,3.07,8.87,34.66,172
F25-0017,Hohenheimer-Heustandard,2,61.0,LMF,Hohenheimer Heustandard,Forage,0.01,0.07,0.07,2.65,0.0,0.0,146
F25-0018,Homenheim-Concentrate,2,63.0,LMF,Homenheim Concentrate,Concentrate,0.04,0.15,0.15,0.0,0.0,0.0,162
F25-0929,CIAT-15474,2,197.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.24,0.01,0.01,0.07,0.28,0.6,2
F25-0930,CIAT-15470,2,199.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.08,0.03,0.03,0.0,0.51,1.92,2
F25-0931,CIAT-13268,2,201.0,Genetic_bank,Tadehagi triquetrum,Herbaceous_legumes,0.16,0.18,0.18,0.0,0.88,1.13,2
F25-0932,CIAT-22768,2,203.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,0.28,0.22,0.22,0.0,0.05,0.34,2
F25-0933,CIAT-22770,2,205.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,0.12,0.02,0.02,0.0,0.16,0.49,2
F25-0934,CIAT-18701,2,207.0,Genetic_bank,Cajanus cajan,Shrub_Trees,0.03,0.02,0.02,0.0,0.32,0.16,2
F25-0935,CIAT-20891,2,209.0,Genetic_bank,Cajanus cajan,Shrub_Trees,0.07,0.13,0.13,0.0,0.77,0.3,2
F25-0936,CIAT-5172,2,211.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.16,0.05,0.05,0.0,0.33,0.32,2
F25-0937,CIAT-5452,2,213.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.15,0.13,0.13,0.0,0.99,0.2,2
F25-0938,CIAT-5733,2,215.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.21,0.36,0.36,0.0,0.05,1.46,2
F25-0939,CIAT-5735,2,217.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.02,0.06,0.06,0.0,0.17,0.63,2
F25-0940,CIAT-5749,2,219.0,Genetic_bank,Centrosema plumieri,Herbaceous_legumes,0.02,0.05,0.05,0.64,0.3,1.96,2
F25-0941,CIAT-5911,2,221.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.08,0.18,0.18,0.0,0.31,0.39,2
F25-0942,CIAT-13692,2,223.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.09,0.02,0.02,0.0,1.03,2.17,2
F25-0943,CIAT-15121,2,225.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.15,0.18,0.18,0.0,0.28,0.01,2
F25-0944,CIAT-15150,2,227.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.17,0.06,0.06,0.0,0.51,1.66,2
F25-0945,CIAT-15154,2,229.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.13,0.1,0.1,0.0,1.63,1.81,2
F25-0946,CIAT-15561,2,231.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.33,0.01,0.01,0.0,0.31,2.17,2
F25-0947,CIAT-15799,2,233.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.14,0.1,0.1,0.0,1.53,2.29,2
F25-0948,CIAT-15816,2,235.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,0.21,0.05,0.05,0.11,1.0,1.02,2
F25-0949,CIAT-20304,2,237.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,0.12,0.06,0.06,0.0,0.59,0.96,2
F25-0950,CIAT-21603,2,239.0,Genetic_bank,Lablab purpureus,Herbaceous_legumes,0.23,0.46,0.46,0.0,0.68,1.28,2
F25-0951,CIAT-23248,2,241.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.2,0.04,0.04,0.0,0.01,0.58,2
F25-0952,CIAT-23271,2,243.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.08,0.06,0.06,0.0,0.76,2.14,2
F25-0953,CIAT-23279,2,245.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.21,0.1,0.1,0.0,0.13,2.11,2
F25-0954,CIAT-23326,2,247.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.08,0.12,0.12,0.0,0.09,0.66,4
F25-0955,CIAT-33255,2,249.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.16,0.07,0.07,0.0,0.93,0.42,2
F25-0956,CIAT-33428,2,251.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.11,0.06,0.06,0.0,0.21,0.02,2
F25-0957,CIAT-33451,2,253.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.16,0.01,0.01,0.0,0.27,0.18,2
F25-0958,CIAT-33463,2,255.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.02,0.08,0.08,0.07,0.39,0.65,2
F25-0959,CIAT-350,2,263.0,Genetic_bank,Desmodium heterocarpon,Herbaceous_legumes,0.01,0.06,0.06,0.0,0.01,0.3,2
F25-0960,CIAT-3187,2,265.0,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,0.07,0.09,0.09,0.0,0.19,0.91,2
F25-0961,CIAT-4028,2,267.0,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,0.11,0.16,0.16,0.0,1.06,1.32,2
F25-0962,CIAT-5277,2,269.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,0.06,0.11,0.11,0.0,0.87,1.06,2
F25-0963,CIAT-7227,2,271.0,Genetic_bank,Galactia texana,Herbaceous_legumes,0.21,0.01,0.01,0.0,0.66,1.41,2
F25-0964,CIAT-8013,2,273.0,Genetic_bank,Crotalaria paulina,Herbaceous_legumes,0.09,0.09,0.09,0.0,0.23,3.71,2
F25-0965,CIAT-8156,2,275.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,0.1,0.03,0.03,0.0,1.04,0.67,2
F25-0966,CIAT-9323,2,277.0,Genetic_bank,Crotalaria vitellina,Herbaceous_legumes,0.01,0.0,0.0,0.0,0.08,0.77,2
F25-0967,CIAT-9537,2,279.0,Genetic_bank,Crotalaria sagittalis,Herbaceous_legumes,0.01,0.09,0.09,0.0,0.31,0.96,2
F25-0968,CIAT-9690,2,281.0,Genetic_bank,Aeschynomene histrix,Herbaceous_legumes,0.04,0.15,0.15,0.23,0.69,2.4,2
F25-0969,CIAT-9900,2,283.0,Genetic_bank,Pueraria phaseoloides,Herbaceous_legumes,0.08,0.13,0.13,0.0,0.21,1.66,2
F25-0970,CIAT-11998,2,285.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,0.05,0.05,0.05,0.0,0.74,2.08,2
F25-0971,CIAT-13149,2,287.0,Genetic_bank,Desmodium strigillosum,Herbaceous_legumes,0.09,0.05,0.05,0.0,0.08,1.53,4
F25-0972,CIAT-13389,2,289.0,Genetic_bank,Desmodium sequax,Shrub_Trees,0.07,0.05,0.05,0.0,0.35,0.3,2
F25-0973,CIAT-13651,2,291.0,Genetic_bank,Desmodium heterocarpon,Herbaceous_legumes,0.06,0.04,0.04,0.0,1.73,1.2,2
F25-0974,CIAT-13946,2,293.0,Genetic_bank,Desmodium sequax,Shrub_Trees,0.01,0.03,0.03,0.0,0.14,0.23,4
F25-0975,CIAT-15160,2,295.0,Genetic_bank,Centrosema molle,Herbaceous_legumes,0.04,0.21,0.21,0.0,0.16,0.06,2
F25-0976,CIAT-17000,2,297.0,Genetic_bank,Chamaecrista rotundifolia,Herbaceous_legumes,0.06,0.03,0.03,0.0,0.53,1.11,2
F25-0977,CIAT-17009,2,299.0,Genetic_bank,Canavalia brasiliensis,Herbaceous_legumes,0.2,0.08,0.08,0.0,0.05,0.09,2
F25-0978,CIAT-18700,2,301.0,Genetic_bank,Cajanus cajan,Shrub_Trees,0.06,0.02,0.02,0.56,1.48,0.45,2
F25-0979,CIAT-18873,2,303.0,Genetic_bank,Alysicarpus ferrugineus,Herbaceous_legumes,0.08,0.36,0.36,0.0,0.59,0.04,2
F25-0980,CIAT-19867,2,305.0,Genetic_bank,Uraria lagopodioides,Herbaceous_legumes,0.05,0.04,0.04,0.0,0.7,1.39,4
F25-0981,CIAT-20207,2,307.0,Genetic_bank,Aeschynomene sensitiva,Shrub_Trees,0.11,0.02,0.02,0.0,0.08,0.48,2
F25-0982,CIAT-20709,2,309.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,0.08,0.04,0.04,0.0,0.41,0.37,2
F25-0983,CIAT-18437,2,311.0,Genetic_bank,Flemingia macrophylla,Shrub_Trees,0.11,0.01,0.01,0.0,0.43,0.19,2
F25-0984,CIAT-25522,2,313.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.06,0.08,0.08,0.0,0.11,1.07,2
F25-0985,CIAT-25704,2,315.0,Genetic_bank,Centrosema molle x acutifolium,Herbaceous_legumes,0.02,0.09,0.09,0.0,0.69,2.36,2
F25-0986,CIAT-33729,2,317.0,Genetic_bank,Desmodium cinereum,Shrub_Trees,0.06,0.07,0.07,0.0,0.18,0.08,2
F25-0987,CIAT-33827,2,319.0,Genetic_bank,Desmodium incanum,Herbaceous_legumes,0.1,0.05,0.05,0.0,0.29,0.1,2
F25-0988,CIAT-8512,2,321.0,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,0.04,0.03,0.03,0.23,0.72,1.93,2
F25-0989,CIAT-11833,2,323.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,0.1,0.12,0.12,0.0,0.57,2.11,2
F25-0990,CIAT-PM-21-0053,1,261.0,Breeding,Megathyrsus maximus,Grass,0.01,0.12,0.12,0.06,0.17,0.85,2
F25-0991,CIAT-PM-21-3550,1,263.0,Breeding,Megathyrsus maximus,Grass,0.09,0.26,0.26,0.04,0.33,0.01,2
F25-0992,CIAT-PM-21-3595,1,265.0,Breeding,Megathyrsus maximus,Grass,0.04,0.19,0.19,0.02,0.18,1.01,2
F25-0993,CIAT-PM-21-0086,1,267.0,Breeding,Megathyrsus maximus,Grass,0.89,0.71,0.71,0.03,0.17,0.02,2
F25-0994,CIAT-CIAT-16048,1,269.0,Breeding,Megathyrsus maximus,Grass,0.23,0.12,0.12,0.06,0.41,0.26,2
F25-0995,CIAT-PM-21-0185,1,271.0,Breeding,Megathyrsus maximus,Grass,0.12,0.04,0.04,0.02,0.34,0.42,2
F25-0996,CIAT-PM-21-0215,1,273.0,Breeding,Megathyrsus maximus,Grass,0.17,0.21,0.21,0.01,0.41,0.22,2
F25-0997,CIAT-CIAT-16051,1,275.0,Breeding,Megathyrsus maximus,Grass,0.23,0.08,0.08,0.06,1.09,0.06,2
F25-0998,CIAT-PM-21-6080,1,277.0,Breeding,Megathyrsus maximus,Grass,0.16,0.08,0.08,0.06,1.36,0.74,2
F25-0999,CIAT-PM-21-3684,1,279.0,Breeding,Megathyrsus maximus,Grass,0.3,0.03,0.03,0.05,0.06,0.62,2
F25-1000,CIAT-PM-21-0076,1,281.0,Breeding,Megathyrsus maximus,Grass,0.06,0.05,0.05,0.04,0.27,1.85,2
F25-1001,CIAT-CIAT-6890,1,283.0,Breeding,Megathyrsus maximus,Grass,0.02,0.09,0.09,0.13,0.06,1.71,2
F25-1002,CIAT-PM-21-6638,1,285.0,Breeding,Megathyrsus maximus,Grass,0.12,0.01,0.01,0.14,0.13,0.13,2
F25-1003,CIAT-PM-21-0052,1,287.0,Breeding,Megathyrsus maximus,Grass,0.01,0.18,0.18,0.26,0.53,0.53,2
F25-1004,CIAT-PM-21-4449,1,289.0,Breeding,Megathyrsus maximus,Grass,0.11,0.03,0.03,0.08,0.31,0.42,2
F25-1005,CIAT-CIAT-6799,1,291.0,Breeding,Megathyrsus maximus,Grass,0.66,0.08,0.08,0.01,0.03,0.24,2
F25-1006,CIAT-PM-21-0055,1,293.0,Breeding,Megathyrsus maximus,Grass,0.3,0.45,0.45,0.19,0.3,0.19,2
F25-1007,CIAT-PM-21-6529,1,295.0,Breeding,Megathyrsus maximus,Grass,0.05,0.1,0.1,0.04,0.35,0.11,2
F25-1008,CIAT-PM-21-0047,1,297.0,Breeding,Megathyrsus maximus,Grass,0.06,0.2,0.2,0.01,0.43,0.12,2
F25-1009,CIAT-PM-21-2195,1,299.0,Breeding,Megathyrsus maximus,Grass,0.02,0.18,0.18,0.02,0.05,0.5,2
F25-1010,CIAT-PM-21-2627,1,301.0,Breeding,Megathyrsus maximus,Grass,0.17,0.14,0.14,0.04,0.08,0.7,2
F25-1011,CIAT-PM-21-0059,1,303.0,Breeding,Megathyrsus maximus,Grass,0.09,0.04,0.04,0.05,0.01,0.41,2
F25-1012,CIAT-PM-21-3522,1,305.0,Breeding,Megathyrsus maximus,Grass,0.19,0.28,0.28,0.1,0.3,0.29,2
F25-1013,CIAT-PM-21-0062,1,307.0,Breeding,Megathyrsus maximus,Grass,0.11,2.1,2.1,0.1,0.04,0.0,2
F25-1014,CIAT-PM-21-0906,1,309.0,Breeding,Megathyrsus maximus,Grass,0.15,0.15,0.15,0.12,0.13,0.08,2
F25-1651,CIAT-798,2,429.0,Genetic_bank,Galactia striata,Herbaceous_legumes,0.03,0.0,0.0,0.02,0.18,0.94,4
F25-1652,CIAT-822,2,431.0,Genetic_bank,Calopogonium mucunoides,Herbaceous_legumes,0.02,0.07,0.07,0.0,0.52,0.43,4
F25-1653,CIAT-852,2,433.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,0.05,0.02,0.02,0.0,0.04,1.29,4
F25-1654,CIAT-907,2,435.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,0.05,0.01,0.01,0.0,0.32,0.72,4
F25-1655,CIAT-1992,2,437.0,Genetic_bank,Stylosanthes guianensis,Herbaceous_legumes,1.36,0.18,0.18,0.0,0.8,0.83,4
F25-1656,CIAT-3001,2,439.0,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,0.07,0.01,0.01,0.0,0.6,0.31,4
F25-1657,CIAT-3304,2,441.0,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,0.05,0.0,0.0,0.0,0.22,1.29,4
F25-1658,CIAT-5713,2,443.0,Genetic_bank,Centrosema macrocarpum,Herbaceous_legumes,0.05,0.04,0.04,0.0,0.14,0.6,4
F25-1659,CIAT-7381,2,445.0,Genetic_bank,Galactia glaucescens,Herbaceous_legumes,0.38,0.1,0.1,0.0,0.08,1.17,4
F25-1660,CIAT-7799,2,447.0,Genetic_bank,Dioclea guianensis,Herbaceous_legumes,0.08,0.06,0.06,0.66,0.33,0.25,4
F25-1661,CIAT-7803,2,449.0,Genetic_bank,Dioclea holtiana,Herbaceous_legumes,0.03,0.01,0.01,0.05,1.54,0.39,4
F25-1662,CIAT-8182,2,451.0,Genetic_bank,Eriosema diffusum,Herbaceous_legumes,0.18,0.06,0.06,0.0,0.5,0.02,4
F25-1663,CIAT-8434,2,453.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,0.03,0.05,0.05,0.0,1.08,1.06,4
F25-1664,CIAT-8702,2,455.0,Genetic_bank,Calopogonium caeruleum,Herbaceous_legumes,0.11,0.01,0.01,0.0,0.65,0.42,4
F25-1665,CIAT-8816,2,457.0,Genetic_bank,Crotalaria micans,Shrub_Trees,0.05,0.03,0.03,0.0,0.33,0.54,4
F25-1666,CIAT-8826,3,43.0,Genetic_bank,Zapoteca formosa,Shrub_Trees,0.12,0.06,0.06,0.0,1.56,1.11,2
F25-1667,CIAT-9578,3,45.0,Genetic_bank,Dioclea sericea,Herbaceous_legumes,0.03,0.02,0.02,0.0,1.07,0.19,8
F25-1668,CIAT-9740,3,47.0,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,0.17,0.02,0.02,0.0,0.03,0.35,2
F25-1669,CIAT-9934,3,49.0,Genetic_bank,Aeschynomene americana,Shrub_Trees,0.02,0.06,0.06,0.0,0.77,0.26,2
F25-1670,CIAT-13158,3,69.0,Genetic_bank,Desmodium strigillosum,Herbaceous_legumes,0.09,0.04,0.04,0.4,0.99,0.76,2
F25-1671,CIAT-13329,3,71.0,Genetic_bank,Desmodium cajanifolium,Shrub_Trees,0.13,0.01,0.01,0.0,0.44,0.4,2
F25-1672,CIAT-13387,3,73.0,Genetic_bank,Desmodium sequax,Shrub_Trees,0.08,0.02,0.02,0.0,0.2,0.45,2
F25-1673,CIAT-13547,3,75.0,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,0.09,0.07,0.07,0.0,0.52,0.26,2
F25-1674,CIAT-13953,3,77.0,Genetic_bank,Desmodium velutinum,Shrub_Trees,0.09,0.13,0.13,0.0,0.14,0.05,2
F25-1675,CIAT-15086,3,79.0,Genetic_bank,Centrosema acutifolium,Herbaceous_legumes,0.09,0.07,0.07,0.0,0.36,1.23,2
F25-1676,CIAT-17403,3,81.0,Genetic_bank,Flemingia macrophylla,Shrub_Trees,0.02,0.37,0.37,0.0,0.55,0.81,2
F25-1677,CIAT-17519,3,83.0,Genetic_bank,Mimosa somnians,Herbaceous_legumes,0.71,0.01,0.01,0.0,0.05,0.56,2
F25-1678,CIAT-17896,3,85.0,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,0.03,0.05,0.05,0.0,1.34,1.68,2
F25-1679,CIAT-18123,3,87.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,0.18,0.17,0.17,0.0,1.83,1.3,2
F25-1680,CIAT-18126,3,89.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,0.01,0.04,0.04,0.21,0.49,0.22,2
F25-1681,CIAT-18127,3,91.0,Genetic_bank,Dioclea virgata,Herbaceous_legumes,0.2,0.09,0.09,0.0,1.01,0.63,2
F25-1682,CIAT-18668,3,93.0,Genetic_bank,Cratylia argentea,Shrub_Trees,0.05,0.06,0.06,0.0,1.32,0.75,2
F25-1683,CIAT-19228,3,95.0,Genetic_bank,Eriosema psoraleoides,Herbaceous_legumes,0.03,0.03,0.03,0.0,0.1,0.23,2
F25-1684,CIAT-19537,3,97.0,Genetic_bank,Crotalaria verrucosa,Herbaceous_legumes,0.11,0.05,0.05,0.0,0.37,0.45,2
F25-1685,CIAT-20208,3,99.0,Genetic_bank,Aeschynomene sensitiva,Shrub_Trees,0.18,0.07,0.07,0.0,1.27,1.84,2
