40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_av_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
,46252,JUAN CARDOSO,41,F263382,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,94.9110178,94.91627067,8.574264737,8.62123214,91.42573526,91.37876786,23.77101099,23.96104584,26.02137214,25.83179742,45.1027273,45.21081426
,46252,JUAN CARDOSO,41,F263382,CIAT 22598,Lablab,purpureus,Lablab purpureus,Fabaceas,Fabales,Trepadoras,94.92152354,,8.668199543,,91.33180046,,24.1510807,,25.64222271,,45.31890122,
,46252,JUAN CARDOSO,41,F263383,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,93.78186544,93.40697791,7.481136619,7.566757639,92.51886338,92.43324236,24.74046221,24.94714855,44.52801866,45.26007794,60.1990947,60.64381869
,46252,JUAN CARDOSO,41,F263383,CIAT 18701,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,93.03209037,,7.652378659,,92.34762134,,25.15383488,,45.99213723,,61.08854268,
,46252,JUAN CARDOSO,41,F263384,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,95.52089582,94.85102979,7.747443871,7.684199431,92.25255613,92.31580057,24.17494271,24.07446059,43.81750177,43.36811603,60.31018616,60.07708073
,46252,JUAN CARDOSO,41,F263384,CIAT 20891,Cajanus,cajan,Cajanus cajan,Fabaceas,Fabales,Arbustivas,94.18116377,,7.620954991,,92.37904501,,23.97397846,,42.91873029,,59.8439753,
,46252,JUAN CARDOSO,41,F263385,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,95.08147556,95.08147556,10.99779203,10.99779203,89.00220797,89.00220797,18.2437062,18.49298434,39.46286397,39.9004832,61.64028604,62.09392276
,46252,JUAN CARDOSO,41,F263385,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,95.08147556,,10.99779203,,89.00220797,,18.74226249,,40.33810243,,62.54755949,
,46252,JUAN CARDOSO,41,F263386,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,94.12235106,93.99709475,10.07075116,9.986171063,89.92924884,90.01382894,22.79955219,22.8535946,33.10691901,32.7042944,55.54195602,55.15231082
,46252,JUAN CARDOSO,41,F263386,CIAT 13953,Desmodium,velutinum,Desmodium velutinum,Fabaceas,Fabales,Arbustivas,93.87183845,,9.901590961,,90.09840904,,22.907637,,32.30166979,,54.76266561,
,46252,JUAN CARDOSO,41,F263387,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,94.69,94.73578277,8.634540995,8.54882614,91.365459,91.45117386,24.00794368,23.91212126,41.7575091,41.44517672,70.48554402,68.21356265
,46252,JUAN CARDOSO,41,F263387,CIAT 15551,Centrosema ,molle,Centrosema molle,Fabaceas,Fabales,Trepadoras,94.78156553,,8.463111284,,91.53688872,,23.81629884,,41.13284434,,65.94158128,
,46252,JACOBO ARANGO/ ALEJANDRO MONTOYA,41,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46252,JACOBO ARANGO/ ALEJANDRO MONTOYA,41,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46267,BREEDING,42,F263021,CIAT-BR19_2329,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.68066387,96.82548342,13.26864588,13.30028972,86.73135412,86.69971028,13.79648786,13.69759094,25.10662815,25.03618694,62.8322356,62.52388277
,46267,BREEDING,42,F263021,CIAT-BR19_2329,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.97030297,,13.33193357,,86.66806643,,13.59869401,,24.96574573,,62.21552995,
,46267,BREEDING,42,F263022,CIAT-BR19_244,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.91040896,95.89541046,12.79391064,12.83040509,87.20608936,87.16959491,15.75446616,15.85403056,26.87943721,26.49668101,63.06033841,61.76402056
,46267,BREEDING,42,F263022,CIAT-BR19_244,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.88041196,,12.86689954,,87.13310046,,15.95359496,,26.11392481,,60.46770271,
,46267,BREEDING,42,F263023,CIAT-BR19_247,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.39,95.44,13.57921207,13.51634535,86.42078793,86.48365465,14.96261185,14.86205802,27.47492911,27.36018801,60.73576651,60.46810352
,46267,BREEDING,42,F263023,CIAT-BR19_247,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.49,,13.45347863,,86.54652137,,14.76150419,,27.2454469,,60.20044053,
,46267,BREEDING,42,F263024,CIAT-BR19_2520,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.65,95.775,12.86348212,12.75385017,87.13651788,87.24614983,13.94920601,13.8485269,25.7372732,26.50561823,59.47211042,60.86365222
,46267,BREEDING,42,F263024,CIAT-BR19_2520,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.9,,12.64421822,,87.35578178,,13.74784779,,27.27396325,,62.25519402,
,46267,BREEDING,42,F263025,CIAT-BR19_2632,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.93,93.67555789,11.97751073,12.14708136,88.02248927,87.85291864,16.10553479,16.00522497,26.50368895,26.59765107,58.58308314,58.85552306
,46267,BREEDING,42,F263025,CIAT-BR19_2632,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.42111578,,12.31665199,,87.68334801,,15.90491515,,26.69161318,,59.12796298,
,46267,BREEDING,42,F263026,CIAT-BR19_2734,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.77,95.77042292,13.64721968,13.57799816,86.35278032,86.42200184,14.81593981,14.95999415,26.31390541,26.2958586,57.89536729,58.00565247
,46267,BREEDING,42,F263026,CIAT-BR19_2734,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.77084583,,13.50877664,,86.49122336,,15.1040485,,26.27781178,,58.11593765,
,46267,BREEDING,42,F263027,CIAT-BR19_2789,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.69,95.75541792,15.38294158,15.52758019,84.61705842,84.47241981,14.91034361,14.81602516,26.79322043,26.47087318,61.55249041,60.3852138
,46267,BREEDING,42,F263027,CIAT-BR19_2789,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.82083583,,15.67221879,,84.32778121,,14.72170671,,26.14852593,,59.21793719,
,46267,BREEDING,42,F263028,CIAT-BR19_2958,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.19068093,93.46065393,13.53375415,13.47491174,86.46624585,86.52508826,16.90918038,16.76544146,23.46405028,23.94776773,53.58881541,54.59082104
,46267,BREEDING,42,F263028,CIAT-BR19_2958,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.73062694,,13.41606933,,86.58393067,,16.62170255,,24.43148518,,55.59282668,
,46267,BREEDING,42,F263029,CIAT-BR19_300,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.78096571,96.72598221,13.00191205,12.82621053,86.99808795,87.17378947,14.28146799,14.37918669,26.75861318,26.29450219,61.47970211,60.12733915
,46267,BREEDING,42,F263029,CIAT-BR19_300,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.6709987,,12.65050902,,87.34949098,,14.4769054,,25.83039121,,58.77497619,
,46267,BREEDING,42,F263030,CIAT-BR19_3048,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.77,95.73564481,12.69119775,12.69973694,87.30880225,87.30026306,16.00149674,16.1416091,26.94891068,27.28863586,57.56249199,57.78502716
,46267,BREEDING,42,F263030,CIAT-BR19_3048,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.70128961,,12.70827613,,87.29172387,,16.28172146,,27.62836104,,58.00756233,
,46267,BREEDING,42,F263031,CIAT-BR19_3107,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.67,96.765,15.32578928,15.8838423,84.67421072,84.1161577,15.33708991,15.38256327,26.76935618,26.8291722,60.29729317,60.34759126
,46267,BREEDING,42,F263031,CIAT-BR19_3107,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.86,,16.44189531,,83.55810469,,15.42803663,,26.88898822,,60.39788936,
,46267,BREEDING,42,F263032,CIAT-BR19_325,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.34109767,96.34054884,13.24071048,13.32054543,86.75928952,86.67945457,14.16483238,14.26239086,25.24679511,26.03050318,58.54268857,59.2676655
,46267,BREEDING,42,F263032,CIAT-BR19_325,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.34,,13.40038038,,86.59961962,,14.35994935,,26.81421126,,59.99264242,
,46267,BREEDING,42,F263033,CIAT-BR19_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.04,96.14037592,14.79087206,15.05977708,85.20912794,84.94022292,14.18191837,14.28096225,27.47372929,27.09639768,59.38529415,59.05522549
,46267,BREEDING,42,F263033,CIAT-BR19_3294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.24075185,,15.32868209,,84.67131791,,14.38000612,,26.71906608,,58.72515683,
,46267,BREEDING,42,F263034,CIAT-BR19_3334,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.61033897,96.65533447,13.52092277,13.43299022,86.47907723,86.56700978,16.30970512,16.16779548,28.37841825,27.81715282,60.59403849,59.8330438
,46267,BREEDING,42,F263034,CIAT-BR19_3334,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.70032997,,13.34505767,,86.65494233,,16.02588583,,27.2558874,,59.0720491,
,46267,BREEDING,42,F263035,CIAT-BR19_3677,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.9,95.90520448,12.11613078,12.15722872,87.88386922,87.84277128,16.54031279,16.48879277,25.59305443,25.96164579,56.88674966,57.37462445
,46267,BREEDING,42,F263035,CIAT-BR19_3677,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.91040896,,12.19832665,,87.80167335,,16.43727275,,26.33023714,,57.86249923,
,46267,BREEDING,42,F263036,CIAT-BR19_3786,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.61067786,96.68033893,14.56054532,14.57751642,85.43945468,85.42248358,16.01853639,15.92209484,27.08233729,26.89691259,56.11976094,55.68593828
,46267,BREEDING,42,F263036,CIAT-BR19_3786,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.75,,14.59448752,,85.40551248,,15.82565329,,26.7114879,,55.25211563,
,46267,BREEDING,42,F263037,CIAT-BR19_388,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.54064594,93.59595784,14.31542605,14.35743877,85.68457395,85.64256123,17.82193217,17.72406025,25.64852094,25.67582707,55.7275611,55.67793088
,46267,BREEDING,42,F263037,CIAT-BR19_388,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.65126975,,14.39945148,,85.60054852,,17.62618833,,25.7031332,,55.62830065,
,46267,BREEDING,42,F263038,CIAT-BR19_39,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.93060694,94.01059894,12.28462029,12.30057435,87.71537971,87.69942565,15.98320143,15.93083694,27.40950994,27.64819241,59.43889323,60.17083098
,46267,BREEDING,42,F263038,CIAT-BR19_39,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.09059094,,12.3165284,,87.6834716,,15.87847245,,27.88687488,,60.90276873,
,46267,BREEDING,42,F263039,CIAT-BR19_3918,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.97210837,93.06673805,11.9340897,12.09582872,88.0659103,87.90417128,15.7446536,15.89448705,28.35663664,27.94130473,59.97045184,59.50434702
,46267,BREEDING,42,F263039,CIAT-BR19_3918,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.16136773,,12.25756774,,87.74243226,,16.0443205,,27.52597282,,59.0382422,
,46267,BREEDING,42,F263040,CIAT-BR19_3959,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.47065293,93.52596834,12.43380563,12.42783902,87.56619437,87.57216098,16.06120348,15.90976749,29.04490621,28.64060856,61.42103231,60.71444516
,46267,BREEDING,42,F263040,CIAT-BR19_3959,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.58128374,,12.42187242,,87.57812758,,15.7583315,,28.23631092,,60.00785802,
,46267,BREEDING,42,F263041,CIAT-BR19_396,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.61191643,93.68189543,13.56312026,13.42439441,86.43687974,86.57560559,16.22698687,16.27713405,29.03353447,29.45170982,57.1452375,57.43460346
,46267,BREEDING,42,F263041,CIAT-BR19_396,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.75187444,,13.28566855,,86.71433145,,16.32728123,,29.86988517,,57.72396943,
,46267,BREEDING,42,F263042,CIAT-BR19_405,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.19,93.22567387,11.91731799,11.91612649,88.08268201,88.08387351,14.42119864,14.27179006,29.36713203,29.6955587,61.76510316,62.46305119
,46267,BREEDING,42,F263042,CIAT-BR19_405,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.26134773,,11.914935,,88.085065,,14.12238149,,30.02398536,,63.16099923,
,46267,BREEDING,42,F263043,CIAT-BR19_4253,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.91,93.95,11.74028739,11.75093135,88.25971261,88.24906865,15.68564044,15.59037653,27.49840199,27.98800247,57.79251568,58.20922404
,46267,BREEDING,42,F263043,CIAT-BR19_4253,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.99,,11.76157531,,88.23842469,,15.49511262,,28.47760295,,58.62593241,
,46267,BREEDING,42,F263044,CIAT-BR19_4423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.53,93.59063487,12.49056598,12.54273064,87.50943402,87.45726936,15.45737725,15.65336871,27.53824266,27.57295092,58.41907061,58.56367913
,46267,BREEDING,42,F263044,CIAT-BR19_4423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.65126975,,12.5948953,,87.4051047,,15.84936018,,27.60765919,,58.70828765,
,46267,BREEDING,42,F263045,CIAT-BR19_4439,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.2,94.18529147,13.66455399,13.59486483,86.33544601,86.40513517,15.0667975,15.21252301,28.18968264,28.09832086,58.04392372,58.10607555
,46267,BREEDING,42,F263045,CIAT-BR19_4439,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.17058294,,13.52517567,,86.47482433,,15.35824851,,28.00695908,,58.16822739,
,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,13.1,13.1,37.8,37.75,76.05,76.05
,46267,JACOBO ARANGO/ ALEJANDRO MONTOYA,42,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
,46267,BREEDING,42,F263046,CIAT-BR19_4440,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.82185344,93.87683695,12.69367978,12.73095149,87.30632022,87.26904851,13.24486393,13.14245512,28.83714882,28.22821624,59.45384085,58.60503906
,46267,BREEDING,42,F263046,CIAT-BR19_4440,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.93182045,,12.7682232,,87.2317768,,13.04004632,,27.61928366,,57.75623727,
,46267,BREEDING,42,F263047,CIAT-BR19_4529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.65053495,94.69053095,12.88278775,12.91446674,87.11721225,87.08553326,17.61768101,17.66737715,27.61550037,27.69566125,58.78919022,58.93015002
,46267,BREEDING,42,F263047,CIAT-BR19_4529,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.73052695,,12.94614572,,87.05385428,,17.71707329,,27.77582213,,59.07110982,
,46267,BREEDING,42,F263048,CIAT-BR19_4581,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.2,95.1954809,12.5531169,12.53085664,87.4468831,87.46914336,14.51112736,14.56039942,28.7086191,29.59868921,59.19171214,60.32182331
,46267,BREEDING,42,F263048,CIAT-BR19_4581,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.19096181,,12.50859638,,87.49140362,,14.60967147,,30.48875931,,61.45193448,
,46267,BREEDING,42,F263049,CIAT-BR19_4988,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.52,94.7255069,12.23535284,12.28162574,87.76464716,87.71837426,13.80535857,13.75451111,25.97425394,25.79338,62.86271071,62.67597511
,46267,BREEDING,42,F263049,CIAT-BR19_4988,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.9310138,,12.32789863,,87.67210137,,13.70366364,,25.61250606,,62.48923952,
,46267,BREEDING,42,F263050,CIAT-BR19_5055,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.39,95.38523098,13.13620554,13.14079018,86.86379446,86.85920982,13.99780659,14.09753537,25.68434244,25.97235177,60.49558709,60.9337833
,46267,BREEDING,42,F263050,CIAT-BR19_5055,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.38046195,,13.14537481,,86.85462519,,14.19726416,,26.26036111,,61.37197951,
,46267,BREEDING,42,F263051,CIAT-BR19_5057,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.11048895,95.16572238,12.39818269,12.40806879,87.60181731,87.59193121,16.27022613,16.17146594,26.38512511,26.03238319,62.97223999,62.66452964
,46267,BREEDING,42,F263051,CIAT-BR19_5057,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.22095581,,12.41795489,,87.58204511,,16.07270575,,25.67964128,,62.35681928,
,46267,BREEDING,42,F263052,CIAT-BR19_5178,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.43137059,95.44659293,14.65301571,14.79366716,85.34698429,85.20633284,17.19273872,17.14088248,26.51749454,26.76784768,64.24132454,64.21495277
,46267,BREEDING,42,F263052,CIAT-BR19_5178,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.46181527,,14.9343186,,85.0656814,,17.08902624,,27.01820081,,64.18858099,
,46267,BREEDING,42,F263053,CIAT-BR19_5273,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.43055694,94.49027847,12.58204686,12.58267597,87.41795314,87.41732403,14.42957927,14.67345237,25.66213956,25.79723507,61.72738814,62.36712888
,46267,BREEDING,42,F263053,CIAT-BR19_5273,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.55,,12.58330507,,87.41669493,,14.91732548,,25.93233059,,63.00686962,
,46267,BREEDING,42,F263054,CIAT-BR19_5348,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.60107978,94.61080887,11.52914616,11.4927326,88.47085384,88.5072674,16.46008585,16.46090869,28.08327581,27.9871191,67.28196539,68.59727318
,46267,BREEDING,42,F263054,CIAT-BR19_5348,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.62053795,,11.45631904,,88.54368096,,16.46173153,,27.89096239,,69.91258097,
,46267,BREEDING,42,F263055,CIAT-BR19_5615,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.09,95.15595562,14.66014388,14.7044849,85.33985612,85.2955151,17.43610926,17.53414403,25.19506576,24.46816738,67.13965274,65.87305688
,46267,BREEDING,42,F263055,CIAT-BR19_5615,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.22191124,,14.74882592,,85.25117408,,17.6321788,,23.741269,,64.60646101,
,46267,BREEDING,42,F263056,CIAT-BR19_5751,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.38092382,95.41637154,13.31790164,13.33228467,86.68209836,86.66771533,15.83356162,15.68904977,27.57963974,27.05951915,67.32427792,65.88587456
,46267,BREEDING,42,F263056,CIAT-BR19_5751,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.45181927,,13.3466677,,86.6533323,,15.54453792,,26.53939856,,64.4474712,
,46267,BREEDING,42,F263057,CIAT-BR19_5898,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,,95.19192323,95.23643352,12.17534238,12.16081255,87.82465762,87.83918745,13.92959596,14.12234575,28.42126555,27.95881821,68.15133498,68.13996727
,46267,BREEDING,42,F263057,CIAT-BR19_5898,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,,95.28094381,,12.14628271,,87.85371729,,14.31509555,,27.49637086,,68.12859955,
,46267,BREEDING,42,F263058,CIAT-BR19_6068,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.1009798,95.06073888,12.8734035,12.83197296,87.1265965,87.16802704,16.67723619,16.629435,24.70606415,24.82988792,65.54107086,65.45053248
,46267,BREEDING,42,F263058,CIAT-BR19_6068,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.02049795,,12.79054241,,87.20945759,,16.58163381,,24.95371169,,65.3599941,
,46267,BREEDING,42,F263059,CIAT-BR19_6160,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.44,95.50022198,13.59159144,13.55950153,86.40840856,86.44049847,16.31005073,16.45278084,25.9041427,26.85146261,63.79217414,64.7156921
,46267,BREEDING,42,F263059,CIAT-BR19_6160,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.56044396,,13.52741162,,86.47258838,,16.59551095,,27.79878252,,65.63921006,
,46267,BREEDING,42,F263060,CIAT-BR19_6352,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.83083383,95.80604973,11.84448215,11.73432655,88.15551785,88.26567345,14.8104303,14.71246524,30.20729196,29.9135192,68.19113796,69.33385013
,46267,BREEDING,42,F263060,CIAT-BR19_6352,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.78126562,,11.62417095,,88.37582905,,14.61450019,,29.61974645,,70.4765623,
,46267,BREEDING,42,F263061,CIAT-BR19_6397,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.3,94.32028297,13.47536246,13.40048096,86.52463754,86.59951904,17.19853582,17.29654993,29.89118987,29.48425854,67.96903738,66.92917935
,46267,BREEDING,42,F263061,CIAT-BR19_6397,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.34056594,,13.32559947,,86.67440053,,17.39456404,,29.07732721,,65.88932132,
,46267,BREEDING,42,F263062,CIAT-BR19_6400,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.09196321,95.12098161,14.00812934,13.90580169,85.99187066,86.09419831,15.70253676,15.65079201,29.95061939,29.29346387,68.13039182,68.0323189
,46267,BREEDING,42,F263062,CIAT-BR19_6400,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.15,,13.80347404,,86.19652596,,15.59904725,,28.63630834,,67.93424597,
,46267,BREEDING,42,F263063,CIAT-BR19_6868,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.71042896,95.73585029,11.74990882,11.76961873,88.25009118,88.23038127,14.43787946,14.38886548,34.55146115,33.43045501,70.98824588,71.04282815
,46267,BREEDING,42,F263063,CIAT-BR19_6868,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.76127162,,11.78932864,,88.21067136,,14.3398515,,32.30944887,,71.09741043,
,46267,BREEDING,42,F263064,CIAT-BR19_6984,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.40091982,95.44636155,13.59654188,13.57423697,86.40345812,86.42576303,16.32251868,16.22401917,29.26248211,29.1751635,67.34335298,67.80226359
,46267,BREEDING,42,F263064,CIAT-BR19_6984,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.49180328,,13.55193206,,86.44806794,,16.12551966,,29.08784489,,68.26117421,
,46267,BREEDING,42,F263065,CIAT-BR19_811,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.90050995,94.96624858,12.98226192,12.93294905,87.01773808,87.06705095,14.75258736,14.84475397,29.40288186,29.71285813,65.86928606,65.90853192
,46267,BREEDING,42,F263065,CIAT-BR19_811,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.03198721,,12.88363618,,87.11636382,,14.93692058,,30.0228344,,65.94777777,
,46267,BREEDING,42,F263066,CIAT-BR19_818,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.90050995,94.86603024,16.07369373,16.23015713,83.92630627,83.76984287,16.71647997,16.80974261,26.3422359,26.13910391,64.50985387,64.30295037
,46267,BREEDING,42,F263066,CIAT-BR19_818,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.83155053,,16.38662054,,83.61337946,,16.90300526,,25.93597193,,64.09604686,
,46267,BREEDING,42,F263067,CIAT-BR19_95,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.51,95.54522098,12.56996412,12.6321269,87.43003588,87.3678731,14.65146688,14.75190661,28.34759952,28.29248251,66.71623427,65.94060645
