40_sample_serial_no,40_date,40_requisitioner,40_set_ciat,40_ciat_lab_id,40_gene_bank_breeding_program_id,40_genus,40_species,40_tax_name,40_family,40_order,40_functional_group,40_dm_percentage,40_av_dm_105,40_ash_dm,40_av_ash_percentage,40_om_percentage,40_om_percentage,40_pc_percentage_dm,40_av_pc_percentage,40_adf_percentage_dm,40_av_adf_percentage_dm,40_ndf_percentage_dm,40_av_ndf_percentage_dm
Sample serial No,"Date (M,D.Y)",Requisitioner,Set CIAT,CIAT Lab-ID,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,"DM, %",Av DM 105,Ash/DM,"Av Ash, %","OM, %","OM, %","PC (%), DM","Av PC, %","ADF, % (DM)"," Av ADF, % (DM)","NDF, % (DM)"," Av NDF, % (DM)"
,46161,GENBANK,37,F261067,CIAT21705,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.71165767,,5.63454503,,94.36545497,,25.92672843,,24.22725528,,46.99080606,
,46161,GENBANK,37,F261068,CIAT21815,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.51084892,91.57084292,6.628084735,6.644463857,93.37191527,93.35553614,28.45003275,27.96513229,29.13092726,28.44580396,49.54844111,49.10458598
,46161,GENBANK,37,F261068,CIAT21815,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.63083692,,6.660842979,,93.33915702,,27.48023184,,27.76068066,,48.66073085,
,46161,GENBANK,37,F261069 ,CIAT22274,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.8632547,91.88703181,5.254352739,5.200731611,94.74564726,94.79926839,25.34788539,25.31074778,32.68597847,31.77262616,53.70710856,52.52097667
,46161,GENBANK,37,F261069 ,CIAT22274,Clitoria,ternatea L.,Clitoria ternatea L.,Fabaceae,Fabales,Climber,91.91080892,,5.147110484,,94.85288952,,25.27361016,,30.85927385,,51.33484478,
,46161,BREEDING,37,F260540 ,CIAT-BR09_2656,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.38264694,93.41697834,13.79283112,13.86912799,86.20716888,86.13087201,20.21055979,20.39665873,27.04115779,26.31037882,59.73313862,58.80385783
,46161,BREEDING,37,F260540 ,CIAT-BR09_2656,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.45130974,,13.94542486,,86.05457514,,20.58275767,,25.57959986,,57.87457703,
,46161,BREEDING,37,F260541,CIAT-BR09_4151,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.23067693,93.28666993,12.24061071,12.21734464,87.75938929,87.78265536,18.84998616,18.70915417,26.45665796,26.4006588,59.83922865,59.71149772
,46161,BREEDING,37,F260541,CIAT-BR09_4151,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.34266293,,12.19407856,,87.80592144,,18.56832219,,26.34465964,,59.58376679,
,46161,BREEDING,37,F260542,CIAT-BR09_4014,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.00239904,94.0617874,12.19986368,12.97701385,87.80013632,87.02298615,18.8992203,18.84461137,28.35890384,28.2258136,62.22777614,61.77074295
,46161,BREEDING,37,F260542,CIAT-BR09_4014,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.12117576,,13.75416402,,86.24583598,,18.79000244,,28.09272335,,61.31370977,
,46161,BREEDING,37,F260543,CIAT-BR15_582,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.52074793,92.60683538,13.75570829,13.42982511,86.24429171,86.57017489,18.10462378,18.13248826,26.2841911,26.26503688,59.03792619,59.09210269
,46161,BREEDING,37,F260543,CIAT-BR15_582,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.69292283,,13.10394194,,86.89605806,,18.16035273,,26.24588266,,59.14627918,
,46161,BREEDING,37,F260544,CIAT-BR09_834,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.37,92.52,13.45654994,15.13726762,86.54345006,84.86273238,17.91993312,18.01045461,26.48737833,26.53841665,60.41203318,60.37376963
,46161,BREEDING,37,F260544,CIAT-BR09_834,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.67,,16.8179853,,83.1820147,,18.10097611,,26.58945498,,60.33550608,
,46161,BREEDING,37,F260545,CIAT-BR19_2886,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.69063094,93.72531547,15.84258754,14.40833515,84.15741246,85.59166485,19.71948889,19.64068384,26.30688094,26.3305642,59.58822274,59.51084898
,46161,BREEDING,37,F260545,CIAT-BR19_2886,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.76,,12.97408276,,87.02591724,,19.56187879,,26.35424745,,59.43347522,
,46161,BREEDING,37,F260546,CIAT-BR05_1467,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.91070893,92.9117719,13.62446746,15.07483498,86.37553254,84.92516502,18.70430254,18.96570663,28.35910606,28.47280624,60.42027461,60.87576505
,46161,BREEDING,37,F260546,CIAT-BR05_1467,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.91283487,,16.5252025,,83.4747975,,19.22711072,,28.58650642,,61.33125548,
,46161,BREEDING,37,F260547,CIAT-BR19_5294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.19290355,94.21673975,14.5867162,13.74061214,85.4132838,86.25938786,19.249962,19.40503358,27.29895881,27.35501267,63.02177349,63.29064442
,46161,BREEDING,37,F260547,CIAT-BR19_5294,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.24057594,,12.89450808,,87.10549192,,19.56010516,,27.41106652,,63.55951536,
,46161,BREEDING,37,F260548,CIAT-BR19_626,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.84,92.96569086,14.25256982,14.38557617,85.74743018,85.61442383,20.3138121,20.27684567,25.86633895,25.58038706,62.51337711,63.11679647
,46161,BREEDING,37,F260548,CIAT-BR19_626,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.09138172,,14.51858252,,85.48141748,,20.23987924,,25.29443518,,63.72021583,
,46161,BREEDING,37,F260549,CIAT-BR12_3436,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.75,92.76644342,14.12148565,14.00013254,85.87851435,85.99986746,20.60825563,20.72442322,24.59615661,24.89268326,64.07313481,64.47501304
,46161,BREEDING,37,F260549,CIAT-BR12_3436,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.78288685,,13.87877942,,86.12122058,,20.84059082,,25.1892099,,64.87689126,
,46161,BREEDING,37,F260550,CIAT-BR09_305,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.53258697,93.5722517,12.82986965,12.88392957,87.17013035,87.11607043,18.30193832,18.38478168,26.79983131,26.53876296,65.5947036,65.2027843
,46161,BREEDING,37,F260550,CIAT-BR09_305,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.61191643,,12.93798949,,87.06201051,,18.46762504,,26.27769462,,64.810865,
,46161,BREEDING,37,F260551,CIAT-BR09_2267,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.86081392,91.86040696,14.06341269,14.04778674,85.93658731,85.95221326,22.23014847,22.28436072,24.70035035,24.55369483,64.70202132,64.60734468
,46161,BREEDING,37,F260551,CIAT-BR09_2267,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,91.86,,14.03216078,,85.96783922,,22.33857298,,24.4070393,,64.51266803,
,46161,BREEDING,37,F260552,CIAT-BR09_3167,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.56064394,93.42565743,12.14748221,12.12072564,87.85251779,87.87927436,18.56357918,18.60361974,25.34784942,25.24238994,63.12026301,63.45793831
,46161,BREEDING,37,F260552,CIAT-BR09_3167,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.29067093,,12.09396907,,87.90603093,,18.6436603,,25.13693046,,63.79561361,
,46161,BREEDING,37,F260553,CIAT-BR09_343,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.78216535,92.8225101,14.71184437,14.30188931,85.28815563,85.69811069,19.68993861,19.66244137,26.84586903,26.61633623,66.89051704,65.52524835
,46161,BREEDING,37,F260553,CIAT-BR09_343,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.86285486,,13.89193424,,86.10806576,,19.63494413,,26.38680342,,64.15997967,
,46161,BREEDING,37,F260554,CIAT-BR12_5082,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.6214757,92.62573785,13.64358633,13.58557194,86.35641367,86.41442806,18.78543085,18.83070996,26.67354621,26.48027057,64.42315489,63.06005876
,46161,BREEDING,37,F260554,CIAT-BR12_5082,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.63,,13.52755756,,86.47244244,,18.87598906,,26.28699493,,61.69696263,
,46161,BREEDING,37,F260555,CIAT-BR12_5323,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.85061494,93.90060994,13.16153764,13.16686189,86.83846236,86.83313811,19.7188937,19.74038155,27.29257542,27.35824181,65.5841029,64.76012892
,46161,BREEDING,37,F260555,CIAT-BR12_5323,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.95060494,,13.17218614,,86.82781386,,19.76186939,,27.42390821,,63.93615495,
,46161,BREEDING,37,F260556,CIAT-BR15_1168,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.81143771,92.87071886,12.86477657,12.9145175,87.13522343,87.0854825,19.91466861,19.79311151,25.46221908,25.37775341,65.67591481,63.93846222
,46161,BREEDING,37,F260556,CIAT-BR15_1168,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.93,,12.96425843,,87.03574157,,19.67155441,,25.29328774,,62.20100962,
,46161,BREEDING,37,F260557,CIAT-BR12_2679,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.19272291,93.24736615,12.76737177,12.77337042,87.23262823,87.22662958,20.30754666,20.341135,26.46167717,26.7057446,65.27718164,65.59188371
,46161,BREEDING,37,F260557,CIAT-BR12_2679,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.3020094,,12.77936907,,87.22063093,,20.37472334,,26.94981203,,65.90658578,
,46161,BREEDING,37,F260558,CIAT-BR09_3341,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.39228232,92.40152062,13.26420065,13.29799069,86.73579935,86.70200931,19.93312227,19.95987454,24.87734272,25.44841942,65.45735338,63.61256208
,46161,BREEDING,37,F260558,CIAT-BR09_3341,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,92.41075892,,13.33178073,,86.66821927,,19.98662681,,26.01949613,,61.76777079,
,46161,BREEDING,37,F260559,CIAT-BR09_2715,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.62127574,93.66626675,12.4566366,12.46197364,87.5433634,87.53802636,17.46620332,17.31882563,26.90360497,27.04936212,60.50170622,60.58282652
,46161,BREEDING,37,F260559,CIAT-BR09_2715,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.71125775,,12.46731067,,87.53268933,,17.17144795,,27.19511926,,60.66394682,
,46161,BREEDING,37,F260560,CIAT-BR15_8543,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.23067693,93.23635216,14.51005624,14.44963349,85.48994376,85.55036651,20.31616464,20.60779712,25.74069332,25.88275412,58.12423849,58.21808633
,46161,BREEDING,37,F260560,CIAT-BR15_8543,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.24202739,,14.38921075,,85.61078925,,20.89942961,,26.02481491,,58.31193418,
,46161,BREEDING,37,F260561,CIAT-BR02_1718,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.38,93.50063787,13.29402695,13.31943026,86.70597305,86.68056974,18.59001835,18.75125192,27.70443152,27.53814017,59.30148852,59.14952558
,46161,BREEDING,37,F260561,CIAT-BR02_1718,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.62127574,,13.34483356,,86.65516644,,18.91248548,,27.37184882,,58.99756263,
,46161,BREEDING,37,F260562,CIAT-BR12_804,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.59108178,94.61080936,11.92014372,11.96301391,88.07985628,88.03698609,20.67354458,20.6284366,25.16329078,25.19346318,61.37028437,61.58783113
,46161,BREEDING,37,F260562,CIAT-BR12_804,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.63053695,,12.00588409,,87.99411591,,20.58332861,,25.22363558,,61.8053779,
,46161,BREEDING,37,F260563,CIAT-BR15_1462,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.64254298,93.67658596,12.13265161,12.16115623,87.86734839,87.83884377,20.55128085,20.50728991,22.31881909,22.70512708,58.38469697,58.52653903
,46161,BREEDING,37,F260563,CIAT-BR15_1462,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.71062894,,12.18966084,,87.81033916,,20.46329896,,23.09143508,,58.66838108,
,46161,BREEDING,37,F261076,CIAT-BR06_423_Opt_F,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.8,93.82123151,14.19721292,14.13044877,85.80278708,85.86955123,12.26657157,12.19715927,32.25676421,32.04704855,62.38238522,61.89351496
,46161,BREEDING,37,F261076,CIAT-BR06_423_Opt_F,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.84246301,,14.06368463,,85.93631537,,12.12774698,,31.83733288,,61.40464471,
,46161,BREEDING,37,F261077,CIAT_MulatoII_Opt_D,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.0609878,95.0909818,11.53401325,11.60761224,88.46598675,88.39238776,17.10045477,17.44837371,27.06320283,27.38467102,58.82104687,59.23015202
,46161,BREEDING,37,F261077,CIAT_MulatoII_Opt_D,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,95.1209758,,11.68121123,,88.31878877,,17.79629264,,27.7061392,,59.63925718,
,46161,BREEDING,37,F243584,ABC-BR06_0423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.56,96.765,15.97,15.965,84.03,84.035,11.01,11.01,22.15,22.02,57.45,57.365
,46161,BREEDING,37,F243584,ABC-BR06_0423,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.97,,15.96,,84.04,,11.01,,21.89,,57.28,
,46161,BREEDING,37,F243592 ,ABC-Mulato_II,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.69,96.66,14.96,14.975,85.04,85.025,11.85,11.85,24.45,24.365,60.05,59.42
,46161,BREEDING,37,F243592 ,ABC-Mulato_II,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,96.63,,14.99,,85.01,,11.85,,24.28,,58.79,
,46161,GENBANK,37,F251772 ,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,93.8,93.875,6.88,6.955,93.12,93.045,21.51,21.51,48.24,49.185,53.95,54.93
,46161,GENBANK,37,F251772 ,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,93.95,,7.03,,92.97,,21.51,,50.13,,55.91,
,46161,GENBANK,37,F251692 ,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Shrub,93.76,93.79,5.2,5.215,94.8,94.785,16.81,16.81,58.1,59.135,64.7,65.42
,46161,GENBANK,37,F251692 ,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Shrub,93.82,,5.23,,94.77,,16.81,,60.17,,66.14,
,46161,ISABEL MOLINA,37,F261072 (100%),Leu_div ILRI 15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Fabales,95.02,94.96,8.76,8.98,91.24,91.02,30.2,30.055,32.88,31.81,50.28,51.505
,46161,ISABEL MOLINA,37,F261072 (100%),Leu_div ILRI 15551,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Fabales,94.9,,9.2,,90.8,,29.91,,30.74,,52.73,
,46161,ISABEL MOLINA,37,F263137 ( 100%) ,Estrella CIAT,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,94.02,94.055,8.81,8.96,91.19,91.04,6.1,5.97,40.05,40.275,79.27930865,79.62720487
,46161,ISABEL MOLINA,37,F263137 ( 100%) ,Estrella CIAT,Cynodon,nlenfuensis,Cynodon nlemfuensis, Poaceae,Poales,0,94.09,,9.11,,90.89,,5.84,,40.5,,79.97510108,
,46161,ISABEL MOLINA,37,F263138 (100%) ,CIAT17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.27,94.275,13.61,13.58,86.39,86.42,22,22.3,29.7,29.79,51.13945003,52.87048789
,46161,ISABEL MOLINA,37,F263138 (100%) ,CIAT17009,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceas,Fabales,Trepadoras,94.28,,13.55,,86.45,,22.6,,29.88,,54.60152575,
,46161,ISABEL MOLINA,37,F262902 (100%),STAR GRASS -Porvenir,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,92.56,92.49,9.25,9.3,90.75,90.7,8.8,8.735,41.67,41.9,78.74,78.67
,46161,ISABEL MOLINA,37,F262902 (100%),STAR GRASS -Porvenir,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,0,92.42,,9.35,,90.65,,8.67,,42.13,,78.6,
,46161, ISABEL MOLINA/ EXP Camaras In vivo ,37,Dieta 1 : F263137 + F261072 (40%/60%) Estrella/Leucaena),Dieta 1 : F263137 + F261072 (40%/60%) Estrella/Leucaena),N/A,N/A,N/A,N/A,N/A,N/A,94.62,94.598,8.78,8.972,91.22,91.028,20.56,20.421,35.748,35.196,61.87972346,62.75388195
,46161, ISABEL MOLINA/ EXP Camaras In vivo ,37,Dieta 1 : F263137 + F261072 (40%/60%) Estrella/Leucaena),Dieta 1 : F263137 + F261072 (40%/60%) Estrella/Leucaena),N/A,N/A,N/A,N/A,N/A,N/A,94.576,,9.164,,90.836,,20.282,,34.644,,63.62804043,
,46161, ISABEL MOLINA/ EXP Camaras In vivo ,37,Dieta 2 : F263137 + F263138 (55%/45%) Estrella/Canavalia),Dieta 2 : F263137 + F263138 (55%/45%) Estrella/Canavalia),N/A,N/A,N/A,N/A,N/A,N/A,94.1325,94.154,10.97,11.039,89.03,88.961,13.255,13.3185,35.3925,35.55675,66.61637227,67.58668223
,46161, ISABEL MOLINA/ EXP Camaras In vivo ,37,Dieta 2 : F263137 + F263138 (55%/45%) Estrella/Canavalia),Dieta 2 : F263137 + F263138 (55%/45%) Estrella/Canavalia),N/A,N/A,N/A,N/A,N/A,N/A,94.1755,,11.108,,88.892,,13.382,,35.721,,68.55699218,
,46161,GENBANK,37,F260042 ,CIAT33127,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,96.22188906,96.31684158,6.039537176,6.433871219,93.96046282,93.56612878,13.00366648,13.00366648,37.86034992,37.54026766,77.43141672,78.36568804
,46161,GENBANK,37,F260042 ,CIAT33127,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,96.4117941,,6.828205261,,93.17179474,,13.00366648,,37.22018541,,79.29995936,
,46161,GENBANK,37,F260048,CIAT6080,Eragrostis,curvula,Eragrostis curvula,Poaceae,Poales,Grasses,93.99060094,94.0111957,10.85932269,10.47010189,89.14067731,89.52989811,11.21059818,11.21059818,44.21973411,43.80456817,77.31129468,77.68084801
,46161,GENBANK,37,F260048,CIAT6080,Eragrostis,curvula,Eragrostis curvula,Poaceae,Poales,Grasses,94.03179046,,10.08088109,,89.91911891,,11.21059818,,43.38940223,,78.05040133,
,46161,GENBANK,37,F260059,CIAT16081,Paspalum,secans,Paspalum secans,Poaceae,Poales,Grasses,96.47141144,96.45570572,16.49838589,18.46631792,83.50161411,81.53368208,12.32918173,12.32918173,38.0785623,38.11155679,66.87204437,67.5939558
,46161,GENBANK,37,F260059,CIAT16081,Paspalum,secans,Paspalum secans,Poaceae,Poales,Grasses,96.44,,20.43424995,,79.56575005,,12.32918173,,38.14455127,,68.31586723,
,46161,GENBANK,37,F260063,CIAT16254,Hyparrhenia,hirta,Hyparrhenia hirta,Poaceae,Poales,Grasses,94.8025987,94.84681025,12.93018504,14.46587007,87.06981496,85.53412993,12.97864532,12.97864532,36.05573806,35.82331301,69.95865425,69.5014367
,46161,GENBANK,37,F260063,CIAT16254,Hyparrhenia,hirta,Hyparrhenia hirta,Poaceae,Poales,Grasses,94.8910218,,16.0015551,,83.9984449,,12.97864532,,35.59088796,,69.04421915,
,46161,GENBANK,37,F260066,CIAT16379,Panicum,maximum,Panicum maximum,Poaceae,Poales,Grasses,94.69159252,94.58717557,14.23656022,16.97198361,85.76343978,83.02801639,13.93761108,13.93761108,32.81381622,32.73828134,63.86412867,64.42853585
,46161,GENBANK,37,F260066,CIAT16379,Panicum,maximum,Panicum maximum,Poaceae,Poales,Grasses,94.48275862,,19.707407,,80.292593,,13.93761108,,32.66274647,,64.99294302,
,46161,GENBANK,37,F260068,CIAT16561,Panicum,maximum,Panicum maximum,Poaceae,Poales,Grasses,94.16233507,94.33171742,10.03502721,10.23740712,89.96497279,89.76259288,13.92648053,13.92648053,33.9321665,33.57259073,60.44244411,59.87436116
,46161,GENBANK,37,F260068,CIAT16561,Panicum,maximum,Panicum maximum,Poaceae,Poales,Grasses,94.50109978,,10.43978702,,89.56021298,,13.92648053,,33.21301496,,59.30627821,
,46161,BREEDING,37,F260566,CIAT_679_Tully_Exc,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,93.88183545,93.96181146,10.1287371,10.37344398,89.8712629,89.62655602,7.708661601,7.684219626,34.31422088,34.45911726,68.46060573,68.81768678
,46161,BREEDING,37,F260566,CIAT_679_Tully_Exc,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,94.04178746,,10.61815087,,89.38184913,,7.659777651,,34.60401364,,69.17476784,
,46161,BREEDING,37,F252184,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,94.83,94.84,9.5,9.51,90.5,90.49,8.02,8.025,32.56,33.135,67.49,68.075
,46161,BREEDING,37,F252184,CIAT-BH22_0303,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,94.85,,9.52,,90.48,,8.03,,33.71,,68.66,
,46161,BREEDING,37,F252192,CIAT-BH22_0519,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,97.68,97.655,11.14,11.145,88.86,88.855,9.38,9.36,31.77,31.685,64.61,64.575
,46161,BREEDING,37,F252192,CIAT-BH22_0519,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,97.63,,11.15,,88.85,,9.34,,31.6,,64.54,
,46161,GENBANK,37,F260076,CIAT16690,Cynodon,sp.,Cynodon sp.,Poaceae,Poales,Grasses,95.53223388,95.53223388,9.304820097,9.304820097,90.6951799,90.6951799,13.66830468,13.66830468,43.8186202,43.8186202,62.43368834,62.43368834
,46161,GENBANK,37,F260106,CIAT36088,Paspalum,dilatatum,Paspalum dilatatum,Poaceae,Poales,Grasses,93.762495,93.74656097,12.2302234,12.31738568,87.7697766,87.68261432,13.65583273,16.21618544,35.80157471,36.13229179,63.65247875,63.93578953
,46161,GENBANK,37,F260106,CIAT36088,Paspalum,dilatatum,Paspalum dilatatum,Poaceae,Poales,Grasses,93.73062694,,12.40454796,,87.59545204,,18.77653815,,36.46300887,,64.21910031,
,46161,LMF,37,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,93.64063594,93.73093584,11.32941805,11.41385651,88.67058195,88.58614349,18.77653815,15.93826907,37.8,37.75,76.05,76.05
,,LMF,37,F250008,Sample 8,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,93.82123575,,11.49829497,,88.50170503,,13.1,,37.7,,76.05,
