31_no,31_date,31_requisitioner,31_gene_bank,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_dm,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8,31_column9
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8,Column9
1225,,Benchmark,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,2,46,0.5003,463.4084124,164.2084124,0.348611111,41,0.688888889,71.5,12.1,40,0.375,78,15.6,,30.5,38,27.54997748,34.34934713,61.89932461,3.333547275,5.358498152,8.692045427,133.5740201,35.43492263,2.652830438,12.1,14.04222983,18.75677091,52.93300934,-266.0280648,10.41033236,29.37873598,,
1226,,Benchmark,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,3,47,0.5004,463.4084124,198.0084124,0.348611111,41,0.689583333,69.5,12.5,40.5,0.375694444,78.5,15.6,Embolo duro 0H,28.5,38,25.54997748,34.34934713,59.89932461,3.193747185,5.358498152,8.552245337,129.2581727,42.72870477,3.305686895,12.5,14.27769911,18.45509298,43.19132321,7591.302215,10.24289589,23.97193163,,
1227,,Benchmark,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,1,48,0.5004,461.4133133,249.0133133,0.349305556,41,0.689583333,63.5,12.1,40,0.376388889,71.5,13.7,,22.5,31.5,19.54997748,27.84934713,47.39932461,2.365547275,3.815360557,6.180907832,102.7263914,53.96751809,5.253520285,12.1,13.04007575,13.39559925,24.82159588,-353.6459753,7.434789339,13.77641515,,
1228,,Benchmark,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,2,49,0.5005,461.4133133,223.5133133,0.35,40.5,0.690277778,61,12.9,40.5,0.377083333,71,13.7,,20.5,30.5,17.54997748,26.84934713,44.39932461,2.263947095,3.678360557,5.942307652,96.22462839,48.44101955,5.034160211,12.9,13.38377938,12.87849197,26.58592261,-138.2650009,7.147785856,14.75564702,,
1229,,Benchmark,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,3,50,0.5,461.4133133,193.3133133,0.35,40,0.690277778,63,12.2,39,0.377083333,71,13.7,,23,32,20.04997748,28.34934713,48.39932461,2.446097253,3.883860557,6.329957809,104.8936457,41.89591149,3.994132457,12.2,13.07860773,13.71862845,32.74455184,-86.50122046,7.614076138,18.17379278,,
1230,,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,26,56,3,1,51,-,,,0.350694444,40,0.690972222,43.5,,,,,,,3.5,,,,,,,,,,,,,,,,,,,
1231,,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,26,56,3,2,52,-,,,0.350694444,40,0.691666667,44.5,,,,,,,4.5,,,,,,,,,,,,,,,,,,,
1232,,Benchmark,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,1,53,0.5002,444.9195367,219.8195367,0.350694444,41,0.691666667,86,12.8,41,0.377777778,90,14.6,,45,49,42.04997748,45.34934713,87.39932461,5.382397117,6.621004681,12.0034018,196.438496,49.40658221,2.515117109,12.8,13.73397546,26.97881484,54.60570967,-274.3424681,14.973709,30.3071136,,
1233,,Benchmark,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,2,54,0.5004,444.9195367,312.6195367,0.350694444,40.5,0.691666667,87.5,12.8,41,0.377777778,89.5,14.9,,47,48.5,44.04997748,44.84934713,88.89932461,5.638397117,6.682552723,12.32094984,199.8098921,70.26428621,3.516556937,12.8,13.85944145,27.692535,39.41196373,251.2087906,15.36983603,21.87432174,,
1234,,Benchmark,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,3,55,0.5,444.9195367,178.7195367,0.351388889,40.5,0.692361111,83.5,12.6,40.5,0.378472222,81.5,14.9,Mtra despues del Clip 0H,43,41,40.04997748,37.34934713,77.39932461,5.046297162,5.565052723,10.61134988,173.9625218,40.16895684,2.30905809,12.6,13.70987401,23.85004256,59.37431398,-125.0551686,13.23718625,32.9537715,,
1235,,LMF-invivo,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,1,56,0.5002,445.178,64.278,0.352083333,41,0.692361111,64.5,14.1,40.5,0.379166667,65,15.5,,23.5,24.5,20.54997748,20.84934713,41.39932461,2.897546825,3.231648805,6.12919563,92.99499214,14.43871889,1.552634025,14.1,14.80506189,13.76796614,95.35448567,#DIV/0!,7.641459407,52.92338928,,
1236,,LMF-invivo,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,2,57,0.5002,445.178,62.678,0.352083333,41,0.693055556,64.5,14.1,40.5,0.379166667,66.5,15.4,,23.5,26,20.54997748,22.34934713,42.89932461,2.897546825,3.441799458,6.339346283,96.36443088,14.0793121,1.461048643,14.1,14.77726361,14.24002597,101.1414896,#DIV/0!,7.903460783,56.13527656,,
1237,,LMF-invivo,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,3,58,0.5,445.178,65.278,0.352083333,41,0.69375,65,14.1,40,0.379861111,65.5,15.6,,24,25.5,21.04997748,21.84934713,42.89932461,2.968046825,3.408498152,6.376544977,96.36443088,14.66334814,1.521655658,14.1,14.86397521,14.32358512,97.68290966,#DIV/0!,7.949837555,54.21570488,,
1238,,LMF-invivo,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,1,59,0.5002,445.178,97.378,0.352777778,41.5,0.69375,67.5,13.6,40,0.379861111,67.5,15.2,,26,27.5,23.04997748,23.84934713,46.89932461,3.134796937,3.625100764,6.759897701,105.3496009,21.87394705,2.076319879,13.6,14.4136355,15.18470747,69.41914705,#DIV/0!,8.427775356,38.52882763,,
1239,,LMF-invivo,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,2,60,0.5002,445.178,1017.778,0.354861111,40,0.694444444,43,,,,,,"Embolo duro 0H en l aprimera agitacion se rego la muestra por el embolo, volumen 43 y no se lee  gas debido a que solo se producieron 2ml gas y quedo en 37. DESCARTADA",3,0,,,,,,,,,,,,,,,,,,
1240,,LMF-invivo,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,3,61,0.5002,445.178,111.578,0.355555556,41,0.695833333,67.5,13.6,40,0.38125,66.5,15,,26.5,26.5,23.54997748,22.84934713,46.39932461,3.202796937,3.42740207,6.630199007,104.2264546,25.06368239,2.404733279,13.6,14.28942999,14.89336626,59.4220994,#DIV/0!,8.266075948,32.98029323,,
1241,,Genetic bank,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,1,62,0.5002,462.5636757,287.1636757,0.35625,40.5,0.696527778,86.5,12.5,40,0.38125,83,14.9,,46,43,43.04997748,39.34934713,82.39932461,5.381247185,5.863052723,11.24429991,178.1361766,62.08089627,3.48502463,12.5,13.64610688,24.30865305,39.15641447,137.8855373,13.49172301,21.73248748,,
1242,,Genetic bank,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,2,63,0.5004,462.5636757,206.8636757,0.35625,41,0.696527778,86,12.6,40.5,0.381944444,92,15.3,,45,51.5,42.04997748,47.84934713,89.89932461,5.298297162,7.320950111,12.61924727,194.3501605,44.72112416,2.301059286,12.6,14.03708796,27.28110298,61.00272186,10110.98217,15.14148415,33.85756604,,
1243,,Genetic bank,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,3,64,0.5005,462.5636757,295.8636757,0.356944444,40.5,0.696527778,90,12.2,40,0.382638889,91.5,15.3,,49.5,51.5,46.54997748,47.84934713,94.39932461,5.679097253,7.320950111,13.00004736,204.0785508,63.96171841,3.134171531,12.2,13.77133514,28.10434119,43.9393154,144.0479213,15.59839559,24.38708024,,
1244,,Genetic bank,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,1,65,0.5001,457.94157,290.84157,0.356944444,41,0.697222222,86,12.3,40.5,0.383333333,87,15.1,,45,46.5,42.04997748,42.84934713,84.89932461,5.17214723,6.470251417,11.64239865,185.3933562,63.51062866,3.425723012,12.3,13.7131817,25.4233278,40.03003644,143.9442644,14.11038678,22.21736279,,
1245,,Genetic bank,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,2,66,0.5004,457.94157,168.64157,0.356944444,42.5,0.697916667,88.5,11.8,40.5,0.383333333,88,15.1,En la segunda agitación se observa liquido por la parte superior del embolo,46,47.5,43.04997748,43.84934713,86.89932461,5.079897343,6.621251417,11.70114876,189.7607256,36.82600162,1.940654553,11.8,13.46517802,25.55161952,69.38472382,-283.1925403,14.1815909,38.50972215,,
1246,,Genetic bank,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,3,67,0.5002,457.94157,285.74157,0.357638889,41.5,0.697916667,87,12.3,40.5,0.384027778,87,15.1,,45.5,46.5,42.54997748,42.84934713,85.39932461,5.23364723,6.470251417,11.70389865,186.4851986,62.39694946,3.345946485,12.3,13.70490774,25.55762441,40.95973381,154.443105,14.18492372,22.73336091,,
1247,,Genetic bank,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,1,68,0.5002,462.8673386,230.6673386,0.358333333,41.5,0.698611111,88.5,12.6,40,0.384722222,90.5,15.4,,47,50.5,44.04997748,46.84934713,90.89932461,5.550297162,7.214799458,12.76509662,196.3831038,49.83443837,2.537613339,12.6,14.04311492,27.57830496,55.33985304,-1641.948066,15.30643639,30.71457587,,
1248,,Genetic bank,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,2,69,0.5003,462.8673386,297.5673386,0.358333333,41,0.698611111,88,12.7,40.5,0.384722222,89.5,15.4,,47,49,44.04997748,45.34934713,89.39932461,5.59434714,6.983799458,12.5781466,193.1424345,64.2878237,3.328518867,12.7,14.0696215,27.17440949,42.26991664,212.7359088,15.08226741,23.46053505,,
1249,,Genetic bank,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,3,70,0.5003,462.8673386,210.2673386,0.357638889,41,0.7,87.5,12.4,40,0.385416667,86.5,15.5,,46.5,46.5,43.54997748,42.84934713,86.39932461,5.400197207,6.641648805,12.04184601,186.6610957,45.42712805,2.433668777,12.4,13.93743072,26.01576091,57.26921781,-427.4044091,14.4391974,31.7854067,,
1250,,Genetic bank,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,1,71,0.5004,463.5028794,297.8028794,0.358333333,41.5,0.7,85,12.6,41,0.385416667,93,14.9,,43.5,52,40.54997748,48.34934713,88.89932461,5.109297162,7.204052723,12.31334988,191.7988616,64.25049178,3.34988911,12.6,13.8508925,26.56585413,41.34731642,215.8196347,14.74450866,22.94847596,,
1251,,Genetic bank,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,2,72,0.5005,463.5028794,203.8028794,0.359027778,41.5,0.7,84.5,12.2,40,0.386111111,86.5,15.2,,43,46.5,40.04997748,42.84934713,82.89932461,4.886097253,6.513100764,11.39919802,178.8539582,43.97014311,2.458438357,12.2,13.75065246,24.59358619,55.93246793,-308.5358184,13.64986583,31.04348739,,
1252,,Genetic bank,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,3,73,0.5002,463.5028794,301.1028794,0.359027778,41,0.700694444,86.5,12.5,40.5,0.386111111,89.5,15.3,,45.5,49,42.54997748,45.34934713,87.89932461,5.318747185,6.938450111,12.2571973,189.6413777,64.96246146,3.425542582,12.5,13.94458643,26.44470583,40.70767214,203.0887673,14.67726925,22.59346232,,
1253,,Genetic bank,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,1,74,0.5001,458.902126,216.802126,0.359027778,41.5,0.700694444,81.5,12.6,40.5,0.386805556,89,14.9,,40,48.5,37.04997748,44.84934713,81.89932461,4.668297162,6.682552723,11.35084988,178.4679564,47.24365256,2.647178436,12.6,13.85951586,24.73479472,52.35580523,2673.060056,13.72823901,29.05837771,,
1254,,Genetic bank,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,2,75,0.5003,458.902126,293.202126,0.359722222,41,0.701388889,83,12.4,40,0.386805556,91,15,,42,51,39.04997748,47.34934713,86.39932461,4.842197207,7.10240207,11.94459928,188.2739689,63.89208273,3.393569653,12.4,13.82487575,26.02864227,40.73844702,148.1107783,14.44634678,22.61054291,,
1255,,Genetic bank,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,3,76,0.5002,458.902126,220.002126,0.360416667,40,0.701388889,85,12.5,40,0.3875,90,15.2,,45,50,42.04997748,46.34934713,88.39932461,5.256247185,7.045100764,12.30134795,192.6321967,47.94096901,2.488730847,12.5,13.9156583,26.80603826,55.9146776,1651.988603,14.87781501,31.03361345,,
1256,,Genetic bank,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,1,77,0.5001,461.3230569,249.8230569,0.359722222,41,0.702083333,88,13,40.5,0.388194444,93.5,15.8,,47,53,44.04997748,49.34934713,93.39932461,5.726497072,7.797196847,13.52369392,202.4596933,54.15360303,2.674784405,13,14.47943438,29.31501844,54.13308958,267.4808466,16.27034241,30.04480127,,
1257,,Genetic bank,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,2,78,0.5,461.3230569,212.3230569,0.360416667,41,0.702083333,88.5,13.4,40.5,0.388194444,91,16.1,,47.5,50.5,44.54997748,46.84934713,91.39932461,5.969696982,7.542744888,13.51244187,198.1243366,46.02480924,2.323026541,13.4,14.78396249,29.29062761,63.64095387,1034.68411,16.25680508,35.32183045,,
1258,,Genetic bank,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,3,79,0.5001,461.3230569,202.4230569,0.360416667,40,0.702777778,90,12.9,40,0.388888889,91,16,,50,51,47.04997748,47.34934713,94.39932461,6.069447095,7.575895541,13.64534264,204.6273716,43.87880768,2.144327385,12.9,14.45491553,29.57871373,67.41002158,4318.849923,16.41669786,37.41372824,,
1259,,Genetic bank,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,1,80,0.5,459.7018473,250.6018473,0.360416667,41,0.703472222,91.5,13.1,41,0.388888889,92,16,,50.5,51,47.54997748,47.34934713,94.89932461,6.22904705,7.575895541,13.80494259,206.4366832,54.51399614,2.640712654,13.1,14.5469345,30.03020908,55.08715414,278.6139703,16.66728559,30.57432361,,
1260,,Genetic bank,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,2,81,0.5004,459.7018473,275.7018473,0.361111111,41,0.703472222,90.5,12.9,41,0.389583333,92.5,16.1,,49.5,51.5,46.54997748,47.84934713,94.39932461,6.004947095,7.703744888,13.70869198,205.3490217,59.97405686,2.920591312,12.9,14.52202337,29.82083292,49.72288766,183.6428964,16.5510782,27.59706291,,
1261,,Genetic bank,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,3,82,0.5001,459.7018473,247.0018473,0.361111111,41.5,0.704166667,90.5,12.6,40.5,0.389583333,94,15.9,,49,53.5,46.04997748,49.84934713,95.89932461,5.802297162,7.926046194,13.72834336,208.6120062,53.73087986,2.575636985,12.6,14.31537022,29.86358101,55.57992179,298.7758535,16.57480413,30.84781818,,
1262,,Genetic bank,ABC-12457-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3575,26,56,3,1,83,0.5004,468.8513411,262.3513411,0.361111111,41.5,0.704166667,87.5,13.2,41,0.390277778,93,16,,46,52,43.04997748,48.34934713,91.39932461,5.682597027,7.735895541,13.41849257,194.9430802,55.95618869,2.870385993,13.2,14.68117256,28.61993001,51.1470325,251.3615801,15.88455631,28.38748793,,
1263,,Genetic bank,ABC-12457-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3575,26,56,3,2,84,0.5002,468.8513411,214.1513411,0.361805556,40,0.704861111,90,13,40,0.390972222,92,16,,50,52,47.04997748,48.34934713,95.39932461,6.116497072,7.735895541,13.85239261,203.4745691,45.6757446,2.24478886,13,14.52043049,29.54538336,64.68506124,2672.541575,16.39819893,35.90132811,,
1264,,Genetic bank,ABC-12457-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3575,26,56,3,3,85,0.5001,468.8513411,294.2513411,0.361805556,41,0.705555556,87,12.9,40.5,0.390972222,93,15.8,,46,52.5,43.04997748,48.84934713,91.89932461,5.553447095,7.718196847,13.27164394,196.0095164,62.76005107,3.201887961,12.9,14.44150324,28.30672066,45.10308736,155.618452,15.7107197,25.03299381,,
1265,,Genetic bank,ABC-12462-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3576,26,56,3,1,86,0.5001,462.8518394,244.4518394,0.361805556,41.5,0.705555556,86.5,12.5,40,0.391666667,92,15.9,,45,52,42.04997748,48.34934713,90.39932461,5.256247185,7.687546194,12.94379338,195.3094207,52.81427416,2.704133471,12.5,14.31846248,27.96530612,52.95028014,272.5358087,15.52122873,29.38832157,,
1266,,Genetic bank,ABC-12462-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3576,26,56,3,2,87,0.5002,462.8518394,289.2518394,0.3625,41.5,0.70625,87,13.2,41,0.391666667,92,16,,45.5,51,42.54997748,47.34934713,89.89932461,5.616597027,7.575895541,13.19249257,194.2291614,62.49339741,3.217508482,13.2,14.67474047,28.50262534,45.60901875,142.9399991,15.81945019,25.31379449,,
1267,,Genetic bank,ABC-12462-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3576,26,56,3,3,88,0.5002,462.8518394,286.3518394,0.3625,41.5,0.70625,87.5,12.6,42,0.392361111,92,15.9,,46,50,43.04997748,46.34934713,89.39932461,5.424297162,7.369546194,12.79384336,193.1489021,61.86684702,3.203064908,12.6,14.31089487,27.64133631,44.67875387,143.1176038,15.34141988,24.79748139,,
1268,,Genetic bank,ABC-12485-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3577,26,56,3,1,89,0.5002,469.9424111,210.3424111,0.363888889,40.5,0.706944444,78,12.8,40,0.393055556,78,14.8,,37.5,38,34.54997748,34.34934713,68.89932461,4.422397117,5.083703375,9.506100493,146.612272,44.75918881,3.052895108,12.8,13.79708807,20.22822429,45.19345597,3715.927833,11.22701445,25.08314996,,
1269,,Genetic bank,ABC-12485-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3577,26,56,3,2,90,0.5004,469.9424111,212.6424111,0.363194444,40.5,0.706944444,76.5,13.1,40,0.393055556,76,14.7,,36,36,33.04997748,32.34934713,65.39932461,4.32954705,4.755354028,9.084901078,139.164551,45.24861048,3.251446591,13.1,13.89142951,19.3319455,42.72384344,1870.012366,10.72956421,23.71247227,,
1270,,Genetic bank,ABC-12485-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3577,26,56,3,3,92,0.5002,469.9424111,280.0424111,0.363194444,41,0.707638889,77.5,12.4,40,0.39375,87,14.4,,36.5,47,33.54997748,43.34934713,76.89932461,4.160197207,6.242305987,10.40250319,163.6356345,59.59079335,3.641675821,12.4,13.52743115,22.1356978,37.14617066,143.9629365,12.28569525,20.61676739,,
1271,,Genetic bank,ABC-12615-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3578,26,56,3,1,91,0.5002,448.964744,226.364744,0.363194444,41,0.707638889,75,13.1,40,0.39375,75,14.5,,34,35,31.04997748,31.34934713,62.39932461,4.06754705,4.545655334,8.613202384,138.9849102,50.41926945,3.627679393,13.1,13.80335835,19.1845852,38.05010546,494.2539076,10.6477767,21.11846684,,
1272,,Genetic bank,ABC-12615-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3578,26,56,3,2,93,0.5,448.964744,183.164744,0.363888889,40.5,0.708333333,78.5,12.6,40,0.394444444,89.5,14.2,MUESTRA EN LA MANGUERA DESPUES DEL CLICK 8H y 24H,38,49.5,35.04997748,45.84934713,80.89932461,4.416297162,6.510607293,10.92690446,180.1908183,40.79713306,2.264107209,12.6,13.50679317,24.33800115,59.65615551,-423.9617744,13.50801171,33.11019842,,
1273,,Genetic bank,ABC-12615-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3578,26,56,3,3,94,0.5001,448.964744,250.364744,0.363888889,41,0.708333333,78,12.5,40.5,0.394444444,91,14.2,,37,50.5,34.04997748,46.84934713,80.89932461,4.256247185,6.652607293,10.90885448,180.1908183,55.76490078,3.094769273,12.5,13.48448152,24.29779759,43.57184762,263.329229,13.48569804,24.18312927,,
1274,,Genetic bank,ABC-12686-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,56,3,1,95,0.5001,454.8682127,193.9682127,0.364583333,41,0.709027778,81,11.9,40,0.395138889,88.5,15,,40,48.5,37.04997748,44.84934713,81.89932461,4.40894732,6.72740207,11.13634939,180.0506659,42.64272756,2.368373777,11.9,13.59760834,24.48258436,57.41327011,-290.9697887,13.58825789,31.86535822,,
1275,,Genetic bank,ABC-12686-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,56,3,2,96,0.5004,454.8682127,229.2682127,0.364583333,40.5,0.709722222,82.5,11.6,39.5,0.395138889,90.5,14.9,,42,51,39.04997748,47.34934713,86.39932461,4.529797388,7.055052723,11.58485011,189.9436412,50.40321709,2.65358802,11.6,13.40849615,25.46858581,50.529683,-3896.404619,14.13550576,28.04484828,,
1276,,Genetic bank,ABC-12686-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,56,3,3,97,0.5002,454.8682127,206.8682127,0.364583333,40.5,0.709722222,80.5,11.7,40,0.395833333,89,14.8,,40,49,37.04997748,45.34934713,82.39932461,4.334847365,6.711703375,11.04655074,181.1498854,45.47871382,2.51055714,11.7,13.40611806,24.28516751,53.39897607,-435.362668,13.47868813,29.63735558,,
1277,,Genetic bank,ABC-12710-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,56,3,1,98,0.5003,458.900175,225.200175,0.365277778,41,0.710416667,81,13,40,0.396527778,81,14.7,,40,41,37.04997748,37.34934713,74.39932461,4.816497072,5.490354028,10.3068511,162.1252914,49.07389172,3.02691155,13,13.85342025,22.45989795,45.76750929,301.5092974,12.46563194,25.40175948,,
1278,,Genetic bank,ABC-12710-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,56,3,2,99,0.5,458.900175,196.500175,0.365277778,41,0.710416667,81,12.8,40,0.396527778,84.5,14.7,,40,44.5,37.04997748,40.84934713,77.89932461,4.742397117,6.004854028,10.74725115,169.7522225,42.81980825,2.522488815,12.8,13.79633418,23.41958389,54.69334135,1959.678858,12.99827424,30.3557507,,
1279,,Genetic bank,ABC-12710-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,56,3,3,100,0.5,458.900175,205.500175,0.365972222,40,0.711111111,81.5,12.4,39,0.397222222,82.5,14.7,,41.5,43.5,38.54997748,39.84934713,78.39932461,4.780197207,5.857854028,10.63805124,170.8417841,44.7810191,2.621198282,12.4,13.5690598,23.18162384,51.7666286,734.4595214,12.8662023,28.73137449,,
