32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks_1,32_remarks_2
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,
99,45635,Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,58,1,2,279,0.5897,0.7559,,0.1662,301.7538573,64.48367774,220.8976183,54.69761834,24.76152471,,
100,45635,Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,58,1,3,280,0.576,0.7909,,0.2149,252.96036,54.06749142,220.853483,5.953482956,2.695670848,,
101,45635,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,58,1,1,281,0.5854,0.8335,,0.2481,220.0242,47.00124454,356.2425162,108.1425162,30.35643172,,
102,45635,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,58,1,2,282,0.5523,0.8436,,0.2913,176.73065,37.76048641,356.1713247,64.87132465,18.21351697,,
103,45635,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,58,1,3,283,0.5783,0.8826,,0.3043,163.8242,34.99588357,356.2425162,51.9425162,14.58066172,,
104,45635,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,27,58,1,1,284,,,,,,,,,,,
105,45635,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,27,58,1,2,285,,,,,,,,,,,
106,45635,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,27,59,2,1,286,,,,,,,,,,,
107,45635,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,27,59,2,2,287,,,,,,,,,,,
108,45635,Genbank,CIAT-13262,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251728,27,59,2,1,288,0.5885,0.8909,,0.3024,172.3563421,36.30416843,286.7735242,-15.62647583,-5.449065033,,
109,45637,Genbank,CIAT-13262,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251728,27,59,2,2,289,0.5679,,,,,,,,,*,Eliminado Dig negativo
110,45637,Genbank,CIAT-13262,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251728,27,59,2,3,290,0.5748,0.8703,,0.2955,179.3512744,37.76998906,286.8308674,-8.669132594,-3.02238482,,
111,45637,Genbank,CIAT-13528,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251729,27,59,2,1,291,0.5828,0.9157,,0.3329,142.6138416,29.99152267,270.4701232,-62.42987685,-23.08198633,,
112,45637,Genbank,CIAT-13528,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251729,27,59,2,2,292,0.5672,0.8837,,0.3165,159.1088873,33.4537246,270.5241847,-45.97581526,-16.99508504,,
113,45637,Genbank,CIAT-13528,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251729,27,59,2,3,293,0.577,0.9012,,0.3242,151.3138416,31.82112241,270.4701232,-53.72987685,-19.86536488,,
114,45637,Genbank,CIAT-13529,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251730,27,59,2,1,294,0.5994,0.9056,,0.3062,166.0567008,35.16238108,283.0894851,-23.11051489,-8.163678307,,
115,45637,Genbank,CIAT-13529,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251730,27,59,2,2,295,0.5695,0.8514,,0.2819,190.1679868,40.28402521,282.9763624,1.076362443,0.380371856,,
116,45637,Genbank,CIAT-13529,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251730,27,59,2,3,296,0.5791,0.8823,,0.3032,168.9623438,35.7847986,283.0329238,-20.16707622,-7.125346392,,
117,45637,Genbank,CIAT-13710,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251731,27,59,2,1,297,0.6051,0.9891,,0.384,87.03974205,18.47821623,303.1470586,-80.85294139,-26.67119442,,
118,45637,Genbank,CIAT-13710,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251731,27,59,2,2,298,0.5737,0.9334,,0.3597,110.9632115,23.57592622,302.9047348,-56.79526518,-18.75020713,,
119,45637,Genbank,CIAT-13710,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251731,27,59,2,3,299,0.5673,0.9274,,0.3601,110.939742,23.55209808,303.1470586,-56.95294139,-18.78723206,,
120,45637,Genbank,CIAT-22004,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251732,27,59,2,1,300,0.5992,1.0287,,0.4295,42.26213685,8.958357092,300.0809406,-129.4190594,-43.12805043,,
121,45637,Genbank,CIAT-22004,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251732,27,59,2,2,301,0.5818,0.9218,,0.34,131.4792493,27.88653997,299.901,-40.09899999,-13.37074568,,
122,45637,Genbank,CIAT-22004,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251732,27,59,2,3,302,0.573,0.9202,,0.3472,124.6564327,26.41829677,300.1409208,-47.05907919,-15.67899474,,
123,45637,Genbank,CIAT-23104,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251733,27,59,2,1,303,0.5417,0.9072,,0.3655,97.94079313,21.13339926,311.5227231,-53.9772769,-17.32691483,,
124,45637,Genbank,CIAT-23104,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251733,27,59,2,2,304,0.5537,0.952,,0.3983,65.23342571,14.07307911,311.5849903,-86.71500971,-27.83029107,,
125,45637,Genbank,CIAT-23104,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251733,27,59,2,3,305,0.5626,1.0185,,0.4559,7.355527973,1.587790653,311.3981887,-144.5018113,-46.40419132,,
126,45637,Genbank,CIAT-23106,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251734,27,59,2,1,306,0.5704,0.925,,0.3546,118.758021,25.08841421,320.7521577,-33.84784227,-10.55264679,,
127,45637,Genbank,CIAT-23106,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251734,27,59,2,2,307,0.5709,0.9578,,0.3869,86.45802099,18.26482644,320.7521577,-66.14784227,-20.62272714,,
128,45637,Genbank,CIAT-23106,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251734,27,59,2,3,308,0.5779,0.9365,,0.3586,114.8526737,24.25853312,320.8162953,-37.78370467,-11.77736456,,
129,45637,Genbank,CIAT-23107,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251735,27,59,2,1,309,0.5893,0.9815,,0.3922,82.83002524,17.43679785,319.299877,-72.90012298,-22.83124054,,
130,45637,Genbank,CIAT-23107,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251735,27,59,2,2,310,0.576,1.0707,,,,,,,,*,Eliminado Dig negativo
131,45637,Genbank,CIAT-23107,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251735,27,59,2,3,311,0.5692,0.9552,,0.386,88.93503823,18.7257269,319.2360298,-66.76397019,-20.91367012,,
132,45637,Genbank,CIAT-23108,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251736,27,59,2,1,312,0.5723,0.9487,,0.3764,96.50545673,20.40692391,328.036075,-48.363925,-14.74347753,,
133,45637,Genbank,CIAT-23108,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251736,27,59,2,2,313,0.536,0.9125,,0.3765,96.5,20.40169133,328.101656,-48.39834402,-14.75102095,,
134,45637,Genbank,CIAT-23108,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251736,27,59,2,3,314,0.5731,0.9482,,0.3751,97.9,20.69767442,328.101656,-46.99834402,-14.32432393,,
135,45637,Genbank,CIAT-23412,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251737,27,59,2,1,315,0.5696,0.9435,,0.3739,97.32078626,20.65290605,292.7985323,-81.10146766,-27.69872752,,
136,45637,Genbank,CIAT-23412,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251737,27,59,2,2,316,0.5875,1.0038,,0.4163,54.63822333,11.60199377,292.6229586,-123.6770414,-42.26498223,,
137,45637,Genbank,CIAT-23412,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251737,27,59,2,3,317,0.5659,0.9984,,0.4325,38.81497391,8.235463768,292.8570569,-139.6429431,-47.68297016,,
138,45637,Genbank,CIAT-23413,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251738,27,59,2,1,318,0.5579,0.906,,0.3481,119.8139371,25.60597743,280.622754,-67.47724595,-24.04553622,,
139,45637,Genbank,CIAT-23413,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251738,27,59,2,2,319,0.559,0.8998,,0.3408,127.2074638,27.18064852,280.6788449,-60.12115506,-21.41990967,,
140,45637,Genbank,CIAT-23413,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251738,27,59,2,3,320,0.5538,0.9246,,0.3708,96.92688379,20.72296615,280.5105723,-90.28942775,-32.18753112,,
141,45637,Genbank,CIAT-23419,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251739,27,59,2,1,321,0.5721,0.9325,,0.3604,109.5750722,23.31508173,282.0943226,-78.30567738,-27.75868605,,
142,45637,Genbank,CIAT-23419,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251739,27,59,2,2,322,0.554,0.9246,,0.3706,99.37507217,21.14475385,282.0943226,-88.50567738,-31.37449792,,
143,45637,Genbank,CIAT-23419,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251739,27,59,2,3,323,0.575,0.954,,0.379,90.97507217,19.35742501,282.0943226,-96.90567738,-34.35222534,,
144,45637,Genbank,CIAT-23422,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251740,27,59,2,1,324,0.56,0.8789,,0.3189,140.6628183,30.60796319,274.3431875,-44.55681254,-16.24126808,,
145,45637,Genbank,CIAT-23422,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251740,27,59,2,2,325,0.5829,0.9111,,0.3282,131.0872459,28.54145136,274.1786803,-54.02131974,-19.70296148,,
146,45637,Genbank,CIAT-23422,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251740,27,59,2,3,326,0.5625,0.9389,,0.3764,82.88724591,18.0469296,274.1786803,-102.2213197,-37.28273827,,
147,45637,Genbank,CIAT-23734,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251741,27,59,2,1,327,0.5559,0.8893,,0.3334,140.5340929,29.65266585,282.9465537,-50.45344633,-17.83144049,,
148,45637,Genbank,CIAT-23734,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251741,27,59,2,2,328,0.5876,0.8496,,0.262,211.5552487,44.67382619,282.7203774,20.72037737,7.328929582,,
149,45637,Genbank,CIAT-23734,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251741,27,59,2,3,329,0.5798,0.9043,,0.3245,149.5288039,31.54424429,283.0030977,-41.49690225,-14.66305584,,
150,45637,Genbank,CIAT-23932,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251742,27,59,2,1,330,0.5865,0.9481,,0.3616,114.0097561,23.97128205,282.6660809,-78.93391905,-27.92479338,,
151,45637,Genbank,CIAT-23932,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251742,27,59,2,2,331,0.5632,0.9074,,0.3442,131.504878,27.64421475,282.7226142,-61.47738584,-21.74477129,,
152,45637,Genbank,CIAT-23932,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251742,27,59,2,3,332,0.605,0.9266,,0.3216,154.295122,32.42208521,282.8356806,-38.7643194,-13.7055973,,
153,45637,Genbank,CIAT-23933,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251743,27,59,2,1,1,0.6151,0.947,,0.3319,137.0811234,29.22956098,301.8796255,-30.02037449,-9.944485137,*,
154,"13/11/24, Wed",Genbank,CIAT-23933,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251743,27,59,2,2,2,0.5824,0.955,,0.3726,96.47484468,20.56704719,301.9399532,-70.66004683,-23.40201954,,
155,"13/11/24, Wed",Genbank,CIAT-23933,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251743,27,59,2,3,3,0.5765,,,,,,,,,,
156,"13/11/24, Wed",0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,27,59,2,1,4,,,,,,,,,,,
157,"13/11/24, Wed",0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,27,59,2,2,5,,,,,,,,,,,
158,"13/11/24, Wed",Genbank,CIAT-23934,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251744,27,59,2,1,6,0.5581,0.9072,,0.3491,122.1354868,25.91814288,275.657275,-73.44272498,-26.64276681,,
159,"13/11/24, Wed",Genbank,CIAT-23934,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251744,27,59,2,2,7,0.5828,0.9411,,0.3583,113.0296585,23.98101975,275.7123624,-82.5876376,-29.9542744,,
160,"13/11/24, Wed",Genbank,CIAT-23934,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251744,27,59,2,3,8,0.5741,0.8325,,0.2584,212.4587997,45.12155233,275.4369255,17.03692548,6.185418112,,
161,"13/11/24, Wed",Genbank,CIAT-23936,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251745,27,59,2,1,9,0.5833,0.9607,,0.3774,92.98688287,19.76817089,290.0196843,-87.38031574,-30.12909829,,
162,"13/11/24, Wed",Genbank,CIAT-23936,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251745,27,59,2,2,10,0.5522,0.8902,,0.338,132.2928243,28.12988365,289.9616919,-48.03830808,-16.56712229,,
163,"13/11/24, Wed",Genbank,CIAT-23936,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251745,27,59,2,3,11,0.5547,0.9405,,0.3858,84.49282431,17.96600329,289.9616919,-95.83830808,-33.05205851,,
164,"13/11/24, Wed",Genbank,CIAT-33119,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251746,27,59,2,1,12,0.6006,0.9378,,0.3372,139.3308344,29.23857688,283.4327365,-53.76726348,-18.97002588,,
165,"13/11/24, Wed",Genbank,CIAT-33119,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251746,27,59,2,2,13,0.5678,0.9351,,0.3673,109.3261215,22.93750102,283.4894117,-83.81058827,-29.5639219,,
166,"13/11/24, Wed",Genbank,CIAT-33119,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251746,27,59,2,3,14,0.5806,0.9165,,0.3359,140.7261215,29.52547398,283.4894117,-52.41058827,-18.48767047,,
167,"13/11/24, Wed",Genbank,CIAT-33383,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Tree,F251747,27,59,2,1,15,0.5688,0.9104,,0.3416,131.7578103,27.83471772,282.8691181,-58.73088194,-20.7625641,,
168,"13/11/24, Wed",Genbank,CIAT-33383,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Tree,F251747,27,59,2,2,16,0.5678,0.8781,,0.3103,163.4364966,34.49945228,283.0954134,-27.20458665,-9.609688242,,
169,"13/11/24, Wed",Genbank,CIAT-33383,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Tree,F251747,27,59,2,3,17,0.5588,0.8727,,0.3139,159.8364966,33.73953616,283.0954134,-30.80458665,-10.88134431,,
170,"13/11/24, Wed",Genbank,CIAT-33402,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251748,27,59,2,1,18,0.5637,0.8861,,0.3224,150.8540869,31.87591847,284.3850022,-38.01499783,-13.36744116,,
171,"13/11/24, Wed",Genbank,CIAT-33402,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251748,27,59,2,2,19,0.5565,0.8618,,0.3053,168.2379826,35.52787501,284.5555991,-20.74440095,-7.290104646,,
172,"13/11/24, Wed",Genbank,CIAT-33402,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251748,27,59,2,3,20,0.5599,0.8866,,0.3267,146.5540869,30.96731564,284.3850022,-42.31499783,-14.87947589,,
173,"13/11/24, Wed",Genbank,CIAT-33508,Dendrolobium,umbellatum,Dendrolobium umbellatum,Fabaceae,Fabales,Tree,F251749,27,59,2,1,21,0.5802,0.8728,,0.2926,176.5062209,37.62606699,273.7771464,-18.82285359,-6.875246469,,
174,"13/11/24, Wed",Genbank,CIAT-33508,Dendrolobium,umbellatum,Dendrolobium umbellatum,Fabaceae,Fabales,Tree,F251749,27,59,2,2,22,0.5853,0.9033,,0.318,151.1062209,32.21151504,273.7771464,-44.22285359,-16.15286527,,
175,"13/11/24, Wed",Genbank,CIAT-33508,Dendrolobium,umbellatum,Dendrolobium umbellatum,Fabaceae,Fabales,Tree,F251749,27,59,2,3,23,0.5851,0.9477,,0.3626,106.5062209,22.70407344,273.7771464,-88.82285359,-32.44348725,,
176,"13/11/24, Wed",Genbank,CIAT-33515,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251750,27,59,2,1,24,0.5976,0.9767,,0.3791,88.23518148,18.88049199,295.9053725,-83.19462746,-28.11528116,,
177,"13/11/24, Wed",Genbank,CIAT-33515,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251750,27,59,2,2,25,0.569,0.9313,,0.3623,104.7549485,22.42882745,295.7279358,-66.57206422,-22.51125314,,
178,"13/11/24, Wed",Genbank,CIAT-33515,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251750,27,59,2,3,26,0.5622,0.9222,,0.36,107.3351815,22.96749437,295.9053725,-64.09462746,-21.66051495,,
179,"13/11/24, Wed",Genbank,CIAT-7353,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251751,27,59,2,1,27,0.5551,0.8172,,0.2621,211.3169671,44.6365428,219.3079126,-42.79208743,-19.51233174,,
180,"13/11/24, Wed",Genbank,CIAT-7353,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251751,27,59,2,2,28,0.5763,0.815,,0.2387,234.4330873,49.54907902,219.1764067,-19.52359327,-8.907707524,,
181,"13/11/24, Wed",Genbank,CIAT-7353,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251751,27,59,2,3,29,0.572,0.8221,,0.2501,223.0330873,47.13960898,219.1764067,-30.92359327,-14.10899728,,
182,"13/11/24, Wed",Genbank,CIAT-7976,Cassia,sp.,Cassia sp.,Fabaceae,Fabales,Tree,F251752,27,59,2,1,30,0.5724,0.8275,,0.2551,212.4552451,45.43960255,234.319007,-20.78099305,-8.868675792,,
183,"13/11/24, Wed",Genbank,CIAT-7976,Cassia,sp.,Cassia sp.,Fabaceae,Fabales,Tree,F251752,27,59,2,2,31,0.5743,0.8509,,0.2766,190.7684098,40.81756614,234.225373,-42.37462701,-18.09139056,,
184,"13/11/24, Wed",Genbank,CIAT-7976,Cassia,sp.,Cassia sp.,Fabaceae,Fabales,Tree,F251752,27,59,2,3,32,0.588,0.8865,,0.2985,168.6815745,36.10621303,234.131739,-64.36826098,-27.49232601,,
185,"13/11/24, Wed",Genbank,CIAT-8018,Acacia,aroma,Acacia aroma,Fabaceae,Fabales,Tree,F251753,27,59,2,1,33,0.593,0.9773,,0.3843,84.86567562,18.08863692,329.9844879,-54.31551215,-16.46001983,,
186,"13/11/24, Wed",Genbank,CIAT-8018,Acacia,aroma,Acacia aroma,Fabaceae,Fabales,Tree,F251753,27,59,2,2,34,0.5661,0.9503,,0.3842,84.77808438,18.07719533,329.8525468,-54.34745317,-16.47628726,,
187,"13/11/24, Wed",Genbank,CIAT-8018,Acacia,aroma,Acacia aroma,Fabaceae,Fabales,Tree,F251753,27,59,2,3,35,0.5647,0.9231,,0.3584,110.5780844,23.5785185,329.8525468,-28.54745317,-8.654610504,,
188,"13/11/24, Wed",Genbank,CIAT-9990,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251754,27,59,2,1,36,0.5693,0.8013,,0.232,233.0570258,50.11364475,226.7805718,-5.219428194,-2.301532337,,
189,"13/11/24, Wed",Genbank,CIAT-9990,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251754,27,59,2,2,37,0.5789,0.7687,,0.1898,275.2570258,59.18780075,226.7805718,36.98057181,16.30676363,,
190,"13/11/24, Wed",Genbank,CIAT-9990,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251754,27,59,2,3,38,0.5973,0.8448,,0.2475,217.5570258,46.78072015,226.7805718,-20.71942819,-9.136332989,,
191,"13/11/24, Wed",Genbank,CIAT-13258,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251755,27,59,2,1,39,0.595,0.9971,,0.4021,71.26553419,15.05507458,292.5524066,-109.5475934,-37.44545967,,
192,"13/11/24, Wed",Genbank,CIAT-13258,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251755,27,59,2,2,40,0.5718,0.9356,,0.3638,109.5655342,23.14607344,292.5524066,-71.24759341,-24.35378818,,
193,"13/11/24, Wed",Genbank,CIAT-13258,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251755,27,59,2,3,41,0.5742,0.9543,,0.3801,93.17093676,19.68659588,292.4939429,-87.60605712,-29.951409,,
194,"13/11/24, Wed",Genbank,CIAT-13260,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251756,27,59,2,1,42,0.5839,0.9131,,0.3292,141.2764721,30.02838196,306.7204561,-22.47954394,-7.329000558,,
195,"13/11/24, Wed",Genbank,CIAT-13260,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251756,27,59,2,2,43,0.576,0.9351,,0.3591,111.2823956,23.65785723,306.6591242,-52.44087576,-17.10070616,,
196,"13/11/24, Wed",Genbank,CIAT-13260,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251756,27,59,2,3,44,0.5713,0.9362,,0.3649,105.764625,22.47133509,306.8431197,-58.05688029,-18.92070461,,
197,"13/11/24, Wed",Genbank,CIAT-17263,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251757,27,59,2,1,45,0.5783,0.9579,,0.3796,92.75837997,19.63728895,272.8447792,-106.7552208,-39.12672292,*,
198,"13/11/24, Wed",Genbank,CIAT-17263,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251757,27,59,2,2,46,0.5717,0.7966,,0.2249,247.8362667,52.42590513,273.063055,48.16305504,17.63807082,,
199,"13/11/24, Wed",Genbank,CIAT-17263,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251757,27,59,2,3,47,0.5956,0.8329,,0.2373,235.2473233,49.78280729,272.9539171,35.65391713,13.06224784,,
200,"13/11/24, Wed",Isabel Molina, Cayman Br02_1752,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,F252640,27,59,2,1,48,0.5906,0.8086,,0.218,267.0052506,55.052033,301.3514688,83.35146882,27.65922102,,
201,"13/11/24, Wed",Isabel Molina, Cayman Br02_1752,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,F252640,27,59,2,2,49,0.5763,0.8948,,0.3185,166.5052506,34.33060785,301.3514688,-17.14853118,-5.690541762,,
202,"13/11/24, Wed",Isabel Molina, Cayman Br02_1752,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,F252640,27,59,2,3,50,0.6033,0.8112,,0.2079,277.1052506,57.13448468,301.3514688,93.45146882,31.01078922,,
203,"13/11/24, Wed",Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,59,2,1,51,0.585,0.8033,,0.2183,249.56036,53.34077886,220.853483,2.553482956,1.156188674,,
204,"13/11/24, Wed",Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,59,2,2,52,0.5659,0.8099,,0.244,223.5798682,47.81640173,220.7210768,-23.27892321,-10.54676044,,
205,"18/11/24, Mon",Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,59,2,3,53,0.5522,0.7764,,0.2242,243.3798682,52.05097241,220.7210768,-3.478923209,-1.576162666,,
206,"18/11/24, Mon",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,59,2,1,54,0.5815,0.9589,,0.3774,90.44355,19.33200746,356.0289416,-21.37105845,-6.002618314,,
207,"18/11/24, Mon",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,59,2,2,55,0.5778,0.972,,0.3942,73.7371,15.75790849,356.1001331,-38.0998669,-10.69920041,,
208,"18/11/24, Mon",Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,59,2,3,56,0.5755,0.9566,,0.3811,86.74355,18.54114479,356.0289416,-25.07105845,-7.04185967,,
209,"18/11/24, Mon",0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,27,59,2,1,57,,,,,,,,,,,
