requisitioner,gen_bank_id,tax_name,functional_group,%_DMD_truly_digestibility,CH4_ml_in_gas_8h,CH4_ml_in_gas_24h,CH4_ml/g_DMD_24h
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,33.39195665,10.3,12.96193038,35.975854
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,31.6920264,10.4,12.83145612,39.23870098
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,19.49623801,10.5,12.98428152,61.71114719
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,62.15448425,12.3,14.8104889,37.13207385
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,53.30086989,12.5,14.88101545,44.74259257
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,61.2866224,12.5,14.8576466,38.82815128
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,54.1699138,12.4,13.97476243,41.74405796
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,47.87344235,12.5,14.16802701,48.81109891
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,56.88566175,12.4,14.11756955,42.52220851
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,38.49963701,11.5,12.37500877,25.62934058
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,24.85013153,11.7,12.22404372,38.71453011
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,18.74135322,11.9,11.5372005,48.41054669
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,46.25129157,9.3,9.651743704,18.53283373
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,47.97537281,8.9,9.292957355,16.5778724
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,54.70659823,8.4,10.05763442,19.63810088
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,32.88586795,8.9,10.71141843,28.50657472
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,40.69474495,8.5,10.57372497,23.28871808
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,33.47913155,8.2,10.31845139,27.31576028
Genetic bank,CIAT-18123,Dioclea virgata,Climber,43.17870064,6.8,11.22273053,25.51223122
Genetic bank,CIAT-18123,Dioclea virgata,Climber,27.94122525,10.3,13.05275062,49.32728439
Genetic bank,CIAT-18123,Dioclea virgata,Climber,45.91390282,10.9,13.26279306,31.41085269
Genetic bank,CIAT-18126,Dioclea virgata,Climber,36.45859259,11.1,13.17791632,47.0773868
Genetic bank,CIAT-18126,Dioclea virgata,Climber,46.57145955,10.9,12.8463824,36.23177547
Genetic bank,CIAT-18126,Dioclea virgata,Climber,44.45039935,11.1,13.26135164,36.59398684
Genetic bank,CIAT-18127,Dioclea virgata,Climber,34.42564784,11,12.89964582,49.67452419
Genetic bank,CIAT-18127,Dioclea virgata,Climber,46.94631703,11,13.20214834,38.4740208
Genetic bank,CIAT-18127,Dioclea virgata,Climber,41.65261121,11.2,13.27662726,43.26152643
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,56.69695382,13.5,16.37046315,42.27091125
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,56.23744607,13.6,16.44029665,43.45335883
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,53.28197166,14,16.56425018,45.20073016
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,38.37908462,11.4,13.16950082,38.75470026
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,33.63519088,10.8,12.50173668,41.61541974
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,35.18076721,10.6,12.51413321,40.17400674
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,65.80299947,12.4,14.04778408,43.3321955
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,54.2615118,12.6,14.33357707,52.48890624
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,65.78248538,12.6,14.369402,43.89753669
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,66.28745847,12,13.87702622,40.09619882
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,61.0448054,12.3,14.11636688,44.5416952
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,60.81970302,12.3,13.9595643,43.74674159
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,72.49796228,12.7,13.73761382,34.32572195
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,70.54979468,12.8,13.63862808,36.08584534
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,66.2883913,12.9,13.82658856,38.70463423
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,18.73646836,10.7,12.39336688,59.21038518
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,39.59061985,10.4,12.21965688,26.6626917
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,31.49281167,10.2,11.90935824,34.67850188
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,43.74209375,10.3,12.35125869,32.40641778
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,27.33625947,10.2,12.26728554,52.42713075
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,44.17466412,9.7,11.888046,32.29676772
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,48.93812688,12.7,15.15065126,53.88571229
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,64.562781,13.1,15.69539407,43.57716866
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,55.15185827,13.1,15.58865261,49.47908682
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,49.44372695,13.6,16.13575754,46.31517674
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,,,,
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,49.25902628,14.1,16.20809677,46.66926587
Genetic bank,CIAT-22692,Lablab purpureus,Climber,65.3457409,13.2,15.3404758,49.55909729
Genetic bank,CIAT-22692,Lablab purpureus,Climber,58.4231978,13.1,15.17136967,55.0904983
Genetic bank,CIAT-22692,Lablab purpureus,Climber,61.02174793,13,15.25582391,53.03813664
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,32.46271467,10.2,12.83256774,43.76782717
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,28.84084133,10.8,13.13025178,45.55731062
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,33.28824613,10.5,12.81908129,42.65460519
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,49.59178945,13.3,15.10728843,40.92930385
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,60.27971631,14.1,15.42917378,33.33453859
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,54.62354065,13.9,15.60956208,37.80180236
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,54.31907624,8.5,13.44654526,40.77595456
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,47.01847198,8.6,13.47141261,46.29794357
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,55.74382045,8.7,13.26825323,38.74140952
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,49.18466433,10.6,12.55695822,36.40422932
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,46.49868185,10.9,12.53288172,37.85681305
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,41.51413763,10.9,12.42822848,43.59750529
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,61.95462259,13,15.12808469,39.0323313
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,59.0280551,13.4,15.37951424,41.64840792
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,57.79069223,13.3,15.36501016,41.64969646
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,36.94413838,10.8,12.34051788,34.84758495
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,36.3878055,10.5,11.84415976,33.02530391
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,,,,
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,53.65692994,11.3,15.15813576,48.04438364
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,56.77958301,12.1,15.81104393,45.91366755
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,54.25576852,12.3,15.81773181,52.35171433
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,60.80030399,13.9,15.23625774,42.49808318
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,55.92660685,14.2,15.32153213,45.62143675
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,59.7626308,14.8,15.55727768,42.75830131
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,44.88347586,13.6,14.64661821,74.89667255
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,48.79991495,12.8,14.28473171,68.49163473
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,48.42414894,13.7,14.81676469,70.17075531
Standard,Sample 8,Cynodon nlemfuensis ,grasses,29.38642717,12.6,14.50106218,66.28847084
Standard,Sample 8,Cynodon nlemfuensis ,grasses,21.06639895,12.7,14.61205482,87.9973679
Standard,Sample 8,Cynodon nlemfuensis ,grasses,18.73597388,12.7,14.70239022,105.3925259
Standard,Sample 8,Cynodon nlemfuensis ,grasses,42.01951164,12.1,14.11176155,46.86805843
Standard,Sample 8,Cynodon nlemfuensis ,grasses,43.5135329,13.4,14.84030948,46.03055712
Standard,Sample 8,Cynodon nlemfuensis ,grasses,39.35407465,13.9,15.27262352,51.20894344
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,40.71551379,12.4,13.66982557,54.48927936
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,34.9863395,12.6,14.32600465,65.58517364
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,39.91102702,13.3,14.8546564,63.09282256
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,53.21604628,13.3,13.96954156,51.35816017
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,51.76680392,12.8,13.57621258,51.80991727
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,53.2740913,12.8,13.54785907,50.23891381
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,36.82707137,13.7,14.13990922,76.36461528
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,52.3968389,13.2,13.92904598,52.8723989
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,37.75433269,13,13.90033493,72.90258224
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,52.50722955,13,13.84683068,48.7274988
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,42.16139819,13.1,13.88794343,59.87060634
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,50.76850948,13,13.82422394,48.67950576
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,34.44746715,13.4,14.04806114,75.47699645
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,49.89077457,13.6,14.12049249,50.31912348
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,36.4177374,14.1,14.45408768,72.64243164
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,51.47473033,12.7,14.26004249,49.20647407
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,34.42698307,12.6,14.25781991,72.33170049
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,42.30066615,12.8,14.32839421,58.81227603
Benchmark,Paja Sabana Madura,0,grasses,14.13848436,13.6,14.41578417,61.01968035
Benchmark,Paja Sabana Madura,0,grasses,,,,
Benchmark,Paja Sabana Madura,0,grasses,10.26496457,12.9,13.95759453,79.98425863
Benchmark,Humidicola 679,Urochloa humidicola,grasses,16.65883671,13.5,13.87152092,98.71173579
Benchmark,Humidicola 679,Urochloa humidicola,grasses,26.42296636,14.3,14.14862312,62.29196324
Benchmark,Humidicola 679,Urochloa humidicola,grasses,,,,
Benchmark,Sabana Quemada,0,grasses,11.02894985,12.5,13.76223569,61.73808589
Benchmark,Sabana Quemada,0,grasses,,,,
Benchmark,Sabana Quemada,0,grasses,9.248709153,12.7,14.03410926,78.37791697
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,66.94268609,12.4,13.87357025,45.78618191
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,40.63494503,12.2,13.71002014,73.41235567
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,61.72249224,12.2,13.71953406,47.63130421
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,47.27314872,13.1,14.0899989,60.86658468
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,60.7493255,12.6,14.11773647,46.96156729
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,44.63680616,12.1,13.0696441,6.277900369
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,49.57455379,12.6,14.04587511,47.97568277
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,49.64191628,12.9,14.19202828,47.21628442
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,31.72939083,12.4,13.86366914,74.05965832
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,49.12370955,12.7,13.83778842,47.43681278
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,44.76774462,12.7,13.80548239,50.95107754
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,50.151081,13.4,14.24970942,44.80744953
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,44.19602807,12.5,13.54087185,59.03951977
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,61.98037663,12.9,13.68092267,41.35694205
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,60.38995711,12.8,13.76910869,45.16985631
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,45.8583691,13.4,14.62135524,60.67354264
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,56.71259393,12.9,14.39122574,49.35838672
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,47.92823876,12.8,14.40472801,56.19199378
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,39.98484878,13.1,14.39293949,60.51506718
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,51.53008918,13.5,14.61937901,44.30956804
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,40.87219865,12.9,14.19258364,56.87410317
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,52.70744272,13.1,14.79640035,56.03799415
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,46.02290539,13,14.73325316,56.23583048
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,51.18553687,13,14.52065951,51.70796067
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,54.2088267,13.3,14.20620857,44.95326936
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,63.63832078,13.7,14.37676607,40.21120817
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,58.78111783,13.1,13.95502892,42.24843994
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,59.48341012,13.1,14.38269079,48.23507632
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,60.75331981,13,14.42774562,45.55703581
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,59.11890878,13.4,14.64045214,48.88293277
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,50.78173502,12.5,14.30783005,55.36930257
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,55.55478806,12.8,14.46386283,50.00307696
Genetic bank,ABC-11232-1,Stylosanthes hamata,Herbaceous,45.97182417,12.8,14.56711394,64.36683519
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,48.33186096,13.1,14.05544689,46.16078354
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,49.14595301,12.2,13.43740473,45.48484711
Genetic bank,ABC-11313-1,Stylosanthes guianensis,Herbaceous,48.44031634,12.5,13.46358286,43.21366092
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,50.25275097,12.7,12.36005409,36.65237013
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,35.56463526,12.8,12.34898363,54.02016339
Genetic bank,ABC-11417-1,Stylosanthes guianensis,Herbaceous,47.826589,12.5,12.15168197,36.47406772
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,47.10960716,12.3,13.09260778,45.98587818
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,59.80829886,12.9,13.51403486,36.16816732
Genetic bank,ABC-11624-1,Stylosanthes humilis,Herbaceous,52.22618875,12.9,13.66575123,45.86330554
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,42.45381858,12.3,13.4244429,54.87514209
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,51.37188434,12.4,13.47875447,44.63752735
Genetic bank,ABC-11690-1,Stylosanthes humilis,Herbaceous,46.17012633,12.7,13.71910988,50.24486022
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,48.41527881,13.9,14.82321175,55.46526065
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,41.05233143,13.7,14.75023669,64.299135
Genetic bank,ABC-11762-1,Stylosanthes hamata,Herbaceous,53.11081113,13.1,14.54212706,51.71540386
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,55.45788971,12.8,14.21597552,52.15025109
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,65.03520353,13.7,14.81259855,42.13235045
Genetic bank,ABC-11778-1,Stylosanthes hamata,Herbaceous,44.80539541,12.8,14.25713361,60.60170773
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,52.00473405,13.9,14.84688987,42.48497626
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,38.91984967,13.3,14.47839024,67.82645081
Genetic bank,ABC-11784-1,Stylosanthes hamata,Herbaceous,34.38444571,13.9,14.82598569,73.9316927
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,59.7489866,13.1,14.29255732,43.33742525
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,31.36853721,12.6,13.98410119,78.82316706
Genetic bank,ABC-11820-1,Stylosanthes scabra,Herbaceous,57.98473763,12.7,14.01279587,42.72919281
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,24.94619955,12.6,13.46383063,89.96483712
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,37.90009164,13,13.66801007,59.71915619
Genetic bank,ABC-12042-1,Stylosanthes humilis,Herbaceous,,,,
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,,,,
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,,,,
Diet,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,,,,
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,36.8244222,13.5,14.00959554,47.99941939
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,19.87474673,13.2,13.89505149,93.72159138
Diet,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,34.08209714,13.5,13.84106185,50.85279861
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,52.78214379,15.6,15.92710118,66.91979874
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,35.29574095,14.1,15.11132521,97.79726699
Standard,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,,56.33562224,15.1,15.69655572,58.78991231
Standard,Sample 8,Cynodon nlemfuensis ,,26.32254843,14.7,15.3604053,71.77480601
Standard,Sample 8,Cynodon nlemfuensis ,,28.78909181,15.4,15.82305608,59.42137361
Standard,Sample 8,Cynodon nlemfuensis ,,20.426043,13.9,14.84930808,87.83144272
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,43.85094938,12.8,14.01271605,53.62595077
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,44.82045907,12.8,5.940788849,21.28636237
Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,grasses,41.0661875,13.5,14.36553009,55.81780324
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,58.55583765,12.8,13.23143189,43.77113128
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,52.45768127,13.4,13.52582765,48.0935895
Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,grasses,53.13147224,13.3,13.48979175,47.12335971
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,54.80187369,12.9,13.39342256,46.43902357
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,50.01790266,13.4,13.64533349,49.90839091
Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,grasses,55.84501234,13.1,13.52726654,45.28934919
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,56.88546546,13,13.56310877,42.22740897
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,57.31511869,13,13.62582589,42.08782296
Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,grasses,51.77912659,12.7,13.37786443,46.54832015
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,48.89620999,13.8,13.91762211,47.54397002
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,50.7227203,13.9,14.01796787,48.41272342
Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,grasses,48.79349735,13.7,13.87766842,50.11505528
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,45.38724398,12.9,14.033608,54.41949311
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,47.72467781,13,14.17215245,49.50584262
Benchmark,CIAT_6962_Mombaza _Opt,Megathyrsus maximus ,grasses,46.61641639,13.1,14.21972991,50.26804291
Benchmark,Paja Sabana Madura,0,grasses,16.41179285,12,13.30289822,50.62029984
Benchmark,Paja Sabana Madura,0,grasses,12.26963902,11.9,13.04772389,67.53440787
Benchmark,Paja Sabana Madura,0,grasses,13.80132938,13.3,13.65864843,63.90832331
Benchmark,Humidicola 679,Urochloa humidicola,grasses,25.80246826,13.3,13.60411468,64.3665841
Benchmark,Humidicola 679,Urochloa humidicola,grasses,21.28666092,13.3,13.52832179,72.1084864
Benchmark,Humidicola 679,Urochloa humidicola,grasses,27.57159162,13.7,13.7,61.22377023
Benchmark,Sabana Quemada,0,grasses,16.80659211,12.4,13.13709797,38.99035586
Benchmark,Sabana Quemada,0,grasses,7.707646853,11,12.94815947,76.61981816
Benchmark,Sabana Quemada,0,grasses,20.89170668,11.1,13.02587416,29.7749446
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,31.5600938,12.5,13.55259007,92.15084551
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,61.8338936,12.5,13.59664205,48.67541607
Genetic bank,ABC-2783-1,Stylosanthes humilis,Herbaceous,34.23776671,12.4,13.60786545,84.45581123
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,61.28230513,12.4,13.69428496,44.7217041
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,49.04370009,12.2,13.56162176,57.166456
Genetic bank,ABC-10440-1,Stylosanthes humilis,Herbaceous,67.37089168,12.3,13.69908918,40.89496189
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,40.28206733,12.4,13.7701538,59.17585432
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,33.10815983,12.3,13.70380256,70.75951528
Genetic bank,ABC-10613-1,Stylosanthes scabra,Herbaceous,24.71693945,12.2,13.65645346,95.5491118
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,48.93206605,12.7,13.43212273,45.76045572
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,43.62412482,12.9,13.60472016,51.01221174
Genetic bank,ABC-10627-1,Stylosanthes scabra,Herbaceous,53.58492995,12.4,13.33555543,41.46171272
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,42.54146287,12.3,13.21302781,60.63533468
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,60.7904693,12.5,13.34515199,42.16648987
Genetic bank,ABC-10634-1,Stylosanthes scabra,Herbaceous,47.39817893,12.5,13.34770854,54.99897009
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,56.08174502,12.9,14.07523491,48.92198324
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,56.94855105,13.1,14.24365634,47.13454692
Genetic bank,ABC-10639-1,Stylosanthes scabra,Herbaceous,43.68185955,12.8,14.13881341,62.02660931
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,53.67842961,13.2,14.12560868,43.73569577
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,51.76575869,13,13.97669584,43.42253651
Genetic bank,ABC-10725-1,Stylosanthes scabra,Herbaceous,45.23332844,12.7,13.71817995,48.7938202
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,42.83251083,13.1,14.36887669,58.70499464
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,54.02305867,13.3,14.60040583,48.74655221
Genetic bank,ABC-11199-1,Stylosanthes hamata,Herbaceous,34.48724554,13,14.46219362,79.27265857
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,42.71398007,13,14.06990667,60.85844682
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,63.91109864,13.2,14.0546175,40.15634759
Genetic bank,ABC-11215-1,Stylosanthes hamata,Herbaceous,53.93816823,13,14.00528839,49.37966129
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,38.42945625,13.2,14.28571429,75.5282401
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,58.09078834,13.2,14.44367895,46.44969374
Genetic bank,ABC-11220-1,Stylosanthes hamata,Herbaceous,35.23895294,12.8,14.16783294,83.4535737
