requisitioner,gen_bank_id,tax_name,functional_group,%_DMD_truly_digestibility,CH4_ml_in_gas_8h,CH4_ml_in_gas_24h,CH4_ml/g_DMD_24h
Genetic bank,CIAT-8434,Dioclea sericea,Climber,21.77154182,12.5,14.29587754,87.71289287
Genetic bank,CIAT-8434,Dioclea sericea,Climber,,,,110.5894519
Genetic bank,CIAT-8702,Calopogonium caeruleum,Climber,53.35643582,13.4,15.21019669,38.60102492
Genetic bank,CIAT-8702,Calopogonium caeruleum,Climber,27.8065729,13,14.91697459,77.79920502
Genetic bank,CIAT-8702,Calopogonium caeruleum,Climber,49.28257654,13.3,14.95951515,45.00891513
Genetic bank,CIAT-8816,Crotalaria micans,Herbaceous,57.42557785,13,14.50943579,54.59447046
Genetic bank,CIAT-8816,Crotalaria micans,Herbaceous,72.82395584,13,14.39022157,42.49405492
Genetic bank,CIAT-8816,Crotalaria micans,Herbaceous,58.48698766,12.6,14.25124205,52.13895145
Genetic bank,CIAT-8826,Zapoteca formosa,Shrub,75.47499502,10.5,11.55176967,31.66024817
Genetic bank,CIAT-8826,Zapoteca formosa,Shrub,56.68206469,10.2,11.34783415,42.93302317
Genetic bank,CIAT-8826,Zapoteca formosa,Shrub,74.81508045,10.2,11.35722076,30.61673003
Genetic bank,CIAT-9578,Dioclea sericea,Climber,,,,
Genetic bank,CIAT-9578,Dioclea sericea,Climber,,,,
Genetic bank,CIAT-9578,Dioclea sericea,Climber,,,,
Genetic bank,CIAT-9740,Chamaecrista desvauxii,Herbaceous,54.73541501,9.9,13.21338862,42.49262642
Genetic bank,CIAT-9740,Chamaecrista desvauxii,Herbaceous,35.65275127,9.5,13.25405347,65.83969134
Genetic bank,CIAT-9740,Chamaecrista desvauxii,Herbaceous,50.09520829,9,12.80140378,46.07965667
Genetic bank,CIAT-9934,Aeschynomene americana,Herbaceous,39.03463324,12.3,14.13465189,76.02816448
Genetic bank,CIAT-9934,Aeschynomene americana,Herbaceous,46.70859549,12.6,14.31162059,62.37322533
Genetic bank,CIAT-9934,Aeschynomene americana,Herbaceous,60.37496531,12.5,14.15948835,49.21185224
Breeding,CIAT-PM21_4448,Megathyrsus maximus,Grasses,37.62251394,13.1,14.70502358,69.94869598
Breeding,CIAT-PM21_4448,Megathyrsus maximus,Grasses,52.66520054,12.9,14.68047653,52.8350311
Breeding,CIAT-PM21_4448,Megathyrsus maximus,Grasses,48.73698926,13,14.58205078,54.77600363
Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Grasses,32.77710143,12.7,15.09014881,79.09859177
Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Grasses,19.18202407,12.9,15.30518179,136.3371139
Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Grasses,48.41405792,13.3,15.70894546,51.60703324
Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Grasses,23.09647057,11.8,13.47521123,108.690207
Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Grasses,53.86710708,12,13.41909476,46.93903669
Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Grasses,49.73186718,11.5,13.15595737,48.1454724
LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Grasses,,,,
LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Grasses,28.57795828,13.5,14.4070872,64.56693359
LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Grasses,,,,
Breeding,CIAT-BH22_0765,Urochloa humidicola,Grasses,42.98838909,13.5,13.98365072,55.36681153
Breeding,CIAT-BH22_0765,Urochloa humidicola,Grasses,49.75595442,13.4,13.89328964,47.52697202
Breeding,CIAT-BH22_0765,Urochloa humidicola,Grasses,53.24227595,13.8,14.04177199,46.24171434
Breeding,CIAT-BH22_2531,Urochloa humidicola,Grasses,,,,
Breeding,CIAT-BH22_2531,Urochloa humidicola,Grasses,47.75539449,12.3,13.36923273,53.68486864
Breeding,CIAT-BH22_2531,Urochloa humidicola,Grasses,,,,
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,61.05292676,13.4,14.83240053,58.46925752
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,,,,
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,60.1458538,13,14.55261981,57.7482719
Standard,Sample 8,Cynodon nlemfuensis ,,18.70346827,13.8,15.00368958,111.2539049
Standard,Sample 8,Cynodon nlemfuensis ,,43.07395561,13.9,14.90908763,47.59644865
Standard,Sample 8,Cynodon nlemfuensis ,,24.47974386,14.5,15.28436033,83.91109969
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Standard,Blank 24 H,Blank 24 H,Blank 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Genetic bank,CIAT-9578,Dioclea sericea,Climber,34.60479874,10.4,11.25877622,29.25605254
Genetic bank,CIAT-9578,Dioclea sericea,Climber,30.42713757,12.4,13.02355217,35.32413759
Genetic bank,CIAT-9578,Dioclea sericea,Climber,33.98717415,11.9,12.85309906,33.20401075
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,51.88054348,12.3,13.0685651,33.54258886
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,51.23895073,13.2,13.56451814,34.68531411
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,48.7340988,13.2,13.51477199,36.58697583
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,62.21952095,12.9,13.31290376,35.08885087
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,65.60176803,13.3,13.6182659,36.26065658
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,66.27249308,13,13.38885722,37.8250487
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,30.47871773,12.4,13.49045491,29.39886161
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,32.59734642,11.5,12.8884682,26.70434752
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,21.67359666,11.3,12.72231512,40.86495517
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,37.39687065,12.4,13.79008641,39.45705556
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,27.70076307,12.5,13.77430683,53.73133697
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,41.56585965,12.3,13.79044605,37.27862201
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,61.27114015,13.7,15.33966815,39.46490999
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,53.96489402,13.5,15.38839424,45.55478395
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,64.07540795,13.8,15.43952518,37.45744828
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,56.50852554,13.4,14.66572614,45.12979199
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,55.66811057,13.1,14.4424715,44.84118861
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,52.67938485,14,14.92303201,47.52143922
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,26.59728633,12.4,12.85545802,40.37704951
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,27.0082197,12.7,12.85301597,40.77582111
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,24.28717692,12.9,12.82053146,43.51848526
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,49.21381881,10.5,9.925158349,24.01115552
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,53.66687443,9.6,9.40163074,20.85320134
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,56.02927157,9.7,9.389018435,19.75409787
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,39.00633911,10.2,12.05199516,29.51622162
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,39.4405452,10.1,12.05158654,28.21730326
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,38.19919444,10.6,12.34698194,29.15469485
Genetic bank,CIAT-18123,Dioclea virgata,Climber,30.9134618,11.8,13.72785758,52.78726586
Genetic bank,CIAT-18123,Dioclea virgata,Climber,42.08782313,11.4,13.53084353,38.23103905
Genetic bank,CIAT-18123,Dioclea virgata,Climber,33.22412663,12.3,13.77197026,44.02805886
Genetic bank,CIAT-18126,Dioclea virgata,Climber,37.97875161,12.2,13.92270523,50.73372535
Genetic bank,CIAT-18126,Dioclea virgata,Climber,59.70510124,11.6,13.85233634,32.37813062
Genetic bank,CIAT-18126,Dioclea virgata,Climber,48.73608487,12,13.82836747,39.275424
Genetic bank,CIAT-18127,Dioclea virgata,Climber,36.31011976,12.4,13.73048526,50.38670857
Genetic bank,CIAT-18127,Dioclea virgata,Climber,47.14796769,12,13.60110415,36.59410111
Genetic bank,CIAT-18127,Dioclea virgata,Climber,40.37957727,12.4,13.87790469,46.4969474
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,57.0872044,14.4,16.46323836,42.74068685
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,51.99825094,15.1,16.93364051,47.5630311
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,55.17524816,11.4,15.2810704,40.75216351
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,30.70312284,12,13.3632105,48.50190513
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,38.0916625,11.7,12.95834816,37.95518353
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,40.89050763,11.4,12.75126401,34.44558715
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,57.4674806,13.6,14.44121484,49.82275209
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,69.00277378,13.9,14.780996,42.47858981
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,66.22371212,13.7,14.66810437,43.92314312
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,62.11471014,13,14.58348772,46.81515524
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,61.27746616,13.5,14.82258752,48.73913974
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,64.1720279,13.3,14.6189268,44.99252573
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,61.18316424,13.3,13.92521543,40.90339041
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,67.56857897,13.8,14.16908917,37.25420469
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,51.99296229,13.5,14.02905156,49.9510077
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,33.00013251,11.7,12.85913763,38.0506151
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,39.38927886,12.3,13.09253358,31.04494606
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,29.7995019,12,13.00049671,40.73890657
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,41.89223674,10.9,12.33858298,36.12891745
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,30.04634878,11.3,12.45893496,49.59436008
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,38.0778559,11,12.5139343,40.32906705
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,63.04628593,13.1,15.49627841,41.0903959
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,57.70615384,14.4,16.19020025,50.49898613
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,51.94841958,14.3,16.18977714,56.74896106
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,39.10516516,14.8,16.45568003,60.90550505
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,30.12365907,15,16.55846622,80.67687444
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,49.20828531,13.7,15.74016154,46.64971556
Genetic bank,CIAT-22692,Lablab purpureus,Climber,49.53473519,14.5,15.76304636,68.76058044
Genetic bank,CIAT-22692,Lablab purpureus,Climber,63.80068076,14.5,15.87878473,51.93240987
Genetic bank,CIAT-22692,Lablab purpureus,Climber,61.4394308,14,15.57624747,53.96749324
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,45.22389539,12.3,13.66989975,34.31522069
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,21.58141719,12.4,13.63259998,73.04313173
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,38.6412045,12.1,13.60169484,40.31957444
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,47.07137892,15.3,15.98500834,49.04619104
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,61.99140504,15.2,16.06267442,38.23144341
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,34.65323746,15,16.01155626,68.21572445
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,52.00541813,10.5,14.10798552,44.58686669
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,38.03677545,9.4,13.61838412,60.70103468
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,54.30994553,9.2,13.54339439,42.53890521
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,33.60501745,12.6,13.76588991,56.49636325
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,46.71750617,13,13.72540097,42.35412531
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,35.63492425,12.1,13.06566366,52.89969767
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,56.1102638,14.6,16.03856845,46.45622746
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,57.80755909,14.6,15.98197726,45.1949166
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,54.6291315,15.1,16.38000165,48.43759395
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,23.71914539,12.2,12.96913138,58.48872935
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,38.43267603,11.8,12.60066302,34.40114906
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,37.18015548,11.8,12.51435809,36.01897285
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,43.39412452,12.8,15.45977099,61.21708393
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,49.26298875,13.4,15.79622629,57.08413481
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,50.69498939,13.4,15.98001452,57.46783814
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,49.37928288,14.8,15.61437433,53.53232304
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,68.39365814,15.2,15.66955702,39.47157439
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,60.15212442,15.4,15.74638816,45.12673792
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,53.63213049,13.9,15.18920839,68.46386372
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,54.50699595,14.2,15.26907894,62.81768144
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,47.54998197,14.8,15.70988528,72.58411635
Standard,Sample 8,Cynodon nlemfuensis ,,35.15941223,14.4,15.26890546,55.82073159
Standard,Sample 8,Cynodon nlemfuensis ,,34.93311265,13.5,14.616242,59.59352777
Standard,Sample 8,Cynodon nlemfuensis ,,39.0352218,14.3,15.27457072,49.84973767
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Genetic bank,CIAT-9578,Dioclea sericea,Climber,31.89846699,12.5,12.87687432,35.84702232
Genetic bank,CIAT-9578,Dioclea sericea,Climber,30.79219542,12.7,13.56611947,38.12862007
Genetic bank,CIAT-9578,Dioclea sericea,Climber,31.70192577,12.6,13.44556667,37.55998733
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,49.58853048,12.8,13.73357018,35.87462228
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,48.52049088,13.3,14.02466126,37.44142066
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,47.61373571,12.5,13.48213412,37.9260649
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,62.21952095,13,13.96810825,37.47214086
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,59.02758315,13.1,13.66135116,42.32371999
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,58.6278119,12.7,13.41129425,42.77793653
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,24.04712403,12.1,13.00726833,35.76269609
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,14.96757886,12.4,13.32348751,55.02320218
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,35.26314714,12.9,13.85822145,43.20963893
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,33.14108842,13.2,13.92110182,42.65046522
Genetic bank,CIAT-13547,Codariocalyx gyroides,Shrub,37.57022768,12.3,13.59877248,39.42323208
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,59.57410817,14.1,15.35617131,40.26337303
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,59.57410817,14.5,15.71803033,40.9284861
Genetic bank,CIAT-13953,Desmodium velutinum,Shrub,59.1358792,14,15.37844323,41.74730774
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,55.86939701,13.5,14.511727,45.65474538
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,55.22106257,13.8,14.57967528,44.76042917
Genetic bank,CIAT-15086,Centrosema acutifolium,Climber,51.20718794,13.5,14.46934418,49.40854444
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,21.91653357,12.1,12.58420149,48.42767129
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,,,,
Genetic bank,CIAT-17403,Flemingia macrophylla,Shrub,18.05406805,12.6,12.82884718,59.19885893
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,48.17649862,9.9,10.18561138,23.76533139
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,47.5628874,9.9,9.997085572,23.61693992
Genetic bank,CIAT-17519,Mimosa somnians,Herbaceous,42.04228825,9.9,10.04712096,27.62079425
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,38.81974581,10.2,11.76154966,27.89470667
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,32.85902766,10.6,12.18627893,31.82316792
Genetic bank,CIAT-17896,Chamaecrista desvauxii,Herbaceous,41.3630582,10.1,11.8353803,26.03684091
Genetic bank,CIAT-18123,Dioclea virgata,Climber,44.82444825,12.6,13.88990518,37.75926236
Genetic bank,CIAT-18123,Dioclea virgata,Climber,41.44203895,13.1,14.21563691,40.71112073
Genetic bank,CIAT-18123,Dioclea virgata,Climber,34.88862093,12.5,13.91082686,47.74278477
Genetic bank,CIAT-18126,Dioclea virgata,Climber,45.50516585,12.6,14.06853107,41.71410394
Genetic bank,CIAT-18126,Dioclea virgata,Climber,33.65846277,13.1,14.29388394,56.38477561
Genetic bank,CIAT-18126,Dioclea virgata,Climber,40.13226718,12.2,13.91434548,46.77105385
Genetic bank,CIAT-18127,Dioclea virgata,Climber,39.09437195,13,14.16938504,48.18061543
Genetic bank,CIAT-18127,Dioclea virgata,Climber,46.9250998,12.7,13.8343397,38.58099966
Genetic bank,CIAT-18127,Dioclea virgata,Climber,45.22670299,12.2,13.52987922,40.10153377
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,49.46968551,15.3,17.20579327,52.16373126
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,57.9285518,15.6,17.43838767,44.54532783
Genetic bank,CIAT-18668,Cratylia argentea,Shrub,39.29082741,15.3,17.21979988,66.64814151
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,43.48510304,15.2,15.14814666,39.1076595
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,27.24798539,12.5,13.6934522,55.36885
Genetic bank,CIAT-19228,Eriosema psoraleoides,Herbaceous,37.52619998,12.6,13.55957121,40.17192773
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,70.70711051,13.9,14.56653255,41.90861938
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,62.39081525,14.1,14.81825038,48.54030778
Genetic bank,CIAT-19537,Crotalaria verrucosa,Herbaceous,51.06532211,13.6,14.37016004,57.21177143
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Standard,BLANK 8H,BLANK 8H,BLANK 8H,,,,
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,62.9223216,13.3,14.4314553,46.67110793
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,49.75532261,13.4,14.59708397,58.74222413
Genetic bank,CIAT-20208,Aeschynomene sensitiva,Herbaceous,60.83536887,13.6,14.74811563,47.54444497
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,68.21502853,13.9,14.22246743,38.31257534
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,54.97106288,14.1,14.26030325,47.96542691
Genetic bank,CIAT-20345,Pachyrhizus erosus,Climber,66.49505626,14.2,14.25316413,39.40416006
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,19.57355958,11.8,12.64556142,62.90466192
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,33.20015593,12,12.74315089,36.15862654
Genetic bank,CIAT-20927,Mimosa albida,Herbaceous,30.24019624,12.3,12.92619275,39.34012335
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,30.45384987,11.3,12.5299527,50.41390706
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,38.46219443,11.2,12.56773532,39.00448503
Genetic bank,CIAT-21849,Chamaecrista desvauxii,Herbaceous,39.98542745,11.2,12.50307707,37.95421541
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,60.71233973,14.4,15.90785753,48.19300102
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,63.04628593,14.8,16.33378136,47.94724614
Genetic bank,CIAT-22072,Bauhinia sp.,Shrub,55.16978319,15.4,16.59932464,55.64999541
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,46.19521749,15,16.82913053,54.2103776
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,39.76273849,15.9,17.15447453,66.4922698
Genetic bank,CIAT-22409,Cratylia argentea,Shrub,44.30280307,15.4,16.93724607,56.0215253
Genetic bank,CIAT-22692,Lablab purpureus,Climber,57.09820737,14.7,15.84889458,60.22815139
Genetic bank,CIAT-22692,Lablab purpureus,Climber,58.19829996,15.2,16.15485507,58.70329796
Genetic bank,CIAT-22692,Lablab purpureus,Climber,61.01395852,14.6,15.78963328,56.12964009
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23715,Desmodium sequax,Shrub,,,,
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,,,,
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,22.00760514,12.9,14.11211291,74.66389426
Genetic bank,CIAT-23746,Codariocalyx gyroides,Shrub,,,,
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,45.15914784,15.1,15.84640257,51.71562898
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,42.04214249,15.2,15.99598275,55.64108106
Genetic bank,CIAT-23985,Desmodium velutinum,Shrub,62.81651248,15,15.95235506,37.95325364
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,31.52817503,10.7,13.93074254,78.99438538
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,53.45681788,10.5,13.82573158,45.6896706
Genetic bank,CIAT-32265,Chamaecrista diphylla,Herbaceous,49.51144666,10.2,13.59799386,47.3525518
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,29.38588777,12.4,13.66415055,70.35883243
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,41.28253937,11.8,13.21913143,47.76585009
Genetic bank,CIAT-33070,Desmodium oblongum,Shrub,47.91428093,12.2,13.4999413,41.46709524
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,50.65656697,14.5,15.70176387,51.28999597
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,39.78428512,14.4,15.851116,64.67819188
Genetic bank,CIAT-33079,Desmodium oblongum,Shrub,59.6551767,15.2,16.29123189,44.60837067
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,,,,
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,34.47898935,12,12.65945888,40.71988802
Genetic bank,CIAT-33131,Codariocalyx gyroides,Shrub,35.26997103,11.7,12.55528811,38.00957153
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,32.78167315,13.5,15.85594737,96.56903952
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,57.62322873,13.6,16.38954833,50.25543339
Genetic bank,CIAT-33195,Dalea carthagenensis,Herbaceous,57.39745217,13.3,16.08409554,51.28823319
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,48.3350176,15.8,16.02730138,58.13598031
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,62.91522555,15.5,15.71960123,43.50762169
Genetic bank,CIAT-43055,Desmodium discolor,Herbaceous,66.06908033,15.3,15.56792781,42.03239167
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,43.94142073,14.7,15.36742305,82.9252765
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,53.13853139,15.4,15.88443098,67.60682449
Standard,Hohenheimer Heustandard,Hohenheimer Heustandard,,40.99372972,13.9,15.16061413,85.90038187
Standard,Sample 8,Cynodon nlemfuensis ,,25.14968017,14.7,15.35006515,88.6898791
Standard,Sample 8,Cynodon nlemfuensis ,,39.83979596,15.3,15.5927598,33.93380604
Standard,Sample 8,Cynodon nlemfuensis ,,14.93074265,14.4,15.35391986,126.3777448
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Standard,BLANK 24 H,BLANK 24 H,BLANK 24 H,,,,
Genetic bank,CIAT-9578,Dioclea sericea,Climber,27.48447874,11.6,13.14380453,41.18107989
Genetic bank,CIAT-9578,Dioclea sericea,Climber,27.45548413,11.2,12.96529629,38.19851059
Genetic bank,CIAT-9578,Dioclea sericea,Climber,28.94160784,11.7,13.1437463,36.25108471
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,48.88644397,11.9,13.1466883,36.50276566
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,44.83405638,12,13.10308082,38.41234446
Genetic bank,CIAT-13158,Desmodium strigillosum,Herbaceous,48.07252894,11.7,12.92982687,35.90452299
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,61.15827154,12.2,13.15357033,40.8420066
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,65.60864492,12.3,13.14354979,37.19962746
Genetic bank,CIAT-13329,Desmodium cajanifolium,Shrub,61.59044861,12.6,13.30269092,40.09031824
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,21.82690835,10.9,12.27866865,34.58402423
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,26.20487619,10.3,12.15795019,29.50128272
Genetic bank,CIAT-13387,Desmodium sequax,Shrub,15.78037088,10.5,12.3106224,48.80233984
