32_no,32_date,32_gene_bank_id,32_name,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibility_in_24h,32_remarks_2,,
No,Date,Gene Bank ID,Name,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,,
1304,,ABC-17091-1,Crotalaria micans,F24 3477,7,20,2,3,23,0.5885,0.7257,,0.1372,335.7968998,70.99346739,235.2390269,98.03902689,41.67634435,,,
1305,,ABC-17365-1,Clitoria ternatea,F24 3478,7,20,2,1,24,0.5855,0.7566,,0.1711,295.8349195,63.35677782,241.5140387,70.41403872,29.15525702,,,
1306,,ABC-17365-1,Clitoria ternatea,F24 3478,7,20,2,2,25,0.5541,0.7333,,0.1792,287.8283065,61.62973475,241.5623415,62.36234153,25.81625146,,,
1307,,ABC-17365-1,Clitoria ternatea,F24 3478,7,20,2,3,26,0.6149,0.7841,,0.1692,297.9216935,63.7781755,241.6106443,72.41064434,29.96997278,,,
1308,,ABC-17451-1,Canavalia sp.,F24 3479,7,20,2,1,27,0.5974,0.771,,0.1736,284.985379,62.1444538,225.3586422,51.75864222,22.96723201,,,
1309,,ABC-17451-1,Canavalia sp.,F24 3479,7,20,2,2,28,0.5619,0.7222,,0.1603,298.1020915,65.03070056,225.2685708,64.96857082,28.84049496,,,
1310,,ABC-17451-1,Canavalia sp.,F24 3479,7,20,2,3,29,0.5708,0.7248,,0.154,304.3104477,66.39832219,225.2235351,71.22353512,31.6234869,,,
1311,,ABC-17775-1,Christia obcordata,F24 3480,7,20,2,1,30,0.5671,0.7391,,0.172,299.9814239,63.55788781,259.4385464,87.43854637,33.70298963,,,
1312,,ABC-17775-1,Christia obcordata,F24 3480,7,20,2,2,31,0.5734,0.7456,,0.1722,299.309914,63.47902878,259.179367,86.97936701,33.55952598,,,
1313,,ABC-17775-1,Christia obcordata,F24 3480,7,20,2,3,32,0.5731,0.7454,,0.1723,299.6814239,63.49432599,259.4385464,87.13854637,33.58735531,,,
1314,,ABC-18016-1,Sesbania emerus,F24 3481,7,20,2,1,33,0.5832,0.7917,,0.2085,258.0795628,55.31308771,263.0649249,54.56492486,20.7419993,,,
1315,,ABC-18016-1,Sesbania emerus,F24 3481,7,20,2,2,34,0.5371,0.7463,,0.2092,257.0998947,55.1361683,262.9072436,53.70724359,20.42820991,,,
1316,,ABC-18016-1,Sesbania emerus,F24 3481,7,20,2,3,35,0.5558,0.7741,,0.2183,247.9998947,53.18463451,262.9072436,44.60724359,16.96691311,,,
1317,,ABC-18044-1,Christia sp.,F24 3482,7,20,2,1,36,0.5594,0.723,,0.1636,304.9218334,65.08166998,256.1838749,92.58387489,36.13961844,,,
1318,,ABC-18044-1,Christia sp.,F24 3482,7,20,2,2,37,0.5837,0.7546,,0.1709,297.4344997,63.50898767,256.0814423,85.18144231,33.26341868,,,
1319,,ABC-18044-1,Christia sp.,F24 3482,7,20,2,3,38,0.5678,0.7484,,0.1806,288.0155003,61.46094189,256.2350912,75.63509117,29.51785051,,,
1320,,ABC-18288-1,Sesbania exasperata,F24 3483,7,20,2,1,39,0.5608,0.7556,,0.1948,269.8499846,58.07596978,237.4531509,42.6531509,17.96276476,,,
1321,,ABC-18288-1,Sesbania exasperata,F24 3483,7,20,2,2,40,0.5565,0.753,,0.1965,268.1499846,57.71010298,237.4531509,40.9531509,17.24683406,,,
1322,,ABC-18288-1,Sesbania exasperata,F24 3483,7,20,2,3,41,0.563,0.7715,,0.2085,256.1499846,55.12751385,237.4531509,28.9531509,12.1932056,,,
1323,,ABC-18447-1,Clitoria ternatea,F24 3484,7,20,2,1,42,0.544,0.7379,,0.1939,270.8605997,58.27959596,251.2033253,57.30332533,22.81153136,,,
1324,,ABC-18447-1,Clitoria ternatea,F24 3484,7,20,2,2,43,0.5785,0.7784,,0.1999,265.3252674,57.03156857,251.4544784,51.55447843,20.50250954,,,
1325,,ABC-18447-1,Clitoria ternatea,F24 3484,7,20,2,3,44,0.5827,0.7885,,0.2058,259.2394003,55.74568523,251.3540172,45.55401719,18.12344903,,,
1326,,ABC-18455-1,Christia obcordata,F24 3485,7,20,2,1,45,0.5919,0.7824,,0.1905,275.6101949,59.12983623,244.3671306,53.86713061,22.04352544,,,
1327,,ABC-18455-1,Christia obcordata,F24 3485,7,20,2,2,46,0.5852,0.7579,,0.1727,293.8762119,62.9856826,244.6114489,71.91144888,29.39823512,,,
1328,,ABC-18455-1,Christia obcordata,F24 3485,7,20,2,3,47,0.5901,0.7548,,0.1647,301.4101949,64.66500802,244.3671306,79.66713061,32.60141019,,,
1329,,Blank,Blank,Blank,7,20,2,1,48,-,-,,,,,,,,,,
1330,,Blank,Blank,Blank,7,20,2,2,49,-,-,,,,,,,,,,
1331,,ABC-18707-1,Crotalaria pallida,F24 3486,7,20,2,1,50,0.603,0.8135,,0.2105,253.7232227,54.65543521,241.0551915,30.55519148,12.67559985,,,
1332,,ABC-18707-1,Crotalaria pallida,F24 3486,7,20,2,2,51,0.5999,0.8516,,0.2517,212.4303966,45.76955057,241.0069901,-10.69300991,-4.436804887,,,
1333,,ABC-18707-1,Crotalaria pallida,F24 3486,7,20,2,3,52,0.5876,0.7579,,0.1703,294.0160488,63.32239636,241.1033929,70.80339288,29.36640254,,,
1334,,ABC-18749-1,Arachis pintoi,F24 3487,7,20,2,1,53,0.5976,0.7283,,0.1307,332.9730948,71.81203709,238.9252758,108.2252758,45.29670436,,,
1335,,ABC-18749-1,Arachis pintoi,F24 3487,7,20,2,2,54,0.5861,0.7682,,0.1821,281.7584899,60.7423376,239.0208077,56.92080772,23.81416424,,,
1336,,ABC-18749-1,Arachis pintoi,F24 3487,7,20,2,3,55,0.6073,0.7981,,0.1908,272.6876998,58.833859,238.8297439,48.02974392,20.11045322,,,
1337,,ABC-18813-1,Crotalaria nitens,F24 3488,7,20,2,1,56,0.5913,0.7863,,0.195,264.0769411,57.52346011,240.4235391,45.42353908,18.89313303,,,
1338,,ABC-18813-1,Crotalaria nitens,F24 3488,7,20,2,2,57,0.5585,0.8027,,0.2442,215.2441292,46.8488148,240.6158395,-3.584160547,-1.489577974,,,
1339,,ABC-18813-1,Crotalaria nitens,F24 3488,7,20,2,3,58,0.5563,0.7654,,0.2091,249.9769411,54.45207954,240.4235391,31.32353908,13.02848265,,,
1340,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,20,2,1,59,0.5573,0.7667,,0.2094,262.8291529,55.6571214,228.2482514,18.84825136,8.257785656,,,
1341,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,20,2,2,60,0.5669,0.758,,0.1911,281.1291529,59.53235864,228.2482514,37.14825136,16.27537172,,,
1342,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,20,2,3,61,0.5906,0.8055,,0.2149,257.5180068,54.51062472,228.3395324,13.4395324,5.885766807,,,
1343,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,20,2,1,62,0.5512,0.8017,,0.2505,214.9198077,46.17762376,230.0722813,-20.42771865,-8.878826487,,,
1344,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,20,2,2,63,0.5509,0.757,,0.2061,259.3198077,55.71739823,230.0722813,23.97228135,10.41945653,,,
1345,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,20,2,3,64,0.5827,0.8112,,0.2285,236.8267423,50.89471994,230.0262761,1.52627609,0.663522497,,,
1346,,ABC-18931-1,Tephrosia linearis,F24 3491,7,20,2,1,65,0.5696,0.8113,,0.2417,226.1652856,48.33983041,285.8022424,44.10224244,15.43103443,,,
1347,,ABC-18931-1,Tephrosia linearis,F24 3491,7,20,2,2,66,0.5653,0.7326,,0.1673,300.8458926,64.26327718,285.9736552,118.6736552,41.49810762,,,
1348,,ABC-18931-1,Tephrosia linearis,F24 3491,7,20,2,3,67,0.5837,0.8134,,0.2297,238.3523569,50.9242937,285.9165176,56.21651762,19.66186427,,,
1349,,ABC-19038-1,Canavalia sp.,F24 3492,7,20,2,1,68,0.5447,0.688,,0.1433,308.0082311,68.24786474,215.0367531,71.73675307,33.36022891,,,
1350,,ABC-19038-1,Canavalia sp.,F24 3492,7,20,2,2,69,0.5808,0.7978,,0.217,234.0377167,51.88872417,214.9078599,-2.09214009,-0.973505618,,,
1351,,ABC-19038-1,Canavalia sp.,F24 3492,7,20,2,3,70,0.5625,0.7113,,0.1488,302.3278882,67.01600502,214.9508243,66.1508243,30.77486421,,,
1352,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,20,2,1,71,0.5677,0.8124,,0.2447,220.1805184,47.36281898,206.0007643,-38.69923566,-18.78596702,,,
1353,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,20,2,2,72,0.5851,0.7541,,0.169,296.0663591,63.66109982,206.0831152,37.08311524,17.99425207,,,
1354,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,20,2,3,73,0.5891,0.7694,,0.1803,284.3017573,61.19257038,205.877238,25.577238,12.42353854,,,
1355,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,20,2,1,74,0.5385,0.7682,,0.2297,231.74221,50.22128556,267.329871,37.62987095,14.07619389,,,
1356,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,20,2,2,75,0.572,0.813,,0.241,220.2577069,47.75155051,267.2229818,26.22298176,9.813146154,,,
1357,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,20,2,3,76,0.5786,0.8355,,0.2569,204.54221,44.32672295,267.329871,10.42987095,3.901498517,,,
1358,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,20,2,1,77,0.5675,0.8081,,0.2406,223.1048959,48.11355193,287.3725582,46.7725582,16.27593062,,,
1359,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,20,2,2,78,0.6032,0.8423,,0.2391,224.6048959,48.43703353,287.3725582,48.2725582,16.79790113,,,
1360,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,20,2,3,79,0.5739,0.8239,,0.25,213.6122106,46.07562219,287.3151181,37.31511815,12.98752338,,,
1361,,ABC-19129-1,Alysicarpus rugosus,F24 3496,7,20,2,1,80,0.5632,0.7991,,0.2359,231.4782437,49.52696169,290.1322394,54.23223942,18.69224859,,,
1362,,ABC-19129-1,Alysicarpus rugosus,F24 3496,7,20,2,2,81,0.5803,0.7931,,0.2128,254.9520715,54.50581345,290.3642988,77.5642988,26.7127533,,,
1363,,ABC-19129-1,Alysicarpus rugosus,F24 3496,7,20,2,3,82,0.5893,0.8224,,0.2331,234.5586146,50.15594865,290.306284,57.20628396,19.70549282,,,
1364,,ABC-19133-1,Alysicarpus rugosus,F24 3497,7,20,2,1,83,0.5728,0.8022,,0.2294,236.3301506,50.74400923,256.8508635,27.45086349,10.68747175,,,
1365,,ABC-19133-1,Alysicarpus rugosus,F24 3497,7,20,2,2,84,0.5882,0.8054,,0.2172,248.4370232,53.35422461,256.7995036,39.59950358,15.42039725,,,
1366,,ABC-19133-1,Alysicarpus rugosus,F24 3497,7,20,2,3,85,0.5793,0.9125,,0.3332,132.7164054,28.48502518,256.9535833,-76.24641671,-29.6732257,,,
1367,,ABC-19137-1,Alysicarpus rugosus,F24 3498,7,20,2,1,86,0.5649,0.7435,,0.1786,290.6344297,61.93800184,267.7904081,89.19040814,33.30605034,,,
1368,,ABC-19137-1,Alysicarpus rugosus,F24 3498,7,20,2,2,87,0.5711,0.7679,,0.1968,272.3406578,58.05096047,267.7368929,70.93689287,26.49500116,,,
1369,,ABC-19137-1,Alysicarpus rugosus,F24 3498,7,20,2,3,88,0.5787,0.8424,,0.2637,205.3468859,43.77960756,267.6833776,3.983377598,1.488092998,,,
1370,,ABC-19138-1,Alysicarpus rugosus,F24 3499,7,20,2,1,89,0.5738,0.765,,0.1912,272.4389857,58.76101754,250.5168078,59.31680784,23.6777757,,,
1371,,ABC-19138-1,Alysicarpus rugosus,F24 3499,7,20,2,2,90,0.5738,0.7933,,0.2195,244.046295,52.64766381,250.4667245,30.96672451,12.36360821,,,
1372,,ABC-19138-1,Alysicarpus rugosus,F24 3499,7,20,2,3,91,0.5449,0.7526,,0.2077,255.7536043,55.18429502,250.4166412,42.71664118,17.05822783,,,
1373,,ABC-19139-1,Alysicarpus ovalifolius,F24 3500,7,20,2,1,92,0.5501,0.7516,,0.2015,271.5276945,57.4020713,275.8137193,74.31371927,26.94344555,,,
1374,,ABC-19139-1,Alysicarpus ovalifolius,F24 3500,7,20,2,2,93,0.5979,0.8498,,0.2519,221.4115111,46.77923648,275.9792075,24.0792075,8.725007843,,,
1375,,ABC-19139-1,Alysicarpus ovalifolius,F24 3500,7,20,2,3,94,0.5776,0.7513,,0.1737,299.3276945,63.27910564,275.8137193,102.1137193,37.02271212,,,
1376,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,7,20,2,1,95,0.5725,0.6524,,0.0799,148.4325794,65.00718372,,,,,,
1377,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,7,20,2,2,96,0.5392,0.6229,,0.0837,144.6325794,63.34294465,,,,,,
1378,,Hohenheimer Heustandard,Hohenheimer Heustandard,F25 0017,7,20,2,3,97,0.5737,0.6962,,0.1225,106.1979115,46.43589038,,,,,,
1379,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,7,20,2,1,98,0.5826,0.6513,,0.0687,155.8915123,69.41113255,,,,,,
1380,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,7,20,2,2,99,0.5922,-,,,,,,,,,,
1381,,Homenheim Concentrate,Homenheim Concentrate,F25 0018,7,20,2,3,100,0.5698,0.6319,,0.0621,162.3121261,72.32769856,,,,,,
1382,,Sample 8,Cynodon nlemfuensis ,F25 0019,7,20,2,1,101,0.589,0.847,,0.258,210.935872,44.9818162,,,,,,
1383,,Sample 8,Cynodon nlemfuensis ,F25 0019,7,20,2,2,102,0.5768,0.8976,,0.3208,147.9484102,31.56243455,,,,,,
1384,,Sample 8,Cynodon nlemfuensis ,F25 0019,7,20,2,3,103,0.5757,0.8411,,0.2654,203.2546792,43.36981753,,,,,,
1385,,Blank,Blank,Blank,7,20,2,1,104,-,-,,,,,,,,,,
1386,,Blank,Blank,Blank,7,20,2,2,105,-,-,,,,,,,,,,
1387,,Blank,Blank,Blank,7,21,3,1,106,-,-,,,,,,,,,,
1388,,Blank,Blank,Blank,7,21,3,2,107,-,-,,,,,,,,,,
1389,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,21,3,1,108,0.5905,0.7907,,0.2002,267.7804775,57.22043768,286.9501771,86.75017711,30.23179075,,,
1390,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,21,3,2,109,0.5692,0.7452,,0.176,291.6999697,62.36903754,286.778179,110.778179,38.62852445,,,
1391,,ABC-11999-1,Stylosanthes guianensis,F24 3471,7,21,3,3,110,0.5623,0.7822,,0.2199,247.7999697,52.98267816,286.778179,66.87817901,23.32052572,,,
1392,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,21,3,1,111,0.5836,0.8065,,0.2229,247.8941021,52.65446211,260.1382625,37.2382625,14.31479635,,,
1393,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,21,3,2,112,0.5614,0.779,,0.2176,253.0999997,53.77097936,260.086266,42.48626605,16.33545158,,,
1394,,ABC-12318-1,Stylosanthes hamata,F24 3472,7,21,3,3,113,0.6081,0.825,,0.2169,254.0823068,53.94731461,260.2422554,43.34225541,16.6545803,,,
1395,,ABC-13575-1,Desmodium incanum,F24 3473,7,21,3,1,114,0.5816,0.8465,,0.2649,205.9705935,43.74250513,271.2502611,6.350261074,2.34110782,,,
1396,,ABC-13575-1,Desmodium incanum,F24 3473,7,21,3,2,115,0.581,0.8299,,0.2489,222.1588665,47.16159323,271.3587178,22.4587178,8.276394427,,,
1397,,ABC-13575-1,Desmodium incanum,F24 3473,7,21,3,3,116,0.5858,0.897,,0.3112,159.8588665,33.93606996,271.3587178,-39.8412822,-14.68214566,,,
1398,,ABC-13609-1,Desmodium incanum,F24 3474,7,21,3,1,117,0.5547,0.832,,0.2773,190.1769656,40.68156928,274.786591,-2.513408981,-0.914676721,,,
1399,,ABC-13609-1,Desmodium incanum,F24 3474,7,21,3,2,118,0.5926,0.892,,0.2994,168.0769656,35.95406362,274.786591,-24.61340898,-8.957281682,,,
1400,,ABC-13609-1,Desmodium incanum,F24 3474,7,21,3,3,119,0.5724,0.8545,,0.2821,184.9099557,39.5944355,274.5120789,-7.58792106,-2.764148335,,,
1401,,ABC-15551-1,Centrosema molle,F24 3475,7,21,3,1,120,0.5921,0.7805,,0.1884,280.7297049,59.84053066,288.9281821,100.5281821,34.79348446,,,
1402,,ABC-15551-1,Centrosema molle,F24 3475,7,21,3,2,121,0.5487,0.8008,,0.2521,217.0297049,46.26219628,288.9281821,36.82818214,12.74648318,,,
1403,,ABC-15551-1,Centrosema molle,F24 3475,7,21,3,3,122,0.5525,0.8136,,0.2611,207.748452,44.31036322,288.7549638,27.65496381,9.577312003,,,
1404,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,21,3,1,123,0.5611,0.8532,,0.2921,170.9313191,36.91571435,269.6464516,-22.45354842,-8.327032783,,,
1405,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,21,3,2,124,0.5741,0.847,,0.2729,190.3163836,41.08584893,269.7542239,-3.145776058,-1.166163781,,,
1406,,ABC-17024-1,Desmanthus pernambucanus,F24 3476,7,21,3,3,125,0.5918,0.8682,,0.2764,186.4462546,40.28254583,269.5386792,-6.861320784,-2.545579285,,,
1407,,ABC-17091-1,Crotalaria micans,F24 3477,7,21,3,1,126,0.5598,0.7137,,0.1539,319.3805845,67.48229168,235.3801139,81.48011387,34.61639666,,,
1408,,ABC-17091-1,Crotalaria micans,F24 3477,7,21,3,2,127,0.555,0.7414,,0.1864,286.5023382,60.5838278,235.1919979,48.7919979,20.74560288,,,
1409,,ABC-17091-1,Crotalaria micans,F24 3477,7,21,3,3,128,0.556,0.7269,,0.1709,302.0968998,63.86868496,235.2390269,64.33902689,27.35049016,,,
1410,,ABC-17365-1,Clitoria ternatea,F24 3478,7,21,3,1,129,0.542,0.7209,,0.1789,288.5952414,61.7322308,241.8038556,62.90385557,26.0144138,,,
1411,,ABC-17365-1,Clitoria ternatea,F24 3478,7,21,3,2,130,0.5427,0.7239,,0.1812,286.1084675,61.22475568,241.70725,60.50724995,25.03327888,,,
1412,,ABC-17365-1,Clitoria ternatea,F24 3478,7,21,3,3,131,0.553,0.7397,,0.1867,280.7018544,60.05578535,241.7555528,55.05555276,22.77323194,,,
1413,,ABC-17451-1,Canavalia sp.,F24 3479,7,21,3,1,132,0.5785,0.7662,,0.1877,270.5188039,59.03703681,225.1784994,37.47849942,16.64390673,,,
1414,,ABC-17451-1,Canavalia sp.,F24 3479,7,21,3,2,133,0.6052,0.7842,,0.179,279.8603103,60.99030664,225.4937493,46.49374932,20.61864218,,,
1415,,ABC-17451-1,Canavalia sp.,F24 3479,7,21,3,3,134,0.6027,0.7666,,0.1639,294.5937352,64.25251047,225.3136065,61.41360652,27.25694532,,,
1416,,ABC-17775-1,Christia obcordata,F24 3480,7,21,3,1,135,0.5858,0.7967,,0.2109,261.0814239,55.31603802,259.4385464,48.53854637,18.70907275,,,
1417,,ABC-17775-1,Christia obcordata,F24 3480,7,21,3,2,136,0.5756,0.7793,,0.2037,267.904216,56.80700191,259.2312029,55.53120288,21.42149643,,,
1418,,ABC-17775-1,Christia obcordata,F24 3480,7,21,3,3,137,0.5854,0.7788,,0.1934,278.3928199,59.00743042,259.3348746,65.93487463,25.42460775,,,
1419,,ABC-18016-1,Sesbania emerus,F24 3481,7,21,3,1,138,0.5902,0.8398,,0.2496,216.5134493,46.45080498,262.8021227,13.20212274,5.023598212,,,
1420,,ABC-18016-1,Sesbania emerus,F24 3481,7,21,3,2,139,0.5578,0.7892,,0.2314,234.806672,50.36536071,262.8546832,31.45468316,11.96656753,,,
1421,,ABC-18016-1,Sesbania emerus,F24 3481,7,21,3,3,140,0.584,0.833,,0.249,217.206672,46.59021096,262.8546832,13.85468316,5.270852699,,,
1422,,ABC-18044-1,Christia sp.,F24 3482,7,21,3,1,141,0.5565,,,,,,,,,,,
1423,,ABC-18044-1,Christia sp.,F24 3482,7,21,3,2,142,0.5749,0.7569,,0.182,286.3344997,61.13888681,256.0814423,74.08144231,28.92886015,,,
1424,,ABC-18044-1,Christia sp.,F24 3482,7,21,3,3,143,0.5897,0.8148,,0.2251,243.3281666,51.94567362,256.1326586,31.0326586,12.11585386,,,
1425,,ABC-18288-1,Sesbania exasperata,F24 3483,7,21,3,1,144,0.5555,,,,,,,,,,,
1426,,ABC-18288-1,Sesbania exasperata,F24 3483,7,21,3,2,145,0.5755,0.7856,,0.2101,255.0145417,54.82833127,237.6905566,27.59055657,11.60776304,,,
1427,,ABC-18288-1,Sesbania exasperata,F24 3483,7,21,3,3,146,0.5919,0.8449,,0.253,211.9287189,45.58305613,237.5955943,-15.40440569,-6.483455949,,,
1428,,ABC-18447-1,Clitoria ternatea,F24 3484,7,21,3,1,147,0.5994,0.7947,,0.1953,269.5535332,57.98676658,251.253556,55.95355595,22.26975684,,,
1429,,ABC-18447-1,Clitoria ternatea,F24 3484,7,21,3,2,148,0.5711,0.797,,0.2259,239.0464668,51.41376134,251.3037866,25.40378657,10.10879578,,,
1430,,ABC-18447-1,Clitoria ternatea,F24 3484,7,21,3,3,149,0.5523,0.789,,0.2367,228.2464668,49.09091327,251.3037866,14.60378657,5.811208327,,,
1431,,ABC-18455-1,Christia obcordata,F24 3485,7,21,3,1,150,0.5837,0.7496,,0.1659,300.2101949,64.40755817,244.3671306,78.46713061,32.11034578,,,
1432,,ABC-18455-1,Christia obcordata,F24 3485,7,21,3,2,151,0.5853,0.7727,,0.1874,278.8966017,59.8109874,244.4648579,57.06485792,23.34276526,,,
1433,,ABC-18455-1,Christia obcordata,F24 3485,7,21,3,3,152,0.5593,0.7855,,0.2262,239.9101949,51.47070318,244.3671306,18.16713061,7.434359346,,,
1434,,Blank,Blank,Blank,7,21,3,1,153,-,-,,,,,,,,,,
1435,,Blank,Blank,Blank,7,21,3,2,154,-,-,,,,,,,,,,
1436,,ABC-18707-1,Crotalaria pallida,F24 3486,7,21,3,1,155,0.5841,0.7835,,0.1994,267.0830085,57.25460598,242.2286207,42.82862072,17.68107361,,,
1437,,ABC-18707-1,Crotalaria pallida,F24 3486,7,21,3,2,156,0.5656,0.7618,,0.1962,270.3762119,57.94899204,242.2770181,46.07701805,19.01831978,,,
1438,,ABC-18707-1,Crotalaria pallida,F24 3486,7,21,3,3,157,0.5779,0.8198,,0.2419,224.6762119,48.15423636,242.2770181,0.37701805,0.15561445,,,
1439,,ABC-18749-1,Arachis pintoi,F24 3487,7,21,3,1,158,0.5605,0.7588,,0.1983,265.5584899,57.24989317,239.0208077,40.72080772,17.03651164,,,
1440,,ABC-18749-1,Arachis pintoi,F24 3487,7,21,3,2,159,0.5605,0.7266,,0.1661,297.4803973,64.17018473,238.8775099,72.77750987,30.46645534,,,
1441,,ABC-18749-1,Arachis pintoi,F24 3487,7,21,3,3,160,0.5804,0.7719,,0.1915,272.0803973,58.69109196,238.8775099,47.37750987,19.83339072,,,
1442,,ABC-18813-1,Crotalaria nitens,F24 3488,7,21,3,1,161,0.5368,0.7457,,0.2089,250.5441292,54.53201233,240.6158395,31.71583945,13.18111041,,,
1443,,ABC-18813-1,Crotalaria nitens,F24 3488,7,21,3,2,162,0.5784,0.8081,,0.2297,229.3769411,49.9648143,240.4235391,10.72353908,4.460270039,,,
1444,,ABC-18813-1,Crotalaria nitens,F24 3488,7,21,3,3,163,0.5739,0.8013,,0.2274,231.8605352,50.48562143,240.5196893,13.11968927,5.454725685,,,
1445,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,21,3,1,164,0.5615,0.6699,,0.1084,363.734726,77.0404518,228.2026108,119.8026108,52.49835241,,,
1446,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,21,3,2,165,0.555,0.7879,,0.2329,239.4235799,50.69058376,228.2938919,-4.606108117,-2.017622145,,,
1447,,ABC-18848-1,Alysicarpus rugosus,F24 3489,7,21,3,3,166,0.5548,0.7497,,0.1949,277.3291529,58.72766457,228.2482514,33.34825136,14.61051779,,,
1448,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,21,3,1,167,0.5585,0.7863,,0.2278,237.8059384,51.07450717,230.1642919,2.364291856,1.027219225,,,
1449,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,21,3,2,168,0.5738,0.8049,,0.2311,234.2267423,50.33597277,230.0262761,-1.07372391,-0.466783155,,,
1450,,ABC-18862-1,Alysicarpus rugosus,F24 3490,7,21,3,3,169,0.5477,0.7824,,0.2347,231.1851344,49.62277552,230.3023076,-4.397692378,-1.909530314,,,
1451,,ABC-18931-1,Tephrosia linearis,F24 3491,7,21,3,1,170,0.5479,0.7577,,0.2098,257.8782144,55.14009557,285.6879673,75.88796725,26.5632354,,,
1452,,ABC-18931-1,Tephrosia linearis,F24 3491,7,21,3,2,171,0.5529,0.7934,,0.2405,227.6458926,48.6271259,285.9736552,45.47365522,15.90134419,,,
1453,,ABC-18931-1,Tephrosia linearis,F24 3491,7,21,3,3,172,0.5539,0.782,,0.2281,239.7652856,51.24665005,285.8022424,57.70224244,20.18956952,,,
1454,,ABC-19038-1,Canavalia sp.,F24 3492,7,21,3,1,173,0.5622,0.7091,,0.1469,304.4984026,67.4566859,215.0797175,68.17971745,31.6997429,,,
1455,,ABC-19038-1,Canavalia sp.,F24 3492,7,21,3,2,174,0.5549,0.7069,,0.152,299.0377167,66.29993582,214.9078599,62.90785991,29.2720145,,,
1456,,ABC-19038-1,Canavalia sp.,F24 3492,7,21,3,3,175,0.5659,0.7339,,0.168,283.2180597,62.76744771,214.9937887,46.99378868,21.85820761,,,
1457,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,21,3,1,176,0.5838,0.7625,,0.1787,286.1805184,61.56001533,206.0007643,27.30076434,13.25274905,,,
1458,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,21,3,2,177,0.5636,0.7402,,0.1766,288.2805184,62.0117443,206.0007643,29.40076434,14.27216275,,,
1459,,ABC-19118-1,Alysicarpus rugosus,F24 3493,7,21,3,3,178,0.5679,0.7454,,0.1775,287.1946777,61.80287648,205.9184134,28.41841345,13.80081216,,,
1460,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,21,3,1,179,0.5415,0.7666,,0.2251,236.5267131,51.23765726,267.4367601,42.33676014,15.83056874,,,
1461,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,21,3,2,180,0.5545,0.7771,,0.2226,238.9344615,51.769582,267.3833155,44.78331555,16.74873223,,,
1462,,ABC-19127-1,Alysicarpus rugosus,F24 3494,7,21,3,3,181,0.5535,0.7818,,0.2283,233.3267131,50.54445648,267.4367601,39.13676014,14.63402418,,,
1463,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,21,3,1,182,0.5368,0.7751,,0.2383,225.3122106,48.59928307,287.3151181,49.01511815,17.05970729,,,
1464,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,21,3,2,183,0.5401,0.7889,,0.2488,214.9975813,46.35590826,287.4299982,38.62999824,13.43979351,,,
1465,,ABC-19128-1,Alysicarpus rugosus,F24 3495,7,21,3,3,184,0.5676,0.8077,,0.2401,223.9756374,48.26274412,287.6023184,47.50231839,16.51666741,,,
