31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24_h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubaed_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
570,"22/10/24, Tue",Breeding,ABC-BR02_1752,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3582,4,12,3,1,57,0.5005,480.6070916,332.2070916,0.331944444,40,0.663888889,82,14.8,38.5,0.340972222,86,16.1,,42,47.5,35.47402081,39.2721748,74.74619561,5.250155079,6.322820143,11.57297522,155.5245374,69.12238654,4.444468228,14.8,15.48302911,24.0799094,34.83662907,98.1481564,13.36476632,19.33493184
571,"22/10/24, Tue",Breeding,ABC-BR02_1752,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3582,4,12,3,2,58,0.5002,480.3190154,322.5190154,0.331944444,40,0.664583333,84,14.7,39,0.341666667,85.5,16.6,,44,46.5,37.24403432,38.38716805,75.63120236,5.474873045,6.372269896,11.84714294,157.4603543,67.14683472,4.264364512,14.7,15.66435885,24.66515495,36.73316107,109.3376929,13.68958773,20.38753992
572,"22/10/24, Tue",Breeding,ABC-BR02_1752,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3582,4,12,3,3,59,0.5,480.1269646,318.5269646,0.331944444,40.5,0.665277778,83.5,14.8,39.5,0.342361111,85,16.3,,43,45.5,36.35902756,37.50216129,73.86118885,5.381136079,6.11285229,11.49398837,153.8367855,66.34223613,4.312507957,14.8,15.56160759,23.93947688,36.08482059,110.0458422,13.28682385,20.02769973
573,"22/10/24, Tue",Breeding,ABC-BR02_1794,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3583,4,12,3,1,60,0.5,485.2257574,312.4257574,0.332638889,40,0.665972222,85,14.7,40,0.343055556,87.5,16.2,,45,47.5,38.12904108,39.2721748,77.40121588,5.604969038,6.362092318,11.96706136,159.5158845,64.3877108,4.036445085,14.7,15.4610767,24.66287326,38.30369639,122.3996477,13.68832135,21.25921419
574,"22/10/24, Tue",Breeding,ABC-BR02_1794,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3583,4,12,3,2,61,0.5005,485.7109832,313.9109832,0.332638889,40.5,0.666666667,84.5,14.7,39.5,0.344444444,86,16.4,,44,46.5,37.24403432,38.38716805,75.63120236,5.474873045,6.295495559,11.7703686,155.7123577,64.62917127,4.150548628,14.7,15.56284739,24.2332766,37.49588015,118.8434411,13.44988778,20.8108622
575,"22/10/24, Tue",Breeding,ABC-BR02_1794,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3583,4,12,3,3,62,0.5006,485.8080283,314.1080283,0.333333333,40.5,0.667361111,85.5,15,40,0.344444444,87.5,16.2,,45,47.5,38.12904108,39.2721748,77.40121588,5.719356161,6.362092318,12.08144848,159.3246949,64.65682122,4.05817951,15,15.60886136,24.86877074,38.46271788,121.7948419,13.80259801,21.34747387
576,"22/10/24, Tue",Breeding,ABC-BR06_0423,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3584,4,12,3,1,63,0.5001,483.9258597,320.2258597,0.333333333,41,0.668055556,81.5,15.3,40,0.345138889,90,17.1,,40.5,50,34.14651067,41.48469169,75.63120236,5.224416133,7.093882279,12.31829841,156.2867552,66.17250418,4.23404428,15.3,16.28732326,25.45492902,38.4675317,108.149155,14.127926,21.35014562
577,"22/10/24, Tue",Breeding,ABC-BR06_0423,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3584,4,12,3,2,64,0.5005,484.312923,316.412923,0.334027778,40.5,0.66875,81.5,15.7,40,0.345833333,91,17,,41,51,34.58901405,42.36969845,76.9587125,5.430475206,7.202848736,12.63332394,158.902868,65.33233122,4.111463313,15.7,16.41571634,26.08504407,39.92670028,114.928797,14.47765076,22.16000943
578,"22/10/24, Tue",Breeding,ABC-BR06_0423,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3584,4,12,3,3,65,0.5002,484.0226256,327.1226256,0.334027778,41.5,0.669444444,82.5,15.2,40,0.348611111,90.5,16.2,Se cambia filtro para medir metano,41,50.5,34.58901405,41.92719507,76.51620912,5.257530136,6.792205601,12.04973574,158.0839512,67.58415997,4.275206905,15.2,15.74795181,24.89498445,36.83553137,99.78538162,13.81714708,20.44435721
579,"22/10/24, Tue",Breeding,ABC-BR09_1232,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3585,4,12,3,1,66,0.5001,486.2763821,321.6763821,0.334722222,41,0.670138889,87.5,15,40.5,0.349305556,91.5,16.2,,46.5,51,39.45655121,42.36969845,81.82624966,5.918482681,6.863891149,12.78237383,168.2710752,66.15093678,3.931212581,15,15.62136097,26.28623207,39.73674955,120.5312046,14.58931358,22.05458349
580,"22/10/24, Tue",Breeding,ABC-BR09_1232,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3585,4,12,3,2,67,0.5004,486.5680896,329.3680896,0.334722222,41.5,0.670138889,88.5,14.2,40.5,0.35,94.5,16.1,,47,54,39.89905459,45.02471872,84.9237733,5.665665751,7.248979713,12.91464546,174.5362574,67.69208599,3.878396788,14.2,15.20733825,26.54231903,39.21037245,113.6725651,14.73144627,21.76243509
581,"22/10/24, Tue",Breeding,ABC-BR09_1232,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3585,4,12,3,3,68,0.5004,486.5680896,332.2680896,0.335416667,41,0.670833333,87,14.7,40.5,0.350694444,92,16.3,,46,51.5,39.01404783,42.81220183,81.82624966,5.735065031,6.978388898,12.71345393,168.1701933,68.28809712,4.06065402,14.7,15.53713384,26.12882801,38.2626389,109.1164778,14.5019516,21.23642657
582,"22/10/24, Tue",Breeding,ABC-BR12_4951,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3586,4,12,3,1,69,0.5004,479.1120998,317.9120998,0.335416667,41,0.671527778,84.5,15,40.5,0.352083333,90,17,,43.5,49.5,36.80153094,41.04218831,77.84371925,5.520229641,6.977172013,12.49740165,162.47496,66.35442936,4.083978808,15,16.05447655,26.08450436,39.31087135,112.3433318,14.47735121,21.81821372
583,"22/10/24, Tue",Breeding,ABC-BR12_4951,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3586,4,12,3,2,70,0.5002,478.9206081,321.0206081,0.336111111,41,0.671527778,84.5,15.4,40.5,0.352777778,89.5,17,,43.5,49,36.80153094,40.59968494,77.40121588,5.667435765,6.901946439,12.5693822,161.6159642,67.030026,4.147487924,15.4,16.23925679,26.24523144,39.1544402,109.8395369,14.56655752,21.73139172
584,"22/10/24, Tue",Breeding,ABC-BR12_4951,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3586,4,12,3,3,71,0.5,478.7291165,316.6291165,0.336111111,41.5,0.672222222,84.5,15,40.5,0.353472222,89,16.9,,43,48.5,36.35902756,40.15718156,76.51620912,5.453854134,6.786563683,12.24041782,159.8319519,66.13951514,4.13806591,15,15.99715663,25.56856768,38.65853511,111.150065,14.19099743,21.45615582
585,"22/10/24, Tue",Breeding,ABC-BR15_0722,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3587,4,12,3,1,72,0.5001,476.17268,296.37268,0.336805556,40.5,0.672222222,79,15.2,40,0.353472222,87.5,16.4,,38.5,47.5,32.37649716,39.2721748,71.64867196,4.921227568,6.440636667,11.36186424,150.4678344,62.24058886,4.136471366,15.2,15.85774575,23.86080662,38.33640886,106.2683906,13.24316049,21.27737018
586,"22/10/24, Tue",Breeding,ABC-BR15_0722,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3587,4,12,3,2,73,0.5003,476.363111,305.863111,0.336805556,40.5,0.672916667,79.5,15.1,40,0.354166667,90,16.4,,39,50,32.81900054,41.48469169,74.30369223,4.955669081,6.803489437,11.75915852,155.9812053,64.20797579,4.116391821,15.1,15.82580645,24.68528366,38.44582134,101.0833148,13.70075951,21.338096
587,"22/10/24, Tue",Breeding,ABC-BR15_0722,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3587,4,12,3,3,74,0.5002,476.2678955,285.3678955,0.336805556,40,0.673611111,77.5,15.5,40,0.354861111,87.5,16.5,,37.5,47.5,31.4914904,39.2721748,70.76366521,4.881181013,6.479908842,11.36108985,148.5795408,59.91751663,4.032689582,15.5,16.05497655,23.85441043,39.8120813,118.5001945,13.2396105,22.09639391
588,"22/10/24, Tue",Breeding,ABC-BR15_6487,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3588,4,12,3,1,75,0.5003,475.63521,291.03521,0.3375,41.5,0.674305556,82,14.7,40.5,0.355555556,91.5,16.4,,40.5,51,34.14651067,42.36969845,76.51620912,5.019537069,6.948630545,11.96816761,160.871625,61.18874379,3.803575913,14.7,15.6413494,25.16249294,41.12274805,120.3151884,13.96561892,22.82383663
589,"22/10/24, Tue",Breeding,ABC-BR15_6487,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3588,4,12,3,2,76,0.5006,475.92042,295.02042,0.338194444,40.5,0.675,79.5,15.3,40.5,0.35625,89.5,16.2,,39,49,32.81900054,40.59968494,73.41868547,5.021307082,6.57714896,11.59845604,154.2667269,61.98944353,4.018328823,15.3,15.7976896,24.37057868,39.31407881,112.2317572,13.5260928,21.81999391
590,"22/10/24, Tue",Breeding,ABC-BR15_6487,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3588,4,12,3,3,77,0.5004,475.73028,290.03028,0.338194444,41.5,0.675,72.5,,,0.356944444,91.5,16.2,,31,,,,,,,,,,,,,,,,,
591,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,4,12,3,1,78,,,0,0.338888889,40,0.675694444,42.5,,,,,,,2.5,,,,,,,,,,,,,,,,,
592,"22/10/24, Tue",Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,4,12,3,2,79,,,0,0.341666667,42,0.676388889,44,14.8,40,,,,,2,,,,,,,,,,,,,,,,,
593,"22/10/24, Tue",Breeding,ABC-BR19_0029,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3589,4,12,3,1,80,0.5001,480.448025,296.648025,0.341666667,40.5,0.676388889,82.5,14.4,39.5,0.357638889,90,16.6,,42,50.5,35.47402081,41.92719507,77.40121588,5.108258996,6.959914382,12.06817338,161.1021627,61.74404089,3.832601615,14.4,15.59171034,25.11858255,40.68179243,124.6324864,13.94124789,22.57909864
594,"22/10/24, Tue",Breeding,ABC-BR19_0029,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3589,4,12,3,2,81,0.5004,480.7362362,293.4362362,0.342361111,40.5,0.677083333,80.5,15.2,40,0.358333333,88,16.7,,40,48,33.70400729,39.71467818,73.41868547,5.123009109,6.632351256,11.75536036,152.7213469,61.03892615,3.99675143,15.2,16.01140131,24.45282773,40.06103853,125.7279008,13.57174245,22.23456948
595,"22/10/24, Tue",Breeding,ABC-BR19_0029,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3589,4,12,3,3,82,0.5003,480.6401658,278.4401658,0.343055556,41.5,0.677777778,82.5,15.1,40,0.359027778,90,16.8,,41,50,34.58901405,41.48469169,76.07370574,5.222941122,6.969428204,12.19236933,158.2757979,57.93110639,3.660136746,15.1,16.02704799,25.36693808,43.78811258,155.2331439,14.07908951,24.30316006
596,"22/10/24, Tue",Breeding,ABC-BR19_0423,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3590,4,12,3,1,83,0.5005,477.2039718,298.6039718,0.343055556,41,0.677777778,82.5,15.2,40,0.359722222,90.5,16,,41.5,50.5,35.03151743,41.92719507,76.9587125,5.324790649,6.708351211,12.03314186,161.2700586,62.57365601,3.88005415,15.2,15.63584092,25.21592982,40.29799667,115.6815789,13.99527731,22.36608535
597,"22/10/24, Tue",Breeding,ABC-BR19_0423,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3590,4,12,3,2,84,0.5006,477.2993172,285.2993172,0.34375,41,0.678472222,83.5,15.1,40.5,0.360416667,93,15.9,,42.5,52.5,35.91652418,43.69720858,79.61373277,5.423395152,6.947856165,12.37125132,166.800433,59.77366967,3.583544036,15.1,15.53909217,25.91927302,43.36235865,136.4336049,14.38564496,24.06685926
598,"22/10/24, Tue",Breeding,ABC-BR19_0423,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3590,4,12,3,3,85,0.5006,477.2993172,293.8993172,0.34375,40.5,0.679166667,81,15.1,40,0.361111111,91,15.8,,40.5,51,34.14651067,42.36969845,76.51620912,5.156123112,6.694412355,11.85053547,160.310745,61.57547405,3.841007293,15.1,15.48761446,24.82831012,40.32175228,119.3696102,13.78014167,22.37927013
599,"22/10/24, Tue",Breeding,ABC-CIAT_6962,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3591,4,12,3,1,86,0.5003,478.915491,362.515491,0.34375,41,0.679166667,76,15.6,40,0.361111111,88.5,18.2,,35,48.5,29.27897351,40.15718156,69.43615507,4.567519868,7.308607044,11.87612691,144.9862374,75.69508563,5.220846267,15.6,17.10366437,24.79795942,32.76032944,57.2438472,13.76329651,18.18254963
600,"22/10/24, Tue",Breeding,ABC-CIAT_6962,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3591,4,12,3,2,87,0.5006,479.202668,252.802668,0.344444444,40.5,0.679861111,73.5,16.2,40,0.3625,86.5,18.4,,33,46.5,27.50896,38.38716805,65.89612805,4.45645152,7.06323892,11.51969044,137.5120225,52.75485403,3.836381218,16.2,17.48158926,24.03928695,45.56791482,117.957385,13.34222016,25.2909811
601,"22/10/24, Tue",Breeding,ABC-CIAT_6962,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3591,4,12,3,3,88,0.5005,479.1069423,259.7069423,0.344444444,40,0.680555556,75.5,16,40.5,0.365972222,87.5,18.1,,35.5,47,29.72147689,38.82967142,68.55114832,4.755436303,7.028170528,11.78360683,143.0811,54.20646611,3.788513376,16,17.18951049,24.59494069,45.37270635,112.6593377,13.6506176,25.18263702
602,"22/10/24, Tue",Breeding,ABC-Mulato_II,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3592,4,12,3,1,89,0.5001,483.4008422,303.5008422,0.345138889,40,0.680555556,78.5,15.3,40,0.366666667,88.5,16.1,,38.5,48.5,32.37649716,40.15718156,72.53367872,4.953604066,6.465306231,11.4189103,150.0487223,62.78450837,4.184274776,15.3,15.74290798,23.62203227,37.62398223,106.3845178,13.1106366,20.88196107
603,"22/10/24, Tue",Breeding,ABC-Mulato_II,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3592,4,12,3,2,90,0.5006,483.8841464,305.8841464,0.345138889,40,0.68125,79,15.3,40.5,0.367361111,89.5,16.3,,39,49,32.81900054,40.59968494,73.41868547,5.021307082,6.617748645,11.63905573,151.7278175,63.21433523,4.166298327,15.3,15.85298845,24.05339339,38.050536,106.2700534,13.35004948,21.1187058
604,"22/10/24, Tue",Breeding,ABC-Mulato_II,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grass,F24 3592,4,12,3,3,91,0.5006,483.8841464,322.3841464,0.345833333,40.5,0.68125,76.5,15.5,40,0.367361111,90,16.1,Embolo duro,36,50,30.16398027,41.48469169,71.64867196,4.675416942,6.679035362,11.3544523,148.0698892,66.62424235,4.499513216,15.5,15.84740093,23.465229,35.22025642,90.09798076,13.02360807,19.54785166
605,"22/10/24, Tue",Breeding,ABC-PM21_0215,Megathyrsus,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F24 3593,4,12,3,1,92,0.5003,480.3660084,271.5660084,0.346527778,40.5,0.681944444,76,15.6,40,0.368055556,85,18.6,,35.5,45,29.72147689,37.05965791,66.7811348,4.636550395,6.893096372,11.52964677,139.021358,56.53314424,4.066507842,15.6,17.26482606,24.00179564,42.45614845,110.2451765,13.32141184,23.56389693
