40gp_no,40gp_requisitioner,40gp_gene_bank_id,40gp_genus,40gp_species,40gp_tax_name,40gp_family,40gp_order,40gp_functional_group,40gp_ciat_id,40gp_set_ciat,40gp_batch,40gp_run,40gp_replication,40gp_ch4_8h_percentage,40gp_ch4_24h_percentage,40gp_net_gas_8h_ml,40gp_net_gas_24h_ml,40gp_gas_ml_g_dm_incubated_24h,40gp_percentage_dmd_truly_digestibility,40gp_part_fact,40gp_ch4_percentage_in_gas_8h,40gp_ch4_percentage_in_gas_24h,40gp_ch4_ml_g_dm_incubated_24h,40gp_ch4_ml_g_dmd_24h,40gp_ch4_ml_g_ndf_digested_in_24h,40gp_ch4_g_g_dm_incubated_24h,40gp_ch4_g_g_dmd_24h,40gp_remarks,40gp_remarks_2
No,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,CH4 8h %,"CH4 24h, %","Net gas 8h, ml","Net gas 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks,Remarks2
1040,Genetic bank,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24 3487,7,21,3,2,10.1,14.9,23.15767678,65.1954977,140.6347164,64.17018473,4.562897866,10.1,13.19502262,18.55678265,28.91807578,118.2035589,10.29933542,16.05003237,,
1041,Genetic bank,ABC-18749-1,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24 3487,7,21,3,3,10.5,14.9,21.83016665,55.01792,118.6804281,58.69109196,4.945305044,10.5,13.1541555,15.61140805,26.59928029,152.7548148,8.664601563,14.76306075,,
1042,Genetic bank,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,F24 3488,7,21,3,1,11.9,17.9,27.14020719,50.15038285,109.1544753,54.53201233,4.995856761,11.9,14.65294118,15.99434105,29.33018675,231.6983004,8.877136004,16.27876109,,
1043,Genetic bank,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,F24 3488,7,21,3,2,11.6,17.4,27.58271056,52.80540311,115.0251698,49.9648143,4.343815738,11.6,14.37039106,16.52956672,33.08241401,707.6341935,9.17419551,18.36131213,,
1044,Genetic bank,ABC-18813-1,Crotalaria,nitens,Crotalaria nitens,Fabaceae,Fabales,Herbaceous,F24 3488,7,21,3,3,12.1,17,26.69770381,44.84034231,97.63595797,50.48562143,5.170802077,12.1,14.08256579,13.74964802,27.23478017,481.3125202,7.631292532,15.11577419,,
1045,Genetic bank,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3489,7,21,3,1,12.9,18.5,32.8927511,51.47789298,109.0322108,77.0404518,7.065843315,12.9,14.9217765,16.26954282,21.11818199,64.11726828,9.029877743,11.72095637,,
1046,Genetic bank,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3489,7,21,3,2,12.9,18.6,32.45024772,50.59288622,107.1148856,50.69058376,4.732356617,12.9,14.94402332,16.00727349,31.57839642,-1641.431882,8.884313728,17.52655635,,
1047,Genetic bank,ABC-18848-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3489,7,21,3,3,13.1,18.4,32.45024772,60.77046392,128.6885054,58.72766457,4.563551684,13.1,15.56990291,20.03667536,34.11795021,283.7300862,11.12070148,18.93605264,,
1048,Genetic bank,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3490,7,21,3,1,13.7,16.9,31.56524097,59.44295378,127.667946,51.07450717,4.00057405,13.7,15.20074442,19.40647817,37.99640808,3821.766528,10.77093114,21.08866386,,
1049,Genetic bank,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3490,7,21,3,2,13.4,17.1,33.33525448,51.47789298,110.6274114,50.33597277,4.550045248,13.4,14.70401146,16.26666726,32.31618733,-7049.591814,9.028281759,17.93604307,,
1050,Genetic bank,ABC-18862-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3490,7,21,3,3,13.8,17.4,30.68023421,57.23043689,122.8423761,49.62277552,4.039548656,13.8,15.47010309,19.00384222,38.29661284,-2013.239405,10.54746122,21.2552827,Perdida de muestra por el embolo,
1051,Genetic bank,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,F24 3491,7,21,3,1,12.5,16,30.23773083,59.00045041,126.1560804,55.14009557,4.370783826,12.5,14.20625,17.92204817,32.50275137,110.4490183,9.947046804,18.03958934,,
1052,Genetic bank,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,F24 3491,7,21,3,2,12.4,16.1,29.79522746,58.55794703,125.084825,48.6271259,3.887531994,12.4,14.21738035,17.78378533,36.57173851,183.0819629,9.870308535,20.2979476,,
1053,Genetic bank,ABC-18931-1,Tephrosia,linearis,Tephrosia linearis,Fabaceae,Fabales,Shrub,F24 3491,7,21,3,3,12.5,16.3,30.68023421,59.00045041,126.1056381,51.24665005,4.063787378,12.5,14.324,18.06337161,35.24790711,146.4626704,10.02548376,19.56319827,,
1054,Genetic bank,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,F24 3492,7,21,3,1,13.1,17.4,32.8927511,66.52300783,147.370942,67.4566859,4.577339668,13.1,15.27383592,22.50919588,33.36836902,149.0269459,12.49299315,18.52002212,,
1055,Genetic bank,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,F24 3492,7,21,3,2,13.1,17.6,33.33525448,68.73552472,152.3941838,66.29993582,4.350555523,13.1,15.41759657,23.49552046,35.43822504,168.4585347,13.04042035,19.66882801,,
1056,Genetic bank,ABC-19038-1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Shrub,F24 3492,7,21,3,3,13.2,17.9,31.56524097,61.65547067,136.6422938,62.76744771,4.593559283,13.2,15.4937799,21.17105626,33.72935658,203.2771392,11.7503025,18.72037646,,
1057,Genetic bank,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,F24 3493,7,21,3,1,14.2,17.3,34.66276461,70.06303486,150.7119186,61.56001533,4.084614932,14.2,15.76631579,23.76171702,38.5992708,404.6172183,13.18816405,21.4232631,,
1058,Genetic bank,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,F24 3493,7,21,3,2,13.9,16.2,33.33525448,68.29302135,146.9044596,62.0117443,4.22122953,13.9,15.07732181,22.14925814,35.71784407,350.2207794,12.29322147,19.82402142,,
1059,Genetic bank,ABC-19118-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Climber,F24 3493,7,21,3,3,13.6,16.8,35.54777137,69.1780281,148.8677005,61.80287648,4.15153027,13.6,15.15565032,22.56186813,36.50617805,368.929112,12.52222715,20.26156041,,
1060,Genetic bank,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3494,7,21,3,1,13.7,18,32.00774435,59.44295378,128.7684445,51.23765726,3.979053833,13.7,15.68461538,20.19683526,39.41795222,220.2199375,11.20959299,21.87764545,Muestra en la manguera,
1061,Genetic bank,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3494,7,21,3,2,13.6,18,33.77775786,64.75299432,140.2993703,51.769582,3.689936875,13.6,15.7047836,22.03371249,42.56111725,227.0782658,12.22909164,23.62215642,,
1062,Genetic bank,ABC-19127-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3494,7,21,3,3,13.7,17.8,31.56524097,61.2129673,132.6027406,50.54445648,3.811720349,13.7,15.68578313,20.79977832,41.15145314,245.3379703,11.54423683,22.83976845,,
1063,Genetic bank,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3495,7,21,3,1,13.3,17.7,31.12273759,61.65547067,132.9893158,48.59928307,3.654374998,13.3,15.47894737,20.5853462,42.35730426,194.7076375,11.42522329,23.50903669,,
1064,Genetic bank,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3495,7,21,3,2,13.4,17.7,29.79522746,58.55794703,126.2575515,46.35590826,3.671535499,13.4,15.51209068,19.58518589,42.24960015,235.1426937,10.87011701,23.44925905,,
1065,Genetic bank,ABC-19128-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3495,7,21,3,3,13.2,17.5,29.79522746,59.00045041,127.1354186,48.26274412,3.796168264,13.2,15.3285,19.48795263,40.378874,190.3882662,10.81615087,22.41097366,,
1066,Genetic bank,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3496,7,21,3,1,14,18.3,33.33525448,59.88545716,128.1562312,42.11238892,3.286019613,14,15.90640394,20.38504781,48.40629642,486.6411275,11.31405422,26.86633199,,
1067,Genetic bank,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3496,7,21,3,2,13.9,18.3,35.10526799,63.42548419,135.5692859,54.42940308,4.014877171,13.9,15.86465116,21.50759428,39.51466132,130.3021282,11.93708693,21.93132068,,
1068,Genetic bank,ABC-19129-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3496,7,21,3,3,14.1,18.2,34.66276461,62.98298081,134.7311093,52.29657759,3.88155177,14.1,15.94355972,21.48093488,41.0752211,149.4521678,11.9222905,22.79745836,,
1069,Genetic bank,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3497,7,21,3,1,14,18.2,33.33525448,62.54047743,134.2847942,52.74087372,3.927538783,14,15.96132075,21.43362673,40.63949877,271.6204534,11.89603366,22.55562492,,
1070,Genetic bank,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3497,7,21,3,2,13.5,18.4,35.54777137,64.31049094,138.0301062,44.45355497,3.220569496,13.5,15.69151376,21.65901312,48.72279198,-5465.336977,12.021127,27.0419925,,
1071,Genetic bank,ABC-19133-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3497,7,21,3,3,14.1,18.5,33.77775786,61.65547067,132.3051705,53.97089869,4.079273584,14.1,16.08947368,21.28720558,39.4420069,233.3855779,11.81476739,21.89099622,,
1072,Genetic bank,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3498,7,21,3,1,13.3,18.2,36.8752815,64.31049094,137.1362915,54.30246786,3.95974452,13.3,15.39036697,21.10577851,38.86707058,185.5924641,11.71407223,21.57189661,,
1073,Genetic bank,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3498,7,21,3,2,13.9,17.9,35.54777137,68.29302135,145.51229,54.38160347,3.737251574,13.9,15.81792657,23.01702717,42.32502482,201.0002114,12.7748483,23.49112104,,
1074,Genetic bank,ABC-19137-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3498,7,21,3,3,13.6,18.4,36.8752815,65.63800108,139.9391043,55.61211336,3.97402239,13.6,15.70337079,21.97515642,39.51505363,173.2816646,12.19659201,21.93153841,,
1075,Genetic bank,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3499,7,21,3,1,13.7,17.7,31.56524097,59.00045041,127.229718,50.05732587,3.934405159,13.7,15.56,19.79694412,39.54854514,484.0260854,10.98764649,21.95012678,,
1076,Genetic bank,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3499,7,21,3,2,13.3,17.5,33.77775786,62.09797405,133.9628312,55.60313992,4.150639356,13.3,15.21543943,20.38303343,36.65806187,211.5328521,11.3129362,20.34585856,,
1077,Genetic bank,ABC-19138-1,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24 3499,7,21,3,3,13.7,17.4,32.8927511,61.65547067,132.9550553,56.95786806,4.283994162,13.7,15.42607656,20.50974861,36.00863113,186.6117373,11.38326532,19.98541326,,
1078,Genetic bank,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3500,7,21,3,1,12.7,18.1,29.35272408,53.24790649,112.5682642,50.38345476,4.47581342,12.7,15.1232687,17.02400107,33.78887205,195.867076,9.448615125,18.75340857,,
1079,Genetic bank,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3500,7,21,3,2,12.7,17.7,27.58271056,52.36289974,110.5425639,46.42064731,4.199345994,12.7,15.06619718,16.65456066,35.87748474,352.1940879,9.243569305,19.91262475,,
1080,Genetic bank,ABC-19139-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3500,7,21,3,3,12.9,17.9,28.9102207,54.13291325,114.3934475,46.9165203,4.101329343,12.9,15.22970027,17.42177919,37.1335706,333.4519298,9.669388864,20.60977413,,
1081,Breeding,ABC-PM21_0053,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0990,9,23,1,1,13.6,18.3,30.82773534,72.93930681,152.1510712,51.54232281,3.387575415,13.6,16.31354904,24.82123961,48.15700625,127.4572974,13.77621742,26.72797163,,
1082,Breeding,ABC-PM21_0053,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0990,9,23,1,2,13.7,18.3,31.71274209,72.49680344,151.3187298,42.01628053,2.776674149,13.7,16.28779247,24.64648068,58.65935863,247.7501605,13.67922319,32.55695891,,
1083,Breeding,ABC-PM21_0053,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0990,9,23,1,3,13.6,18.4,32.15524547,72.93930681,152.2423436,46.83782091,3.076530472,13.6,16.28392315,24.79102624,52.92950388,167.8510361,13.75944847,29.37679039,,
1084,Breeding,ABC-PM21_3550,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0991,9,23,1,1,13.4,17.8,30.82773534,69.84178317,144.3712945,47.84658131,3.314133982,13.4,15.85786695,22.89420779,47.84920294,134.4554029,12.70668142,26.55713547,Cambio de filtro ,
1085,Breeding,ABC-PM21_3550,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0991,9,23,1,2,13.5,18.8,29.05772183,66.74425952,137.9959208,44.73485824,3.241752218,13.5,16.49259669,22.75911067,50.87556228,163.5506013,12.63170018,28.23681727,,
1086,Breeding,ABC-PM21_3550,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0991,9,23,1,3,13.7,19.1,29.94272858,66.30175614,137.1632794,48.77718186,3.556139958,13.7,16.66129032,22.85317219,46.85217825,127.2592729,12.68390595,26.00376952,,
1087,Breeding,ABC-PM21_3595,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0992,9,23,1,1,13.9,17.9,29.94272858,68.07176966,141.9915334,48.54061901,3.418557279,13.9,16.14052004,22.91817191,47.21442037,132.6807711,12.71998192,26.20482016,,
1088,Breeding,ABC-PM21_3595,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0992,9,23,1,2,14,17.5,29.94272858,69.39927979,144.6737948,51.61507746,3.567686707,14,15.98990436,23.13320142,44.81868972,113.6899283,12.83932701,24.87514821,,
1089,Breeding,ABC-PM21_3595,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0992,9,23,1,3,14.1,17.7,29.05772183,68.51427303,142.9145553,48.04000079,3.361449133,14.1,16.17319699,23.11385255,48.11376388,137.8076289,12.82858806,26.70397137,,
1090,Breeding,ABC-PM21_0086,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0993,9,23,1,1,13.6,18.6,32.15524547,72.05430006,147.7583722,51.78914613,3.504988946,13.6,16.36867963,24.18609458,46.70108774,126.1984005,13.42370093,25.91991167,,
1091,Breeding,ABC-PM21_0086,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0993,9,23,1,2,13.7,18.6,31.71274209,70.28428655,144.0710947,47.9137273,3.325700232,13.7,16.38908709,23.61193718,49.2801093,154.4301803,13.10503365,27.35131326,,
1092,Breeding,ABC-PM21_0086,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0993,9,23,1,3,13.7,18.6,31.71274209,68.95677641,141.3499197,41.08778129,2.906813203,13.7,16.34652406,23.10579865,56.23520648,272.9965083,12.824118,31.21151252,,
1093,Breeding,ABC-CIAT_16048,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0994,9,23,1,1,14.3,18.2,31.71274209,67.62926628,138.557069,46.95724626,3.389018445,14.3,16.37121047,22.68346939,48.30664317,161.34112,12.58971796,26.81102271,,
1094,Breeding,ABC-CIAT_16048,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0994,9,23,1,2,,,,,,,,,,,,,,,"Manguera rota 8h, Se descarat muestra",
1095,Breeding,ABC-CIAT_16048,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0994,9,23,1,3,14.2,18.2,33.04025223,72.93930681,149.436141,54.04600361,3.616662158,14.2,16.38806876,24.48969753,45.31268899,115.8010419,13.59220583,25.14932635,,
1096,Breeding,ABC-PM21_0185,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0995,9,23,1,1,13.4,18.8,30.38523196,70.28428655,145.6008677,50.55092848,3.471883738,13.4,16.46547744,23.97387802,47.4251982,137.9231687,13.30591708,26.32180551,,
1097,Breeding,ABC-PM21_0185,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0995,9,23,1,2,13.5,19.2,38.79279614,77.3643406,160.2679016,44.89546282,2.801276012,13.5,16.34184938,26.19073908,58.33716246,223.3449404,14.53631332,32.37813446,Residuo de ,
1098,Breeding,ABC-PM21_0185,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0995,9,23,1,3,13,18.7,31.71274209,74.70932033,154.8296586,50.42753143,3.256968457,13,16.2804541,25.2069715,49.98652677,146.0540836,13.99030529,27.74338718,,
1099,Breeding,ABC-PM21_0215,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0996,9,23,1,1,13.6,18.2,30.38523196,74.26681695,155.2605219,43.63803592,2.810633082,13.6,16.31797418,25.33537187,58.05800224,233.0233514,14.06156972,32.22319571,,
1100,Breeding,ABC-PM21_0215,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0996,9,23,1,2,13.5,18.2,30.38523196,73.82431357,154.4280171,47.47411359,3.074190453,13.5,16.26553447,25.11854234,52.9099765,170.7752465,13.94122558,29.36595236,,
1101,Breeding,ABC-PM21_0215,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0996,9,23,1,3,14.1,18.4,28.17271507,69.39927979,145.2006268,46.52209602,3.203987272,14.1,16.6544102,24.182308,51.98026331,175.7879676,13.42159932,28.84994545,,
1102,Breeding,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0997,9,23,1,1,13.7,19.1,33.92525898,70.28428655,146.0490546,36.18535969,2.477616839,13.7,16.49349423,24.08859239,66.5699957,546.9318431,13.36958553,36.94749934,,
1103,Breeding,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0997,9,23,1,2,13.9,19.4,30.38523196,68.51427303,142.3710091,48.46619734,3.404218151,13.9,16.96081808,24.14728786,49.8229471,144.7232201,13.40216254,27.65259763,,
1104,Breeding,ABC-CIAT_16051,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0997,9,23,1,3,13.8,19.5,32.15524547,70.28428655,146.0198798,48.08175519,3.292822544,13.8,16.89223505,24.66602131,51.30016824,151.3187032,13.69006857,28.47248092,,
1105,Breeding,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0998,9,23,1,1,14.3,18.92,30.38523196,68.07176966,141.248922,49.80575001,3.526097708,14.3,16.85776815,23.81141578,47.80856784,137.8457376,13.21574772,26.53458229,,
1106,Breeding,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0998,9,23,1,2,14.2,18.7,30.82773534,71.1692933,147.5582841,47.19197954,3.198192485,14.2,16.7507772,24.71715942,52.37576313,168.6005599,13.71845111,29.06945469,,
1107,Breeding,ABC-PM21_6080,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0998,9,23,1,3,14.2,18.6,29.94272858,70.28428655,145.8107441,32.09882482,2.201403266,14.2,16.72549843,24.3875737,75.97653134,-5632.669969,13.53552534,42.16828937,,
1108,Breeding,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0999,9,23,1,1,13.8,18,34.81026574,77.3643406,158.7635117,55.67348179,3.506692514,13.8,16.11020019,25.57711956,45.94129689,99.49867714,14.19574387,25.49821461,,
1109,Breeding,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0999,9,23,1,2,13.9,17.9,33.48275561,72.93930681,149.6228613,48.265363,3.225801364,13.9,16.06380182,24.03511991,49.79786418,131.3547364,13.33990738,27.63867617,,
1110,Breeding,ABC-PM21_3684,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 0999,9,23,1,3,13.8,18,34.81026574,76.47933384,156.9159837,50.79918847,3.237349521,13.8,16.08833173,25.24516399,49.69599861,121.18631,14.01150278,27.58213902,,
1111,Breeding,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1000,9,23,1,1,14.1,19,32.15524547,73.82431357,155.5718433,50.37248934,3.237892428,14.1,16.86573427,26.23833368,52.08861826,145.9544096,14.56272914,28.91008432,,
1112,Breeding,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1000,9,23,1,2,13.7,19,32.59774885,75.1518237,158.1795235,26.22677633,1.658038648,13.7,16.70107949,26.41768796,100.7279264,-428.2580357,14.66227387,55.90574186,,
1113,Breeding,ABC-PM21_0076,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1000,9,23,1,3,14.2,19.1,31.27023872,72.93930681,153.6146773,56.82573604,3.699238707,14.2,16.99929221,26.11340789,45.95348816,106.8893329,14.49339317,25.50498097,,
1114,Breeding,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1001,9,23,1,1,13.5,18,29.94272858,69.84178317,145.1655113,50.22014275,3.459509239,13.5,16.07074974,23.32918603,46.45384251,107.9728696,12.94810186,25.7826863,,
1115,Breeding,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1001,9,23,1,2,13.5,18,30.82773534,71.61179668,148.933775,51.12615694,3.432811459,13.5,16.06282183,23.92296693,46.79203045,106.265072,13.27766054,25.97038645,,
1116,Breeding,ABC-CIAT_6890,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1001,9,23,1,3,13.4,17.8,31.27023872,73.82431357,153.5045295,52.57066203,3.424697772,13.4,15.93626374,24.46288667,46.53334337,102.111452,13.57732534,25.82681064,,
1117,Breeding,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1002,9,23,1,1,14,18,28.17271507,66.74425952,139.5352874,48.63405428,3.485430473,14,16.31160221,22.76044102,46.79939059,142.4940651,12.63243855,25.97447146,,
1118,Breeding,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1002,9,23,1,2,13.1,17.9,30.82773534,69.84178317,145.9817618,56.29437707,3.856260971,13.1,15.7813094,23.0378335,40.92386256,97.48069175,12.78639617,22.71345175,,
1119,Breeding,ABC-PM21_6638,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1002,9,23,1,3,13.2,17.8,29.5002252,68.95677641,144.0167498,50.27263467,3.490749148,13.2,15.83208556,22.80085505,45.35440643,129.4658293,12.65486903,25.17248025,,
1120,Breeding,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1003,9,23,1,1,13.2,18.2,30.38523196,72.05430006,150.9098436,46.48832198,3.080536091,13.2,16.09150461,24.28366444,52.23605286,209.0656265,13.4778539,28.99191307,,
1121,Breeding,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1003,9,23,1,2,13.4,18.1,27.73021169,68.07176966,142.6258858,44.6650254,3.131621244,13.4,16.18537378,23.08453273,51.68368879,235.7480766,12.81231505,28.68534146,,
1122,Breeding,ABC-PM21_0052,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1003,9,23,1,3,13.3,18.2,29.94272858,68.95677641,144.4512924,44.96936127,3.113115883,13.3,16.07229947,23.21664429,51.62769414,229.9504051,12.88563925,28.65426346,,
1123,Breeding,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1004,9,23,1,1,13.8,18.7,25.5176948,61.87672236,128.7208109,47.6601947,3.702602119,13.8,16.67926103,21.46968004,45.04740312,120.362796,11.91604387,25.0020881,,
1124,Breeding,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1004,9,23,1,2,13.6,17.9,27.28770831,64.53174263,134.1366829,42.83807272,3.193613543,13.6,16.08171429,21.5714781,50.35585574,165.7387474,11.97254355,27.94837114,,
1125,Breeding,ABC-PM21_4449,Megathyrsus ,maximus,Megathyrsus maximus,Poaceae,Poales,Grass,F25 1004,9,23,1,3,13.6,17.9,24.63268804,62.76172912,130.5618713,41.50257055,3.178766521,13.6,16.21233843,21.16713243,51.00197928,181.2278096,11.74812471,28.30698089,,
