subset,id,no,requisitioner,id_lab,tax_order,family,genus,species,tax_name,functional_group,set_ciat,batch,run,replication,syrange,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,ch4_ml_g_ndf_digested_24h,methane_intensity,tddm
1,ABC-8797,350,Genetic bank,F24-3454,Fabales,Fabaceae,Desmanthus,virgatus,Desmanthus virgatus,Shrub_Trees,3,7,1,1,44,29.35,54.44,3.92,8.56,13.23,15.52,117.15,207.39,37.41,49.41
1,ABC-8819,353,Genetic bank,F24-3455,Fabales,Fabaceae,Coursetia,caribaea,Coursetia caribaea,Herbaceous_legumes,3,7,1,1,47,30.66,63.85,4.95,11.49,16.19,17.87,139.09,725.23,38.36,65.65
1,ABC-905,26,Genetic bank,F24-3423,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,1,1,1,1,26,38.42,76.32,4.64,11.79,12.08,15.4,166.0,908.11,40.88,63.42
1,ABC-913,29,Genetic bank,F24-3424,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,1,1,1,1,29,23.96,58.27,3.24,9.37,13.53,16.14,122.89,102.87,32.83,60.86
1,ABC-9170,1018,Genetic bank,F24-3456,Fabales,Fabaceae,Indigofera,lespedezioides,Indigofera lespedezioides,Herbaceous_legumes,6,17,2,1,155,28.1,44.6,4.25,7.45,15.12,16.69,95.77,468.11,38.2,42.54
1,ABC-9254,1021,Genetic bank,F24-3457,Fabales,Fabaceae,Crotalaria,pallida,Crotalaria pallida,Herbaceous_legumes,6,17,2,1,158,31.49,68.2,5.74,14.19,18.25,20.76,150.13,222.84,52.29,59.58
1,ABC-9283,1024,Genetic bank,F24-3458,Fabales,Fabaceae,Crotalaria,pallida,Crotalaria pallida,Herbaceous_legumes,6,17,2,1,161,32.82,67.76,5.95,14.11,18.13,20.82,145.95,254.6,50.83,60.12
1,ABC-9288,1027,Genetic bank,F24-3459,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,6,17,2,1,164,39.46,68.94,7.65,15.62,19.38,22.66,147.0,168.49,49.11,68.02
1,ABC-9336,1030,Genetic bank,F24-3460,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,6,17,2,1,167,46.54,77.42,8.66,15.66,18.63,20.19,171.22,214.71,50.58,69.15
1,ABC-9349,1033,Genetic bank,F24-3461,Fabales,Fabaceae,Mucuna,pruriens,Mucuna pruriens,Herbaceous_legumes,6,17,2,1,170,30.09,59.72,5.22,11.06,17.35,18.52,130.61,295.65,43.23,56.47
1,ABC-9356,1036,Genetic bank,F24-3462,Fabales,Fabaceae,Tephrosia,noctiflora,Tephrosia noctiflora,Shrub_Trees,6,17,2,1,173,32.3,59.94,6.04,12.28,18.7,20.48,128.77,375.49,49.48,53.77
1,ABC-9432,1039,Genetic bank,F24-3463,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,6,17,2,1,176,37.61,70.8,6.57,13.41,17.47,18.95,155.07,-897.64,54.34,55.33
1,ABC-9433,1042,Genetic bank,F24-3464,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,6,17,2,1,179,39.97,68.5,7.18,13.26,17.95,19.36,145.22,817.83,46.43,61.82
1,ABC-9435,1045,Genetic bank,F24-3465,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,6,17,2,1,182,27.95,48.29,4.48,9.13,16.03,18.91,102.03,938.75,44.69,43.26
1,ABC-9530,1048,Genetic bank,F24-3466,Fabales,Fabaceae,Crotalaria,maypurensis,Crotalaria maypurensis,Herbaceous_legumes,6,17,2,1,185,47.13,83.98,8.02,16.13,17.02,19.21,179.99,-1583.51,51.12,68.2
1,ABC-955,32,Genetic bank,F24-3425,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,1,1,1,1,32,37.78,84.29,4.83,12.25,12.82,14.54,183.5,138.42,45.45,59.65
1,ABC-9562,1051,Genetic bank,F24-3467,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,6,17,2,1,188,19.25,33.54,3.21,6.04,16.7,18.01,71.37,-159.55,40.6,35.83
1,ABC-989,156,Genetic bank,F24-3426,Fabales,Fabaceae,Indigofera,hirsuta,Indigofera hirsuta,Herbaceous_legumes,2,4,1,1,3,24.89,43.03,3.73,6.9,14.92,15.99,93.13,49.86,29.71,50.48
1,ABC-9982,1054,Genetic bank,F24-3468,Fabales,Fabaceae,Crotalaria,incana,Crotalaria incana,Herbaceous_legumes,6,17,2,1,191,45.21,84.79,7.71,16.11,17.05,19.0,180.65,178.64,47.26,72.64
1,ABC-BH-08-1149,639,Breeding,F24-3602,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,97,37.6,80.76,6.32,15.09,16.71,18.65,171.54,119.09,55.06,58.29
1,ABC-BH-16-0550,642,Breeding,F24-3603,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,100,38.92,85.33,6.36,15.6,16.28,18.26,179.21,128.43,58.06,56.56
1,ABC-BH-16-0562,647,Breeding,F24-3604,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,105,39.07,80.07,6.48,15.63,15.79,18.02,180.76,125.98,57.88,56.42
1,ABC-BH-16-3249,650,Breeding,F24-3605,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,108,39.61,86.22,6.43,15.67,16.17,18.16,178.91,115.99,55.41,59.07
1,ABC-BH-16-B-0733,653,Breeding,F24-3606,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,111,38.14,82.14,6.36,15.25,16.61,18.55,169.84,119.57,54.65,57.87
1,ABC-BH-16-B-0741,656,Breeding,F24-3607,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,114,37.84,81.5,6.24,15.23,16.41,18.67,168.39,130.36,53.66,58.82
1,ABC-BH-16-B-1194,659,Breeding,F24-3608,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,117,39.76,87.64,6.33,15.75,15.93,17.98,180.29,127.72,56.09,57.89
1,ABC-BH-16-B-1618,662,Breeding,F24-3609,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,120,35.19,77.07,5.78,13.49,16.37,17.53,158.9,126.29,49.87,55.96
1,ABC-BH-16-B-1707,665,Breeding,F24-3610,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,123,40.01,89.41,6.37,16.1,15.83,17.95,184.66,130.17,58.33,56.99
1,ABC-BR-02-1752,462,Breeding,F24-3582,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,54,37.05,74.98,5.18,10.95,13.98,14.61,156.06,100.28,33.83,67.39
1,ABC-BR-02-1794,465,Breeding,F24-3583,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,57,38.62,76.6,5.32,11.11,13.79,14.51,157.75,116.14,35.77,63.97
1,ABC-BR-06-0423,468,Breeding,F24-3584,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,60,34.15,74.44,4.44,10.69,13.06,14.39,153.75,102.7,34.29,64.5
1,ABC-BR-09-1232,471,Breeding,F24-3585,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,63,39.81,81.29,5.48,11.69,13.71,14.37,167.08,108.2,36.04,66.64
1,ABC-BR-12-4951,474,Breeding,F24-3586,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,66,35.72,75.13,5.12,11.3,14.34,15.02,156.86,103.45,35.76,65.93
1,ABC-BR-15-0722,477,Breeding,F24-3587,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,69,31.69,71.1,4.52,10.48,14.28,14.74,149.27,105.0,36.15,60.89
1,ABC-BR-15-6487,480,Breeding,F24-3588,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,72,33.48,72.69,4.69,10.48,14.01,14.41,152.82,106.37,36.06,61.15
1,ABC-BR-19-0029,485,Breeding,F24-3589,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,77,36.69,76.53,5.1,11.37,13.78,14.87,159.25,117.48,38.23,62.0
1,ABC-BR-19-0423,488,Breeding,F24-3590,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,80,37.69,77.71,5.23,11.2,13.93,14.41,162.91,107.12,37.16,63.48
1,ABC-CIAT-16048,1584,Breeding,F25-0994,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,15,35.25,69.05,5.38,11.51,15.06,16.67,141.48,155.1,48.72,48.5
1,ABC-CIAT-16051,1593,Breeding,F25-0997,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,24,35.25,69.49,5.28,11.73,14.93,16.89,144.4,212.21,53.87,45.79
1,ABC-CIAT-16888,668,Breeding,F24-3611,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,13,1,1,126,40.65,84.1,6.68,15.36,16.38,18.25,181.95,145.13,62.67,53.26
1,ABC-CIAT-6799,1619,Breeding,F25-1005,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,50,26.99,64.22,4.04,10.42,14.92,16.22,133.68,175.55,51.97,42.1
1,ABC-CIAT-6890,1605,Breeding,F25-1001,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,36,34.66,73.91,4.99,11.98,14.33,16.21,153.66,104.95,47.38,52.75
1,ABC-CIAT-6962,491,Breeding,F24-3591,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,10,1,1,83,31.29,68.88,4.63,10.92,14.82,15.87,143.8,98.89,40.73,56.51
1,ABC-Mulato-II,494,Breeding,F24-3592,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,10,1,1,86,33.95,73.8,4.81,10.8,14.21,14.64,152.58,91.55,34.27,65.32
1,ABC-PM-21-0047,1628,Breeding,F25-1008,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,59,35.11,72.44,5.09,11.69,14.43,16.14,150.62,-90.3,50.93,48.46
1,ABC-PM-21-0052,1611,Breeding,F25-1003,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,42,33.83,70.08,4.83,11.35,14.21,16.2,146.81,164.15,47.43,50.41
1,ABC-PM-21-0053,1572,Breeding,F25-0990,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,3,34.66,72.78,5.09,11.95,14.63,16.41,151.89,141.09,49.04,51.43
1,ABC-PM-21-0055,1622,Breeding,F25-1006,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,53,32.6,67.57,4.63,11.01,14.16,16.3,140.3,197.07,49.43,46.4
1,ABC-PM-21-0059,1637,Breeding,F25-1011,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,69,33.73,69.68,4.82,11.42,14.2,16.39,142.81,282.6,48.85,49.0
1,ABC-PM-21-0062,1643,Breeding,F25-1013,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,75,35.01,72.83,4.91,11.52,13.96,15.8,148.33,177.35,51.57,45.38
1,ABC-PM-21-0076,1602,Breeding,F25-1000,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,33,35.2,71.8,5.26,12.07,14.89,16.81,151.21,81.03,56.0,47.61
1,ABC-PM-21-0086,1581,Breeding,F25-0993,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,12,34.86,69.24,5.18,11.48,14.82,16.59,141.97,189.58,51.77,45.62
1,ABC-PM-21-0185,1587,Breeding,F25-0995,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,18,34.76,69.19,5.0,11.41,14.37,16.5,143.33,195.92,50.84,46.89
1,ABC-PM-21-0215,497,Breeding,F24-3593,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,10,1,1,89,32.91,69.73,4.85,11.41,14.73,16.37,145.48,146.86,47.15,51.02
1,ABC-PM-21-0631,500,Breeding,F24-3594,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,10,1,1,92,38.59,75.64,5.44,11.96,14.13,15.82,156.18,125.16,43.25,57.12
1,ABC-PM-21-0906,1646,Breeding,F25-1014,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,78,32.84,66.83,4.53,10.41,13.73,15.55,137.11,142.26,43.95,48.6
1,ABC-PM-21-2195,503,Breeding,F24-3595,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,10,1,1,95,34.4,71.5,4.93,11.33,14.32,15.85,147.49,172.6,46.88,50.39
1,ABC-PM-21-2627,1634,Breeding,F25-1010,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,65,29.84,64.13,4.28,10.24,14.24,15.97,131.64,154.9,43.9,47.9
1,ABC-PM-21-3522,506,Breeding,F24-3596,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,10,1,1,98,34.65,70.14,4.88,11.06,14.07,15.76,144.88,129.51,45.99,51.2
1,ABC-PM-21-3534,624,Breeding,F24-3597,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,13,1,1,82,36.81,75.35,6.32,14.2,17.12,18.84,154.81,115.55,50.14,58.31
1,ABC-PM-21-3537,627,Breeding,F24-3598,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,13,1,1,85,42.51,81.69,7.29,15.76,17.09,19.29,168.13,129.62,50.43,65.81
1,ABC-PM-21-3545,630,Breeding,F24-3599,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,13,1,1,88,33.47,72.0,5.64,13.77,16.87,18.98,156.09,141.19,51.18,58.21
1,ABC-PM-21-3550,1575,Breeding,F25-0991,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,6,32.84,66.14,4.82,10.98,14.62,16.61,136.77,172.84,50.76,45.11
1,ABC-PM-21-3595,1578,Breeding,F25-0992,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,9,31.96,67.27,4.75,10.94,14.84,16.26,140.27,170.26,50.57,45.29
1,ABC-PM-21-3670,633,Breeding,F24-3600,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,13,1,1,91,35.02,71.89,5.76,13.47,16.6,18.79,150.95,128.75,48.38,58.76
1,ABC-PM-21-3684,1599,Breeding,F25-0999,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,30,37.37,75.09,5.46,12.18,14.59,16.22,154.08,115.73,47.31,53.76
1,ABC-PM-21-4449,1614,Breeding,F25-1004,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,45,29.7,65.7,4.34,10.77,14.56,16.39,136.64,199.67,52.89,42.72
1,ABC-PM-21-6080,1596,Breeding,F25-0998,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,27,32.2,64.81,4.86,10.91,15.08,16.84,134.46,-490.27,50.46,45.89
1,ABC-PM-21-6529,1625,Breeding,F25-1007,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,56,30.63,65.85,4.36,10.54,14.17,15.99,136.31,165.2,46.72,46.81
1,ABC-PM-21-6628,636,Breeding,F24-3601,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,13,1,1,94,36.86,73.29,6.34,14.13,17.23,19.34,155.16,119.98,49.84,60.12
1,ABC-PM-21-6638,1608,Breeding,F25-1002,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,23,1,1,39,33.58,67.81,4.76,10.78,14.13,15.91,141.66,152.59,45.83,49.71
1,AMC-ICARDA-156302,2202,LMF,F25-0769,Fabales,Fabaceae,Trifolium,repens,Trifolium repens,Herbaceous_legumes,11,29,1,1,4,37.76,86.99,6.03,14.08,15.97,16.19,191.4,-75.1,43.67,72.0
1,AMC-ICARDA-165072,2235,LMF,F25-0770,,,Vicia ,tenuifolia,Vicia tenuifolia,,11,29,1,1,37,43.07,86.99,6.19,14.43,14.37,16.59,191.46,,56.12,56.78
1,AMC-ICARDA-168125,2226,LMF,F25-0773,,,Lathyrus,sylvestris,Lathyrus sylvestris,,11,29,1,1,28,30.24,61.77,4.7,10.3,15.53,16.67,135.95,,55.1,42.32
1,CIAT-ABC-10625-1,1536,LMF,F25-0914,Fabales,Fabaceae,Stylosanthes, scabra,Stylosanthes scabra,Herbaceous_legumes,8,22,1,1,154,42.92,85.51,5.51,12.93,12.83,15.12,184.87,,48.76,58.39
1,CIAT-ABC-1853-1,1533,LMF,F25-0913,Fabales,Fabaceae,Stylosanthes , guianensis,Stylosanthes guianensis,Herbaceous_legumes,8,22,1,1,151,42.19,86.1,5.2,12.79,12.33,14.85,186.57,,43.71,63.99
1,CIAT-ABC-22192-1,1556,LMF,F25-0908,Fabales,Fabaceae,Leucaena ,diversifolia,Leucaena diversifolia,Shrub_Trees,8,22,1,1,174,21.54,34.33,2.24,4.26,10.4,12.42,75.31,,25.86,36.2
1,CIAT-ABC-22752-1,1530,LMF,F25-0904,Fabales,Fabaceae,Labalab , purpureues,Labalab purpureues,Herbaceous_legumes,8,22,1,1,148,51.18,86.25,6.78,13.1,13.23,15.19,190.32,,40.64,71.48
1,CIAT-ABC-6818-1,1539,LMF,F25-0926,Poales,Poaceae,Panicum , maximum,Panicum maximum,Grass,8,22,1,1,157,34.37,74.16,4.48,12.53,13.03,16.9,162.2,,55.81,51.66
1,FAO,511,FAO,FAO,FAO,FAO,FAO,FAO,FAO,FAO,4,10,1,1,103,12.96,34.07,2.07,5.63,16.04,16.07,,,,
1,Hohenheimer-Heustandard,671,LMF,F25-0017,Forage,Forage,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,5,13,1,1,129,27.34,49.7,4.48,8.87,16.32,17.74,195.85,,65.42,56.33
1,Homenheim-Concentrate,674,LMF,F25-0018,Concentrate,Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,5,13,1,1,132,31.89,56.61,5.44,10.56,16.76,18.28,226.53,,67.39,66.13
1,ICARDA-165563,1494,LMF,F25-0772,Fabales,Fabaceae,Trifolium ,pratense,Trifolium pratense,Herbaceous_legumes,8,22,1,1,112,40.12,82.12,5.55,13.39,13.83,16.31,181.25,,47.84,61.79
1,ICARDA-IFLA-ENT-27,2229,LMF,F25-0798,,,Lathyrus,sativus,Lathyrus sativus,,11,29,1,1,31,52.66,93.18,8.06,16.35,15.3,17.55,205.04,,66.26,54.67
1,ICARDA-J-13,1503,LMF,F25-0788,Fabales,Fabaceae,Cichorium ,pumilum,Cichorium pumilum,Herbaceous_legumes,8,22,1,1,121,47.35,89.2,6.06,12.94,12.8,14.5,196.48,,38.58,73.92
1,ICARDA-J-8,1497,LMF,F25-0783,Fabales,Fabaceae,Daucus ,carota,Daucus carota,Herbaceous_legumes,8,22,1,1,115,42.92,87.43,3.85,10.7,8.97,12.24,192.23,,30.27,77.75
1,ICARDA-J-9,1500,LMF,F25-0784,Fabales,Fabaceae,Fumaria , bracteosa,Fumaria bracteosa,Herbaceous_legumes,8,22,1,1,118,35.4,73.71,3.08,8.7,8.7,11.8,159.1,,30.05,62.61
1,ICARDA-T-216003,1506,LMF,F25-0813,Fabales,Fabaceae,Rhus ,tripartita (Ucria) Grande,Rhus tripartita (Ucria) Grande,Shrub_Trees,8,22,1,1,124,31.57,52.92,2.95,5.47,9.37,10.35,113.04,,31.72,37.28
1,ICARDA-T-216004,2232,LMF,F25-0814,,,Vicia ,narbonensis ,Vicia narbonensis L.,,11,29,1,1,34,48.23,84.04,6.72,13.03,13.93,15.51,184.91,,55.07,52.37
1,ICARDA-T-216008,2270,LMF,F25-0818,,,Hedysarum,coronarium,Hedysarum coronarium L.,,11,29,1,1,73,43.37,81.83,5.91,12.35,13.63,15.09,180.07,,43.58,62.41
1,ICARDA-T-216009,2273,LMF,F25-0819,,,Hedysarum,carnosum,Hedysarum carnosum Desf.,,11,29,1,1,76,37.61,69.44,4.53,9.28,12.03,13.36,152.88,,37.57,54.6
1,ICARDA-T-216010,1509,LMF,F25-0820,Fabales,Fabaceae,Retama ,raetam (Forssk.) Webb.,Retama raetam (Forssk.) Webb.,Shrub_Trees,8,22,1,1,127,31.57,61.62,4.07,9.09,12.9,14.75,131.45,,42.06,46.12
1,ILRI-10299-42,2214,LMF,F25-0863,,,Erythrina,abyssinica,Erythrina abyssinica,,11,29,1,1,16,22.72,47.9,3.22,7.31,14.17,15.24,105.44,,69.0,23.94
1,ILRI-10920-16-119721,1521,LMF,F25-0837,Fabales,Fabaceae,Arachis , pintoi,Arachis pintoi,Herbaceous_legumes,8,22,1,1,139,42.04,90.82,5.3,13.98,12.6,15.39,200.07,,44.63,69.04
1,ILRI-10925-3-119708,1515,LMF,F25-0824,Fabales,Fabaceae,Arachis , glabrata,Arachis glabrata,Herbaceous_legumes,8,22,1,1,133,44.4,88.32,5.98,14.02,13.47,15.87,196.31,,47.71,65.32
1,ILRI-13946-29,2223,LMF,F25-0850,Fabales,Fabaceae,Stylosanthes,fructicosa,Stylosanthes fructicosa,Herbaceous_legumes,11,29,1,1,25,41.08,83.23,5.59,13.32,13.9,16.01,183.17,,59.42,49.35
1,ILRI-14539-40-119745,1550,LMF,F25-0861,Fabales,Fabaceae,Centrosema , virginianum,Centrosema virginianum,Herbaceous_legumes,8,22,1,1,168,39.38,68.11,5.39,10.18,13.7,14.95,146.7,,49.76,44.27
1,ILRI-16555-48,2267,LMF,F25-0869,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Browse,11,29,1,1,70,22.86,47.31,3.08,7.44,13.5,15.73,104.14,,90.64,21.63
1,ILRI-16791-53,2255,LMF,F25-0874,,,Cenchrus,Purpureues,Cenchrus Purpureues,,11,29,1,1,57,28.62,62.5,4.35,10.15,15.2,16.23,137.54,,78.0,30.44
1,ILRI-20145-46,2258,LMF,F25-0867,,,Flemingia,macrophylla,Flemingia macrophylla,,11,29,1,1,60,22.42,36.1,3.03,5.33,13.5,14.76,79.47,,93.53,12.98
1,ILRI-21682-24,1544,LMF,F25-0845,Fabales,Fabaceae,Leucaena,pallida,Leucaena pallida,Shrub_Trees,8,22,1,1,162,26.62,45.02,2.74,5.44,10.33,12.08,98.98,,45.37,27.85
1,ILRI-21682-24-119729,1544,LMF,F25-0845,Fabales,Fabaceae,Leucaena, pallida,Leucaena pallida,Shrub_Trees,8,22,1,1,162,26.62,45.02,2.74,5.44,10.33,12.08,98.98,,45.37,27.85
1,ILRI-2273-27,1547,LMF,F25-0848,Fabales,Fabaceae,Trifolium ,burchellianum,Trifolium burchellianum,Herbaceous_legumes,8,22,1,1,165,28.25,38.76,2.86,4.51,10.12,11.65,84.87,,21.86,45.74
1,ILRI-2273-27-119732,1547,LMF,F25-0848,Fabales,Fabaceae,Trifolium ,burchellianum,Trifolium burchellianum,Herbaceous_legumes,8,22,1,1,165,28.25,38.76,2.86,4.51,10.12,11.65,84.87,,21.86,45.74
1,ILRI-6529-2-119707,1512,LMF,F25-0823,Fabales,Fabaceae,Labalab , purpureues,Labalab purpureues,Herbaceous_legumes,8,22,1,1,130,42.63,85.51,6.09,13.83,14.3,16.17,187.31,,52.52,58.47
1,ILRI-6984-4-119709,1518,LMF,F25-0825,Fabales,Fabaceae,Medicago ,sativa,Medicago sativa,Herbaceous_legumes,8,22,1,1,136,37.76,75.19,5.67,12.87,15.0,17.11,166.41,,49.15,58.04
1,ILRI-70-47-120164,1553,LMF,F25-0868,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,8,22,1,1,171,34.07,55.87,4.02,7.96,11.8,14.24,121.69,,48.94,36.88
1,ILRI-7049-18-119723,1524,LMF,F25-0839,Fabales,Fabaceae,Trifolium repens, repens,Trifolium repens,Herbaceous_legumes,8,22,1,1,142,43.07,90.82,6.1,15.14,14.17,16.72,202.32,,44.72,75.71
1,ILRI-7153-57,2220,LMF,F25-0878,,,Panicum,coloratum,Panicum coloratum,,11,29,1,1,22,29.94,64.72,4.08,8.26,13.63,12.77,142.42,,51.49,35.58
1,ILRI-7384-52,1527,LMF,F25-0873,,,Chloris,gayana,Chloris gayana,,8,22,1,1,145,25.74,70.03,3.1,11.43,12.1,16.34,154.94,,51.35,49.84
1,ILRI-7384-52-120169,1527,LMF,F25-0873,Poales,Poaceae,Chloris gayana, gayana,Chloris gayana,Grass,8,22,1,1,145,25.74,70.03,3.1,11.43,12.1,16.34,154.94,,51.35,49.84
1,LMF,35,LMF,F24-1047,Fabales,Fabaceae,Albizzia,saman,Albizzia saman,Shrub_Trees,1,1,1,1,35,17.8,39.29,1.8,5.19,10.26,13.43,64.58,47.02,13.04,77.32
1,Sample-1,2276,LMF,F25-0001,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,79,26.7,69.44,3.82,10.71,14.3,15.43,152.84,,108.29,26.16
1,Sample-2,2279,LMF,F25-0002,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,82,25.67,66.34,3.69,10.28,14.37,15.49,146.07,,50.93,47.7
1,Sample-3,2282,LMF,F25-0003,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,85,26.26,68.7,3.75,10.59,14.3,15.41,151.21,,69.49,33.66
1,Sample-4,2285,LMF,F25-0004,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,89,26.4,69.44,3.86,10.72,14.63,15.44,152.82,,57.56,41.11
1,Sample-5,2288,LMF,F25-0005,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,92,25.37,63.83,3.66,9.87,14.43,15.46,140.48,,69.12,33.18
1,Sample-6,2291,LMF,F25-0006,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,96,24.93,64.72,3.59,10.1,14.4,15.61,142.39,,74.37,31.71
1,Sample-7,2294,LMF,F25-0007,Poales,Poaceae,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,Grass,11,29,1,1,100,25.67,63.98,3.62,9.6,14.1,15.0,140.76,,78.4,28.74
1,Sample-8,677,LMF,F25-0019,Poales,Poaceae,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Grass,5,13,1,1,135,20.27,48.17,3.27,8.44,16.47,17.76,119.28,,53.79,40.17
1,nan,645,Breeding,nan,,,,,,,5,13,1,1,103,,,,,,,,,,
