subset,id,no,requisitioner,id_lab,tax_order,family,genus,species,tax_name,functional_group,set_ciat,batch,run,replication,syrange,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,ch4_ml_g_ndf_digested_24h,methane_intensity,tddm
2,ABC-11162,86,Genetic bank,F24-3636,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,14,34,1,1,89,44.47,85.2,5.53,12.7,12.44,17.57,186.22,8.39,59.15,52.92
2,ABC-11833,1355,Genetic bank,F25-0989,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,18,46,1,1,205,33.95,63.44,3.95,8.36,11.63,15.02,133.53,-6.92,63.62,30.51
2,ABC-11998,1296,Genetic bank,F25-0970,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,18,46,1,1,146,30.7,65.21,3.43,7.79,11.18,12.67,137.81,7.28,44.53,41.13
2,ABC-13149,1299,Genetic bank,F25-0971,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,18,46,1,1,149,32.62,57.39,4.35,8.26,13.32,15.82,122.36,-50.93,108.91,25.02
2,ABC-13268,954,Genetic bank,F25-0931,Fabales,Fabaceae,Tadehagi,triquetrum,Tadehagi triquetrum,Herbaceous_legumes,17,43,1,1,10,21.73,42.65,2.43,5.52,11.21,14.72,90.5,-20.5,30.9,38.94
2,ABC-13301,89,Genetic bank,F24-3637,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,14,34,1,1,92,22.2,37.7,3.1,6.03,14.0,18.83,81.39,-35.93,98.6,20.19
2,ABC-13389,1302,Genetic bank,F25-0972,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,18,46,1,1,152,23.72,33.74,3.04,4.6,12.81,15.56,71.62,-37.53,48.91,21.43
2,ABC-13651,1305,Genetic bank,F25-0973,Fabales,Fabaceae,Desmodium,heterocarpon,Desmodium heterocarpon,Herbaceous_legumes,18,46,1,1,155,26.03,50.46,3.42,7.06,13.13,14.94,106.13,-32.08,133.49,26.57
2,ABC-13692,987,Genetic bank,F25-0942,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,43,35.79,60.55,5.54,10.27,15.48,19.09,127.54,-7.33,56.63,40.73
2,ABC-13946,1308,Genetic bank,F25-0974,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,18,46,1,1,158,16.45,21.15,1.86,2.52,11.33,13.91,44.44,-45.73,129.27,11.35
2,ABC-1467,386,Genetic bank,F24-3540,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,37,1,1,181,34.86,77.59,4.59,11.53,13.24,16.27,167.5,28.34,111.33,30.52
2,ABC-1475,389,Genetic bank,F24-3541,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,37,1,1,184,34.71,72.23,4.6,10.71,13.28,16.36,159.06,17.22,114.49,27.32
2,ABC-15121,990,Genetic bank,F25-0943,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,43,1,1,46,40.37,69.79,5.49,10.58,13.6,17.31,148.59,-10.3,59.58,44.38
2,ABC-15150,993,Genetic bank,F25-0944,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,43,1,1,49,33.48,66.25,4.51,9.44,13.48,15.02,142.28,10.15,48.67,43.89
2,ABC-15154,998,Genetic bank,F25-0945,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,43,1,1,54,26.8,53.03,3.6,7.52,13.42,14.96,112.33,0.04,50.54,34.19
2,ABC-15160,1313,Genetic bank,F25-0975,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,18,46,1,1,163,28.64,56.21,3.87,8.0,13.49,15.0,118.89,-12.26,69.41,30.56
2,ABC-15401,92,Genetic bank,F24-3638,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,34,1,1,96,42.9,71.03,5.91,11.14,13.79,18.57,152.34,-9.35,58.85,45.72
2,ABC-15470,951,Genetic bank,F25-0930,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,43,1,1,7,30.78,57.8,4.23,8.44,13.77,15.56,122.56,6.75,40.38,45.55
2,ABC-15474,948,Genetic bank,F25-0929,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,43,1,1,4,29.45,56.05,3.84,7.63,13.05,13.16,118.8,5.39,35.27,47.0
2,ABC-15561,1001,Genetic bank,F25-0946,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,43,1,1,57,33.19,51.45,4.43,8.23,13.33,16.64,127.11,20.93,45.05,43.99
2,ABC-15799,1004,Genetic bank,F25-0947,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,43,1,1,60,36.0,57.61,4.78,8.1,13.26,15.39,124.07,11.93,37.78,47.56
2,ABC-15816,1007,Genetic bank,F25-0948,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,17,43,1,1,63,40.17,68.86,5.43,10.33,13.5,17.07,142.98,-4.66,47.5,46.2
2,ABC-1650,392,Genetic bank,F24-3542,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,37,1,1,187,32.45,70.06,4.19,9.95,12.92,15.36,153.2,41.47,57.45,39.43
2,ABC-17000,1316,Genetic bank,F25-0976,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,18,46,1,1,166,38.72,71.11,1.97,6.5,5.08,14.01,150.32,-24.13,41.66,39.43
2,ABC-17009,1319,Genetic bank,F25-0977,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,18,46,1,1,169,44.37,85.37,6.16,13.99,13.88,19.1,179.93,-32.34,64.87,47.23
2,ABC-1706,395,Genetic bank,F24-3543,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,37,1,1,190,35.94,71.93,4.67,10.41,13.0,15.98,155.12,32.67,119.18,32.95
2,ABC-172,383,Genetic bank,F24-3539,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,37,1,1,178,33.18,72.81,4.39,10.61,13.22,15.78,159.65,18.02,123.41,29.33
2,ABC-1727,398,Genetic bank,F24-3544,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,37,1,1,193,36.78,73.8,4.32,10.47,11.83,16.69,160.16,36.99,64.29,36.15
2,ABC-17360,318,Genetic bank,F24-3639,Fabales,Fabaceae,Alysicarpus,vaginalis,Alysicarpus vaginalis,Herbaceous_legumes,15,37,1,1,113,37.32,68.34,5.91,11.62,15.82,18.42,147.12,-0.64,40.0,62.7
2,ABC-17768,321,Genetic bank,F24-3640,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,15,37,1,1,116,48.48,96.71,7.2,15.73,14.83,17.67,206.79,21.59,54.62,62.31
2,ABC-18004,324,Genetic bank,F24-3641,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,15,37,1,1,119,43.61,92.53,6.02,14.56,13.81,17.47,199.03,9.18,53.53,58.72
2,ABC-1803,401,Genetic bank,F24-3545,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,37,1,1,196,32.71,65.49,4.82,10.14,14.73,16.27,142.52,8.54,141.13,29.01
2,ABC-18430,327,Genetic bank,F24-3642,Fabales,Fabaceae,Alysicarpus,vaginalis,Alysicarpus vaginalis,Herbaceous_legumes,15,37,1,1,122,42.43,78.86,6.53,13.2,15.38,18.33,170.13,5.74,46.1,62.24
2,ABC-18437,1337,Genetic bank,F25-0983,Fabales,Fabaceae,Flemingia,macrophylla,Flemingia macrophylla,Shrub_Trees,18,46,1,1,187,21.95,33.84,2.66,4.36,12.13,14.32,71.12,-26.5,80.16,17.68
2,ABC-18700,1322,Genetic bank,F25-0978,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,18,46,1,1,172,27.71,53.01,3.87,8.24,14.0,17.27,112.86,-36.28,81.31,26.24
2,ABC-18701,963,Genetic bank,F25-0934,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,17,43,1,1,19,23.55,47.08,3.14,7.11,13.36,16.87,99.27,-14.45,54.17,31.19
2,ABC-18708,330,Genetic bank,F24-3644,Fabales,Fabaceae,Crotalaria,pallida,Crotalaria pallida,Herbaceous_legumes,15,37,1,1,125,44.0,80.49,6.63,13.81,15.06,19.79,173.23,6.4,49.94,59.88
2,ABC-18850,333,Genetic bank,F24-3645,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,37,1,1,128,37.07,71.34,5.67,11.37,15.3,16.67,151.79,-1.89,41.53,58.68
2,ABC-18865,336,Genetic bank,F24-3646,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,37,1,1,131,36.04,71.98,5.17,10.87,14.34,15.86,154.0,-18.32,45.67,51.17
2,ABC-18873,1325,Genetic bank,F25-0979,Fabales,Fabaceae,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Herbaceous_legumes,18,46,1,1,175,31.59,58.82,4.97,9.59,15.73,16.97,123.75,-20.51,63.06,37.6
2,ABC-19032,339,Genetic bank,F24-3647,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,15,37,1,1,134,37.81,80.83,5.02,12.39,13.27,17.19,174.84,-2.5,45.7,59.15
2,ABC-19119,342,Genetic bank,F24-3648,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,37,1,1,137,38.55,66.18,5.44,10.24,14.11,17.43,143.02,-4.97,40.18,56.58
2,ABC-1964,404,Genetic bank,F24-3546,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,37,1,1,199,29.45,67.21,3.84,9.5,13.07,15.02,148.83,18.28,70.95,34.83
2,ABC-19867,1328,Genetic bank,F25-0980,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,18,46,1,1,178,37.05,63.24,5.86,10.61,15.8,18.18,131.82,-30.13,65.82,42.37
2,ABC-20207,1331,Genetic bank,F25-0981,Fabales,Fabaceae,Aeschynomene,sensitiva,Aeschynomene sensitiva,Herbaceous_legumes,18,46,1,1,181,33.36,62.01,4.13,8.08,12.38,13.8,136.61,-9.54,46.04,42.06
2,ABC-20303,345,Genetic bank,F24-3650,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,15,37,1,1,140,39.58,84.67,5.35,13.39,13.51,17.89,190.21,-25.2,52.89,58.61
2,ABC-20304,1010,Genetic bank,F25-0949,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,17,43,1,1,66,46.51,84.69,6.32,14.38,13.59,21.11,180.0,26.48,47.76,65.02
2,ABC-20589,348,Genetic bank,F24-3651,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,15,37,1,1,143,34.42,63.62,5.16,10.49,14.99,18.29,138.18,-16.66,41.75,55.03
2,ABC-20709,1334,Genetic bank,F25-0982,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,18,46,1,1,184,27.46,57.24,4.11,9.13,15.07,16.88,121.83,-35.0,72.85,34.09
2,ABC-20891,966,Genetic bank,F25-0935,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,17,43,1,1,22,26.16,45.26,3.38,6.54,12.92,16.56,94.97,-30.93,47.98,29.51
2,ABC-21603,1013,Genetic bank,F25-0950,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,43,1,1,70,47.84,90.39,6.63,14.0,13.84,17.29,190.52,11.23,56.99,53.45
2,ABC-21687,351,Genetic bank,F24-3652,Fabales,Fabaceae,Desmanthus,virgatus,Desmanthus virgatus,Shrub_Trees,15,37,1,1,146,30.24,58.13,3.82,8.54,12.63,16.91,126.5,-13.86,42.42,45.4
2,ABC-22048,354,Genetic bank,F24-3653,Fabales,Fabaceae,Aeschynomene,americana,Aeschynomene americana,Herbaceous_legumes,15,37,1,1,149,52.31,86.73,7.01,12.73,13.39,16.67,193.97,-9.57,57.52,54.68
2,ABC-22156,357,Genetic bank,F24-3654,Fabales,Fabaceae,Arachis,pintoi,Arachis pintoi,Herbaceous_legumes,15,37,1,1,152,43.04,91.27,5.4,13.15,12.54,16.11,203.44,-3.89,53.44,56.59
2,ABC-22507,360,Genetic bank,F24-3655,Fabales,Fabaceae,Desmanthus,subulatus,Desmanthus subulatus,Shrub_Trees,15,37,1,1,155,30.96,54.95,3.81,7.76,12.33,16.51,122.12,-46.44,66.19,35.99
2,ABC-22510,363,Genetic bank,F24-3656,Fabales,Fabaceae,Desmanthus,bicornutus,Desmanthus bicornutus,Shrub_Trees,15,37,1,1,158,26.3,48.13,3.29,6.95,12.51,16.87,109.39,-63.33,66.14,29.98
2,ABC-22598,368,Genetic bank,F24-3657,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,15,37,1,1,163,35.6,65.49,5.35,10.38,15.02,16.84,147.23,-16.45,54.86,47.11
2,ABC-22768,957,Genetic bank,F25-0932,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,43,1,1,13,54.92,93.93,7.78,14.76,14.17,17.89,199.4,27.68,49.54,64.18
2,ABC-22770,960,Genetic bank,F25-0933,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,43,1,1,16,50.25,95.85,7.08,14.99,14.09,17.34,205.06,22.53,47.68,68.75
2,ABC-22784,371,Genetic bank,F24-3658,Fabales,Fabaceae,Desmanthus,bicornutus,Desmanthus bicornutus,Shrub_Trees,15,37,1,1,166,28.71,53.0,3.68,7.92,12.84,17.47,114.38,-51.02,51.81,37.08
2,ABC-23248,1016,Genetic bank,F25-0951,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,73,43.81,76.09,6.2,12.36,14.13,19.07,159.69,-11.51,49.94,53.11
2,ABC-23271,1019,Genetic bank,F25-0952,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,76,43.22,69.01,5.97,11.08,13.81,19.8,145.11,-2.39,45.15,53.06
2,ABC-23279,1022,Genetic bank,F25-0953,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,79,44.25,75.84,6.38,12.44,14.41,19.2,162.17,-16.85,59.41,46.68
2,ABC-23326,1025,Genetic bank,F25-0954,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,82,38.25,66.74,5.45,10.99,14.26,19.42,139.21,-33.69,53.1,46.52
2,ABC-25113,374,Genetic bank,F24-3659,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,15,37,1,1,169,40.17,66.18,5.87,10.38,14.63,17.37,144.09,-4.4,55.26,43.93
2,ABC-25522,1340,Genetic bank,F25-0984,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,18,46,1,1,190,44.23,72.19,6.14,11.05,13.89,17.57,151.44,-11.11,59.89,43.72
2,ABC-25704,1343,Genetic bank,F25-0985,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,18,46,1,1,193,31.54,64.03,4.19,9.04,13.27,14.97,133.72,-11.92,63.12,34.37
2,ABC-2613,407,Genetic bank,F24-3547,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,37,1,1,202,28.17,56.3,3.28,6.87,11.63,12.83,123.22,10.2,88.62,30.9
2,ABC-3187,1266,Genetic bank,F25-0960,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,18,46,1,1,116,42.6,79.96,5.47,11.58,12.83,16.39,169.94,17.34,35.08,70.3
2,ABC-32379,3,Genetic bank,F24-3536,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,14,34,1,1,4,26.07,55.04,3.26,8.18,12.53,16.94,118.37,36.37,35.46,52.51
2,ABC-32380,6,Genetic bank,F24-3537,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,14,34,1,1,7,25.84,52.84,3.35,8.05,12.96,17.42,113.23,22.41,44.36,39.27
2,ABC-33114,377,Genetic bank,F24-3660,Fabales,Fabaceae,Dendrolobium,sp.,Dendrolobium sp.,Shrub_Trees,15,37,1,1,172,25.03,44.0,3.43,6.73,13.73,17.41,96.72,-34.26,58.31,26.15
2,ABC-33249,9,Genetic bank,F24-3538,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,14,34,1,1,10,31.15,61.99,4.51,9.71,14.49,16.82,133.06,26.37,50.33,41.65
2,ABC-33255,1028,Genetic bank,F25-0955,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,85,40.61,62.27,6.11,10.35,15.04,19.57,131.1,-16.61,49.45,47.06
2,ABC-33428,1031,Genetic bank,F25-0956,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,89,31.86,55.83,4.62,8.88,14.48,17.8,115.68,5.52,35.5,52.17
2,ABC-33451,1034,Genetic bank,F25-0957,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,92,28.52,51.7,3.72,7.21,13.04,15.0,107.65,-23.63,43.3,43.25
2,ABC-33463,1037,Genetic bank,F25-0958,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,43,1,1,96,35.25,57.94,5.12,9.44,14.49,19.04,120.37,-6.33,36.56,57.77
2,ABC-33729,1346,Genetic bank,F25-0986,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Shrub_Trees,18,46,1,1,196,33.51,56.55,4.79,8.42,14.3,15.77,120.08,-45.7,46.49,41.62
2,ABC-33827,1349,Genetic bank,F25-0987,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,18,46,1,1,199,26.03,44.46,3.33,6.66,12.8,18.09,94.67,-58.29,90.32,22.28
2,ABC-350,1263,Genetic bank,F25-0959,Fabales,Fabaceae,Desmodium,heterocarpon,Desmodium heterocarpon,Herbaceous_legumes,18,46,1,1,113,24.02,47.61,2.98,6.39,12.41,14.48,100.69,-14.13,32.84,41.39
2,ABC-3813,33,Genetic bank,F24-3619,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,14,34,1,1,34,19.89,34.95,2.72,5.25,13.71,16.77,75.02,-38.64,47.74,23.81
2,ABC-398,12,Genetic bank,F24-3612,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,14,34,1,1,13,25.59,55.35,3.58,8.67,13.99,17.1,120.53,-22.33,49.86,37.94
2,ABC-4028,1269,Genetic bank,F25-0961,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,18,46,1,1,119,19.69,41.07,2.23,5.49,11.34,15.22,86.86,-6.2,40.58,30.52
2,ABC-43477,380,Genetic bank,F24-3662,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Shrub_Trees,15,37,1,1,175,33.48,57.18,5.11,9.15,15.27,17.08,125.4,-76.71,72.97,32.23
2,ABC-438,15,Genetic bank,F24-3613,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,14,34,1,1,16,27.8,51.32,4.01,8.03,14.41,17.06,109.5,-2.38,44.76,38.37
2,ABC-442,18,Genetic bank,F24-3614,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,14,34,1,1,19,34.83,66.12,5.07,10.52,14.57,17.37,140.7,-2.5,52.27,43.3
2,ABC-466,21,Genetic bank,F24-3615,Fabales,Fabaceae,Vigna,umbellata,Vigna umbellata,Herbaceous_legumes,14,34,1,1,22,44.62,84.7,6.34,13.51,14.22,17.87,182.53,17.05,46.59,62.6
2,ABC-5172,969,Genetic bank,F25-0936,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,43,1,1,25,30.43,54.95,4.0,7.84,13.16,15.63,117.3,-4.38,50.12,35.41
2,ABC-5277,1272,Genetic bank,F25-0962,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,18,46,1,1,122,41.52,79.91,5.51,11.96,13.27,16.82,174.71,30.64,46.87,57.08
2,ABC-5452,972,Genetic bank,F25-0937,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,43,1,1,28,40.81,64.93,5.2,9.34,12.74,17.17,137.02,-26.38,56.12,36.16
2,ABC-5512,36,Genetic bank,F24-3620,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,34,1,1,37,45.26,77.92,6.46,12.53,14.28,18.59,168.82,12.07,45.89,59.21
2,ABC-5568,39,Genetic bank,F24-3621,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,14,34,1,1,40,35.23,67.15,4.96,10.7,14.09,17.94,146.58,5.02,52.67,44.5
2,ABC-5657,42,Genetic bank,F24-3622,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,34,1,1,43,41.23,72.9,5.27,10.88,12.8,17.68,158.7,8.63,47.4,50.66
2,ABC-5733,975,Genetic bank,F25-0938,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,43,1,1,31,40.26,66.64,5.31,9.81,13.21,17.06,139.87,-17.18,48.62,43.99
2,ABC-5735,978,Genetic bank,F25-0939,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,43,1,1,34,45.14,73.33,6.27,11.22,13.9,17.53,155.99,5.16,47.18,51.89
2,ABC-5744,45,Genetic bank,F24-3623,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,14,34,1,1,46,33.95,59.04,4.8,9.46,14.14,18.53,126.07,-9.37,55.63,37.76
2,ABC-5749,981,Genetic bank,F25-0940,Fabales,Fabaceae,Centrosema,plumieri,Centrosema plumieri,Herbaceous_legumes,17,43,1,1,37,42.87,77.22,5.47,11.58,12.76,17.73,165.83,12.94,59.19,46.65
2,ABC-5911,984,Genetic bank,F25-0941,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,43,1,1,40,46.17,76.43,6.05,11.43,13.1,17.79,160.28,-10.32,61.94,41.46
2,ABC-7131,48,Genetic bank,F24-3624,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,14,34,1,1,49,18.61,37.01,2.59,5.6,13.3,15.9,83.25,-24.38,55.01,23.05
2,ABC-715,24,Genetic bank,F24-3616,Fabales,Fabaceae,Canavalia,ensiformis,Canavalia ensiformis,Herbaceous_legumes,14,34,1,1,25,37.49,72.02,5.21,11.11,13.9,17.08,158.87,-5.86,44.06,55.83
2,ABC-7227,1275,Genetic bank,F25-0963,Fabales,Fabaceae,Galactia,texana,Galactia texana,Herbaceous_legumes,18,46,1,1,125,32.47,62.26,3.39,7.17,10.43,12.73,133.75,-16.8,31.16,51.21
2,ABC-7318,53,Genetic bank,F24-3625,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,14,34,1,1,54,40.05,81.75,5.07,12.32,12.68,17.34,176.85,-13.15,51.63,53.32
2,ABC-7395,56,Genetic bank,F24-3626,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,14,34,1,1,57,33.11,70.1,4.2,10.56,12.69,17.14,152.76,-6.04,51.12,49.13
2,ABC-7648,59,Genetic bank,F24-3627,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,14,34,1,1,60,38.62,74.52,4.9,11.38,12.69,18.0,161.95,-17.63,52.12,51.9
2,ABC-7746,62,Genetic bank,F24-3628,Fabales,Fabaceae,Crotalaria,paulina,Crotalaria paulina,Herbaceous_legumes,14,34,1,1,63,38.08,72.31,4.9,10.73,12.88,16.99,156.99,1.97,41.13,57.79
2,ABC-7813,65,Genetic bank,F24-3629,Fabales,Fabaceae,Indigofera,cryptantha,Indigofera cryptantha,Herbaceous_legumes,14,34,1,1,66,44.47,90.6,6.28,15.55,14.13,20.08,200.86,-24.64,58.94,61.74
2,ABC-7831,68,Genetic bank,F24-3630,Fabales,Fabaceae,Tephrosia,rhodesica,Tephrosia rhodesica,Shrub_Trees,14,34,1,1,70,38.42,73.54,5.73,12.93,14.91,20.47,157.09,6.82,54.47,51.58
2,ABC-7894,71,Genetic bank,F24-3631,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,14,34,1,1,73,35.62,68.53,4.42,10.37,12.54,18.14,146.73,-23.08,45.98,49.64
2,ABC-7991,74,Genetic bank,F24-3632,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,14,34,1,1,76,30.66,64.0,4.52,10.75,14.83,18.49,137.63,-54.57,63.57,39.55
2,ABC-8013,1278,Genetic bank,F25-0964,Fabales,Fabaceae,Crotalaria,paulina,Crotalaria paulina,Herbaceous_legumes,18,46,1,1,128,45.26,88.17,5.97,12.79,13.2,15.89,188.05,42.36,44.51,64.81
2,ABC-8156,1281,Genetic bank,F25-0965,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,18,46,1,1,131,42.01,60.39,6.07,9.76,14.43,20.12,128.28,12.11,44.88,48.38
2,ABC-8202,77,Genetic bank,F24-3633,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,14,34,1,1,79,46.14,74.23,6.28,11.52,13.61,18.64,160.13,-4.86,48.87,51.8
2,ABC-8512,1352,Genetic bank,F25-0988,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,18,46,1,1,202,28.25,61.08,4.13,9.78,14.62,17.19,131.39,-31.58,80.58,33.65
2,ABC-887,27,Genetic bank,F24-3617,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,14,34,1,1,28,32.87,62.18,4.75,10.09,14.44,18.2,134.86,-7.0,41.52,52.78
2,ABC-9189,80,Genetic bank,F24-3634,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,14,34,1,1,82,36.85,68.25,5.6,11.92,15.27,20.18,147.93,-6.88,45.56,57.89
