subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
4,73,Genbank,F25-1761,CIAT-19384,Fabales,Fabaceae,Prosopis,juliflora,Prosopis juliflora,Shrub_Trees,28,93.31334333,11.91210776,88.08789224,36.9549258,30.7280142,50.9933827
4,74,Genbank,F25-1761,CIAT-19384,Fabales,Fabaceae,Prosopis,juliflora,Prosopis juliflora,Shrub_Trees,28,93.46196141,8.756560989,91.24343901,36.9549258,32.34579273,53.91720671
4,75,Genbank,F25-1762,CIAT-19571,Fabales,Fabaceae,Senna,cobanensis,Senna cobanensis,Shrub_Trees,28,93.15410754,6.111727843,93.88827216,23.20097285,42.54798474,54.1642212
4,76,Genbank,F25-1762,CIAT-19571,Fabales,Fabaceae,Senna,cobanensis,Senna cobanensis,Shrub_Trees,28,93.26067393,6.05041726,93.94958274,23.20097285,41.99084451,57.24522735
4,77,Genbank,F25-1763,CIAT-20126,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,93.92303848,5.796694305,94.20330569,29.90215547,48.09788855,56.32151399
4,78,Genbank,F25-1763,CIAT-20126,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,94.02119576,5.75587566,94.24412434,29.90215547,47.50646746,60.25224135
4,79,Genbank,F25-1764,CIAT-20788,Fabales,Fabaceae,Senna,pallida,Senna pallida,Shrub_Trees,28,93.87183845,9.729096812,90.27090319,24.3024932,30.23235074,51.62772455
4,80,Genbank,F25-1764,CIAT-20788,Fabales,Fabaceae,Senna,pallida,Senna pallida,Shrub_Trees,28,93.96181146,9.76103039,90.23896961,24.3024932,31.13798006,55.09187316
4,81,Genbank,F25-1765,CIAT-21242,Fabales,Fabaceae,Leucaena,diversifolia,Leucaena diversifolia,Shrub_Trees,28,93.13206038,6.84260608,93.15739392,23.2758353,45.04834391,62.13108195
4,82,Genbank,F25-1765,CIAT-21242,Fabales,Fabaceae,Leucaena,diversifolia,Leucaena diversifolia,Shrub_Trees,28,93.29067093,6.908337861,93.09166214,23.2758353,46.46320574,64.75349129
4,83,Genbank,F25-1766,CIAT-21512,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,92.39304278,4.793967142,95.20603286,24.06932164,46.57195406,53.94479295
4,84,Genbank,F25-1766,CIAT-21512,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,93.18272691,4.772421223,95.22757878,24.06932164,46.87564298,52.78717892
