subset,id,no,requisitioner,id_lab,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
2,ABC-9434,53,Genetic bank,F24-3635,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,14,90.76,16.82,83.18,25.12,17.44,47.68
2,ABC-9537,279,Genetic bank,F25-0967,Fabales,Fabaceae,Crotalaria,sagittalis,Crotalaria sagittalis,Herbaceous_legumes,18,91.78,13.02,86.98,22.86,19.84,50.48
2,ABC-9690,281,Genetic bank,F25-0968,Fabales,Fabaceae,Aeschynomene,histrix,Aeschynomene histrix,Herbaceous_legumes,18,93.78,11.43,88.56,20.22,17.6,49.99
2,ABC-9900,283,Genetic bank,F25-0969,Fabales,Fabaceae,Pueraria,phaseoloides,Pueraria phaseoloides,Herbaceous_legumes,18,92.79,10.57,89.43,18.92,32.74,55.46
2,CIAT-1992,437,Genetic bank,F25-1655,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,20,92.47,8.32,91.68,19.95,38.55,60.22
2,CIAT-3001,439,Genetic bank,F25-1656,Fabales,Fabaceae,Codariocalyx,gyroides,Codariocalyx gyroides,Shrub_Trees,20,94.5,6.97,93.03,15.82,40.09,57.84
2,CIAT-3304,441,Genetic bank,F25-1657,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,20,94.91,8.2,91.8,20.82,24.97,46.61
2,CIAT-5713,443,Genetic bank,F25-1658,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,20,94.64,9.34,90.66,15.88,24.61,45.9
2,CIAT-7381,445,Genetic bank,F25-1659,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,20,94.47,12.77,87.23,13.58,46.86,68.34
2,CIAT-7799,447,Genetic bank,F25-1660,Fabales,Fabaceae,Dioclea,guianensis,Dioclea guianensis,Herbaceous_legumes,20,93.46,7.77,92.23,20.38,52.92,65.25
2,CIAT-7803,449,Genetic bank,F25-1661,Fabales,Fabaceae,Dioclea,holtiana,Dioclea holtiana,Herbaceous_legumes,20,94.24,11.45,88.55,20.31,41.02,58.24
2,CIAT-798,429,Genetic bank,F25-1651,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,20,92.61,11.1,88.9,17.15,24.95,56.89
2,CIAT-8182,451,Genetic bank,F25-1662,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,20,93.32,7.32,92.68,13.83,46.99,63.36
2,CIAT-822,431,Genetic bank,F25-1652,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,20,94.05,6.64,93.36,17.01,26.72,46.8
2,CIAT-8434,453,Genetic bank,F25-1663,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,20,93.52,8.37,91.63,18.05,46.47,62.41
2,CIAT-852,433,Genetic bank,F25-1653,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,20,93.77,9.56,90.44,14.73,45.62,63.41
2,CIAT-8702,455,Genetic bank,F25-1664,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,20,93.01,8.68,91.32,23.92,31.39,50.99
2,CIAT-8816,457,Genetic bank,F25-1665,Fabales,Fabaceae,Crotalaria,micans,Crotalaria micans,Herbaceous_legumes,20,93.45,9.29,90.71,25.38,21.11,41.72
2,CIAT-907,435,Genetic bank,F25-1654,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,20,92.97,9.28,90.72,16.71,33.35,61.77
2,CIAT-BH-16-1763,465,Breding ,F25-2144,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.83,11.86,88.14,7.2,30.68,67.87
2,CIAT-BH-16-B-2165,467,Breding ,F25-2145,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.83,10.78,89.22,6.57,31.35,71.26
2,CIAT-BH-16-B-2167,469,Breding ,F25-2146,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.1,11.51,88.49,6.34,34.92,72.45
2,CIAT-BH-22-0071,539,Breding ,F25-2178,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.09,13.53,86.47,7.41,36.88,70.97
2,CIAT-BH-22-0132,521,Breding ,F25-2172,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,96.53,10.96,89.04,6.6,35.42,71.89
2,CIAT-BH-22-0456,533,Breding ,F25-2175,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,96.71,10.99,89.01,6.02,29.8,67.9
2,CIAT-BH-22-0528,509,Breding ,F25-2166,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.21,13.78,86.22,8.77,36.8,73.56
2,CIAT-BH-22-0765,517,Breding ,F25-2170,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.49,10.75,89.25,9.79,36.16,72.26
2,CIAT-BH-22-1258,503,Breding ,F25-2163,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.73,12.53,87.47,7.02,34.18,71.11
2,CIAT-BH-22-1267,543,Breding ,F25-2180,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.72,10.32,89.68,5.99,32.77,70.79
2,CIAT-BH-22-1303,545,Breding ,F25-2181,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,96.86,11.54,88.46,7.59,35.25,72.12
2,CIAT-BH-22-1370,505,Breding ,F25-2164,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.72,15.36,84.64,8.67,29.64,66.17
2,CIAT-BH-22-1375,491,Breding ,F25-2157,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.27,13.89,86.11,7.61,32.47,67.66
2,CIAT-BH-22-1706,499,Breding ,F25-2161,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.71,11.63,88.37,5.66,34.58,72.37
2,CIAT-BH-22-1832,535,Breding ,F25-2176,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.35,10.82,89.18,6.64,32.6,72.56
2,CIAT-BH-22-1872,537,Breding ,F25-2177,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.63,11.57,88.43,6.9,33.73,71.31
2,CIAT-BH-22-2046,549,Breding ,F25-2183,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.08,10.35,89.65,6.71,32.18,70.29
2,CIAT-BH-22-2074,531,Breding ,F25-2174,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,96.84,13.34,86.66,7.65,31.56,67.8
2,CIAT-BH-22-2189,515,Breding ,F25-2169,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,96.9,15.59,84.41,8.01,33.24,68.2
2,CIAT-BH-22-2225,507,Breding ,F25-2165,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.06,10.2,89.8,6.62,36.25,73.12
2,CIAT-BH-22-2508,547,Breding ,F25-2182,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.89,13.19,86.81,8.68,33.88,70.43
2,CIAT-BH-22-2531,519,Breding ,F25-2171,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,96.45,12.34,87.66,6.22,33.04,71.22
2,CIAT-BH-22-3115,489,Breding ,F25-2156,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.62,11.25,88.75,5.65,33.37,70.99
2,CIAT-BH-22-3507,511,Breding ,F25-2167,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.94,12.18,87.82,6.61,35.29,71.87
2,CIAT-BH-22-3521,523,Breding ,F25-2173,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.41,11.34,88.66,8.41,27.69,67.79
2,CIAT-BH-22-4092,483,Breding ,F25-2153,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.22,14.52,85.48,7.39,30.64,67.4
2,CIAT-BH-22-4169,501,Breding ,F25-2162,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.63,12.27,87.73,7.41,35.74,72.26
2,CIAT-BH-22-4253,513,Breding ,F25-2168,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.97,13.12,86.88,8.47,32.1,68.01
2,CIAT-BH-22-4454,541,Breding ,F25-2179,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,22,97.61,11.16,88.84,6.53,31.12,68.58
2,CIAT-BH-22-4865,497,Breding ,F25-2160,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.48,15.16,84.84,8.77,32.48,67.33
2,CIAT-BR-02-0465,173,Breding ,F25-1721,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.88,13.78,86.22,13.86,32.8,65.62
2,CIAT-BR-04-3025,175,Breding ,F25-1722,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.84,11.31,88.69,12.25,32.72,67.42
2,CIAT-BR-05-1435,177,Breding ,F25-1723,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.06,14.7,85.29,16.1,30.82,63.96
2,CIAT-BR-06-1348,387,Breding ,F25-2104,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,19,93.09,14.48,85.52,12.23,25.64,59.76
2,CIAT-BR-09-3660,179,Breding ,F25-1724,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.24,13.64,86.36,12.77,29.05,61.25
2,CIAT-BR-09-4467,389,Breding ,F25-2105,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,19,92.31,14.63,85.37,13.66,24.32,58.96
2,CIAT-BR-09-4777,391,Breding ,F25-2106,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,19,93.68,13.68,86.32,12.76,24.43,58.97
2,CIAT-BR-12-0255,399,Breding ,F25-2107,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,91.85,14.23,85.77,14.96,24.63,57.34
2,CIAT-BR-12-0461,401,Breding ,F25-2108,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.82,14.72,85.28,13.24,25.6,60.79
2,CIAT-BR-12-1362,133,Breding ,F25-1701,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,92.46,14.02,85.98,16.89,28.12,57.62
2,CIAT-BR-12-1620,403,Breding ,F25-2109,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.55,13.79,86.21,13.22,25.38,60.36
2,CIAT-BR-12-1889,405,Breding ,F25-2110,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,91.35,15.09,84.91,14.82,23.39,57.75
2,CIAT-BR-12-2462,135,Breding ,F25-1702,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.72,15.58,84.42,12.21,34.75,58.72
2,CIAT-BR-12-3868,137,Breding ,F25-1703,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.15,19.08,80.92,16.3,28.24,54.33
2,CIAT-BR-12-4039,407,Breding ,F25-2111,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.11,13.6,86.4,15.17,27.47,61.84
2,CIAT-BR-12-4400,153,Breding ,F25-1711,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.93,15.3,84.7,14.38,28.07,57.48
2,CIAT-BR-12-4856,409,Breding ,F25-2112,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.58,12.91,87.09,13.01,27.75,63.63
2,CIAT-BR-12-5049,411,Breding ,F25-2113,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.25,14.47,85.53,14.56,26.52,60.6
2,CIAT-BR-15-1851,413,Breding ,F25-2114,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.17,14.82,85.18,11.25,26.14,59.44
2,CIAT-BR-15-2558,139,Breding ,F25-1704,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.24,14.12,85.88,15.0,26.56,57.46
2,CIAT-BR-15-2811,141,Breding ,F25-1705,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.62,16.26,83.74,15.86,29.12,55.78
2,CIAT-BR-15-2891,143,Breding ,F25-1706,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.76,14.84,85.16,15.5,29.38,58.9
2,CIAT-BR-15-3025,415,Breding ,F25-2115,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.02,14.14,85.86,12.32,26.72,59.94
2,CIAT-BR-15-3248,417,Breding ,F25-2116,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.16,15.9,84.1,13.91,24.29,58.79
2,CIAT-BR-15-3434,155,Breding ,F25-1712,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.62,14.2,85.8,15.08,28.26,56.12
2,CIAT-BR-15-3811,157,Breding ,F25-1713,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.3,14.72,85.28,15.49,26.74,58.32
2,CIAT-BR-15-6547,159,Breding ,F25-1714,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.74,15.54,84.46,15.81,27.02,58.24
2,CIAT-BR-15-7121,161,Breding ,F25-1715,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.82,15.2,84.8,17.04,26.45,56.48
2,CIAT-BR-15-7659,419,Breding ,F25-2117,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.33,13.73,86.27,12.33,26.95,60.12
2,CIAT-BR-15-8887,163,Breding ,F25-1716,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.77,12.99,87.01,14.76,27.6,59.44
2,CIAT-BR-15-8919,421,Breding ,F25-2118,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.52,13.49,86.51,11.76,26.98,63.21
2,CIAT-BR-19-1264,181,Breding ,F25-1725,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.3,15.61,84.39,18.56,25.08,56.3
2,CIAT-BR-19-1343,145,Breding ,F25-1707,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.1,14.51,85.49,16.19,29.84,58.92
2,CIAT-BR-19-4678,165,Breding ,F25-1717,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,92.76,15.1,84.9,15.2,27.94,53.89
2,CIAT-BR-19-5029,167,Breding ,F25-1718,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.62,15.34,84.66,15.06,27.74,59.08
2,CIAT-BR-19-5217,183,Breding ,F25-1726,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.2,14.22,85.78,13.46,28.8,60.7
2,CIAT-BR-19-5357,169,Breding ,F25-1719,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.56,15.44,84.56,15.75,28.56,58.4
2,CIAT-BR-19-5381,171,Breding ,F25-1720,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,94.58,14.1,85.9,14.96,30.84,62.0
2,CIAT-BR-19-5515,423,Breding ,F25-2119,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.43,14.53,85.47,11.19,26.96,60.89
2,CIAT-BR-19-5877,425,Breding ,F25-2120,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,93.49,13.01,86.99,12.43,26.07,60.59
2,CIAT-BR-19-6136,427,Breding ,F25-2121,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,20,92.92,14.79,85.21,13.33,25.87,59.53
2,CIAT-CIAT-16021,353,Breding ,F25-2087,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.48,11.82,88.18,12.61,32.73,70.7
2,CIAT-CIAT-16025,363,Breding ,F25-2092,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.4,14.73,85.27,14.43,32.3,68.73
2,CIAT-CIAT-16031,339,Breding ,F25-2080,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.77,13.21,86.79,13.82,32.37,65.74
2,CIAT-CIAT-16071,381,Breding ,F25-2101,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.03,13.63,86.37,16.96,28.87,66.51
2,CIAT-CIAT-16886,471,Breding ,F25-2147,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.05,11.56,88.44,7.95,34.95,70.81
2,CIAT-CIAT-16891,473,Breding ,F25-2148,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.4,12.85,87.15,6.7,31.56,67.91
2,CIAT-CIAT-26110,147,Breding ,F25-1708,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.89,11.93,88.07,12.76,33.24,65.67
2,CIAT-CIAT-26124,185,Breding ,F25-1727,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,96.03,12.82,87.18,14.6,31.6,64.88
2,CIAT-CIAT-26146,475,Breding ,F25-2149,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.78,12.18,87.82,6.52,34.83,72.54
2,CIAT-CIAT-26149,477,Breding ,F25-2150,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.44,14.71,85.29,6.87,29.44,67.52
2,CIAT-CIAT-26160,479,Breding ,F25-2151,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.1,14.13,85.87,6.85,32.95,68.42
2,CIAT-CIAT-26415,481,Breding ,F25-2152,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.76,13.34,86.66,6.65,31.58,69.04
2,CIAT-CIAT-26438,485,Breding ,F25-2154,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.01,12.58,87.42,7.38,34.69,72.55
2,CIAT-CIAT-26570,487,Breding ,F25-2155,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.83,13.76,86.24,7.8,29.98,66.42
2,CIAT-CIAT-26646,149,Breding ,F25-1709,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,93.56,13.18,86.82,14.14,29.08,60.64
2,CIAT-CIAT-26936,341,Breding ,F25-2081,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,95.09,10.32,89.68,13.55,36.62,66.89
2,CIAT-CIAT-6133,493,Breding ,F25-2158,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,98.39,11.51,88.49,6.57,33.67,72.89
2,CIAT-CIAT-6297,151,Breding ,F25-1710,Poales,Poaceae,Brachiaria,interespecifico,Brachiaria interespecifico,Grass,16,95.1,13.01,86.99,14.86,29.88,61.91
2,CIAT-CIAT-679,495,Breding ,F25-2159,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,21,97.32,12.01,87.99,6.19,31.72,70.77
2,CIAT-CIAT-6986,375,Breding ,F25-2098,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.58,11.85,88.15,12.26,33.48,71.82
2,CIAT-PM-21-0065,357,Breding ,F25-2089,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.04,13.69,86.31,14.18,30.72,64.87
2,CIAT-PM-21-0070,365,Breding ,F25-2093,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.4,13.52,86.48,14.89,29.67,66.68
2,CIAT-PM-21-0072,345,Breding ,F25-2083,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.4,14.4,85.6,14.7,29.08,66.23
2,CIAT-PM-21-0074,343,Breding ,F25-2082,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.59,13.6,86.4,13.1,30.94,64.42
2,CIAT-PM-21-0078,379,Breding ,F25-2100,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.6,13.65,86.35,13.84,31.98,66.45
2,CIAT-PM-21-0079,373,Breding ,F25-2097,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.91,12.49,87.51,13.48,31.24,68.55
2,CIAT-PM-21-0819,351,Breding ,F25-2086,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.5,14.13,85.87,15.22,28.57,64.82
2,CIAT-PM-21-0876,383,Breding ,F25-2102,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.49,13.21,86.79,13.1,31.07,66.68
2,CIAT-PM-21-2580,337,Breding ,F25-2079,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.76,12.79,87.21,16.17,31.2,65.05
2,CIAT-PM-21-3535,333,Breding ,F25-2077,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,95.24,13.79,86.21,11.95,34.88,68.35
2,CIAT-PM-21-3641,385,Breding ,F25-2103,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.72,12.53,87.47,12.37,32.19,69.06
2,CIAT-PM-21-3662,369,Breding ,F25-2095,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.28,14.51,85.49,11.58,32.05,68.09
2,CIAT-PM-21-4448,371,Breding ,F25-2096,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,95.49,11.27,88.73,12.03,31.22,72.07
2,CIAT-PM-21-4852,377,Breding ,F25-2099,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,92.72,11.02,88.98,10.66,34.89,72.86
2,CIAT-PM-21-4926,367,Breding ,F25-2094,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.67,11.76,88.24,14.67,30.03,71.37
2,CIAT-PM-21-6106,335,Breding ,F25-2078,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.92,12.99,87.01,15.69,30.99,66.48
2,CIAT-PM-21-6598,347,Breding ,F25-2084,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.64,14.45,85.55,12.94,28.83,65.49
2,CIAT-PM-21-6629,359,Breding ,F25-2090,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.86,11.33,88.67,11.28,37.88,73.0
2,CIAT-PM-21-6640,355,Breding ,F25-2088,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.05,15.15,84.85,15.78,26.65,65.68
2,CIAT-PM-21-6641,361,Breding ,F25-2091,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,94.15,15.35,84.65,15.59,28.73,63.07
2,CIAT-PM-21-6647,349,Breding ,F25-2085,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,19,93.16,13.01,86.99,12.43,29.49,66.17
2,Hohenheimer-Heustandard,61,LMF,F25-0017,Forage,Forage,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,14,91.33,10.06,89.94,0.0,0.0,0.0
2,Homenheim-Concentrate,63,LMF,F25-0018,Concentrate,Concentrate,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,14,89.69,6.04,93.96,0.0,0.0,0.0
2,ILRI-15551,187,LMF,F25-2076,	Fabales,Fabaceae,Leucaena,diversifolia,Leucaena diversifolia,Shrub_Trees,16,93.73,7.76,92.24,28.22,28.55,56.21
2,Muestra-#-02,325,LMF-invivo,F25-2131,Poales,Poaceae,Cynodon,nlenfuensis,Cynodon nlemfuensis,Grass,18,92.18,9.3,90.7,5.74,40.04,77.78
2,Sample-8,331,LMF,F25-0008,Poales,Poaceae,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,Grass,14,93.73,11.41,88.59,0.0,0.0,0.0
3,ABC-10440,155,Genetic bank,F24-3549,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,90.24,11.91,88.09,19.44,31.37,51.77
3,ABC-10613,157,Genetic bank,F24-3550,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,92.84,7.89,92.11,15.96,46.21,59.51
3,ABC-10627,159,Genetic bank,F24-3551,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,93.39,13.71,86.29,11.83,39.59,57.5
3,ABC-10634,161,Genetic bank,F24-3552,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,93.02,10.56,89.44,15.74,33.59,56.99
3,ABC-10639,163,Genetic bank,F24-3553,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,93.2,11.08,88.92,15.72,35.04,53.94
3,ABC-10725,165,Genetic bank,F24-3554,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,25,92.39,11.55,88.45,15.0,41.09,58.81
3,ABC-11199,167,Genetic bank,F24-3555,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,91.82,8.77,91.23,14.8,36.3,58.28
3,ABC-11215,169,Genetic bank,F24-3556,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,92.9,10.52,89.48,18.31,27.87,52.53
3,ABC-11220,171,Genetic bank,F24-3557,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,91.88,8.42,91.58,17.37,26.31,56.95
3,ABC-11232,173,Genetic bank,F24-3558,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,25,91.23,7.32,92.68,15.09,34.64,54.2
3,ABC-11313,175,Genetic bank,F24-3559,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,25,92.19,11.54,88.46,14.94,38.82,55.96
3,ABC-11417,177,Genetic bank,F24-3560,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,25,91.5,12.06,87.94,12.26,41.48,57.23
3,ABC-11624,179,Genetic bank,F24-3561,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,92.04,12.04,87.96,15.62,33.73,54.88
3,ABC-11690,181,Genetic bank,F24-3562,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,25,90.68,12.89,87.11,16.73,33.51,54.33
