subset,id,no,requisitioner,id_lab,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,ABC-CIAT-6890,283,Breeding,F25-1001,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.17,12.32,87.68,15.87,34.27,71.39
1,ABC-CIAT-6962,69,Breeding,F24-3591,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.73,14.25,85.75,8.59,32.14,67.62
1,ABC-Mulato-II,71,Breeding,F24-3592,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,4,96.66,14.97,85.03,11.85,24.36,59.42
1,ABC-PM-21-0047,297,Breeding,F25-1008,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.13,14.93,85.07,14.15,32.29,65.85
1,ABC-PM-21-0052,287,Breeding,F25-1003,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.44,14.13,85.87,15.41,31.81,65.13
1,ABC-PM-21-0053,261,Breeding,F25-0990,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.8,11.41,88.59,14.92,32.66,67.93
1,ABC-PM-21-0055,293,Breeding,F25-1006,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.3,13.33,86.67,16.48,31.62,65.68
1,ABC-PM-21-0059,303,Breeding,F25-1011,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.53,14.03,85.97,16.71,31.7,65.46
1,ABC-PM-21-0062,307,Breeding,F25-1013,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,98.12,15.74,84.26,13.47,24.42,67.94
1,ABC-PM-21-0076,281,Breeding,F25-1000,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,94.91,15.42,84.58,16.15,32.19,67.6
1,ABC-PM-21-0086,267,Breeding,F25-0993,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.47,15.36,84.64,14.81,31.02,67.38
1,ABC-PM-21-0185,271,Breeding,F25-0995,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.49,13.88,86.12,16.73,27.9,66.83
1,ABC-PM-21-0215,73,Breeding,F24-3593,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,95.8,14.38,85.62,12.44,30.08,66.24
1,ABC-PM-21-0631,75,Breeding,F24-3594,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.8,13.99,86.01,9.06,28.78,62.86
1,ABC-PM-21-0906,309,Breeding,F25-1014,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.41,15.32,84.68,14.67,19.5,67.2
1,ABC-PM-21-2195,77,Breeding,F24-3595,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.88,14.07,85.93,12.1,30.82,67.63
1,ABC-PM-21-2627,301,Breeding,F25-1010,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.37,14.9,85.1,17.29,33.54,65.79
1,ABC-PM-21-3522,79,Breeding,F24-3596,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,4,96.8,15.13,84.87,10.92,27.36,65.59
1,ABC-PM-21-3534,81,Breeding,F24-3597,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,96.5,15.56,84.44,9.0,30.92,67.23
1,ABC-PM-21-3537,83,Breeding,F24-3598,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.29,14.48,85.52,10.87,26.81,61.94
1,ABC-PM-21-3545,85,Breeding,F24-3599,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.12,14.78,85.22,8.41,30.0,65.74
1,ABC-PM-21-3550,263,Breeding,F25-0991,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.68,14.27,85.73,14.64,30.14,69.18
1,ABC-PM-21-3595,265,Breeding,F25-0992,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.88,16.61,83.39,14.26,30.86,68.73
1,ABC-PM-21-3670,87,Breeding,F24-3600,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,97.13,14.6,85.4,8.83,29.26,64.38
1,ABC-PM-21-3684,279,Breeding,F25-0999,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,97.38,13.46,86.54,14.78,30.39,70.03
1,ABC-PM-21-4449,289,Breeding,F25-1004,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.14,12.8,87.2,14.54,32.67,70.18
1,ABC-PM-21-6080,277,Breeding,F25-0998,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.35,15.44,84.56,18.29,31.99,67.47
1,ABC-PM-21-6529,295,Breeding,F25-1007,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,96.56,14.92,85.08,12.68,30.15,68.18
1,ABC-PM-21-6628,89,Breeding,F24-3601,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,5,95.22,14.1,85.9,9.98,29.83,64.96
1,ABC-PM-21-6638,285,Breeding,F25-1002,Poales,Poaceae,Megathyrsus ,maximus,Megathyrsus maximus,Grass,9,95.67,16.65,83.35,14.24,34.54,67.34
2,ABC-11162,55,Genetic bank,F24-3636,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,14,91.46,22.3,77.69,17.11,23.0,51.4
2,ABC-11833,323,Genetic bank,F25-0989,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,18,94.97,9.91,90.08,13.53,41.13,65.0
2,ABC-11998,285,Genetic bank,F25-0970,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,18,94.6,12.78,87.22,14.22,33.38,63.5
2,ABC-13149,287,Genetic bank,F25-0971,Fabales,Fabaceae,Desmodium,strigillosum,Desmodium strigillosum,Herbaceous_legumes,18,93.78,8.18,91.82,13.45,35.33,49.68
2,ABC-13268,201,Genetic bank,F25-0931,Fabales,Fabaceae,Tadehagi,triquetrum,Tadehagi triquetrum,Herbaceous_legumes,17,94.21,7.54,92.46,14.85,42.8,50.67
2,ABC-13301,57,Genetic bank,F24-3637,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,14,92.57,20.83,79.17,19.83,51.0,58.71
2,ABC-13389,289,Genetic bank,F25-0972,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,18,93.82,8.25,91.76,14.94,48.34,57.13
2,ABC-13651,291,Genetic bank,F25-0973,Fabales,Fabaceae,Desmodium,heterocarpon,Desmodium heterocarpon,Herbaceous_legumes,18,95.04,9.16,90.84,16.15,38.99,55.6
2,ABC-13692,223,Genetic bank,F25-0942,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,94.92,10.58,89.42,18.55,32.17,55.22
2,ABC-13946,293,Genetic bank,F25-0974,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,18,93.82,6.8,93.2,14.37,53.08,60.83
2,ABC-1467,111,Genetic bank,F24-3540,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,92.62,8.54,91.46,13.64,34.78,96.96
2,ABC-1475,113,Genetic bank,F24-3541,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,90.79,8.75,91.24,17.29,37.43,87.8
2,ABC-15121,225,Genetic bank,F25-0943,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,93.92,11.18,88.82,19.77,30.28,50.42
2,ABC-15150,227,Genetic bank,F25-0944,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,93.1,8.72,91.28,20.03,28.83,62.44
2,ABC-15154,229,Genetic bank,F25-0945,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,94.36,7.93,92.07,26.23,33.34,65.84
2,ABC-15160,295,Genetic bank,F25-0975,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,18,94.54,10.0,90.0,21.46,35.17,61.86
2,ABC-15401,59,Genetic bank,F24-3638,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,93.22,17.65,82.35,17.11,28.58,49.64
2,ABC-15470,199,Genetic bank,F25-0930,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,94.26,9.21,90.79,24.65,32.1,58.39
2,ABC-15474,197,Genetic bank,F25-0929,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,92.3,9.16,90.84,30.58,34.16,56.03
2,ABC-15561,231,Genetic bank,F25-0946,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,92.51,9.54,90.46,25.06,39.02,70.84
2,ABC-15799,233,Genetic bank,F25-0947,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,92.82,19.53,80.47,17.46,31.86,59.55
2,ABC-15816,235,Genetic bank,F25-0948,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,17,95.74,10.18,89.82,20.6,27.52,51.4
2,ABC-1650,115,Genetic bank,F24-3542,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,91.92,12.67,87.33,15.65,34.65,103.48
2,ABC-17000,297,Genetic bank,F25-0976,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,18,94.58,7.84,92.16,17.38,24.2,48.8
2,ABC-17009,299,Genetic bank,F25-0977,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,18,94.78,11.77,88.23,22.97,15.64,39.88
2,ABC-1706,117,Genetic bank,F24-3543,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,92.7,14.73,85.27,19.4,31.88,99.59
2,ABC-172,109,Genetic bank,F24-3539,Fabales,Fabaceae,Stylosanthes,hamata,Stylosanthes hamata,Herbaceous_legumes,15,91.18,10.02,89.98,14.34,35.0,86.21
2,ABC-1727,119,Genetic bank,F24-3544,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,92.12,13.82,86.18,18.76,34.12,101.34
2,ABC-17360,67,Genetic bank,F24-3639,Fabales,Fabaceae,Alysicarpus,vaginalis,Alysicarpus vaginalis,Herbaceous_legumes,15,92.85,21.71,78.29,24.55,20.16,37.06
2,ABC-17768,69,Genetic bank,F24-3640,Fabales,Fabaceae,Clitoria,ternatea,Clitoria ternatea,Herbaceous_legumes,15,93.48,6.89,93.11,15.45,12.14,48.08
2,ABC-18004,71,Genetic bank,F24-3641,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,15,92.94,6.78,93.22,15.74,14.9,45.46
2,ABC-1803,121,Genetic bank,F24-3545,Fabales,Fabaceae,Stylosanthes,humilis,Stylosanthes humilis,Herbaceous_legumes,15,91.86,8.67,91.33,17.76,34.2,77.62
2,ABC-18430,73,Genetic bank,F24-3642,Fabales,Fabaceae,Alysicarpus,vaginalis,Alysicarpus vaginalis,Herbaceous_legumes,15,92.65,12.1,87.9,24.28,21.54,40.06
2,ABC-18437,311,Genetic bank,F25-0983,Fabales,Fabaceae,Flemingia,macrophylla,Flemingia macrophylla,Shrub_Trees,18,95.67,4.88,95.12,17.19,47.66,65.07
2,ABC-18700,301,Genetic bank,F25-0978,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,18,93.9,7.36,92.64,22.88,42.28,54.12
2,ABC-18701,207,Genetic bank,F25-0934,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,17,94.79,7.06,92.94,23.9,48.14,60.12
2,ABC-18708,75,Genetic bank,F24-3644,Fabales,Fabaceae,Crotalaria,pallida,Crotalaria pallida,Herbaceous_legumes,15,92.86,10.77,89.22,23.89,18.17,42.86
2,ABC-18850,77,Genetic bank,F24-3645,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,93.94,14.28,85.72,23.09,20.43,40.56
2,ABC-18865,79,Genetic bank,F24-3646,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,93.43,13.54,86.46,18.24,23.38,41.27
2,ABC-18873,303,Genetic bank,F25-0979,Fabales,Fabaceae,Alysicarpus,ferrugineus,Alysicarpus ferrugineus,Herbaceous_legumes,18,95.02,9.34,90.66,15.36,34.52,51.78
2,ABC-19032,81,Genetic bank,F24-3647,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,15,92.42,14.73,85.28,23.96,17.66,39.85
2,ABC-19119,83,Genetic bank,F24-3648,Fabales,Fabaceae,Alysicarpus,rugosus,Alysicarpus rugosus,Herbaceous_legumes,15,92.5,23.76,76.24,20.28,22.2,41.36
2,ABC-1964,123,Genetic bank,F24-3546,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,90.29,9.43,90.57,16.9,34.86,79.75
2,ABC-19867,305,Genetic bank,F25-0980,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,18,95.9,15.46,84.54,19.32,25.83,44.28
2,ABC-20207,307,Genetic bank,F25-0981,Fabales,Fabaceae,Aeschynomene,sensitiva,Aeschynomene sensitiva,Herbaceous_legumes,18,90.74,5.98,94.02,21.92,25.34,52.9
2,ABC-20303,85,Genetic bank,F24-3650,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,15,88.98,16.2,83.8,21.53,12.76,33.06
2,ABC-20304,237,Genetic bank,F25-0949,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,17,94.54,12.08,87.92,22.84,20.76,47.58
2,ABC-20589,87,Genetic bank,F24-3651,Fabales,Fabaceae,Uraria,lagopodioides,Uraria lagopodioides,Herbaceous_legumes,15,92.04,21.08,78.93,20.68,21.06,38.55
2,ABC-20709,309,Genetic bank,F25-0982,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,18,93.94,9.01,90.99,16.64,33.13,48.82
2,ABC-20891,209,Genetic bank,F25-0935,Fabales,Fabaceae,Cajanus,cajan,Cajanus cajan,Shrub_Trees,17,95.25,8.19,91.81,20.08,43.44,53.83
2,ABC-21603,239,Genetic bank,F25-0950,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,94.28,8.46,91.54,18.15,20.07,52.44
2,ABC-21687,89,Genetic bank,F24-3652,Fabales,Fabaceae,Desmanthus,virgatus,Desmanthus virgatus,Shrub_Trees,15,91.86,8.54,91.46,28.43,32.71,47.95
2,ABC-22048,91,Genetic bank,F24-3653,Fabales,Fabaceae,Aeschynomene,americana,Aeschynomene americana,Herbaceous_legumes,15,89.4,10.14,89.85,21.74,16.05,41.36
2,ABC-22156,93,Genetic bank,F24-3654,Fabales,Fabaceae,Arachis,pintoi,Arachis pintoi,Herbaceous_legumes,15,89.7,10.45,89.55,20.83,24.72,41.79
2,ABC-22507,95,Genetic bank,F24-3655,Fabales,Fabaceae,Desmanthus,subulatus,Desmanthus subulatus,Shrub_Trees,15,89.94,9.48,90.52,29.9,32.22,43.71
2,ABC-22510,97,Genetic bank,F24-3656,Fabales,Fabaceae,Desmanthus,bicornutus,Desmanthus bicornutus,Shrub_Trees,15,87.95,10.54,89.46,25.93,36.07,42.87
2,ABC-22598,99,Genetic bank,F24-3657,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,15,88.94,12.58,87.42,31.13,28.04,45.42
2,ABC-22768,203,Genetic bank,F25-0932,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,94.18,8.72,91.28,23.69,23.94,49.53
2,ABC-22770,205,Genetic bank,F25-0933,Fabales,Fabaceae,Lablab,purpureus,Lablab purpureus,Herbaceous_legumes,17,93.29,7.62,92.38,21.39,21.71,40.34
2,ABC-22784,101,Genetic bank,F24-3658,Fabales,Fabaceae,Desmanthus,bicornutus,Desmanthus bicornutus,Shrub_Trees,15,92.62,10.43,89.57,30.03,30.63,41.66
2,ABC-23248,241,Genetic bank,F25-0951,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,94.94,10.48,89.52,18.85,22.8,42.05
2,ABC-23271,243,Genetic bank,F25-0952,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,95.06,13.78,86.22,17.34,21.92,45.84
2,ABC-23279,245,Genetic bank,F25-0953,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,93.49,10.63,89.37,19.89,22.24,45.64
2,ABC-23326,247,Genetic bank,F25-0954,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,95.84,15.05,84.95,18.11,23.0,40.0
2,ABC-25113,103,Genetic bank,F24-3659,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,15,91.8,11.89,88.11,22.96,29.7,53.7
2,ABC-25522,313,Genetic bank,F25-0984,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,18,95.3,9.9,90.1,20.98,28.86,50.65
2,ABC-25704,315,Genetic bank,F25-0985,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,18,95.74,7.2,92.8,24.11,32.58,58.64
2,ABC-2613,125,Genetic bank,F24-3547,Fabales,Fabaceae,Stylosanthes,guianensis,Stylosanthes guianensis,Herbaceous_legumes,15,91.94,13.26,86.74,12.31,37.2,76.95
2,ABC-3187,265,Genetic bank,F25-0960,Fabales,Fabaceae,Desmodium,cajanifolium,Desmodium cajanifolium,Shrub_Trees,18,94.04,11.9,88.1,20.67,22.2,35.94
2,ABC-32379,1,Genetic bank,F24-3536,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,14,92.94,8.25,91.76,27.65,18.95,74.62
2,ABC-32380,3,Genetic bank,F24-3537,Fabales,Fabaceae,Desmanthus,pubescens,Desmanthus pubescens,Shrub_Trees,14,93.3,8.76,91.24,29.33,30.9,78.27
2,ABC-33114,105,Genetic bank,F24-3660,Fabales,Fabaceae,Dendrolobium,sp.,Dendrolobium sp.,Shrub_Trees,15,91.53,13.54,86.46,18.81,40.5,55.0
2,ABC-33249,5,Genetic bank,F24-3538,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,14,93.13,9.68,90.32,16.48,42.75,79.24
2,ABC-33255,249,Genetic bank,F25-0955,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,94.96,13.77,86.23,18.56,25.18,45.4
2,ABC-33428,251,Genetic bank,F25-0956,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,96.18,9.49,90.5,17.04,34.06,50.62
2,ABC-33451,253,Genetic bank,F25-0957,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,96.0,7.8,92.2,14.71,34.35,45.9
2,ABC-33463,255,Genetic bank,F25-0958,Fabales,Fabaceae,Desmodium,velutinum,Desmodium velutinum,Shrub_Trees,17,96.22,15.16,84.84,16.13,23.84,39.72
2,ABC-33729,317,Genetic bank,F25-0986,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Shrub_Trees,18,94.15,15.73,84.27,19.2,22.88,40.07
2,ABC-33827,319,Genetic bank,F25-0987,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,18,93.88,15.54,84.46,16.09,40.08,49.1
2,ABC-350,263,Genetic bank,F25-0959,Fabales,Fabaceae,Desmodium,heterocarpon,Desmodium heterocarpon,Herbaceous_legumes,18,94.34,8.73,91.27,14.87,40.83,51.36
2,ABC-3813,21,Genetic bank,F24-3619,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Herbaceous_legumes,14,93.1,13.82,86.18,17.62,46.86,54.96
2,ABC-398,7,Genetic bank,F24-3612,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,14,91.78,17.46,82.54,17.92,37.86,50.73
2,ABC-4028,267,Genetic bank,F25-0961,Fabales,Fabaceae,Galactia,glaucescens,Galactia glaucescens,Herbaceous_legumes,18,94.52,11.85,88.15,12.55,46.68,65.42
2,ABC-43477,107,Genetic bank,F24-3662,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Shrub_Trees,15,91.15,13.83,86.17,24.66,17.46,38.35
2,ABC-438,9,Genetic bank,F24-3613,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,14,93.68,14.48,85.52,21.03,38.17,60.2
2,ABC-442,11,Genetic bank,F24-3614,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,14,93.94,17.65,82.35,17.82,30.34,55.32
2,ABC-466,13,Genetic bank,F24-3615,Fabales,Fabaceae,Vigna,umbellata,Vigna umbellata,Herbaceous_legumes,14,92.76,18.26,81.74,16.36,18.73,45.1
2,ABC-5172,211,Genetic bank,F25-0936,Fabales,Fabaceae,Centrosema,molle,Centrosema molle,Herbaceous_legumes,17,93.66,10.84,89.16,26.38,37.64,61.88
2,ABC-5277,269,Genetic bank,F25-0962,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,18,91.43,7.55,92.45,19.78,31.58,61.88
2,ABC-5452,213,Genetic bank,F25-0937,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,94.72,16.57,83.43,15.2,33.25,50.51
2,ABC-5512,23,Genetic bank,F24-3620,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,92.27,9.81,90.19,22.16,28.68,46.39
2,ABC-5568,25,Genetic bank,F24-3621,Fabales,Fabaceae,Centrosema,acutifolium,Centrosema acutifolium,Herbaceous_legumes,14,91.58,11.85,88.15,17.29,39.06,58.44
2,ABC-5657,27,Genetic bank,F24-3622,Fabales,Fabaceae,Centrosema,brasilianum,Centrosema brasilianum,Herbaceous_legumes,14,91.84,10.66,89.34,21.64,30.82,54.0
2,ABC-5733,215,Genetic bank,F25-0938,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,95.24,12.32,87.68,15.96,30.02,47.8
2,ABC-5735,217,Genetic bank,F25-0939,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,94.0,8.92,91.08,26.53,30.74,50.72
2,ABC-5744,29,Genetic bank,F24-3623,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,14,93.6,14.86,85.14,17.67,33.74,56.91
2,ABC-5749,219,Genetic bank,F25-0940,Fabales,Fabaceae,Centrosema,plumieri,Centrosema plumieri,Herbaceous_legumes,17,93.08,8.7,91.3,21.84,26.07,61.28
2,ABC-5911,221,Genetic bank,F25-0941,Fabales,Fabaceae,Centrosema,macrocarpum,Centrosema macrocarpum,Herbaceous_legumes,17,95.34,11.54,88.46,15.5,30.38,53.06
2,ABC-7131,31,Genetic bank,F24-3624,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,14,92.21,7.09,92.91,16.02,49.78,61.86
2,ABC-715,15,Genetic bank,F24-3616,Fabales,Fabaceae,Canavalia,ensiformis,Canavalia ensiformis,Herbaceous_legumes,14,90.62,18.66,81.34,20.82,18.46,41.73
2,ABC-7227,271,Genetic bank,F25-0963,Fabales,Fabaceae,Galactia,texana,Galactia texana,Herbaceous_legumes,18,93.04,16.05,83.96,12.52,26.88,41.77
2,ABC-7318,33,Genetic bank,F24-3625,Fabales,Fabaceae,Canavalia,sp.,Canavalia sp.,Herbaceous_legumes,14,92.41,17.32,82.68,17.71,20.9,41.26
2,ABC-7395,35,Genetic bank,F24-3626,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,14,91.72,16.66,83.34,13.71,20.78,47.98
2,ABC-7648,37,Genetic bank,F24-3627,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,14,91.98,18.02,81.98,22.05,17.99,40.89
2,ABC-7746,39,Genetic bank,F24-3628,Fabales,Fabaceae,Crotalaria,paulina,Crotalaria paulina,Herbaceous_legumes,14,92.06,22.45,77.55,14.81,21.01,43.06
2,ABC-7813,41,Genetic bank,F24-3629,Fabales,Fabaceae,Indigofera,cryptantha,Indigofera cryptantha,Herbaceous_legumes,14,90.14,12.32,87.68,26.44,20.9,30.7
2,ABC-7831,43,Genetic bank,F24-3630,Fabales,Fabaceae,Tephrosia,rhodesica,Tephrosia rhodesica,Shrub_Trees,14,93.6,17.2,82.8,21.67,19.27,51.96
2,ABC-7894,45,Genetic bank,F24-3631,Fabales,Fabaceae,Canavalia,brasiliensis,Canavalia brasiliensis,Herbaceous_legumes,14,93.35,21.76,78.24,21.16,19.12,40.92
2,ABC-7991,47,Genetic bank,F24-3632,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,14,92.96,23.02,76.97,24.54,23.24,39.11
2,ABC-8013,273,Genetic bank,F25-0964,Fabales,Fabaceae,Crotalaria,paulina,Crotalaria paulina,Herbaceous_legumes,18,93.74,10.6,89.4,22.95,17.85,61.05
2,ABC-8156,275,Genetic bank,F25-0965,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,18,94.11,9.97,90.03,24.22,33.74,58.74
2,ABC-8202,49,Genetic bank,F24-3633,Fabales,Fabaceae,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Herbaceous_legumes,14,92.66,17.52,82.48,24.37,22.99,45.97
2,ABC-8512,321,Genetic bank,F25-0988,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,18,92.94,10.36,89.64,22.41,30.93,50.42
2,ABC-887,17,Genetic bank,F24-3617,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,14,92.18,12.7,87.3,21.0,25.91,44.12
2,ABC-9189,51,Genetic bank,F24-3634,Fabales,Fabaceae,Indigofera,suffruticosa,Indigofera suffruticosa,Herbaceous_legumes,14,92.22,24.08,75.91,29.1,20.19,39.4
2,ABC-923,19,Genetic bank,F24-3618,Fabales,Fabaceae,Galactia,latisiliqua,Galactia latisiliqua,Herbaceous_legumes,14,92.82,15.71,84.3,18.23,16.14,46.7
2,ABC-9323,277,Genetic bank,F25-0966,Fabales,Fabaceae,Crotalaria,vitellina,Crotalaria vitellina,Herbaceous_legumes,18,92.4,6.06,93.94,25.36,17.48,45.44
