id_lab,id,tax_name,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,ch4_ml_g_NDF_digested_24h,methane_intensity,tddm
122954,23691,Sesbania sesban var. bicolor  ,Shrub_Trees,17.3,45.55,2.89,10.98,8.5,12.21,99.81,175.96,29.3,82.14
122498,23693,Sesbania sesban var.nubica  ,Shrub_Trees,23.39,56.67,2.75,12.3,6.63,12.32,124.77,169.02,32.99,82.1
124585,24,Desmanthus pubescens,Shrub_Trees,9.66,33.71,0.96,5.97,5.08,9.15,73.01,191.88,26.43,49.22
122976,24107,Teramnus labialis,Herbaceous_legumes,14.13,44.93,1.9,11.54,6.69,13.0,97.57,146.55,41.48,60.69
122779,24126,Teramnus labialis,Herbaceous_legumes,18.16,44.41,2.64,11.95,7.52,13.81,97.46,112.29,34.5,75.98
122780,24248,Teramnus repens,Herbaceous_legumes,12.28,43.28,1.18,9.79,5.12,12.14,93.8,69.76,31.92,68.82
122781,24324,Teramnus uncinatus,Herbaceous_legumes,17.22,46.12,2.44,12.21,7.3,13.6,100.68,129.68,38.04,70.09
122974,24339,Teramnus volubilis,Herbaceous_legumes,14.19,50.49,2.0,13.25,7.01,13.27,110.16,120.21,40.29,71.69
122961,24633,Chamaecrista rotundifolia    ,Herbaceous_legumes,26.3,49.99,4.07,11.99,7.84,12.16,109.41,170.19,37.92,69.24
122971,24645,Chamaecrista rotundifolia,Herbaceous_legumes,16.9,43.7,2.36,10.79,6.96,12.48,94.92,143.97,43.92,53.34
122964,24684,Clitoria ternatea,Herbaceous_legumes,16.96,42.29,2.04,10.42,6.09,12.5,91.38,100.47,35.48,63.69
122975,24686,Clitoria ternatea,Herbaceous_legumes,15.61,42.51,1.83,10.25,5.86,12.21,92.66,118.46,34.19,65.31
123701,248,Centrosema molle,Herbaceous_legumes,16.69,39.44,1.94,9.09,6.28,12.28,84.66,169.81,31.61,61.43
123777,24831,Leptospron adenanthum    ,Herbaceous_legumes,17.26,43.99,2.23,10.8,6.54,12.51,95.72,140.61,34.54,68.55
122811,24909,Vigna oblongifolia,Herbaceous_legumes,24.08,52.74,2.94,12.89,6.32,12.56,115.64,107.82,37.1,76.22
123904,24925,Vigna parkeri,Herbaceous_legumes,19.67,44.59,2.96,11.63,7.69,13.29,96.26,139.75,35.09,71.6
124745,25093,Vigna unguiculata,Herbaceous_legumes,20.34,54.89,3.08,14.64,7.63,13.49,124.13,151.44,42.92,77.1
124746,25120,Vigna unguiculata,Herbaceous_legumes,21.57,56.25,2.98,14.64,6.9,13.17,127.17,140.03,43.12,76.8
124747,25166,Vigna unguiculata,Herbaceous_legumes,21.24,50.73,2.71,12.86,6.44,12.83,116.08,136.63,38.66,76.11
124748,25335,Vigna unguiculata,Herbaceous_legumes,19.84,50.0,2.69,12.59,6.86,12.74,112.82,121.9,37.02,76.72
124749,25351,Vigna unguiculata,Herbaceous_legumes,24.77,58.9,3.22,15.12,6.57,12.99,132.56,138.18,42.31,80.42
124750,25357,Vigna unguiculata,Herbaceous_legumes,27.36,57.54,3.71,14.26,6.86,12.54,131.01,152.91,43.02,75.48
122977,325,Desmanthus virgatus,Shrub_Trees,10.27,31.15,1.32,7.35,6.48,11.94,68.4,181.13,35.55,45.75
122947,345,Desmanthus virgatus,Shrub_Trees,9.55,33.93,0.83,5.59,4.61,8.82,73.92,140.43,23.11,52.86
122985,448,Desmodium cinereum,Shrub_Trees,16.88,46.78,2.44,11.78,7.23,12.74,101.98,165.31,40.25,63.78
123703,5167,Vicia sativa,Herbaceous_legumes,15.67,43.34,2.36,12.03,7.57,14.06,95.71,175.36,46.52,57.18
122482,5281,Lathyrus cicera,Herbaceous_legumes,33.96,67.73,5.03,13.91,10.08,14.27,150.69,128.52,41.68,74.31
122483,5282,Lathyrus cicera,Herbaceous_legumes,36.56,68.86,5.59,14.61,10.46,14.71,154.03,138.96,41.8,78.29
123702,529,Glycin max,Herbaceous_legumes,24.26,58.25,3.55,14.68,7.36,12.77,127.52,172.41,51.54,62.68
122783,530,Glycine max,Herbaceous_legumes,18.43,49.86,2.81,12.43,7.8,12.8,110.55,114.41,35.08,78.56
122485,5327,Lathyrus Sativus,Herbaceous_legumes,34.62,70.11,5.12,15.05,10.04,14.86,156.6,146.57,41.17,81.76
122481,539,Crotalaria juncea,Herbaceous_legumes,34.05,68.68,5.04,13.53,10.11,13.66,152.64,139.95,41.76,72.02
124723,5450,Avena sativa,Grass,19.6,51.18,1.72,11.65,4.18,10.89,118.62,110.08,40.76,66.27
124724,5470,Avena sativa,Grass,15.77,45.57,1.56,10.98,4.72,11.52,103.25,102.86,42.46,58.64
124725,5500,Avena sativa,Grass,13.56,40.12,1.24,9.35,4.38,11.15,94.15,114.95,39.1,56.24
124726,5504,Avena sativa,Grass,18.11,46.84,1.7,10.84,4.48,11.06,106.96,127.78,39.42,62.77
122850,5656,Trifolium repens,Herbaceous_legumes,26.88,66.04,2.81,15.3,5.57,12.35,146.41,149.73,38.75,87.52
124094,6284,Trifolium burchellianum,Herbaceous_legumes,21.89,63.86,2.41,15.51,5.7,12.55,141.14,153.02,40.53,84.61
123868,6633,Chloris gayana,Grass,10.32,38.43,0.98,9.17,4.8,12.05,85.31,47.63,28.51,71.41
124751,6642,Cenchrus ciliaris,Grass,10.84,38.54,1.16,9.94,5.33,13.23,84.83,86.25,42.66,51.37
124699,6642,Cenchrus ciliaris,Grass,7.71,30.64,0.99,7.23,6.91,12.64,68.29,68.07,33.23,48.69
124700,6646,Cenchrus ciliaris,Grass,8.37,31.89,1.06,7.44,6.82,12.5,71.09,64.96,33.06,50.19
124752,6646,Cenchrus ciliaris,Grass,10.3,37.35,1.01,9.78,4.9,13.38,82.57,79.81,40.54,53.24
122968,6765,Desmodium uncinatum,Herbaceous_legumes,11.46,35.28,1.13,7.73,4.98,11.16,77.14,66.67,72.67,48.5
122786,6798,Vicia benghalensis,Herbaceous_legumes,16.28,45.14,2.79,11.22,8.85,12.76,99.76,108.47,35.17,70.48
122486,6871,Lupinus angstifolius,Herbaceous_legumes,41.35,78.13,4.66,12.87,7.58,11.37,175.75,120.82,33.89,85.39
122962,6984,Medicago sativa,Herbaceous_legumes,18.24,54.12,1.82,13.11,5.26,13.0,117.83,134.56,36.4,78.4
122765,6990,Desmodium sandwicense,Herbaceous_legumes,14.09,37.64,1.48,7.94,5.66,11.36,83.32,72.52,25.64,68.69
122782,7000,Chamaecrista pilosa,Herbaceous_legumes,25.27,53.92,3.42,12.46,6.97,11.86,117.73,121.63,37.05,73.46
123869,7153,Panicum coloratum,Grass,13.45,41.51,1.59,10.42,6.04,12.72,92.28,72.79,37.9,61.16
123681,7266,Canavalia brasiliensis,Herbaceous_legumes,20.08,48.99,2.07,11.54,5.33,12.16,106.04,140.02,38.98,64.14
123799,7280,Macroptilium bracteatum,Herbaceous_legumes,16.13,41.88,2.01,10.4,6.32,12.65,90.41,120.34,37.5,59.93
123710,7315,Lotononis listil,Herbaceous_legumes,22.46,57.96,2.16,12.86,5.1,11.91,125.82,167.05,37.1,75.43
123870,7384,Chloris gayana,Grass,9.59,33.66,1.16,8.98,6.11,13.5,74.27,75.77,42.51,46.63
122970,7522,Tephrosia elata,Herbaceous_legumes,15.7,40.86,1.63,9.12,5.48,12.02,88.69,101.33,35.51,55.83
122960,7559,Rhynchosia minima    ,Herbaceous_legumes,15.63,46.0,2.23,10.85,7.24,11.94,100.8,208.55,35.36,67.26
122824,7782,Crotalaria incana,Herbaceous_legumes,12.71,44.09,1.3,9.06,5.45,10.94,97.11,73.64,30.84,64.73
122849,8123,Trifolium burchellianum,Herbaceous_legumes,26.78,67.81,2.0,12.62,3.95,9.91,150.1,109.67,31.09,89.83
124095,8266,Trifolium burchellianum,Herbaceous_legumes,22.23,60.68,2.38,15.21,5.54,12.96,138.02,175.83,42.8,80.93
122801,8367,Vicia villosa,Herbaceous_legumes,20.35,50.62,2.95,13.16,7.47,13.34,111.72,124.12,36.85,78.8
122766,8446,Crotalaria distantiflora,Herbaceous_legumes,17.94,47.25,2.1,10.59,6.21,12.03,103.42,121.41,30.85,75.15
122853,8624,Trifolium burchellianum,Herbaceous_legumes,9.31,20.14,0.78,2.17,4.12,5.27,44.23,84.55,7.66,62.15
124098,8680,Trifolium burchellianum,Herbaceous_legumes,23.93,65.93,2.58,16.33,5.57,12.79,142.4,183.64,42.44,83.12
123711,9270,Mucuan Proiens,Herbaceous_legumes,18.58,48.07,1.92,11.8,5.32,12.67,104.44,126.13,35.93,71.35
122969,9287,Stylosanthes humilis,Herbaceous_legumes,19.72,60.4,2.76,14.96,7.01,12.54,131.63,142.83,50.43,64.75
123737,9314,Faidherbia albida    ,Shrub_Trees,5.3,16.71,0.47,3.0,4.54,9.2,36.08,-339.22,17.51,37.18
124727,9334,Vigna unguiculata,Herbaceous_legumes,18.04,48.54,2.17,12.2,5.77,12.03,107.39,136.81,36.42,74.15
124728,9339,Vigna unguiculata,Herbaceous_legumes,24.02,54.99,3.25,14.05,6.48,12.23,123.31,-59.57,42.68,74.98
124729,9349,Vigna unguiculata,Herbaceous_legumes,23.41,56.25,3.57,15.15,7.29,12.89,125.33,150.55,45.7,73.96
124730,9353,Vigna unguiculata,Herbaceous_legumes,20.16,50.66,2.67,13.32,6.33,12.58,112.31,160.2,38.61,76.51
122813,947,Trifolium semipilosum,Herbaceous_legumes,26.63,64.77,3.62,17.17,7.0,13.61,142.41,174.53,44.21,85.42
124731,9624,Vigna unguiculata,Herbaceous_legumes,21.91,55.04,2.92,14.62,6.38,12.71,123.41,157.75,42.91,76.39
124732,9643,Vigna unguiculata,Herbaceous_legumes,18.13,47.48,2.49,12.75,6.58,12.86,106.06,127.86,36.07,78.94
124100,9764,Trifolium burchellianum,Herbaceous_legumes,21.57,60.99,1.98,14.33,4.76,12.13,132.15,138.99,37.34,83.38
122978,9933,Desmanthus acuminatus,Shrub_Trees,11.16,32.53,1.59,8.2,7.11,12.75,70.98,141.94,38.84,46.25
