id_lab,id,tax_name,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,ch4_ml_g_NDF_digested_24h,methane_intensity,tddm
730,nan,Hordeum vulgare,Grass,66.9,73.63,10.8,11.86,16.13,16.06,155.65,3.25,58.24,43.8
729,nan,Hordeum vulgare,Grass,73.18,74.03,10.62,10.77,14.56,14.53,156.28,3.19,50.85,44.79
498,nan,Hordeum vulgare,Grass,102.39,80.57,11.62,8.18,11.29,7.96,223.89,3.02,32.84,83.84
728,nan,Hordeum vulgare,Grass,70.86,68.88,10.6,10.27,15.01,14.88,145.25,2.71,54.08,39.84
726,nan,Hordeum vulgare,Grass,71.38,61.48,10.54,8.97,14.96,14.5,127.69,2.41,46.62,40.23
725,nan,Hordeum vulgare,Grass,80.76,73.4,11.15,10.06,13.93,13.52,156.98,3.12,46.43,46.56
724,nan,Hordeum vulgare,Grass,80.22,67.2,11.23,9.2,14.02,13.49,140.44,2.64,67.98,36.25
723,nan,Hordeum vulgare,Grass,81.33,70.53,11.64,9.97,14.33,14.06,147.15,2.84,66.23,37.82
722,nan,Hordeum vulgare,Grass,84.33,71.14,12.18,10.0,14.44,13.95,148.59,2.9,58.76,37.44
721,nan,Hordeum vulgare,Grass,80.72,67.64,11.62,9.51,14.4,13.93,140.71,2.68,61.1,36.23
720,nan,Hordeum vulgare,Grass,100.67,87.7,14.23,12.03,14.14,13.61,183.32,3.81,56.64,46.55
719,nan,Hordeum vulgare,Grass,83.72,73.53,12.02,10.38,14.37,13.98,159.38,2.97,75.47,35.5
718,nan,Hordeum vulgare,Grass,94.78,78.09,13.35,10.45,14.23,13.43,166.46,3.51,49.05,46.6
717,nan,Hordeum vulgare,Grass,81.44,67.31,12.06,9.77,14.82,14.4,141.32,2.64,77.2,31.78
727,nan,Hordeum vulgare,Grass,67.72,58.86,10.22,8.94,15.18,15.07,122.36,2.42,43.35,42.99
398,nan,Lathyrus sativus,Herbaceous_legumes,107.58,97.37,15.65,13.6,14.52,13.96,209.92,5.96,37.81,77.65
387,nan,Lathyrus sativus,Herbaceous_legumes,105.19,91.03,15.66,12.94,14.86,14.18,195.28,6.5,40.8,68.51
396,nan,Lathyrus sativus,Herbaceous_legumes,110.3,97.98,15.88,13.4,14.38,13.66,211.7,5.66,37.22,78.21
115,nan,trifollium stellatum,Herbaceous_legumes,41.94,75.19,6.12,12.33,14.58,16.36,159.1,5.07,48.31,54.25
114,nan,Trifolium tomentosum ,Herbaceous_legumes,68.28,114.08,9.84,18.6,14.41,16.28,242.89,8.23,53.07,74.68
113,nan,Trifolium clypeatum,Herbaceous_legumes,46.94,93.91,7.15,15.62,15.22,16.59,199.94,5.95,51.16,65.12
112,nan,Trifolium boissieri,Herbaceous_legumes,66.56,90.7,9.62,14.46,14.43,15.88,191.13,5.63,53.85,57.26
111,nan,Lathyrus cassius,Herbaceous_legumes,52.06,89.47,8.21,15.27,15.77,17.04,193.28,7.82,46.2,72.12
