id_lab,id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
F25 1001,ABC-CIAT_6890,Megathyrsus maximus,Grass,14.33,16.21,47.38,52.75
F24 3591,ABC-CIAT_6962,Megathyrsus maximus,Grass,14.82,15.87,40.73,56.51
F24 3592,ABC-Mulato_II,Brachiaria interespecifico,Grass,14.21,14.64,34.27,65.32
F25 1008,ABC-PM21_0047,Megathyrsus maximus,Grass,14.43,16.14,50.93,48.46
F25 1003,ABC-PM21_0052,Megathyrsus maximus,Grass,14.21,16.2,47.43,50.41
F25 0990,ABC-PM21_0053,Megathyrsus maximus,Grass,14.63,16.41,49.04,51.43
F25 1006,ABC-PM21_0055,Megathyrsus maximus,Grass,14.16,16.3,49.43,46.4
F25 1011,ABC-PM21_0059,Megathyrsus maximus,Grass,14.2,16.38,48.85,49.0
F25 1013,ABC-PM21_0062,Megathyrsus maximus,Grass,13.96,15.8,51.57,45.37
F25 1000,ABC-PM21_0076,Megathyrsus maximus,Grass,14.89,16.81,56.0,47.61
F25 0993,ABC-PM21_0086,Megathyrsus maximus,Grass,14.82,16.59,51.77,45.63
F25 0995,ABC-PM21_0185,Megathyrsus maximus,Grass,14.37,16.5,50.84,46.9
F24 3593,ABC-PM21_0215,Megathyrsus maximus,Grass,14.81,16.18,41.92,54.75
F25 0996,ABC-PM21_0215,Megathyrsus maximus,Grass,14.64,16.56,52.38,47.29
F24 3594,ABC-PM21_0631,Megathyrsus maximus,Grass,14.13,15.82,43.25,57.12
F25 1014,ABC-PM21_0906,Megathyrsus maximus,Grass,13.73,15.55,43.95,48.6
F25 1009,ABC-PM21_2195,Megathyrsus maximus,Grass,14.26,15.93,49.68,47.86
F24 3595,ABC-PM21_2195,Megathyrsus maximus,Grass,14.39,15.76,44.07,52.92
F25 1010,ABC-PM21_2627,Megathyrsus maximus,Grass,14.24,15.97,43.9,47.9
F24 3596,ABC-PM21_3522,Megathyrsus maximus,Grass,14.39,15.89,41.34,58.99
F25 1012,ABC-PM21_3522,Megathyrsus maximus,Grass,13.74,15.62,50.63,43.41
F24 3597,ABC-PM21_3534,Megathyrsus maximus,Grass,17.12,18.84,50.14,58.31
F24 3598,ABC-PM21_3537,Megathyrsus maximus,Grass,17.09,19.29,50.43,65.81
F24 3599,ABC-PM21_3545,Megathyrsus maximus,Grass,16.87,18.98,51.18,58.21
F25 0991,ABC-PM21_3550,Megathyrsus maximus,Grass,14.62,16.61,50.76,45.11
F25 0992,ABC-PM21_3595,Megathyrsus maximus,Grass,14.84,16.26,50.56,45.29
F24 3600,ABC-PM21_3670,Megathyrsus maximus,Grass,16.51,18.79,48.38,58.76
F25 0999,ABC-PM21_3684,Megathyrsus maximus,Grass,14.59,16.22,47.31,53.76
F25 1004,ABC-PM21_4449,Megathyrsus maximus,Grass,14.56,16.39,52.89,42.72
F25 0998,ABC-PM21_6080,Megathyrsus maximus,Grass,15.08,16.84,50.46,45.89
F25 1007,ABC-PM21_6529,Megathyrsus maximus,Grass,14.17,15.99,46.72,46.81
F24 3601,ABC-PM21_6628,Megathyrsus maximus,Grass,17.23,19.34,49.84,60.12
F25 1002,ABC-PM21_6638,Megathyrsus maximus,Grass,14.13,15.91,45.83,49.71
F25-0769,AMC-ICARDA-156302,Trifolium repens,Herbaceous_legumes,15.97,16.19,43.67,72.0
F25-1655,CIAT-1992,Stylosanthes guianensis,Herbaceous_legumes,11.81,13.01,48.53,39.69
F25-1656,CIAT-3001,Codariocalyx gyroides,Shrub_Trees,12.54,14.04,45.13,34.35
F25-1657,CIAT-3304,Desmodium cajanifolium,Shrub_Trees,13.34,14.55,54.83,43.46
F25-1658,CIAT-5713,Centrosema macrocarpum,Herbaceous_legumes,13.92,15.52,60.77,38.7
F25-1659,CIAT-7381,Galactia glaucescens,Herbaceous_legumes,12.66,14.6,105.18,21.46
F25-1660,CIAT-7799,Dioclea guianensis,Herbaceous_legumes,12.31,13.49,102.97,13.27
F25-1661,CIAT-7803,Dioclea holtiana,Herbaceous_legumes,11.41,12.73,68.49,24.78
F25-1651,CIAT-798,Galactia striata,Herbaceous_legumes,12.72,14.94,53.66,49.62
F25-1662,CIAT-8182,Eriosema diffusum,Herbaceous_legumes,13.1,14.59,118.46,21.92
F25-1652,CIAT-822,Calopogonium mucunoides,Herbaceous_legumes,14.01,15.25,43.7,49.82
F25-1663,CIAT-8434,Dioclea sericea,Herbaceous_legumes,13.44,15.03,97.89,19.87
F25-1653,CIAT-852,Dioclea sericea,Herbaceous_legumes,11.81,13.06,43.16,23.64
F25-1664,CIAT-8702,Calopogonium caeruleum,Herbaceous_legumes,14.46,16.11,68.3,31.99
F25-1665,CIAT-8816,Crotalaria micans,Herbaceous_legumes,13.81,15.27,43.29,62.44
F25-1654,CIAT-907,Dioclea virgata,Herbaceous_legumes,13.54,15.55,57.71,36.64
F25-2145,CIAT-BH16B_2165,Urochloa humidicola,Grass,12.58,14.24,43.54,54.77
F25-2146,CIAT-BH16B_2167,Urochloa humidicola,Grass,12.67,13.87,43.77,49.81
F25-2144,CIAT-BH16_1763,Urochloa humidicola,Grass,12.28,13.82,41.73,53.52
F252178,CIAT-BH22_0071,Urochloa humidicola,Grass,12.67,13.65,44.3,45.85
F25-2178,CIAT-BH22_0071,Urochloa humidicola,Grass,13.04,14.37,145.75,27.72
F25-2172,CIAT-BH22_0132,Urochloa humidicola,Grass,12.72,13.86,95.25,26.1
F25-2175,CIAT-BH22_0456,Urochloa humidicola,Grass,13.02,13.91,102.73,34.77
F252175,CIAT-BH22_0456,Urochloa humidicola,Grass,12.8,13.55,45.49,50.37
F25-2166,CIAT-BH22_0528,Urochloa humidicola,Grass,12.93,14.0,146.98,23.11
F25-2170,CIAT-BH22_0765,Urochloa humidicola,Grass,13.54,14.22,117.87,28.37
F25-2163,CIAT-BH22_1258,Urochloa humidicola,Grass,12.87,14.04,82.25,27.68
F252180,CIAT-BH22_1267,Urochloa humidicola,Grass,12.43,13.68,55.75,39.89
F25-2180,CIAT-BH22_1267,Urochloa humidicola,Grass,12.74,14.34,270.12,29.82
F25-2181,CIAT-BH22_1303,Urochloa humidicola,Grass,13.15,14.47,101.14,31.28
F252181,CIAT-BH22_1303,Urochloa humidicola,Grass,12.67,13.77,47.14,47.07
F25-2164,CIAT-BH22_1370,Urochloa humidicola,Grass,12.89,13.99,67.25,36.08
F25-2157,CIAT-BH22_1375,Urochloa humidicola,Grass,12.44,14.06,71.42,38.62
F25-2161,CIAT-BH22_1706,Urochloa humidicola,Grass,12.42,13.89,82.91,29.45
F252176,CIAT-BH22_1832,Urochloa humidicola,Grass,12.73,13.63,47.51,48.27
F25-2176,CIAT-BH22_1832,Urochloa humidicola,Grass,13.25,14.22,141.93,32.5
F252177,CIAT-BH22_1872,Urochloa humidicola,Grass,12.6,13.85,47.76,47.33
F25-2177,CIAT-BH22_1872,Urochloa humidicola,Grass,13.05,14.42,316.34,24.68
F25-2183,CIAT-BH22_2046,Urochloa humidicola,Grass,12.75,14.2,102.72,28.61
F252183,CIAT-BH22_2046,Urochloa humidicola,Grass,12.2,13.42,47.65,46.42
F252174,CIAT-BH22_2074,Urochloa humidicola,Grass,12.4,14.14,48.82,52.78
F25-2174,CIAT-BH22_2074,Urochloa humidicola,Grass,13.41,14.49,71.56,37.63
F25-2169,CIAT-BH22_2189,Urochloa humidicola,Grass,12.93,14.04,76.17,27.59
F25-2165,CIAT-BH22_2225,Urochloa humidicola,Grass,13.31,14.4,103.85,30.15
F252182,CIAT-BH22_2508,Urochloa humidicola,Grass,12.97,14.01,44.9,50.9
F25-2182,CIAT-BH22_2508,Urochloa humidicola,Grass,13.44,14.59,111.51,27.25
F25-2171,CIAT-BH22_2531,Urochloa humidicola,Grass,12.53,14.02,143.87,29.77
F25-2156,CIAT-BH22_3115,Urochloa humidicola,Grass,12.14,13.86,62.56,37.57
F25-2167,CIAT-BH22_3507,Urochloa humidicola,Grass,12.79,13.93,113.16,22.86
F25-2173,CIAT-BH22_3521,Urochloa humidicola,Grass,13.17,14.02,121.53,27.73
F25-2153,CIAT-BH22_4092,Urochloa humidicola,Grass,12.6,14.1,47.17,47.84
F25-2162,CIAT-BH22_4169,Urochloa humidicola,Grass,12.93,14.2,86.19,27.87
F25-2168,CIAT-BH22_4253,Urochloa humidicola,Grass,12.99,14.01,93.59,28.65
F252179,CIAT-BH22_4454,Urochloa humidicola,Grass,13.1,14.32,50.09,45.93
F25-2179,CIAT-BH22_4454,Urochloa humidicola,Grass,13.6,14.85,131.33,31.18
F25-2160,CIAT-BH22_4865,Urochloa humidicola,Grass,12.84,14.1,69.45,34.09
F25-1721,CIAT-BR02_0465,Brachiaria interespecifico,Grass,12.13,14.13,51.44,43.68
F25-1722,CIAT-BR04_3025,Brachiaria interespecifico,Grass,13.46,14.64,54.31,48.78
F25-1723,CIAT-BR05_1435,Brachiaria interespecifico,Grass,12.36,14.27,45.58,43.49
F25-2104,CIAT-BR06_1348,Brachiaria interespecifico,Grass,12.41,13.9,69.37,35.23
F25-1724,CIAT-BR09_3660,Brachiaria interespecifico,Grass,12.86,14.23,52.53,44.62
F25-2105,CIAT-BR09_4467,Brachiaria interespecifico,Grass,12.52,13.97,73.83,37.88
F25-2106,CIAT-BR09_4777,Brachiaria interespecifico,Grass,12.72,13.97,89.44,31.32
F25-2107,CIAT-BR12_0255,Brachiaria interespecifico,Grass,12.31,13.96,37.48,60.12
F25-2108,CIAT-BR12_0461,Brachiaria interespecifico,Grass,12.52,14.27,37.7,61.59
F25-1701,CIAT-BR12_1362,Brachiaria interespecifico,Grass,11.96,13.75,36.67,64.41
F25-2109,CIAT-BR12_1620,Brachiaria interespecifico,Grass,12.4,13.92,36.04,60.13
F25-2110,CIAT-BR12_1889,Brachiaria interespecifico,Grass,11.64,14.03,36.64,57.98
F25-1702,CIAT-BR12_2462,Brachiaria interespecifico,Grass,12.94,13.07,35.78,56.21
F25-1703,CIAT-BR12_3868,Brachiaria interespecifico,Grass,11.08,13.51,33.46,55.88
F25-2111,CIAT-BR12_4039,Brachiaria interespecifico,Grass,12.23,14.29,38.13,56.17
F25-1711,CIAT-BR12_4400,Brachiaria interespecifico,Grass,12.41,13.98,46.5,53.36
F25-2112,CIAT-BR12_4856,Brachiaria interespecifico,Grass,12.56,14.1,40.7,49.55
F25-2113,CIAT-BR12_5049,Brachiaria interespecifico,Grass,12.74,14.58,44.66,50.57
F25-2114,CIAT-BR15_1851,Brachiaria interespecifico,Grass,12.8,14.36,45.29,51.12
F25-1704,CIAT-BR15_2558,Brachiaria interespecifico,Grass,12.19,13.73,38.25,57.33
F25-1705,CIAT-BR15_2811,Brachiaria interespecifico,Grass,11.99,13.19,36.8,56.83
F25-1706,CIAT-BR15_2891,Brachiaria interespecifico,Grass,13.08,14.06,40.25,54.93
F25-2115,CIAT-BR15_3025,Brachiaria interespecifico,Grass,12.84,14.28,42.43,52.27
F25-2116,CIAT-BR15_3248,Brachiaria interespecifico,Grass,12.69,14.48,40.34,54.32
F25-1712,CIAT-BR15_3434,Brachiaria interespecifico,Grass,13.16,14.18,49.11,50.69
F25-1713,CIAT-BR15_3811,Brachiaria interespecifico,Grass,12.68,13.72,48.25,49.7
F25-1714,CIAT-BR15_6547,Brachiaria interespecifico,Grass,12.37,13.83,41.87,50.44
F25-1715,CIAT-BR15_7121,Brachiaria interespecifico,Grass,11.98,14.1,50.81,47.76
F25-2117,CIAT-BR15_7659,Brachiaria interespecifico,Grass,12.39,14.07,41.22,52.92
F25-1716,CIAT-BR15_8887,Brachiaria interespecifico,Grass,12.41,14.27,55.78,47.56
F25-2118,CIAT-BR15_8919,Brachiaria interespecifico,Grass,12.42,14.02,43.24,50.93
F25-1725,CIAT-BR19_1264,Brachiaria interespecifico,Grass,12.4,14.3,49.0,45.45
F25-1707,CIAT-BR19_1343,Brachiaria interespecifico,Grass,11.84,13.31,39.18,50.61
F25-1717,CIAT-BR19_4678,Brachiaria interespecifico,Grass,12.79,13.9,51.68,47.83
F25-1718,CIAT-BR19_5029,Brachiaria interespecifico,Grass,13.11,14.43,45.62,51.34
F25-1726,CIAT-BR19_5217,Brachiaria interespecifico,Grass,12.66,14.17,51.82,46.22
F25-1719,CIAT-BR19_5357,Brachiaria interespecifico,Grass,12.81,14.24,49.66,48.47
F25-1720,CIAT-BR19_5381,Brachiaria interespecifico,Grass,12.34,14.04,46.28,47.56
F25-2119,CIAT-BR19_5515,Brachiaria interespecifico,Grass,12.34,14.04,45.3,52.02
F25-2120,CIAT-BR19_5877,Brachiaria interespecifico,Grass,12.69,14.25,46.91,50.01
F25-2121,CIAT-BR19_6136,Brachiaria interespecifico,Grass,12.63,14.14,48.9,46.05
F25-2087,CIAT-CIAT_16021,Megathyrsus maximus,Grass,14.68,16.18,55.86,42.94
F25-2092,CIAT-CIAT_16025,Megathyrsus maximus,Grass,13.42,14.98,49.69,45.83
F25-2080,CIAT-CIAT_16031,Megathyrsus maximus,Grass,13.86,15.48,42.96,55.93
F25-2101,CIAT-CIAT_16071,Megathyrsus maximus,Grass,13.77,15.74,106.37,25.45
F25-2147,CIAT-CIAT_16886,Urochloa humidicola,Grass,13.17,14.11,40.89,54.54
F25-2148,CIAT-CIAT_16891,Urochloa humidicola,Grass,12.63,14.03,41.7,49.99
F25-1708,CIAT-CIAT_26110,Brachiaria interespecifico,Grass,13.28,14.5,48.13,49.44
F25-1727,CIAT-CIAT_26124,Brachiaria interespecifico,Grass,13.51,14.35,53.17,43.79
F25-2149,CIAT-CIAT_26146,Urochloa humidicola,Grass,12.61,14.08,44.07,51.97
F25-2150,CIAT-CIAT_26149,Urochloa humidicola,Grass,12.44,14.02,43.75,52.93
F25-2151,CIAT-CIAT_26160,Urochloa humidicola,Grass,12.82,14.34,44.14,52.52
F25-2152,CIAT-CIAT_26415,Urochloa humidicola,Grass,12.09,13.65,42.34,48.43
F25-2154,CIAT-CIAT_26438,Urochloa humidicola,Grass,12.53,13.92,101.65,34.95
F25-2155,CIAT-CIAT_26570,Urochloa humidicola,Grass,13.28,14.55,88.85,36.37
F25-1709,CIAT-CIAT_26646,Brachiaria interespecifico,Grass,11.56,13.74,45.13,49.08
F25-2081,CIAT-CIAT_26936,Megathyrsus maximus,Grass,14.43,15.75,44.14,53.71
F25-2158,CIAT-CIAT_6133,Urochloa humidicola,Grass,12.34,13.88,86.18,35.05
F25-1710,CIAT-CIAT_6297,Brachiaria interespecifico,Grass,12.91,14.27,50.2,47.27
F25-2159,CIAT-CIAT_679,Urochloa humidicola,Grass,12.42,13.96,80.93,34.05
F25-2098,CIAT-CIAT_6986,Megathyrsus maximus,Grass,13.76,15.13,89.09,37.94
F25-2089,CIAT-PM21_0065,Megathyrsus maximus,Grass,14.13,15.53,49.51,49.57
F25-2093,CIAT-PM21_0070,Megathyrsus maximus,Grass,13.72,15.4,72.54,44.11
F25-2083,CIAT-PM21_0072,Megathyrsus maximus,Grass,13.57,15.25,42.67,53.17
F25-2082,CIAT-PM21_0074,Megathyrsus maximus,Grass,13.9,15.36,41.79,54.87
F25-2100,CIAT-PM21_0078,Megathyrsus maximus,Grass,13.78,15.3,93.99,35.33
F25-2097,CIAT-PM21_0079,Megathyrsus maximus,Grass,13.48,14.99,58.14,42.24
F25-2086,CIAT-PM21_0819,Megathyrsus maximus,Grass,13.78,15.26,46.72,51.88
F25-2102,CIAT-PM21_0876,Megathyrsus maximus,Grass,13.43,14.94,97.08,34.18
F25-2079,CIAT-PM21_2580,Megathyrsus maximus,Grass,13.72,15.38,42.58,60.3
F25-2077,CIAT-PM21_3535,Megathyrsus maximus,Grass,14.12,15.52,41.28,53.93
F25-2103,CIAT-PM21_3641,Megathyrsus maximus,Grass,13.41,15.01,93.13,35.27
F25-2095,CIAT-PM21_3662,Megathyrsus maximus,Grass,13.86,15.31,64.31,44.73
F25-2096,CIAT-PM21_4448,Megathyrsus maximus,Grass,14.09,15.49,91.21,37.1
F25-2099,CIAT-PM21_4852,Megathyrsus maximus,Grass,13.86,15.24,106.21,33.03
F25-2094,CIAT-PM21_4926,Megathyrsus maximus,Grass,14.36,15.74,73.16,34.14
F25-2078,CIAT-PM21_6106,Megathyrsus maximus,Grass,14.51,16.02,40.45,58.82
F25-2084,CIAT-PM21_6598,Megathyrsus maximus,Grass,13.47,15.17,46.34,50.76
F25-2090,CIAT-PM21_6629,Megathyrsus maximus,Grass,13.68,15.16,47.95,44.82
F25-2088,CIAT-PM21_6640,Megathyrsus maximus,Grass,13.7,15.53,44.24,49.86
F25-2091,CIAT-PM21_6641,Megathyrsus maximus,Grass,14.36,15.81,48.44,51.47
F25-2085,CIAT-PM21_6647,Megathyrsus maximus,Grass,14.16,15.47,48.25,50.51
