id_lab,id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
42,nan,trifolium pratense,Herbaceous_legumes,13.85,15.38,43.59,61.07
41,nan,trifolium pratense,Herbaceous_legumes,13.54,15.62,51.37,62.74
41,nan,Vicia tenuifolia,Herbaceous_legumes,13.54,15.62,51.37,62.74
40,nan,Vicia tenuifolia,Herbaceous_legumes,14.46,15.32,43.02,72.35
68,nan,Medicago doliata,Herbaceous_legumes,14.81,16.52,52.94,74.47
92,nan,vicia lutea subsp. Vestita,Herbaceous_legumes,14.8,16.62,43.61,75.82
69,nan,Medicago doliata var. muricata,Herbaceous_legumes,13.95,15.54,43.87,75.12
71,nan,Medicago intertexta ,Herbaceous_legumes,14.32,16.23,38.63,83.04
90,nan,vicia noeana,Herbaceous_legumes,15.4,16.89,51.31,73.37
90,nan,vicia hybrida,Herbaceous_legumes,15.4,16.89,51.31,73.37
89,nan,vicia hybrida,Herbaceous_legumes,15.82,17.81,48.79,75.99
88,nan,vicia sativa subsp. Sativa var. melanosperma,Herbaceous_legumes,14.79,16.79,47.52,73.24
88,nan,vicia sativa subsp. Sativa,Herbaceous_legumes,14.79,16.79,47.52,73.24
87,nan,vicia sativa subsp. Sativa,Herbaceous_legumes,15.48,17.18,45.75,73.58
86,nan,vicia ervillia,Herbaceous_legumes,13.61,16.1,51.05,76.88
85,nan,vicia ervillia,Herbaceous_legumes,14.06,16.24,47.99,81.67
84,nan,vicia narbonensis var. aegyptiaca,Herbaceous_legumes,14.04,16.46,46.28,77.17
83,nan,Vicia narbonensis var. narbonensis,Herbaceous_legumes,15.92,17.8,43.04,73.62
82,nan,Medicago polymorpha var. iraqi,Herbaceous_legumes,14.33,15.9,48.43,77.82
81,nan,Medicago praecox,Herbaceous_legumes,13.12,14.83,42.35,78.86
80,nan,Medicago radiata,Herbaceous_legumes,15.46,16.45,40.62,66.42
79,nan,Medicago turbinata var. aculeata,Herbaceous_legumes,13.7,16.03,47.41,71.53
78,nan,Medicago turbinata var. spinulosa,Herbaceous_legumes,14.27,15.85,45.32,77.84
77,nan,Medicago murex,Herbaceous_legumes,14.34,16.02,48.86,72.69
