id_lab,id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
384,nan,Lathyrus sativus,Herbaceous_legumes,16.29,15.86,43.02,74.11
383,nan,Lathyrus sativus,Herbaceous_legumes,16.36,15.72,43.79,73.1
382,nan,Lathyrus sativus,Herbaceous_legumes,14.74,14.3,38.29,78.81
381,nan,Lathyrus sativus,Herbaceous_legumes,14.38,14.15,37.58,77.12
380,nan,Lathyrus sativus,Herbaceous_legumes,14.18,14.02,43.13,77.52
379,nan,Lathyrus sativus,Herbaceous_legumes,14.5,14.29,39.41,77.94
378,nan,Lathyrus sativus,Herbaceous_legumes,13.86,13.67,42.09,75.57
377,nan,Lathyrus sativus,Herbaceous_legumes,14.01,13.9,38.48,81.85
376,nan,Lathyrus sativus,Herbaceous_legumes,14.44,14.21,39.54,81.78
375,nan,Lathyrus sativus,Herbaceous_legumes,14.47,13.98,36.23,80.72
373,nan,Lathyrus sativus,Herbaceous_legumes,14.38,16.41,40.3,81.25
194,nan,Lathyrus tuberosus,Herbaceous_legumes,14.36,16.36,42.59,73.75
193,nan,Lathyrus heterophyllus,Herbaceous_legumes,14.21,16.13,34.61,74.88
192,nan,Lathyrus clymenum,Herbaceous_legumes,13.94,15.37,36.62,77.53
165,nan,Trifolium dubium,Herbaceous_legumes,14.61,16.67,48.89,74.25
164,nan,Trifolium chilense,Herbaceous_legumes,11.43,16.55,56.59,55.6
163,nan,Trifolium cherleri,Herbaceous_legumes,13.37,16.09,56.48,54.54
162,nan,Trifolium carolinianum,Herbaceous_legumes,13.5,15.33,46.62,71.14
161,nan,Trifolium campestre,Herbaceous_legumes,14.46,16.42,46.92,70.28
160,nan,Trifolium arvense var. gracile,Herbaceous_legumes,14.0,16.53,49.62,78.45
159,nan,Trifolium arvense,Herbaceous_legumes,12.81,15.21,48.49,60.67
158,nan,Trifolium alexandrinum,Herbaceous_legumes,13.23,15.43,59.58,57.57
157,nan,Vicia articulata,Herbaceous_legumes,13.51,15.27,42.34,75.96
156,nan,Trifolium squarrosum,Herbaceous_legumes,14.03,15.78,37.77,70.9
155,nan,Medicago tornata var. lenticularis,Herbaceous_legumes,15.13,17.11,54.13,68.35
154,nan,Medicago tornata var. Lanticularis f. aculeata,Herbaceous_legumes,14.6,16.62,55.22,59.12
153,nan,Lathyrus gloeospermus,Herbaceous_legumes,14.78,16.48,46.96,64.82
152,nan,Melilotis sulcatus,Herbaceous_legumes,13.9,16.16,50.1,67.18
151,nan,Hedysarum spinosissimum,Herbaceous_legumes,13.62,15.56,60.37,55.98
150,nan,Hedysarum spinosissimum,Herbaceous_legumes,13.78,15.62,49.74,65.1
149,nan,Hedysarum spinosissimum,Herbaceous_legumes,13.54,15.94,53.04,69.59
148,nan,Hedysarum carnosum,Herbaceous_legumes,13.84,15.55,40.2,62.49
147,nan,Trifolium meironense,Herbaceous_legumes,14.19,16.39,47.05,59.59
146,nan,Trifolium isthmocarpum,Herbaceous_legumes,14.34,16.51,51.95,57.88
145,nan,Trifolium tomentosum var. glabrescens,Herbaceous_legumes,14.33,16.19,50.01,62.55
166,nan,Trifolium scabrum,Herbaceous_legumes,13.13,15.47,48.28,67.53
167,nan,Trifolium echinatum var. carmeli,Herbaceous_legumes,12.93,15.55,39.71,70.08
168,nan,Trifolium gemellum,Herbaceous_legumes,13.51,15.49,53.24,63.18
169,nan,Trifolium micranthum,Herbaceous_legumes,14.16,16.29,41.68,79.34
191,nan,Lathyrus odoratus,Herbaceous_legumes,14.7,17.07,42.34,75.07
190,nan,Medicago polymorpha var. vulgaris ,Herbaceous_legumes,14.1,15.87,46.21,62.68
189,nan,Trifolium spadiceum ,Herbaceous_legumes,13.88,15.86,38.0,82.91
188,nan,Trifolium montanum,Herbaceous_legumes,13.96,15.32,40.74,68.34
187,nan,Avena sterilis,Grass,13.06,14.49,46.12,68.82
186,nan,Lathyrus chloranthus,Herbaceous_legumes,14.39,16.71,41.77,74.03
185,nan,Trifolium diffusum,Herbaceous_legumes,15.02,16.76,41.62,81.32
184,nan,Trifolium affine,Herbaceous_legumes,14.92,16.9,41.54,57.05
183,nan,Trifolium caudatum,Herbaceous_legumes,13.76,16.32,47.07,73.23
182,nan,Trifolium speciosum,Herbaceous_legumes,13.4,15.82,53.18,50.08
397,nan,Lathyrus sativus,Herbaceous_legumes,15.87,15.33,37.48,76.94
181,nan,Trifolium haussknechtii,Herbaceous_legumes,12.89,15.63,56.16,52.35
179,nan,Trifolium tomentosum var. cthonocephalum,Herbaceous_legumes,13.57,15.33,40.48,66.32
178,nan,Lathyrus hirsutus,Herbaceous_legumes,13.67,16.02,44.95,67.11
177,nan,Trifolium striatum,Herbaceous_legumes,14.08,16.35,40.13,76.83
176,nan,Vicia michauxii,Herbaceous_legumes,13.64,16.44,53.79,66.92
175,nan,Pisum sativum subsp. asiaticum,Herbaceous_legumes,13.73,15.52,42.56,71.66
174,nan,Trifolium vesiculosum,Herbaceous_legumes,13.33,15.82,41.27,79.84
173,nan,Trifolium squamosum,Herbaceous_legumes,13.09,15.06,39.27,68.31
172,nan,Trifolium resupinatum,Herbaceous_legumes,12.73,15.01,45.0,76.43
171,nan,Trifolium palaestinum,Herbaceous_legumes,13.17,15.2,50.62,50.67
170,nan,Trifolium obscurum,Herbaceous_legumes,12.54,14.92,48.42,62.3
180,nan,Trifolium pauciflorum,Herbaceous_legumes,13.26,15.87,45.71,62.09
790,nan,Hordeum vulgare,Grass,14.52,14.42,48.09,50.83
