no,center,id_lab,replication,id,genus,species,,family,order,functional_group,sampling_stage,dm ,ash/dm,om ,pc_dm,adf_dm,ndf_dm
No,CENTER,Internal ID lab (when possible),replication,Gene bank /Breeding program ID,Genus,Species,Tax Name,Family,Order,Functional Group,Sampling stage,"DM, %",Ash/DM,"OM, %","PC (%), DM","ADF, % DM","NDF, % DM"
894,ICARDA,428,3,Soufara-02/3/RM1508/Por//WI2269/4/Hml-02/ArabiAbiad//ER/Apm/5/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,96.83,12.15,87.85,19.46,24.90963544,45.285552
895,ICARDA,429,1,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.9,12.89,87.11,18.82,29.30453109,44.88935722
896,ICARDA,429,2,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.96,12.9,87.1,18.9,31.449553,45.51936994
897,ICARDA,429,3,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.08,12.75,87.25,18.21,27.56625999,47.11821624
898,ICARDA,430,1,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145502/8/LAMOLINA96/FALCON-BAR,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.25,13.4,86.6,19.32,29.7847769,44.37795276
899,ICARDA,430,2,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145502/8/LAMOLINA96/FALCON-BAR,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.99,13.66,86.34,19.25,27.32919255,40.60427413
900,ICARDA,430,3,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145502/8/LAMOLINA96/FALCON-BAR,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.28,13.97,86.03,19.18,28.03316541,42.31738035
901,ICARDA,431,1,Rosalind/IG 1074426,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.76,10.78,89.22,18.24,28.80962431,40.55508653
902,ICARDA,431,2,Rosalind/IG 1074426,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.31,10.3,89.7,17.88,26.99607677,43.37822076
903,ICARDA,431,3,Rosalind/IG 1074426,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.55,10.28,89.72,18.09,30.0908605,41.07963656
904,ICARDA,432,1,SLB 15-05/4/H.spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Furat-2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.74,12.11,87.89,15.2,25.73358666,45.95735698
905,ICARDA,432,2,SLB 15-05/4/H.spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Furat-2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.69,12.08,87.92,15.07,25.31418312,44.96778963
906,ICARDA,432,3,SLB 15-05/4/H.spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Furat-2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.62,12.2,87.8,14.06,28.01733249,44.25068696
907,ICARDA,433,1,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Rihane 03,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.19,11.72,88.28,17.02,26.78852821,42.84063452
908,ICARDA,433,2,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Rihane 03,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.06,11.61,88.39,17.49,28.14012203,40.12202819
909,ICARDA,433,3,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Rihane 03,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.56,11.9,88.1,17.6,28.71494349,42.66429468
910,ICARDA,434,1,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/HARMAL,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.48,12.47,87.53,18.3,28.48221846,38.46316681
911,ICARDA,434,2,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/HARMAL,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.71,12.5,87.5,19.07,28.34969908,37.58842783
912,ICARDA,434,3,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/HARMAL,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.43,12.6,87.4,18.46,24.72731124,37.62575453
913,ICARDA,435,1,Morex - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.44,14.05,85.95,20.61,28.80135536,47.416349
914,ICARDA,435,2,Morex - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.35,13.73,86.27,20.33,28.81822999,45.3736089
915,ICARDA,435,3,Morex - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.74,13.08,86.92,19.78,27.71495626,45.49818647
916,ICARDA,436,1,Legia/Laurel'S'//Aleli/3/Arta/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.24,12.77,87.23,20.15,27.55144897,46.07307854
917,ICARDA,436,2,Legia/Laurel'S'//Aleli/3/Arta/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.99,13.21,86.79,20.23,27.21339088,48.54195178
918,ICARDA,436,3,Legia/Laurel'S'//Aleli/3/Arta/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.04,13.33,86.67,20.36,28.00925926,48.07449495
919,ICARDA,437,1,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.3,11.72,88.28,21.74,29.80707395,52.9153269
920,ICARDA,437,2,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.04,12.06,87.94,22.26,29.9109083,53.63972186
921,ICARDA,437,3,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.88,12.35,87.65,21.74,28.94182125,51.08558179
922,ICARDA,438,1,Emir - PI 204579,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.76,12.52,87.48,19.93,25.2638244,50.33769523
923,ICARDA,438,2,Emir - PI 204579,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.14,12.48,87.52,20.46,27.46972594,52.01827066
924,ICARDA,438,3,Emir - PI 204579,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.15,13.09,86.91,18.36,25.75932738,48.72306884
925,ICARDA,439,1,ICNB93-369/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.09,14.59,85.41,21.03,25.60314592,57.65756191
926,ICARDA,439,2,ICNB93-369/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.4,15.49,84.51,20.97,25.91006424,56.20985011
927,ICARDA,439,3,ICNB93-369/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.68,15.44,84.56,18.65,26.14068441,56.19983101
928,ICARDA,440,1,Emir - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.13,12.04,87.96,19.48,28.28760643,53.6739199
929,ICARDA,440,2,Emir - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.87,11.86,88.14,19.59,30.94761252,57.81595868
930,ICARDA,440,3,Emir - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.98,12.41,87.59,19.3,32.51755693,59.02319642
931,ICARDA,441,1,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.08,13.63,86.37,18.05,27.18763147,58.99242743
932,ICARDA,441,2,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.74,13.27,86.73,16.69,29.59887859,59.81237869
933,ICARDA,441,3,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.97,13.6,86.4,17.5,25.91344635,51.96377804
934,ICARDA,442,1,Emir - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.65,11.05,88.95,17.7,23.89749066,49.95194875
935,ICARDA,442,2,Emir - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,89.97,10.43,89.57,18.02,7.124597088,46.98232744
936,ICARDA,442,3,Emir - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.07,11.24,88.76,18.46,26.21682604,48.99537982
937,ICARDA,443,1,Commander /IG 38660,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.4,12.55,87.45,15.13,25.98484848,52.32683983
938,ICARDA,443,2,Commander /IG 38660,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.08,13.18,86.82,15.38,24.93622449,47.86352041
939,ICARDA,443,3,Commander /IG 38660,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.41,13.49,86.51,15.45,25.32919388,51.34353924
940,ICARDA,444,1,Emir - A17,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.56,13.04,86.96,15.94,22.81091371,46.96489002
941,ICARDA,444,2,Emir - A17,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.42,14.12,85.88,16.64,23.872061,46.27197628
942,ICARDA,444,3,Emir - A17,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.65,13.67,86.33,17.07,23.11674591,48.35710512
943,ICARDA,445,1,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/ATAHUALPA,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.02,13.73,86.27,17.98,23.15464795,50.84024676
944,ICARDA,445,2,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/ATAHUALPA,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.38,12.33,87.67,18.18,26.07543971,46.52468743
945,ICARDA,445,3,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/ATAHUALPA,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,91.17,13.24,86.76,17.89,24.7998245,45.38773719
946,ICARDA,446,1,Morex - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.64,12.72,87.28,16.45,21.37975224,55.23280649
947,ICARDA,446,2,Morex - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.12,12.11,87.89,16.56,25.63748406,53.41053974
948,ICARDA,446,3,Morex - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.69,11.6,88.4,16.62,22.96969057,47.28059985
949,ICARDA,447,1,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.9,18.38,81.62,18.6,20.87326944,58.84984026
950,ICARDA,447,2,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.68,17.3,82.7,18.96,20.16438941,61.18701964
951,ICARDA,447,3,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.09,18.19,81.81,18.75,20.07652248,57.74258688
952,ICARDA,448,1,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.9,15.55,84.45,21.19,19.90516333,65.96417281
953,ICARDA,448,2,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.15,16.35,83.65,21.33,24.08921933,64.4078598
954,ICARDA,448,3,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.91,16.24,83.76,21.82,28.6550953,64.572463
955,ICARDA,449,1,VLB 118/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.42,11.89,88.11,18.74,26.61512391,52.48887947
956,ICARDA,449,2,VLB 118/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.25,12.14,87.86,19.89,24.56233422,54.82228117
957,ICARDA,449,3,VLB 118/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.99,11.91,88.09,19.31,27.37525269,52.95244175
958,ICARDA,450,1,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.38,11.93,88.07,18.68,24.78046691,56.92867852
959,ICARDA,450,2,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,87.67,11.43,88.57,19.02,28.37914908,62.30181362
960,ICARDA,450,3,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.15,12.04,87.96,19.52,20.41867955,59.07675792
961,ICARDA,451,1,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.54,14.69,85.31,20.16,21.86376137,53.67040406
962,ICARDA,451,2,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,95.24,14.23,85.77,20.03,22.900042,59.26081478
963,ICARDA,451,3,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.97,15.3,84.7,20.03,22.85985048,53.01674213
964,ICARDA,452,1,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.94,9.56,90.44,20.56,23.3806757,71.48698085
965,ICARDA,452,2,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,88.58,9.64,90.36,20.56,32.84037029,72.4091217
966,ICARDA,452,3,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,88.27,9.26,90.74,20.56,26.41894188,73.71700464
967,ICARDA,453,1,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,88.44,16.17,83.83,18.61,34.56580733,53.15468114
968,ICARDA,453,2,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.69,15.91,84.09,19.17,29.69690569,51.69500475
969,ICARDA,453,3,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.74,15.74,84.26,18.8,35.00105552,52.5438041
970,ICARDA,454,1,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.03,14.43,85.57,17.65,8.36289369,54.42330431
971,ICARDA,454,2,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.75,14.33,85.67,18.43,25.57412399,52.11859838
972,ICARDA,454,3,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.87,14.75,85.25,18.04,25.18574351,54.16173145
973,ICARDA,455,1,Emir,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.32,13.45,86.55,18.09,31.80454351,56.09729961
974,ICARDA,455,2,Emir,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.07,12.7,87.3,18.21,20.75856882,57.20425486
975,ICARDA,455,3,Emir,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.09,13.43,86.57,18.05,22.47287571,54.91459878
976,ICARDA,456,1,Baudin/IG 38821,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,91.91,15.51,84.49,16.79,22.32618866,55.33674247
977,ICARDA,456,2,Baudin/IG 38821,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.72,15.7,84.3,16.28,32.86238136,45.17903365
978,ICARDA,456,3,Baudin/IG 38821,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.47,15.58,84.42,16.23,25.56970151,47.67305018
979,ICARDA,457,1,GP - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,89.63,17.96,82.04,19.63,23.27345755,47.57335713
980,ICARDA,457,2,GP - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.29,18.09,81.91,18.65,20.72033444,64.77650338
981,ICARDA,457,3,GP - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,91.81,18.05,81.95,18.69,19.92157717,57.96754166
982,ICARDA,458,1,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Furat-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.02,15.21,84.79,16.39,19.41517953,57.19200172
983,ICARDA,458,2,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Furat-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.49,15.43,84.57,16.47,28.12065462,54.55128891
984,ICARDA,458,3,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Furat-1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.35,15.21,84.79,16.72,25.01339047,58.36100696
985,ICARDA,459,1,Emir - PI 206443/3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.47,12.83,87.17,18.46,27.83780892,56.94875361
986,ICARDA,459,2,Emir - PI 206443/3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.25,12.15,87.85,18.44,22.4772118,57.42627346
987,ICARDA,459,3,Emir - PI 206443/3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.36,12.65,87.35,18.19,22.24721508,58.34404456
988,ICARDA,460,1,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145155/8/Baudin,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.42,15.52,84.48,22.67,27.30678656,52.72960822
989,ICARDA,460,2,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145155/8/Baudin,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.19,15.69,84.31,22.35,25.52849018,52.96705655
990,ICARDA,460,3,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145155/8/Baudin,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.04,15.56,84.44,22.93,24.2556359,52.96682263
991,ICARDA,461,1,Arta/3/Legia/Laurel'S//Aleli/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/Arta/WI3167,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.26,12.89,87.11,23.04,25.9489599,56.89470298
992,ICARDA,461,2,Arta/3/Legia/Laurel'S//Aleli/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/Arta/WI3167,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.57,12.5,87.5,22.6,29.27514313,62.16916928
993,ICARDA,461,3,Arta/3/Legia/Laurel'S//Aleli/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/Arta/WI3167,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.12,13.62,86.38,22.63,28.53886235,58.28267477
994,ICARDA,462,1,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Mundah,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.07,12.95,87.05,21.89,27.36649833,54.41065864
995,ICARDA,462,2,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Mundah,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.86,12.67,87.33,21.46,24.1438725,53.7906526
996,ICARDA,462,3,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Mundah,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.89,12.9,87.1,21.34,24.29755625,54.55915599
997,ICARDA,463,1,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.47,14.09,85.91,17.39,25.4578173,50.67217106
998,ICARDA,463,2,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.32,14.1,85.9,17.32,27.49151824,57.41094148
999,ICARDA,463,3,GP - 2920/4,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.28,14.91,85.09,17.89,25.3075944,47.92108613
1000,ICARDA,464,1,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.45,12.26,87.74,20.87,25.09363296,59.79668272
1001,ICARDA,464,2,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.71,12.49,87.51,21.28,27.09323197,57.72357724
1002,ICARDA,464,3,Emir - A17/1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.38,12.17,87.83,21.39,26.81516385,58.57785393
1003,ICARDA,465,1,Khnata,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.47,12.73,87.27,18.85,27.89245263,58.70646766
1004,ICARDA,465,2,Khnata,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.47,12.47,87.53,18.16,25.16142691,59.37334604
1005,ICARDA,465,3,Khnata,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.16,12.71,87.29,18.81,25.87085811,61.80968564
1006,ICARDA,466,1,GoldMarker,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.53,14.71,85.29,16.79,23.27595424,59.18956485
1007,ICARDA,466,2,GoldMarker,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.55,15.25,84.75,16.94,27.50400855,58.63174773
1008,ICARDA,466,3,GoldMarker,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.85,14.23,85.77,16.99,27.45871071,58.66808737
1009,ICARDA,467,1,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.93,15.45,84.55,18.54,26.31747046,61.00287448
1010,ICARDA,467,2,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.21,16.17,83.83,16.59,30.86578693,61.47409076
1011,ICARDA,467,3,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.43,14.92,85.08,17.2,27.87249815,60.61632956
1012,ICARDA,468,1,PENCO/CHEVRON-BAR/5/ABETO//GLORIA-BAR/COME/3/SEN/4/MJA/6/PENCO/CHEVRON-BAR//CANTUA/7/IG 144951,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.74,13.72,86.28,16.02,29.24045231,55.01386815
1013,ICARDA,468,2,PENCO/CHEVRON-BAR/5/ABETO//GLORIA-BAR/COME/3/SEN/4/MJA/6/PENCO/CHEVRON-BAR//CANTUA/7/IG 144951,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.12,12.74,87.26,16.11,22.17382065,53.17679558
1014,ICARDA,468,3,PENCO/CHEVRON-BAR/5/ABETO//GLORIA-BAR/COME/3/SEN/4/MJA/6/PENCO/CHEVRON-BAR//CANTUA/7/IG 144951,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.56,12.9,87.1,16.16,23.8670372,51.74219752
1015,ICARDA,469,1,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.91,12.44,87.56,15.73,24.71515281,51.84751358
1016,ICARDA,469,2,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.31,11.54,88.46,16.53,22.05551388,50.48762191
1017,ICARDA,469,3,Morex - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,93.86,11.66,88.34,16.78,21.88365651,50.3728958
1018,ICARDA,470,1,Emir - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,94.62,15.37,84.63,19.51,24.89959839,60.68484464
1019,ICARDA,470,2,Emir - HB2032,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,1st cut,92.28,15.99,84.01,19.4,18.68227135,64.79193758
