no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,sampling_stage,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,sampling stage,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
2949,ICARDA,702,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96.5,72,14.38,10.21,14.9,14.19,149.86,31.63,3.01,67.21
3042,ICARDA,702,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92,61.5,13.71,8.55,14.9,13.91,129.09,38.62,2.54,46.49
3043,ICARDA,702,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.7,64.3,12.83,10.08,15.9,15.67,136.04,38.57,3.02,55.27
3044,ICARDA,702,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.2,62.8,12.99,10.09,16.2,16.06,130.73,41.95,2.97,50.05
2950,ICARDA,702,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,78.2,64.8,12.66,10.45,16.2,16.12,135.45,37.35,3.09,58.46
2951,ICARDA,702,,50,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,76.8,67,10.76,8.85,14,13.21,140.95,40.8,2.64,45.62
2952,ICARDA,703,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,94.5,68,13.42,8.94,14.2,13.15,142.61,43.75,2.7,42.85
3045,ICARDA,703,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96.5,72,13.61,9.49,14.1,13.18,150.14,44.99,2.85,43.99
3046,ICARDA,703,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95.5,73,13.37,9.61,14,13.17,154.16,42.03,2.92,48.3
3047,ICARDA,703,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,87.2,76.8,13.95,12.19,16,15.87,161.52,39.25,3.69,65.29
2953,ICARDA,703,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,86.7,73.3,13.78,11.57,15.9,15.77,152.83,39.83,3.47,60.51
2954,ICARDA,703,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,99.2,92.8,16.36,15.27,16.5,16.45,196.01,40.73,4.64,79.17
2955,ICARDA,704,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96,73,13.63,9.84,14.2,13.48,152.56,42.7,2.84,48.15
3048,ICARDA,704,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,97,75.5,14.45,10.88,14.9,14.42,156.7,44.94,3.12,50.27
3049,ICARDA,704,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,97,75.5,14.26,10.71,14.7,14.19,157.85,42.36,3.09,52.87
3050,ICARDA,704,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.7,67.3,12.26,10.11,15.2,15.02,142.99,41.05,2.96,52.33
3136,ICARDA,704,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,75.2,50.8,11.5,7.39,15.3,14.53,175.8,3.86,3.53,662.71
3137,ICARDA,704,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,79.2,52.8,12.59,8.3,15.9,15.7,110.46,41.44,2.39,41.85
3138,ICARDA,705,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,94,68.5,13.16,8.85,14,12.92,142.64,35.86,2.57,51.39
2956,ICARDA,705,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,88,59.5,13.38,8.59,15.2,14.43,123.2,45.28,2.48,39.27
2957,ICARDA,705,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,83.5,34.5,12.94,4.86,15.5,14.08,72.37,44.14,1.42,23.09
2958,ICARDA,705,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,88.2,63.8,14.28,10.32,16.2,16.16,134.28,43.33,3.03,50.09
3051,ICARDA,705,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.2,57.8,13.89,9.67,16.5,16.73,120.98,38.41,2.83,52.68
3052,ICARDA,705,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,86.2,62.8,13.87,10.12,16.1,16.1,134.67,39.21,3.03,55.29
3053,ICARDA,705,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,79.8,79.3,13.72,13.63,17.2,17.2,166.81,26.37,4.01,108.81
3139,ICARDA,705,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,72.3,73.8,11.27,11.52,15.6,15.63,155.32,25.21,3.39,96.27
3140,ICARDA,705,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,74.3,82.8,11.29,12.73,15.2,15.38,173.38,26.31,3.73,101.38
3141,ICARDA,706,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92,49,13.25,6.02,14.4,12.29,102.89,38.35,1.89,32.99
2959,ICARDA,706,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96,63,13.54,8.03,14.1,12.74,132.61,40.05,2.52,42.17
2960,ICARDA,706,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,98.5,71.5,13.3,8.79,13.5,12.29,149.58,29.23,2.75,62.9
2961,ICARDA,706,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,94.2,68.8,14.6,10.44,15.5,15.17,145.99,46,3.31,48.14
3054,ICARDA,706,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,90.7,65.8,12.97,8.77,14.3,13.32,139.35,38.36,2.77,48.38
3055,ICARDA,706,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,91.2,72.8,13.04,9.99,14.3,13.72,152.67,46.05,3.13,45.49
3056,ICARDA,706,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.8,89.3,12.71,13.48,15,15.11,187.45,33.78,4.23,83.83
3142,ICARDA,706,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,81.3,85.8,12.19,12.97,15,15.12,178.86,21.45,4.04,126.08
3143,ICARDA,706,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.8,92.3,12.63,13.92,14.9,15.09,192,16.6,4.33,174.46
3144,ICARDA,707,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95,54,12.83,7.21,13.5,13.35,114.24,32.24,2.11,47.3
4452,ICARDA,707,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,98.5,58,12.9,7.07,13.1,12.19,122.49,39.6,2.07,37.71
2962,ICARDA,707,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96.5,69.5,13.51,10.68,14,15.36,147.94,43.68,3.15,52.03
2963,ICARDA,707,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,85.2,68.8,11.92,9.28,14,13.48,149.37,35.22,2.79,57.16
2964,ICARDA,707,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.2,66.8,11.95,9.16,14.2,13.71,143.15,40.74,2.72,48.17
3057,ICARDA,707,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.2,64.8,11.87,8.75,14.1,13.5,136.51,37.42,2.55,49.26
3058,ICARDA,707,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.8,90.3,11.71,13.32,14.5,14.76,192.61,19.16,3.94,148.42
3059,ICARDA,707,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,77.3,84.8,11.51,12.76,14.9,15.06,180.91,23.35,3.77,116.69
3145,ICARDA,707,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,86.8,96.3,13.1,14.76,15.1,15.34,205.91,26.07,4.37,121.15
3146,ICARDA,707,,50,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.3,75.5,11.64,10.21,13.8,13.52,159.38,49.91,2.98,43.18
3147,ICARDA,708,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,100,75.5,13.8,9.59,13.8,12.7,161.57,46.37,2.9,44.24
2965,ICARDA,708,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,99.5,76,14.53,10.44,14.6,13.73,163.03,46.37,3.16,48.29
2966,ICARDA,708,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,97.5,71.5,13.46,8.98,13.8,12.56,153.62,36.1,2.73,53.46
2967,ICARDA,708,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,90.7,72.3,13.78,10.72,15.2,14.82,154.55,40.92,3.24,55.97
3060,ICARDA,708,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,90.7,71.8,14.05,10.87,15.5,15.13,153.58,45.2,3.28,51.41
3061,ICARDA,708,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,90.2,72.8,13.53,10.63,15,14.6,157.14,41.62,3.24,55.11
3062,ICARDA,708,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,78.3,87.8,11.82,13.43,15.1,15.31,188.09,29.76,4.07,96.74
3148,ICARDA,708,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.8,90.3,12.35,13.99,15.3,15.5,193.94,23.84,4.25,126.09
3149,ICARDA,708,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,79.3,85.3,12.13,13.18,15.3,15.45,184.99,30.58,4.04,93.49
3150,ICARDA,709,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,93,65.5,14.79,10.06,15.9,15.35,138.64,44.86,3.06,47.45
2968,ICARDA,709,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,93.5,53.5,14.31,7.03,15.3,13.13,113.62,44.04,2.14,33.88
2969,ICARDA,709,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96,75.5,13.54,9.99,14.1,13.23,159.2,41.38,3.03,50.91
2970,ICARDA,709,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,88.7,76.3,13.48,11.43,15.2,14.97,159.38,42.18,3.43,56.57
3063,ICARDA,709,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,88.2,75.3,13.58,11.45,15.4,15.2,157.23,44.61,3.43,53.56
3064,ICARDA,709,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,82.7,61.3,12.57,8.98,15.2,14.64,128.62,44.28,2.71,42.53
3065,ICARDA,709,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,78.3,82.8,12.05,12.81,15.4,15.48,175.6,25.9,3.91,104.98
3151,ICARDA,709,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,79.8,86.3,12.36,13.49,15.5,15.64,183.69,31.95,4.13,89.88
3152,ICARDA,709,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,78.8,85.3,11.73,12.86,14.9,15.08,181.02,26.3,3.92,103.82
3153,ICARDA,710,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,98,76.5,13.82,10.14,14.1,13.26,161.86,42.24,3.02,50.8
2971,ICARDA,710,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96.5,65,14.09,8.8,14.6,13.53,135.83,41.91,2.59,43.87
2972,ICARDA,710,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,83.5,43,12.53,5.88,15,13.68,91.02,37.35,1.75,33.34
2973,ICARDA,710,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,89.2,69.8,13.11,9.92,14.7,14.2,146.48,37.98,2.93,54.78
3066,ICARDA,710,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,88.2,69.8,12.96,9.97,14.7,14.28,146.04,36.05,2.94,57.86
3067,ICARDA,710,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,87.7,69.3,12.89,9.86,14.7,14.22,145.14,38.16,2.91,54.1
3068,ICARDA,710,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,72.8,70.3,11.13,10.69,15.3,15.22,149.32,20.97,3.2,108.38
3154,ICARDA,710,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,76.8,77.8,11.51,11.69,15,15.03,165.39,20.99,3.5,118.42
3155,ICARDA,710,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,74.3,68.8,11.36,10.4,15.3,15.12,145.64,20.5,3.1,107.46
3156,ICARDA,711,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,102,79,14.28,10.37,14,13.13,165.37,52.42,3.15,41.41
2974,ICARDA,711,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,102.5,83.5,14.56,11.29,14.2,13.52,174.44,49.13,3.42,48
2975,ICARDA,711,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,105,84.5,15.54,11.99,14.8,14.19,176.98,50.72,3.64,49.53
2976,ICARDA,711,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,82.2,58.8,11.75,7.95,14.3,13.51,124.62,44.8,2.44,37.57
3069,ICARDA,711,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92.2,78.8,13.27,11.13,14.4,14.11,164.82,47.73,3.37,48.73
3070,ICARDA,711,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,89.7,65.3,13,9.18,14.5,14.05,138.75,46.74,2.83,41.72
3071,ICARDA,711,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.8,85.3,11.95,12.73,14.8,14.93,180.76,32.78,3.91,82.33
3157,ICARDA,711,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,82.3,91.8,12.17,13.78,14.8,15.02,193.58,23.2,4.21,125.3
3158,ICARDA,711,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,84.8,94.3,12.37,14.01,14.6,14.86,199.77,26.24,4.3,113.14
3159,ICARDA,712,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,97,78.5,14.84,11.66,15.3,14.85,166.78,46.57,3.45,53.2
2977,ICARDA,712,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,98.5,78,13.99,10.42,14.2,13.36,163.69,42.94,3.05,50.93
2978,ICARDA,712,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,97.5,79.5,14.63,11.51,15,14.48,168.5,46.59,3.4,52.37
2979,ICARDA,712,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,86.2,73.8,12.32,10.45,14.3,14.15,156.84,40.31,3.09,55.05
3072,ICARDA,712,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,87.2,72.3,12.64,10.27,14.5,14.19,152.7,41.29,3.02,52.49
3073,ICARDA,712,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,79.2,63.8,11.64,9.15,14.7,14.34,134.41,39.71,2.68,48.53
3160,ICARDA,712,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,75.3,80.3,11.59,12.45,15.4,15.52,168.35,27.92,3.64,93.57
3161,ICARDA,712,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,66.8,63.3,9.68,9.08,14.5,14.36,133.98,21.79,2.68,88.29
3162,ICARDA,712,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,74.3,77.8,11.21,11.81,15.1,15.19,163.14,26.27,3.45,94.36
4453,ICARDA,713,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95.5,75,14.13,10.57,14.8,14.09,158.34,42.3,2.95,52.74
2980,ICARDA,713,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95,72.5,14.16,10.31,14.9,14.22,154.04,39.13,2.9,55.97
2981,ICARDA,713,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,94.5,72,14.27,11.25,15.1,15.63,150.99,40.38,3.12,58.45
2982,ICARDA,713,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,80.2,62.8,11.7,8.97,14.6,14.27,132.71,34.74,2.5,54.51
3074,ICARDA,713,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,81.2,57.8,11.69,8.09,14.4,14,121.91,37.1,2.26,45.99
3075,ICARDA,713,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,72.8,80.3,10.62,11.91,14.6,14.84,170.58,10.51,3.35,240.83
3076,ICARDA,713,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,71.3,75.8,10.69,11.44,15,15.11,160.76,20.44,3.21,118.82
3163,ICARDA,713,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,69.8,75.3,10.32,11.27,14.8,14.98,158.24,26.17,3.13,90.56
3164,ICARDA,713,,50,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,76.3,65.5,10.23,8.47,13.4,12.94,137.77,36.46,2.36,48.88
3165,ICARDA,714,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95,74.5,14.25,10.81,15,14.5,156.03,39.31,3,57.58
2983,ICARDA,714,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95.5,75.5,14.71,11.25,15.4,14.9,160.75,43.62,3.18,54.9
2984,ICARDA,714,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92.5,67.5,13.78,9.58,14.9,14.2,142.24,37.67,2.68,53.6
2985,ICARDA,714,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,81.2,65.3,11.61,9.09,14.3,13.91,137.4,40.88,2.54,46.76
3077,ICARDA,714,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,83.7,59.3,12.05,8.15,14.4,13.74,126.02,39.04,2.3,44.37
3078,ICARDA,714,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,81.7,66.3,12.01,9.52,14.7,14.35,140.22,43.98,2.67,45.76
3079,ICARDA,714,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,69.3,76.3,10.8,11.99,15.6,15.72,161.86,27.57,3.38,92.28
3166,ICARDA,714,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,67.8,75.8,10.64,11.98,15.7,15.82,158.65,19.1,3.33,131.4
3167,ICARDA,714,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,73.8,77.3,11.43,12.02,15.5,15.56,162.75,30.56,3.36,82.88
3168,ICARDA,715,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,102.5,80.5,14.76,11.02,14.4,13.69,170.9,45.42,3.47,51.51
2986,ICARDA,715,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,105.5,77.5,15.93,11.11,15.1,14.34,164.93,45.03,3.51,52.52
2987,ICARDA,715,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,103.5,79.5,15.01,10.98,14.5,13.81,169.01,50.74,3.46,45.99
2988,ICARDA,715,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,95.2,73.3,13.7,10.3,14.4,14.04,155.16,49.92,3.23,43.65
3080,ICARDA,715,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92.2,79.8,13,11.08,14.1,13.88,167.75,49.76,3.45,46.81
3082,ICARDA,715,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,87.8,101.3,13.51,15.88,15.4,15.68,214.78,33.41,5,100.8
3169,ICARDA,715,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,86.8,95.3,13.01,14.47,15,15.2,203.27,33.97,4.58,90.92
3170,ICARDA,715,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,86.8,98.3,12.75,14.74,14.7,15,208.34,36.3,4.64,86.11
3171,ICARDA,716,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92.5,67,13.41,9.21,14.5,13.74,142.27,43.28,2.68,45.16
2989,ICARDA,716,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,93,75,13.67,10.67,14.7,14.22,159.03,45.89,3.1,49.28
2990,ICARDA,716,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,94,77,14.01,11.13,14.9,14.46,162.98,46.43,3.23,50.76
2991,ICARDA,716,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,82.2,71.8,11.59,9.95,14.1,13.86,150.58,40.11,2.86,52.01
3083,ICARDA,716,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,81.7,68.3,11.68,9.63,14.3,14.09,143.89,42.15,2.78,48.08
3084,ICARDA,716,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,77.2,54.8,10.73,7.33,13.9,13.37,116.53,49.32,2.14,31.59
3085,ICARDA,716,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,73.3,82.8,10.91,12.54,14.9,15.15,174.98,24.51,3.64,108.17
3172,ICARDA,716,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,70.8,74.3,10.4,11,14.7,14.82,155.98,23.55,3.17,98.13
3173,ICARDA,716,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,78.8,89.3,11.73,13.54,14.9,15.17,189.74,90.84,3.95,31.69
3174,ICARDA,717,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,92,68.5,13.71,9.85,14.9,14.39,143.61,38.53,2.66,53.62
2992,ICARDA,717,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,91.5,67.5,13.63,9.7,14.9,14.37,141.96,38.48,2.63,53
2993,ICARDA,717,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,90.5,65,13.21,8.98,14.6,13.82,136.71,41.49,2.43,45.52
2994,ICARDA,717,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,72.7,38.3,10.68,4.95,14.7,12.91,79.8,35.74,1.33,28.82
3086,ICARDA,717,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,81.7,64.3,11.92,9.13,14.6,14.2,135.09,36.75,2.47,52.18
3087,ICARDA,717,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,82.7,59.8,12.15,8.61,14.7,14.39,126.04,38.97,2.34,46.55
3088,ICARDA,717,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,76.8,82.3,11.21,12.14,14.6,14.76,172.44,16.69,3.28,152.54
3175,ICARDA,717,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,72.8,80.3,11.2,12.46,15.4,15.53,167.58,19.96,3.35,130.4
3176,ICARDA,717,,37,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,72.3,79.8,10.84,12.12,15,15.2,168.63,19.39,3.3,132.15
3177,ICARDA,718,,34,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,112.5,86.5,15.75,11.07,14,12.8,185.19,53.35,3.74,44.43
2995,ICARDA,718,,34,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,111.5,90,15.28,11.47,13.7,12.74,191.88,55.08,3.86,44.4
2996,ICARDA,718,,34,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,110.5,87,15.25,11.11,13.8,12.77,186.38,54.01,3.76,44.08
2997,ICARDA,718,,35,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,101.2,83.8,13.66,10.75,13.5,12.82,179.13,49.23,3.62,46.64
3089,ICARDA,718,,35,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,98.2,77.3,13.06,9.54,13.3,12.33,164.55,46.21,3.2,43.91
3090,ICARDA,718,,35,3,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,99.7,85.3,13.36,10.92,13.4,12.8,181.5,49.68,3.66,46.75
3091,ICARDA,718,,37,1,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,96.3,101.8,14.25,15.24,14.8,14.98,216.42,35.04,5.12,92.51
3178,ICARDA,718,,37,2,hordeum,vulgare,Hordeum vulgare,Poaceae,Poales,Grass,maturity stage,53.8,30.3,8.17,4.03,15.2,13.34,63.87,40.18,1.34,21.2
