no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
1084,CIAT,F24 3444,ABC-7790-1,3,2,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,35.33,81.49,6.39,17.98,18.1,22.07,176.91,63.66,124.83,61.32
1085,CIAT,F24 3444,ABC-7790-1,3,3,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,35.33,82.82,6.46,18.53,18.3,22.37,179.76,69.2,109.24,58.11
1086,CIAT,F24 3445,ABC-7792-1,3,1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,45.06,83.71,7.75,16.72,17.2,19.97,180.18,64.14,127.9,56.1
1087,CIAT,F24 3445,ABC-7792-1,3,2,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,45.06,84.15,7.39,15.99,16.4,19,181.03,72.53,94.18,47.43
1088,CIAT,F24 3445,ABC-7792-1,3,3,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,43.29,82.38,7.19,15.82,16.6,19.21,177.29,73.55,90.71,46.3
1089,CIAT,F24 3446,ABC-7816-1,3,1,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,33.11,75.74,5.03,13.43,15.2,17.73,163.63,65.76,141.54,44.13
1090,CIAT,F24 3446,ABC-7816-1,3,2,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,31.34,73.97,4.8,13.07,15.3,17.66,159.91,64.01,150.63,44.13
1091,CIAT,F24 3446,ABC-7816-1,3,3,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,31.79,74.86,4.9,13.16,15.4,17.59,161.79,68.08,124.68,41.79
1092,CIAT,F24 3447,ABC-7858-1,3,1,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,53.03,93.44,8.91,17.56,16.8,18.79,200.5,83.89,84.39,44.91
1093,CIAT,F24 3447,ABC-7858-1,3,2,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,50.37,92.11,8.41,17.22,16.7,18.69,197.69,79.78,91.16,46.32
1094,CIAT,F24 3447,ABC-7858-1,3,3,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,49.49,91.67,8.21,17.07,16.6,18.62,196.78,66.69,133.56,54.96
1095,CIAT,F24 3448,ABC-7972-1,3,1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,38.07,75.83,5.98,13.68,15.7,18.04,164.96,64.61,143.67,46.06
1096,CIAT,F24 3448,ABC-7972-1,3,2,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,38.87,76.18,6.14,14.16,15.8,18.59,165.67,80.04,85.21,38.48
1097,CIAT,F24 3448,ABC-7972-1,3,3,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,39.75,77.51,6.16,14.2,15.5,18.33,168.52,71.52,111.78,43.18
1098,CIAT,F24 3449,ABC-8205-1,3,1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,30.02,72.2,5.61,14.68,18.7,20.34,156.42,67.2,172.93,47.34
1099,CIAT,F24 3449,ABC-8205-1,3,2,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,29.57,71.76,5.47,14.46,18.5,20.15,155.49,64.42,200.62,48.63
1100,CIAT,F24 3449,ABC-8205-1,3,3,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,29.13,69.99,5.42,14.08,18.6,20.12,151.66,58.44,316.71,52.21
1101,CIAT,F24 3450,ABC-8402-1,3,1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,27.36,55.83,5.03,11.5,18.4,20.59,121.28,61.7,260.14,40.48
1102,CIAT,F24 3450,ABC-8402-1,3,2,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,34.88,63.79,6.66,13.2,19.1,20.69,138.64,67.6,185.07,42.43
1103,CIAT,F24 3450,ABC-8402-1,3,3,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1104,CIAT,F24 3451,ABC-8408-1,3,1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,33.11,68.22,5.66,14.23,17.1,20.86,145.03,46.91,543.3,64.48
1105,CIAT,F24 3451,ABC-8408-1,3,2,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,33.56,68.22,5.67,14.34,16.9,21.02,144.98,48.91,402.73,62.29
1106,CIAT,F24 3451,ABC-8408-1,3,3,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,33.56,68.66,5.77,14.62,17.2,21.29,146,48.07,462.12,64.66
1107,CIAT,F24 3452,ABC-8409-1,3,1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,36.65,63.35,6.12,13.14,16.7,20.75,137.82,50.71,227.61,56.39
1108,CIAT,F24 3452,ABC-8409-1,3,2,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,36.21,62.91,6.34,13.47,17.5,21.4,136.83,59.98,134.12,48.83
1109,CIAT,F24 3452,ABC-8409-1,3,3,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,34.88,62.91,5.97,13.42,17.1,21.33,136.72,48.95,269.87,59.58
1110,CIAT,F24 3453,ABC-8719-1,3,1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,35.77,72.64,5.87,16.89,16.4,23.25,155.25,62.34,1427.63,57.9
1111,CIAT,F24 3453,ABC-8719-1,3,2,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.98,74.86,6.08,13.53,16,18.07,159.91,74.36,198.6,38.86
1112,CIAT,F24 3453,ABC-8719-1,3,3,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,35.77,72.64,5.97,13.5,16.7,18.58,155.19,69,313.81,41.78
1113,CIAT,F24 3454,ABC-8797-1,3,1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,30.9,64.68,4.54,11.33,14.7,17.52,139.14,49.83,249.22,48.92
1114,CIAT,F24 3454,ABC-8797-1,3,2,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,29.13,62.47,4.4,11.1,15.1,17.77,134.41,48.23,291.98,49.52
1115,CIAT,F24 3454,ABC-8797-1,3,3,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,30.9,64.68,4.6,11.36,14.9,17.56,139.12,51.02,222.64,47.89
1116,CIAT,F24 3455,ABC-8819-1,3,1,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,32.67,76.18,6.24,15.86,19.1,20.81,165.95,65.1,202.23,53.05
1117,CIAT,F24 3455,ABC-8819-1,3,2,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,32.67,73.97,5.98,15.15,18.3,20.48,161.2,67.81,166.8,48.68
1118,CIAT,F24 3455,ABC-8819-1,3,3,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1119,CIAT,Blank,Blank,3,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1120,CIAT,Blank,Blank,3,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1121,CIAT,F24 3456,ABC-9170-1,3,1,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,28.25,45.21,4.27,7.61,15.1,16.83,97.07,38.16,-224.78,42.8
1122,CIAT,F24 3456,ABC-9170-1,3,2,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,27.36,44.77,4.16,7.52,15.2,16.79,96.18,33.85,-139.5,47.72
1123,CIAT,F24 3456,ABC-9170-1,3,3,Indigofera,lespedezioides,Indigofera lespedezioides,Fabaceae,Fabales,Herbaceous,28.25,45.21,4.18,7.42,14.8,16.41,97.11,43.14,-697.25,36.94
1124,CIAT,F24 3457,ABC-9254-1,3,1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,32.67,77.07,5.88,16.76,18,21.74,169.67,63.19,199.14,58.39
1125,CIAT,F24 3457,ABC-9254-1,3,2,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,32.67,77.07,5.82,16.65,17.8,21.6,169.67,64.6,183.85,56.74
1126,CIAT,F24 3457,ABC-9254-1,3,3,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,26.48,62.47,4.98,13.11,18.8,20.99,137.5,62.1,165.54,46.48
1127,CIAT,F24 3458,ABC-9283-1,3,1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,30.46,67.33,5.42,14.49,17.8,21.52,145.06,60.92,207,51.25
1128,CIAT,F24 3458,ABC-9283-1,3,2,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,31.79,69.55,5.66,15.06,17.8,21.65,149.85,64.84,170.82,50.05
1129,CIAT,F24 3458,ABC-9283-1,3,3,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,31.34,68.22,5.64,14.9,18,21.84,146.91,64.45,172.4,49.78
1130,CIAT,F24 3459,ABC-9288-1,3,1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,35.77,68.22,6.76,15.52,18.9,22.75,145.35,74.6,122.43,44.33
1131,CIAT,F24 3459,ABC-9288-1,3,2,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,37.1,68.66,7.2,16.16,19.4,23.54,146.44,62.72,227.81,54.96
1132,CIAT,F24 3459,ABC-9288-1,3,3,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,37.98,69.99,7.44,16.82,19.6,24.04,149.27,70.08,159.55,51.2
1133,CIAT,F24 3460,ABC-9336-1,3,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,46.83,83.71,8.57,17.27,18.3,20.63,185.13,75.67,157.33,50.48
1134,CIAT,F24 3460,ABC-9336-1,3,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,45.5,82.38,8.51,16.88,18.7,20.49,182.2,63.66,304.22,58.64
1135,CIAT,F24 3460,ABC-9336-1,3,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,49.04,64.24,8.83,12.26,18,19.09,142.04,77.51,103.8,34.98
1136,CIAT,F24 3461,ABC-9349-1,3,1,Mucuna,pruriens,Mucuna pruriens,Fabaceae,Fabales,Climber,30.9,61.14,5.32,11.48,17.2,18.78,133.7,60.57,155.63,41.46
1137,CIAT,F24 3461,ABC-9349-1,3,2,Mucuna,pruriens,Mucuna pruriens,Fabaceae,Fabales,Climber,32.23,63.35,5.41,11.67,16.8,18.42,138.59,56.88,205.15,44.88
1138,CIAT,F24 3461,ABC-9349-1,3,3,Mucuna,pruriens,Mucuna pruriens,Fabaceae,Fabales,Climber,30.9,60.7,5.22,11.15,16.9,18.37,132.68,56.26,206.17,43.33
1139,CIAT,F24 3462,ABC-9356-1,3,1,Tephrosia,noctiflora,Tephrosia noctiflora,Fabaceae,Fabales,Shrub,33.11,62.47,5.99,12.72,18.1,20.36,134.16,48.97,551.57,55.76
1140,CIAT,F24 3462,ABC-9356-1,3,2,Tephrosia,noctiflora,Tephrosia noctiflora,Fabaceae,Fabales,Shrub,33.11,64.24,6.09,13.38,18.4,20.82,138.04,52.38,343.88,54.88
1141,CIAT,F24 3462,ABC-9356-1,3,3,Tephrosia,noctiflora,Tephrosia noctiflora,Fabaceae,Fabales,Shrub,33.11,62.02,6.03,12.73,18.2,20.53,133.29,64.78,131.83,42.24
1142,CIAT,F24 3463,ABC-9432-1,3,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,38.87,75.3,6.69,14.34,17.2,19.04,164.92,49.23,-539.89,63.78
1143,CIAT,F24 3463,ABC-9432-1,3,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,38.42,74.95,6.49,14.09,16.9,18.8,164.18,51.39,-844.01,60.06
1144,CIAT,F24 3463,ABC-9432-1,3,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,34,68.22,5.81,12.86,17.1,18.86,149.41,54.12,-3024.33,52.06
1145,CIAT,F24 3464,ABC-9433-1,3,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,36.21,66.45,6.45,12.8,17.8,19.26,140.94,61.67,563.77,44.01
1146,CIAT,F24 3464,ABC-9433-1,3,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,37.98,67.78,6.72,13.07,17.7,19.28,143.67,57.84,2829.77,47.9
1147,CIAT,F24 3464,ABC-9433-1,3,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,37.98,67.33,6.72,13,17.7,19.31,142.74,62.84,460.84,43.87
1148,CIAT,F24 3465,ABC-9435-1,3,1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,26.48,47.42,4.21,8.99,15.9,18.95,100.19,39.85,-300.13,47.64
1149,CIAT,F24 3465,ABC-9435-1,3,2,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,27.8,48.75,4.28,9.1,15.4,18.67,103,42.66,-546.91,45.07
1150,CIAT,F24 3465,ABC-9435-1,3,3,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,27.36,47.86,4.24,9,15.5,18.8,101.19,43.79,-796.95,43.44
1151,CIAT,F24 3466,ABC-9530-1,3,1,Crotalaria,maypurensis,Crotalaria maypurensis,Fabaceae,Fabales,Herbaceous,46.39,86.8,7.75,16.6,16.7,19.12,186.11,68.65,4171.67,51.83
1152,CIAT,F24 3466,ABC-9530-1,3,2,Crotalaria,maypurensis,Crotalaria maypurensis,Fabaceae,Fabales,Herbaceous,45.5,85.48,7.64,16.44,16.8,19.23,183.19,72.33,777.66,48.71
1153,CIAT,F24 3466,ABC-9530-1,3,3,Crotalaria,maypurensis,Crotalaria maypurensis,Fabaceae,Fabales,Herbaceous,45.95,86.8,7.63,16.57,16.6,19.09,185.96,67.59,-16555.93,52.54
1154,CIAT,F24 3467,ABC-9562-1,3,1,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,18.95,34.59,3.18,6.37,16.8,18.43,73.63,30.09,-253.25,45.09
1155,CIAT,F24 3467,ABC-9562-1,3,2,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,18.07,31.93,3.04,5.82,16.8,18.23,67.98,25.77,-128.06,48.1
1156,CIAT,F24 3467,ABC-9562-1,3,3,Eriosema,diffusum,Eriosema diffusum,Fabaceae,Fabales,Herbaceous,19.84,34.59,3.17,6.09,16,17.62,73.57,72.31,35.17,17.93
1157,CIAT,F24 3468,ABC-9982-1,3,1,Crotalaria,incana,Crotalaria incana,Fabaceae,Fabales,Herbaceous,44.62,88.57,7.41,16.73,16.6,18.88,188.79,72.25,186.83,49.34
1158,CIAT,F24 3468,ABC-9982-1,3,2,Crotalaria,incana,Crotalaria incana,Fabaceae,Fabales,Herbaceous,44.18,87.69,7.29,16.51,16.5,18.83,186.79,76.33,151.85,46.08
1159,CIAT,F24 3468,ABC-9982-1,3,3,Crotalaria,incana,Crotalaria incana,Fabaceae,Fabales,Herbaceous,43.29,87.25,7.32,16.59,16.9,19.02,185.88,73.41,174.63,48.15
1160,CIAT,F24 3469,ABC-10647-1,3,1,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,42.41,78.84,6.57,14.66,15.5,18.6,169.58,87.63,71.95,35.99
1161,CIAT,F24 3469,ABC-10647-1,3,2,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,41.08,81.05,6.37,15.16,15.5,18.71,174.27,64.37,158.49,50.64
1162,CIAT,F24 3469,ABC-10647-1,3,3,Stylosanthes,scabra,Stylosanthes scabra,Fabaceae,Fabales,Herbaceous,38.42,78.4,5.96,14.59,15.5,18.61,168.63,63.67,157.97,49.29
1163,CIAT,F24 3470,ABC-11194-1,3,1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,29.57,69.1,4.44,12.54,15,18.15,148.7,58.51,186.72,46.11
1164,CIAT,F24 3470,ABC-11194-1,3,2,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,31.79,65.56,4.67,11.77,14.7,17.95,141.16,54.74,237.2,46.28
1165,CIAT,F24 3470,ABC-11194-1,3,3,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,30.9,66.89,4.57,12.06,14.8,18.03,143.88,60.21,160.66,43.08
1166,CIAT,F25 0017,Hohenheimer Heustandard,3,2,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,22.94,43.88,4.15,8.65,18.1,19.72,192.03,57.99,NA,65.31
1167,CIAT,F25 0017,Hohenheimer Heustandard,3,2,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,23.82,44.77,4.24,8.72,17.8,19.48,195.98,57.89,NA,65.97
1168,CIAT,F25 0017,Hohenheimer Heustandard,3,3,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,23.38,51.4,4.23,10.17,18.1,19.79,225.13,62.82,NA,70.92
1169,CIAT,F25 0018,Homenheim Concentrate,3,1,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,30.02,54.5,5.76,11.37,19.2,20.86,243.06,25.08,NA,202.2
1170,CIAT,F25 0018,Homenheim Concentrate,3,2,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,29.13,52.29,5.56,10.84,19.1,20.74,232.91,68.37,NA,70.64
1171,CIAT,F25 0018,Homenheim Concentrate,3,3,Homenheim Concentrate,Homenheim Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,29.57,53.17,5.59,11.04,18.9,20.76,237.04,66.57,NA,73.94
1172,CIAT,F25 0019,Sample 8,3,1,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,11.87,27.95,2.2,5.57,18.5,19.94,119.05,40.88,NA,58.05
1173,CIAT,F25 0019,Sample 8,3,2,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,12.76,27.51,2.23,5.32,17.5,19.32,117.35,35.84,NA,63.26
1174,CIAT,F25 0019,Sample 8,3,3,Sample 8,Sample 8,Cynodon nlemfuensis ,,,,12.32,25.74,2.18,4.97,17.7,19.32,109.75,32.41,NA,65.41
1175,CIAT,Blank,Blank,3,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1176,CIAT,Blank,Blank,3,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1177,CIAT,Blank,Blank,1,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1178,CIAT,Blank,Blank,1,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1179,CIAT,F24 3471,ABC-11999-1,1,1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,36.8,81.2,5.45,14.24,14.8,17.53,173.54,58.05,157.16,52.42
1180,CIAT,F24 3471,ABC-11999-1,1,2,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,37.24,81.2,5.81,14.82,15.6,18.25,173.65,58.49,160.02,54.19
1181,CIAT,F24 3471,ABC-11999-1,1,3,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,34.15,79.43,5.19,14.29,15.2,17.99,169.83,59.23,148.76,51.6
1182,CIAT,F24 3472,ABC-12318-1,1,1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,41.23,84.74,6.64,15.91,16.1,18.77,179.92,60.66,212.24,55.68
1183,CIAT,F24 3472,ABC-12318-1,1,2,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,36.8,81.2,6,15.19,16.3,18.71,172.51,56,286.66,57.62
1184,CIAT,F24 3472,ABC-12318-1,1,3,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,40.78,84.74,6.65,15.83,16.3,18.69,180.03,54.09,359.99,62.19
1185,CIAT,F24 3473,ABC-13575-1,1,1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,26.18,53.76,4.22,9.79,16.1,18.2,114.18,43.08,3011.12,48.24
1186,CIAT,F24 3473,ABC-13575-1,1,2,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,26.62,54.65,4.26,9.86,16,18.05,115.99,37.79,-454.87,55.4
1187,CIAT,F24 3473,ABC-13575-1,1,3,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,25.74,52.88,4.25,9.7,16.5,18.35,112.32,40.27,-969.83,51.18
1188,CIAT,F24 3474,ABC-13609-1,1,1,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,29.72,52.44,4.79,9.49,16.1,18.09,112.28,33.15,-251.73,61.28
1189,CIAT,F24 3474,ABC-13609-1,1,2,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,28.84,51.11,4.56,9.21,15.8,18.02,109.33,32.21,-218.72,61.17
1190,CIAT,F24 3474,ABC-13609-1,1,3,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Herbaceous,27.95,48.9,4.5,8.84,16.1,18.07,104.56,37.93,-573.62,49.82
1191,CIAT,F24 3475,ABC-15551-1,1,1,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,33.7,70.14,5.73,13.49,17,19.23,149.53,50.49,238.04,56.96
1192,CIAT,F24 3475,ABC-15551-1,1,2,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,34.59,70.58,5.95,13.69,17.2,19.39,150.57,53.6,192.24,54.48
1193,CIAT,F24 3475,ABC-15551-1,1,3,Centrosema,molle,Centrosema molle,Fabaceae,Fabales,Climber,31.93,66.15,5.62,13.08,17.6,19.77,140.99,41.78,828.61,66.73
1194,CIAT,F24 3476,ABC-17024-1,1,1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,29.72,50.22,4.87,9.34,16.4,18.6,108.47,31.75,-201.58,63.55
1195,CIAT,F24 3476,ABC-17024-1,1,2,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,28.84,59.07,4.79,11.35,16.6,19.21,127.53,43.72,1253.39,56.04
1196,CIAT,F24 3476,ABC-17024-1,1,3,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,29.28,50.22,4.74,9.27,16.2,18.45,108.51,41.51,-7980.01,48.23
1197,CIAT,F24 3477,ABC-17091-1,1,1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,43.44,91.38,7.51,17.44,17.3,19.08,193.07,62.37,304.44,59.08
1198,CIAT,F24 3477,ABC-17091-1,1,2,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,41.67,83.85,7.33,16.15,17.6,19.26,177.35,64.57,238.75,52.9
1199,CIAT,F24 3477,ABC-17091-1,1,3,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,40.34,85.62,7.18,16.55,17.8,19.33,180.95,65.68,226.98,53.27
1200,CIAT,F24 3478,ABC-17365-1,1,1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,49.19,89.16,8.61,17.36,17.5,19.47,190.84,71.08,162.94,52.28
1201,CIAT,F24 3478,ABC-17365-1,1,2,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,46.98,87.39,8.36,17.17,17.8,19.65,187.13,67,196.35,54.88
1202,CIAT,F24 3478,ABC-17365-1,1,3,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,49.19,88.28,8.76,17.36,17.8,19.66,188.91,60.67,299.71,61.22
1203,CIAT,F24 3479,ABC-17451-1,1,1,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.24,70.14,5.66,12.31,15.2,17.54,153,57.31,416.17,46.84
1204,CIAT,F24 3479,ABC-17451-1,1,2,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,36.8,70.14,5.67,12.43,15.4,17.73,152.94,61.66,250.9,43.97
1205,CIAT,F24 3479,ABC-17451-1,1,3,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,34.15,66.6,5.19,11.75,15.2,17.64,145.16,61.77,234.68,41.45
1206,CIAT,F24 3480,ABC-17775-1,1,1,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,46.09,85.18,8.16,17.19,17.7,20.18,180.44,54.6,380.35,66.68
1207,CIAT,F24 3480,ABC-17775-1,1,2,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,44.32,82.53,7.85,16.75,17.7,20.29,174.89,57.49,284.87,61.73
1208,CIAT,F24 3480,ABC-17775-1,1,3,Christia,obcordata,Christia obcordata,Fabaceae,Fabales,Herbaceous,46.54,83.85,8.19,16.89,17.6,20.14,177.74,58.01,275.75,61.7
1209,CIAT,F24 3481,ABC-18016-1,1,1,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,32.38,64.83,5.41,11.57,16.7,17.85,139.02,44.52,2750.59,55.74
1210,CIAT,F24 3481,ABC-18016-1,1,2,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,32.38,64.38,5.34,11.39,16.5,17.69,137.96,49.43,420.08,49.38
1211,CIAT,F24 3481,ABC-18016-1,1,3,Sesbania,emerus,Sesbania emerus,Fabaceae,Fabales,Shrub,31.49,63.06,5.23,11.26,16.6,17.85,135.2,51.76,296.54,46.63
1212,CIAT,F24 3482,ABC-18044-1,1,1,Christia,sp.,Christia sp.,Fabaceae,Fabales,Climber,36.8,69.69,6.44,13.78,17.5,19.77,148.78,53.46,361.25,55.01
