id,methane_intensity,tddm,ch4_8h,ch4_24h,functional_group,taxonomic_name,family,,
0,11.56,84.14,11.56,7.28,Grass,Clipper//WI2291*2/WI2269/5/Soufara-02/3/RM1508/Por//WI2269/4/Hml-02/ArabiAbiad//ER/Apm/6/Furat-3,Hordeum vulgare,,
0,12.13,80.72,12.13,11.87,Grass,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-2,Hordeum vulgare,,
0,13.3,74.06,13.3,13.3,Grass,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Tichedrette,Hordeum vulgare,,
0,12.02,76.59,12.02,11.72,Grass,YEA389-3/YEA475-4/4/Hma-02//11012-2/CM67/3/Marageh/5/Alanda 01,Hordeum vulgare,,
0,12.78,77.62,12.78,13.67,Grass,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Hordeum vulgare,,
0,13.57,32.04,13.57,13.49,Grass,V Morales,Hordeum vulgare,,
0,12.9,23.85,12.9,12.96,Grass,Ksaiba,Hordeum vulgare,,
0,11.33,42.95,11.33,10.73,Grass,COCKTAIL/DWRB150,Hordeum vulgare,,
0,12,35.21,12,11.37,Grass,SLB21-81/SLB22-74//Soffet no.9,Hordeum vulgare,,
0,11.33,27.13,11.33,10.34,Grass,STIRLING/3/CANELA//LIMON/BICHY2000,Hordeum vulgare,,
0,11.87,17.41,11.87,3.22,Grass,Aths/Lignee686/4/Avt/Attiki//Aths/3/Giza121/Pue/6/Lignee527/Chn-01//Alanda/5/Arizona5908/Aths//Avt/Attiki/3/S.T.Barley/4/Aths/Lignee686,Hordeum vulgare,,
0,12.27,26,12.27,11.81,Grass,PL172/AMALOU,Hordeum vulgare,,
0,12.93,29.45,12.93,12.66,Grass,CANELA//LIMON/BICHY2000/3/MOMTAZ,Hordeum vulgare,,
0,10.67,20.75,10.67,5.67,Grass,DWRB101/3/6B89.2027/CHAMICO//TRADITION,Hordeum vulgare,,
0,11,62.37,11,10.49,Grass,Compass/IG 38821,Hordeum vulgare,,
0,12.03,37.35,12.03,11.76,Grass,Emir - A17,Hordeum vulgare,,
0,12.33,41.03,12.33,11.91,Grass,Morex - 2920/4,Hordeum vulgare,,
0,12.07,41.54,12.07,11.71,Grass,Morex - HB2032,Hordeum vulgare,,
0,12.4,50.4,12.4,11.53,Grass,Commander /IG 38931,Hordeum vulgare,,
0,12.43,39.15,12.43,12.19,Grass,GoldenPromise,Hordeum vulgare,,
0,12.5,43.07,12.5,12.24,Grass,Rihane-03,Hordeum vulgare,,
0,12.67,49.69,12.67,12.47,Grass,Emir - HB2032,Hordeum vulgare,,
0,12.43,41.94,12.43,12.16,Grass,Emir - A17,Hordeum vulgare,,
0,12.57,42.71,12.57,2.94,Grass,Alanda,Hordeum vulgare,,
0,12.5,38.88,12.5,12.16,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.5,36.78,12.5,11.71,Grass,H.spont.41-3/SLB34-40/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,Hordeum vulgare,,
0,12,41.69,12,11.69,Grass,Taffa,Hordeum vulgare,,
0,8.2,38.76,8.2,7.85,Grass,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Furat-3,Hordeum vulgare,,
0,12.27,24.34,12.27,11.9,Grass,Emir - 3811/5,Hordeum vulgare,,
0,12.07,38.39,12.07,11.65,Grass,PETUNIA2/M111//QUINA/M112/3/IG 144951,Hordeum vulgare,,
0,11.83,42.31,11.83,11.4,Grass,Soufara-02/3/RM1508/Por//WI2269/4/Hml-02/ArabiAbiad//ER/Apm/5/H.spont.41-1,Hordeum vulgare,,
0,12.73,53.76,12.73,18.59,Grass,Morex - HB2032,Hordeum vulgare,,
0,11.33,45.05,11.33,10.26,Grass,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145502/8/LAMOLINA96/FALCON-BAR,Hordeum vulgare,,
0,15.27142857,38.42869994,15.27142857,16.43333496,Grass,V Morales,Hordeum vulgare,,
0,15.11666667,41.76469413,15.11666667,16.10037235,Grass,Ksaiba,Hordeum vulgare,,
0,14.68888889,46.02668267,14.68888889,15.91970821,Grass,COCKTAIL/DWRB150,Hordeum vulgare,,
0,15.72222222,36.0147619,15.72222222,16.21548125,Grass,SLB21-81/SLB22-74//Soffet no.9,Hordeum vulgare,,
0,14.55555556,34.43016906,14.55555556,15.69890688,Grass,STIRLING/3/CANELA//LIMON/BICHY2000,Hordeum vulgare,,
0,14.12,34.73725096,14.12,14.84285131,Grass,Aths/Lignee686/4/Avt/Attiki//Aths/3/Giza121/Pue/6/Lignee527/Chn-01//Alanda/5/Arizona5908/Aths//Avt/Attiki/3/S.T.Barley/4/Aths/Lignee686,Hordeum vulgare,,
0,14.84444444,37.86311337,14.84444444,16.05421622,Grass,PL172/AMALOU,Hordeum vulgare,,
0,15.21111111,38.38905957,15.21111111,16.26041638,Grass,CANELA//LIMON/BICHY2000/3/MOMTAZ,Hordeum vulgare,,
0,14.82222222,32.90440449,14.82222222,15.93678117,Grass,DWRB101/3/6B89.2027/CHAMICO//TRADITION,Hordeum vulgare,,
0,14.48888889,41.52836088,14.48888889,15.7167646,Grass,Compass/IG 38821,Hordeum vulgare,,
0,14.77777778,37.04299104,14.77777778,15.93039406,Grass,Emir - A17,Hordeum vulgare,,
0,14.62222222,31.91384979,14.62222222,15.63084547,Grass,Morex - 2920/4,Hordeum vulgare,,
0,15.05555556,35.74779405,15.05555556,15.97900739,Grass,Morex - HB2032,Hordeum vulgare,,
0,14.63333333,20.13041139,14.63333333,15.67870913,Grass,Commander /IG 38931,Hordeum vulgare,,
0,14.54444444,45.12021831,14.54444444,15.69422448,Grass,GoldenPromise,Hordeum vulgare,,
0,14.82222222,31.77868203,14.82222222,15.80261679,Grass,Rihane-03,Hordeum vulgare,,
0,14.23333333,46.59825674,14.23333333,15.74119924,Grass,Emir - HB2032,Hordeum vulgare,,
0,14.36666667,35.5043739,14.36666667,15.67651524,Grass,Emir - A17,Hordeum vulgare,,
0,14.14444444,46.54596076,14.14444444,15.6429026,Grass,Alanda-01,Hordeum vulgare,,
0,14.4,36.22596931,14.4,15.65085382,Grass,Emir - A17/1,Hordeum vulgare,,
0,14.44444444,37.44081044,14.44444444,15.74341373,Grass,H.spont.41-3/SLB34-40/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,Hordeum vulgare,,
0,14.33,37.81883765,14.33,15.42297649,Grass,Taffa,Hordeum vulgare,,
0,14.02222222,36.25180058,14.02222222,15.36500235,Grass,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Furat-3,Hordeum vulgare,,
0,13.93333333,46.56182896,13.93333333,15.40666623,Grass,Emir - 3811/5,Hordeum vulgare,,
0,14.95833333,40.23453407,14.95833333,15.49894334,Grass,PETUNIA2/M111//QUINA/M112/3/IG 144951,Hordeum vulgare,,
0,15.175,42.98900577,15.175,15.18684145,Grass,Soufara-02/3/RM1508/Por//WI2269/4/Hml-02/ArabiAbiad//ER/Apm/5/H.spont.41-1,Hordeum vulgare,,
0,15.01,39.83779414,15.01,15.48265679,Grass,Morex - HB2032,Hordeum vulgare,,
0,14.55555556,44.7889036,14.55555556,15.2156831,Grass,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145502/8/LAMOLINA96/FALCON-BAR,Hordeum vulgare,,
0,16.13,43.79498573,16.13,16.05362082,Grass,Rosalind/IG 1074426,Hordeum vulgare,,
0,16.72222222,42.6753859,16.72222222,16.47174927,Grass,SLB 15-05/4/H.spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Furat-2,Hordeum vulgare,,
0,15.92222222,45.90975877,15.92222222,16.09165629,Grass,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Rihane 03,Hordeum vulgare,,
0,15.97,41.84852361,15.97,16.21524235,Grass,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/HARMAL,Hordeum vulgare,,
0,15.76666667,34.50512308,15.76666667,15.30461649,Grass,Morex - 2920/4,Hordeum vulgare,,
0,16.02222222,39.13235826,16.02222222,15.91188767,Grass,Legia/Laurel'S'//Aleli/3/Arta/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,Hordeum vulgare,,
0,15.04444444,50.22958945,15.04444444,15.70479622,Grass,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Hordeum vulgare,,
0,15.1,41.16689067,15.1,15.64407728,Grass,Emir - PI 204579,Hordeum vulgare,,
0,14.94444444,46.92352244,14.94444444,15.49740647,Grass,ICNB93-369/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,Hordeum vulgare,,
0,14.6,43.12491955,14.6,15.12345569,Grass,Emir - 2920/4,Hordeum vulgare,,
0,15.12222222,38.97823574,15.12222222,14.73575771,Grass,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,Hordeum vulgare,,
0,14.74444444,44.68166174,14.74444444,14.66315163,Grass,Emir - HB2032,Hordeum vulgare,,
0,14.83333333,44.04556274,14.83333333,14.56155964,Grass,Commander /IG 38660,Hordeum vulgare,,
0,15.95555556,46.00645576,15.95555556,15.30508061,Grass,Emir - A17,Hordeum vulgare,,
0,14.31111111,48.2166918,14.31111111,14.74466153,Grass,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/ATAHUALPA,Hordeum vulgare,,
0,14.46666667,45.06099131,14.46666667,14.11350529,Grass,Morex - 2920/4,Hordeum vulgare,,
0,13.93333333,55.63293305,13.93333333,14.53875504,Grass,GP - 2920/4,Hordeum vulgare,,
0,13.92222222,50.8129334,13.92222222,14.60283481,Grass,GP - 2920/4,Hordeum vulgare,,
0,14.36666667,50.53687922,14.36666667,14.62414878,Grass,VLB 118/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Hordeum vulgare,,
0,14.26666667,47.12203362,14.26666667,14.38375555,Grass,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-3,Hordeum vulgare,,
0,14.02222222,47.389362,14.02222222,14.4967875,Grass,Morex - HB2032,Hordeum vulgare,,
0,16.38888889,42.43604001,16.38888889,15.90542329,Grass,Emir - A17/1,Hordeum vulgare,,
0,16.21111111,46.59095573,16.21111111,16.02529158,Grass,Emir - A17/1,Hordeum vulgare,,
0,16,48.19013972,16,16.01722861,Grass,Morex - HB2032,Hordeum vulgare,,
0,15.91111111,45.94968627,15.91111111,15.64217226,Grass,Emir,Hordeum vulgare,,
0,16.96666667,46.87174871,16.96666667,16.18528328,Grass,Baudin/IG 38821,Hordeum vulgare,,
0,17.78333333,51.10700768,17.78333333,17.39539757,Grass,GP - A17/1,Hordeum vulgare,,
0,19.00833333,47.80298235,19.00833333,17.73290389,Grass,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Furat-1,Hordeum vulgare,,
0,18.90833333,46.88581156,18.90833333,17.59933694,Grass,Emir - PI 206443/3,Hordeum vulgare,,
0,19.25384615,42.78129314,19.25384615,17.66120872,Grass,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145155/8/Baudin,Hordeum vulgare,,
0,19.3,40.47574391,19.3,17.98702373,Grass,Arta/3/Legia/Laurel'S//Aleli/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/Arta/WI3167,Hordeum vulgare,,
0,19.23333333,42.88492399,19.23333333,17.93126304,Grass,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Mundah,Hordeum vulgare,,
0,17.675,48.26280525,17.675,16.89677634,Grass,GP - 2920/4,Hordeum vulgare,,
0,17.375,51.9239929,17.375,17.08417249,Grass,Emir - A17/1,Hordeum vulgare,,
0,18.65,42.74357627,18.65,17.25273879,Grass,Khnata,Hordeum vulgare,,
0,17.96666667,46.67581839,17.96666667,17.02131629,Grass,GoldMarker,Hordeum vulgare,,
0,17.88333333,44.41021246,17.88333333,16.74467006,Grass,Morex - HB2032,Hordeum vulgare,,
0,18.94166667,45.7874561,18.94166667,17.08982178,Grass,PENCO/CHEVRON-BAR/5/ABETO//GLORIA-BAR/COME/3/SEN/4/MJA/6/PENCO/CHEVRON-BAR//CANTUA/7/IG 144951,Hordeum vulgare,,
0,17.5,34.19486243,17.5,16.93076752,Grass,Morex - HB2032,Hordeum vulgare,,
0,17.09230769,46.0893135,17.09230769,16.78486947,Grass,Emir - HB2032,Hordeum vulgare,,
0,16.96153846,45.87919161,16.96153846,17.17348792,Grass,Emir - A17/1,Hordeum vulgare,,
0,17.375,33.63126149,17.375,16.93421815,Grass,Morex - 2920/4,Hordeum vulgare,,
0,17.35833333,40.26245958,17.35833333,17.14767534,Grass,(Emir/907-12) - Crete6/2,Hordeum vulgare,,
0,15.01428571,39.42571546,15.01428571,16.0229551,Grass,Emir - A17/1,Hordeum vulgare,,
0,17.25384615,54.65017137,17.25384615,16.58080549,Grass,Emir - 29209/4,Hordeum vulgare,,
0,17.38333333,49.8071135,17.38333333,17.02615887,Grass,Morex,Hordeum vulgare,,
0,16.88571429,39.0851398,16.88571429,16.34305045,Grass,Morex - HB2032,Hordeum vulgare,,
0,16.76923077,26.12324819,16.76923077,16.60057454,Grass,Emir - A17/1,Hordeum vulgare,,
0,17.5,40.21039574,17.5,16.63152398,Grass,Emir - A17/1,Hordeum vulgare,,
0,18,39.40542986,18,16.82405306,Grass,PETUNIA2/M111//QUINA/M112/3/IG 39885,Hordeum vulgare,,
0,17.72222222,50.88724833,17.72222222,16.90497573,Grass,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/ROBUR-BAR/J126//OWB753431D/SL3/4/GLORIA-BAR/COPAL//BEN.4D/3/SP-B,Hordeum vulgare,,
0,17.82222222,45.48181096,17.82222222,17.19746442,Grass,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/WI2291/3/CI03309/Attiki//Hja33/4/Gustoe/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor,Hordeum vulgare,,
0,16.72222222,68.74647749,16.72222222,16.64936466,Grass,Tissa,Hordeum vulgare,,
0,17.51111111,47.14726855,17.51111111,17.48245604,Grass,Emir - (2920/4 x Tinos16/1),Hordeum vulgare,,
0,16.7875,57.2957718,16.7875,17.42337257,Grass,Emir - A17/1,Hordeum vulgare,,
0,15.25555556,48.15914885,15.25555556,16.23204721,Grass,Emir - A17/1,Hordeum vulgare,,
0,14.1,52.52643921,14.1,15.27388286,Grass,Manal,Hordeum vulgare,,
0,13.21,56.9694935,13.21,14.57650559,Grass,ANAKIN,Hordeum vulgare,,
0,13.6625,49.06016396,13.6625,14.82009035,Grass,Emir - A17/1,Hordeum vulgare,,
0,15.36,46.64802229,15.36,16.03766177,Grass,ESMERALDA/3/SLLO/ROBUST//QUINA/4/M104/5/Momtaz,Hordeum vulgare,,
0,12.95,54.43753592,12.95,14.32321598,Grass,ISHI X L94/BCD-TTA//UC1231L,Hordeum vulgare,,
0,11.81666667,59.80056266,11.81666667,13.50540749,Grass,GIZA-126/IG:154361,Hordeum vulgare,,
0,11.225,61.20007573,11.225,13.97879559,Grass,UC1231L/L94-BCD-TTA-C,Hordeum vulgare,,
0,11.60833333,53.93094419,11.60833333,13.26215938,Grass,CANELA/DEFRA//Alanda,Hordeum vulgare,,
0,11.8,48.22819676,11.8,13.56095844,Grass,GIZA-126/IG:153839,Hordeum vulgare,,
0,11.71666667,50.40877545,11.71666667,13.59844745,Grass,6B89.2027/CHAMICO//TRADITION/3/MSEL/LOGAN-BAR,Hordeum vulgare,,
0,11.24166667,55.37317255,11.24166667,13.51298557,Grass,ARIG-8/IG:154361,Hordeum vulgare,,
0,11.46666667,55.01304941,11.46666667,13.6599483,Grass,Clipper//WI2291*2/WI2269/5/Soufara-02/3/RM1508/Por//WI2269/4/Hml-02/ArabiAbiad//ER/Apm/6/Furat-3,Hordeum vulgare,,
0,11.93333333,56.78326735,11.93333333,13.55296991,Grass,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-2,Hordeum vulgare,,
0,12.16666667,55.06509004,12.16666667,13.51780032,Grass,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Tichedrette,Hordeum vulgare,,
0,11.36666667,50.95038919,11.36666667,12.96494477,Grass,YEA389-3/YEA475-4/4/Hma-02//11012-2/CM67/3/Marageh/5/Alanda 01,Hordeum vulgare,,
0,11.9,52.6336464,11.9,13.4765067,Grass,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Hordeum vulgare,,
