id,methane_intensity,tddm,ch4_8h,ch4_24h,functional_group,taxonomic_name,family,,
61201,36.03,78.23,12.65,13.89,Legume,Vicia peregrina,Vicia,,
61203,36.75,79.94,12.63,13.82,Legume,Vicia peregrina,Vicia,,
61243,32.43,71.05,13.81,15.05,Legume,Vicia sativa subsp. macrocarpa,Vicia,,
61391,36.87,71.56,15.77,16.97,Legume,Vicia sativa subsp. macrocarpa,Vicia,,
61441,37.18,75.67,15.53,16.58,Legume,Vicia villosa,Vicia,,
61716,35.31,63.76,14.7,15.88,Legume,Vicia sativa subsp. cordata,Vicia,,
61720,36.02,68.56,13.9,15.57,Legume,Vicia sativa subsp. cordata,Vicia,,
61812,37.94,79.32,14.18,15.45,Legume,Vicia sativa subsp. sativa var. immaculata,Vicia,,
61973,32.62,77.65,14.39,15.81,Legume,Vicia sativa subsp. sativa var. platysperma,Vicia,,
62078,35.1,76.55,12.4,14.04,Legume,Vicia serratifolia,Vicia,,
62090,33.4,78.01,13.34,15.06,Legume,Vicia sativa subsp. cordata,Vicia,,
62422,42.81,78.73,13.85,15.67,Legume,Vicia sativa subsp. sativa var. leucosperma f. alba,Vicia,,
62477,44.57,74.48,13.23,15.31,Legume,Vicia narbonensis var. salmonea,Vicia,,
62517,39.92,77.7,12.67,14.48,Legume,Vicia sericocarpa,Vicia,,
62523,41.1,69.88,12.2,14.26,Legume,Vicia melanops,Vicia,,
62577,40.24,78.06,12.95,14.94,Legume,Vicia narbonensis var. affinis,Vicia,,
62599,38.78,69.43,12.78,14.61,Legume,Vicia sativa subsp. amphicarpa,Vicia,,
62630,40.68,77.77,12.6,14.05,Legume,Vicia monantha subsp. monantha,Vicia,,
62645,34.93,76.75,12.63,14.26,Legume,Vicia narbonensis var. jordanica,Vicia,,
62894,38.24,73.09,13.13,14.44,Legume,Vicia hyaeniscyamus,Vicia,,
63011,40.62,76.94,12.97,14.35,Legume,Vicia johannis var. johannis,Vicia,,
63185,41.81,77.6,12.37,14.22,Legume,Vicia monantha subsp. triflora,Vicia,,
63186,35.08,78.47,12.5,14.21,Legume,Vicia sativa subsp. macrocarpa,Vicia,,
63373,42.62,67.22,12.63,14.32,Legume,Vicia melanops,Vicia,,
63504,36.24,74.72,13,14.52,Legume,Vicia sativa subsp. cordata,Vicia,,
63548,42.01,79.68,12.98,14.6,Legume,Vicia johannis var. procumbens,Vicia,,
63554,37.1,78.93,12.35,13.62,Legume,Vicia hyaeniscyamus,Vicia,,
63714,39.65,77.1,12.48,13.96,Legume,Vicia narbonensis,Vicia,,
63751,44.09,76.96,12.95,14.92,Legume,Vicia narbonensis var. jordanica,Vicia,,
63766,45.08,74.7,12.78,14.65,Legume,Vicia aintabensis,Vicia,,
63771,39.25,75.33,13.12,14.72,Legume,Vicia narbonensis var. salmonea,Vicia,,
63876,41.58,80.21,13.38,14.72,Legume,Vicia sativa subsp. sativa var. immaculata,Vicia,,
64067,36.56,70.19,12.38,13.62,Legume,Vicia melanops,Vicia,,
64098,36.9,69.74,13.81,15.2,Legume,Vicia assyriaca,Vicia,,
64155,41.33,76.47,12.98,14.64,Legume,Vicia peregrina,Vicia,,
64176,33.03,78.63,13.19,14.92,Legume,Vicia sativa subsp. cordata,Vicia,,
64211,41.94,75.89,13.78,15.93,Legume,Vicia monantha subsp. monantha,Vicia,,
64215,34.09,78.38,13.47,15.47,Legume,Vicia sativa subsp. cordata,Vicia,,
64289,39.27,79.69,13.53,15.97,Legume,Vicia galilaea,Vicia,,
64345,38.03,80.97,13.32,15.71,Legume,Vicia sativa subsp. cordata,Vicia,,
64351,37.64,78.43,13.3,15.55,Legume,Vicia sativa subsp. nigra,Vicia,,
64368,39.38,77.47,13,15.22,Legume,Vicia monantha subsp. triflora,Vicia,,
64572,37.14,81.12,12.98,14.91,Legume,Vicia sativa subsp. nigra,Vicia,,
64576,43.97,68.5,12.95,15.32,Legume,Vicia sativa subsp. cordata,Vicia,,
64612,43.21,72.17,13.05,15.07,Legume,Vicia johannis var. johannis,Vicia,,
64635,35.62,75.29,12.75,14.81,Legume,Vicia sativa subsp. cordata,Vicia,,
64642,36.79,77.21,12.82,15.02,Legume,Vicia peregrina,Vicia,,
64654,38.53,79.27,12.57,14.52,Legume,Vicia monantha subsp. monantha,Vicia,,
64670,36.44,75.74,12.72,14.73,Legume,Vicia peregrina,Vicia,,
64672,33.49,68.05,12.63,14.69,Legume,Vicia sativa subsp. cordata,Vicia,,
72535,38.66,75.49,12.77,15.13,Legume,Vicia montbretii,Vicia,,
107493,41.54,79.36,12.55,14.95,Legume,Vicia monantha subsp. triflora,Vicia,,
107504,39.64,78.65,12.58,15.07,Legume,Vicia sativa subsp. nigra,Vicia,,
107577,43.84,79.54,12.83,15.23,Legume,Vicia monantha subsp. monantha,Vicia,,
107765,36.94,80.1,12.4,14.91,Legume,Vicia lutea subsp. lutea,Vicia,,
107828,43.33,81.44,12.97,15.42,Legume,Vicia monantha,Vicia,,
108274,44.01,77.55,12.95,15.24,Legume,Vicia monantha subsp. triflora,Vicia,,
108275,44.58,78.34,12.72,15.1,Legume,Vicia monantha subsp. monantha,Vicia,,
108283,44.03,81.65,13.75,16.08,Legume,Vicia sativa subsp. nigra,Vicia,,
108431,47.32,77.03,13.75,15.69,Legume,Vicia narbonensis,Vicia,,
111313,41.75,79.07,13.63,15.48,Legume,Vicia sativa subsp. macrocarpa,Vicia,,
111330,38.82,72.94,13.28,15.4,Legume,Vicia sativa subsp. cordata,Vicia,,
114483,39.08,75.76,13.53,15.49,Legume,Vicia sativa subsp. cordata,Vicia,,
115592,38.43,74.86,13.88,15.71,Legume,Vicia lutea,Vicia,,
117765,39.51,79.1,13.35,15.58,Legume,Vicia monantha subsp. monantha,Vicia,,
126987,47.02,79.01,13.73,16.07,Legume,Vicia lutea subsp. lutea,Vicia,,
127050,46.67,76.35,13.97,16.16,Legume,Vicia sativa subsp. macrocarpa,Vicia,,
131319,41.72,82.3,13.3,15.47,Legume,Vicia hyrcanica,Vicia,,
131480,35.17,81.35,13.5,15.7,Legume,Vicia sativa subsp. nigra,Vicia,,
136966,36.99,79.45,13.13,15.46,Legume,Vicia peregrina,Vicia,,
137008,35.12,74.56,13.25,15.46,Legume,Vicia sativa subsp. cordata,Vicia,,
137315,33.37,77.46,13.5,15.01,Legume,Vicia villosa subsp. villosa,Vicia,,
137630,34.09,77.1,13.63,15.15,Legume,Vicia villosa subsp. villosa,Vicia,,
137792,38.56,80.07,13.52,15.56,Legume,Vicia sativa subsp. sativa var. platysperma,Vicia,,
140519,43.29,77.61,13.52,15.2,Legume,Vicia narbonensis var. affinis,Vicia,,
140584,37.02,75.25,12.82,14.88,Legume,Vicia pannonica,Vicia,,
140962,39.19,82.88,13.03,14.52,Legume,Vicia hyrcanica,Vicia,,
141415,39.3,79.46,12.88,14.71,Legume,Vicia monantha,Vicia,,
141437,35.85,82.54,13.28,15.32,Legume,Vicia lunata,Vicia,,
141438,35.83,79.86,13.05,14.55,Legume,Vicia pannonica subsp. pannonica,Vicia,,
141465,32.83,78.33,13.38,15.06,Legume,Vicia villosa,Vicia,,
145703,34.04,76.48,13.2,14.63,Legume,Vicia villosa,Vicia,,
147125,37.32,82.3,13.62,15.5,Legume,Vicia sativa,Vicia,,
147888,41.62,81.16,13.72,15.43,Legume,Vicia narbonensis,Vicia,,
160259,45.27,79.23,14.13,15.9,Legume,Vicia sativa subsp. nigra,Vicia,,
160275,40.04,79.71,13.73,15.21,Legume,Vicia monantha,Vicia,,
160357,45.38,73.93,14.37,16.41,Legume,Vicia narbonensis,Vicia,,
160388,40.58,79.84,13.92,15.4,Legume,Vicia bithynica,Vicia,,
164288,40.24,78.79,13.5,15.2,Legume,Vicia sativa,Vicia,,
166934,39.52,72.63,13.95,15.45,Legume,Vicia cracca,Vicia,,
168368,37.42,75.26,13.6,15.09,Legume,Vicia villosa subsp. varia,Vicia,,
168382,39.07,77.74,13.33,15.86,Legume,Vicia sativa,Vicia,,
168465,35.81,80.44,12.3,15.09,Legume,Vicia grandiflora,Vicia,,
168525,43.28,72.8,12.7,15.4,Legume,Vicia lutea,Vicia,,
168541,44.26,73.46,12.4,14.83,Legume,Vicia sericocarpa,Vicia,,
171002,44.37,78.61,12.48,15,Legume,Vicia sp.,Vicia,,
171115,40.97,80.48,12.25,14.92,Legume,Vicia sativa,Vicia,,
171158,27.83,77.79,10.32,12.91,Legume,Vicia bithynica,Vicia,,
171197,39.46,76.08,11.67,14.44,Legume,Vicia villosa,Vicia,,
171258,35.86,70.55,11.33,14.14,Legume,Vicia pannonica,Vicia,,
171285,39.58,72.42,12.22,14.86,Legume,Vicia narbonensis,Vicia,,
171309,40.29,76.52,14.12,16.16,Legume,Vicia villosa,Vicia,,
62650,51.14,76.87,14.12,16.26,Legume,Vicia dionysiensis,Vicia,,
49166,41.64,76.56,13.83,15.22,Legume,Pisum sativum,Pisum,,
49171,43.32,76.95,13.65,14.98,Legume,Pisum sativum,Pisum,,
49174,42.47,73.99,13.13,14.69,Legume,Pisum sativum,Pisum,,
49175,49.06,75.6,14.23,15.86,Legume,Pisum sativum,Pisum,,
49176,48.41,76.35,13.23,14.77,Legume,Pisum sativum,Pisum,,
49199,47.74,76.82,13.02,14.76,Legume,Pisum sativum,Pisum,,
49206,47.13,74.61,14.07,15.56,Legume,Pisum sativum,Pisum,,
49211,42.43,83.55,13.93,15.33,Legume,Pisum sativum,Pisum,,
49219,42.95,74.38,14.05,15.54,Legume,Pisum sativum,Pisum,,
49224,39.47,79.04,13.45,14.84,Legume,Pisum sativum,Pisum,,
49233,44.41,83.09,13.7,15.1,Legume,Pisum sativum,Pisum,,
49237,48.62,78.27,13.87,15.46,Legume,Pisum sativum,Pisum,,
49251,46.81,77.98,13.13,14.75,Legume,Pisum sativum,Pisum,,
49312,41.69,80.02,13.18,14.66,Legume,Pisum sativum,Pisum,,
49315,40.87,71.48,13.12,14.47,Legume,Pisum sativum,Pisum,,
49317,41.04,78.3,13.03,14.59,Legume,Pisum sativum,Pisum,,
49319,46.66,80.63,13.53,15.25,Legume,Pisum sativum,Pisum,,
49333,43.55,74.52,13.05,14.67,Legume,Pisum sativum,Pisum,,
49337,38.44,78.6,12.75,14.61,Legume,Pisum sativum,Pisum,,
49354,38.38,78.61,13.03,14.61,Legume,Pisum sativum,Pisum,,
49373,40.91,73.88,13.08,15.01,Legume,Pisum sativum,Pisum,,
49399,40.98,79.45,12.93,14.69,Legume,Pisum sativum,Pisum,,
49503,43.5,74.86,12.97,14.94,Legume,Pisum sativum,Pisum,,
49574,42.13,79.06,12.57,14.45,Legume,Pisum sativum,Pisum,,
49603,42.95,83.04,13.18,15.02,Legume,Pisum sativum,Pisum,,
49715,40.46,81.93,12.67,14.72,Legume,Pisum sativum,Pisum,,
49795,42.94,75.69,13.08,15.06,Legume,Pisum sativum,Pisum,,
49919,47.64,82.68,13.4,15.16,Legume,Pisum sativum,Pisum,,
49951,50.28,80.34,13.82,15.53,Legume,Pisum sativum,Pisum,,
50145,33.06,87.09,13.28,15.67,Legume,Pisum sativum,Pisum,,
50223,37.5,85.5,13.58,15.02,Legume,Pisum sativum,Pisum,,
50229,35.43,80.03,13.82,14.99,Legume,Pisum sativum,Pisum,,
50268,41.52,76.75,13.12,14.78,Legume,Pisum sativum,Pisum,,
50302,39.2,80.35,12.93,14.78,Legume,Pisum sativum,Pisum,,
50422,40.86,78.49,13.1,14.97,Legume,Pisum sativum,Pisum,,
50471,40.22,79.82,13.9,14.11,Legume,Pisum sativum,Pisum,,
51673,41.64,76.4,13.03,14.84,Legume,Pisum sativum,Pisum,,
51699,39.22,82.56,12.38,14.4,Legume,Pisum sativum,Pisum,,
51700,39.89,82.09,12.45,14.42,Legume,Pisum sativum,Pisum,,
51778,47.8,75.7,12.78,14.61,Legume,Pisum sativum,Pisum,,
51799,41.54,77.8,12.62,14.44,Legume,Pisum sativum,Pisum,,
52043,41.17,78.7,12.03,14.07,Legume,Pisum sativum,Pisum,,
52044,41.81,80.59,12.23,14.16,Legume,Pisum sativum,Pisum,,
52063,37.61,78.72,12.03,13.78,Legume,Pisum sativum,Pisum,,
52372,35.56,73.31,12.07,13.43,Legume,Pisum sativum,Pisum,,
52379,40.92,76.1,12.18,14.02,Legume,Pisum sativum,Pisum,,
52445,41.49,79.27,12.52,14.51,Legume,Pisum sativum,Pisum,,
52536,46.23,78.35,12.63,14.67,Legume,Pisum sativum,Pisum,,
111183,37.24,82.15,12.22,14.15,Legume,Pisum sativum,Pisum,,
114489,35.29,77.44,12.27,13.82,Legume,Pisum sativum,Pisum,,
122992,33.35,82,11.8,13.54,Legume,Pisum sativum,Pisum,,
124603,39.96,80.74,12.07,14.23,Legume,Pisum sativum,Pisum,,
124612,34.19,83.56,12.27,13.99,Legume,Pisum sativum,Pisum,,
124634,37.1,77.24,12.35,13.95,Legume,Pisum sativum,Pisum,,
124843,36.11,80.47,12.25,14.06,Legume,Pisum sativum,Pisum,,
124865,40.76,77.15,11.75,13.52,Legume,Pisum sativum,Pisum,,
124939,37.82,71.58,12.37,14.02,Legume,Pisum sativum,Pisum,,
132661,34.56,76.37,12.55,14.01,Legume,Pisum sativum,Pisum,,
137800,27.94,86.21,11.7,13.29,Legume,Pisum sativum,Pisum,,
146889,32.25,82.86,12.23,14.38,Legume,Pisum sativum,Pisum,,
170849,37.45,78.89,12.13,14.28,Legume,Pisum sativum,Pisum,,
50549,36.94,79.41,10.83,13.55,Legume,Pisum sativum subsp. sativum,Pisum,,
50560,29.28,80.83,11.77,13.94,Legume,Pisum sativum subsp. sativum,Pisum,,
50599,29.14,151.81,11.57,13.74,Legume,Pisum sativum subsp. sativum,Pisum,,
50617,33.06,81.55,12.03,13.98,Legume,Pisum sativum subsp. sativum,Pisum,,
50663,32.9,83.69,12.07,14.16,Legume,Pisum sativum subsp. sativum,Pisum,,
50720,24.84,76.24,12.4,13.65,Legume,Pisum sativum subsp. sativum,Pisum,,
50749,41.01,79.15,12,14.3,Legume,Pisum sativum subsp. sativum,Pisum,,
50774,37.33,76.79,12.17,13.9,Legume,Pisum sativum subsp. sativum,Pisum,,
50780,41.18,78.9,11.8,14.05,Legume,Pisum sativum subsp. sativum,Pisum,,
50788,24.51,77.84,12.3,15.55,Legume,Pisum sativum subsp. sativum,Pisum,,
123044,38.3,78.53,12.03,13.98,Legume,Pisum sativum subsp. sativum,Pisum,,
123131,39.68,77.34,12.57,14.45,Legume,Pisum sativum subsp. sativum,Pisum,,
125328,44.24,78.84,12.47,14.8,Legume,Pisum sativum subsp. sativum,Pisum,,
125367,37.59,82.42,12.63,14.58,Legume,Pisum sativum subsp. sativum,Pisum,,
125497,,,,,Legume,Pisum sativum subsp. sativum,Pisum,,
128790,,,,,Legume,Pisum sativum subsp. sativum,Pisum,,
129019,,,,,Legume,Pisum sativum subsp. sativum,Pisum,,
129051,,,,,Legume,Pisum sativum subsp. sativum,Pisum,,
49160,,,,,Legume,Pisum sativum var. arvense,Pisum,,
49208,,,,,Legume,Pisum sativum var. arvense,Pisum,,
49288,,,,,Legume,Pisum sativum var. arvense,Pisum,,
52591,,,,,Legume,Pisum sativum var. arvense,Pisum,,
IR-B4-B-C2,43.65647089,69.51248732,11.46666667,14.59819765,Legume,IR-B4-B-C2,,,
 IR-B4-A-C1,41.98454335,76.97901625,11.62222222,14.42041719,Legume, IR-B4-A-C1,,,
 IR-B2-A-C3,48.90138482,63.73887557,11.72222222,14.59026899,Legume, IR-B2-A-C3,,,
  RF-B1-B-C1,35.3246372,77.88853347,11.68888889,14.36954616,Legume,  RF-B1-B-C1,,,
RF-B3-B-C2,47.35320269,68.15011965,11.38888889,14.63219246,Legume,RF-B3-B-C2,,,
RF-B2-B-C3,45.00772847,65.60230782,11.42222222,14.63697323,Legume,RF-B2-B-C3,,,
S30-B3-A-C3,46.26327936,68.14184128,11.07777778,14.1331018,Legume,S30-B3-A-C3,,,
S30-B1-A-C2,44.47357084,65.74814506,11.17777778,14.04245883,Legume,S30-B1-A-C2,,,
 S30-B1-B-C1,34.13951635,75.90805575,10.9375,13.66881959,Legume, S30-B1-B-C1,,,
S60-B2-A-C1,39.65141397,76.26287454,11.36666667,14.26133978,Legume,S60-B2-A-C1,,,
S60-B4-B-C3,39.76149849,67.69627481,10.91111111,13.95900633,Legume,S60-B4-B-C3,,,
S60-B1-B-C2,41.22896131,63.52528621,10.51111111,13.8365927,Legume,S60-B1-B-C2,,,
0,13.3,84.41,13.3,14.6,Grass,V Morales,Hordeum vulgare,,
0,12.64,78.76,12.64,14.2,Grass,Ksaiba,Hordeum vulgare,,
0,13.03,80.18,13.03,14.51,Grass,COCKTAIL/DWRB150,Hordeum vulgare,,
0,13.33,80.9,13.33,14.79,Grass,SLB21-81/SLB22-74//Soffet no.9,Hordeum vulgare,,
0,13.06,81.69,13.06,14.43,Grass,Stirling/3/ Canela/ Limon/ Bichy 2000,Hordeum vulgare,,
0,12.67,81.44,12.67,13.11,Grass,Aths/Lignee686/4/Avt/Attiki//Aths/3/Giza121/Pue/6/Lignee527/Chn-01//Alanda/5/Arizona5908/Aths//Avt/Attiki/3/S.T.Barley/4/Aths/Lignee686,Hordeum vulgare,,
0,12.67,77.58,12.67,14.11,Grass,PL172/AMALOU,Hordeum vulgare,,
0,12.76,85.56,12.76,14.15,Grass,CANELA//LIMON/BICHY2000/3/MOMTAZ,Hordeum vulgare,,
0,13.16,83.13,13.16,14.68,Grass,DWRB101/3/6B89.2027/CHAMICO//TRADITION,Hordeum vulgare,,
0,12.46,87.77,12.46,14.17,Grass,Compass/IG 38821,Hordeum vulgare,,
0,12.98,80.91,12.98,14.71,Grass,Emir - A17,Hordeum vulgare,,
0,12.73,87.61,12.73,14.36,Grass,Morex - 2920/4,Hordeum vulgare,,
0,13.03,85.27,13.03,15.25,Grass,Morex - HB2032,Hordeum vulgare,,
0,12.78,84.38,12.78,15.06,Grass,Commander /IG 38931,Hordeum vulgare,,
0,13.18,85.01,13.18,15.26,Grass,GoldenPromise,Hordeum vulgare,,
0,12.92,83.9,12.92,14.59,Grass,Rihane-03,Hordeum vulgare,,
0,12.61,85.37,12.61,14.56,Grass,Emir - HB2032,Hordeum vulgare,,
0,12.66,87.06,12.66,14.65,Grass,Emir - A17,Hordeum vulgare,,
0,12.76,87.48,12.76,14.75,Grass,Alanda,Hordeum vulgare,,
0,12.94,87.08,12.94,14.75,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.39,88.43,12.39,14.29,Grass,H.spont.41-3/SLB34-40/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,Hordeum vulgare,,
0,12.69,87.06,12.69,14.8,Grass,Taffa,Hordeum vulgare,,
0,12.26,88.74,12.26,14.17,Grass,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Furat-3,Hordeum vulgare,,
0,13.23,87.99,13.23,15.09,Grass,Emir - 3811/5,Hordeum vulgare,,
0,12.76,87.8,12.76,14.71,Grass,PETUNIA2/M111//QUINA/M112/3/IG 144951,Hordeum vulgare,,
0,12.93,87.26,12.93,15.23,Grass,Soufara-02/3/RM1508/Por//WI2269/4/Hml-02/ArabiAbiad//ER/Apm/5/H.spont.41-1,Hordeum vulgare,,
0,12.6,86.29,12.6,14.3,Grass,Morex - HB2032,Hordeum vulgare,,
0,13.06,87.73,13.06,14.87,Grass,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145502/8/LAMOLINA96/FALCON-BAR,Hordeum vulgare,,
0,12.51,88.2,12.51,14.37,Grass,Rosalind/IG 1074426,Hordeum vulgare,,
0,12.39,84.79,12.39,13.9,Grass,SLB 15-05/4/H.spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Furat-2,Hordeum vulgare,,
0,11.97,80.03,11.97,13.62,Grass,Arta/3/Hml-02//Esp/1808-4L/4/ArabiAbiad/Arar//H.spont.41-5/Tadmor/5/Rihane 03,Hordeum vulgare,,
0,12.63,85.29,12.63,14.41,Grass,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/HARMAL,Hordeum vulgare,,
0,12.63,87.58,12.63,14.65,Grass,Morex - 2920/4,Hordeum vulgare,,
0,12.89,87.58,12.89,14.82,Grass,Legia/Laurel'S'//Aleli/3/Arta/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,Hordeum vulgare,,
0,12.89,85.94,12.89,14.94,Grass,CANELA/Malt 2/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Hordeum vulgare,,
0,12.19,78.42,12.19,14.19,Grass,Emir - PI 204579,Hordeum vulgare,,
0,13.04,84.89,13.04,14.95,Grass,ICNB93-369/4/Moroc9-75//WI2291/CI01387/3/H.spont.41-1,Hordeum vulgare,,
0,11.91,84.37,11.91,13.85,Grass,Emir - 2920/4,Hordeum vulgare,,
0,12.37,87.83,12.37,14.44,Grass,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/7/Lignee527//Bahtim/DL71/3/Api/CM67//Mzq/5/Alanda-01/4/WI2291/3/Api/CM67//L2966-69/6/Lignee527/Chn-01//Arar/Rhn-03,Hordeum vulgare,,
0,10.98,83.01,10.98,12.82,Grass,Emir - HB2032,Hordeum vulgare,,
0,10.73,77.5,10.73,12.82,Grass,Commander /IG 38660,Hordeum vulgare,,
0,13.3,73.67,13.3,13.25,Grass,Emir - A17,Hordeum vulgare,,
0,12.66,80.76,12.66,12.77,Grass,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/ATAHUALPA,Hordeum vulgare,,
0,12.92,84.03,12.92,12.59,Grass,Morex - 2920/4,Hordeum vulgare,,
0,14.12,75.3,14.12,13.91,Grass,GP - 2920/4,Hordeum vulgare,,
0,14.04,80.14,14.04,14.48,Grass,GP - 2920/4,Hordeum vulgare,,
0,13.52,83.77,13.52,13.38,Grass,VLB 118/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/4/Tadmor//ER/Apm,Hordeum vulgare,,
0,13.14,81.96,13.14,13.07,Grass,ArabiAbiad/Arar//H.spont.41-5/Tadmor/3/Zanbakian/4/Furat-3,Hordeum vulgare,,
0,13.13,69.07,13.13,12.89,Grass,Morex - HB2032,Hordeum vulgare,,
0,12.81,72.24,12.81,12.74,Grass,Emir - A17/1,Hordeum vulgare,,
0,13.16,74.92,13.16,13.02,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.94,83.28,12.94,13.04,Grass,Morex - HB2032,Hordeum vulgare,,
0,11.8,,11.8,11.72,Grass,Emir,Hordeum vulgare,,
0,11.83,87.71,11.83,12.37,Grass,Baudin/IG 38821,Hordeum vulgare,,
0,13.72,83.95,13.72,13.8,Grass,GP - A17/1,Hordeum vulgare,,
0,12.42,88.05,12.42,12.36,Grass,Tadmor//ER/Apm/3/H.spont.38-3/Akrash-01/4/Furat-1,Hordeum vulgare,,
0,12.7,87.03,12.7,12.59,Grass,Emir - PI 206443/3,Hordeum vulgare,,
0,13.41,90.71,13.41,13.37,Grass,Alanda/5/Aths/4/Pro/TolI//Cer*2/TolI/3/5106/6/Baca'S'/3/AC253//CI08887/CI05761/7/IG 145155/8/Baudin,Hordeum vulgare,,
0,13.23,87.67,13.23,12.63,Grass,Arta/3/Legia/Laurel'S//Aleli/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/Arta/WI3167,Hordeum vulgare,,
0,13.26,88.68,13.26,13.59,Grass,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/Mundah,Hordeum vulgare,,
0,12.73,85.67,12.73,12.98,Grass,GP - 2920/4,Hordeum vulgare,,
0,11.21,88.61,11.21,11.62,Grass,Emir - A17/1,Hordeum vulgare,,
0,11.71,84.31,11.71,11.53,Grass,Khnata,Hordeum vulgare,,
0,11.14,83.89,11.14,10.64,Grass,GoldMarker,Hordeum vulgare,,
0,10.94,86.1,10.94,10.59,Grass,Morex - HB2032,Hordeum vulgare,,
0,9.46,86.95,9.46,8.95,Grass,PENCO/CHEVRON-BAR/5/ABETO//GLORIA-BAR/COME/3/SEN/4/MJA/6/PENCO/CHEVRON-BAR//CANTUA/7/IG 144951,Hordeum vulgare,,
0,10.54,87.91,10.54,10.12,Grass,Morex - HB2032,Hordeum vulgare,,
0,11.34,86.53,11.34,10.98,Grass,Emir - HB2032,Hordeum vulgare,,
0,12.14,84.52,12.14,12.01,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.36,86.6,12.36,11.53,Grass,Morex - 2920/4,Hordeum vulgare,,
0,12.72,71.42,12.72,12.13,Grass,(Emir/907-12) - Crete6/2,Hordeum vulgare,,
0,13.1,82.72,13.1,12.86,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.49,72.72,12.49,12.19,Grass,Emir - 29209/4,Hordeum vulgare,,
0,12.94,79.27,12.94,12.65,Grass,Morex,Hordeum vulgare,,
0,12.02,85.48,12.02,11.88,Grass,Morex - HB2032,Hordeum vulgare,,
0,11.82,79.69,11.82,9.43,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.66,82.31,12.66,12.54,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.23,84.61,12.23,12.07,Grass,PETUNIA2/M111//QUINA/M112/3/IG 39885,Hordeum vulgare,,
0,12.01,82.96,12.01,11.79,Grass,Sara/4/H.Spont.96-3/3/Roho//Alger/Ceres362-1-1/5/ROBUR-BAR/J126//OWB753431D/SL3/4/GLORIA-BAR/COPAL//BEN.4D/3/SP-B,Hordeum vulgare,,
0,10.11,82.95,10.11,9.3,Grass,Zanbaka/H.spont.41-2/4/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor/5/Zanbakian/6/WI2291/3/CI03309/Attiki//Hja33/4/Gustoe/5/Arar/H.spont.19-15//Hml/3/H.spont.41-1/Tadmor,Hordeum vulgare,,
0,11.47,82.43,11.47,10.74,Grass,Tissa,Hordeum vulgare,,
0,11.89,84.69,11.89,11.44,Grass,Emir - (2920/4 x Tinos16/1),Hordeum vulgare,,
0,12.54,82.66,12.54,12.29,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.3,81.68,12.3,12.17,Grass,Emir - A17/1,Hordeum vulgare,,
0,12.4,81.6,12.4,11.93,Grass,Manal,Hordeum vulgare,,
0,11.89,72.79,11.89,11.2,Grass,ANAKIN,Hordeum vulgare,,
0,11.12,83.08,11.12,10.35,Grass,Emir - A17/1,Hordeum vulgare,,
0,11.69,80.12,11.69,11.42,Grass,ESMERALDA/3/SLLO/ROBUST//QUINA/4/M104/5/Momtaz,Hordeum vulgare,,
0,11.83,80.67,11.83,11.3,Grass,ISHI X L94/BCD-TTA//UC1231L,Hordeum vulgare,,
0,11.48,82,11.48,10.97,Grass,GIZA-126/IG:154361,Hordeum vulgare,,
0,11.94,78.19,11.94,11.72,Grass,UC1231L/L94-BCD-TTA-C,Hordeum vulgare,,
0,11.77,81.93,11.77,11.7,Grass,CANELA/DEFRA//Alanda,Hordeum vulgare,,
0,12.16,78.53,12.16,11.84,Grass,GIZA-126/IG:153839,Hordeum vulgare,,
0,11.99,82.8,11.99,11.59,Grass,6B89.2027/CHAMICO//TRADITION/3/MSEL/LOGAN-BAR,Hordeum vulgare,,
0,11.42,82.03,11.42,10.97,Grass,ARIG-8/IG:154361,Hordeum vulgare,,
