icarda_id,functional_group,tanoxomic_name,gb_id,genus,run,replication,dm,ndf,om,gas_g_dm_incubated,ch4_g_dm_incubated,ch4_ndf,ch4_g_digested,tddm,ch4_g_kg_dm
ICARDA ID,Functional group,Latin name,GB ID,Genus,Run,Replication,DM,NDF,OM,Gas /g DM Incubated,CH4/gDM incubated,CH4/NDF,Ch4 /g digested,True digestebility,CH4 (g/kg DM) 
250100101,Legume,Lathyrus aphaca var. modestus,65421,Lathyrus,12,3,93.65585026,42.23468165,82.95081754,180.0372368,29.05035712,6.441947211,37.07615376,78.35321137,16.1234508
250100102,Legume,Lathyrus annuus,65481,Lathyrus,12,1,92.2024317,52.00996111,88.27594477,154.6595533,26.50360458,4.698516859,39.47320546,67.14327928,14.70995908
250100102,Legume,Lathyrus annuus,65481,Lathyrus,12,2,92.2024317,52.00996111,88.27594477,122.6200756,21.597781,3.828820259,30.99101273,69.69046539,11.98714212
250100102,Legume,Lathyrus annuus,65481,Lathyrus,12,3,92.2024317,52.00996111,88.27594477,147.0900381,25.39599764,4.502162062,36.78944312,69.0306661,14.09521807
250100103,Legume,lathyrus aphaca var. aphaca,65503,Lathyrus,12,1,93.12886564,44.99628958,86.52665407,179.920702,27.44047735,5.679358347,38.08566253,72.04936326,15.22993968
250100103,Legume,lathyrus aphaca var. aphaca,65503,Lathyrus,12,2,93.12886564,44.99628958,86.52665407,180.0340576,27.37838045,5.666506145,36.94108379,74.11363619,15.19547482
250100103,Legume,lathyrus aphaca var. aphaca,65503,Lathyrus,12,3,93.12886564,44.99628958,86.52665407,178.1864612,25.2413749,5.224209893,36.05199211,70.01381455,14.00939977
250100104,Legume,Lathyrus chrysanthus,65586,Lathyrus,12,1,92.5601041,39.08059023,87.66884134,182.932007,28.67977193,6.792637111,38.00881043,75.45558938,15.91776961
250100104,Legume,Lathyrus chrysanthus,65586,Lathyrus,12,2,92.5601041,39.08059023,87.66884134,188.6665157,29.70774728,7.036107092,39.39451051,75.4108806,16.48831372
250100104,Legume,Lathyrus chrysanthus,65586,Lathyrus,12,3,92.5601041,39.08059023,87.66884134,185.1966381,28.94896169,6.856393139,37.97264118,76.23636594,16.06717458
250100105,Legume,Lathyrus aphaca var. affinis,65642,Lathyrus,12,1,93.15738105,44.16098151,87.03294894,184.1550896,27.89036807,5.883459918,36.85880341,75.66813215,15.47963681
250100105,Legume,Lathyrus aphaca var. affinis,65642,Lathyrus,12,2,93.15738105,44.16098151,87.03294894,152.2437428,23.82712739,5.026321222,27.90284986,85.39316775,13.22446793
250100105,Legume,Lathyrus aphaca var. affinis,65642,Lathyrus,12,3,93.15738105,44.16098151,87.03294894,171.6657278,26.82299187,5.658297413,35.60672039,75.33126212,14.88722455
250100106,Legume,Lathyrus aphaca var. floribundus,65722,Lathyrus,12,1,94.14543591,47.98510697,86.00169041,188.7283826,30.08707526,5.902999898,42.86668407,70.18754986,16.6988473
250100106,Legume,Lathyrus aphaca var. floribundus,65722,Lathyrus,12,2,94.14543591,47.98510697,86.00169041,181.1099599,28.54320857,5.600097579,39.56750645,72.13800194,15.84197459
250100106,Legume,Lathyrus aphaca var. floribundus,65722,Lathyrus,12,3,94.14543591,47.98510697,86.00169041,186.4685105,29.50201978,5.788213653,41.59323147,70.92985743,16.37413139
250100107,Legume,Lathyrus inconspicuus,65739,Lathyrus,12,1,93.67556673,36.42802356,91.63104767,226.5417788,35.42425862,9.109436025,44.89321984,78.90781446,19.66107641
250100107,Legume,Lathyrus inconspicuus,65739,Lathyrus,12,2,93.67556673,36.42802356,91.63104767,230.6357893,35.95486859,9.245883697,46.53075771,77.27118654,19.95557412
250100107,Legume,Lathyrus inconspicuus,65739,Lathyrus,12,3,93.67556673,36.42802356,91.63104767,224.1513484,34.77185034,8.941667619,46.24908319,75.18386948,19.29897853
250100108,Legume,Lathyrus aphaca var. pseudoaphaca,65841,Lathyrus,12,1,92.89005538,38.0030187,79.0992694,164.0699242,26.57522151,6.495730819,34.33580569,77.39798433,14.74970772
250100108,Legume,Lathyrus aphaca var. pseudoaphaca,65841,Lathyrus,12,2,92.89005538,38.0030187,79.0992694,171.9446194,27.20679176,6.650104335,34.62647299,78.57222932,15.10024013
250100108,Legume,Lathyrus aphaca var. pseudoaphaca,65841,Lathyrus,12,3,92.89005538,38.0030187,79.0992694,171.3976783,28.13133507,6.876088695,37.12606534,75.77246554,15.61337766
250100109,Legume,Lathyrus pseudocicera,65894,Lathyrus,12,1,92.35889685,42.57806153,89.75835652,207.0299886,35.13024183,7.620333724,47.77000159,73.54038238,19.49789201
250100109,Legume,Lathyrus pseudocicera,65894,Lathyrus,12,2,92.35889685,42.57806153,89.75835652,207.4507637,35.14963829,7.624541138,47.2708117,74.35801719,19.50865738
250100109,Legume,Lathyrus pseudocicera,65894,Lathyrus,12,3,92.35889685,42.57806153,89.75835652,215.4398942,36.61746384,7.942936913,51.71531469,70.80584168,20.32332595
250100110,Legume,Lathyrus vinealis ,65915,Lathyrus,12,1,92.54696247,40.58056298,92.05848424,220.9776058,37.15570441,8.473632027,49.85467814,74.52801983,20.62205878
250100110,Legume,Lathyrus vinealis ,65915,Lathyrus,12,2,92.54696247,40.58056298,92.05848424,226.6313514,37.28237772,8.502520809,50.10123477,74.41408958,20.69236466
250100110,Legume,Lathyrus vinealis ,65915,Lathyrus,12,3,92.54696247,40.58056298,92.05848424,228.5632861,38.74050325,8.835057073,52.41517379,73.91085528,21.50164955
250100111,Legume,Lathyrus cassius,65922,Lathyrus,12,1,91.92367256,39.64057883,86.99119729,158.2176443,26.31734926,6.102805428,35.52259543,74.086223,14.60658416
250100111,Legume,Lathyrus cassius,65922,Lathyrus,12,2,91.92367256,39.64057883,86.99119729,169.720893,28.98149676,6.720602215,38.28157397,75.70612634,16.08523211
250100111,Legume,Lathyrus cassius,65922,Lathyrus,12,3,91.92367256,39.64057883,86.99119729,169.8533525,28.98165879,6.720639789,38.97824961,74.35341269,16.08532204
250100112,Legume,Trifolium boissieri,66399,Trifolium,12,1,94.28331694,43.65657183,93.39200789,173.0521297,28.09831743,6.068278971,47.45303296,59.212901,15.5950523
250100112,Legume,Trifolium boissieri,66399,Trifolium,12,2,94.28331694,43.65657183,93.39200789,185.6072879,28.94618116,6.251388642,47.85842775,60.48293378,16.06563134
250100112,Legume,Trifolium boissieri,66399,Trifolium,12,3,94.28331694,43.65657183,93.39200789,178.5103442,25.94361924,5.602937594,46.33660834,55.98946528,14.39915753
250100113,Legume,Trifolium clypeatum,66401,Trifolium,12,1,92.94349109,42.63883892,88.19635613,179.4271247,29.10560477,6.344395358,43.55982647,66.81754066,16.1541142
250100113,Legume,Trifolium clypeatum,66401,Trifolium,12,2,92.94349109,42.63883892,88.19635613,175.2875763,27.12570821,5.912820525,40.10836295,67.63105302,15.05523736
250100113,Legume,Trifolium clypeatum,66401,Trifolium,12,3,92.94349109,42.63883892,88.19635613,176.7129003,28.15778239,6.137790481,44.33689129,63.50869799,15.62805638
250100114,Legume,Trifolium tomentosum ,66409,Trifolium,12,1,93.04991069,39.96702836,85.16529022,220.2353449,34.60163526,8.055838032,44.49721881,77.76134371,19.20450621
250100114,Legume,Trifolium tomentosum ,66409,Trifolium,12,2,93.04991069,39.96702836,85.16529022,229.1299126,34.95961621,8.139181971,46.86803071,74.59160474,19.40319184
250100114,Legume,Trifolium tomentosum ,66409,Trifolium,12,3,93.04991069,39.96702836,85.16529022,232.3305149,36.0121132,8.38422083,49.16731834,73.24400519,19.98734587
250100115,Legume,trifollium stellatum,66411,Trifolium,12,1,93.78860371,44.02766075,89.64786679,135.1561132,21.19223055,4.514411347,45.93431153,46.13594903,11.7620546
250100115,Legume,trifollium stellatum,66411,Trifolium,12,2,93.78860371,44.02766075,89.64786679,136.9541249,21.25722405,4.528256391,40.27920711,52.77468344,11.79812712
250100115,Legume,trifollium stellatum,66411,Trifolium,12,3,93.78860371,44.02766075,89.64786679,159.7521695,24.73813962,5.26976799,42.47841239,58.23696845,13.73009548
250100116,Legume,Trifolium purpureum,66420,Trifolium,12,1,92.43006928,41.0013907,86.84132304,186.0860591,28.24145314,6.366514467,40.14980665,70.34019713,15.6744951
250100116,Legume,Trifolium purpureum,66420,Trifolium,12,2,92.43006928,41.0013907,86.84132304,192.6518935,29.47467631,6.644521872,,,16.35895529
250100116,Legume,Trifolium purpureum,66420,Trifolium,12,3,92.43006928,41.0013907,86.84132304,171.6187546,26.27384294,5.922953056,37.18847554,70.65049739,14.5824374
250100117,Legume,trifolium argutum,66425,Trifolium,12,1,92.0813916,39.75569291,85.22822707,198.7450219,32.46949838,7.520524423,42.05759488,77.20246121,18.02113335
250100117,Legume,trifolium argutum,66425,Trifolium,12,2,92.0813916,39.75569291,85.22822707,,,4.50173683,,78.70975689,0
250100117,Legume,trifolium argutum,66425,Trifolium,12,3,92.0813916,39.75569291,85.22822707,205.4286441,32.18961183,7.455697625,41.89636345,76.83151753,17.86579148
250100118,Legume,trifolium anatolicum,66472,Trifolium,12,1,93.61266637,40.45498217,83.89035726,191.3465909,30.33785235,7.020166858,40.47899343,74.94715105,16.83803293
250100118,Legume,trifolium anatolicum,66472,Trifolium,12,2,93.61266637,40.45498217,83.89035726,170.9325971,27.07841022,6.265933257,35.34889627,76.60326934,15.02898616
250100118,Legume,trifolium anatolicum,66472,Trifolium,12,3,93.61266637,40.45498217,83.89035726,191.7637158,30.939232,7.159325868,44.39885638,69.68474984,17.17180904
250100119,Legume,Trifolium echinatum,66532,Trifolium,12,1,92.14098663,42.66955889,85.14709138,179.9135974,28.88250021,6.236910188,39.91400056,72.36182744,16.03028731
250100119,Legume,Trifolium echinatum,66532,Trifolium,12,2,92.14098663,42.66955889,85.14709138,159.9724412,24.90009737,5.376946934,36.79396288,67.67441018,13.81998484
250100119,Legume,Trifolium echinatum,66532,Trifolium,12,3,92.14098663,42.66955889,85.14709138,171.5542989,26.93836349,5.817091751,38.04777173,70.80142218,14.9512578
250100120,Legume,Trifolium angustifolium,66590,Trifolium,12,1,93.02969299,41.59534523,85.76457028,138.7539511,21.25014096,4.752681048,34.6507981,61.3265556,11.79419588
250100120,Legume,Trifolium angustifolium,66590,Trifolium,12,2,93.02969299,41.59534523,85.76457028,136.4490991,21.53570944,4.816549608,36.08719245,59.67687699,11.95269133
250100120,Legume,Trifolium angustifolium,66590,Trifolium,12,3,93.02969299,41.59534523,85.76457028,136.5678361,21.50721429,4.810176551,38.45456186,55.9289022,11.93687603
250100121,Legume,Trifolium globosum,66656,Trifolium,12,1,92.47885371,33.57492702,85.49020593,182.0146279,27.95583292,7.700160842,39.29523534,71.14306018,15.51597094
250100121,Legume,Trifolium globosum,66656,Trifolium,12,2,92.47885371,33.57492702,85.49020593,200.3051175,30.73237596,8.464932474,43.32231619,70.93890323,17.05700036
250100121,Legume,Trifolium globosum,66656,Trifolium,12,3,92.47885371,#N/A,85.49020593,,,#N/A,,,0
250100122,Legume,Trifolium resupinatum var. resupinatum,66708,Trifolium,12,1,91.19052994,36.47915145,84.33714216,205.4963895,32.36847293,8.091466173,39.64236892,81.65120757,17.96506248
250100122,Legume,Trifolium resupinatum var. resupinatum,66708,Trifolium,12,2,91.19052994,36.47915145,84.33714216,219.2850417,32.80586973,8.200806561,41.72227301,78.62915262,18.20782527
250100122,Legume,Trifolium resupinatum var. resupinatum,66708,Trifolium,12,3,91.19052994,36.47915145,84.33714216,212.3986638,31.83886648,7.959075229,40.22785808,79.14631301,17.67112174
250100123,Legume,Trifolium hybridum,66728,Trifolium,12,1,94.22756871,46.9593422,81.28253539,170.4983985,25.28703278,5.074039598,36.61154251,69.06847142,14.03474068
250100123,Legume,Trifolium hybridum,66728,Trifolium,12,2,94.22756871,46.9593422,81.28253539,165.8329497,25.35397634,5.087472344,38.07232352,66.59424483,14.07189552
250100123,Legume,Trifolium hybridum,66728,Trifolium,12,3,94.22756871,46.9593422,81.28253539,168.1103721,25.32569553,5.08179758,37.76123749,67.06797025,14.05619918
250100124,Legume,Trifolium leucanthum,66736,Trifolium,12,1,92.07011858,38.77216333,80.60339242,159.2401266,25.13289247,5.968169406,34.25591874,73.36802922,13.94919015
250100124,Legume,Trifolium leucanthum,66736,Trifolium,12,2,92.07011858,38.77216333,80.60339242,161.632662,25.01795607,5.940876094,33.82933378,73.95344004,13.88539846
250100124,Legume,Trifolium leucanthum,66736,Trifolium,12,3,92.07011858,38.77216333,80.60339242,159.1141704,25.34336142,6.018148307,35.31841708,71.7567873,14.06600405
251002502,CH,HH Hey,2502,HH Hey,12,1,90.6969697,#N/A,#DIV/0!,186.5491104,31.5987222,#N/A,50.46247617,62.61825538,17.53783751
251002502,CH,HH Hey,2502,HH Hey,12,2,90.6969697,#N/A,#DIV/0!,187.4281886,33.14500251,#N/A,45.67981048,72.55941336,18.39604984
251002501,CC,HH Concentrate,2501,HH Concentrate,12,1,90.6969697,#N/A,#DIV/0!,211.436028,39.46775412,#N/A,50.54779796,78.08006621,21.90528637
251002501,CC,HH Concentrate,2501,HH Concentrate,12,2,90.6969697,#N/A,#DIV/0!,242.540312,44.32114721,#N/A,53.93574708,82.1739748,24.59900351
251002505,C5,Control 5,2505,Control 5,12,1,91.30662477,#N/A,#DIV/0!,96.67213931,18.1686961,#N/A,44.99948289,40.3753442,10.08394067
251002505,C5,Control 5,2505,Control 5,12,2,91.30662477,#N/A,#DIV/0!,92.22919668,16.98634508,#N/A,51.36411501,33.07045216,9.427715401
250100125,Legume,Trifolium sp.,66740,Trifolium,13,1,93.4286759,42.35183146,89.21601372,244.5544784,40.60660733,8.957868938,57.11425731,71.09714674,22.5373696
250100125,Legume,Trifolium sp.,66740,Trifolium,13,2,93.4286759,42.35183146,89.21601372,245.8049513,40.30108736,8.890470846,56.33404584,71.53948692,22.36780073
250100125,Legume,Trifolium sp.,66740,Trifolium,13,3,93.4286759,42.35183146,89.21601372,244.9000023,40.14305924,8.855609644,56.27441108,71.33448129,22.28009239
250100126,Legume,Trifolium plebeium,66745,Trifolium,13,1,93.06781115,35.17089351,88.0350426,239.354993,37.31005925,9.872838596,51.40675385,72.5781273,20.70772839
250100126,Legume,Trifolium plebeium,66745,Trifolium,13,2,93.06781115,35.17089351,88.0350426,245.7588088,38.36585918,10.15222015,53.34336509,71.92245766,21.29371561
250100126,Legume,Trifolium plebeium,66745,Trifolium,13,3,93.06781115,35.17089351,88.0350426,219.7907245,33.62144892,8.896773287,47.29889012,71.08295528,18.66048583
250100127,Legume,Trifolium clusii,66778,Trifolium,13,1,92.48889057,42.81784333,83.32820416,188.9212658,31.22367963,6.744486093,42.59511195,73.30343366,17.3296824
250100127,Legume,Trifolium clusii,66778,Trifolium,13,2,92.48889057,42.81784333,83.32820416,218.7576313,36.59881463,7.905544739,52.22980184,70.07266606,20.31297532
250100127,Legume,Trifolium clusii,66778,Trifolium,13,3,92.48889057,42.81784333,83.32820416,220.905149,36.73342119,7.934620496,46.72109819,78.62276919,20.38768429
250100128,Legume,Trifolium hirtum,66813,Trifolium,13,1,93.14172223,45.11298935,79.79557251,198.8405115,34.43652538,7.109875288,45.69943345,75.3543814,19.11286738
250100128,Legume,Trifolium hirtum,66813,Trifolium,13,2,93.14172223,45.11298935,79.79557251,191.7582807,33.65117461,6.947729254,46.62009434,72.18169566,18.67698411
250100128,Legume,Trifolium hirtum,66813,Trifolium,13,3,93.14172223,45.11298935,79.79557251,202.2434238,35.85552363,7.402846211,47.12260205,76.08986362,19.90043595
250100129,Legume,Trifolium pilulare,66844,Trifolium,13,1,91.85361644,41.12458685,86.50188711,219.311189,37.33535002,8.339018535,55.2790448,67.53978863,20.7217652
250100129,Legume,Trifolium pilulare,66844,Trifolium,13,2,91.85361644,41.12458685,86.50188711,214.2792108,37.33470648,8.338874797,56.26105041,66.35977502,20.72140802
250100129,Legume,Trifolium pilulare,66844,Trifolium,13,3,91.85361644,41.12458685,86.50188711,203.5383983,34.59651532,7.727287474,55.24660767,62.62197225,19.20166456
250100130,Legume,Trifolium spumosum,66860,Trifolium,13,1,92.53232011,34.56527811,86.49131847,289.8582672,48.36420526,12.94724755,58.44735308,82.74832429,26.84297067
250100130,Legume,Trifolium spumosum,66860,Trifolium,13,2,92.53232011,34.56527811,86.49131847,274.8184329,44.82795587,12.00058263,55.99039259,80.06365699,24.88029108
250100130,Legume,Trifolium spumosum,66860,Trifolium,13,3,92.53232011,34.56527811,86.49131847,268.1339671,45.48694831,12.17699695,57.49972178,79.10811896,25.24604328
250100131,Legume,Trifolium aureum,66898,Trifolium,13,1,92.89235618,44.26047756,88.58610843,199.9668443,33.47391649,7.025389567,54.98239593,60.88115281,18.57860278
250100131,Legume,Trifolium aureum,66898,Trifolium,13,2,92.89235618,44.26047756,88.58610843,208.4911947,35.40530624,7.430742955,55.51453296,63.77664434,19.65055751
250100131,Legume,Trifolium aureum,66898,Trifolium,13,3,92.89235618,44.26047756,88.58610843,207.5938561,36.82835352,7.729407184,59.03031886,62.38887783,20.44037337
250100132,Legume,Trifolium pratense,66908,Trifolium,13,1,93.39466358,39.43635033,83.15554284,225.8891155,36.59650544,8.666923497,53.73066976,68.11101668,20.31169368
250100132,Legume,Trifolium pratense,66908,Trifolium,13,2,93.39466358,39.43635033,83.15554284,220.6106264,35.46758971,8.399569384,48.45977448,73.18975395,19.68512591
250100132,Legume,Trifolium pratense,66908,Trifolium,13,3,93.39466358,39.43635033,83.15554284,233.7942196,36.61024839,8.670178155,50.12528647,73.03748461,20.31932125
250100133,Legume,Trifolium antiabense,66978,Trifolium,13,1,93.37350743,32.32413395,86.84813805,249.6121708,42.01069176,12.13547019,52.67285369,79.7577667,23.31666076
250100133,Legume,Trifolium antiabense,66978,Trifolium,13,2,93.37350743,32.32413395,86.84813805,261.3532616,42.08561892,12.15711412,53.39650015,78.81718615,23.35824663
250100133,Legume,Trifolium antiabense,66978,Trifolium,13,3,93.37350743,32.32413395,86.84813805,274.4037213,46.22460222,13.35272662,57.92335996,79.80304016,25.65545396
250100134,Legume,Trifolium dasyurum,67010,Trifolium,13,1,92.27773179,43.56929762,88.20227136,169.4928786,28.9087838,6.122745014,64.93171158,44.52182623,16.04487516
250100134,Legume,Trifolium dasyurum,67010,Trifolium,13,2,92.27773179,43.56929762,88.20227136,169.6624236,28.82842859,6.105726157,59.11421871,48.76733419,16.00027663
250100134,Legume,Trifolium dasyurum,67010,Trifolium,13,3,92.27773179,43.56929762,88.20227136,168.8233414,28.4361034,6.02263352,58.64956636,48.48476326,15.78252936
250100135,Legume,Trifolium bullatum,67059,Trifolium,13,1,92.69626095,46.05613037,87.20270878,219.8049628,36.5008651,7.346456788,52.57326175,69.4285724,20.25861163
250100135,Legume,Trifolium bullatum,67059,Trifolium,13,2,92.69626095,46.05613037,87.20270878,224.0861744,37.2689389,7.50104548,54.80498609,68.00282521,20.68490588
250100135,Legume,Trifolium bullatum,67059,Trifolium,13,3,92.69626095,46.05613037,87.20270878,227.0525701,37.69090389,7.585973538,54.98924574,68.54231839,20.91910375
250100136,Legume,Trifolium scutatum,67060,Trifolium,13,1,92.17021076,38.06212181,86.01197003,257.8872227,42.19110024,10.21688339,57.07534765,73.92175777,23.41679058
250100136,Legume,Trifolium scutatum,67060,Trifolium,13,2,92.17021076,38.06212181,86.01197003,248.5980933,40.55777695,9.821362215,55.4058652,73.20123386,22.5102679
250100136,Legume,Trifolium scutatum,67060,Trifolium,13,3,92.17021076,38.06212181,86.01197003,253.3183683,41.1280592,9.959460231,61.5425776,66.8286263,22.82678442
250100137,Legume,Trifolium brachycarpum,67148,Trifolium,13,1,92.25707525,44.25781225,85.71201578,221.3519298,37.21124246,7.756823533,57.46448649,64.75519878,20.65288336
250100137,Legume,Trifolium brachycarpum,67148,Trifolium,13,2,92.25707525,44.25781225,85.71201578,220.192906,36.65613632,7.641109569,56.4084316,64.9834347,20.34478985
250100137,Legume,Trifolium brachycarpum,67148,Trifolium,13,3,92.25707525,44.25781225,85.71201578,207.8750899,32.30038641,6.733137108,49.22872232,65.61288794,17.92727329
250100138,Legume,Trifolium eriosphaerum,67269,Trifolium,13,1,91.5413481,58.66467638,84.74015844,236.9881516,38.05782515,5.938607072,47.23687228,80.56804635,21.1227514
250100138,Legume,Trifolium eriosphaerum,67269,Trifolium,13,2,91.5413481,58.66467638,84.74015844,245.1522073,38.74871139,6.046414123,48.48694727,79.9157579,21.50620522
250100138,Legume,Trifolium eriosphaerum,67269,Trifolium,13,3,91.5413481,58.66467638,84.74015844,249.013091,39.53250094,6.168717962,49.52796372,79.81854688,21.94122197
250100139,Legume,Trifolium constantinopolitanum,67363,Trifolium,13,1,92.28692594,51.26074642,84.47502034,143.3956616,24.10318163,4.33939943,41.64853122,57.8728251,13.37768282
250100139,Legume,Trifolium constantinopolitanum,67363,Trifolium,13,2,92.28692594,51.26074642,84.47502034,169.2751216,26.73050667,4.812408054,46.18157659,57.88132117,14.83589367
250100139,Legume,Trifolium constantinopolitanum,67363,Trifolium,13,3,92.28692594,51.26074642,84.47502034,173.929763,28.73528897,5.173337632,47.8062146,60.10785252,15.94858253
250100140,Legume,Trifolium glomeratum,67588,Trifolium,13,1,93.31695778,46.39617876,85.61122856,211.2675773,31.52909556,6.34146897,46.14531557,68.32566896,17.49919352
250100140,Legume,Trifolium glomeratum,67588,Trifolium,13,2,93.31695778,46.39617876,85.61122856,212.9561917,32.0268585,6.441584377,48.48645605,66.0532056,17.77546056
250100140,Legume,Trifolium glomeratum,67588,Trifolium,13,3,93.31695778,46.39617876,85.61122856,200.7273831,30.80710348,6.1962542,45.46828106,67.75515318,17.09847543
250100141,Legume,Trifolium erubescens ,67902,Trifolium,13,1,93.3270317,54.17624726,90.95427769,220.779225,35.99627963,6.200920329,54.76960947,65.72308982,19.97855796
250100141,Legume,Trifolium erubescens ,67902,Trifolium,13,2,93.3270317,54.17624726,90.95427769,210.2555723,33.64124823,5.795229458,50.92567209,66.05950762,18.6714748
250100141,Legume,Trifolium erubescens ,67902,Trifolium,13,3,93.3270317,54.17624726,90.95427769,220.7032362,36.04021802,6.208489403,54.97316285,65.55965885,20.00294454
250100142,Legume,Trifolium glanduliferum,67912,Trifolium,13,1,92.51452878,46.65836784,85.84015289,229.7656206,34.0735485,6.756126349,51.46942712,66.20153052,18.91140893
250100142,Legume,Trifolium glanduliferum,67912,Trifolium,13,2,92.51452878,46.65836784,85.84015289,223.500709,36.45319678,7.227964625,54.3447715,67.07765213,20.23215489
250100142,Legume,Trifolium glanduliferum,67912,Trifolium,13,3,92.51452878,46.65836784,85.84015289,213.058117,34.19573922,6.780354407,50.89722474,67.18586208,18.97922689
250100143,Legume,Trifolium lappaceum,68053,Trifolium,13,1,92.58918635,49.97120383,86.9076344,243.8557354,37.48464613,6.945345759,49.56637893,75.62514539,20.80462713
250100143,Legume,Trifolium lappaceum,68053,Trifolium,13,2,92.58918635,49.97120383,86.9076344,224.0326799,33.18770099,6.149185922,47.7099687,69.5613556,18.41974823
250100143,Legume,Trifolium lappaceum,68053,Trifolium,13,3,92.58918635,49.97120383,86.9076344,225.5414725,32.93545332,6.102448192,45.97738593,71.63402758,18.27974641
250100144,Legume,Trifolium batmanicum,68160,Trifolium,13,1,93.45112609,42.89214194,84.17950584,229.6830902,35.97338126,7.837689693,45.88055712,78.40659207,19.96584898
250100144,Legume,Trifolium batmanicum,68160,Trifolium,13,2,93.45112609,42.89214194,84.17950584,232.3237959,37.75519821,8.225902528,47.06588307,80.2177623,20.95478821
250100144,Legume,Trifolium batmanicum,68160,Trifolium,13,3,93.45112609,42.89214194,84.17950584,233.8997559,37.64667187,8.202257385,48.18229051,78.13383603,20.89455421
250100145,Legume,Trifolium tomentosum var. glabrescens,68755,Trifolium,13,1,92.83603472,45.6857038,84.95304933,227.5782329,37.03206553,7.525133325,52.11177612,71.06275834,20.55343706
250100145,Legume,Trifolium tomentosum var. glabrescens,68755,Trifolium,13,2,92.83603472,45.6857038,84.95304933,176.0113509,28.51850377,5.795127548,41.2177029,69.18993968,15.82826299
250100145,Legume,Trifolium tomentosum var. glabrescens,68755,Trifolium,13,3,92.83603472,45.6857038,84.95304933,222.5332008,36.06753772,7.329135607,54.85892996,65.74597381,20.01810744
250100146,Legume,Trifolium isthmocarpum,69036,Trifolium,13,1,93.70265925,50.46203783,83.9112939,196.4280007,32.87321072,6.104207033,61.27903157,53.64512114,18.24520069
250100146,Legume,Trifolium isthmocarpum,69036,Trifolium,13,2,93.70265925,50.46203783,83.9112939,196.9498471,32.50547809,6.03592298,59.90068552,54.26561951,18.04110272
250100146,Legume,Trifolium isthmocarpum,69036,Trifolium,13,3,93.70265925,50.46203783,83.9112939,188.5095454,30.01169981,5.572854767,53.61536387,55.97593235,16.65701263
250100147,Legume,Trifolium meironense,69049,Trifolium,13,1,92.03262956,43.63205542,79.66503326,191.091877,31.7858511,6.704555701,53.70754998,59.18320815,17.64169729
250100147,Legume,Trifolium meironense,69049,Trifolium,13,2,92.03262956,43.63205542,79.66503326,182.4865847,29.95973059,6.319374049,50.40710311,59.43553336,16.62816881
250100147,Legume,Trifolium meironense,69049,Trifolium,13,3,92.03262956,43.63205542,79.66503326,196.2581498,32.15066957,6.781506473,56.29253139,57.11356156,17.84417785
250100148,Legume,Hedysarum carnosum,108004,Hedysarum,13,1,91.9968811,40.0406932,77.39694638,185.0635182,29.34284894,6.741767861,43.68358359,67.17134112,16.28578883
250100148,Legume,Hedysarum carnosum,108004,Hedysarum,13,2,91.9968811,40.0406932,77.39694638,176.8299146,28.16862917,6.47198093,45.12785043,62.41961206,15.63407653
250100148,Legume,Hedysarum carnosum,108004,Hedysarum,13,3,91.9968811,40.0406932,77.39694638,179.4867802,28.92148177,6.644955187,45.36009718,63.75974385,16.05192275
250100149,Legume,Hedysarum spinosissimum,108006,0,13,1,93.25329521,37.84911627,89.88007622,257.0697656,41.23494842,10.1595366,58.9940788,69.89675788,22.88610978
250100149,Legume,Hedysarum spinosissimum,108006,0,13,2,93.25329521,37.84911627,89.88007622,198.1329138,30.51282096,7.51780063,43.90120326,69.50338191,16.93514354
250100149,Legume,Hedysarum spinosissimum,108006,0,13,3,93.25329521,37.84911627,89.88007622,246.4132718,38.44206016,9.471420043,54.94542609,69.9640769,21.33600848
250100150,Legume,Hedysarum spinosissimum,108010,0,13,1,92.34932914,44.35583189,85.81396855,226.7199744,35.62389453,7.416933966,53.69595784,66.34371741,19.77187779
250100150,Legume,Hedysarum spinosissimum,108010,0,13,2,92.34932914,44.35583189,85.81396855,213.7477252,33.82167406,7.041709686,53.19368257,63.58212561,18.77161426
250100150,Legume,Hedysarum spinosissimum,108010,0,13,3,92.34932914,44.35583189,85.81396855,209.915457,32.56771886,6.780634836,57.93932555,56.21004138,18.07564742
250100151,Legume,Hedysarum spinosissimum,108012,0,13,1,91.72218707,41.80587654,89.81717501,220.3556729,34.21457325,7.506685059,58.88355282,58.10548381,18.9896801
250100151,Legume,Hedysarum spinosissimum,108012,0,13,2,91.72218707,41.80587654,89.81717501,212.4213983,33.38311835,7.324263668,57.80149897,57.75476232,18.52820825
250100151,Legume,Hedysarum spinosissimum,108012,0,13,3,91.72218707,41.80587654,89.81717501,215.4493148,33.83216888,7.422785455,59.00277612,57.33996111,18.77743906
250100152,Legume,Melilotis sulcatus,108211,Melilotis,13,1,91.98629634,43.5347071,88.72529462,213.8435525,35.08499188,7.413254103,54.94425398,63.85561608,19.4727775
250100152,Legume,Melilotis sulcatus,108211,Melilotis,13,2,91.98629634,43.5347071,88.72529462,204.9432416,33.80337793,7.142456551,49.95820981,67.66330911,18.76145958
250100152,Legume,Melilotis sulcatus,108211,Melilotis,13,3,91.98629634,43.5347071,88.72529462,223.8185046,36.70406703,7.755355235,55.56735613,66.05329024,20.37139222
