id,taxonomic_name,ch4_8h,ch4_24h,methane_intensity,tddm
12148,Centrosema macrocarpum    ,9.1,16.4,38.07,59.17
12250,Grona adscendens    ,4,4,8.24,45.34
12250,Grona adscendens    ,6.6,4.6,11.48,45.33
13787,Calpurnia aurea    ,8.1,12.8,37.2,81.14
13787,Calpurnia aurea    ,7.4,12.8,40.4,72.67
14501,Gliricidia sepium,9.6,14.1,40.9,65.11
14501,Gliricidia sepium,9.3,13.9,35.68,71.53
15537,Albizia chinensis    ,9.2,16.9,41.57,40.2
15537,Albizia chinensis    ,9.7,17.5,43.78,39.01
18034,Calopogonium mucunoides    ,9.7,15.5,39.88,59.01
18034,Calopogonium mucunoides    ,9.5,15.3,41.31,53.81
18576,Acaciella angustissima var.angustissima  ,2.5,5.7,3.41,54.09
18576,Acaciella angustissima var.angustissima  ,2.5,5.7,3.64,53.14
19181,Calliandra calothyrsus,4.6,9.8,13.08,51.46
19181,Calliandra calothyrsus,6,9.3,12.27,53.09
20672,Indigofera  hirsuta,6,6.7,10.54,56.51
20672,Indigofera  hirsuta,5.3,6,9.36,56.5
20675,Indigofera  hirsuta,5,5.2,7.56,54.39
20675,Indigofera  hirsuta,4.5,5,7.32,51.68
21867,Macroptilium  atropurpureum,10.5,15.9,38.9,59.62
21867,Macroptilium  atropurpureum,11.1,16.2,46.96,48.15
21930,Macroptilium  atropurpureum,11.8,17.2,54.46,48.59
21930,Macroptilium  atropurpureum,11.7,17.1,53.21,47.7
22221,Neonotonia wightii    ,11.6,17.4,58.03,55.82
22221,Neonotonia wightii    ,11.3,17.2,51.02,63.98
22353,Neonotonia wightii    ,10.9,18,66.95,48.72
22353,Neonotonia wightii    ,10.9,18.2,52.4,65.24
23046,Neustanthus  phaseoloides,10.6,17.2,46.33,58.64
23046,Neustanthus  phaseoloides,10.9,17.6,44.84,60.01
AF3583,Medicago sativa    ,10.9,18.6,67.23,53.71
AF3583,Medicago sativa    ,11,18.8,72.77,50.17
10,Centrosema brasilianum,11.3,18.1,47.39,60.75
10,Centrosema brasilianum,11.4,17.7,44.61,62.4
103,Centrosema pubescens Benth.,10.3,17.8,37.29,62.19
103,Centrosema pubescens Benth.,10.1,17.8,39.53,61.33
174,Desmodium tortuosum,11.3,18.1,51.39,54.24
174,Desmodium tortuosum,11.4,18.3,49.68,56.07
249,Centrosema pubescens Benth.,10.7,18.1,39.5,62.9
249,Centrosema pubescens Benth.,10.8,17.8,43.67,56.76
271,Centrosema schottii,9.2,17.1,49.07,59.07
271,Centrosema schottii,9.1,17,51.05,57.09
441,Stylosanthes scabra,9.2,17.1,46.37,59.46
441,Stylosanthes scabra,9.5,17.1,44.14,64.02
757,Desmodium salicifolium,9.2,13.9,30.7,56.06
757,Desmodium salicifolium,9.3,13.8,31.12,56.57
1029,Crotalaria sp.,11.3,15.2,64.82,36.07
1029,Crotalaria sp.,11.2,15.1,45.4,48.59
1043,Teramnus repens,11.3,17.5,50.81,61.95
1043,Teramnus repens,11.2,17.8,50.44,61.79
5282,Lathyrus  cicera ,13.2,17.1,47.93,50.7
5282,Lathyrus  cicera ,13.8,16.8,44.79,50.76
5668,Medicago sativa,10.2,18.5,51.01,62.04
5668,Medicago sativa,10.2,18.9,49.84,64.08
5671,Medicago sativa,9.4,18,42.6,69.87
5671,Medicago sativa,9.1,18,49.39,60.89
6761,Neonotonia wightii,9.9,17.5,65.23,46.99
6761,Neonotonia wightii,9.8,17.1,54.17,53.92
6859,Stylosanthes viscosa,9.5,14.9,38.52,62.54
6859,Stylosanthes viscosa,9,14.2,35.8,64.02
6984,Medicago sativa,9.9,18.8,45.59,66.91
6984,Medicago sativa,9.6,19,47.54,65.73
internal control1,wheat straw,9.7,13.8,32.96,55.91
internal control1,wheat straw,12.4,13.9,42.75,47.21
internal control1,wheat straw,12.4,13.8,46.74,43.2
internal control 2,Wheat bran,10.8,16,49.28,69.38
internal control 2,Wheat bran,10.5,15.9,50.8,68.01
internal control 2,Wheat bran,10.5,15.9,51.86,65.94
ABC sample,cynodon Nlemfuensis,11.9,15.4,49.93,52.5
ABC sample,cynodon Nlemfuensis,12.4,15.5,48.81,51.79
ABC sample,cynodon Nlemfuensis,12.1,15.3,51.59,48.6
24139,Teramnus labialis,10.8,18.5,47.5,69.72
24139,Teramnus labialis,10.6,18.7,45.94,71.2
24145,Teramnus labialis,10.6,19.1,49.24,77.41
24145,Teramnus labialis,10.6,18.8,49.5,76.06
248,Centrosema molle,11.3,17.2,47.69,48.24
248,Centrosema molle,11.3,17,48.88,48.36
9917,Leptospron adenanthum    ,11,16.9,39.26,78.16
9917,Leptospron adenanthum    ,11.2,16.7,39.09,78.03
11179,Calopogonium caeruleum    ,11.1,17.2,44.53,61.36
11179,Calopogonium caeruleum    ,11.2,17.4,44.6,60.76
12148,Centrosema macrocarpum    ,10.1,17.1,42.91,57.55
12148,Centrosema macrocarpum    ,9.7,17,38.2,60.16
12250,Grona adscendens    ,7.9,5.4,13.08,48.19
12250,Grona adscendens    ,7.3,5.1,12.78,48.72
13787,Calpurnia aurea    ,8.4,14.1,43.82,76.75
13787,Calpurnia aurea    ,8.6,14.3,41.9,80.97
14501,Gliricidia sepium,10.2,15.5,40.93,70.74
14501,Gliricidia sepium,10.2,15.6,41.36,72.03
15537,Albizia chinensis    ,10.2,18.3,43.52,42.62
15537,Albizia chinensis    ,10.2,18.3,44.37,40.17
18034,Calopogonium mucunoides    ,10,16.2,42.64,57.02
18034,Calopogonium mucunoides    ,9.7,16.2,44.56,53.47
18576,Acaciella angustissima var.angustissima  ,9.8,14.6,9.81,53.01
18576,Acaciella angustissima var.angustissima  ,6.3,8.1,6.2,52.82
19181,Calliandra calothyrsus,6.6,11.8,16.9,51.98
19181,Calliandra calothyrsus,7.1,11.9,17.35,52.71
20672,Indigofera  hirsuta,6.4,6.8,12.24,56.79
20672,Indigofera  hirsuta,5.7,6.5,11.52,55.65
20675,Indigofera  hirsuta,5.5,5.5,8.11,54.05
20675,Indigofera  hirsuta,4.9,5.4,7.42,57.05
21867,Macroptilium  atropurpureum,11.2,16.8,40.22,59.26
21867,Macroptilium  atropurpureum,11,16.8,41.7,57.46
21930,Macroptilium  atropurpureum,11.9,18.1,47.52,56.32
21930,Macroptilium  atropurpureum,11.4,17.6,50.47,52.58
22221,Neonotonia wightii    ,11.4,18.1,55.86,61.11
22221,Neonotonia wightii    ,11.5,18.2,52.92,63.06
22353,Neonotonia wightii    ,11.1,18.6,52.15,66.12
22353,Neonotonia wightii    ,11,18.8,51.48,67.91
23046,Neustanthus  phaseoloides,11.2,18.2,52.17,55.87
23046,Neustanthus  phaseoloides,11.1,18.2,50.75,57.49
AF3583,Medicago sativa    ,11.5,19.6,57.23,66.32
AF3583,Medicago sativa    ,11.8,19.8,60.13,62.63
10,Centrosema brasilianum,12.1,17.9,48.7,59.96
10,Centrosema brasilianum,12.2,17.8,48.52,61.77
103,Centrosema pubescens Benth.,10.8,18.2,41.37,60.34
103,Centrosema pubescens Benth.,10.9,18.2,40.15,60.14
174,Desmodium tortuosum,12.1,18.6,50.01,56.47
174,Desmodium tortuosum,12.5,18.4,51.11,54.36
249,Centrosema pubescens Benth.,11.5,18.3,44.34,58.83
249,Centrosema pubescens Benth.,11.2,18.2,41.8,60.18
271,Centrosema schottii,10,17.5,42.72,69.62
271,Centrosema schottii,10,17.4,44.79,67.31
441,Stylosanthes scabra,10.2,17.4,47.37,59.53
441,Stylosanthes scabra,9.9,17.5,47.19,62.61
757,Desmodium salicifolium,9.8,14.9,32.79,57.65
757,Desmodium salicifolium,10,14.7,32.28,57.55
1029,Crotalaria sp.,12,15.6,51.97,44.85
1029,Crotalaria sp.,12,15.8,51.19,46.11
1043,Teramnus repens,11.7,18.8,50.89,61.99
1043,Teramnus repens,11.8,18.8,52.5,63.36
5282,Lathyrus  cicera ,14.3,17.1,49.09,48.22
5282,Lathyrus  cicera ,14.9,16.2,47.81,41.28
5668,Medicago sativa,11.6,19.5,50.43,63.36
5668,Medicago sativa,11.2,19.7,49.9,66.71
5671,Medicago sativa,10.6,19.1,43.76,72.22
5671,Medicago sativa,10.6,19.1,43.93,69.24
6761,Neonotonia wightii,10.6,18,51.99,57.65
6761,Neonotonia wightii,10.5,18.1,58.52,52.62
6859,Stylosanthes viscosa,9.9,15.5,52.12,49.55
6859,Stylosanthes viscosa,9.6,15.6,42.08,63.29
6984,Medicago sativa,10.7,19.3,54.94,60.74
6984,Medicago sativa,10.9,19.2,51.53,60.75
internal control1,wheat straw,11,13.5,40.53,48.54
internal control1,wheat straw,11.3,13.5,43.22,46.69
internal control1,wheat straw,10.8,13.4,41.82,47.45
internal control 2,Wheat bran,10,15.3,42.49,66.56
internal control 2,Wheat bran,10.1,15.6,49.42,67.13
internal control 2,Wheat bran,10,15.5,48.1,69.64
ABC sample,cynodon Nlemfuensis,11.2,15.3,52.34,49.05
ABC sample,cynodon Nlemfuensis,11.1,15,47.8,53.71
ABC sample,cynodon Nlemfuensis,11,15.1,48.34,52.43
24139,Teramnus labialis,9.7,18.4,50.15,66.07
24139,Teramnus labialis,9.6,19,44.96,72.1
24145,Teramnus labialis,9.8,18.7,49.32,75.83
24145,Teramnus labialis,9.6,18.5,48.58,76.56
248,Centrosema molle,10.7,17.4,50.22,46.02
248,Centrosema molle,10.7,17.3,48.4,48.85
9917,Leptospron adenanthum    ,10.7,16.4,36.33,80.79
9917,Leptospron adenanthum    ,10.5,16.5,38.09,78.91
11179,Calopogonium caeruleum    ,10.3,16.7,44.61,59.31
11179,Calopogonium caeruleum    ,10.5,16.6,51.35,52.05
12148,Centrosema macrocarpum    ,9.4,16.6,38.26,60.74
12148,Centrosema macrocarpum    ,9.5,16.9,37.92,60.8
12250,Grona adscendens    ,7.2,5.1,13.33,47.41
12250,Grona adscendens    ,6.8,4.8,12.8,44.28
13787,Calpurnia aurea    ,8.3,13.4,40.03,80.9
13787,Calpurnia aurea    ,8.1,13.4,44.87,71.69
14501,Gliricidia sepium,9.9,15.4,49.86,58.84
14501,Gliricidia sepium,9.7,15.2,45.32,64.31
15537,Albizia chinensis    ,9.6,17.7,46.06,38.3
15537,Albizia chinensis    ,9.6,17.9,44.59,40.34
18034,Calopogonium mucunoides    ,9.3,15.4,40.63,58.37
18034,Calopogonium mucunoides    ,9.1,15.2,39.89,55.16
18576,Acaciella angustissima var.angustissima  ,8.8,12,9.94,52.24
18576,Acaciella angustissima var.angustissima  ,5.5,8.1,6.37,52.17
19181,Calliandra calothyrsus,5.8,10.2,14.05,53.8
19181,Calliandra calothyrsus,6.3,10.6,14.81,52.43
20672,Indigofera  hirsuta,5.3,6.4,10.67,55.57
20672,Indigofera  hirsuta,5.2,6.1,9.81,55.58
20675,Indigofera  hirsuta,4.7,5.3,7.76,56.78
20675,Indigofera  hirsuta,4.4,5.2,7.73,53.61
21867,Macroptilium  atropurpureum,10.4,16.3,43.63,54.82
21867,Macroptilium  atropurpureum,10.5,16.7,46.23,52.86
21930,Macroptilium  atropurpureum,11.4,17.7,54.01,50.93
21930,Macroptilium  atropurpureum,11.2,17.9,50.44,54.19
22221,Neonotonia wightii    ,11,17.9,55.89,60.1
22221,Neonotonia wightii    ,10.9,18,55.28,62.32
22353,Neonotonia wightii    ,10.6,18.6,57.73,60.2
22353,Neonotonia wightii    ,10.7,18.6,53.05,65.02
23046,Neustanthus  phaseoloides,10.5,17.9,47.98,59.26
23046,Neustanthus  phaseoloides,10.8,18.3,47.08,59.72
AF3583,Medicago sativa    ,11.1,19.5,62.19,61.73
AF3583,Medicago sativa    ,11.1,19.3,64.29,58.87
10,Centrosema brasilianum,11.6,18,47.39,60.43
10,Centrosema brasilianum,11.8,17.8,46.2,61.41
103,Centrosema pubescens Benth.,10.2,18,38.69,62.05
103,Centrosema pubescens Benth.,10.5,18.2,39.15,61.88
174,Desmodium tortuosum,11.9,18.4,52.56,54.67
174,Desmodium tortuosum,11.6,18.3,48.26,57.7
249,Centrosema pubescens Benth.,11.2,18.5,40.55,64.61
249,Centrosema pubescens Benth.,11.2,18.1,42.37,60.27
271,Centrosema schottii,9.5,17.6,48.23,61.11
271,Centrosema schottii,9.5,17.5,51.53,57.48
441,Stylosanthes scabra,9.7,17.9,45.79,62.7
441,Stylosanthes scabra,9.7,18.3,44.26,66.22
757,Desmodium salicifolium,9.2,14.7,31.93,56.94
757,Desmodium salicifolium,10.5,14.7,33.45,55.42
1029,Crotalaria sp.,11.5,15.8,56.9,45.55
1029,Crotalaria sp.,11.4,16,49.55,50.08
1043,Teramnus repens,11.6,18.3,51.35,63.74
1043,Teramnus repens,11.1,18.4,52.45,60.67
5282,Lathyrus  cicera ,13.8,16.3,44.2,45.45
5282,Lathyrus  cicera ,14.8,16.5,45.88,47.33
5668,Medicago sativa,10.9,19.6,49.05,65.85
5668,Medicago sativa,10.7,19.4,51.93,61.7
5671,Medicago sativa,10.6,18.7,44.55,68.37
5671,Medicago sativa,9.9,18.5,48.49,62.48
6761,Neonotonia wightii,10.5,17.8,55.75,55.26
6761,Neonotonia wightii,9.9,17.9,57.06,53.46
6859,Stylosanthes viscosa,9.8,15.2,40.05,62.11
6859,Stylosanthes viscosa,9.1,15.1,39.63,62.45
6984,Medicago sativa,10.3,19.4,45.61,66.64
6984,Medicago sativa,10.4,19.6,49.25,64.6
internal control1,wheat straw,10.6,13.5,40.05,50.01
internal control1,wheat straw,11.3,13.7,43.3,46.77
internal control1,wheat straw,11.3,13.7,47.39,43.7
internal control 2,Wheat bran,10.1,16.1,48.63,70.01
internal control 2,Wheat bran,10,16.1,49.47,68.55
internal control 2,Wheat bran,10,16,50.85,66.02
ABC sample,cynodon Nlemfuensis,11.1,15.4,46.77,54.16
ABC sample,cynodon Nlemfuensis,11.1,15.4,48.43,51.64
ABC sample,cynodon Nlemfuensis,11.8,15.3,52.59,49.71
8141,Trifolium semipilosum,10.2,16.6,51.72,66.7
8141,Trifolium semipilosum,10.4,16.4,50.84,66.48
9270,Mucuna pruriens ,10.7,17.5,44.19,65.14
9270,Mucuna pruriens ,10.9,17.4,43.73,64.08
10084,Mucuna pruriens ,9.6,15.4,41.14,62.64
10084,Mucuna pruriens ,9.5,15.5,41.17,61.71
11397,Zornia latifolia,10.1,18.7,49.66,59.68
11397,Zornia latifolia,10.1,18.4,51.26,57.05
12201,Centrosema brasilianum,11,17.9,44.59,63.01
12201,Centrosema brasilianum,10.8,18.2,46.95,60.61
13776,Neonotonia wightii,9.4,18,56.99,58.99
13776,Neonotonia wightii,9.4,17.9,53.22,63.27
14539,Centrosema schottii,9.6,17.7,39.96,65.87
14539,Centrosema schottii,9.5,17.7,41.08,62.9
20434,Glycine latifolia,9.9,18,50.26,66.83
20434,Glycine latifolia,9.9,18,50.72,67.06
20436,Glycine latifolia,8.4,17.6,45.66,66.09
20436,Glycine latifolia,8.2,17,45.22,65
20440,Glycine latifolia,9.5,17.9,50.83,58.43
20440,Glycine latifolia,9.4,17.7,47.85,60.75
20670,Indigofera hirsuta,6.5,10,21.65,53.54
20670,Indigofera hirsuta,5.9,8.8,17.71,55.26
21881,Macroptilium atropurpureum,10.5,16.5,48.44,53.76
21881,Macroptilium atropurpureum,10.7,16.5,46.99,54.07
21883,Macroptilium atropurpureum,9.2,16.3,47.8,51.54
21883,Macroptilium atropurpureum,9.3,16.4,43.27,57.3
21896,Macroptilium atropurpureum,8.9,16.6,40.43,59.37
21896,Macroptilium atropurpureum,8.8,16.6,40.5,59.59
24140,Teramnus labialis,10.5,17.8,52.17,57.63
24140,Teramnus labialis,10.3,17.6,50.61,60.26
24148,Teramnus labialis,10.8,17.5,46.79,64.55
24148,Teramnus labialis,10.8,17.5,46.54,64.83
11038,Aeschynomene villosa,12,17.6,50.86,52.65
11038,Aeschynomene villosa,12.1,17.3,55.88,44.44
11039,Aeschynomene villosa,11.3,19.3,53.83,62.9
11039,Aeschynomene villosa,10.9,19,51.67,62.19
11205,Aeschynomene americana,11.9,17.4,50.28,41.53
11205,Aeschynomene americana,9.8,17.3,41.91,42.51
11786,Aeschynomene falcata,10.8,18.3,47.52,55.6
11786,Aeschynomene falcata,10.7,18.3,43.2,60.92
12140,Aeschynomene falcata,11.1,18.6,50.27,55.19
12140,Aeschynomene falcata,11,18.6,47.21,58.92
6852,Lotononis bainesii,9.3,15.7,45.76,77.59
6852,Lotononis bainesii,9.3,15.8,45.23,79.37
10000,Alysicarpus rugosus,11.7,18.1,48.93,59.38
10000,Alysicarpus rugosus,12,18.1,46.04,60.84
11459,Zornia glabra,11,19,55.45,69.95
11459,Zornia glabra,10.7,19.1,56.36,68.71
11460,Zornia latifolia,10.9,19.5,57.44,75.85
11460,Zornia latifolia,10.9,19.5,56.9,75.01
12188,Centrosema brasilianum,10.4,18.3,37.17,63.77
12188,Centrosema brasilianum,10.5,17.9,38.03,61.27
24145,Teramnus labialis,11.7,19.2,52.48,71.46
24145,Teramnus labialis,11.7,19.2,53.56,69.88
851,Calopogonium mucunoides,10,16.5,32.98,70.39
851,Calopogonium mucunoides,9.8,16.6,38.8,68.95
10865,Sesbania sesban,8.7,17,38.07,76.62
10865,Sesbania sesban,8.5,17,37.93,77.27
11174,Calopogonium caeruleum,10.4,18.5,41.83,68.7
11174,Calopogonium caeruleum,10.4,18.7,41.91,68.14
11177,Calopogonium caeruleum,10.6,18.3,43.01,68.24
11177,Calopogonium caeruleum,10.8,18.3,42.35,69.85
12118,Aeschynomene falcata,11.3,18.6,45.36,63.12
12118,Aeschynomene falcata,11.4,18.3,46.05,60.17
14371,Desmanthus covillei,8.9,13.5,29.47,63.68
14371,Desmanthus covillei,8.5,13.1,27.89,64.2
15036,Sesbania sesban,8.6,13.1,30.53,66.39
15036,Sesbania sesban,8.4,13.4,34.34,58.53
6756,Macrotyloma axillare,8,16.3,44,72.45
6756,Macrotyloma axillare,7.9,16.6,44.87,72.29
internal control1,wheat straw,10.8,13.5,41.08,47.17
internal control1,wheat straw,11.4,13.6,41.35,47.68
internal control1,wheat straw,12.6,13.8,37.39,51.88
internal control 2,Wheat bran,10.4,16.2,48.19,69.53
internal control 2,Wheat bran,10.3,16.1,48.64,68.55
internal control 2,Wheat bran,10.8,17.3,48.46,71.28
ABC sample,cynodon Nlemfuensis,11,15.3,45.7,51.92
ABC sample,cynodon Nlemfuensis,11.4,15.4,44.19,54.77
ABC sample,cynodon Nlemfuensis,11.4,15.2,47.23,51.85
8141,Trifolium semipilosum,10.2,16.6,55.63,62.57
8141,Trifolium semipilosum,10.4,16.7,53.39,65.01
9270,Mucuna pruriens ,11.2,17.3,44.74,64.02
9270,Mucuna pruriens ,10.7,17.2,42.88,65.32
10084,Mucuna pruriens ,10,15.4,40.28,62.67
10084,Mucuna pruriens ,10,15.7,40.22,62.88
11397,Zornia latifolia,10.7,18.7,48.82,59.5
11397,Zornia latifolia,10.5,18.8,46.86,61.38
12201,Centrosema brasilianum,11.3,18,47.63,59.09
12201,Centrosema brasilianum,11.3,17.9,50.99,52.42
13776,Neonotonia wightii,10,18.3,56.44,61.24
13776,Neonotonia wightii,10,18.3,51.66,63.5
14539,Centrosema schottii,10.2,18.1,42.56,61
14539,Centrosema schottii,10.3,18.3,43.79,59.57
20434,Glycine latifolia,10.7,18.4,52.83,64.11
20434,Glycine latifolia,8.7,17.5,44.24,67.11
20436,Glycine latifolia,9,17.9,45.24,66.96
20436,Glycine latifolia,8.9,17.8,47.01,63.95
20440,Glycine latifolia,10.2,18.4,51.3,57.71
20440,Glycine latifolia,10.1,18.4,49.37,60.31
20670,Indigofera hirsuta,6.8,9.8,19.49,57.89
20670,Indigofera hirsuta,6.5,9.1,17.36,56.18
21881,Macroptilium atropurpureum,10.7,16.4,47.96,52.27
21881,Macroptilium atropurpureum,10.9,17.1,54.96,48.13
21883,Macroptilium atropurpureum,10,16.8,45.43,56.06
21883,Macroptilium atropurpureum,9.9,16.7,48.29,52.52
21896,Macroptilium atropurpureum,9.9,17.3,44.75,54.01
21896,Macroptilium atropurpureum,9.5,17.1,38.29,59.54
24140,Teramnus labialis,10.9,17.8,47.85,64.23
24140,Teramnus labialis,11.1,18.2,46.17,54.86
24148,Teramnus labialis,11.5,18.2,51.63,59.16
24148,Teramnus labialis,11.7,18.1,46.97,62.7
11038,Aeschynomene villosa,12.8,17.6,57.17,44.69
11038,Aeschynomene villosa,12.4,17.9,51.99,50.94
11039,Aeschynomene villosa,12,19,49.23,67.12
11039,Aeschynomene villosa,11.9,19.4,53.8,60.5
11205,Aeschynomene americana,12.1,17.4,48.58,40.33
11205,Aeschynomene americana,12.6,17.6,43.58,47.01
11786,Aeschynomene falcata,12.7,18.4,39.96,68.29
11786,Aeschynomene falcata,11.7,18.1,49.23,64.66
12140,Aeschynomene falcata,11.5,18.3,49.4,54.78
12140,Aeschynomene falcata,11.3,18.4,48,58.06
6852,Lotononis bainesii,10.1,16.2,44.16,76.15
6852,Lotononis bainesii,10,16.8,49.05,77.18
10000,Alysicarpus rugosus,12.4,17.9,47.31,57.51
10000,Alysicarpus rugosus,12.4,17.9,46.5,58.77
11459,Zornia glabra,11.3,19.4,58.91,63.18
11459,Zornia glabra,11.3,19.2,57.86,63.23
11460,Zornia latifolia,11.3,19.8,52.21,77.88
11460,Zornia latifolia,11.8,19.6,60.39,67.82
12188,Centrosema brasilianum,11.5,18.3,41.47,56.75
12188,Centrosema brasilianum,11.3,18.5,39.91,57.88
24145,Teramnus labialis,12,19.5,50.7,73.1
24145,Teramnus labialis,12,19.5,51.54,73.45
851,Calopogonium mucunoides,9.9,17.3,41.76,67.56
851,Calopogonium mucunoides,9.9,17.2,40.25,70.13
10865,Sesbania sesban,9,17.6,37.91,76.95
10865,Sesbania sesban,8.9,17.4,36.05,76.78
11174,Calopogonium caeruleum,10.7,19.1,40.68,70.51
11174,Calopogonium caeruleum,10.8,18.9,43.24,66.26
11177,Calopogonium caeruleum,11.5,18.7,45.96,63.1
11177,Calopogonium caeruleum,11.5,18.7,40.61,71.25
12118,Aeschynomene falcata,11.9,18.4,45.59,62.86
12118,Aeschynomene falcata,12.3,18.3,47.15,58.57
14371,Desmanthus covillei,12.2,18.3,44.38,62.16
14371,Desmanthus covillei,11.7,18.1,45.9,60.18
15036,Sesbania sesban,9.4,13.6,29.82,64.96
15036,Sesbania sesban,9.2,13.6,32.71,60.74
6756,Macrotyloma axillare,8.5,16.9,44.53,72.92
6756,Macrotyloma axillare,8.4,17,44.34,73.84
internal control1,wheat straw,11.1,13.8,40.35,52.37
internal control1,wheat straw,11.3,13.9,42.71,50.81
internal control1,wheat straw,11.4,13.8,42.89,49.21
internal control 2,Wheat bran,10.3,16.5,47.67,72.95
internal control 2,Wheat bran,10.1,16.1,47.45,72.1
internal control 2,Wheat bran,10.2,16.1,48.84,69.58
ABC sample,cynodon Nlemfuensis,11.2,15.6,45.98,55.4
ABC sample,cynodon Nlemfuensis,11.8,15.5,46.74,56.85
ABC sample,cynodon Nlemfuensis,11.4,15.4,47.61,54.41
8141,Trifolium semipilosum,10.7,16.9,53.22,67.4
8141,Trifolium semipilosum,10.5,16.7,50.94,69.58
9270,Mucuna pruriens ,11.3,17.2,42.12,67.43
9270,Mucuna pruriens ,10.9,16.7,41.03,62.16
10084,Mucuna pruriens ,9.9,15.4,40.47,63.18
10084,Mucuna pruriens ,10,15.4,39.38,64.61
11397,Zornia latifolia,10.6,18.4,49.16,58.74
11397,Zornia latifolia,10.6,18.9,51.17,57.57
12201,Centrosema brasilianum,11.4,18.1,46.3,64.78
12201,Centrosema brasilianum,11.2,18.1,47.13,63.11
13776,Neonotonia wightii,9.9,18.1,56.4,60.78
13776,Neonotonia wightii,9.7,18.1,52.28,65.23
14539,Centrosema schottii,10.2,18.3,41.75,64.27
14539,Centrosema schottii,10.1,18.2,39.99,65.25
20434,Glycine latifolia,10.1,18.4,50.08,68.44
20434,Glycine latifolia,10.2,18.3,51.37,68.55
20436,Glycine latifolia,10.7,18,45.48,66.9
20436,Glycine latifolia,8.7,17.6,45.51,66.49
20440,Glycine latifolia,10,18.1,50.1,61.1
20440,Glycine latifolia,9.9,18,47.02,63.09
20670,Indigofera hirsuta,6.5,9.1,17.9,58.39
20670,Indigofera hirsuta,6.3,9.1,18.13,58.52
21881,Macroptilium atropurpureum,10.5,16.7,45.83,55.13
21881,Macroptilium atropurpureum,10.6,16.8,46.87,55.67
21883,Macroptilium atropurpureum,9.6,16.5,44.62,57.31
21883,Macroptilium atropurpureum,9.6,16.5,42.56,59.81
21896,Macroptilium atropurpureum,9.5,16.8,39.98,60.29
21896,Macroptilium atropurpureum,9.5,16.6,41.18,59.74
24140,Teramnus labialis,11.2,18.1,46.17,64.52
24140,Teramnus labialis,10.8,17.9,50.84,62.81
24148,Teramnus labialis,11.4,17.8,45.93,67.58
24148,Teramnus labialis,11.4,17.6,47.94,64.77
11038,Aeschynomene villosa,12.4,17.7,48.44,53.03
11038,Aeschynomene villosa,12.3,17.7,50.74,52.55
11039,Aeschynomene villosa,11.4,19.1,50.93,65.6
11039,Aeschynomene villosa,11.4,19.2,48.25,67.91
11205,Aeschynomene americana,12.1,17.6,46.99,43.51
11205,Aeschynomene americana,11.8,17.3,50.91,36.92
11786,Aeschynomene falcata,11.2,18.4,49.17,55.45
11786,Aeschynomene falcata,11.2,18.3,45.51,57.1
12140,Aeschynomene falcata,11.1,18.7,45.4,62.34
12140,Aeschynomene falcata,11.1,18.4,45.33,60.32
6852,Lotononis bainesii,9.5,16.6,44.26,81.28
6852,Lotononis bainesii,9.6,16.4,44.84,81.68
10000,Alysicarpus rugosus,12,18.1,45.77,61.73
10000,Alysicarpus rugosus,12.3,18.2,46.46,60.33
11459,Zornia glabra,10.9,19.5,55.23,72.39
11459,Zornia glabra,11.2,19.5,55.76,67.85
11460,Zornia latifolia,11.2,19.8,57.97,75.16
11460,Zornia latifolia,11.1,19.8,54.67,75.94
12188,Centrosema brasilianum,10.9,18.4,38.34,59.5
12188,Centrosema brasilianum,11,18.1,39.33,59.87
24145,Teramnus labialis,11.8,19.5,53.12,72.16
24145,Teramnus labialis,11.8,19.6,51.65,73.87
851,Calopogonium mucunoides,10.7,17.4,41.02,72.22
851,Calopogonium mucunoides,10.2,16.9,38.96,71.78
10865,Sesbania sesban,8.9,17.5,37.87,79.02
10865,Sesbania sesban,9.9,17.9,42.2,73.82
11174,Calopogonium caeruleum,10.9,19,41.5,68.88
11174,Calopogonium caeruleum,10.9,18.9,40.09,71.89
11177,Calopogonium caeruleum,11.1,18.7,43.32,69.34
11177,Calopogonium caeruleum,11.2,18.5,41.62,71.27
12118,Aeschynomene falcata,11.6,18.3,43.55,62.82
12118,Aeschynomene falcata,11.4,18.3,43.9,62.57
14371,Desmanthus covillei,8.9,13.5,28.08,69.63
14371,Desmanthus covillei,9.2,13.9,28.86,63.76
15036,Sesbania sesban,9,13.7,32.62,64.11
15036,Sesbania sesban,9,13.1,31.95,62.96
6756,Macrotyloma axillare,8.3,16.5,44.24,73.94
6756,Macrotyloma axillare,8.3,16.7,46.22,71.92
