id,taxonomic_name,ch4_8h,ch4_24h,methane_intensity,tddm
144,Megathyrsus maximus,6.1,17.7,39.97,65.22
144,Megathyrsus maximus,6.2,17.6,40.99,66.7
7153,Panicum coloratum,5.8,15.3,32.68,61.62
7153,Panicum coloratum,5.2,15.3,29.51,62.75
7153,Panicum coloratum,5.3,15.1,30.98,63.89
10871,Urochloa decumbens,5.7,13.5,32.44,42.54
10871,Urochloa decumbens,5.9,13.4,27.78,46.42
10871,Urochloa decumbens,6.2,13.2,40.49,35.6
11058,Cajanus cajan,6.1,15.1,30.64,65.05
11058,Cajanus cajan,6.1,15.5,33.22,62.19
11058,Cajanus cajan,6,15.3,30.19,66.5
11560,Cajanus cajan,6.2,15.6,27.61,74.38
11560,Cajanus cajan,6.2,16.2,35.78,57.6
11560,Cajanus cajan,6.6,15.7,34.82,58.6
11575,Cajanus cajan,6.6,17.5,40.63,62.69
11575,Cajanus cajan,6.2,17.4,37.79,65.12
11575,Cajanus cajan,6.3,17.4,37.78,64.6
11556,Cajanus cajan,5.9,14.3,34.01,66.42
11556,Cajanus cajan,5.8,14.5,33.77,64.95
11556,Cajanus cajan,5.8,15,35.05,63.82
11556,Cajanus cajan,7.4,16.3,42.96,67.15
11556,Cajanus cajan,7,16.1,46.34,65.36
11556,Cajanus cajan,6.6,16.1,42.56,64.48
11566,Cajanus cajan,7.2,16.9,47.06,68.55
11566,Cajanus cajan,7.4,17,48.97,66.54
11566,Cajanus cajan,7.8,16.8,44.34,67.69
18596,Lablab  purpureus,6.7,18.1,43.19,78.94
18596,Lablab  purpureus,6.6,18.1,45.76,73.69
18596,Lablab  purpureus,6.4,18.1,44.19,74.42
14449,Lablab purprues ,6.2,17.7,40.31,72.94
14449,Lablab purprues ,6,17.6,39.52,73.55
14449,Lablab purprues ,6.1,17.9,37.91,74.08
internal control1,wheat straw,6.3,14.3,38.15,46.28
internal control1,wheat straw,6.9,13.8,38.99,46.53
internal control1,wheat straw,7,13.8,31.17,56.57
internal control 2,Wheat bran,6.5,15.8,37.29,78.66
internal control 2,Wheat bran,6.5,15.8,40.01,73.67
internal control 2,Wheat bran,6.4,15.8,41.01,71.37
ABC sample,cynodon Nlemfuensis,7.3,14.8,43.23,51.5
ABC sample,cynodon Nlemfuensis,7.1,15.3,44.48,51.42
ABC sample,cynodon Nlemfuensis,7.2,15.3,27.86,80.78
24800,Lablab purprues subsp. Uncinatus,6,17.1,43.99,61.87
24800,Lablab purprues subsp. Uncinatus,5.8,17.2,44.53,60.29
24800,Lablab purprues subsp. Uncinatus,5.8,17.4,47.46,59.67
24747,Lablab purpureus,6.2,14.3,35.07,65.82
24747,Lablab purpureus,6,14.2,34.02,67.04
24747,Lablab purpureus,6.2,14.5,35.3,64.91
7403,Lablab purpureus,6.3,17.5,39.1,77.13
7403,Lablab purpureus,6.3,18.1,39.86,80.5
7403,Lablab purpureus,6.4,18.2,40.43,79.23
10977,Lablab purpureus,6.8,17.4,38.65,79.65
10977,Lablab purpureus,7,16.9,36.64,79.87
10977,Lablab purpureus,7,17.4,37.94,81.01
14438,Lablab purpureus ,7.4,18.5,46.46,74.4
14438,Lablab purpureus ,7.5,18.3,46.82,75
14438,Lablab purpureus ,7.5,18.3,46.99,73.76
14445,Lablab purpureus ,7.5,19,44.93,72.17
14445,Lablab purpureus ,7.2,18.5,48.46,68.85
14445,Lablab purpureus ,7.1,18.5,49.19,69.21
10954,Lablab purpureus  ,7.1,18.3,39.62,78.54
10954,Lablab purpureus  ,7,17.8,40.08,75
10954,Lablab purpureus  ,6.8,17.6,37.56,76.62
11629,Lablab purpureus  ,6.8,18.2,39.19,85.18
11629,Lablab purpureus  ,6.6,17.9,37.85,85.6
11629,Lablab purpureus  ,6.8,18.2,38.91,85.01
13699,Lablab purpureus  ,6.5,18.2,39.21,84.92
13699,Lablab purpureus  ,6.1,18.1,38.16,86.14
13699,Lablab purpureus  ,6.1,18.1,37.81,85.5
internal control1,wheat straw,7.3,13.7,38.32,48.66
internal control1,wheat straw,7.7,13.6,37.64,50.92
internal control1,wheat straw,6.9,13.6,34.77,52.41
internal control 2,Wheat bran,6.2,15.8,40.56,71.31
internal control 2,Wheat bran,6.2,15.7,37.19,75.01
internal control 2,Wheat bran,6.2,15.6,39.94,70.54
ABC sample,cynodon Nlemfuensis,7.1,15.2,41.6,52.77
ABC sample,cynodon Nlemfuensis,6.9,15.2,42.88,50.63
ABC sample,cynodon Nlemfuensis,6.9,15.3,40.8,52.89
24800,Lablab purprues subsp. Uncinatus,6.1,17.7,44.98,61.84
24800,Lablab purprues subsp. Uncinatus,6.1,17.4,47.3,57.07
24800,Lablab purprues subsp. Uncinatus,5.7,17.5,42.52,63.75
24747,Lablab purpureus,6.2,15.2,34.17,68.89
24747,Lablab purpureus,6.2,14.9,34.81,65.79
24747,Lablab purpureus,6.2,14.8,30.29,76.28
7403,Lablab purpureus,6.3,18.7,33.99,89.72
7403,Lablab purpureus,6.6,18.7,38.1,81
7403,Lablab purpureus,6.4,18.9,38.2,80.12
10977,Lablab purpureus,6.9,17.3,36.35,80.17
10977,Lablab purpureus,6.9,16.9,38.21,76.94
10977,Lablab purpureus,7.2,17.6,37.27,80.5
14438,Lablab purpureus ,7.5,18.4,48.83,72.35
14438,Lablab purpureus ,7.5,18.5,44.88,75.61
14438,Lablab purpureus ,7.5,18.4,45.21,76.06
14445,Lablab purpureus ,7.4,18.4,48.36,67.14
14445,Lablab purpureus ,7.2,18.3,48.07,66.77
14445,Lablab purpureus ,8.3,18.3,49.23,63.96
10954,Lablab purpureus  ,7.1,18.1,41.95,71.24
10954,Lablab purpureus  ,7.1,18.1,38.15,76.91
10954,Lablab purpureus  ,7.1,18.3,38.82,75.57
11629,Lablab purpureus  ,6.8,18.8,37.14,86.28
11629,Lablab purpureus  ,6.8,18.6,36.75,86.01
11629,Lablab purpureus  ,7.8,18.7,37.91,87.4
13699,Lablab purpureus  ,6.7,18.7,37.43,85.23
13699,Lablab purpureus  ,8.6,18.7,39.22,84.15
13699,Lablab purpureus  ,9.7,18.8,40.72,84.03
internal control1,wheat straw,6.1,13,35.69,46.62
internal control1,wheat straw,7.3,12.8,37.35,45.39
internal control1,wheat straw,7.1,13.8,38.71,45.61
internal control 2,Wheat bran,6.2,15.8,42.01,69.61
internal control 2,Wheat bran,6,15.8,40.27,70.29
internal control 2,Wheat bran,6.1,15.5,39.79,69.9
ABC sample,cynodon Nlemfuensis,7,15.2,41.61,53.47
ABC sample,cynodon Nlemfuensis,6.7,15.4,44.33,51.5
ABC sample,cynodon Nlemfuensis,6.8,15.4,42.21,54.6
24800,Lablab purprues subsp. Uncinatus,5.9,17.6,46.6,60.52
24800,Lablab purprues subsp. Uncinatus,6,17.4,45.06,61.46
24800,Lablab purprues subsp. Uncinatus,5.9,17.5,45.27,60.24
24747,Lablab purpureus,6.2,15.3,33.56,69.72
24747,Lablab purpureus,6.2,14.9,43.16,53.96
24747,Lablab purpureus,6.4,14.8,41.8,55.13
7403,Lablab purpureus,6.4,18.7,43.8,70.98
7403,Lablab purpureus,6.4,18.9,44.52,71.18
7403,Lablab purpureus,6.2,18.3,43.72,70.32
10977,Lablab purpureus,6.6,17.7,41.93,72.52
10977,Lablab purpureus,6.7,17.6,42.13,72.78
10977,Lablab purpureus,6.7,17.6,41.77,72.59
14438,Lablab purpureus ,7.2,18.6,52.33,66.87
14438,Lablab purpureus ,7.3,18.6,54.35,65.2
14438,Lablab purpureus ,7.3,18.6,56.31,62.61
14445,Lablab purpureus ,7.2,18.6,50.78,62.13
14445,Lablab purpureus ,6.9,18.3,52.97,62.63
14445,Lablab purpureus ,7.1,18.5,53.76,61.77
10954,Lablab purpureus  ,6.7,18.3,44.29,68.93
10954,Lablab purpureus  ,6.8,18.2,45.3,67.45
10954,Lablab purpureus  ,7.1,18.5,44.77,69.16
11629,Lablab purpureus  ,6.7,18.7,40.87,80.82
11629,Lablab purpureus  ,6.5,17.7,41.37,75.29
11629,Lablab purpureus  ,6.6,18.1,41.28,79.46
13699,Lablab purpureus  ,6.1,18.6,42.62,76.59
13699,Lablab purpureus  ,6,18.7,42.08,76.92
13699,Lablab purpureus  ,6.1,18.6,40.79,78.15
internal control1,wheat straw,5.5,13.7,36.5,44.18
internal control1,wheat straw,6.6,13.3,37.66,43.98
internal control1,wheat straw,6.1,13.3,38.53,43.96
internal control 2,Wheat bran,6.9,15.1,41.88,69.98
internal control 2,Wheat bran,6.8,15.1,43.94,67.57
internal control 2,Wheat bran,6.7,14.6,37.59,67.52
ABC sample,cynodon Nlemfuensis,7.4,15.4,45.68,48.9
ABC sample,cynodon Nlemfuensis,7.5,15.3,44.37,51.48
ABC sample,cynodon Nlemfuensis,7.6,15.2,46.89,48.52
21086,Lablab purpureus subsp. bengalensis,5.9,15.4,36.92,66.01
21086,Lablab purpureus subsp. bengalensis,6,15.4,35.13,66.39
11652,Leucaena diversifolia,4,6.6,13.61,60.24
11652,Leucaena diversifolia,3.9,7.1,14.36,60.3
15477,Gliricidia sepium    ,7,16.5,38.64,76.41
15477,Gliricidia sepium    ,7.4,16.5,38.69,76.19
21283,Leucaena leucocephala,4.5,5.4,8.85,53.57
21283,Leucaena leucocephala,4.4,6.9,10.58,53.63
21626,Leucaena leucocephala    ,5.2,11.5,23.01,64.77
21626,Leucaena leucocephala    ,4.9,11.4,23.39,63.31
13703,Lablab purpureus  ,6.8,18,42.84,75.27
13703,Lablab purpureus  ,6.9,17.9,41.57,79.48
15480,Gliricidia sepium    ,6.8,16.5,39.2,76.18
15480,Gliricidia sepium    ,6.8,16.4,38.9,77.05
21675,Leucaena  pallida,4.7,10.3,15.23,50.07
21675,Leucaena  pallida,4.1,5.1,8.93,48.32
14504,Gliricidia sepium    ,6.8,13.7,27.19,73.73
14504,Gliricidia sepium    ,6.7,14,27.99,73.52
14342,Leucaena leucocephala,5.2,12.7,24.07,62.01
14342,Leucaena leucocephala,4.8,12.9,23.92,61.7
14503,Gliricidia sepium,6.8,16.1,39.93,73.34
14503,Gliricidia sepium,6.9,16.1,39.86,72.18
15484,Gliricidia sepium    ,6.4,15.4,35.18,74.25
15484,Gliricidia sepium    ,6.4,15.7,38.77,72.39
21045,Lablab purpureus subsp. Uncinatus,5.8,17.3,46.02,61.63
21045,Lablab purpureus subsp. Uncinatus,6,17.3,42.7,68.68
16507,Leucaena diversifolia    ,5.6,12.6,22.7,43.41
16507,Leucaena diversifolia    ,5.6,12.8,22.56,44.45
20373,Gliricidia sepium,6,12.4,27.98,67.97
20373,Gliricidia sepium,6,12.3,28.7,65.36
21322,Leucaena leucocephala,5.1,10.6,23.65,67.57
21322,Leucaena leucocephala,4.8,10.8,24.99,64.96
21684,Leucaena  pallida,4.5,8.1,12.2,49.35
21684,Leucaena  pallida,4.5,9.2,17.64,48.74
11575,Cajanus cajan,5.8,14.9,35.73,62.25
11575,Cajanus cajan,5.8,15.1,36.65,62.91
16277,Cajanus cajan,6.1,15.4,25.87,60.09
16277,Cajanus cajan,6.1,15.5,37.87,53.99
16278,Cajanus cajan,6.3,16.9,43.56,55.48
16278,Cajanus cajan,6.3,17.3,41.24,59.02
16520,Cajanus cajan,7.8,17.7,62.13,57.77
16520,Cajanus cajan,8,17.9,53.67,69.61
16555,Cajanus cajan,6.2,15.7,36.36,65.59
16555,Cajanus cajan,5.9,14.7,35.77,58.61
11652,Leucaena diversifolia,5.4,13.8,30.86,60.03
11652,Leucaena diversifolia,5.7,14.1,32.39,58.33
14203,Leucaena pallida,5,12.7,23.97,70.69
14203,Leucaena pallida,4.9,12.4,24.52,59.33
14501,Gliricidia sepium,4.8,8.4,10.41,71.49
14501,Gliricidia sepium,4.8,8.6,10.12,73.85
14978,Leucaena leucocephala,5.2,14.4,29.84,66.07
14978,Leucaena leucocephala,5.3,14.5,30.9,65.18
20378,Gliricidia sepium,5,11.5,21.09,76.49
20378,Gliricidia sepium,5,11.5,20.74,78.22
21122,Leucaena collinsii,5,12.6,25.81,59.97
21122,Leucaena collinsii,4.9,12.1,24.53,60.57
21356,Leucaena leucocephala,5,13.8,31.24,66.67
21356,Leucaena leucocephala,5.1,14.1,31.84,65.52
21679,Leucaena pallida,3.8,7.6,13.28,54.63
21679,Leucaena pallida,3.4,7,11.78,52.94
internal control1,wheat straw,7,13.8,39.73,43.56
internal control1,wheat straw,7.3,13.7,40.53,42.74
internal control1,wheat straw,7.4,13.6,41.74,44.04
internal control 2,Wheat bran,7,16.6,43.45,70.4
internal control 2,Wheat bran,6.9,16.2,42.49,70.27
internal control 2,Wheat bran,6.9,16.6,43.03,71.18
ABC sample,cynodon Nlemfuensis,7.4,15.9,46.68,51.95
ABC sample,cynodon Nlemfuensis,7.7,15.6,42.86,54.31
ABC sample,cynodon Nlemfuensis,7.9,16,44.21,53.47
21086,Lablab purpureus subsp. bengalensis,6.2,16.2,34.8,70.82
21086,Lablab purpureus subsp. bengalensis,6.1,16.3,34.27,71.63
11652,Leucaena diversifolia,4.2,8.4,16.33,59.54
11652,Leucaena diversifolia,4.2,8.2,16.28,58.32
15477,Gliricidia sepium    ,7.1,17.5,38.26,78.15
15477,Gliricidia sepium    ,7.2,17.5,37.6,77.2
21283,Leucaena leucocephala,4.6,6.7,9.07,56.66
21283,Leucaena leucocephala,4.4,6.2,9.16,55.4
21626,Leucaena leucocephala    ,5.4,12.3,22.89,67.08
21626,Leucaena leucocephala    ,5.3,12,23.69,63.6
13703,Lablab purpureus  ,7.2,19.2,42.91,76.39
13703,Lablab purpureus  ,7.3,19,41.11,79.92
15480,Gliricidia sepium    ,6.7,17.2,41.26,70.65
15480,Gliricidia sepium    ,6.8,17.3,41.02,72.52
21675,Leucaena  pallida,4.6,6,9.45,52.73
21675,Leucaena  pallida,4.5,6,9.59,49.96
14504,Gliricidia sepium    ,6.9,15.1,29.5,71.89
14504,Gliricidia sepium    ,6.9,15.2,27.31,79.74
14342,Leucaena leucocephala,5,13.4,23.64,63.61
14342,Leucaena leucocephala,5,13.5,22.57,66.28
14503,Gliricidia sepium,7.1,17.4,38.61,78.28
14503,Gliricidia sepium,6.9,17,38.7,75.55
15484,Gliricidia sepium    ,6.9,16.8,41.03,68.54
15484,Gliricidia sepium    ,6.6,16.7,43.29,66.2
21045,Lablab purpureus subsp. Uncinatus,6.6,18.5,50.26,56.93
21045,Lablab purpureus subsp. Uncinatus,6.3,18.5,44.42,64.35
16507,Leucaena diversifolia    ,6.3,14,23.56,42.87
16507,Leucaena diversifolia    ,6,13.9,23,44.19
20373,Gliricidia sepium,6.5,13.9,30.63,68.5
20373,Gliricidia sepium,6.5,13.9,31.65,65.18
21322,Leucaena leucocephala,5.5,11.9,24.94,65.28
21322,Leucaena leucocephala,5.2,11.8,30.97,55.57
21684,Leucaena  pallida,5.3,9.8,17.7,48.6
21684,Leucaena  pallida,5.1,8.4,14.41,48.96
11575,Cajanus cajan,6.5,16.1,35.59,66.07
11575,Cajanus cajan,6.4,16.1,39.12,63.83
16277,Cajanus cajan,7.1,17,39,55.87
16277,Cajanus cajan,6,17.7,37.42,59.3
16278,Cajanus cajan,6.9,18.1,38.76,61.6
16278,Cajanus cajan,7.1,18.4,39.58,60.13
16520,Cajanus cajan,8.1,18.3,65.62,54.83
16520,Cajanus cajan,8.2,18.2,64.03,54.11
16555,Cajanus cajan,6.4,16,35.85,60.63
16555,Cajanus cajan,6.5,15.5,32.61,64.47
11652,Leucaena diversifolia,5.6,14.6,29.26,65.41
11652,Leucaena diversifolia,5.7,14.7,30.72,61.64
14203,Leucaena pallida,5.4,12.7,25.38,61.96
14203,Leucaena pallida,5.4,12.9,23.44,65.03
14501,Gliricidia sepium,5.2,11.1,10.37,76.16
14501,Gliricidia sepium,5.1,10.9,8.4,71.93
14978,Leucaena leucocephala,5.4,15.5,27.83,70.5
14978,Leucaena leucocephala,5.4,15.3,28.48,67.95
20378,Gliricidia sepium,5.5,13,22.41,71.72
20378,Gliricidia sepium,5.4,13.1,22.08,75.71
21122,Leucaena collinsii,5.3,12.8,21.36,76.14
21122,Leucaena collinsii,5.2,12.9,22.63,72.09
21356,Leucaena leucocephala,5.4,14.8,30.98,64.99
21356,Leucaena leucocephala,5.2,14.9,27.96,73.26
21679,Leucaena pallida,3.8,8.6,13.96,61.76
21679,Leucaena pallida,3.8,9.2,16.43,55.65
internal control1,wheat straw,7,14.2,40.09,44.75
internal control1,wheat straw,7.5,14.2,41.85,45.49
internal control1,wheat straw,7.4,13.6,40.15,45.15
internal control 2,Wheat bran,7.3,16.2,43.39,69.5
internal control 2,Wheat bran,7.3,15.9,44.31,69.84
internal control 2,Wheat bran,7.2,15.6,36.81,67.29
ABC sample,cynodon Nlemfuensis,7.6,15.4,45.14,49.52
ABC sample,cynodon Nlemfuensis,7.7,15.4,44.06,51.38
ABC sample,cynodon Nlemfuensis,8.1,15.4,47.23,50.6
21086,Lablab purpureus subsp. bengalensis,6.1,15.6,34.83,69.49
21086,Lablab purpureus subsp. bengalensis,6,15.3,34.51,69.89
11652,Leucaena diversifolia,4.7,8.4,17.23,59.57
11652,Leucaena diversifolia,4.8,9.7,20.94,58.53
15477,Gliricidia sepium    ,7.5,17.4,39.1,76.12
15477,Gliricidia sepium    ,7.4,17.4,39.27,76.13
21283,Leucaena leucocephala,4.7,6.6,11.36,53.06
21283,Leucaena leucocephala,4.6,6.3,10.3,54.51
21626,Leucaena leucocephala    ,5.5,12.2,22.78,68.58
21626,Leucaena leucocephala    ,5.4,12.1,22.98,64.86
13703,Lablab purpureus  ,7.5,18.4,40.61,78.75
13703,Lablab purpureus  ,7.6,18.5,39.78,80.87
15480,Gliricidia sepium    ,7.1,17.1,38.96,76.24
15480,Gliricidia sepium    ,7.3,17.1,37.48,77.27
21675,Leucaena  pallida,4.9,6.2,10.83,51.66
21675,Leucaena  pallida,4.7,6.1,10.81,52.01
14504,Gliricidia sepium    ,6.9,14.9,28.29,78.17
14504,Gliricidia sepium    ,7.1,15.5,29.95,75.05
14342,Leucaena leucocephala,5.8,14,23.18,64.3
14342,Leucaena leucocephala,5.7,13.3,22.2,67.52
14503,Gliricidia sepium,7.8,17,38.71,76.85
14503,Gliricidia sepium,7.1,16.9,38.56,74.9
15484,Gliricidia sepium    ,6.9,16.5,40.17,72.34
15484,Gliricidia sepium    ,6.9,16.5,40.09,72.9
21045,Lablab purpureus subsp. Uncinatus,6.7,18,46.06,62.29
21045,Lablab purpureus subsp. Uncinatus,6.6,17.5,45.15,58.97
16507,Leucaena diversifolia    ,6,14.1,26.06,42.1
16507,Leucaena diversifolia    ,5.9,13.9,25.46,42.49
20373,Gliricidia sepium,6.7,14.2,33.55,63.14
20373,Gliricidia sepium,6.7,13.9,32.92,64.86
21322,Leucaena leucocephala,5.7,11.7,26.55,67.11
21322,Leucaena leucocephala,5.5,11.6,26.52,66.4
21684,Leucaena  pallida,6.9,14.2,29.97,50.57
21684,Leucaena  pallida,6,13.5,30.87,45.18
11575,Cajanus cajan,6.8,16,39.52,62.88
11575,Cajanus cajan,6.8,16,37.49,63.54
16277,Cajanus cajan,7.1,17.5,38.6,59.38
16277,Cajanus cajan,7.4,17.2,38.96,57.89
16278,Cajanus cajan,7.1,17.9,41.03,58.91
16278,Cajanus cajan,7.2,18.2,41.62,57.08
16520,Cajanus cajan,8.4,17.7,54.79,69.56
16520,Cajanus cajan,8.3,17.7,57.24,65.24
16555,Cajanus cajan,6.6,16.4,38.36,61.29
16555,Cajanus cajan,6.4,15.8,37.19,60.71
11652,Leucaena diversifolia,5.9,14.5,30.71,62.56
11652,Leucaena diversifolia,5.8,14.4,30,64.91
14203,Leucaena pallida,5.6,13.3,28.78,61.86
14203,Leucaena pallida,5.7,13.2,27.88,62.19
14501,Gliricidia sepium,5.1,12.4,8.24,71.04
14501,Gliricidia sepium,5.3,11.6,16.17,73.54
14978,Leucaena leucocephala,5.4,14.9,27.34,70.92
14978,Leucaena leucocephala,5.4,14.9,32.96,59.98
20378,Gliricidia sepium,5.3,12.9,20.46,82.61
20378,Gliricidia sepium,5.6,13.4,26.22,68.96
21122,Leucaena collinsii,5.5,13.4,26.74,60.91
21122,Leucaena collinsii,5.5,13,26.37,64.74
21356,Leucaena leucocephala,5.4,14.4,28.84,72.56
21356,Leucaena leucocephala,6.1,14.6,28.85,67.07
21679,Leucaena pallida,4.5,9.7,17.68,56.93
21679,Leucaena pallida,4.3,9.3,16.52,59.06
6633,Chloris gayana,5.8,14.9,29.36,70.83
6633,Chloris gayana,5.8,14.9,29.36,70.83
6633,Chloris gayana,5.4,15,29.34,69.12
6633,Chloris gayana,5.4,15,29.34,69.12
6633,Chloris gayana,5.3,14.9,29.96,69.37
6633,Chloris gayana,5.3,14.9,29.96,69.37
internal control1,wheat straw,6.9,9.4,29.71,43.72
internal control1,wheat straw,7.1,9.3,29.33,45.33
internal control1,wheat straw,7.1,9.2,28.57,44.39
internal control 2,Wheat bran,6.7,16.2,43.6,67.81
internal control 2,Wheat bran,6.7,16.1,45.19,65.77
internal control 2,Wheat bran,6.7,16.4,43.11,69.99
ABC sample,cynodon Nlemfuensis,7.5,15.6,44.45,50.31
ABC sample,cynodon Nlemfuensis,7.5,15.5,43.53,52.06
ABC sample,cynodon Nlemfuensis,7.4,15.6,43.4,50.4
10379,Sesbania sesban,5.1,28.1,50.01,71.81
10379,Sesbania sesban,5,27.9,43.47,80.24
10865,Sesbania sesban,5.1,25.8,46.03,74.12
10865,Sesbania sesban,5.2,12.4,25.49,74.31
23654,Sesbania grandiflora,3.7,11.3,23.69,73.49
23654,Sesbania grandiflora,3.7,11.2,23.96,71.84
555,Stylosanthes fruticosa    ,6,15.7,37.87,61.96
555,Stylosanthes fruticosa    ,5.9,15.8,37.69,61.5
11011,Stylosanthes hamata    ,6.7,16.2,42.72,57.2
11011,Stylosanthes hamata    ,6.7,16.2,42.2,57.22
11769,Stylosanthes  guianensis,6.5,16.9,45.51,60.05
11769,Stylosanthes  guianensis,6.4,16.8,43.35,62.32
14197,Leucaena pulverulenta    ,5.2,5.4,8.69,43.39
14197,Leucaena pulverulenta    ,3.7,4.2,6.59,43.4
15853,Stylosanthes hamata    ,6.5,16.3,40.85,64.25
15853,Stylosanthes hamata    ,6.5,16.3,44.22,60.69
17316,Sesbania  sesban,5.7,15.9,34.33,67.09
17316,Sesbania  sesban,5.8,15.7,34.43,67.12
17354,Sesbania  sesban,6,15.2,38.99,53.41
17354,Sesbania  sesban,6.2,15.6,38.4,53.39
2084,Stylosanthes fruticosa,6.5,18.7,46.29,63.13
2084,Stylosanthes fruticosa,6.3,18.6,47.52,60.55
9752,Stylosanthes fruticosa,6.3,17.9,41.14,74.12
9752,Stylosanthes fruticosa,6.1,17.6,45.51,61.23
10391,Stylosanthes fruticosa,6.6,17.4,49,57.29
10391,Stylosanthes fruticosa,6.5,17.5,46.21,60.84
12041,Stylosanthes macrocephala,6.3,17,40.42,60.99
12041,Stylosanthes macrocephala,6.3,16.7,41.6,61.29
12073,Stylosanthes macrocephala,6.7,16.7,39.21,59.77
12073,Stylosanthes macrocephala,6.6,17.5,42.96,56.22
12430,Stylosanthes macrocephala,6.4,18.8,41.12,64.76
12430,Stylosanthes macrocephala,6.4,18.5,48.84,53.57
13950,Stylosanthes fruticosa,6.5,18.7,45.48,61.15
13950,Stylosanthes fruticosa,6.6,18.8,41.08,70.13
13951,Stylosanthes fruticosa,6.6,18.1,44.95,59.04
13951,Stylosanthes fruticosa,6.5,18,43.81,58.99
15846,Stylosanthes hamata,6.8,18.3,40.84,61.26
15846,Stylosanthes hamata,6.8,17.9,41.49,59.13
15913,Stylosanthes hamata,6.5,18.3,47.87,65.65
15913,Stylosanthes hamata,6.6,18.1,47.43,65.38
15931,Stylosanthes hamata,6.6,17.8,53.4,59.54
15931,Stylosanthes hamata,6.6,11.8,40.77,59.53
15934,Stylosanthes hamata,7,13,38.1,56.49
15934,Stylosanthes hamata,7.1,13,33.97,60.8
10375,Sesbania sesban,6.1,12.8,26.78,64.14
10375,Sesbania sesban,6.2,12.8,30.64,57.08
10379,Sesbania sesban,5.7,12.3,25.63,69.53
10379,Sesbania sesban,5.5,12.1,24.79,71.56
1,Stylosanthes guianensis,6.7,13.3,35.93,62.95
1,Stylosanthes guianensis,6.7,13.4,40.61,57.61
2145,Stylosanthes fruticosa,6.3,12.7,39.86,49.47
2145,Stylosanthes fruticosa,6.3,12.7,35.84,54.41
10891,Stylosanthes humilis,6.7,12.9,36.73,52.68
10891,Stylosanthes humilis,6.7,12.8,34.88,57.06
13946,Stylosanthes fruticosa,5.2,10.8,35.64,55.03
13946,Stylosanthes fruticosa,5,10.8,36.5,55.05
16075,Sesbania grandiflora,4.7,10.9,25.21,63.08
16075,Sesbania grandiflora,4.8,10.9,22.95,69.41
21684,Leucaena pallida,3.9,6.5,13.31,47.48
21684,Leucaena pallida,3.9,6.8,14,47.49
21730,Leucaena trichandra,5.1,10.7,27.41,53.92
21730,Leucaena trichandra,5.1,10.8,27.66,53.87
21731,Leucaena trichandra,4.8,7.7,17.45,45.81
21731,Leucaena trichandra,4.8,7.5,19.38,41.11
23658,Sesbania grandiflora,4.7,10.8,20.93,81.07
23658,Sesbania grandiflora,4.5,10.8,22.37,79.28
internal control1,wheat straw,5.2,13.1,35.9,45.09
internal control1,wheat straw,6.6,13.2,37.33,47.78
internal control1,wheat straw,10.2,13.3,40.17,43.19
internal control 2,Wheat bran,9.5,15.6,46.35,70.05
internal control 2,Wheat bran,9.5,15.4,45.63,69.64
internal control 2,Wheat bran,9.3,15.3,39.78,68.99
ABC sample,cynodon Nlemfuensis,10.1,14.9,45.08,49.05
ABC sample,cynodon Nlemfuensis,10.2,15,45.77,47.6
ABC sample,cynodon Nlemfuensis,10.5,14.9,46.28,47.86
10379,Sesbania sesban,6.8,16.3,32.32,79.02
10379,Sesbania sesban,6.6,16.1,33.33,75.43
10865,Sesbania sesban,6.6,14.9,30.89,77.54
10865,Sesbania sesban,6.5,14.9,30.51,78.66
23654,Sesbania grandiflora,5.2,9.8,22.28,75.45
23654,Sesbania grandiflora,5.2,9,19.65,75.7
555,Stylosanthes fruticosa    ,8,14.5,36.1,65.81
555,Stylosanthes fruticosa    ,8.3,14.3,36.98,62.69
11011,Stylosanthes hamata    ,9.6,15.3,43.87,57.69
11011,Stylosanthes hamata    ,9.5,14.8,41.91,58.8
11769,Stylosanthes  guianensis,9.2,15.4,42.91,64.95
11769,Stylosanthes  guianensis,9,15.4,43.16,65.87
14197,Leucaena pulverulenta    ,8.7,4.5,8.43,45.93
14197,Leucaena pulverulenta    ,5.1,4.1,6.45,46.43
15853,Stylosanthes hamata    ,8.8,15.1,43.94,62.77
15853,Stylosanthes hamata    ,8.9,14.9,43.43,62.25
17316,Sesbania  sesban,7.9,14.2,33.64,70.28
17316,Sesbania  sesban,7.7,13.3,33.43,69.12
17354,Sesbania  sesban,8,14.2,34.21,64.78
17354,Sesbania  sesban,7.9,13.9,33.37,66.75
2084,Stylosanthes fruticosa,8.5,17.1,47.48,61.11
2084,Stylosanthes fruticosa,8.7,17.1,49.62,60.25
9752,Stylosanthes fruticosa,8.3,16.1,45.09,67.67
9752,Stylosanthes fruticosa,8.4,16,41.68,67.74
10391,Stylosanthes fruticosa,8.8,16.2,50.54,58.66
10391,Stylosanthes fruticosa,8.7,15.8,46.42,62.25
12041,Stylosanthes macrocephala,8.6,15.6,43.77,60.72
12041,Stylosanthes macrocephala,8.5,15.5,43.12,58.95
12073,Stylosanthes macrocephala,9.4,16.2,40.25,61.06
12073,Stylosanthes macrocephala,9.1,16,46.54,55.98
12430,Stylosanthes macrocephala,8.7,17.1,41.39,66.83
12430,Stylosanthes macrocephala,8.4,16.4,40.25,62.8
13950,Stylosanthes fruticosa,8.6,16.4,41.57,69.19
