subset,requisitioner,no,id_lab,id,n_replicates,tax_order,family,genus,species,tax_name,functional_group,set_ciat,batch,run,replication,syrange,sample_weight_g,undigested_dm_g,dm_incubated,digested_feed_mg,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_8h_percentage,ch4_24h_percentage,part_fact,ch4_ml_g_dm_incubaed_24h,ch4_ml_g_ndf_digested_24h,methane_intensity,tddm
3,Genetic bank,53,F25-1661,CIAT-7803,9,Fabales,Fabaceae,Dioclea,holtiana,Dioclea holtiana,Herbaceous_legumes,23,46,1,1,53,0.5,0.33,471.47,145.7,24.71,48.01,2.86,6.05,11.56,13.7,3.04,12.82,-623.7,52.06,30.9
3,Genetic bank,21,F25-1651,CIAT-798,9,Fabales,Fabaceae,Galactia,striata,Galactia striata,Herbaceous_legumes,23,46,1,1,21,0.5,0.2,463.21,265.1,41.6,93.23,5.25,13.41,12.62,15.81,2.84,28.96,223.6,50.8,57.23
3,Genetic bank,56,F25-1662,CIAT-8182,9,Fabales,Fabaceae,Eriosema,diffusum,Eriosema diffusum,Herbaceous_legumes,23,46,1,1,56,0.5,0.38,466.98,107.31,28.67,49.29,3.76,7.07,12.83,16.06,2.19,15.13,-127.83,69.86,22.98
3,Genetic bank,24,F25-1652,CIAT-822,9,Fabales,Fabaceae,Calopogonium,mucunoides,Calopogonium mucunoides,Herbaceous_legumes,23,46,1,1,24,0.5,0.23,470.45,243.23,43.04,80.23,5.83,11.81,13.54,16.08,3.03,25.1,-569.93,48.95,51.7
3,Genetic bank,59,F25-1663,CIAT-8434,9,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,46,1,1,59,0.5,0.3,467.78,169.22,34.76,65.67,4.72,9.8,13.52,16.44,2.7,20.95,-116.83,63.71,38.59
3,Genetic bank,27,F25-1653,CIAT-852,9,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,46,1,1,27,0.5,0.34,469.01,133.56,20.93,40.17,2.47,5.19,11.81,14.14,3.33,11.07,-190.72,41.49,28.48
3,Genetic bank,62,F25-1664,CIAT-8702,9,Fabales,Fabaceae,Calopogonium,caeruleum,Calopogonium caeruleum,Herbaceous_legumes,23,46,1,1,62,0.5,0.25,465.18,218.07,35.21,68.78,4.99,10.67,14.17,16.98,3.2,22.94,-546.77,50.56,46.88
3,Genetic bank,65,F25-1665,CIAT-8816,9,Fabales,Fabaceae,Crotalaria,micans,Crotalaria micans,Herbaceous_legumes,23,46,1,1,65,0.5,0.15,467.44,318.77,55.37,99.78,7.59,14.74,13.71,16.1,3.19,31.53,1755.53,46.81,68.2
3,Genetic bank,68,F25-1666,CIAT-8826,9,Fabales,Fabaceae,Zapoteca,formosa,Zapoteca formosa,Shrub_Trees,23,46,1,1,68,0.5,0.15,468.78,316.9,43.65,95.89,4.76,11.31,10.9,12.56,3.31,24.12,166.1,36.29,67.6
3,Genetic bank,30,F25-1654,CIAT-907,9,Fabales,Fabaceae,Dioclea,virgata,Dioclea virgata,Herbaceous_legumes,23,46,1,1,30,0.5,0.25,465.05,210.5,30.15,71.92,4.0,10.74,13.26,16.12,2.94,23.08,91.88,52.97,45.26
3,Breeding,1002,F25-2635,CIAT-9432,18,Fabales,Fabaceae,Clitoria ,ternatea,Clitoria ternatea ,Herbaceous_legumes,26,55,1,1,147,0.5,0.25,477.33,229.65,49.61,84.52,7.57,13.71,15.25,17.61,2.72,28.73,100.01,60.36,48.13
3,Genetic bank,71,F25-1667,CIAT-9578,36,Fabales,Fabaceae,Dioclea,sericea,Dioclea sericea,Herbaceous_legumes,23,46,1,1,71,0.5,0.34,475.64,132.03,20.87,40.75,2.48,5.26,11.62,14.27,3.59,11.06,-243.91,36.11,30.81
3,Genetic bank,74,F25-1668,CIAT-9740,9,Fabales,Fabaceae,Chamaecrista,desvauxii,Chamaecrista desvauxii,Herbaceous_legumes,23,46,1,1,74,0.5,0.25,477.11,225.11,41.87,82.12,4.2,10.95,10.03,16.79,2.74,22.96,59.57,49.7,47.18
3,Genetic bank,77,F25-1669,CIAT-9934,9,Fabales,Fabaceae,Aeschynomene,americana,Aeschynomene americana,Herbaceous_legumes,23,46,1,1,77,0.5,0.22,469.21,250.43,55.21,92.34,7.13,13.2,12.91,16.32,2.8,28.14,2150.74,54.27,53.37
3,Breeding,92,F25-2170,CIAT-BH-22-0765,9,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,23,46,1,1,92,0.5,0.28,487.55,203.89,35.98,84.17,4.93,11.93,13.68,14.54,2.41,24.47,-175.77,62.59,41.82
3,Breeding,95,F25-2171,CIAT-BH-22-2531,9,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,23,46,1,1,95,0.5,0.3,482.43,191.18,38.25,94.65,4.93,13.42,12.8,14.93,2.18,27.83,-0.3,67.45,42.73
3,Breeding,86,F25-2105,CIAT-BR-09-4467,9,Poales,Poaceae,Urochloa,interespecifico,Brachiaria interespecifico,Grass,23,46,1,1,86,0.5,0.26,461.79,200.24,37.93,86.51,4.66,11.8,12.24,14.71,2.3,25.55,98.5,63.78,43.36
3,Breeding,83,F25-2101,CIAT-CIAT-16071,9,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,23,46,1,1,83,0.5,0.29,465.36,179.47,31.43,77.67,4.16,11.96,13.24,16.89,2.32,25.71,-284.05,73.74,38.57
3,Breeding,80,F25-2096,CIAT-PM-21-4448,9,Poales,Poaceae,Megathyrsus,maximus,Megathyrsus maximus,Grass,23,46,1,1,80,0.5,0.28,477.72,202.6,33.54,81.06,4.55,12.06,13.54,15.82,2.51,25.24,-484.38,62.72,42.41
3,LMF-invivo,734,Dieta-1_Exp1,Dieta-1-Exp-1,9,,,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,,25,52,1,1,203,0.5,0.36,445.21,130.77,23.18,55.53,3.65,8.53,15.8,15.03,2.15,21.11,270.71,81.06,29.35
3,LMF-invivo,737,Dieta-2_Exp1,Dieta-2-Exp-1,9,,,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,,25,52,1,1,206,0.5,0.32,445.31,126.89,29.9,61.36,3.87,8.44,12.94,14.53,2.08,19.04,-3.79,70.78,28.5
3,LMF,98,F25-0017,Hohenheimer-Heustandard,36,,,Hohenheimer,Heustandard,Hohenheimer Heustandard,,23,46,1,1,98,0.25,0.12,228.57,105.62,25.45,52.79,3.62,8.06,14.14,16.4,2.09,35.28,,74.13,48.52
3,LMF,740,F25-2134,Hohenheimer-Heustandard-IAG-2025/1-S-1,18,Green meal , Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,,25,52,1,1,209,0.25,0.14,228.48,92.87,28.59,47.51,4.14,7.32,14.37,16.85,1.95,32.02,,85.54,40.65
3,Benchmark,666,F25-2567,Humidicola-679,9,Poales,Poaceae,Urochloa,humidicola,Urochloa humidicola,Grass,25,52,1,1,135,0.5,0.35,461.4,111.16,13.57,53.7,1.83,7.38,13.51,13.89,2.07,16.0,79.91,68.01,24.09
3,LMF-invivo,89,F25-2131,Muestra-#-02,9,Poales, Poaceae,Cynodon,nlenfuensis,Cynodon nlemfuensis,Grass,23,46,1,1,89,0.5,0.36,460.7,123.54,25.45,57.25,3.59,8.44,13.97,15.13,2.16,18.32,260.56,70.12,26.81
3,Benchmark,663,F25-2566,Paja-Sabana-Madura,9,Poales,Poaceae,,,,Grass,25,52,1,1,132,0.5,0.4,462.19,60.66,12.32,28.57,1.55,3.88,12.63,14.44,2.12,8.4,-98.42,65.01,13.13
3,Benchmark,669,F25-2568,Sabana-Quemada,9,Poales,Poaceae,,,,Grass,25,52,1,1,138,0.5,0.4,468.22,63.26,8.07,22.32,0.99,3.01,12.16,14.22,2.84,6.42,-127.09,52.52,13.51
3,LMF,101,F25-0008,Sample-8,84,,,Cynodon,nlemfuensis ,Cynodon nlemfuensis ,,23,46,1,1,101,0.5,0.3,469.68,171.08,23.72,65.12,3.32,9.78,13.98,15.62,2.63,20.82,,62.91,36.41
3,Breeding,1011,F25-2638,nan,18,Asterales,Compositae,Tithonia ,diversifolia ,Tithonia diversifolia,Shrub_Trees,26,55,1,1,156,0.5,0.21,453.06,247.76,30.64,65.15,3.93,8.95,12.75,14.43,4.07,19.86,6.66,36.23,54.78
4,Genetic bank,440,F25-2596,CIAT-10026,8,Fabales,Fabaceae,Stylosanthes,seabrana,Stylosanthes seabrana,Herbaceous_legumes,28,60,1,1,276,0.5,0.28,463.98,181.72,29.6,73.02,3.34,9.72,11.25,14.66,2.68,20.95,0.52,51.61,42.25
4,Genetic bank,443,F25-2597,CIAT-12411,8,Fabales,Fabaceae,Stylosanthes,sympodialis,Stylosanthes sympodialis,Herbaceous_legumes,28,60,1,1,279,0.5,0.22,458.79,240.81,38.25,82.87,4.27,11.12,11.15,15.35,3.05,24.24,0.49,44.51,55.06
4,Genetic bank,86,F25-1755,CIAT-13258,8,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,58,1,1,266,0.5,0.38,473.21,93.69,18.81,28.98,2.42,3.81,12.89,13.68,3.22,8.06,-0.14,41.85,19.8
4,Genetic bank,89,F25-1756,CIAT-13260,8,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,58,1,1,269,0.5,0.38,470.62,88.96,21.62,33.98,2.93,4.92,13.58,16.11,2.66,10.46,-0.25,60.35,18.9
4,Genetic bank,3,F25-1728,CIAT-13262,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,183,0.5,0.33,475.04,111.62,27.5,46.96,3.7,7.06,13.54,17.31,3.22,14.85,-0.82,48.87,31.33
4,Genetic bank,446,F25-2598,CIAT-13494,8,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,28,60,1,1,0,0.5,0.24,458.59,219.14,39.63,82.68,4.8,11.83,12.11,16.32,2.68,25.79,-0.32,56.13,47.79
4,Genetic bank,6,F25-1729,CIAT-13528,8,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,58,1,1,186,0.5,0.35,475.53,123.13,24.18,38.17,3.09,5.51,12.78,17.3,3.22,11.58,-0.2,46.62,25.89
4,Genetic bank,9,F25-1730,CIAT-13529,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,189,0.5,0.32,472.16,131.51,26.52,51.6,3.64,8.06,13.92,17.65,2.94,17.08,2.81,55.06,31.83
4,Genetic bank,449,F25-2599,CIAT-13562,8,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,28,60,1,1,0,0.5,0.26,459.32,175.47,36.81,68.8,5.18,10.57,13.91,16.75,3.14,23.02,2.13,49.56,46.73
4,Genetic bank,452,F25-2600,CIAT-13593,8,Fabales,Fabaceae,Desmodium,scorpiurus,Desmodium scorpiurus,Herbaceous_legumes,28,60,1,1,0,0.5,0.31,453.74,122.02,32.56,65.46,4.79,10.47,14.6,17.16,2.4,23.07,-2.55,76.03,34.39
4,Genetic bank,455,F25-2601,CIAT-13608,8,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,28,60,1,1,0,0.5,0.33,463.28,118.94,28.23,61.13,3.69,9.09,13.0,16.31,2.39,19.63,-1.1,64.77,31.24
4,Genetic bank,12,F25-1731,CIAT-13710,8,Fabales,Fabaceae,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Shrub_Trees,27,58,1,1,192,0.5,0.39,470.93,74.6,21.44,34.24,2.98,5.22,13.84,17.39,2.5,11.09,-0.2,63.86,18.1
4,Genetic bank,986,F26-0017,CIAT-1405,7,Fabales,Fabaceae,Stylosanthes,capitata,Stylosanthes capitata,Herbaceous_legumes,30,64,1,1,120,0.5,0.3,473.38,169.57,35.06,68.39,4.65,10.31,13.34,16.96,2.71,21.79,2.05,58.91,38.77
4,Genetic bank,1004,F26-0023,CIAT-14080,7,Fabales,Fabaceae,Zornia,brasiliensis,Zornia brasiliensis,Herbaceous_legumes,30,64,1,1,138,0.5,0.26,473.8,210.23,41.3,76.97,5.05,11.26,12.21,17.41,2.75,23.76,0.23,54.79,44.37
4,Genetic bank,92,F25-1757,CIAT-17263,8,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,27,58,1,1,272,0.5,0.26,472.59,213.44,31.62,58.77,3.9,8.0,12.5,15.29,3.93,16.93,-0.12,35.31,48.81
4,Genetic bank,285,F25-1758,CIAT-17459,8,Fabales,Fabaceae,Erythrina,berteroana,Erythrina berteroana,Shrub_Trees,28,60,1,1,213,0.5,0.21,473.2,264.51,27.85,66.78,3.65,9.46,13.12,14.9,3.97,19.99,0.68,35.84,55.9
4,Genetic bank,288,F25-1759,CIAT-17482,8,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,60,1,1,216,0.5,0.25,463.52,213.43,34.08,60.43,3.74,7.32,10.88,13.55,3.77,15.79,1.33,32.96,48.79
4,Genetic bank,291,F25-1760,CIAT-17502,8,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,60,1,1,219,0.5,0.24,471.52,228.15,31.53,61.9,3.69,8.14,11.68,14.68,3.68,17.27,-2.0,35.97,48.39
4,Genetic bank,1042,F26-0035,CIAT-17514,7,Fabales,Fabaceae,Mimosa,pudica,Mimosa pudica,Shrub_Trees,30,64,1,1,176,0.5,0.34,482.36,146.43,31.73,62.04,4.36,9.39,13.73,16.59,2.36,19.46,1.86,69.97,30.36
4,Genetic bank,1045,F26-0036,CIAT-17725,7,Fabales,Fabaceae,Mimosa,polycarpa,Mimosa polycarpa,Shrub_Trees,30,64,1,1,179,0.5,0.33,478.5,143.64,30.44,65.55,3.96,9.73,13.0,16.43,2.19,20.34,-1.08,71.03,30.02
4,Genetic bank,989,F26-0018,CIAT-1812,7,Fabales,Fabaceae,Stylosanthes,viscosa,Stylosanthes viscosa,Herbaceous_legumes,30,64,1,1,123,0.5,0.39,477.46,85.76,23.56,33.86,2.97,4.47,12.71,14.64,2.75,9.36,-0.11,51.65,19.42
4,Genetic bank,458,F25-2602,CIAT-18277,8,Fabales,Fabaceae,Indigofera,jamaicensis,Indigofera jamaicensis,Herbaceous_legumes,28,60,1,1,0,0.5,0.29,449.37,142.7,22.98,60.88,2.85,8.79,12.49,15.54,2.93,19.57,-0.69,51.22,39.46
4,Genetic bank,1048,F26-0037,CIAT-18947,7,Fabales,Fabaceae,Sesbania,sesban,Sesbania sesban,Shrub_Trees,30,64,1,1,182,0.5,0.23,477.53,248.27,35.23,73.9,4.83,10.17,13.67,13.81,3.36,21.3,-0.47,41.93,51.99
4,Genetic bank,1007,F26-0024,CIAT-18950,7,Fabales,Fabaceae,Indigofera,spicata,Indigofera spicata,Herbaceous_legumes,30,64,1,1,141,0.5,0.25,467.74,221.25,40.8,83.82,5.68,13.01,13.91,17.09,2.66,27.83,-0.67,59.59,47.3
4,Genetic bank,461,F25-2603,CIAT-18952,8,Fabales,Fabaceae,Indigofera,atriceps,Indigofera atriceps,Herbaceous_legumes,28,60,1,1,0,0.5,0.34,451.93,116.08,22.98,49.3,2.9,6.8,12.56,14.76,3.01,15.05,-0.2,51.46,32.47
4,Genetic bank,782,F25-2604,CIAT-18953,8,Fabales,Fabaceae,Indigofera,atriceps,Indigofera atriceps,Herbaceous_legumes,29,62,1,1,93,0.5,0.31,447.97,161.35,33.85,63.83,4.72,8.9,13.61,14.21,2.75,19.87,-0.82,51.33,39.31
4,Genetic bank,785,F25-2605,CIAT-18954,8,Fabales,Fabaceae,Indigofera,atriceps,Indigofera atriceps,Herbaceous_legumes,29,62,1,1,96,0.5,0.3,464.88,165.93,28.18,57.14,3.42,7.46,12.02,13.92,2.7,16.05,-0.5,49.98,33.48
4,Genetic bank,1051,F26-0038,CIAT-19165,7,Fabales,Fabaceae,Sesbania,keniensis,Sesbania keniensis,Shrub_Trees,30,64,1,1,185,0.5,0.27,482.44,212.41,36.44,76.11,5.34,11.58,14.66,15.73,2.79,24.0,-8.23,56.24,44.03
4,Genetic bank,1010,F26-0025,CIAT-19193,7,Fabales,Fabaceae,Tephrosia,villosa,Tephrosia villosa,Herbaceous_legumes,30,64,1,1,144,0.5,0.29,471.87,185.27,40.59,73.32,6.08,12.26,14.99,18.8,2.56,25.98,3.59,68.15,39.26
4,Genetic bank,788,F25-2606,CIAT-19198,8,Fabales,Fabaceae,Tephrosia,villosa,Tephrosia villosa,Herbaceous_legumes,29,62,1,1,99,0.5,0.25,453.0,207.81,33.28,69.98,4.63,11.06,13.71,17.46,3.37,24.42,-1.36,53.55,45.87
4,Genetic bank,294,F25-1761,CIAT-19384,8,Fabales,Fabaceae,Prosopis,juliflora,Prosopis juliflora,Shrub_Trees,28,60,1,1,222,0.5,0.18,467.13,284.73,12.97,25.03,1.08,1.4,8.28,2.69,11.55,3.01,0.06,4.92,60.95
4,Genetic bank,791,F25-2607,CIAT-19460,8,Fabales,Fabaceae,Sesbania,cannabina,Sesbania cannabina,Shrub_Trees,29,62,1,1,102,0.5,0.3,455.49,150.72,36.45,78.19,5.18,11.78,14.11,16.06,1.5,25.87,-0.41,105.58,25.96
4,Genetic bank,297,F25-1762,CIAT-19571,8,Fabales,Fabaceae,Senna,cobanensis,Senna cobanensis,Shrub_Trees,28,60,1,1,225,0.5,0.26,466.3,207.93,39.41,77.23,5.47,12.35,13.84,18.19,2.69,26.48,1.01,61.87,44.59
4,Genetic bank,1013,F26-0026,CIAT-19641,7,Fabales,Fabaceae,Tephrosia,purpurea,Tephrosia purpurea,Herbaceous_legumes,30,64,1,1,147,0.5,0.3,480.49,176.05,39.59,73.11,5.71,11.88,14.43,18.4,2.43,24.73,2.58,71.68,36.64
4,Genetic bank,794,F25-2608,CIAT-20044,8,Fabales,Fabaceae,Tephrosia,purpurea,Tephrosia purpurea,Herbaceous_legumes,29,62,1,1,105,0.5,0.2,461.15,263.15,40.91,78.8,5.89,12.83,14.34,18.36,3.39,27.83,1.09,49.36,57.06
4,Genetic bank,300,F25-1763,CIAT-20126,8,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,60,1,1,228,0.5,0.39,470.1,93.79,19.99,34.86,2.44,4.25,12.38,12.24,3.54,9.04,-0.16,35.13,25.99
4,Genetic bank,303,F25-1764,CIAT-20788,8,Fabales,Fabaceae,Senna,pallida,Senna pallida,Shrub_Trees,28,60,1,1,231,0.5,0.17,469.78,301.08,48.88,97.71,6.33,14.89,13.09,17.65,3.23,31.7,0.39,47.31,67.1
4,Genetic bank,392,F25-2580,CIAT-2085,8,Fabales,Fabaceae,Stylosanthes,seabrana,Stylosanthes seabrana,Herbaceous_legumes,28,60,1,1,50,0.5,0.32,460.07,136.21,29.76,75.88,3.24,9.96,10.89,14.56,2.18,21.64,-0.95,60.41,35.99
4,Genetic bank,306,F25-1765,CIAT-21242,8,Fabales,Fabaceae,Leucaena,diversifolia,Leucaena diversifolia,Shrub_Trees,28,60,1,1,234,0.5,0.32,466.27,149.58,23.28,41.97,2.65,5.26,11.32,13.95,3.59,11.27,0.04,35.98,32.08
4,Genetic bank,309,F25-1766,CIAT-21512,8,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,60,1,1,237,0.5,0.35,464.15,116.72,13.35,25.47,1.5,3.09,11.1,13.18,4.88,6.65,-0.08,27.96,25.15
4,Genetic bank,312,F25-1767,CIAT-21601,8,Fabales,Fabaceae,Erythrina,fusca,Erythrina fusca,Shrub_Trees,28,60,1,1,240,0.5,0.33,466.44,139.54,21.28,48.78,3.0,7.23,13.99,15.38,2.9,15.49,-6.82,52.41,29.92
4,Genetic bank,315,F25-1768,CIAT-21809,8,Fabales,Fabaceae,Acacia,farnesiana,Acacia farnesiana,Shrub_Trees,28,60,1,1,243,0.5,0.29,473.3,184.43,33.78,63.72,4.62,10.02,13.66,18.04,2.9,21.17,0.21,54.95,38.97
4,Genetic bank,318,F25-1769,CIAT-21810,8,Fabales,Fabaceae,Acacia,angustissima,Acacia angustissima,Shrub_Trees,28,60,1,1,246,0.5,0.31,474.06,160.05,17.85,34.97,1.95,3.89,10.94,11.31,4.62,8.21,-0.18,26.04,33.76
4,Genetic bank,321,F25-1770,CIAT-21888,8,Fabales,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala,Shrub_Trees,28,60,1,1,249,0.5,0.26,468.79,204.16,32.67,65.85,3.65,8.36,11.26,14.3,3.33,17.83,0.53,39.88,46.47
4,Genetic bank,1054,F26-0039,CIAT-21899,7,Fabales,Fabaceae,Sesbania,sesban,Sesbania sesban,Shrub_Trees,30,64,1,1,188,0.5,0.31,479.4,172.93,36.09,68.9,5.07,10.2,14.06,15.64,2.51,21.29,0.43,61.07,36.07
4,Genetic bank,15,F25-1732,CIAT-22004,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,195,0.5,0.37,471.71,102.33,23.69,44.49,3.19,6.73,13.74,17.14,2.5,14.27,-0.36,61.95,23.51
4,Genetic bank,324,F25-1771,CIAT-22310,8,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,60,1,1,252,0.5,0.38,474.56,95.36,17.74,29.71,1.93,3.42,11.01,12.46,3.69,7.21,-0.09,32.88,22.65
4,Genetic bank,327,F25-1772,CIAT-22311,8,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,60,1,1,255,0.5,0.39,469.66,78.31,,,,,12.06,12.62,,,,,
4,Genetic bank,330,F25-1773,CIAT-22316,8,Fabales,Fabaceae,Calliandra,calothyrsus,Calliandra calothyrsus,Shrub_Trees,28,60,1,1,258,0.5,0.35,477.78,129.42,19.95,31.49,2.48,3.97,12.41,12.89,4.63,8.3,-0.14,28.14,31.08
4,Genetic bank,797,F25-2609,CIAT-22423,8,Fabales,Fabaceae,Vigna,unguiculata,Vigna unguiculata,Herbaceous_legumes,29,62,1,1,108,0.5,0.17,453.31,280.74,42.14,83.63,5.72,12.43,13.62,16.31,3.52,27.41,0.7,42.49,64.95
4,Genetic bank,800,F25-2610,CIAT-22480,8,Fabales,Fabaceae,Sesbania,cannabina,Sesbania cannabina,Shrub_Trees,29,62,1,1,111,0.5,0.2,462.58,260.22,45.03,88.67,6.25,13.33,13.81,16.21,2.94,28.81,-3.65,51.39,56.26
4,Genetic bank,18,F25-1733,CIAT-23104,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,198,0.5,0.4,463.44,64.58,21.8,41.81,3.14,6.67,14.31,17.79,2.02,14.39,-0.32,80.77,18.16
4,Genetic bank,21,F25-1734,CIAT-23106,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,201,0.5,0.39,473.5,80.79,20.49,36.12,2.98,5.8,14.4,18.08,2.51,12.25,-0.33,69.06,18.83
4,Genetic bank,24,F25-1735,CIAT-23107,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,204,0.5,0.41,475.09,54.09,18.19,33.64,2.59,5.39,14.5,18.09,2.57,11.34,-0.25,62.47,18.22
4,Genetic bank,27,F25-1736,CIAT-23108,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,207,0.5,0.39,473.04,72.37,19.94,36.6,2.71,5.78,13.48,18.26,2.26,12.22,-0.32,71.58,17.48
4,Genetic bank,803,F25-2611,CIAT-23116,8,Fabales,Fabaceae,Desmodium,tortuosum,Desmodium tortuosum,Shrub_Trees,29,62,1,1,114,0.5,0.29,463.19,177.35,40.34,77.61,5.71,12.18,14.11,17.32,2.31,26.29,-3.53,69.81,38.29
4,Genetic bank,333,F25-1774,CIAT-23239,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,28,60,1,1,261,0.5,0.39,479.52,95.2,25.88,49.56,3.57,7.78,13.71,17.91,2.22,16.23,-0.47,72.83,22.69
4,Genetic bank,30,F25-1737,CIAT-23412,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,210,0.5,0.39,471.17,85.82,21.48,34.13,2.9,5.09,13.56,17.41,2.72,10.8,-0.18,58.16,19.64
4,Genetic bank,33,F25-1738,CIAT-23413,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,213,0.5,0.36,467.87,105.82,23.18,41.48,3.26,6.33,14.12,16.79,2.57,13.53,-0.23,62.63,22.62
4,Genetic bank,1057,F26-0040,CIAT-23414,7,Fabales,Fabaceae,Codariocalyx,motorius,Codariocalyx motorius,Shrub_Trees,30,64,1,1,191,0.5,0.34,481.75,140.16,29.68,59.26,4.33,9.04,14.43,16.01,2.13,18.76,-0.58,73.03,26.23
4,Genetic bank,806,F25-2612,CIAT-23416,8,Fabales,Fabaceae,Codariocalyx,motorius,Codariocalyx motorius,Shrub_Trees,29,62,1,1,117,0.5,0.29,464.28,169.97,28.03,61.86,3.66,8.98,13.0,15.7,2.75,19.34,-1.19,56.65,36.61
4,Genetic bank,36,F25-1739,CIAT-23419,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,216,0.5,0.39,470.07,82.71,22.37,39.67,3.13,6.26,14.04,18.06,2.1,13.31,-0.17,80.56,17.59
4,Genetic bank,39,F25-1740,CIAT-23422,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,219,0.5,0.37,459.48,90.59,21.28,39.76,3.13,6.46,14.49,17.96,2.93,14.06,-0.23,69.29,21.77
4,Genetic bank,1016,F26-0027,CIAT-23503,7,Fabales,Fabaceae,Desmodium,macrodesmum,Desmodium macrodesmum,Herbaceous_legumes,30,64,1,1,150,0.5,0.31,466.8,153.43,34.73,64.4,4.49,9.25,12.94,16.06,2.4,19.82,-0.7,64.16,32.87
4,Genetic bank,844,F25-1692,CIAT-23715,9,Fabales,Fabaceae,Desmodium,sequax,Desmodium sequax,Shrub_Trees,29,62,1,1,155,0.5,0.42,469.15,60.23,,,,,12.42,15.01,,,,,
4,Genetic bank,42,F25-1741,CIAT-23734,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,222,0.5,0.33,473.8,142.9,25.69,49.18,3.88,8.0,15.12,17.51,2.91,16.88,-0.5,60.39,30.16
4,Genetic bank,1060,F26-0041,CIAT-23767,7,Fabales,Fabaceae,Desmodium,nicaraguense,Desmodium nicaraguense,Shrub_Trees,30,64,1,1,194,0.5,0.25,475.25,222.09,39.44,74.68,6.41,12.57,16.24,17.46,2.97,26.44,1.72,56.97,46.73
4,Genetic bank,809,F25-2613,CIAT-23806,8,Fabales,Fabaceae,Desmodium,angustifolium,Desmodium angustifolium,Herbaceous_legumes,29,62,1,1,120,0.5,0.26,464.2,204.43,39.47,81.61,5.34,12.33,13.49,16.55,2.52,26.57,2.19,60.64,44.04
4,Genetic bank,45,F25-1742,CIAT-23932,8,Fabales,Fabaceae,Dendrolobium,triangulare,Dendrolobium triangulare,Shrub_Trees,27,58,1,1,225,0.5,0.37,475.88,108.3,24.31,46.54,3.56,7.55,14.7,17.95,2.35,15.87,-0.28,73.46,22.76
